date_obj,Bob's%20purple%20shirt price
2015-07-07,4717
2015-07-08,4717
2015-07-09,4501
2015-07-10,4501
2015-07-11,4501
2015-07-12,4501
2015-07-13,4501
2015-07-14,4328
2015-07-15,4328
2015-07-16,4328
2015-07-17,4328
2015-07-18,4287
2015-07-19,4287
2015-07-20,4287
2015-07-21,4287
2015-07-22,4287
2015-07-23,4287
2015-07-24,4361
2015-07-25,4361
2015-07-26,4361
2015-07-27,4361
2015-07-28,4361
2015-07-29,4361
2015-07-30,4514
2015-07-31,4514
2015-08-01,4514
2015-08-02,4514
2015-08-03,4514
2015-08-04,4514
2015-08-05,4359
2015-08-06,4359
2015-08-07,4359
2015-08-08,4359
2015-08-09,4152
2015-08-10,4152
2015-08-11,4152
2015-08-12,4152
2015-08-13,4152
2015-08-14,4152
2015-08-15,3960
2015-08-16,3960
2015-08-17,3960
2015-08-18,3960
2015-08-19,3960
2015-08-20,3933
2015-08-21,3933
2015-08-22,3933
2015-08-23,3933
2015-08-24,3933
2015-08-25,3933
2015-08-26,3909
2015-08-27,3909
2015-08-28,3909
2015-08-29,3909
2015-08-30,3909
2015-08-31,3909
2015-09-01,3832
2015-09-02,3832
2015-09-03,3832
2015-09-04,3832
2015-09-05,3832
2015-09-06,3832
2015-09-07,3841
2015-09-08,3841
2015-09-09,3841
2015-09-10,3841
2015-09-11,3841
2015-09-12,3841
2015-09-13,3963
2015-09-14,3963
2015-09-15,3963
2015-09-16,3963
2015-09-17,3963
2015-09-18,3957
2015-09-19,3957
2015-09-20,3957
2015-09-21,3957
2015-09-22,3957
2015-09-23,3957
2015-09-24,3821
2015-09-25,3821
2015-09-27,3821
2015-09-28,3821
2015-09-29,3821
2015-09-30,3937
2015-10-05,3937
2015-10-06,3937
2015-10-07,4116
2015-10-08,4116
2015-10-09,4116
2015-10-10,4116
2015-10-11,4116
2015-10-12,4116
2015-10-13,4116
2015-10-14,4105
2015-10-15,4105
2015-10-16,4105
2015-10-17,4105
2015-10-18,4105
2015-10-19,4105
2015-10-20,3912
2015-10-22,3912
2015-10-23,3912
2015-10-24,3912
2015-10-25,3912
2015-10-26,3829
2015-10-27,3829
2015-10-29,3829
2015-10-30,3829
2015-10-31,3829
2015-11-01,3829
2015-11-02,3829
2015-11-03,3829
2015-11-04,3829
2015-11-05,3729
2015-11-06,3729
2015-11-07,3729
2015-11-08,3729
2015-11-09,3729
2015-11-10,3729
2015-11-11,3729
2015-11-12,3659
2015-11-13,3659
2015-11-14,3659
2015-11-15,3659
2015-11-16,3659
2015-11-17,3659
2015-11-18,3659
2015-11-19,3659
2015-11-20,3820
2015-11-21,3820
2015-11-22,3820
2015-11-23,3820
2015-11-24,3820
2015-11-25,3820
2015-11-26,3820
2015-11-27,3820
2015-11-28,3958
2015-11-29,3958
2015-11-30,3958
2015-12-01,3958
2015-12-02,3958
2015-12-03,3958
2015-12-04,3958
2015-12-05,3958
2015-12-06,3958
2015-12-07,4147
2015-12-08,4147
2015-12-09,4147
2015-12-10,4147
2015-12-11,4147
2015-12-12,4147
2015-12-13,4147
2015-12-14,4147
2015-12-15,4313
2015-12-16,4313
2015-12-17,4313
2015-12-18,4313
2015-12-19,4313
2015-12-20,4313
2015-12-21,4398
2015-12-22,4398
2015-12-23,4398
2015-12-24,4398
2015-12-25,4398
2015-12-26,4398
2015-12-27,4555
2015-12-28,4555
2015-12-29,4555
2015-12-30,4555
2015-12-31,4555
2016-01-01,4555
2016-01-02,4555
2016-01-03,4532
2016-01-04,4532
2016-01-05,4532
2016-01-06,4532
2016-01-07,4532
2016-01-08,4532
2016-01-09,4532
2016-01-10,4396
2016-01-11,4396
2016-01-12,4396
2016-01-13,4396
2016-01-14,4396
2016-01-15,4244
2016-01-16,4244
2016-01-17,4244
2016-01-18,4244
2016-01-19,4244
2016-01-20,4244
2016-01-21,4056
2016-01-22,4056
2016-01-23,4056
2016-01-24,4056
2016-01-25,4056
2016-01-26,4056
2016-01-27,3917
2016-01-28,3917
2016-01-29,3917
2016-01-30,3917
2016-01-31,3917
2016-02-01,3917
2016-02-02,3887
2016-02-03,3887
2016-02-04,3887
2016-02-05,3887
2016-02-06,3887
2016-02-07,3887
2016-02-08,3887
2016-02-09,4058
2016-02-10,4058
2016-02-11,4058
2016-02-12,4058
2016-02-13,4058
2016-02-14,4058
2016-02-15,4019
2016-02-16,4019
2016-02-17,4019
2016-02-18,4019
2016-02-19,4019
2016-02-20,4019
2016-02-21,4051
2016-02-22,4051
2016-02-23,4051
2016-02-24,4051
2016-02-25,4051
2016-02-26,4051
2016-02-27,4144
2016-02-28,4144
2016-02-29,4144
2016-03-01,4144
2016-03-02,4144
2016-03-03,4144
2016-03-04,4144
2016-03-05,4175
2016-03-06,4175
2016-03-07,4175
2016-03-08,4175
2016-03-09,4175
2016-03-10,4175
2016-03-11,4311
2016-03-12,4311
2016-03-13,4311
2016-03-14,4311
2016-03-15,4311
2016-03-16,4311
2016-03-17,4339
2016-03-18,4339
2016-03-19,4339
2016-03-20,4339
2016-03-21,4339
2016-03-22,4339
2016-03-23,4254
2016-03-24,4254
2016-03-25,4254
2016-03-26,4254
2016-03-27,4254
2016-03-28,4167
2016-03-29,4167
2016-03-30,4167
2016-03-31,4167
2016-04-01,4167
2016-04-02,4167
2016-04-03,4167
2016-04-04,4020
2016-04-05,4020
2016-04-06,4020
2016-04-07,4020
2016-04-08,4020
2016-04-09,4020
2016-04-10,4020
2016-04-11,3870
2016-04-12,3870
2016-04-13,3870
2016-04-14,3870
2016-04-15,3870
2016-04-16,3722
2016-04-17,3722
2016-04-18,3722
2016-04-19,3722
2016-04-20,3722
2016-04-21,3561
2016-04-22,3561
2016-04-23,3561
2016-04-24,3561
2016-04-25,3561
2016-04-26,3561
2016-04-27,3432
2016-04-28,3432
2016-04-29,3432
2016-04-30,3432
2016-05-01,3422
2016-05-02,3422
2016-05-03,3422
2016-05-04,3422
2016-05-05,3422
2016-05-06,3422
2016-05-07,3546
2016-05-08,3546
2016-05-09,3546
2016-05-10,3546
2016-05-11,3546
2016-05-12,3546
2016-05-13,3667
2016-05-14,3667
2016-05-15,3667
2016-05-16,3667
2016-05-17,3667
2016-05-18,3667
2016-05-19,3667
2016-05-22,3587
2016-05-23,3587
2016-05-24,3587
2016-05-25,3609
2016-05-26,3609
2016-05-27,3609
2016-05-28,3609
2016-05-29,3609
2016-05-30,3609
2016-05-31,3701
2016-06-01,3701
2016-06-02,3701
2016-06-03,3701
2016-06-04,3701
2016-06-05,3701
2016-06-06,3764
2016-06-07,3764
2016-06-08,3764
2016-06-09,3764
2016-06-10,3764
2016-06-11,3764
2016-06-12,3764
2016-06-13,3781
2016-06-14,3781
2016-06-15,3781
2016-06-16,3781
2016-06-17,3781
2016-06-18,3781
2016-06-19,3781
2016-06-20,3772
2016-06-21,3772
2016-06-22,3772
2016-06-23,3772
2016-06-24,3772
2016-06-25,3772
2016-06-26,3772
2016-06-27,3772
2016-06-28,3796
2016-06-29,3796
2016-06-30,3796
2016-07-01,3796
2016-07-02,3796
2016-07-03,3677
2016-07-04,3677
2016-07-05,3677
2016-07-06,3677
2016-07-07,3677
2016-07-08,3503
2016-07-09,3503
2016-07-10,3503
2016-07-11,3363
2016-07-12,3363
2016-07-13,3363
2016-07-14,3363
2016-07-15,3485
2016-07-16,3485
2016-07-17,3485
2016-07-18,3485
2016-07-23,3355
2016-07-24,3245
2016-07-25,3245
2016-07-26,3245
2016-07-27,3245
2016-07-28,3245
2016-07-29,3123
2016-07-30,3123
2016-07-31,3123
2016-08-01,3123
2016-08-02,3123
2016-08-03,3123
2016-08-04,2987
2016-08-05,2987
2016-08-06,2987
2016-08-07,2987
2016-08-08,2987
2016-08-09,2987
2016-08-10,2987
2016-08-11,2924
2016-08-12,2924
2016-08-13,2924
2016-08-14,2924
2016-08-15,2924
2016-08-16,2924
2016-08-17,2924
2016-08-18,2924
2016-08-19,2868
2016-08-20,2868
2016-08-21,2868
2016-08-22,2868
2016-08-23,2868
2016-08-24,2868
2016-08-25,2736
2016-08-26,2736
2016-08-28,2736
2016-08-31,2736
2016-09-01,2736
2016-09-02,2736
2016-09-03,2610
2016-09-04,2610
2016-09-05,2610
2016-09-06,2610
2016-09-07,2610
2016-09-08,2610
2016-09-09,2610
2016-09-10,2610
2016-09-11,2610
2016-09-12,2510
2016-09-13,2510
2016-09-14,2510
2016-09-15,2510
2016-09-16,2510
2016-09-17,2510
2016-09-18,2510
2016-09-19,2510
2016-09-20,2510
2016-09-21,2508
2016-09-22,2508
2016-09-23,2508
2016-09-24,2508
2016-09-25,2508
2016-09-26,2508
2016-09-27,2508
2016-09-28,2508
2016-09-29,2508
2016-09-30,2585
2016-10-01,2585
2016-10-02,2585
2016-10-03,2585
2016-10-04,2585
2016-10-05,2585
2016-10-06,2585
2016-10-07,2585
2016-10-08,2585
2016-10-09,2598
2016-10-10,2598
2016-10-11,2598
2016-10-12,2598
2016-10-13,2598
2016-10-14,2598
2016-10-15,2598
2016-10-16,2598
2016-10-17,2563
2016-10-18,2563
2016-10-19,2563
2016-10-20,2563
2016-10-21,2563
2016-10-22,2563
2016-10-23,2563
2016-10-24,2525
2016-10-25,2525
2016-10-26,2525
2016-10-27,2525
2016-10-28,2525
2016-10-29,2525
2016-10-30,2525
2016-10-31,2580
2016-11-01,2580
2016-11-02,2580
2016-11-03,2683
2016-11-04,2817
2016-11-05,2817
2016-11-06,2952
2016-11-07,2952
2016-11-08,3097
2016-11-09,3097
2016-11-10,3252
2016-11-11,3252
2016-11-12,3415
2016-11-13,3415
2016-11-14,3580
2016-11-15,3580
2016-12-07,6568
2016-12-08,6877
2016-12-09,6877
2016-12-10,7218
2016-12-11,7567
2016-12-12,7567
2016-12-13,7938
2016-12-14,7938
2016-12-15,8325
2016-12-16,8325
2016-12-17,8727
2016-12-18,8727
2016-12-19,9156
2016-12-20,9156
2016-12-21,9589
2016-12-22,9589
2016-12-23,9589
2016-12-24,10067
2016-12-25,10067
2016-12-26,10298
2016-12-27,10298
2016-12-28,10298
2016-12-29,10108
2016-12-30,10108
2016-12-31,10108
2017-01-01,10004
2017-01-02,10004
2017-01-03,10004
2017-01-04,9676
2017-01-05,9676
2017-01-06,9676
2017-01-07,9676
2017-01-08,9659
2017-01-09,9659
2017-01-10,9747
2017-01-11,9747
2017-01-12,9837
2017-01-13,9837
2017-01-14,10205
2017-01-15,10679
2017-01-16,10679
2017-01-17,11077
2017-01-18,11583
2017-01-19,11583
2017-01-20,12128
2017-01-21,12724
2017-01-22,12724
2017-01-23,13341
2017-01-27,14682
2017-01-28,15286
2017-01-29,16035
2017-01-30,16035
2017-01-31,16823
2017-02-01,17619
2017-02-02,18466
2017-02-03,18466
2017-02-04,19376
2017-02-05,19376
2017-02-06,20257
2017-02-07,20257
2017-02-08,21103
2017-02-09,21103
2017-02-10,21933
2017-02-11,22906
2017-02-12,22906
2017-02-13,23851
2017-02-14,24535
2017-02-15,24535
2017-02-16,25203
2017-02-18,25203
2017-02-19,25649
2017-02-20,25649
2017-02-21,26280
2017-02-22,26280
2017-02-23,26737
2017-02-24,26737
2017-02-25,27113
2017-02-26,27113
2017-02-27,27247
2017-02-28,27247
2017-03-01,27441
2017-03-02,27441
2017-03-03,27849
2017-03-04,27849
2017-03-05,28149
2017-03-06,28149
2017-03-07,28274
2017-03-08,28274
2017-03-09,28274
2017-03-10,28472
2017-03-11,28472
2017-03-12,28472
2017-03-13,28282
2017-03-14,28282
2017-03-15,28282
2017-03-16,27360
2017-03-17,27360
2017-03-18,27360
2017-03-19,26752
2017-03-20,26752
2017-03-21,26752
2017-03-22,25414
2017-03-23,25414
2017-03-24,25414
2017-03-25,25414
2017-03-26,24289
2017-03-27,24289
2017-03-28,24289
2017-03-29,24289
2017-03-30,23126
2017-03-31,23126
2017-04-01,23126
2017-04-02,23126
2017-04-03,21969
2017-04-04,21969
2017-04-12,18976
2017-04-13,18976
2017-04-14,18976
2017-04-15,18976
2017-04-16,18074
2017-04-17,18074
2017-04-18,18074
2017-04-19,17262
2017-04-20,17262
2017-04-21,17262
2017-04-22,17262
2017-04-23,16398
2017-04-24,16398
2017-04-25,16398
2017-04-26,16398
2017-04-27,15634
2017-04-28,15634
2017-04-29,14897
2017-04-30,14897
2017-05-01,14897
2017-05-02,14897
2017-05-03,14225
2017-05-04,14225
2017-05-05,13513
2017-05-06,13513
2017-05-07,13513
2017-05-08,13284
2017-05-09,13284
2017-05-10,13284
2017-05-11,13284
2017-05-12,13191
2017-05-13,13191
2017-05-14,13191
2017-05-15,13030
2017-05-16,13030
2017-05-17,13030
2017-05-18,12694
2017-05-19,12694
2017-05-20,12694
2017-05-21,12694
2017-05-22,12480
2017-05-23,12480
2017-05-24,12480
2017-05-25,12480
2017-05-26,12388
2017-05-27,12388
2017-05-28,12388
2017-05-29,12388
2017-05-30,12070
2017-05-31,12070
2017-06-01,12070
2017-06-02,12004
2017-06-03,12004
2017-06-04,12004
2017-06-05,12004
2017-06-06,11905
2017-06-07,11905
2017-06-08,11905
2017-06-09,11704
2017-06-10,11704
2017-06-11,11213
2017-06-12,11213
2017-06-13,11213
2017-06-14,11213
2017-06-15,10689
2017-06-16,10689
2017-06-17,10689
2017-06-18,10459
2017-06-19,10459
2017-06-20,10459
2017-06-21,10459
2017-06-22,10459
2017-06-23,10007
2017-06-24,10007
2017-06-25,10007
2017-06-26,9709
2017-06-27,9709
2017-06-28,9709
2017-06-29,9289
2017-06-30,9289
2017-07-01,9289
2017-07-02,9289
2017-07-03,8935
2017-07-04,8935
2017-07-05,8935
2017-07-06,8993
2017-07-07,8993
2017-07-08,8993
2017-07-13,9179
2017-07-14,9179
2017-07-15,9179
2017-07-16,9287
2017-07-17,9287
2017-07-18,9287
2017-07-19,9421
2017-07-20,9421
2017-07-21,9421
2017-07-22,9481
2017-07-23,9481
2017-07-24,9481
2017-07-25,9481
2017-07-26,9306
2017-07-27,9306
2017-07-28,9306
2017-07-29,9306
2017-07-30,9376
2017-07-31,9376
2017-08-01,9376
2017-08-02,9376
2017-08-03,9396
2017-08-04,9396
2017-08-05,9396
2017-08-06,9375
2017-08-09,9375
2017-08-10,9375
2017-08-11,9218
2017-08-12,9218
2017-08-13,9218
2017-08-14,9218
2017-08-15,9145
2017-08-16,9145
2017-08-17,9145
2017-08-18,9083
2017-08-19,9083
2017-08-20,9083
2017-08-21,8989
2017-08-22,8989
2017-08-23,8989
2017-08-24,9008
2017-08-25,9008
2017-08-26,9008
2017-08-27,9008
2017-08-28,8983
2017-08-29,8983
2017-08-30,8983
2017-08-31,9104
2017-09-01,9104
2017-09-02,9449
2017-09-03,9449
2017-09-04,9449
2017-09-05,9876
2017-09-06,9876
2017-09-07,9876
2017-09-08,10042
2017-09-09,10042
2017-09-10,10042
2017-09-11,10321
2017-09-12,10321
2017-09-13,10321
2017-09-14,10803
2017-09-15,10803
2017-09-16,10803
2017-09-17,11277
2017-09-18,11277
2017-09-19,11277
2017-09-20,11477
2017-09-22,11477
2017-09-23,11477
2017-09-24,11569
2017-09-25,11569
2017-09-26,11569
2017-09-27,11569
2017-09-28,11783
2017-09-29,11783
2017-09-30,12062
2017-10-01,12062
2017-10-02,12314
2017-10-03,12314
2017-10-04,12314
2017-10-05,12460
2017-10-06,12460
2017-10-07,12460
2017-10-08,12820
2017-10-09,12820
2017-10-10,12820
2017-10-11,13317
2017-10-12,13317
2017-10-13,13769
2017-10-14,13769
2017-10-15,13769
2017-10-16,13934
2017-10-17,13934
2017-10-18,13934
2017-10-19,13934
2017-10-20,14349
2017-10-21,14349
2017-10-22,14349
2017-10-23,14756
2017-10-24,14756
2017-10-25,15301
2017-10-26,15301
2017-10-27,15572
2017-10-28,15572
2017-10-29,15572
2017-10-30,15890
2017-10-31,15890
2017-11-01,15890
2017-11-02,15765
2017-11-03,15765
2017-11-04,15765
2017-11-05,15716
2017-11-06,15716
2017-11-07,15716
2017-11-08,15923
2017-11-09,15923
2017-11-10,15923
2017-11-11,15251
2017-11-12,15251
2017-11-13,15251
2017-11-14,15251
2017-11-15,15251
2017-11-16,14681
2017-11-17,14681
2017-11-18,14681
2017-11-19,14681
2017-11-20,14681
2017-11-21,14255
2017-11-22,14255
2017-11-23,14255
2017-11-24,14255
2017-11-25,14156
2017-11-26,14156
2017-11-27,14156
2017-11-28,14156
2017-11-29,14156
2017-11-30,14156
2017-12-01,13766
2017-12-02,13766
2017-12-03,13766
2017-12-04,13766
2017-12-05,13766
2017-12-06,13156
2017-12-07,13156
2017-12-08,13156
2017-12-09,13156
2017-12-10,13156
2017-12-11,12538
2017-12-12,12538
2017-12-13,12538
2017-12-14,12538
2017-12-15,11980
2017-12-16,11980
2017-12-17,11980
2017-12-18,11845
2017-12-19,11845
2017-12-20,11845
2017-12-21,11845
2017-12-22,11811
2017-12-23,11811
2017-12-24,11811
2017-12-25,11948
2017-12-26,11948
2017-12-27,12376
2017-12-28,12376
2017-12-29,12376
2017-12-30,12389
2017-12-31,12389
2018-01-01,12389
2018-01-02,12397
2018-01-03,12397
2018-01-04,12397
2018-01-05,12409
2018-01-06,12409
2018-01-07,12438
2018-01-08,12438
2018-01-09,12438
2018-01-10,12694
2018-01-11,12694
2018-01-12,12694
2018-01-13,12694
2018-01-14,12694
2018-01-15,12860
2018-01-16,12860
2018-01-17,13011
2018-01-18,13011
2018-01-19,13011
2018-01-20,12560
2018-01-21,12560
2018-01-22,12560
2018-01-23,12767
2018-01-24,12767
2018-01-25,12767
2018-01-26,12870
2018-01-27,12870
2018-01-28,13173
2018-01-29,13173
2018-01-30,13251
2018-01-31,13251
2018-02-01,13251
2018-02-02,13251
2018-02-03,12926
2018-02-04,12926
2018-02-05,12926
2018-02-06,12760
2018-02-07,12760
2018-02-08,12760
2018-02-09,12867
2018-02-10,12867
2018-02-11,12867
2018-02-12,12645
2018-02-13,12645
2018-02-14,12645
2018-02-15,12734
2018-02-16,12734
2018-02-17,12734
2018-02-18,12199
2018-02-19,12199
2018-02-20,12199
2018-02-21,11960
2018-02-22,11960
2018-02-23,12182
2018-02-24,12182
2018-02-25,12182
2018-02-26,12434
2018-02-27,12434
2018-02-28,12434
2018-03-01,12780
2018-03-02,12780
2018-03-03,13171
2018-03-04,13171
2018-03-05,13171
2018-03-06,13679
2018-03-07,13679
2018-03-08,13679
2018-03-09,13358
2018-03-10,13358
2018-03-11,13358
2018-03-12,13439
2018-03-13,13439
2018-03-14,13439
2018-03-15,13431
2018-03-16,13431
2018-03-17,13679
2018-03-18,13679
2018-03-20,14123
2018-03-21,14123
2018-03-23,14347
2018-03-24,14347
2018-03-25,14186
2018-03-26,14186
2018-03-27,14186
2018-03-28,14186
2018-03-29,14109
2018-03-30,14109
2018-03-31,14109
2018-04-01,14308
2018-04-02,14308
2018-04-03,14308
2018-04-04,14407
2018-04-05,14407
2018-04-06,14407
2018-04-07,14407
2018-04-08,14797
2018-04-09,14797
2018-04-10,14797
2018-04-11,15120
2018-04-12,15120
2018-04-13,15120
2018-04-14,15120
2018-04-15,15557
2018-04-16,15557
2018-04-17,15557
2018-04-18,15915
2018-04-19,15915
2018-04-20,15915
2018-04-21,15981
2018-04-22,15981
2018-04-23,15981
2018-04-24,15981
2018-04-25,15899
2018-04-26,15899
2018-04-27,15899
2018-04-28,16039
2018-04-29,16039
2018-04-30,16115
2018-05-01,16115
2018-05-02,16115
2018-05-03,16115
2018-05-04,16348
2018-05-05,16348
2018-05-06,16348
2018-05-07,16317
2018-05-08,16317
2018-05-09,16317
2018-05-10,16317
2018-05-11,16079
2018-05-12,16079
2018-05-13,16079
2018-05-14,16040
2018-05-15,16040
2018-05-16,16040
2018-05-17,16107
2018-05-18,16107
2018-05-19,15556
2018-05-20,15556
2018-05-21,15556
2018-05-22,15948
2018-05-23,15948
2018-05-24,16420
2018-05-25,16420
2018-05-26,16704
2018-05-27,16704
2018-05-28,17333
2018-05-29,17333
2018-05-30,17766
2018-05-31,17766
2018-06-01,18563
2018-06-02,18563
2018-06-03,18982
2018-06-04,18982
2018-06-05,19366
2018-06-06,19366
2018-06-07,19366
2018-06-08,19519
2018-06-09,19519
2018-06-10,19519
2018-06-11,19829
2018-06-12,19829
2018-06-13,19840
2018-06-14,19840
2018-06-15,20216
2018-06-16,20216
2018-06-17,20525
2018-06-18,20525
2018-06-19,20821
2018-06-20,20821
2018-06-21,20821
2018-06-22,20621
2018-06-23,20621
2018-06-24,21147
2018-06-25,21147
2018-06-26,21564
2018-06-27,21564
2018-06-28,21800
2018-06-29,22361
2018-06-30,22361
2018-07-01,22641
2018-07-02,22641
2018-07-03,22641
2018-07-04,22995
2018-07-05,22995
2018-07-06,22995
2018-07-07,22958
2018-07-08,22958
2018-07-09,22429
2018-07-10,22429
2018-07-11,22669
2018-07-12,22669
2018-07-13,23066
2018-07-14,23066
2018-07-15,23066
2018-07-16,23321
2018-07-17,23321
2018-07-18,23321
2018-07-19,23505
2018-07-20,23505
2018-07-21,23790
2018-07-22,23790
2018-07-23,24187
2018-07-24,24187
2018-07-25,25066
2018-07-26,25066
2018-07-27,26225
2018-07-28,26225
2018-07-29,27306
2018-07-30,27306
2018-07-31,28552
2018-08-01,28552
2018-08-02,29923
2018-08-03,29923
2018-08-04,30965
2018-08-05,30965
2018-08-06,32229
2018-08-07,32229
2018-08-08,33793
2018-08-09,33793
2018-08-10,33793
2018-08-11,35333
2018-08-12,35333
2018-08-14,36073
2018-08-16,35947
2018-08-17,36477
2018-08-18,36477
2018-08-19,36477
2018-08-20,36223
2018-08-21,36223
2018-08-22,36223
2018-08-23,35634
2018-08-24,35634
2018-08-25,35528
2018-08-26,35528
2018-08-27,35528
2018-08-28,34961
2018-08-29,34961
2018-08-30,34961
2018-08-31,34643
2018-09-01,34643
2018-09-02,34643
2018-09-03,32995
2018-09-04,32995
2018-09-05,32995
2018-09-06,32995
2018-09-07,31645
2018-09-08,31645
2018-09-09,31645
2018-09-10,30425
2018-09-11,30425
2018-09-12,30425
2018-09-13,30425
2018-09-14,30425
2018-09-15,29271
2018-09-16,29271
2018-09-17,29271
2018-09-18,29271
2018-09-19,28202
2018-09-20,28202
2018-09-21,28202
2018-09-22,27710
2018-09-23,27710
2018-09-24,27710
2018-09-25,27710
2018-09-26,26642
2018-09-27,26642
2018-09-28,26642
2018-09-29,25865
2018-09-30,25865
2018-10-01,25865
2018-10-02,25865
2018-10-03,25675
2018-10-04,25675
2018-10-05,25675
2018-10-06,24724
2018-10-07,24724
2018-10-08,24724
2018-10-09,23989
2018-10-10,23989
2018-10-11,23989
2018-10-12,23594
2018-10-13,23594
2018-10-14,23913
2018-10-15,23913
2018-10-16,23913
2018-10-17,23535
2018-10-18,23535
2018-10-19,23535
2018-10-20,23527
2018-10-21,23527
2018-10-22,23141
2018-10-23,23141
2018-10-24,23141
2018-10-25,23185
2018-10-26,23185
2018-10-27,23185
2018-10-28,22677
2018-10-29,22677
2018-10-30,22677
2018-10-31,21774
2018-11-01,21774
2018-11-03,21228
2018-11-04,21228
2018-11-05,20972
2018-11-06,20972
2018-11-07,20972
2018-11-08,20041
2018-11-09,20041
2018-11-10,19385
2018-11-11,19385
2018-11-12,18993
2018-11-13,18993
2018-11-15,18254
2018-11-16,17505
2018-11-17,17505
2018-11-18,16899
2018-11-19,16899
2018-11-20,16322
2018-11-21,16322
2018-11-22,16322
2018-11-23,15968
2018-11-24,15968
2018-11-25,15642
2018-11-26,15642
2018-11-27,15451
2018-11-28,15451
2018-11-29,15734
2018-12-01,16418
2018-12-02,17013
2018-12-03,17013
2018-12-04,17227
2018-12-05,17209
2018-12-07,17209
2018-12-09,16731
2018-12-10,16983
2018-12-11,16983
2018-12-12,17420
2018-12-13,17774
2018-12-14,18609
2018-12-15,19474
2018-12-16,20381
2018-12-17,20381
2018-12-18,21134
2018-12-19,21134
2018-12-20,21841
2018-12-21,22788
2018-12-22,22788
2018-12-23,23665
2018-12-24,24729
2018-12-25,24729
2018-12-26,25957
2018-12-27,27080
2018-12-28,27080
2018-12-29,27559
2018-12-30,27559
2018-12-31,27772
2019-01-01,27772
2019-01-02,27832
2019-01-03,28446
2019-01-04,28446
2019-01-05,28418
2019-01-06,29546
2019-01-08,30850
2019-01-10,32007
2019-01-11,31326
2019-01-12,31326
2019-01-13,30633
2019-01-14,30633
2019-01-15,29953
2019-01-16,29953
2019-01-17,29548
2019-01-18,29548
2019-01-19,28708
2019-01-20,28688
2019-01-21,28688
2019-01-22,28207
2019-01-23,28207
2019-01-24,27372
2019-01-25,27372
2019-01-26,26467
2019-01-27,26467
2019-01-28,25240
2019-01-29,25240
2019-01-30,24662
2019-01-31,24662
2019-02-01,23977
2019-02-02,23977
2019-02-03,23369
2019-02-04,23369
2019-02-05,23205
2019-02-06,23205
2019-02-07,22622
2019-02-08,22622
2019-02-09,22672
2019-02-10,22672
2019-02-11,22531
2019-02-12,22531
2019-02-13,22531
2019-02-14,21461
2019-02-15,21461
2019-02-16,20622
2019-02-17,20622
2019-02-18,20622
2019-02-19,19974
2019-02-20,19974
2019-02-21,19661
2019-02-22,19661
2019-02-23,19661
2019-02-24,18799
2019-02-25,18799
2019-02-26,17942
2019-02-27,17942
2019-02-28,17942
2019-03-01,17210
2019-03-02,17210
2019-03-03,16557
2019-03-04,16283
2019-03-05,16283
2019-03-06,15835
2019-03-07,15835
2019-03-08,15835
2019-03-09,15210
2019-03-10,15210
2019-03-11,15580
2019-03-12,15580
2019-03-13,15971
2019-03-14,15971
2019-03-15,16252
2019-03-16,16252
2019-03-17,16986
2019-03-18,16986
2019-03-19,17738
2019-03-20,17738
2019-03-21,18548
2019-03-22,18548
2019-03-23,19436
2019-03-24,19436
2019-03-25,20368
2019-03-26,21263
