date_obj,Rune%20kiteshield%20(g) price
2019-04-02,109737
2019-04-03,111480
2019-04-04,111912
2019-04-05,112986
2019-04-06,114560
2019-04-07,115233
2019-04-08,116641
2019-04-09,114470
2019-04-10,114200
2019-04-11,113450
2019-04-12,112415
2019-04-13,112032
2019-04-14,111439
2019-04-15,110375
2019-04-16,108629
2019-04-17,109003
2019-04-18,110424
2019-04-19,108402
2019-04-20,108185
2019-04-21,108311
2019-04-22,107705
2019-04-23,104972
2019-04-24,103996
2019-04-25,101326
2019-04-26,98606
2019-04-27,95935
2019-04-28,93182
2019-04-29,90109
2019-04-30,87302
2019-05-01,85868
2019-05-02,84116
2019-05-03,82653
2019-05-04,80308
2019-05-05,78471
2019-05-06,76837
2019-05-07,74245
2019-05-08,72673
2019-05-09,73316
2019-05-10,71850
2019-05-11,71280
2019-05-12,71670
2019-05-13,71449
2019-05-14,71281
2019-05-15,72670
2019-05-16,73995
2019-05-17,73804
2019-05-18,74742
2019-05-19,75364
2019-05-20,75712
2019-05-21,75445
2019-05-22,75360
2019-05-23,76248
2019-05-24,76686
2019-05-25,77212
2019-05-26,76764
2019-05-27,76741
2019-05-28,76683
2019-05-29,76750
2019-05-30,76142
2019-05-31,75616
2019-06-01,75462
2019-06-02,75060
2019-06-03,76634
2019-06-04,77851
2019-06-05,78720
2019-06-06,80274
2019-06-07,83399
2019-06-08,85573
2019-06-09,85809
2019-06-10,85985
2019-06-11,86852
2019-06-12,88778
2019-06-13,90294
2019-06-14,92623
2019-06-15,92679
2019-06-16,94200
2019-06-17,94570
2019-06-18,93243
2019-06-19,93413
2019-06-20,93144
2019-06-21,92831
2019-06-22,91143
2019-06-23,89374
2019-06-24,88381
2019-06-25,87605
2019-06-26,85771
2019-06-27,84350
2019-06-28,83276
2019-06-29,81579
2019-06-30,79580
2019-07-01,80408
2019-07-02,79975
2019-07-03,80385
2019-07-04,80645
2019-07-05,80233
2019-07-06,78376
2019-07-07,77381
2019-07-08,77874
2019-07-09,77725
2019-07-10,76686
2019-07-11,77597
2019-07-12,77652
2019-07-13,77092
2019-07-14,76770
2019-07-15,78231
2019-07-16,79800
2019-07-17,79026
2019-07-18,78605
2019-07-19,78529
2019-07-20,78642
2019-07-21,78992
2019-07-22,76901
2019-07-23,75630
2019-07-24,75288
2019-07-25,74171
2019-07-26,74669
2019-07-27,74986
2019-07-28,76148
2019-07-29,75366
2019-07-30,76389
2019-07-31,76614
2019-08-01,75885
2019-08-02,74836
2019-08-03,73594
2019-08-04,73921
2019-08-05,73429
2019-08-06,74285
2019-08-07,74434
2019-08-08,74728
2019-08-09,75703
2019-08-10,76731
2019-08-11,76931
2019-08-12,77596
2019-08-13,78825
2019-08-14,79030
2019-08-15,80488
2019-08-16,81077
2019-08-17,80106
2019-08-18,81364
2019-08-19,81961
2019-08-20,82286
2019-08-21,83374
2019-08-22,83712
2019-08-23,83574
2019-08-24,82804
2019-08-24,82804
2019-08-25,84292
2019-08-25,84292
2019-08-26,85557
2019-08-26,85557
2019-08-27,86184
2019-08-27,86184
2019-08-28,87249
2019-08-29,87991
2019-08-30,89649
2019-08-31,90854
2019-09-01,92114
2019-09-02,93753
2019-09-03,96306
2019-09-04,98142
2019-09-05,102030
2019-09-06,107132
2019-09-07,110790
2019-09-08,112524
2019-09-09,113218
2019-09-10,114019
2019-09-11,117057
2019-09-12,117270
2019-09-13,117318
2019-09-14,116887
2019-09-15,119111
2019-09-16,122660
2019-09-17,121239
2019-09-18,119965
2019-09-19,120199
2019-09-20,120966
2019-09-21,120792
2019-09-22,119561
2019-09-23,122240
2019-09-24,122240
2019-09-25,123462
2019-09-26,122154
2019-09-27,119135
2019-09-28,119598
2019-09-29,118566
2019-09-30,119168
2019-10-01,122437
2019-10-02,122709
2019-10-03,121638
2019-10-04,119774
2019-10-05,120641
2019-10-06,121383
2019-10-07,122128
2019-10-08,122204
2019-10-09,122953
2019-10-10,122597
2019-10-11,123188
2019-10-12,122982
2019-10-13,122651
2019-10-14,120761
2019-10-15,119714
2019-10-16,119674
2019-10-17,120557
2019-10-18,120695
2019-10-19,121208
2019-10-20,120761
2019-10-21,121594
2019-10-22,122861
2019-10-23,123488
2019-10-24,124001
2019-10-25,123654
2019-10-26,123921
2019-10-27,123969
2019-10-28,123936
2019-10-29,123855
2019-10-30,124066
2019-10-31,124386
2019-11-01,123818
2019-11-02,122487
2019-11-03,124157
2019-11-04,124633
2019-11-05,124698
2019-11-06,124465
2019-11-07,124469
2019-11-08,124163
2019-11-09,123858
2019-11-10,122901
2019-11-11,122959
2019-11-12,122559
2019-11-13,121036
2019-11-14,119168
2019-11-15,118645
2019-11-16,119173
2019-11-17,116890
2019-11-18,118293
2019-11-19,117541
2019-11-20,116661
2019-11-21,118946
2019-11-22,121127
2019-11-23,122915
2019-11-24,125557
2019-11-25,128767
2019-11-26,129906
2019-11-27,129561
2019-11-28,129086
2019-11-29,129169
2019-11-30,129079
2019-12-01,128463
2019-12-02,129290
2019-12-03,129543
2019-12-04,131164
2019-12-05,130970
2019-12-06,128766
2019-12-07,127017
2019-12-08,125103
2019-12-09,126143
2019-12-10,126956
2019-12-11,129238
2019-12-12,129457
2019-12-13,127738
2019-12-14,125555
2019-12-15,126361
2019-12-16,125767
2019-12-17,122789
2019-12-18,122085
2019-12-19,123724
2019-12-20,124272
2019-12-21,124285
2019-12-22,123146
2019-12-23,121478
2019-12-24,120067
2019-12-25,120318
2019-12-26,117286
2019-12-27,115805
2019-12-28,115163
2019-12-29,114528
2019-12-30,114344
2019-12-31,114092
2020-01-01,113654
2020-01-02,113510
2020-01-03,113210
2020-01-04,112827
2020-01-05,111838
2020-01-06,110934
2020-01-07,109627
2020-01-08,111038
2020-01-09,111824
2020-01-10,113097
2020-01-11,113664
2020-01-12,114858
2020-01-13,114665
2020-01-14,114226
2020-01-15,114546
2020-01-16,114363
2020-01-17,114571
2020-01-18,115135
2020-01-19,114206
2020-01-20,114559
2020-01-21,114147
2020-01-22,114302
2020-01-23,115038
2020-01-24,115356
2020-01-25,114685
2020-01-26,114291
2020-01-27,115546
2020-01-28,115198
2020-01-29,115744
2020-01-30,115883
2020-01-31,114663
2020-02-01,114450
2020-02-02,112627
2020-02-03,113813
2020-02-04,114531
2020-02-05,114956
2020-02-06,117001
2020-02-07,118758
2020-02-08,117839
2020-02-09,115830
2020-02-10,114747
2020-02-11,114888
2020-02-12,113685
2020-02-13,114267
2020-02-14,112267
2020-02-15,109644
2020-02-16,108635
2020-02-17,109662
2020-02-18,109632
2020-02-19,107812
2020-02-20,106768
2020-02-21,106768
2020-02-22,107663
2020-02-23,107520
2020-02-24,108191
2020-02-25,105884
2020-02-26,105599
2020-02-27,105574
2020-02-28,105993
2020-02-29,103167
2020-03-01,103428
2020-03-02,105055
2020-03-03,104884
2020-03-04,104596
2020-03-05,105948
2020-03-06,106904
2020-03-07,107336
2020-03-08,107995
2020-03-09,107907
2020-03-10,107911
2020-03-11,108023
2020-03-12,107235
2020-03-13,107726
2020-03-14,108140
2020-03-15,106786
2020-03-16,105393
2020-03-17,105542
2020-03-18,104929
2020-03-19,104473
2020-03-20,104361
2020-03-21,104822
2020-03-22,104179
2020-03-23,104928
2020-03-24,104049
2020-03-25,103708
2020-03-26,103883
2020-03-27,102374
2020-03-28,103055
2020-03-29,102668
2020-03-30,102700
2020-03-31,101792
2020-04-01,101588
2020-04-02,101034
2020-04-03,101016
2020-04-04,100945
2020-04-05,101206
2020-04-06,102031
2020-04-07,102811
2020-04-08,102872
2020-04-09,101977
2020-04-10,100098
2020-04-11,99892
2020-04-12,99621
2020-04-13,99364
2020-04-14,99772
2020-04-15,98344
2020-04-16,98039
2020-04-17,99236
2020-04-18,98755
2020-04-19,98764
2020-04-20,99360
2020-04-21,99469
2020-04-22,99488
2020-04-23,99198
2020-04-24,99126
2020-04-25,97895
2020-04-26,97789
2020-04-27,98513
2020-04-28,98150
2020-04-29,98998
2020-04-30,98632
2020-05-01,98818
2020-05-02,98271
2020-05-03,97733
2020-05-04,96953
2020-05-05,96792
2020-05-06,96088
2020-05-07,95600
2020-05-08,95428
2020-05-09,94999
2020-05-10,94550
2020-05-11,94102
2020-05-12,93825
2020-05-13,93226
