date_obj,Tan%20cavalier price
2019-04-02,1575
2019-04-03,1643
2019-04-04,1643
2019-04-05,1685
2019-04-06,1685
2019-04-07,1685
2019-04-08,1739
2019-04-09,1739
2019-04-10,1724
2019-04-11,1724
2019-04-12,1736
2019-04-13,1736
2019-04-14,1761
2019-04-15,1761
2019-04-16,1769
2019-04-17,1769
2019-04-18,1810
2019-04-19,1810
2019-04-20,1815
2019-04-21,1815
2019-04-22,1831
2019-04-23,1831
2019-04-24,1911
2019-04-25,1911
2019-04-26,1961
2019-04-27,1961
2019-04-28,1961
2019-04-29,1933
2019-04-30,1933
2019-05-01,1850
2019-05-02,1850
2019-05-03,1895
2019-05-04,1895
2019-05-05,1872
2019-05-06,1872
2019-05-07,1865
2019-05-08,1865
2019-05-09,1865
2019-05-10,1816
2019-05-11,1816
2019-05-12,1775
2019-05-13,1775
2019-05-14,1830
2019-05-15,1830
2019-05-16,1830
2019-05-17,1811
2019-05-18,1811
2019-05-19,1876
2019-05-20,1876
2019-05-21,1876
2019-05-22,1970
2019-05-23,1970
2019-05-24,1976
2019-05-25,1976
2019-05-26,1982
2019-05-27,1982
2019-05-28,2045
2019-05-29,2045
2019-05-30,2088
2019-05-31,2088
2019-06-01,2088
2019-06-02,2146
2019-06-03,2146
2019-06-04,2242
2019-06-05,2242
2019-06-06,2331
2019-06-07,2331
2019-06-08,2304
2019-06-09,2304
2019-06-10,2304
2019-06-11,2244
2019-06-12,2244
2019-06-13,2230
2019-06-14,2230
2019-06-15,2230
2019-06-16,2292
2019-06-17,2292
2019-06-18,2292
2019-06-19,2318
2019-06-20,2318
2019-06-21,2344
2019-06-22,2344
2019-06-23,2320
2019-06-24,2320
2019-06-25,2320
2019-06-26,2281
2019-06-27,2281
2019-06-28,2192
2019-06-29,2271
2019-06-30,2339
2019-07-01,2339
2019-07-02,2339
2019-07-03,2397
2019-07-04,2397
2019-07-05,2472
2019-07-06,2472
2019-07-07,2472
2019-07-08,2542
2019-07-09,2542
2019-07-10,2516
2019-07-11,2516
2019-07-12,2516
2019-07-13,2602
2019-07-14,2602
2019-07-15,2609
2019-07-16,2609
2019-07-17,2704
2019-07-18,2704
2019-07-19,2704
2019-07-20,2704
2019-07-21,2746
2019-07-22,2746
2019-07-23,2746
2019-07-24,2707
2019-07-25,2707
2019-07-26,2707
2019-07-27,2738
2019-07-28,2738
2019-07-29,2713
2019-07-30,2713
2019-07-31,2738
2019-08-01,2738
2019-08-02,2738
2019-08-03,2711
2019-08-04,2711
2019-08-05,2723
2019-08-06,2723
2019-08-07,2723
2019-08-08,2781
2019-08-09,2781
2019-08-10,2781
2019-08-11,2904
2019-08-12,2904
2019-08-13,2904
2019-08-14,3041
2019-08-15,3041
2019-08-16,3120
2019-08-17,3120
2019-08-18,3120
2019-08-19,3103
2019-08-20,3103
2019-08-21,3103
2019-08-22,3118
2019-08-23,3118
2019-08-24,3118
2019-08-24,3118
2019-08-25,3133
2019-08-25,3133
2019-08-26,3133
2019-08-26,3133
2019-08-27,3133
2019-08-27,3133
2019-08-28,3166
2019-08-29,3166
2019-08-30,3166
2019-08-31,3266
2019-09-01,3266
2019-09-02,3266
2019-09-03,3356
2019-09-04,3356
2019-09-05,3356
2019-09-06,3486
2019-09-07,3486
2019-09-08,3625
2019-09-09,3625
2019-09-10,3625
2019-09-11,3625
2019-09-12,3673
2019-09-13,3673
2019-09-14,3673
2019-09-15,3694
2019-09-16,3694
2019-09-17,3694
2019-09-18,3797
2019-09-19,3797
2019-09-20,3797
2019-09-21,3815
2019-09-22,3815
2019-09-23,3815
2019-09-24,3957
2019-09-25,3957
2019-09-26,3957
2019-09-27,4031
2019-09-28,4031
2019-09-29,4031
2019-09-30,3926
2019-10-01,3926
2019-10-02,3854
2019-10-03,3854
2019-10-04,3854
2019-10-05,3851
2019-10-06,3851
2019-10-07,3851
2019-10-08,3720
2019-10-09,3720
2019-10-10,3720
2019-10-11,3547
2019-10-12,3547
2019-10-13,3392
2019-10-14,3392
2019-10-15,3239
2019-10-16,3239
2019-10-17,3239
2019-10-18,3091
2019-10-19,3091
2019-10-20,2959
2019-10-21,2959
2019-10-22,2959
2019-10-23,2815
2019-10-24,2815
2019-10-25,2769
2019-10-26,2769
2019-10-27,2704
2019-10-28,2704
2019-10-29,2704
2019-10-30,2680
2019-10-31,2680
2019-11-01,2567
2019-11-02,2567
2019-11-03,2492
2019-11-04,2492
2019-11-05,2492
2019-11-06,2393
2019-11-07,2393
2019-11-08,2393
2019-11-09,2353
2019-11-10,2353
2019-11-11,2332
2019-11-12,2332
2019-11-13,2332
2019-11-14,2332
2019-11-15,2287
2019-11-16,2287
2019-11-17,2287
2019-11-18,2248
2019-11-19,2248
2019-11-20,2248
2019-11-21,2248
2019-11-22,2277
2019-11-23,2277
2019-11-24,2277
2019-11-25,2259
2019-11-26,2259
2019-11-27,2259
2019-11-28,2280
2019-11-29,2280
2019-11-30,2280
2019-12-01,2280
2019-12-02,2348
2019-12-03,2348
2019-12-04,2348
2019-12-05,2362
2019-12-06,2362
2019-12-07,2362
2019-12-08,2362
2019-12-09,2394
2019-12-10,2394
2019-12-11,2394
2019-12-12,2394
2019-12-13,2450
2019-12-14,2450
2019-12-15,2450
2019-12-16,2400
2019-12-17,2400
2019-12-18,2400
2019-12-19,2368
2019-12-20,2368
2019-12-21,2368
2019-12-22,2365
2019-12-23,2365
2019-12-24,2365
2019-12-25,2328
2019-12-26,2328
2019-12-27,2328
2019-12-28,2360
2019-12-29,2360
2019-12-30,2360
2019-12-31,2344
2020-01-01,2344
2020-01-02,2344
2020-01-03,2287
2020-01-04,2287
2020-01-05,2287
2020-01-06,2221
2020-01-07,2221
2020-01-08,2221
2020-01-09,2166
2020-01-10,2166
2020-01-11,2208
2020-01-12,2208
2020-01-13,2208
2020-01-14,2263
2020-01-15,2263
2020-01-16,2263
2020-01-17,2281
2020-01-18,2281
2020-01-19,2281
2020-01-20,2337
2020-01-21,2337
2020-01-22,2337
2020-01-23,2300
2020-01-24,2300
2020-01-25,2300
2020-01-26,2272
2020-01-27,2272
2020-01-28,2272
2020-01-29,2266
2020-01-30,2266
2020-01-31,2266
2020-02-01,2237
2020-02-02,2237
2020-02-03,2237
2020-02-04,2307
2020-02-05,2307
2020-02-06,2384
2020-02-07,2384
2020-02-08,2384
2020-02-09,2442
2020-02-10,2442
2020-02-11,2406
2020-02-12,2406
2020-02-13,2406
2020-02-14,2385
2020-02-15,2385
2020-02-16,2385
2020-02-17,2463
2020-02-18,2463
2020-02-19,2463
2020-02-20,2496
2020-02-21,2496
2020-02-22,2496
2020-02-23,2560
2020-02-24,2560
2020-02-25,2560
2020-02-26,2589
2020-02-27,2589
2020-02-28,2568
2020-02-29,2568
2020-03-01,2568
2020-03-02,2584
2020-03-03,2584
2020-03-04,2584
2020-03-05,2669
2020-03-06,2669
2020-03-07,2669
2020-03-08,2745
2020-03-09,2745
2020-03-10,2648
2020-03-11,2648
2020-03-12,2666
2020-03-13,2666
2020-03-14,2774
2020-03-15,2774
2020-03-16,2774
2020-03-17,2912
2020-03-18,2912
2020-03-19,3054
2020-03-20,3054
2020-03-21,3166
2020-03-22,3166
2020-03-23,3257
2020-03-24,3257
2020-03-25,3397
2020-03-26,3397
2020-03-27,3558
2020-03-28,3558
2020-03-29,3710
2020-03-30,3710
2020-03-31,3894
2020-04-01,3894
2020-04-02,4020
2020-04-03,4020
2020-04-04,4059
2020-04-05,4059
2020-04-06,4186
2020-04-07,4186
2020-04-08,4317
2020-04-09,4317
2020-04-10,4471
2020-04-11,4671
2020-04-12,4671
2020-04-13,4635
2020-04-14,4635
2020-04-15,4577
2020-04-16,4577
2020-04-17,4577
2020-04-18,4482
2020-04-19,4430
2020-04-20,4430
2020-04-21,4254
2020-04-22,4088
2020-04-23,4088
2020-04-24,3906
2020-04-25,3906
2020-04-26,3717
2020-04-27,3562
2020-04-28,3562
2020-04-29,3423
2020-04-30,3263
2020-05-01,3263
2020-05-02,3146
2020-05-03,3170
2020-05-04,3170
2020-05-05,3134
2020-05-06,3134
2020-05-07,3073
2020-05-08,3073
2020-05-09,3014
2020-05-10,3014
2020-05-11,2885
2020-05-12,2885
2020-05-13,2752
