date_obj,Menaphite%20red%20hat price
2015-03-05,8000
2015-03-06,8000
2015-03-07,8000
2015-03-08,8000
2015-03-09,8000
2015-03-10,8000
2015-03-11,8000
2015-03-12,8000
2015-03-13,8000
2015-03-14,8000
2015-03-15,8000
2015-03-16,8000
2015-03-17,8000
2015-03-18,8000
2015-03-19,7873
2015-03-20,7873
2015-03-21,7873
2015-03-22,7873
2015-03-23,7873
2015-03-24,7873
2015-03-25,7873
2015-03-26,7873
2015-03-27,7873
2015-03-28,7873
2015-03-29,7873
2015-03-30,7873
2015-03-31,7873
2015-04-01,7873
2015-04-02,7873
2015-04-03,7873
2015-04-04,7873
2015-04-05,7873
2015-04-06,7649
2015-04-07,7649
2015-04-08,7649
2015-04-09,7649
2015-04-10,7649
2015-04-11,7649
2015-04-12,7649
2015-04-13,7649
2015-04-14,7649
2015-04-15,7649
2015-04-16,7649
2015-04-17,7649
2015-04-18,7649
2015-04-19,7649
2015-04-20,7649
2015-04-21,7649
2015-04-22,7649
2015-04-23,7649
2015-04-24,7649
2015-04-25,7322
2015-04-26,7322
2015-04-27,7322
2015-04-28,7322
2015-04-29,7322
2015-04-30,7322
2015-05-01,7322
2015-05-02,7322
2015-05-03,7322
2015-05-04,7322
2015-05-05,7322
2015-05-06,7322
2015-05-07,7322
2015-05-08,7322
2015-05-09,7322
2015-05-10,7322
2015-05-11,7322
2015-05-12,7322
2015-05-13,7322
2015-05-14,7322
2015-05-15,7322
2015-05-16,7322
2015-05-17,6976
2015-05-18,6976
2015-05-19,6976
2015-05-20,6976
2015-05-21,6976
2015-05-22,6976
2015-05-23,6976
2015-05-24,6976
2015-05-25,6976
2015-05-26,6976
2015-05-27,6976
2015-05-28,6976
2015-05-29,6976
2015-05-30,6976
2015-05-31,6648
2015-06-01,6648
2015-06-02,6648
2015-06-03,6648
2015-06-04,6648
2015-06-05,6648
2015-06-06,6648
2015-06-07,6648
2015-06-08,6648
2015-06-09,6648
2015-06-10,6648
2015-06-11,6648
2015-06-12,6648
2015-06-13,6648
2015-06-14,6413
2015-06-15,6413
2015-06-16,6413
2015-06-17,6413
2015-06-18,6413
2015-06-19,6413
2015-06-20,6413
2015-06-21,6413
2015-06-22,6413
2015-06-23,6413
2015-06-24,6413
2015-06-25,6413
2015-06-26,6206
2015-06-27,6206
2015-06-28,6206
2015-06-29,6206
2015-06-30,6206
2015-07-01,6206
2015-07-02,6206
2015-07-03,6206
2015-07-04,6206
2015-07-05,6206
2015-07-06,6206
2015-07-07,6206
2015-07-08,5898
2015-07-09,5898
2015-07-10,5898
2015-07-11,5898
2015-07-12,5898
2015-07-13,5898
2015-07-14,5898
2015-07-15,5898
2015-07-16,5898
2015-07-17,5898
2015-07-18,5898
2015-07-19,5898
2015-07-20,5898
2015-07-21,5606
2015-07-22,5606
2015-07-23,5606
2015-07-24,5606
2015-07-25,5606
2015-07-26,5606
2015-07-27,5606
2015-07-28,5606
2015-07-29,5334
2015-07-30,5334
2015-07-31,5334
2015-08-01,5334
2015-08-02,5334
2015-08-03,5334
2015-08-04,5334
2015-08-05,5334
2015-08-06,5334
2015-08-07,5074
2015-08-08,5074
2015-08-09,5074
2015-08-10,5074
2015-08-11,5074
2015-08-12,5074
2015-08-13,5074
2015-08-14,5074
2015-08-15,5074
2015-08-16,5074
2015-08-17,4871
2015-08-18,4871
2015-08-19,4871
2015-08-20,4871
2015-08-21,4871
2015-08-22,4871
2015-08-23,4871
2015-08-24,4871
2015-08-25,4871
2015-08-26,4871
2015-08-27,4871
2015-08-28,4656
2015-08-29,4656
2015-08-30,4656
2015-08-31,4656
2015-09-02,4656
2015-09-07,4656
2015-09-08,4524
2015-09-10,4524
2015-09-14,4524
2015-09-16,4524
2015-09-22,4388
2015-09-23,4388
2015-09-24,4388
2015-09-25,4388
2015-09-27,4388
2015-09-28,4256
2015-09-29,4256
2015-09-30,4256
2015-10-05,4256
2015-10-06,4256
2015-10-07,4086
2015-10-08,4086
2015-10-09,4086
2015-10-10,4086
2015-10-11,4086
2015-10-12,4086
2015-10-13,4086
2015-10-14,4086
2015-10-15,4086
2015-10-16,4086
2015-10-17,4086
2015-10-18,3976
2015-10-19,3976
2015-10-20,3976
2015-10-22,3976
2015-10-23,3976
2015-10-24,3976
2015-10-25,3976
2015-10-26,3976
2015-10-27,3799
2015-10-29,3799
2015-10-30,3799
2015-10-31,3799
2015-11-01,3799
2015-11-02,3799
2015-11-03,3799
2015-11-04,3799
2015-11-05,3799
2015-11-06,3799
2015-11-07,3691
2015-11-08,3691
2015-11-09,3691
2015-11-10,3691
2015-11-11,3691
2015-11-12,3691
2015-11-13,3691
2015-11-14,3691
2015-11-15,3691
2015-11-16,3691
2015-11-17,3691
2015-11-18,3691
2015-11-19,3641
2015-11-20,3641
2015-11-21,3641
2015-11-22,3641
2015-11-23,3641
2015-11-24,3641
2015-11-25,3641
2015-11-26,3641
2015-11-27,3641
2015-11-28,3641
2015-11-29,3641
2015-11-30,3641
2015-12-01,3641
2015-12-02,3476
2015-12-03,3476
2015-12-04,3476
2015-12-05,3476
2015-12-06,3476
2015-12-07,3476
2015-12-08,3476
2015-12-09,3476
2015-12-10,3476
2015-12-11,3476
2015-12-12,3339
2015-12-13,3339
2015-12-14,3339
2015-12-15,3339
2015-12-16,3339
2015-12-17,3339
2015-12-18,3339
2015-12-19,3339
2015-12-20,3339
2015-12-21,3339
2015-12-22,3339
2015-12-23,3185
2015-12-24,3185
2015-12-25,3185
2015-12-26,3185
2015-12-27,3185
2015-12-28,3185
2015-12-29,3185
2015-12-30,3103
2015-12-31,3103
2016-01-01,3103
2016-01-02,3103
2016-01-03,3103
2016-01-04,3103
2016-01-05,3103
2016-01-06,3103
2016-01-07,3103
2016-01-08,3103
2016-01-09,3033
2016-01-10,3033
2016-01-11,3033
2016-01-12,3033
2016-01-13,3033
2016-01-14,3033
2016-01-15,3033
2016-01-16,3033
2016-01-17,2935
2016-01-18,2935
2016-01-19,2935
2016-01-20,2935
2016-01-21,2935
2016-01-22,2935
2016-01-23,2935
2016-01-24,2935
2016-01-25,2935
2016-01-26,2935
2016-01-27,2935
2016-01-28,2935
2016-01-29,2830
2016-01-30,2830
2016-01-31,2830
2016-02-01,2830
2016-02-02,2830
2016-02-03,2830
2016-02-04,2830
2016-02-05,2830
2016-02-06,2830
2016-02-07,2830
2016-02-08,2830
2016-02-09,2749
2016-02-10,2749
2016-02-11,2749
2016-02-12,2749
2016-02-13,2749
2016-02-14,2749
2016-02-15,2749
2016-02-16,2749
2016-02-17,2749
2016-02-18,2749
2016-02-19,2749
2016-02-20,2749
2016-02-21,2731
2016-02-22,2731
2016-02-23,2731
2016-02-24,2731
2016-02-25,2731
2016-02-26,2731
2016-02-27,2731
2016-02-28,2731
2016-02-29,2731
2016-03-01,2731
2016-03-02,2731
2016-03-03,2731
2016-03-04,2618
2016-03-05,2618
2016-03-06,2618
2016-03-07,2618
2016-03-08,2618
2016-03-09,2618
2016-03-10,2618
2016-03-11,2618
2016-03-12,2507
2016-03-13,2507
2016-03-14,2507
2016-03-15,2507
2016-03-16,2507
2016-03-17,2507
2016-03-18,2507
2016-03-19,2507
2016-03-20,2454
2016-03-21,2454
2016-03-22,2454
2016-03-23,2454
2016-03-24,2454
2016-03-25,2454
2016-03-26,2454
2016-03-27,2454
2016-03-28,2454
2016-03-29,2396
2016-03-30,2396
2016-03-31,2396
2016-04-01,2396
2016-04-02,2396
2016-04-03,2396
2016-04-04,2396
2016-04-05,2396
2016-04-06,2396
2016-04-07,2396
2016-04-08,2396
2016-04-09,2396
2016-04-10,2396
2016-04-11,2396
2016-04-12,2344
2016-04-13,2344
2016-04-14,2344
2016-04-15,2344
2016-04-16,2344
2016-04-17,2344
2016-04-18,2344
2016-04-19,2344
2016-04-20,2344
2016-04-21,2344
2016-04-22,2344
2016-04-23,2354
2016-04-24,2354
2016-04-25,2354
2016-04-26,2354
2016-04-27,2354
2016-04-28,2354
2016-04-29,2354
2016-04-30,2354
2016-05-01,2354
2016-05-02,2354
2016-05-03,2354
2016-05-04,2305
2016-05-05,2305
2016-05-06,2305
2016-05-07,2305
2016-05-08,2305
2016-05-09,2305
2016-05-10,2305
2016-05-11,2305
2016-05-12,2305
2016-05-13,2305
2016-05-14,2190
2016-05-15,2190
2016-05-16,2190
2016-05-17,2190
2016-05-18,2190
2016-05-19,2190
2016-05-22,2113
2016-05-23,2113
2016-05-24,2113
2016-05-25,2113
2016-05-26,2113
2016-05-27,2113
2016-05-28,2113
2016-05-29,2113
2016-05-30,2113
2016-05-31,2042
2016-06-01,2042
2016-06-02,2042
2016-06-03,2042
2016-06-04,2042
2016-06-05,2042
2016-06-06,2042
2016-06-07,2042
2016-06-08,2042
2016-06-09,2042
2016-06-10,1977
2016-06-11,1977
2016-06-12,1977
2016-06-13,1977
2016-06-14,1977
2016-06-15,1977
2016-06-16,1977
2016-06-17,1977
2016-06-18,1977
2016-06-19,1948
2016-06-20,1948
2016-06-21,1948
2016-06-22,1948
2016-06-23,1948
2016-06-24,1948
2016-06-25,1948
2016-06-26,1948
2016-06-27,1948
2016-06-28,1948
2016-06-29,1948
2016-06-30,1917
2016-07-01,1917
2016-07-02,1917
2016-07-03,1917
2016-07-04,1917
2016-07-05,1917
2016-07-06,1917
2016-07-07,1917
2016-07-08,1915
2016-07-09,1915
2016-07-10,1915
2016-07-11,1915
2016-07-12,1915
2016-07-13,1915
2016-07-14,1915
2016-07-15,1841
2016-07-16,1841
2016-07-17,1841
2016-07-18,1841
2016-07-23,1841
2016-07-24,1785
2016-07-25,1785
2016-07-26,1785
2016-07-27,1785
2016-07-28,1785
2016-07-29,1785
2016-07-30,1785
2016-07-31,1785
2016-08-01,1785
2016-08-02,1785
2016-08-03,1755
2016-08-04,1755
2016-08-05,1755
2016-08-06,1755
2016-08-07,1755
2016-08-08,1755
2016-08-09,1755
2016-08-10,1755
2016-08-11,1755
2016-08-12,1755
2016-08-13,1755
2016-08-14,1790
2016-08-15,1790
2016-08-16,1790
2016-08-17,1790
2016-08-18,1790
2016-08-19,1790
2016-08-20,1790
2016-08-21,1790
2016-08-22,1790
2016-08-23,1734
2016-08-24,1734
2016-08-25,1734
2016-08-26,1734
2016-08-28,1734
2016-08-31,1734
2016-09-01,1734
2016-09-02,1734
2016-09-03,1685
2016-09-04,1685
2016-09-05,1685
2016-09-06,1685
2016-09-07,1685
2016-09-08,1685
2016-09-09,1685
2016-09-10,1685
2016-09-11,1685
2016-09-12,1639
2016-09-13,1639
2016-09-14,1639
2016-09-15,1639
2016-09-16,1639
2016-09-17,1639
2016-09-18,1639
2016-09-19,1639
2016-09-20,1639
2016-09-21,1585
2016-09-22,1585
2016-09-23,1585
2016-09-24,1585
2016-09-25,1585
2016-09-26,1585
2016-09-27,1585
2016-09-28,1585
2016-09-29,1585
2016-09-30,1585
2016-10-01,1519
2016-10-02,1519
2016-10-03,1519
2016-10-04,1519
2016-10-05,1519
2016-10-06,1519
2016-10-07,1519
2016-10-08,1519
2016-10-09,1519
2016-10-10,1519
2016-10-11,1519
2016-10-12,1451
2016-10-13,1451
2016-10-14,1451
2016-10-15,1451
2016-10-16,1451
2016-10-17,1451
2016-10-18,1451
2016-10-19,1451
2016-10-20,1392
2016-10-21,1392
2016-10-22,1392
2016-10-23,1392
2016-10-24,1392
2016-10-25,1392
2016-10-26,1392
2016-10-27,1392
2016-10-28,1392
2016-10-29,1343
2016-10-30,1343
2016-10-31,1343
2016-11-01,1343
2016-11-02,1343
2016-11-03,1343
2016-11-04,1343
2016-11-05,1343
2016-11-06,1343
2016-11-07,1343
2016-11-08,1343
2016-11-09,1291
2016-11-10,1291
2016-11-11,1291
2016-11-12,1291
2016-11-13,1291
2016-11-14,1291
2016-12-07,1254
2016-12-08,1254
2016-12-09,1254
2016-12-10,1254
2016-12-11,1254
2016-12-12,1283
2016-12-13,1283
2016-12-14,1283
2016-12-15,1283
2016-12-16,1283
2016-12-17,1283
2016-12-18,1283
2016-12-19,1283
2016-12-20,1283
2016-12-21,1283
2016-12-22,1283
2016-12-23,1287
2016-12-24,1287
2016-12-25,1287
2016-12-26,1287
2016-12-27,1287
2016-12-28,1287
2016-12-29,1287
2016-12-30,1287
2016-12-31,1287
2017-01-01,1287
2017-01-02,1257
2017-01-03,1257
2017-01-04,1257
2017-01-05,1257
2017-01-06,1257
2017-01-07,1257
2017-01-08,1257
2017-01-09,1257
2017-01-10,1257
2017-01-11,1261
2017-01-12,1261
2017-01-13,1261
2017-01-14,1261
2017-01-15,1261
2017-01-16,1261
2017-01-17,1261
2017-01-18,1261
2017-01-19,1261
2017-01-20,1262
2017-01-21,1262
2017-01-22,1262
2017-01-27,1278
2017-01-28,1278
2017-01-29,1278
2017-01-30,1278
2017-01-31,1278
2017-02-01,1278
2017-02-02,1278
