date_obj,Saradomin%20kiteshield price
2016-06-11,100040
2016-06-12,100207
2016-06-13,100207
2016-06-14,99666
2016-06-15,99666
2016-06-16,96759
2016-06-17,93808
2016-06-18,93808
2016-06-19,92390
2016-06-20,92902
2016-06-21,94844
2016-06-22,96324
2016-06-23,96058
2016-06-24,96058
2016-06-25,96983
2016-06-26,96983
2016-06-27,95761
2016-06-28,95273
2016-06-29,95273
2016-06-30,94595
2016-07-01,91026
2016-07-02,91026
2016-07-03,88205
2016-07-04,86432
2016-07-05,86432
2016-07-06,85003
2016-07-07,85003
2016-07-08,81746
2016-07-09,78955
2016-07-10,77142
2016-07-11,76340
2016-07-12,76340
2016-07-13,75572
2016-07-14,74759
2016-07-15,74759
2016-07-16,74671
2016-07-17,74671
2016-07-18,73259
2016-07-23,70996
2016-07-24,71592
2016-07-25,71592
2016-07-26,72088
2016-07-27,72088
2016-07-28,70300
2016-07-29,68571
2016-07-30,68571
2016-07-31,66588
2016-08-01,66588
2016-08-02,65676
2016-08-03,65676
2016-08-04,65991
2016-08-05,65991
2016-08-06,64824
2016-08-07,64824
2016-08-08,62872
2016-08-09,63824
2016-08-10,63824
2016-08-11,63856
2016-08-12,63856
2016-08-13,62198
2016-08-14,62198
2016-08-15,61848
2016-08-16,61848
2016-08-17,62095
2016-08-18,62095
2016-08-19,62446
2016-08-20,63389
2016-08-21,63389
2016-08-22,62930
2016-08-23,63458
2016-08-24,63458
2016-08-25,61954
2016-08-26,61954
2016-08-28,61955
2016-08-31,61792
2016-09-01,60903
2016-09-02,60903
2016-09-03,59155
2016-09-04,58879
2016-09-05,58879
2016-09-06,56828
2016-09-07,56828
2016-09-08,55485
2016-09-09,55485
2016-09-10,54992
2016-09-11,54992
2016-09-12,54151
2016-09-13,53619
2016-09-14,53619
2016-09-15,53213
2016-09-16,53213
2016-09-17,53033
2016-09-18,53033
2016-09-19,52295
2016-09-20,52295
2016-09-21,50887
2016-09-22,49488
2016-09-23,49488
2016-09-24,47494
2016-09-25,47101
2016-09-26,47101
2016-09-27,48516
2016-09-28,48516
2016-09-29,48828
2016-09-30,48460
2016-10-01,48460
2016-10-02,47515
2016-10-03,47515
2016-10-04,46284
2016-10-05,46284
2016-10-06,48189
2016-10-07,48189
2016-10-08,50599
2016-10-09,50599
2016-10-10,52150
2016-10-11,54566
2016-10-12,54566
2016-10-13,57295
2016-10-14,57295
2016-10-15,59882
2016-10-16,59882
2016-10-17,61895
2016-10-18,61895
2016-10-19,62578
2016-10-20,62578
2016-10-21,63552
2016-10-22,63552
2016-10-23,64481
2016-10-24,65003
2016-10-25,65003
2016-10-26,65222
2016-10-27,65222
2016-10-28,66795
2016-10-29,67533
2016-10-30,67533
2016-10-31,67657
2016-11-01,67657
2016-11-02,67272
2016-11-03,67272
2016-11-04,67455
2016-11-05,67455
2016-11-06,67414
2016-11-07,67414
2016-11-08,66691
2016-11-09,66691
2016-11-10,66565
2016-11-11,66565
2016-11-12,68029
2016-11-13,68029
2016-11-14,69264
2016-12-08,73052
2016-12-09,73012
2016-12-10,73012
2016-12-11,72851
2016-12-12,72851
2016-12-13,72833
2016-12-14,73097
2016-12-15,73097
2016-12-16,72657
2016-12-17,72328
2016-12-18,72328
2016-12-19,73056
2016-12-20,73056
2016-12-21,73145
2016-12-22,73145
2016-12-23,72403
2016-12-24,72403
2016-12-25,72314
2016-12-26,72314
2016-12-27,72034
2016-12-28,72034
2016-12-29,70488
2016-12-30,70488
2016-12-31,68906
2017-01-01,68906
2017-01-02,68358
2017-01-03,68358
2017-01-04,69339
2017-01-05,69339
2017-01-06,70091
2017-01-07,70816
2017-01-08,70816
2017-01-09,70848
2017-01-10,70848
2017-01-11,69814
2017-01-12,68660
2017-01-13,68660
2017-01-14,68894
2017-01-15,69455
2017-01-16,69455
2017-01-17,69261
2017-01-18,70943
2017-01-19,70943
2017-01-20,72131
2017-01-21,72532
2017-01-22,72532
2017-01-27,71996
2017-01-28,72087
2017-01-29,72087
2017-01-30,70264
2017-01-31,70264
2017-02-01,69212
2017-02-02,69212
2017-02-03,68139
2017-02-04,66622
2017-02-05,65204
2017-02-06,65204
2017-02-07,64261
2017-02-08,62728
2017-02-09,62728
2017-02-10,61036
2017-02-11,60147
2017-02-12,60147
2017-02-13,57761
2017-02-14,56032
2017-02-15,56032
2017-02-16,54525
2017-02-18,52963
2017-02-19,52524
2017-02-20,52524
2017-02-21,52903
2017-02-22,52903
2017-02-23,52034
2017-02-24,52034
2017-02-25,51850
2017-02-26,51850
2017-02-27,50977
2017-02-28,50442
2017-03-01,50442
2017-03-02,50288
2017-03-03,50288
2017-03-04,50534
2017-03-05,50534
2017-03-06,50570
2017-03-07,50440
2017-03-08,50440
2017-03-09,50654
2017-03-10,51290
2017-03-11,52335
2017-03-12,52335
2017-03-13,53337
2017-03-14,53721
2017-03-15,53647
2017-03-16,53647
2017-03-17,53342
2017-03-18,53342
2017-03-19,53930
2017-03-20,54857
2017-03-21,55247
2017-03-22,55247
2017-03-23,55470
2017-03-24,56435
2017-03-25,56435
2017-03-26,56638
2017-03-27,56499
2017-03-28,56499
2017-03-29,56840
2017-03-30,56433
2017-03-31,57382
2017-04-01,57382
2017-04-02,58212
2017-04-03,58818
2017-04-04,58818
2017-04-12,58469
2017-04-13,59017
2017-04-14,59017
2017-04-15,59570
2017-04-16,59598
2017-04-17,59237
2017-04-18,59237
2017-04-19,59543
2017-04-20,59543
2017-04-21,60893
2017-04-22,60893
2017-04-23,61198
2017-04-24,61198
2017-04-25,62406
2017-04-26,62406
2017-04-27,62717
2017-04-28,62717
2017-04-29,62819
2017-04-30,62819
2017-05-01,62898
2017-05-02,61948
2017-05-03,61948
2017-05-04,61999
2017-05-05,61517
2017-05-06,61517
2017-05-07,61177
2017-05-08,61177
2017-05-09,60068
2017-05-10,60068
2017-05-11,58307
2017-05-12,58150
2017-05-13,58022
2017-05-14,58022
2017-05-15,58404
2017-05-16,57853
2017-05-17,57853
2017-05-18,57873
2017-05-19,57873
2017-05-20,57918
2017-05-21,57918
2017-05-22,58355
2017-05-23,58355
2017-05-24,57368
2017-05-25,57368
2017-05-26,56355
2017-05-27,56355
2017-05-28,55746
2017-05-29,55746
2017-05-30,54820
2017-05-31,55222
2017-06-01,54912
2017-06-02,54673
2017-06-03,54673
2017-06-06,53107
2017-06-07,53107
2017-06-08,53079
2017-06-09,53079
2017-06-10,52483
2017-06-11,52471
2017-06-12,52471
2017-06-13,53153
2017-06-14,53056
2017-06-15,53056
2017-06-16,53293
2017-06-17,53293
2017-06-18,52775
2017-06-19,52775
2017-06-20,52502
2017-06-21,52502
2017-06-22,52066
2017-06-23,52066
2017-06-24,51824
2017-06-25,51824
2017-06-26,51396
2017-06-27,51636
2017-06-28,51636
2017-06-29,51591
2017-06-30,51591
2017-07-01,51251
2017-07-02,51251
2017-07-03,50674
2017-07-04,50674
2017-07-05,51170
2017-07-06,51170
2017-07-07,52203
2017-07-08,52203
2017-07-13,50551
2017-07-14,49972
2017-07-15,49972
2017-07-16,50858
2017-07-17,51782
2017-07-18,51782
2017-07-19,52966
2017-07-20,54080
2017-07-21,56456
2017-07-22,58931
2017-07-23,61556
2017-07-24,61556
2017-07-25,64607
2017-07-26,67279
2017-07-27,70065
2017-07-28,70065
2017-07-29,72853
2017-07-30,75721
2017-07-31,75721
2017-08-01,77198
2017-08-02,77124
2017-08-03,77124
2017-08-04,75188
2017-08-05,71911
2017-08-06,71911
2017-08-09,69788
2017-08-10,68406
2017-08-11,68406
2017-08-12,67653
2017-08-13,67653
2017-08-14,67187
2017-08-15,67209
2017-08-17,66777
2017-08-18,66777
2017-08-19,66609
2017-08-20,65543
2017-08-21,65543
2017-08-22,66511
2017-08-23,66511
2017-08-24,67478
2017-08-25,67478
2017-08-26,67422
2017-08-27,67422
2017-08-28,67123
2017-08-29,67123
2017-08-30,67036
2017-08-31,67036
2017-09-01,65713
2017-09-02,65246
2017-09-03,65246
2017-09-04,64943
2017-09-05,65646
2017-09-06,65646
2017-09-07,65920
2017-09-08,65920
2017-09-09,65398
2017-09-10,65188
2017-09-11,65188
2017-09-12,63626
2017-09-13,62640
2017-09-14,62240
2017-09-15,62240
2017-09-16,63154
2017-09-17,62878
2017-09-19,61869
2017-09-20,61969
2017-09-21,61969
2017-09-22,61714
2017-09-23,61714
2017-09-24,61139
2017-09-25,61139
2017-09-26,60600
2017-09-27,60600
2017-09-28,59837
2017-09-29,59196
2017-09-30,59196
2017-10-01,58935
2017-10-02,58935
2017-10-03,59566
2017-10-04,59566
2017-10-05,59848
2017-10-06,59848
2017-10-07,60036
2017-10-08,60036
2017-10-09,60093
2017-10-10,60093
2017-10-11,60034
2017-10-12,59843
2017-10-13,59843
2017-10-14,58940
2017-10-15,58940
2017-10-16,57431
2017-10-17,57431
2017-10-18,57855
2017-10-19,57855
2017-10-20,57776
2017-10-21,57776
2017-10-22,57547
2017-10-23,57547
2017-10-24,57604
2017-10-25,58738
2017-10-26,58738
2017-10-27,59360
2017-10-28,59360
2017-10-29,59340
2017-10-30,59340
2017-10-31,58664
2017-11-01,58664
2017-11-02,57147
2017-11-03,57147
2017-11-04,55343
2017-11-05,55343
2017-11-06,54431
2017-11-07,54431
2017-11-08,54964
2017-11-09,53991
2017-11-10,53991
2017-11-11,53715
2017-11-12,53715
2017-11-13,54051
2017-11-14,54051
2017-11-15,54883
2017-11-16,54883
2017-11-17,55430
2017-11-18,55430
2017-11-19,56547
2017-11-20,56547
2017-11-21,58203
2017-11-22,58203
2017-11-23,58692
2017-11-24,58692
2017-11-25,58595
2017-11-26,58595
2017-11-27,59981
2017-11-28,61790
2017-11-29,61790
2017-11-30,62738
2017-12-01,61380
2017-12-02,61380
2017-12-03,60375
2017-12-04,60375
2017-12-05,61060
2017-12-06,61060
2017-12-07,60947
2017-12-08,60947
2017-12-09,60199
2017-12-10,60005
2017-12-11,60005
2017-12-12,60128
2017-12-13,60128
2017-12-14,60032
2017-12-15,60462
2017-12-16,60462
2017-12-17,60436
2017-12-18,60038
2017-12-19,60038
2017-12-20,59584
2017-12-21,60265
2017-12-22,60265
2017-12-23,60220
2017-12-24,58246
2017-12-25,58603
2017-12-26,58320
2017-12-27,58417
2017-12-28,58417
2017-12-29,59466
2017-12-30,60195
2017-12-31,60195
2018-01-01,61110
2018-01-02,61110
2018-01-03,61692
2018-01-04,61692
2018-01-05,61417
2018-01-06,60434
2018-01-07,60434
2018-01-08,60189
2018-01-09,61053
2018-01-10,61053
2018-01-11,61081
2018-01-12,61081
2018-01-13,61351
2018-01-14,61351
2018-01-15,60764
2018-01-16,59889
2018-01-17,59573
2018-01-18,59672
2018-01-19,59672
2018-01-20,60090
2018-01-21,60090
2018-01-22,60804
2018-01-23,60829
2018-01-24,59753
2018-01-25,58988
2018-01-26,58721
2018-01-27,57943
2018-01-28,58551
2018-01-29,60044
2018-01-30,61078
2018-02-01,61761
2018-02-02,60966
2018-02-03,60459
2018-02-04,59500
2018-02-05,58668
2018-02-06,58753
2018-02-07,57982
2018-02-08,57982
2018-02-09,58480
2018-02-10,58480
2018-02-11,58552
2018-02-12,57656
2018-02-13,57351
2018-02-14,58163
2018-02-15,58222
2018-02-16,58639
2018-02-17,57933
2018-02-18,57294
2018-02-19,58265
2018-02-20,57974
2018-02-21,58558
2018-02-22,59054
2018-02-23,59378
2018-02-24,58035
2018-02-25,57581
2018-02-26,56204
2018-02-27,55790
2018-02-28,55790
2018-03-01,55386
2018-03-02,54922
2018-03-03,53906
2018-03-04,53906
2018-03-05,53961
2018-03-06,53913
2018-03-07,53876
2018-03-08,54784
2018-03-09,54456
2018-03-10,54033
2018-03-11,53517
2018-03-12,54049
2018-03-13,54118
2018-03-14,54529
2018-03-15,55396
2018-03-16,55250
2018-03-17,54095
2018-03-18,53432
2018-03-19,53031
2018-03-20,52166
2018-03-21,52225
2018-03-23,52903
2018-03-24,53919
2018-03-26,55318
2018-03-27,55662
2018-03-28,55460
2018-03-29,56585
2018-03-30,57505
2018-03-31,59125
2018-04-01,60944
2018-04-02,61317
2018-04-03,60392
2018-04-04,59648
2018-04-05,59648
2018-04-06,59072
2018-04-08,59482
2018-04-09,60390
2018-04-10,60665
2018-04-11,60711
2018-04-12,60339
2018-04-13,61089
2018-04-14,59994
2018-04-15,60111
2018-04-16,60111
2018-04-17,61217
2018-04-18,61181
2018-04-19,60466
2018-04-20,60417
2018-04-21,62041
2018-04-22,63588
2018-04-23,65065
2018-04-24,66625
2018-04-25,67310
2018-04-26,67310
2018-04-27,67925
2018-04-28,69252
2018-04-29,68594
2018-04-30,67705
2018-05-01,68922
2018-05-02,69129
2018-05-03,68960
2018-05-04,69299
2018-05-05,69832
2018-05-06,69832
2018-05-07,71323
2018-05-08,72761
2018-05-09,74104
2018-05-10,74151
2018-05-11,74287
2018-05-12,74173
2018-05-13,74173
2018-05-14,75762
2018-05-15,77946
2018-05-16,80618
2018-05-17,83514
2018-05-18,84117
2018-05-19,86099
2018-05-20,86705
2018-05-21,88572
2018-05-22,88572
2018-05-23,89123
2018-05-24,89957
2018-05-25,89479
2018-05-26,88491
2018-05-27,88491
2018-05-28,86622
2018-05-29,83904
2018-05-30,81094
2018-05-31,81142
2018-06-01,81194
2018-06-02,80587
2018-06-03,78214
2018-06-04,78092
2018-06-05,79331
2018-06-06,80337
2018-06-07,80281
2018-06-08,79901
2018-06-09,81060
2018-06-10,81595
2018-06-11,80942
2018-06-12,79063
2018-06-13,77088
2018-06-14,75636
2018-06-15,73387
2018-06-16,70979
2018-06-17,68866
2018-06-18,68466
2018-06-19,66794
2018-06-20,66794
2018-06-21,65754
2018-06-22,64640
2018-06-23,64640
2018-06-24,64240
2018-06-25,65478
2018-06-26,65340
2018-06-27,65698
2018-06-28,66160
2018-06-29,65972
2018-06-30,64625
2018-07-01,63665
2018-07-02,61240
2018-07-03,60201
2018-07-04,59601
2018-07-05,60844
2018-07-06,61674
2018-07-07,62511
2018-07-08,62155
2018-07-09,62733
2018-07-10,63882
2018-07-11,64471
2018-07-12,64781
2018-07-13,64418
2018-07-14,65500
2018-07-15,66199
2018-07-16,66211
2018-07-17,65817
2018-07-18,64991
2018-07-19,64582
2018-07-20,64864
2018-07-21,64864
2018-07-22,65898
2018-07-23,64922
2018-07-24,63788
2018-07-25,63095
2018-07-26,64016
2018-07-27,63262
2018-07-28,64290
2018-07-29,63358
2018-07-30,64430
2018-07-31,63085
2018-08-01,62588
2018-08-02,61856
2018-08-03,63164
2018-08-04,63747
2018-08-05,64045
2018-08-06,65062
2018-08-07,64350
2018-08-08,63083
2018-08-09,62568
2018-08-10,61725
2018-08-11,59689
2018-08-12,58669
2018-08-14,56226
2018-08-16,54292
2018-08-17,53664
2018-08-18,53529
2018-08-19,52094
2018-08-20,52435
2018-08-21,52784
2018-08-22,53725
2018-08-23,54278
2018-08-24,55517
2018-08-25,55479
2018-08-26,55892
2018-08-27,56438
2018-08-28,56902
2018-08-29,57170
2018-08-30,58295
2018-08-31,59097
2018-09-01,59187
2018-09-02,59477
2018-09-03,59988
2018-09-04,60310
2018-09-05,60063
2018-09-06,60063
2018-09-07,60052
2018-09-08,59481
2018-09-09,60926
2018-09-10,62132
2018-09-11,62106
2018-09-12,62768
2018-09-13,63432
2018-09-14,64881
2018-09-15,66025
2018-09-16,68030
2018-09-17,69692
2018-09-18,71605
2018-09-19,73574
2018-09-20,76974
2018-09-21,80270
2018-09-22,83961
2018-09-23,87224
2018-09-24,90718
2018-09-25,93329
2018-09-26,97007
2018-09-27,98372
2018-09-28,94163
2018-09-29,89454
2018-09-30,87190
2018-10-02,87178
2018-10-03,86277
2018-10-04,83524
2018-10-05,79638
2018-10-06,76788
2018-10-07,74102
2018-10-08,71045
2018-10-09,69546
2018-10-10,69552
2018-10-11,70466
2018-10-12,70611
2018-10-13,70683
2018-10-14,68561
2018-10-15,66152
2018-10-16,66191
2018-10-17,65809
2018-10-18,65637
2018-10-19,66327
2018-10-20,66914
2018-10-21,67516
2018-10-22,68421
2018-10-23,69816
2018-10-24,71515
2018-10-25,70985
2018-10-26,71176
2018-10-27,72085
2018-10-28,72982
2018-10-29,74613
2018-10-30,75258
2018-10-31,74561
2018-11-01,75911
2018-11-03,76477
2018-11-04,78386
2018-11-05,81916
2018-11-06,86012
2018-11-07,90313
2018-11-08,94829
2018-11-09,99545
2018-11-10,104523
2018-11-11,109750
2018-11-12,115238
2018-11-13,121000
2018-11-14,127050
2018-11-15,133403
2018-11-16,140019
2018-11-17,147020
2018-11-18,154308
2018-11-19,162024
2018-11-20,170126
2018-11-21,178633
2018-11-22,187565
2018-11-23,196944
2018-11-24,206338
2018-11-25,216511
2018-11-26,223789
2018-11-27,225549
2018-11-28,223012
2018-11-29,215978
2018-12-01,205423
2018-12-02,198775
2018-12-03,189248
2018-12-04,182904
2018-12-05,182887
2018-12-07,183649
2018-12-09,184394
2018-12-10,183375
2018-12-11,184217
2018-12-12,183653
2018-12-13,185234
2018-12-14,185220
2018-12-15,191069
2018-12-16,194767
2018-12-17,197795
2018-12-18,198876
2018-12-19,200776
2018-12-20,203869
2018-12-21,196823
2018-12-22,196259
2018-12-23,196465
2018-12-24,194339
2018-12-25,189190
2018-12-26,183908
2018-12-27,185593
2018-12-28,183707
2018-12-29,183334
2018-12-30,183102
2018-12-31,182140
2019-01-01,177113
2019-01-02,173940
2019-01-03,172562
2019-01-04,167267
2019-01-05,160958
2019-01-06,156669
2019-01-08,150605
2019-01-10,150041
2019-01-11,152164
2019-01-12,147080
2019-01-13,139755
2019-01-14,132767
2019-01-15,126190
2019-01-16,121147
2019-01-17,115469
2019-01-18,109987
2019-01-19,104536
2019-01-20,99313
2019-01-21,94786
2019-01-22,91496
2019-01-23,89589
2019-01-24,86974
2019-01-25,85449
2019-01-26,82886
2019-01-27,83442
2019-01-28,84856
2019-01-29,86430
2019-01-30,88142
2019-01-31,89893
2019-02-01,90047
2019-02-02,90066
2019-02-03,89712
2019-02-04,87793
2019-02-05,87048
2019-02-06,88135
2019-02-07,87474
2019-02-08,85061
2019-02-09,84178
2019-02-10,83807
2019-02-11,83666
2019-02-12,82707
2019-02-13,81595
2019-02-14,79345
2019-02-15,76661
2019-02-16,73929
2019-02-17,73386
2019-02-18,72762
2019-02-19,71493
2019-02-20,70236
2019-02-21,69007
2019-02-22,66969
2019-02-23,65294
2019-02-24,65611
2019-02-25,65758
2019-02-26,65138
2019-02-27,66205
2019-02-28,65773
2019-03-01,65551
2019-03-02,65428
2019-03-03,65049
2019-03-04,66319
2019-03-05,67896
2019-03-06,69207
2019-03-07,69478
2019-03-08,69653
2019-03-09,68702
2019-03-10,67386
2019-03-11,67444
2019-03-12,67466
2019-03-13,68033
2019-03-14,69273
2019-03-15,71194
2019-03-16,73412
2019-03-17,74243
2019-03-18,75143
2019-03-19,76117
2019-03-20,77171
2019-03-21,78146
2019-03-22,77636
2019-03-23,77610
2019-03-24,77407
2019-03-25,77020
2019-03-26,76196
2019-03-27,74787
2019-03-28,74575
2019-03-29,74258
2019-03-30,74258
2019-03-31,74468
2019-04-01,74083
2019-04-02,73805
2019-04-03,75356
