date_obj,Fez price
2015-08-01,4629
2015-08-02,4399
2015-08-03,4399
2015-08-04,4399
2015-08-05,4188
2015-08-06,4188
2015-08-07,4188
2015-08-08,3983
2015-08-09,3983
2015-08-10,3983
2015-08-11,3787
2015-08-12,3787
2015-08-13,3787
2015-08-14,3599
2015-08-15,3599
2015-08-16,3599
2015-08-17,3599
2015-08-18,3439
2015-08-19,3439
2015-08-20,3439
2015-08-21,3274
2015-08-22,3274
2015-08-23,3274
2015-08-24,3113
2015-08-25,3113
2015-08-26,3113
2015-08-27,3113
2015-08-28,2962
2015-08-29,2962
2015-08-30,2962
2015-08-31,2962
2015-09-01,2815
2015-09-02,2815
2015-09-03,2815
2015-09-04,2815
2015-09-05,2705
2015-09-06,2705
2015-09-07,2705
2015-09-08,2705
2015-09-09,2573
2015-09-10,2573
2015-09-11,2573
2015-09-12,2573
2015-09-13,2446
2015-09-14,2446
2015-09-15,2446
2015-09-16,2446
2015-09-17,2324
2015-09-18,2324
2015-09-19,2324
2015-09-20,2324
2015-09-21,2214
2015-09-22,2214
2015-09-23,2214
2015-09-24,2214
2015-09-25,2214
2015-09-27,2109
2015-09-28,2109
2015-09-29,2109
2015-09-30,2109
2015-10-05,2097
2015-10-06,1995
2015-10-07,1995
2015-10-08,1995
2015-10-09,1995
2015-10-10,1995
2015-10-11,1906
2015-10-12,1906
2015-10-13,1906
2015-10-14,1906
2015-10-15,1818
2015-10-16,1818
2015-10-17,1818
2015-10-18,1818
2015-10-19,1818
2015-10-20,1731
2015-10-22,1731
2015-10-23,1731
2015-10-24,1731
2015-10-25,1676
2015-10-26,1676
2015-10-27,1676
2015-10-29,1676
2015-10-30,1676
2015-10-31,1676
2015-11-01,1676
2015-11-02,1659
2015-11-03,1659
2015-11-04,1659
2015-11-05,1659
2015-11-06,1659
2015-11-07,1659
2015-11-08,1693
2015-11-09,1693
2015-11-10,1693
2015-11-11,1693
2015-11-12,1693
2015-11-13,1693
2015-11-14,1693
2015-11-15,1637
2015-11-16,1637
2015-11-17,1637
2015-11-18,1637
2015-11-19,1637
2015-11-20,1597
2015-11-21,1597
2015-11-22,1597
2015-11-23,1597
2015-11-24,1597
2015-11-25,1597
2015-11-26,1569
2015-11-27,1569
2015-11-28,1569
2015-11-29,1569
2015-11-30,1569
2015-12-01,1569
2015-12-02,1569
2015-12-03,1549
2015-12-04,1549
2015-12-05,1549
2015-12-06,1549
2015-12-07,1549
2015-12-08,1549
2015-12-09,1553
2015-12-10,1553
2015-12-11,1553
2015-12-12,1553
2015-12-13,1553
2015-12-14,1553
2015-12-15,1482
2015-12-16,1482
2015-12-17,1482
2015-12-18,1482
2015-12-19,1482
2015-12-20,1462
2015-12-21,1462
2015-12-22,1462
2015-12-23,1462
2015-12-24,1462
2015-12-25,1462
2015-12-26,1390
2015-12-27,1390
2015-12-28,1390
2015-12-29,1390
2015-12-30,1331
2015-12-31,1331
2016-01-01,1331
2016-01-02,1331
2016-01-03,1331
2016-01-04,1285
2016-01-05,1285
2016-01-06,1285
2016-01-07,1285
2016-01-08,1285
2016-01-09,1285
2016-01-10,1221
2016-01-11,1221
2016-01-12,1221
2016-01-13,1221
2016-01-14,1221
2016-01-15,1161
2016-01-16,1161
2016-01-17,1161
2016-01-18,1161
2016-01-19,1161
2016-01-20,1117
2016-01-21,1117
2016-01-22,1117
2016-01-23,1117
2016-01-24,1117
2016-01-25,1117
2016-01-26,1071
2016-01-27,1071
2016-01-28,1071
2016-01-29,1071
2016-01-30,1071
2016-01-31,1071
2016-02-01,1067
2016-02-02,1067
2016-02-03,1067
2016-02-04,1067
2016-02-05,1067
2016-02-06,1067
2016-02-07,1067
2016-02-08,1058
2016-02-09,1058
2016-02-10,1058
2016-02-11,1058
2016-02-12,1058
2016-02-13,1038
2016-02-14,1038
2016-02-15,1038
2016-02-16,1038
2016-02-17,1038
2016-02-18,1038
2016-02-19,1038
2016-02-20,1001
2016-02-21,1001
2016-02-22,1001
2016-02-23,1001
2016-02-24,1001
2016-02-25,1019
2016-02-26,1019
2016-02-27,1019
2016-02-28,1019
2016-02-29,1019
2016-03-01,1019
2016-03-02,1019
2016-03-03,1060
2016-03-04,1060
2016-03-05,1060
2016-03-06,1060
2016-03-07,1060
2016-03-08,1060
2016-03-09,1037
2016-03-10,1037
2016-03-11,1037
2016-03-12,1037
2016-03-13,1037
2016-03-14,1037
2016-03-15,1028
2016-03-16,1028
2016-03-17,1028
2016-03-18,1028
2016-03-19,1028
2016-03-20,1028
2016-03-21,1028
2016-03-22,1028
2016-03-23,1028
2016-03-24,1028
2016-03-25,1028
2016-03-26,1028
2016-03-27,1028
2016-03-28,1028
2016-03-29,1002
2016-03-30,1002
2016-03-31,1002
2016-04-01,1002
2016-04-02,1002
2016-04-03,1002
2016-04-04,1002
2016-04-05,1002
2016-04-06,999
2016-04-07,999
2016-04-08,999
2016-04-09,999
2016-04-10,999
2016-04-11,999
2016-04-12,999
2016-04-13,964
2016-04-14,964
2016-04-15,964
2016-04-16,964
2016-04-17,964
2016-04-18,964
2016-04-19,971
2016-04-20,971
2016-04-21,971
2016-04-22,971
2016-04-23,971
2016-04-24,971
2016-04-25,979
2016-04-26,979
2016-04-27,979
2016-04-28,979
2016-04-29,979
2016-04-30,979
2016-05-01,980
2016-05-02,980
2016-05-03,980
2016-05-04,980
2016-05-05,980
2016-05-06,980
2016-05-07,941
2016-05-08,941
2016-05-09,941
2016-05-10,941
2016-05-11,941
2016-05-12,941
2016-05-13,906
2016-05-14,906
2016-05-15,906
2016-05-16,906
2016-05-17,906
2016-05-18,906
2016-05-19,897
2016-05-22,897
2016-05-23,897
2016-05-24,897
2016-05-25,897
2016-05-26,891
2016-05-27,891
2016-05-28,891
2016-05-29,891
2016-05-30,891
2016-05-31,891
2016-06-01,855
2016-06-02,855
2016-06-03,855
2016-06-04,855
2016-06-05,855
2016-06-06,855
2016-06-07,868
2016-06-08,868
2016-06-09,868
2016-06-10,868
2016-06-11,868
2016-06-12,828
2016-06-13,828
2016-06-14,828
2016-06-15,828
2016-06-16,828
2016-06-17,828
2016-06-18,817
2016-06-19,817
2016-06-20,817
2016-06-21,817
2016-06-22,817
2016-06-23,824
2016-06-24,824
2016-06-25,824
2016-06-26,824
2016-06-27,824
2016-06-28,824
2016-06-29,824
2016-06-30,817
2016-07-01,817
2016-07-02,817
2016-07-03,817
2016-07-04,817
2016-07-05,820
2016-07-06,820
2016-07-07,820
2016-07-08,820
2016-07-09,820
2016-07-10,820
2016-07-11,848
2016-07-12,848
2016-07-13,848
2016-07-14,848
2016-07-15,848
2016-07-16,848
2016-07-17,848
2016-07-18,848
2016-07-23,861
2016-07-24,861
2016-07-25,861
2016-07-26,861
2016-07-27,861
2016-07-28,872
2016-07-29,872
2016-07-30,872
2016-07-31,872
2016-08-01,872
2016-08-02,872
2016-08-03,872
2016-08-04,872
2016-08-05,872
2016-08-06,871
2016-08-07,871
2016-08-08,871
2016-08-09,871
2016-08-10,871
2016-08-11,871
2016-08-12,871
2016-08-13,871
2016-08-14,871
2016-08-15,876
2016-08-16,876
2016-08-17,876
2016-08-18,876
2016-08-19,876
2016-08-20,876
2016-08-21,876
2016-08-22,876
2016-08-23,891
2016-08-24,891
2016-08-25,891
2016-08-26,891
2016-08-28,891
2016-08-31,891
2016-09-01,874
2016-09-02,874
2016-09-03,874
2016-09-04,874
2016-09-05,874
2016-09-06,874
2016-09-07,874
2016-09-08,874
2016-09-09,874
2016-09-10,874
2016-09-11,874
2016-09-12,859
2016-09-13,859
2016-09-14,859
2016-09-15,859
2016-09-16,859
2016-09-17,859
2016-09-18,859
2016-09-19,859
2016-09-20,859
2016-09-21,859
2016-09-22,872
2016-09-23,872
2016-09-24,872
2016-09-25,872
2016-09-26,872
2016-09-27,872
2016-09-28,872
2016-09-29,872
2016-09-30,872
2016-10-01,872
2016-10-02,872
2016-10-03,872
2016-10-04,878
2016-10-05,878
2016-10-06,878
2016-10-07,878
2016-10-08,878
2016-10-09,878
2016-10-10,878
2016-10-11,878
2016-10-12,878
2016-10-13,878
2016-10-14,878
2016-10-15,854
2016-10-16,854
2016-10-17,854
2016-10-18,854
2016-10-19,854
2016-10-20,854
2016-10-21,854
2016-10-22,854
2016-10-23,854
2016-10-24,842
2016-10-25,842
2016-10-26,842
2016-10-27,842
2016-10-28,842
2016-10-29,842
2016-10-30,842
2016-10-31,842
2016-11-01,842
2016-11-02,845
2016-11-03,845
2016-11-04,845
2016-11-05,845
2016-11-06,845
2016-11-07,845
2016-11-08,845
2016-11-09,845
2016-11-10,845
2016-11-11,845
2016-11-12,862
2016-11-13,862
2016-11-14,862
2016-11-15,862
2016-12-07,807
2016-12-08,769
2016-12-09,769
2016-12-10,769
2016-12-11,769
2016-12-12,769
2016-12-13,769
2016-12-14,769
2016-12-15,769
2016-12-16,731
2016-12-17,731
2016-12-18,731
2016-12-19,731
2016-12-20,731
2016-12-21,731
2016-12-22,731
2016-12-23,731
2016-12-24,694
2016-12-25,694
2016-12-26,694
2016-12-27,694
2016-12-28,694
2016-12-29,694
2016-12-30,694
2016-12-31,659
2017-01-01,659
2017-01-02,659
2017-01-03,659
2017-01-04,659
2017-01-05,659
2017-01-06,659
2017-01-07,626
2017-01-08,626
2017-01-09,626
2017-01-10,626
2017-01-11,626
2017-01-12,595
2017-01-13,595
2017-01-14,595
2017-01-15,595
2017-01-16,595
2017-01-17,595
2017-01-18,567
2017-01-19,567
2017-01-20,567
2017-01-21,567
2017-01-22,567
2017-01-23,567
2017-01-27,552
2017-01-28,552
2017-01-29,552
2017-01-30,532
2017-01-31,532
2017-02-01,532
2017-02-02,532
2017-02-03,532
2017-02-04,532
2017-02-05,515
2017-02-06,515
2017-02-07,515
2017-02-08,515
2017-02-09,515
2017-02-10,515
2017-02-11,495
2017-02-12,495
2017-02-13,495
2017-02-14,495
2017-02-15,495
2017-02-16,495
2017-02-18,480
2017-02-19,480
2017-02-20,480
2017-02-21,480
2017-02-22,480
2017-02-23,480
2017-02-24,480
2017-02-25,480
2017-02-26,466
2017-02-27,466
2017-02-28,466
2017-03-01,466
2017-03-02,466
2017-03-03,466
2017-03-04,466
2017-03-05,468
2017-03-06,468
2017-03-07,468
2017-03-08,468
2017-03-09,468
2017-03-10,468
2017-03-11,468
2017-03-12,468
2017-03-13,472
2017-03-14,472
2017-03-15,472
2017-03-16,472
2017-03-17,472
2017-03-18,472
2017-03-19,472
2017-03-20,476
2017-03-21,476
2017-03-22,476
2017-03-23,476
2017-03-24,476
2017-03-25,476
2017-03-26,476
2017-03-27,452
2017-03-28,452
2017-03-29,452
2017-03-30,452
2017-03-31,452
2017-04-01,452
2017-04-02,452
2017-04-03,450
2017-04-04,450
2017-04-12,471
2017-04-13,471
2017-04-14,471
2017-04-15,471
2017-04-16,471
2017-04-17,471
2017-04-18,471
2017-04-19,466
2017-04-20,466
2017-04-21,466
2017-04-22,466
2017-04-23,466
2017-04-24,466
2017-04-25,466
2017-04-26,466
2017-04-27,482
2017-04-28,482
2017-04-29,482
2017-04-30,482
2017-05-01,482
2017-05-02,482
2017-05-03,482
2017-05-04,502
2017-05-05,502
2017-05-06,502
2017-05-07,502
2017-05-08,502
2017-05-09,502
2017-05-10,513
2017-05-11,513
2017-05-12,513
2017-05-13,513
2017-05-14,513
2017-05-15,513
2017-05-16,509
2017-05-17,509
2017-05-18,509
2017-05-19,509
2017-05-20,509
2017-05-21,509
2017-05-22,509
2017-05-23,509
2017-05-24,509
2017-05-25,496
2017-05-26,496
2017-05-27,496
2017-05-28,496
2017-05-29,496
2017-05-30,496
2017-05-31,496
2017-06-01,496
2017-06-02,489
2017-06-03,489
2017-06-04,489
2017-06-05,489
2017-06-06,489
2017-06-07,489
2017-06-08,489
2017-06-09,489
2017-06-10,504
2017-06-11,504
2017-06-12,504
2017-06-13,504
2017-06-14,504
2017-06-15,504
2017-06-16,504
2017-06-17,504
2017-06-18,524
2017-06-19,524
2017-06-20,524
2017-06-21,524
2017-06-22,524
2017-06-23,524
2017-06-24,524
2017-06-25,524
2017-06-26,521
2017-06-27,521
2017-06-28,521
2017-06-29,521
2017-06-30,521
2017-07-01,521
2017-07-02,521
2017-07-03,521
2017-07-04,516
2017-07-05,516
2017-07-06,516
2017-07-07,516
2017-07-08,516
2017-07-13,521
2017-07-14,521
2017-07-15,521
2017-07-16,521
2017-07-17,521
2017-07-18,521
2017-07-19,521
2017-07-20,542
2017-07-21,542
2017-07-22,542
2017-07-23,542
2017-07-24,542
2017-07-25,542
2017-07-26,542
2017-07-27,539
2017-07-28,539
2017-07-29,539
2017-07-30,539
2017-07-31,539
2017-08-01,539
2017-08-02,539
2017-08-03,539
2017-08-04,539
2017-08-05,549
2017-08-06,549
2017-08-09,549
2017-08-10,549
2017-08-11,549
2017-08-12,549
2017-08-13,572
2017-08-14,572
2017-08-15,572
2017-08-16,572
2017-08-17,572
2017-08-18,572
2017-08-19,572
2017-08-20,572
2017-08-21,559
2017-08-22,559
2017-08-23,559
2017-08-24,559
2017-08-25,559
2017-08-26,559
2017-08-27,560
2017-08-28,560
2017-08-29,560
2017-08-30,560
2017-08-31,560
2017-09-01,560
2017-09-02,560
2017-09-03,557
2017-09-04,557
2017-09-05,557
2017-09-06,557
2017-09-07,557
2017-09-08,557
2017-09-09,570
2017-09-10,570
2017-09-11,570
2017-09-12,570
2017-09-13,570
2017-09-14,570
2017-09-15,570
2017-09-16,570
2017-09-17,593
2017-09-18,593
2017-09-19,593
2017-09-20,593
2017-09-21,593
2017-09-22,593
2017-09-23,593
2017-09-24,593
2017-09-25,600
2017-09-26,600
2017-09-27,600
2017-09-28,600
2017-09-29,600
2017-09-30,600
2017-10-01,600
2017-10-02,623
2017-10-03,623
2017-10-04,623
2017-10-05,623
2017-10-06,623
2017-10-07,623
2017-10-08,623
2017-10-09,623
2017-10-10,623
2017-10-11,623
2017-10-12,612
2017-10-13,612
2017-10-14,612
2017-10-15,612
2017-10-16,612
2017-10-17,612
2017-10-18,612
2017-10-19,612
2017-10-20,620
2017-10-21,620
2017-10-22,620
2017-10-23,620
2017-10-24,620
2017-10-25,620
2017-10-26,620
2017-10-27,620
2017-10-28,620
2017-10-29,623
2017-10-30,623
2017-10-31,623
2017-11-01,623
2017-11-02,623
2017-11-03,623
2017-11-04,623
2017-11-05,637
2017-11-06,637
2017-11-07,637
2017-11-08,637
2017-11-09,637
2017-11-10,637
2017-11-11,637
2017-11-12,660
2017-11-13,660
2017-11-14,660
2017-11-15,660
2017-11-16,660
2017-11-17,660
2017-11-18,660
2017-11-19,660
2017-11-20,660
2017-11-21,660
2017-11-22,685
2017-11-23,685
2017-11-24,685
2017-11-25,685
2017-11-26,685
2017-11-27,685
2017-11-28,685
2017-11-29,685
2017-11-30,716
2017-12-01,716
2017-12-02,716
2017-12-03,716
2017-12-04,716
2017-12-05,716
2017-12-06,716
2017-12-07,752
2017-12-08,752
2017-12-09,752
2017-12-10,752
2017-12-11,752
2017-12-12,752
2017-12-13,752
2017-12-14,752
2017-12-15,789
2017-12-16,789
2017-12-17,789
2017-12-18,789
2017-12-19,789
2017-12-20,789
2017-12-21,789
2017-12-22,789
2017-12-23,787
2017-12-24,787
2017-12-25,787
2017-12-26,787
2017-12-27,787
2017-12-28,787
2017-12-29,787
2017-12-30,767
2017-12-31,767
2018-01-01,767
2018-01-02,767
2018-01-03,767
2018-01-04,767
2018-01-05,765
2018-01-06,765
2018-01-07,765
2018-01-08,765
2018-01-09,765
2018-01-10,765
2018-01-11,765
2018-01-12,784
2018-01-13,784
2018-01-14,784
2018-01-15,784
2018-01-16,784
2018-01-17,784
2018-01-18,784
2018-01-19,810
2018-01-20,810
2018-01-21,810
2018-01-22,810
2018-01-23,810
2018-01-24,815
2018-01-25,815
2018-01-26,815
2018-01-27,815
2018-01-28,811
2018-01-29,811
2018-01-30,811
2018-01-31,806
2018-02-01,806
2018-02-02,806
2018-02-03,786
2018-02-04,786
2018-02-05,786
2018-02-06,770
2018-02-07,770
2018-02-08,770
2018-02-09,739
2018-02-10,739
2018-02-11,739
2018-02-12,716
2018-02-13,716
2018-02-14,716
2018-02-15,716
2018-02-16,722
2018-02-17,722
2018-02-18,722
2018-02-19,702
2018-02-20,702
2018-02-21,702
2018-02-22,702
2018-02-23,708
2018-02-24,708
2018-02-25,708
2018-02-26,708
2018-02-27,734
2018-02-28,734
2018-03-01,734
2018-03-02,717
2018-03-03,717
2018-03-04,717
2018-03-05,686
2018-03-06,686
2018-03-07,686
2018-03-08,686
2018-03-09,658
2018-03-10,658
2018-03-11,658
2018-03-12,658
2018-03-13,691
2018-03-14,691
2018-03-15,691
2018-03-16,691
2018-03-17,725
2018-03-18,725
2018-03-20,725
2018-03-21,754
2018-03-23,754
2018-03-24,754
2018-03-25,766
2018-03-26,766
2018-03-27,766
2018-03-28,766
2018-03-29,732
2018-03-30,732
2018-03-31,732
2018-04-01,732
2018-04-02,727
2018-04-03,727
2018-04-04,727
2018-04-05,727
2018-04-06,740
2018-04-07,740
2018-04-08,740
2018-04-09,740
2018-04-10,740
2018-04-11,724
2018-04-12,724
2018-04-13,724
2018-04-14,724
2018-04-15,700
2018-04-16,700
2018-04-17,700
2018-04-18,700
2018-04-19,700
2018-04-20,682
2018-04-21,682
2018-04-22,682
2018-04-23,682
2018-04-24,682
2018-04-25,699
2018-04-26,699
2018-04-27,699
2018-04-28,699
2018-04-29,734
2018-04-30,734
2018-05-01,734
2018-05-03,734
2018-05-04,756
2018-05-05,756
2018-05-06,756
2018-05-07,756
2018-05-08,772
2018-05-09,772
2018-05-10,795
2018-05-11,795
2018-05-12,795
2018-05-13,791
2018-05-14,791
2018-05-15,791
2018-05-16,791
2018-05-17,775
2018-05-18,775
2018-05-19,775
2018-05-20,774
2018-05-21,774
2018-05-22,774
2018-05-23,796
2018-05-24,796
2018-05-25,796
2018-05-26,796
2018-05-27,790
2018-05-28,790
2018-05-29,790
2018-05-30,790
2018-05-31,794
2018-06-01,794
2018-06-02,794
2018-06-03,794
2018-06-04,792
2018-06-05,792
2018-06-06,792
2018-06-07,792
2018-06-08,818
2018-06-09,818
2018-06-10,818
2018-06-11,818
2018-06-12,846
2018-06-13,846
2018-06-14,846
2018-06-15,846
2018-06-16,874
2018-06-17,874
2018-06-18,874
2018-06-19,874
2018-06-20,874
2018-06-21,876
2018-06-22,876
2018-06-23,876
2018-06-24,876
2018-06-25,876
2018-06-26,840
2018-06-27,840
2018-06-28,840
2018-06-29,840
2018-06-30,840
2018-07-01,810
2018-07-02,810
2018-07-03,810
2018-07-04,810
2018-07-05,810
2018-07-06,787
2018-07-07,787
2018-07-08,787
2018-07-09,787
2018-07-10,787
2018-07-11,804
2018-07-12,804
2018-07-13,804
2018-07-14,804
2018-07-15,804
2018-07-16,785
2018-07-17,785
2018-07-18,785
2018-07-19,785
2018-07-20,785
2018-07-21,798
2018-07-22,798
2018-07-23,798
2018-07-24,798
2018-07-25,761
2018-07-26,761
2018-07-27,761
2018-07-28,761
2018-07-29,750
2018-07-30,750
2018-07-31,750
2018-08-01,750
2018-08-02,765
2018-08-03,765
2018-08-04,765
2018-08-05,765
2018-08-06,755
2018-08-07,755
2018-08-08,755
2018-08-09,755
2018-08-10,775
2018-08-11,775
2018-08-12,775
2018-08-14,736
2018-08-16,736
2018-08-17,736
2018-08-18,737
2018-08-19,737
2018-08-20,737
2018-08-21,737
2018-08-22,737
2018-08-23,706
2018-08-24,706
2018-08-25,706
2018-08-26,671
2018-08-27,671
2018-08-28,671
2018-08-29,642
2018-08-30,642
2018-08-31,642
2018-09-01,650
2018-09-02,650
2018-09-03,650
2018-09-04,650
2018-09-05,629
2018-09-06,629
2018-09-07,629
2018-09-08,629
2018-09-09,642
2018-09-10,642
2018-09-11,642
2018-09-12,642
2018-09-13,642
2018-09-14,672
2018-09-15,672
2018-09-16,672
2018-09-17,672
2018-09-18,672
2018-09-19,679
2018-09-20,679
2018-09-21,679
2018-09-22,679
2018-09-23,691
2018-09-24,691
2018-09-25,691
2018-09-26,691
2018-09-27,691
2018-09-28,664
2018-09-29,664
2018-09-30,664
2018-10-01,662
2018-10-02,662
2018-10-03,662
2018-10-04,662
2018-10-05,648
2018-10-06,648
2018-10-07,648
2018-10-08,648
2018-10-09,644
2018-10-10,644
2018-10-11,644
2018-10-12,644
2018-10-13,651
2018-10-14,651
2018-10-15,651
2018-10-16,651
2018-10-17,641
2018-10-18,641
2018-10-19,641
2018-10-20,641
2018-10-21,613
2018-10-22,613
2018-10-23,613
2018-10-24,613
2018-10-25,615
2018-10-26,615
2018-10-27,615
2018-10-28,615
2018-10-29,598
2018-10-30,598
2018-10-31,598
2018-11-01,598
2018-11-03,613
2018-11-04,613
2018-11-05,625
2018-11-06,625
2018-11-07,625
2018-11-08,625
2018-11-09,651
2018-11-10,651
2018-11-11,651
2018-11-12,680
2018-11-13,680
2018-11-14,680
2018-11-15,689
2018-11-16,689
2018-11-17,689
2018-11-18,684
2018-11-19,684
2018-11-20,684
2018-11-21,697
2018-11-22,697
2018-11-23,697
2018-11-24,730
2018-11-25,730
2018-11-26,730
2018-11-27,745
2018-11-29,745
2018-12-01,757
2018-12-02,757
2018-12-03,762
2018-12-04,762
2018-12-05,749
2018-12-07,749
2018-12-09,759
2018-12-10,759
2018-12-11,776
2018-12-12,776
2018-12-13,776
2018-12-14,753
2018-12-15,753
2018-12-16,753
2018-12-17,767
2018-12-18,767
2018-12-19,767
2018-12-20,737
2018-12-21,737
2018-12-22,737
2018-12-23,754
2018-12-24,754
2018-12-25,754
2018-12-26,754
2018-12-27,742
2018-12-28,742
2018-12-29,742
2018-12-30,716
2018-12-31,716
2019-01-01,716
2019-01-02,696
2019-01-03,696
2019-01-04,696
2019-01-05,696
2019-01-06,696
2019-01-08,690
2019-01-10,695
2019-01-11,695
2019-01-12,695
2019-01-13,694
2019-01-14,694
2019-01-15,694
2019-01-16,680
2019-01-17,680
2019-01-18,680
2019-01-19,710
2019-01-20,710
2019-01-21,710
2019-01-22,690
2019-01-23,690
2019-01-24,690
2019-01-25,698
2019-01-26,698
2019-01-27,698
2019-01-28,702
2019-01-29,702
2019-01-30,667
2019-01-31,667
2019-02-01,667
2019-02-02,653
2019-02-03,653
2019-02-04,653
2019-02-05,665
2019-02-06,665
2019-02-07,665
2019-02-08,635
2019-02-09,635
2019-02-10,635
2019-02-11,666
2019-02-12,666
2019-02-13,666
2019-02-14,676
2019-02-15,676
2019-02-16,676
2019-02-17,663
2019-02-18,663
2019-02-19,663
2019-02-20,663
2019-02-21,659
2019-02-22,659
2019-02-23,659
2019-02-24,665
2019-02-25,665
2019-02-26,665
2019-02-27,665
2019-02-28,665
2019-03-01,665
2019-03-02,665
2019-03-03,696
2019-03-04,696
2019-03-05,696
2019-03-06,703
2019-03-07,703
2019-03-08,703
2019-03-09,703
2019-03-10,714
2019-03-11,714
2019-03-12,714
2019-03-13,714
2019-03-14,735
2019-03-15,735
2019-03-16,735
2019-03-17,750
2019-03-18,750
2019-03-19,750
2019-03-20,750
2019-03-21,741
2019-03-22,741
2019-03-23,741
2019-03-24,761
2019-03-25,761
2019-03-26,761
2019-03-27,761
2019-03-28,733
2019-03-29,733
2019-03-30,733
2019-03-31,733
2019-04-01,744
2019-04-02,744
2019-04-03,744
2019-04-04,744
2019-04-05,713
2019-04-06,713
2019-04-07,713
2019-04-08,713
2019-04-09,749
2019-04-10,749
2019-04-11,749
2019-04-12,749
2019-04-13,738
2019-04-14,738
2019-04-15,738
2019-04-16,711
2019-04-17,711
2019-04-18,711
2019-04-19,711
2019-04-20,732
2019-04-21,732
2019-04-22,732
2019-04-23,732
2019-04-24,766
2019-04-25,766
2019-04-26,766
2019-04-27,766
2019-04-28,766
2019-04-29,766
2019-04-30,766
2019-05-01,766
2019-05-02,766
2019-05-03,760
2019-05-04,760
2019-05-05,760
2019-05-06,760
2019-05-07,760
2019-05-08,771
2019-05-09,771
2019-05-10,771
2019-05-11,771
2019-05-12,771
2019-05-13,783
2019-05-14,783
2019-05-15,783
2019-05-16,783
2019-05-17,757
2019-05-18,757
2019-05-19,757
2019-05-20,757
2019-05-21,771
2019-05-22,771
2019-05-23,771
2019-05-24,771
2019-05-25,748
2019-05-26,748
2019-05-27,748
2019-05-28,748
2019-05-29,775
2019-05-30,775
2019-05-31,775
2019-06-01,775
2019-06-02,775
2019-06-03,741
2019-06-04,741
2019-06-05,741
2019-06-06,741
2019-06-07,732
2019-06-08,732
2019-06-09,732
2019-06-10,732
2019-06-11,732
2019-06-12,709
2019-06-13,709
2019-06-14,709
2019-06-15,709
2019-06-16,709
2019-06-17,720
2019-06-18,720
2019-06-19,720
2019-06-20,720
2019-06-21,720
2019-06-22,720
2019-06-23,732
2019-06-24,732
2019-06-25,732
2019-06-26,732
2019-06-27,732
2019-06-28,732
2019-06-29,731
2019-06-30,731
2019-07-01,731
2019-07-02,731
2019-07-03,731
2019-07-04,731
2019-07-05,756
2019-07-06,756
2019-07-07,756
2019-07-08,756
2019-07-09,756
2019-07-10,756
2019-07-11,740
2019-07-12,740
2019-07-13,740
2019-07-14,740
2019-07-15,740
2019-07-16,763
2019-07-17,763
2019-07-18,763
2019-07-19,763
2019-07-20,763
