date_obj,Ancient%20crozier price
2019-03-18,7627
2019-03-19,7474
2019-03-20,7361
2019-03-21,7351
2019-03-22,7354
2019-03-23,7285
2019-03-24,7228
2019-03-25,7166
2019-03-26,7083
2019-03-27,6939
2019-03-28,6870
2019-03-29,6843
2019-03-30,6944
2019-03-31,6937
2019-04-01,6887
2019-04-02,6922
2019-04-03,6840
2019-04-04,6710
2019-04-05,6710
2019-04-06,6651
2019-04-07,6621
2019-04-08,6696
2019-04-09,6726
2019-04-10,6832
2019-04-11,6792
2019-04-12,6581
2019-04-13,6450
2019-04-14,6158
2019-04-15,5952
2019-04-16,5761
2019-04-17,5480
2019-04-18,5410
2019-04-19,5299
2019-04-20,5150
2019-04-21,5048
2019-04-22,4946
2019-04-23,4865
2019-04-24,4743
2019-04-25,4718
2019-04-26,4750
2019-04-27,4670
2019-04-28,4544
2019-04-29,4441
2019-04-30,4352
2019-05-01,4250
2019-05-02,4105
2019-05-03,4022
2019-05-04,3949
2019-05-05,3835
2019-05-06,3758
2019-05-07,3764
2019-05-08,3796
2019-05-09,3777
2019-05-10,3743
2019-05-11,3771
2019-05-12,3806
2019-05-13,3796
2019-05-14,3802
2019-05-15,3830
2019-05-16,3884
2019-05-17,3918
2019-05-18,3894
2019-05-19,3872
2019-05-20,3869
2019-05-21,3939
2019-05-22,3958
2019-05-23,3939
2019-05-24,3903
2019-05-25,3857
2019-05-26,3790
2019-05-27,3721
2019-05-28,3653
2019-05-29,3657
2019-05-30,3605
2019-05-31,3597
2019-06-01,3545
2019-06-02,3484
2019-06-03,3437
2019-06-04,3435
2019-06-05,3362
2019-06-06,3230
2019-06-07,3224
2019-06-08,3185
2019-06-09,3128
2019-06-10,3128
2019-06-11,3135
2019-06-12,3193
2019-06-13,3279
2019-06-14,3423
2019-06-15,3552
2019-06-16,3726
2019-06-17,3756
2019-06-18,3918
2019-06-19,4063
2019-06-20,4107
2019-06-21,4157
2019-06-22,4203
2019-06-23,4210
2019-06-24,4208
2019-06-25,4285
2019-06-26,4400
2019-06-27,4531
2019-06-28,4531
2019-06-29,4684
2019-06-30,4879
2019-07-01,5021
2019-07-02,5106
2019-07-03,5133
2019-07-04,5336
2019-07-05,5346
2019-07-06,5450
2019-07-07,5376
2019-07-08,5309
2019-07-09,5284
2019-07-10,5257
2019-07-11,5160
2019-07-12,5130
2019-07-13,5185
2019-07-14,5296
2019-07-15,5516
2019-07-16,5696
2019-07-17,5900
2019-07-18,6151
2019-07-19,6376
2019-07-20,6527
2019-07-21,6854
2019-07-22,7197
2019-07-23,7502
2019-07-24,7730
2019-07-25,8101
2019-07-26,8362
2019-07-27,8336
2019-07-28,7996
2019-07-29,7673
2019-07-30,7342
2019-07-31,7094
2019-08-01,6883
2019-08-02,6546
2019-08-03,6414
2019-08-04,6158
2019-08-05,5897
2019-08-06,5642
2019-08-07,5484
2019-08-08,5484
2019-08-09,5296
2019-08-10,5096
2019-08-11,4901
2019-08-12,4752
2019-08-13,4561
2019-08-14,4414
2019-08-15,4441
2019-08-16,4366
2019-08-17,4366
2019-08-18,4213
2019-08-19,4115
2019-08-20,3966
2019-08-21,3857
2019-08-22,3755
2019-08-23,3802
2019-08-24,3754
2019-08-24,3754
2019-08-25,3744
2019-08-25,3744
2019-08-26,3704
2019-08-27,3705
2019-08-27,3705
2019-08-28,3784
2019-08-29,3849
2019-08-30,3951
2019-08-31,4001
2019-09-01,4050
2019-09-02,4050
2019-09-03,4095
2019-09-04,4010
2019-09-05,4133
2019-09-06,4214
2019-09-07,4247
2019-09-08,4354
2019-09-09,4282
2019-09-10,4244
2019-09-11,4067
2019-09-12,4004
2019-09-13,4073
2019-09-14,3916
2019-09-15,3871
2019-09-16,3770
2019-09-17,3652
2019-09-18,3653
2019-09-19,3636
2019-09-20,3636
2019-09-21,3548
2019-09-22,3583
2019-09-23,3663
2019-09-24,3663
2019-09-25,3649
2019-09-26,3586
2019-09-27,3524
2019-09-28,3485
2019-09-29,3485
2019-09-30,3450
2019-10-01,3380
2019-10-02,3380
2019-10-03,3448
2019-10-04,3586
2019-10-05,3610
2019-10-06,3672
2019-10-07,3663
2019-10-08,3698
2019-10-09,3698
2019-10-10,3714
2019-10-11,3714
2019-10-12,3720
2019-10-13,3614
2019-10-14,3713
2019-10-15,3721
2019-10-16,3721
2019-10-17,3721
2019-10-18,3652
2019-10-19,3620
2019-10-20,3509
2019-10-21,3447
2019-10-22,3444
2019-10-23,3433
2019-10-24,3450
2019-10-25,3410
2019-10-26,3333
2019-10-27,3290
2019-10-28,3265
2019-10-29,3265
2019-10-30,3201
2019-10-31,3186
2019-11-01,3176
2019-11-02,3067
2019-11-03,2985
2019-11-04,2862
2019-11-05,2862
2019-11-06,2804
2019-11-07,2732
2019-11-08,2704
2019-11-09,2688
2019-11-10,2699
2019-11-11,2658
2019-11-12,2670
2019-11-13,2695
2019-11-14,2595
2019-11-15,2557
2019-11-16,2503
2019-11-17,2503
2019-11-18,2429
2019-11-19,2516
2019-11-20,2578
2019-11-21,2578
2019-11-22,2524
2019-11-23,2429
2019-11-24,2433
2019-11-25,2505
2019-11-26,2533
2019-11-27,2572
2019-11-28,2527
2019-11-29,2484
2019-11-30,2583
2019-12-01,2618
2019-12-02,2696
2019-12-03,2693
2019-12-04,2692
2019-12-05,2692
2019-12-06,2746
2019-12-07,2725
2019-12-08,2810
2019-12-09,2908
2019-12-10,3042
2019-12-11,3155
2019-12-12,3155
2019-12-13,3253
2019-12-14,3305
2019-12-15,3247
2019-12-16,3314
2019-12-17,3297
2019-12-18,3344
2019-12-19,3367
2019-12-20,3419
2019-12-21,3466
2019-12-22,3496
2019-12-23,3492
2019-12-24,3418
2019-12-25,3386
2019-12-26,3371
2019-12-27,3372
2019-12-28,3376
2019-12-29,3405
2019-12-30,3392
2019-12-31,3392
2020-01-01,3307
2020-01-02,3231
2020-01-03,3122
2020-01-04,3023
2020-01-05,2995
2020-01-06,3047
2020-01-07,2993
2020-01-08,3006
2020-01-09,2961
2020-01-10,2923
2020-01-11,2951
2020-01-12,2954
2020-01-13,2954
2020-01-14,2932
2020-01-15,3062
2020-01-16,3119
2020-01-17,3165
2020-01-18,3233
2020-01-19,3278
2020-01-20,3301
2020-01-21,3301
2020-01-22,3263
2020-01-23,3324
2020-01-24,3388
2020-01-25,3476
2020-01-26,3485
2020-01-27,3462
2020-01-28,3570
2020-01-29,3652
2020-01-30,3749
2020-01-31,3776
2020-02-01,3714
2020-02-02,3610
2020-02-03,3617
2020-02-04,3662
2020-02-05,3728
2020-02-06,3639
2020-02-07,3575
2020-02-08,3493
2020-02-09,3454
2020-02-10,3372
2020-02-11,3324
2020-02-12,3258
2020-02-13,3248
2020-02-14,3171
2020-02-15,3012
2020-02-16,2861
2020-02-17,2773
2020-02-18,2751
2020-02-19,2714
2020-02-20,2679
2020-02-21,2679
2020-02-22,2696
2020-02-23,2703
2020-02-24,2738
2020-02-25,2673
2020-02-26,2600
2020-02-27,2538
2020-02-28,2534
2020-02-29,2534
2020-03-01,2540
2020-03-02,2545
2020-03-03,2563
2020-03-04,2582
2020-03-05,2581
2020-03-06,2596
2020-03-07,2583
2020-03-08,2531
2020-03-09,2581
2020-03-10,2650
2020-03-11,2700
2020-03-12,2672
2020-03-13,2635
2020-03-14,2627
2020-03-15,2659
2020-03-16,2643
2020-03-17,2698
2020-03-18,2777
2020-03-19,2756
2020-03-20,2783
2020-03-21,2806
2020-03-22,2804
2020-03-23,2771
2020-03-24,2778
2020-03-25,2773
2020-03-26,2760
2020-03-27,2781
2020-03-28,2777
2020-03-29,2754
2020-03-30,2784
2020-03-31,2866
2020-04-01,2858
2020-04-02,2891
2020-04-03,2834
2020-04-04,2817
2020-04-05,2770
2020-04-06,2763
2020-04-07,2764
2020-04-08,2783
2020-04-09,2791
2020-04-10,2822
2020-04-11,2839
2020-04-12,2826
2020-04-13,2830
2020-04-14,2813
2020-04-15,2867
2020-04-16,2923
2020-04-17,2956
2020-04-18,2971
2020-04-19,2956
2020-04-20,2913
2020-04-21,2894
2020-04-22,2851
2020-04-23,2877
2020-04-24,2884
2020-04-25,2908
2020-04-26,2896
2020-04-27,2900
2020-04-28,2899
2020-04-29,2887
2020-04-30,2885
2020-05-01,2866
2020-05-02,2837
2020-05-03,2817
2020-05-04,2768
2020-05-05,2703
2020-05-06,2679
2020-05-07,2715
2020-05-08,2808
2020-05-09,2949
2020-05-10,3097
2020-05-11,3252
2020-05-12,3415
2020-05-13,3586
