date_obj,Blue%20halloween%20mask price
2019-03-18,5989
2019-03-19,5920
2019-03-20,5920
2019-03-21,5920
2019-03-22,5819
2019-03-23,5819
2019-03-24,5819
2019-03-25,5735
2019-03-26,5735
2019-03-27,5735
2019-03-28,5735
2019-03-29,5808
2019-03-30,5808
2019-03-31,5808
2019-04-01,5808
2019-04-02,6042
2019-04-03,6042
2019-04-04,6042
2019-04-05,6162
2019-04-06,6162
2019-04-07,6162
2019-04-08,6162
2019-04-09,6107
2019-04-10,6107
2019-04-11,6107
2019-04-12,6184
2019-04-13,6184
2019-04-14,6184
2019-04-15,6184
2019-04-16,6150
2019-04-17,6150
2019-04-18,6150
2019-04-19,6150
2019-04-20,6142
2019-04-21,6142
2019-04-22,6142
2019-04-23,6142
2019-04-24,6270
2019-04-25,6270
2019-04-26,6270
2019-04-27,6270
2019-04-28,6359
2019-04-29,6359
2019-04-30,6359
2019-05-01,6359
2019-05-02,6445
2019-05-03,6445
2019-05-04,6445
2019-05-05,6445
2019-05-06,6452
2019-05-07,6452
2019-05-08,6452
2019-05-09,6452
2019-05-10,6580
2019-05-11,6580
2019-05-12,6580
2019-05-13,6680
2019-05-14,6680
2019-05-15,6680
2019-05-16,6680
2019-05-17,6809
2019-05-18,6809
2019-05-19,6809
2019-05-20,7121
2019-05-21,7121
2019-05-22,7121
2019-05-23,7121
2019-05-24,7121
2019-05-25,7275
2019-05-26,7275
2019-05-27,7275
2019-05-28,7275
2019-05-29,7432
2019-05-30,7432
2019-05-31,7432
2019-06-01,7432
2019-06-02,7639
2019-06-03,7639
2019-06-04,7639
2019-06-05,7959
2019-06-06,7959
2019-06-07,7959
2019-06-08,7959
2019-06-09,8206
2019-06-10,8206
2019-06-11,8206
2019-06-12,8206
2019-06-13,8217
2019-06-14,8217
2019-06-15,8217
2019-06-16,8217
2019-06-17,8349
2019-06-18,8349
2019-06-19,8349
2019-06-20,8349
2019-06-21,8539
2019-06-22,8539
2019-06-23,8539
2019-06-24,8539
2019-06-25,8713
2019-06-26,8713
2019-06-27,8713
2019-06-28,8713
2019-06-29,8713
2019-06-30,9028
2019-07-01,9028
2019-07-02,9028
2019-07-03,9028
2019-07-04,9028
2019-07-05,8993
2019-07-06,8993
2019-07-07,8993
2019-07-08,8993
2019-07-09,8993
2019-07-10,9092
2019-07-11,9092
2019-07-12,9092
2019-07-13,9092
2019-07-14,9092
2019-07-15,9372
2019-07-16,9372
2019-07-17,9372
2019-07-18,9372
2019-07-19,9372
2019-07-20,9294
2019-07-21,9294
2019-07-22,9294
2019-07-23,9294
2019-07-24,9294
2019-07-25,9431
2019-07-26,9431
2019-07-27,9431
2019-07-28,9431
2019-07-29,9431
2019-07-30,9392
2019-07-31,9392
2019-08-01,9392
2019-08-02,9392
2019-08-03,9350
2019-08-04,9350
2019-08-05,9350
2019-08-06,9350
2019-08-07,9350
2019-08-08,9565
2019-08-09,9565
2019-08-10,9565
2019-08-11,9565
2019-08-12,9565
2019-08-13,9650
2019-08-14,9650
2019-08-15,9650
2019-08-16,9650
2019-08-17,9650
2019-08-18,9418
2019-08-19,9418
2019-08-20,9418
2019-08-21,9418
2019-08-22,9094
2019-08-23,9094
2019-08-24,9094
2019-08-24,9094
2019-08-25,9094
2019-08-25,9094
2019-08-26,9094
2019-08-26,9094
2019-08-27,8706
2019-08-27,8706
2019-08-28,8706
2019-08-29,8706
2019-08-30,8706
2019-08-31,8706
2019-09-01,8682
2019-09-02,8682
2019-09-03,8682
2019-09-04,8682
2019-09-05,8682
2019-09-06,8894
2019-09-07,8894
2019-09-08,8894
2019-09-09,8894
2019-09-10,8894
2019-09-11,8987
2019-09-12,8987
2019-09-13,8987
2019-09-14,8987
2019-09-15,9141
2019-09-16,9141
2019-09-17,9141
2019-09-18,9141
2019-09-19,8891
2019-09-20,8891
2019-09-21,8891
2019-09-22,8891
2019-09-23,8891
2019-09-24,8566
2019-09-25,8566
2019-09-26,8566
2019-09-27,8566
2019-09-28,8226
2019-09-29,8226
2019-09-30,8226
2019-10-01,8226
2019-10-02,8226
2019-10-03,8054
2019-10-04,8054
2019-10-05,8054
2019-10-06,8054
2019-10-07,8054
2019-10-08,7693
2019-10-09,7693
2019-10-10,7693
2019-10-11,7693
2019-10-12,7693
2019-10-13,7589
2019-10-14,7589
2019-10-15,7589
2019-10-16,7589
2019-10-17,7589
2019-10-18,7519
2019-10-19,7519
2019-10-20,7519
2019-10-21,7519
2019-10-22,7519
2019-10-23,7456
2019-10-24,7083
2019-10-25,6728
2019-10-26,6391
2019-10-27,6071
2019-10-28,5778
2019-10-29,5537
2019-10-30,5356
2019-10-31,5159
2019-11-01,5118
2019-11-02,5038
2019-11-03,4932
2019-11-04,4928
2019-11-05,4928
2019-11-06,4921
2019-11-07,5038
2019-11-08,5112
2019-11-09,5143
2019-11-10,5135
2019-11-11,5153
2019-11-12,5153
2019-11-13,5201
2019-11-14,5201
2019-11-15,5129
2019-11-16,5053
2019-11-17,5053
2019-11-18,5027
2019-11-19,5027
2019-11-20,4842
2019-11-21,4842
2019-11-22,4842
2019-11-23,4878
2019-11-24,4878
2019-11-25,4878
2019-11-26,4748
2019-11-27,4748
2019-11-28,4748
2019-11-29,4737
2019-11-30,4737
2019-12-01,4737
2019-12-02,4817
2019-12-03,4817
2019-12-04,4817
2019-12-05,4806
2019-12-06,4806
2019-12-07,4806
2019-12-08,4852
2019-12-09,4852
2019-12-10,4769
2019-12-11,4769
2019-12-12,4769
2019-12-13,4698
2019-12-14,4698
2019-12-15,4678
2019-12-16,4678
2019-12-17,4678
2019-12-18,4854
2019-12-19,4854
2019-12-20,4854
2019-12-21,4938
2019-12-22,4938
2019-12-23,4938
2019-12-24,4949
2019-12-25,4949
2019-12-26,4949
2019-12-27,4955
2019-12-28,4955
2019-12-29,4955
2019-12-30,5054
2019-12-31,5054
2020-01-01,5054
2020-01-02,5120
2020-01-03,5120
2020-01-04,5120
2020-01-05,4917
2020-01-06,4917
2020-01-07,4917
2020-01-08,4779
2020-01-09,4779
2020-01-10,4779
2020-01-11,4691
2020-01-12,4691
2020-01-13,4691
2020-01-14,4691
2020-01-15,4660
2020-01-16,4660
2020-01-17,4660
2020-01-18,4598
2020-01-19,4598
2020-01-20,4598
2020-01-21,4710
2020-01-22,4710
2020-01-23,4710
2020-01-24,4639
2020-01-25,4639
2020-01-26,4639
2020-01-27,4686
2020-01-28,4686
2020-01-29,4686
2020-01-30,4653
2020-01-31,4653
2020-02-01,4653
2020-02-02,4650
2020-02-03,4650
2020-02-04,4650
2020-02-05,4650
2020-02-06,4541
2020-02-07,4541
2020-02-08,4541
2020-02-09,4541
2020-02-10,4500
2020-02-11,4500
2020-02-12,4500
2020-02-13,4500
2020-02-14,4519
2020-02-15,4519
2020-02-16,4519
2020-02-17,4519
2020-02-18,4455
2020-02-19,4455
2020-02-20,4455
2020-02-21,4455
2020-02-22,4434
2020-02-23,4434
2020-02-24,4434
2020-02-25,4434
2020-02-26,4401
2020-02-27,4401
2020-02-28,4401
2020-02-29,4401
2020-03-01,4368
2020-03-02,4368
2020-03-03,4368
2020-03-04,4368
2020-03-05,4368
2020-03-06,4434
2020-03-07,4434
2020-03-08,4434
2020-03-09,4434
2020-03-10,4444
2020-03-11,4444
2020-03-12,4444
2020-03-13,4444
2020-03-14,4346
2020-03-15,4346
2020-03-16,4346
2020-03-17,4346
2020-03-18,4182
2020-03-19,4182
2020-03-20,4182
2020-03-21,4044
2020-03-22,4044
2020-03-23,4044
2020-03-24,3975
2020-03-25,3975
2020-03-26,3975
2020-03-27,3944
2020-03-28,3944
2020-03-29,3944
2020-03-30,3804
2020-03-31,3804
2020-04-01,3804
2020-04-02,3733
2020-04-03,3733
2020-04-04,3733
2020-04-05,3599
2020-04-06,3599
2020-04-07,3599
2020-04-08,3506
2020-04-09,3506
2020-04-10,3506
2020-04-11,3344
2020-04-12,3344
2020-04-13,3344
2020-04-14,3205
2020-04-15,3205
2020-04-16,3205
2020-04-17,3134
2020-04-18,3134
2020-04-19,3028
2020-04-20,3028
2020-04-21,3028
2020-04-22,2892
2020-04-23,2892
2020-04-24,2892
2020-04-25,2892
2020-04-26,2806
2020-04-27,2806
2020-04-28,2806
2020-04-29,2736
2020-04-30,2736
2020-05-01,2736
2020-05-02,2726
2020-05-03,2726
2020-05-04,2726
2020-05-05,2677
2020-05-06,2677
2020-05-07,2677
2020-05-08,2583
2020-05-09,2583
2020-05-10,2583
2020-05-11,2550
2020-05-12,2550
2020-05-13,2550
