date_obj,Black%20demon%20mask price
2016-10-11,2580394
2016-10-12,2580394
2016-10-13,2580394
2016-10-14,2580394
2016-10-15,2452776
2016-10-16,2452776
2016-10-17,2452776
2016-10-18,2452776
2016-10-19,2452776
2016-10-20,2452776
2016-10-21,2452776
2016-10-22,2452776
2016-10-23,2332309
2016-10-24,2332309
2016-10-25,2332309
2016-10-26,2332309
2016-10-27,2332309
2016-10-28,2332309
2016-10-29,2332309
2016-10-30,2332309
2016-10-31,2332309
2016-11-01,2217180
2016-11-02,2217180
2016-11-03,2217180
2016-11-04,2217180
2016-11-05,2217180
2016-11-06,2217180
2016-11-07,2217180
2016-11-08,2217180
2016-11-09,2217180
2016-11-10,2106321
2016-11-11,2106321
2016-11-12,2106321
2016-11-13,2106321
2016-11-14,2106321
2016-11-15,2106321
2016-12-07,1814605
2016-12-08,1814605
2016-12-09,1814605
2016-12-10,1725061
2016-12-11,1725061
2016-12-12,1725061
2016-12-13,1725061
2016-12-14,1725061
2016-12-15,1725061
2016-12-16,1725061
2016-12-17,1638807
2016-12-18,1638807
2016-12-19,1638807
2016-12-20,1638807
2016-12-21,1638807
2016-12-22,1638807
2016-12-23,1638807
2016-12-24,1556866
2016-12-25,1556866
2016-12-26,1556866
2016-12-27,1556866
2016-12-28,1556866
2016-12-29,1556866
2016-12-30,1556866
2016-12-31,1480025
2017-01-01,1480025
2017-01-02,1480025
2017-01-03,1480025
2017-01-04,1480025
2017-01-05,1407121
2017-01-06,1407121
2017-01-07,1407121
2017-01-08,1407121
2017-01-09,1407121
2017-01-10,1338169
2017-01-11,1338169
2017-01-12,1338169
2017-01-13,1338169
2017-01-14,1272295
2017-01-15,1272295
2017-01-16,1272295
2017-01-17,1272295
2017-01-18,1210167
2017-01-19,1210167
2017-01-20,1210167
2017-01-21,1210167
2017-01-22,1210167
2017-01-23,1210167
2017-01-27,1149813
2017-01-28,1093442
2017-01-29,1093442
2017-01-30,1093442
2017-01-31,1093442
2017-02-01,1093442
2017-02-02,1039413
2017-02-03,1039413
2017-02-04,1039413
2017-02-05,1039413
2017-02-06,1039413
2017-02-07,1039413
2017-02-08,987442
2017-02-09,987442
2017-02-10,987442
2017-02-11,987442
2017-02-12,987442
2017-02-13,942466
2017-02-14,942466
2017-02-15,942466
2017-02-16,942466
2017-02-18,924691
2017-02-19,924691
2017-02-20,924691
2017-02-21,924691
2017-02-22,924691
2017-02-23,907960
2017-02-24,907960
2017-02-25,907960
2017-02-26,907960
2017-02-27,907960
2017-02-28,880103
2017-03-01,880103
2017-03-02,880103
2017-03-03,880103
2017-03-04,880103
2017-03-05,846804
2017-03-06,846804
2017-03-07,846804
2017-03-08,846804
2017-03-09,846804
2017-03-10,811156
2017-03-11,811156
2017-03-12,811156
2017-03-13,811156
2017-03-14,811156
2017-03-15,776499
2017-03-16,776499
2017-03-17,776499
2017-03-18,776499
2017-03-19,776499
2017-03-20,738391
2017-03-21,738391
2017-03-22,738391
2017-03-23,738391
2017-03-24,738391
2017-03-25,738391
2017-03-26,701837
2017-03-27,701837
2017-03-28,701837
2017-03-29,701837
2017-03-30,667398
2017-03-31,667398
2017-04-01,667398
2017-04-02,667398
2017-04-03,667398
2017-04-04,634034
2017-04-12,612324
2017-04-13,612324
2017-04-14,612324
2017-04-15,612324
2017-04-16,600203
2017-04-17,600203
2017-04-18,600203
2017-04-19,600203
2017-04-20,600203
2017-04-21,593340
2017-04-22,593340
2017-04-23,593340
2017-04-24,593340
2017-04-25,593340
2017-04-26,593340
2017-04-27,584260
2017-04-28,584260
2017-04-29,584260
2017-04-30,584260
2017-05-01,584260
2017-05-02,591327
2017-05-03,591327
2017-05-04,591327
2017-05-05,591327
2017-05-06,591327
2017-05-07,576635
2017-05-08,576635
2017-05-09,576635
2017-05-10,576635
2017-05-11,576635
2017-05-12,549910
2017-05-13,549910
2017-05-14,549910
2017-05-15,549910
2017-05-16,549910
2017-05-17,522463
2017-05-18,522463
2017-05-19,522463
2017-05-20,522463
2017-05-21,496982
2017-05-22,496982
2017-05-23,496982
2017-05-24,496982
2017-05-25,496982
2017-05-26,472132
2017-05-27,472132
2017-05-28,472132
2017-05-29,472132
2017-05-30,448877
2017-05-31,448877
2017-06-01,448877
2017-06-02,448877
2017-06-03,448877
2017-06-04,426994
2017-06-05,426994
2017-06-06,426994
2017-06-07,426994
2017-06-08,408955
2017-06-09,408955
2017-06-10,408955
2017-06-11,408955
2017-06-12,404065
2017-06-13,404065
2017-06-14,404065
2017-06-15,404065
2017-06-16,404065
2017-06-17,410433
2017-06-18,410433
2017-06-19,410433
2017-06-20,410433
2017-06-21,402015
2017-06-22,402015
2017-06-23,402015
2017-06-24,402015
2017-06-25,402015
2017-06-26,402015
2017-06-27,393774
2017-06-28,393774
2017-06-29,393774
2017-06-30,393774
2017-07-01,393774
2017-07-02,393774
2017-07-03,404320
2017-07-04,404320
2017-07-05,404320
2017-07-06,404320
2017-07-07,404320
2017-07-08,404320
2017-07-13,405201
2017-07-14,405201
2017-07-15,413248
2017-07-16,413248
2017-07-17,413248
2017-07-18,413248
2017-07-19,413248
2017-07-20,406860
2017-07-21,406860
2017-07-22,406860
2017-07-23,406860
2017-07-24,406860
2017-07-25,400077
2017-07-26,400077
2017-07-27,400077
2017-07-28,400077
2017-07-29,400077
2017-07-30,404258
2017-07-31,404258
2017-08-01,404258
2017-08-02,404258
2017-08-03,404258
2017-08-04,404258
2017-08-05,394315
2017-08-06,394315
2017-08-07,394315
2017-08-08,394315
2017-08-09,394315
2017-08-10,389648
2017-08-11,389648
2017-08-12,389648
2017-08-13,389648
2017-08-14,389648
2017-08-15,377612
2017-08-16,377612
2017-08-17,377612
2017-08-18,377612
2017-08-19,377612
2017-08-20,360825
2017-08-21,360825
2017-08-22,360825
2017-08-23,360825
2017-08-24,351444
2017-08-25,351444
2017-08-26,351444
2017-08-27,351444
2017-08-28,353196
2017-08-29,353196
2017-08-30,353196
2017-08-31,353196
2017-09-01,353196
2017-09-02,354131
2017-09-03,354131
2017-09-04,354131
2017-09-05,354131
2017-09-06,354131
2017-09-07,340494
2017-09-08,340494
2017-09-09,340494
2017-09-10,340494
2017-09-11,324016
2017-09-12,324016
2017-09-13,324016
2017-09-14,324016
2017-09-15,324016
2017-09-16,312581
2017-09-17,312581
2017-09-18,312581
2017-09-19,312581
2017-09-20,312581
2017-09-22,302666
2017-09-23,302666
2017-09-24,302666
2017-09-25,302666
2017-09-26,294989
2017-09-27,294989
2017-09-28,294989
2017-09-29,294989
2017-09-30,285142
2017-10-01,285142
2017-10-02,285142
2017-10-03,285142
2017-10-04,285142
2017-10-05,288955
2017-10-06,288955
2017-10-07,288955
2017-10-08,288955
2017-10-09,298009
2017-10-10,298009
2017-10-11,298009
2017-10-12,298009
2017-10-13,305425
2017-10-14,305425
2017-10-15,305425
2017-10-16,305425
2017-10-17,305425
2017-10-18,300149
2017-10-19,300149
2017-10-20,300149
2017-10-21,300149
2017-10-22,300149
2017-10-23,289812
2017-10-24,289812
2017-10-25,289812
2017-10-26,289812
2017-10-27,281196
2017-10-28,281196
2017-10-29,281196
2017-10-30,281196
2017-10-31,283045
2017-11-01,283045
2017-11-02,283045
2017-11-03,283045
2017-11-04,283045
2017-11-05,290254
2017-11-06,290254
2017-11-07,290254
2017-11-08,290254
2017-11-09,290254
2017-11-10,297797
2017-11-11,297797
2017-11-12,297797
2017-11-13,297797
2017-11-14,297797
2017-11-15,305936
2017-11-16,305936
2017-11-17,305936
2017-11-18,305936
2017-11-19,305936
2017-11-20,305936
2017-11-21,297896
2017-11-22,297896
2017-11-23,297896
2017-11-24,297896
2017-11-25,297896
2017-11-26,297896
2017-11-27,290043
2017-11-28,290043
2017-11-29,290043
2017-11-30,290043
2017-12-01,287480
2017-12-02,287480
2017-12-03,287480
2017-12-04,287480
2017-12-05,287480
2017-12-06,285952
2017-12-07,285952
2017-12-08,285952
2017-12-09,285952
2017-12-10,285952
2017-12-11,285967
2017-12-12,285967
2017-12-13,285967
2017-12-14,285967
2017-12-15,285967
2017-12-16,286163
2017-12-17,286163
2017-12-18,286163
2017-12-19,286163
2017-12-20,286163
2017-12-21,287748
2017-12-22,287748
2017-12-23,287748
2017-12-24,287748
2017-12-25,287748
2017-12-26,288553
2017-12-27,288553
2017-12-28,288553
2017-12-29,288553
2017-12-30,287905
2017-12-31,287905
2018-01-01,287905
2018-01-02,287905
2018-01-03,292662
2018-01-04,292662
2018-01-05,292662
2018-01-06,292662
2018-01-07,306615
2018-01-08,306615
2018-01-09,306615
2018-01-10,306615
2018-01-11,306615
2018-01-12,316726
2018-01-13,316726
2018-01-14,316726
2018-01-15,316726
2018-01-16,305791
2018-01-17,305791
2018-01-18,305791
2018-01-19,305791
2018-01-20,295306
2018-01-21,295306
2018-01-22,295306
2018-01-23,295306
2018-01-24,286299
2018-01-25,286299
2018-01-26,286299
2018-01-27,275837
2018-01-28,275837
2018-01-29,268137
2018-01-30,268137
2018-01-31,268137
2018-02-01,262055
2018-02-02,262055
2018-02-03,254194
2018-02-04,254194
2018-02-05,254194
2018-02-06,243415
2018-02-07,243415
2018-02-08,235879
2018-02-09,235879
2018-02-10,226190
2018-02-11,226190
2018-02-12,215775
2018-02-13,215775
2018-02-14,208089
2018-02-15,208089
2018-02-16,206792
2018-02-17,206792
2018-02-18,213907
2018-02-19,213907
2018-02-20,214997
2018-02-21,214997
2018-02-22,210891
2018-02-23,210891
2018-02-24,211668
2018-02-25,211668
2018-02-26,211486
2018-02-27,211486
2018-02-28,216189
2018-03-01,216189
2018-03-02,220047
2018-03-03,220047
2018-03-04,220047
2018-03-05,212809
2018-03-06,212809
2018-03-07,204986
2018-03-08,204986
2018-03-09,206180
2018-03-10,206180
2018-03-11,208495
2018-03-12,208495
2018-03-13,208892
2018-03-14,208892
2018-03-15,208892
2018-03-16,207587
2018-03-17,207587
2018-03-18,207587
2018-03-20,207439
2018-03-21,203591
2018-03-22,203591
2018-03-23,203591
2018-03-24,207043
2018-03-25,207043
2018-03-26,212759
2018-03-27,212759
2018-03-28,220789
2018-03-29,220789
2018-03-30,228785
2018-03-31,228785
2018-04-01,228785
2018-04-02,236211
2018-04-03,236211
2018-04-04,238897
2018-04-05,238897
2018-04-06,238897
2018-04-07,237843
2018-04-08,237843
2018-04-09,237843
2018-04-10,234115
2018-04-11,234115
2018-04-12,234115
2018-04-13,236291
2018-04-14,236291
2018-04-15,237243
2018-04-16,237243
2018-04-17,237243
2018-04-18,240006
2018-04-19,240006
2018-04-20,240006
2018-04-21,235091
2018-04-22,235091
2018-04-23,235091
2018-04-24,231020
2018-04-25,231020
2018-04-26,231020
2018-04-27,231347
2018-04-28,231347
2018-04-29,229317
2018-04-30,229317
2018-05-01,229317
2018-05-02,224996
2018-05-03,224996
2018-05-04,224996
2018-05-05,219052
2018-05-06,219052
2018-05-07,219052
2018-05-08,223229
2018-05-09,223229
2018-05-10,229643
2018-05-11,229643
2018-05-12,229643
2018-05-13,235668
2018-05-14,235668
2018-05-15,241323
2018-05-16,241323
2018-05-17,241323
2018-05-18,246865
2018-05-19,246865
2018-05-20,252234
2018-05-21,252234
2018-05-22,252234
2018-05-23,256246
2018-05-24,256246
2018-05-25,256246
2018-05-26,252879
2018-05-27,252879
2018-05-28,252879
2018-05-29,253862
2018-05-30,253862
2018-05-31,253862
2018-06-01,253715
2018-06-02,253715
2018-06-03,261147
2018-06-04,261147
2018-06-05,273155
2018-06-06,273155
2018-06-07,273155
2018-06-08,277335
2018-06-09,277335
2018-06-10,277335
2018-06-11,284240
2018-06-12,284240
2018-06-13,282196
2018-06-14,282196
2018-06-15,282196
2018-06-16,279944
2018-06-17,279944
2018-06-18,274475
2018-06-19,274475
2018-06-20,274475
2018-06-21,267398
2018-06-22,267398
2018-06-23,267398
2018-06-24,265143
2018-06-25,265143
2018-06-26,265143
2018-06-27,273848
2018-06-28,273848
2018-06-29,281821
2018-06-30,281821
2018-07-01,281821
2018-07-02,285132
2018-07-03,285132
2018-07-04,285132
2018-07-05,285760
2018-07-06,285760
2018-07-07,288333
2018-07-08,288333
2018-07-09,287564
2018-07-10,287564
2018-07-11,286626
2018-07-12,286626
2018-07-13,286626
2018-07-14,276628
2018-07-15,276628
2018-07-16,269927
2018-07-17,269927
2018-07-18,259332
2018-07-19,259332
2018-07-20,259332
2018-07-21,247122
2018-07-22,247122
2018-07-23,242043
2018-07-24,242043
2018-07-25,242043
2018-07-26,235024
2018-07-27,235024
2018-07-28,231401
2018-07-29,231401
2018-07-30,225522
2018-07-31,225522
2018-08-01,222330
2018-08-02,222330
2018-08-03,225826
2018-08-04,225826
2018-08-05,229701
2018-08-06,229701
2018-08-07,230694
2018-08-08,230694
2018-08-09,227693
2018-08-10,227693
2018-08-11,226792
2018-08-12,226792
2018-08-14,229221
2018-08-16,229893
2018-08-17,230944
2018-08-18,230944
2018-08-19,232705
2018-08-20,232705
2018-08-21,235442
2018-08-22,235442
2018-08-23,242615
2018-08-24,242615
2018-08-25,245708
2018-08-26,245708
2018-08-27,245708
2018-08-28,246100
2018-08-29,246100
2018-08-30,254188
2018-08-31,254188
2018-09-01,264814
2018-09-02,264814
2018-09-03,270310
2018-09-04,270310
2018-09-05,279272
2018-09-06,279272
2018-09-07,284604
2018-09-08,284604
2018-09-09,289308
2018-09-10,289308
2018-09-11,283221
2018-09-12,283221
2018-09-13,273628
2018-09-14,273628
2018-09-15,269020
2018-09-16,269020
2018-09-17,269020
2018-09-18,273062
2018-09-19,273062
2018-09-20,273853
2018-09-21,273853
2018-09-22,276764
2018-09-23,276764
2018-09-24,280682
2018-09-25,280682
2018-09-26,281492
2018-09-27,281492
2018-09-28,286227
2018-09-29,286227
2018-09-30,292623
2018-10-01,292623
2018-10-02,299379
2018-10-03,304181
2018-10-04,304181
2018-10-05,304181
2018-10-06,312384
2018-10-07,312384
2018-10-08,312384
2018-10-09,315770
2018-10-10,315770
2018-10-11,319411
2018-10-12,319411
2018-10-13,329854
2018-10-14,329854
2018-10-15,335857
2018-10-16,335857
2018-10-17,344331
2018-10-18,344331
2018-10-19,350197
2018-10-20,350197
2018-10-21,350197
2018-10-22,355675
2018-10-23,355675
2018-10-24,355675
2018-10-25,364468
2018-10-26,364468
2018-10-27,373160
2018-10-28,373160
2018-10-29,373160
2018-10-30,381907
2018-10-31,394728
2018-11-01,394728
2018-11-03,410719
2018-11-04,426396
2018-11-05,435442
2018-11-06,439568
2018-11-07,439568
2018-11-08,439343
2018-11-09,439343
2018-11-10,433166
2018-11-11,433166
2018-11-12,434181
2018-11-13,439689
2018-11-15,448003
2018-11-16,457198
2018-11-17,457198
2018-11-18,458180
2018-11-19,458180
2018-11-20,446000
2018-11-21,446000
2018-11-22,436436
2018-11-23,432906
2018-11-24,435517
2018-11-25,431770
2018-11-26,431770
2018-11-27,438080
2018-11-28,438080
2018-11-29,443531
2018-12-01,441317
2018-12-02,438541
2018-12-03,438541
2018-12-04,439514
2018-12-05,441102
2018-12-07,433231
2018-12-09,436402
2018-12-10,429656
2018-12-11,429656
2018-12-12,426315
2018-12-13,426315
2018-12-14,423761
2018-12-15,423761
2018-12-16,410531
2018-12-17,410531
2018-12-18,400156
2018-12-19,400156
2018-12-20,387342
2018-12-21,387342
2018-12-22,381692
2018-12-23,372089
2018-12-24,363423
2018-12-25,363423
2018-12-26,354631
2018-12-27,349540
2018-12-28,349540
2018-12-29,340858
2018-12-30,340858
2018-12-31,340129
2019-01-01,340129
2019-01-02,340166
2019-01-03,340166
2019-01-04,334678
2019-01-05,334678
2019-01-06,331018
2019-01-08,331540
2019-01-10,324504
2019-01-11,324504
2019-01-12,309294
2019-01-13,295655
2019-01-14,286068
2019-01-15,286068
2019-01-16,277372
2019-01-17,277372
2019-01-18,268263
2019-01-19,260234
2019-01-20,260234
2019-01-21,248502
2019-01-22,237178
2019-01-23,227475
2019-01-24,227475
2019-01-25,221107
2019-01-26,221107
2019-01-27,217420
2019-01-28,217420
2019-01-29,215235
2019-01-30,215235
2019-01-31,215321
2019-02-01,219301
2019-02-02,219301
2019-02-03,213185
2019-02-04,213185
2019-02-05,206881
2019-02-06,206881
2019-02-07,199436
2019-02-08,199436
2019-02-09,193809
2019-02-10,193809
2019-02-11,191446
2019-02-12,191446
2019-02-13,192733
2019-02-14,192733
2019-02-15,194102
2019-02-16,194102
2019-02-17,197740
2019-02-18,197740
2019-02-19,201316
2019-02-20,201316
2019-02-21,200622
2019-02-22,200622
2019-02-23,194697
2019-02-24,192136
2019-02-25,192136
2019-02-26,197709
2019-02-27,197709
2019-02-28,197709
2019-03-01,205314
2019-03-02,205314
2019-03-03,206522
2019-03-04,206522
2019-03-05,205578
2019-03-06,205578
2019-03-07,205297
2019-03-08,205297
2019-03-09,204027
2019-03-10,202848
2019-03-11,202848
2019-03-12,201412
2019-03-13,201412
2019-03-14,200003
2019-03-15,200003
2019-03-16,198945
2019-03-17,195288
2019-03-18,195288
2019-03-19,193126
2019-03-20,193126
2019-03-21,189263
2019-03-22,189263
2019-03-23,185057
2019-03-24,185057
2019-03-25,183441
2019-03-26,183441
2019-03-27,178563
2019-03-28,178563
2019-03-29,174711
2019-03-30,174711
2019-03-31,171504
2019-04-01,171504
2019-04-02,172873
2019-04-03,172873
2019-04-04,178215
2019-04-05,178215
2019-04-06,181269
2019-04-07,181269
2019-04-08,181966
2019-04-09,181966
2019-04-10,183170
2019-04-11,183806
2019-04-12,184277
2019-04-13,182131
2019-04-14,183720
2019-04-15,183720
2019-04-16,189404
2019-04-17,189404
2019-04-18,191664
2019-04-19,191664
2019-04-20,187649
2019-04-21,187649
2019-04-22,182284
2019-04-23,182284
2019-04-24,174015
2019-04-25,174015
2019-04-26,167409
2019-04-27,167409
2019-04-28,162734
2019-04-29,162734
2019-04-30,156615
2019-05-01,156615
2019-05-02,150905
2019-05-03,145101
2019-05-04,140813
2019-05-05,140813
2019-05-06,135346
2019-05-07,135346
2019-05-08,131549
2019-05-09,131549
2019-05-10,125124
2019-05-11,125124
2019-05-12,118892
2019-05-13,113610
2019-05-14,109050
2019-05-15,109050
2019-05-16,108648
2019-05-17,108648
2019-05-18,112874
2019-05-19,112874
2019-05-20,117462
2019-05-21,117462
2019-05-22,121750
2019-05-23,121750
2019-05-24,127454
2019-05-25,127454
2019-05-26,130832
2019-05-27,130832
2019-05-28,133374
2019-05-29,133374
2019-05-30,134035
2019-05-31,134035
2019-06-01,136176
2019-06-02,136176
2019-06-03,139038
2019-06-04,140983
2019-06-05,140983
2019-06-06,142995
2019-06-07,142995
2019-06-08,147030
2019-06-09,147030
2019-06-10,149458
2019-06-11,149458
2019-06-12,153117
2019-06-13,153117
2019-06-14,154425
2019-06-15,154425
2019-06-16,151998
2019-06-17,151998
2019-06-18,153809
2019-06-19,153809
2019-06-20,153843
2019-06-21,153843
2019-06-22,150957
2019-06-23,150957
2019-06-24,148730
2019-06-25,148730
2019-06-26,147765
2019-06-27,147765
2019-06-28,150829
2019-06-29,150829
2019-06-30,150531
2019-07-01,150531
2019-07-02,150323
2019-07-03,150323
2019-07-04,146256
2019-07-05,146256
2019-07-06,148081
2019-07-07,148081
2019-07-08,147953
2019-07-09,147953
2019-07-10,149635
2019-07-11,149635
2019-07-12,151735
2019-07-13,151735
2019-07-14,154811
2019-07-15,154811
2019-07-16,154811
2019-07-17,154634
2019-07-18,154634
2019-07-19,153414
2019-07-20,153414
2019-07-21,149420
2019-07-22,149420
2019-07-23,143297
2019-07-24,143297
2019-07-25,143297
2019-07-26,140754
2019-07-27,140754
2019-07-28,138038
2019-07-29,138038
2019-07-30,135676
2019-07-31,135676
2019-08-01,129803
2019-08-02,129803
2019-08-03,124798
2019-08-04,124798
2019-08-05,120856
2019-08-06,120856
2019-08-07,120451
2019-08-08,120451
2019-08-09,120451
2019-08-10,122112
2019-08-11,127620
2019-08-12,127620
2019-08-13,129973
2019-08-14,129973
2019-08-15,130264
2019-08-16,130264
2019-08-17,134714
2019-08-18,134714
2019-08-19,140328
2019-08-20,140328
2019-08-21,145613
2019-08-22,145613
2019-08-23,151840
2019-08-24,155884
2019-08-24,155884
2019-08-25,155884
2019-08-25,155884
2019-08-26,161232
2019-08-27,161232
2019-08-27,161232
2019-08-28,159468
2019-08-29,159468
2019-08-30,156023
2019-08-31,156023
2019-09-01,153425
2019-09-02,153425
2019-09-03,148399
2019-09-04,148399
2019-09-05,148399
2019-09-06,145033
2019-09-07,145033
2019-09-08,140308
2019-09-09,140308
2019-09-10,140308
2019-09-11,136795
2019-09-12,136795
2019-09-13,136795
2019-09-14,134408
2019-09-15,134408
2019-09-16,133153
2019-09-17,133153
2019-09-18,129814
2019-09-19,129814
2019-09-20,129814
2019-09-21,126151
2019-09-22,126151
2019-09-23,124304
2019-09-24,124304
2019-09-25,124304
2019-09-26,122138
2019-09-27,122138
2019-09-28,119550
2019-09-29,119550
2019-09-30,119550
2019-10-01,116396
2019-10-02,116396
2019-10-03,116396
2019-10-04,113225
2019-10-05,113225
2019-10-06,112440
2019-10-07,112440
2019-10-08,111862
2019-10-09,111862
2019-10-10,111862
2019-10-11,110984
2019-10-12,110984
2019-10-13,111029
2019-10-14,111029
2019-10-15,113989
2019-10-16,113989
2019-10-17,113989
2019-10-18,115501
2019-10-19,115501
2019-10-20,115999
2019-10-21,115999
2019-10-22,115999
2019-10-23,115379
2019-10-24,115379
2019-10-25,115046
2019-10-26,115046
2019-10-27,115212
2019-10-28,115212
2019-10-29,115610
2019-10-30,115610
2019-10-31,114765
2019-11-01,114765
2019-11-02,111053
2019-11-03,111053
2019-11-04,109297
2019-11-05,109297
2019-11-06,109297
2019-11-07,109038
2019-11-08,109038
2019-11-09,106243
2019-11-10,106243
2019-11-11,103157
2019-11-12,103157
2019-11-13,103157
2019-11-14,100804
2019-11-15,100804
2019-11-16,98491
2019-11-17,98491
2019-11-18,93881
2019-11-19,93881
2019-11-20,93881
2019-11-21,90048
2019-11-22,90048
2019-11-23,86606
2019-11-24,86606
2019-11-25,85430
2019-11-26,85430
2019-11-27,85430
2019-11-28,85534
2019-11-29,85534
2019-11-30,89403
2019-12-01,89403
2019-12-02,93624
2019-12-03,93624
2019-12-04,98033
2019-12-05,98033
2019-12-06,98033
2019-12-07,99409
2019-12-08,99409
2019-12-09,99409
2019-12-10,101712
2019-12-11,101712
2019-12-12,101712
2019-12-13,105404
2019-12-14,105404
2019-12-15,107495
2019-12-16,107495
2019-12-17,107495
2019-12-18,107631
2019-12-19,107631
2019-12-20,107631
2019-12-21,105588
2019-12-22,105588
2019-12-23,104811
2019-12-24,104811
2019-12-25,103698
2019-12-26,103698
2019-12-27,102930
2019-12-28,102930
2019-12-29,101812
2019-12-30,101812
2019-12-31,100671
2020-01-01,100671
2020-01-02,99145
2020-01-03,99145
2020-01-04,99145
2020-01-05,96929
2020-01-06,96929
2020-01-07,93776
2020-01-08,93776
2020-01-09,93776
2020-01-10,90708
2020-01-11,90708
2020-01-12,87222
2020-01-13,87222
2020-01-14,87222
2020-01-15,85264
2020-01-16,85264
2020-01-17,82828
2020-01-18,82828
2020-01-19,82399
2020-01-20,82399
2020-01-21,82399
2020-01-22,81818
2020-01-23,81818
2020-01-24,82760
2020-01-25,82760
2020-01-26,83925
2020-01-27,83925
2020-01-28,83184
2020-01-29,83184
2020-01-30,84394
2020-01-31,84394
2020-02-01,87884
2020-02-02,87884
2020-02-03,90333
2020-02-04,90333
2020-02-05,90398
2020-02-06,90398
2020-02-07,90668
2020-02-08,90668
2020-02-09,87109
2020-02-10,85146
2020-02-11,85146
2020-02-12,85327
2020-02-13,85327
2020-02-14,85549
2020-02-15,85549
2020-02-16,85549
2020-02-17,85015
2020-02-18,85015
2020-02-19,85015
2020-02-20,84726
2020-02-21,84726
2020-02-22,83736
2020-02-23,83736
2020-02-24,83286
2020-02-25,83286
2020-02-26,82939
2020-02-27,82939
2020-02-28,83852
2020-02-29,83852
2020-03-01,83234
2020-03-02,83234
2020-03-03,79514
2020-03-04,79514
2020-03-05,76317
2020-03-06,76317
2020-03-07,74552
2020-03-08,74552
2020-03-09,74447
2020-03-10,74447
2020-03-11,75242
2020-03-12,75242
2020-03-13,76505
2020-03-14,76505
2020-03-15,78169
2020-03-16,78169
2020-03-17,79761
2020-03-18,79761
2020-03-19,82403
2020-03-20,82403
2020-03-21,85447
2020-03-22,89443
2020-03-23,89443
2020-03-24,93811
2020-03-25,95069
2020-03-26,99523
2020-03-27,99523
2020-03-28,104127
2020-03-29,108888
2020-03-30,111518
2020-03-31,111518
2020-04-01,114834
2020-04-02,114834
2020-04-03,117671
2020-04-04,116417
2020-04-05,116417
2020-04-06,113962
2020-04-07,113962
2020-04-08,115904
2020-04-09,115904
2020-04-10,115386
2020-04-11,112952
2020-04-12,112952
2020-04-13,112078
2020-04-14,112078
2020-04-15,111114
2020-04-16,111114
2020-04-17,107998
2020-04-18,102598
2020-04-19,97702
2020-04-20,97702
2020-04-21,93743
2020-04-22,89521
2020-04-23,89521
2020-04-24,87564
2020-04-25,87564
2020-04-26,84355
2020-04-27,83810
2020-04-28,80165
2020-04-29,80165
2020-04-30,77086
2020-05-01,77086
2020-05-02,73680
2020-05-03,71244
2020-05-04,71244
2020-05-05,68770
2020-05-06,66086
2020-05-07,66086
2020-05-08,64583
2020-05-09,64102
2020-05-10,64326
2020-05-11,64326
2020-05-12,64064
2020-05-13,64064
