date_obj,Ancient%20wyvern%20shield price
2017-09-07,16946477
2017-09-08,16946477
2017-09-09,17680428
2017-09-10,17680428
2017-09-11,17680428
2017-09-12,18462277
2017-09-13,18462277
2017-09-14,18462277
2017-09-15,18462277
2017-09-16,19301712
2017-09-17,19301712
2017-09-18,19301712
2017-09-19,19301712
2017-09-20,20193413
2017-09-22,20193413
2017-09-23,20193413
2017-09-24,20193413
2017-09-25,21097379
2017-09-26,21097379
2017-09-27,21097379
2017-09-28,21097379
2017-09-29,21097379
2017-09-30,21097379
2017-10-01,22048554
2017-10-02,22048554
2017-10-03,22048554
2017-10-04,22048554
2017-10-05,22048554
2017-10-06,22048554
2017-10-07,22048554
2017-10-08,22048554
2017-10-09,23047664
2017-10-10,23047664
2017-10-11,23047664
2017-10-12,23047664
2017-10-13,23047664
2017-10-14,23047664
2017-10-15,23047664
2017-10-16,23047664
2017-10-17,24111091
2017-10-18,24111091
2017-10-19,24111091
2017-10-20,24111091
2017-10-21,24111091
2017-10-22,24111091
2017-10-23,24111091
2017-10-24,24111091
2017-10-25,25221486
2017-10-26,25221486
2017-10-27,25221486
2017-10-28,25221486
2017-10-29,25221486
2017-10-30,25221486
2017-10-31,25221486
2017-11-01,25221486
2017-11-02,25221486
2017-11-03,26375401
2017-11-04,26375401
2017-11-05,26375401
2017-11-06,26375401
2017-11-07,26375401
2017-11-08,26375401
2017-11-09,26375401
2017-11-10,26375401
2017-11-11,26375401
2017-11-12,26375401
2017-11-13,27593960
2017-11-14,27593960
2017-11-15,27593960
2017-11-16,27593960
2017-11-17,27593960
2017-11-18,27593960
2017-11-19,27593960
2017-11-20,27593960
2017-11-21,27593960
2017-11-22,27593960
2017-11-23,27593960
2017-11-24,27593960
2017-11-25,28823216
2017-11-26,28823216
2017-11-27,28823216
2017-11-28,28823216
2017-11-29,28823216
2017-11-30,28823216
2017-12-01,28823216
2017-12-02,28823216
2017-12-03,28823216
2017-12-04,29900521
2017-12-05,29900521
2017-12-06,29900521
2017-12-07,29900521
2017-12-08,29900521
2017-12-09,29900521
2017-12-10,29900521
2017-12-11,31218893
2017-12-12,31218893
2017-12-13,31218893
2017-12-14,31218893
2017-12-15,31218893
2017-12-16,31218893
2017-12-17,31218893
2017-12-18,31218893
2017-12-19,31218893
2017-12-20,31218893
2017-12-21,32597921
2017-12-22,32597921
2017-12-23,32597921
2017-12-24,32597921
2017-12-25,32597921
2017-12-26,32597921
2017-12-27,32597921
2017-12-28,32597921
2017-12-29,32597921
2017-12-30,32597921
2017-12-31,34007881
2018-01-01,34007881
2018-01-02,34007881
2018-01-03,34007881
2018-01-04,34007881
2018-01-05,34007881
2018-01-06,34639353
2018-01-07,34639353
2018-01-08,34639353
2018-01-09,34639353
2018-01-10,34639353
2018-01-11,34639353
2018-01-12,34639353
2018-01-13,34639353
2018-01-14,34639353
2018-01-15,34639353
2018-01-16,34639353
2018-01-17,34639353
2018-01-18,33039956
2018-01-19,33039956
2018-01-20,33039956
2018-01-21,33039956
2018-01-22,33039956
2018-01-23,33039956
2018-01-24,31387958
2018-01-25,31387958
2018-01-26,31387958
2018-01-27,31387958
2018-01-28,31387958
2018-01-29,29818560
2018-01-30,29818560
2018-01-31,29818560
2018-02-01,29818560
2018-02-02,29818560
2018-02-03,29818560
2018-02-04,28360959
2018-02-05,28360959
2018-02-06,28360959
2018-02-07,28360959
2018-02-08,28360959
2018-02-09,28360959
2018-02-10,26966368
2018-02-11,26966368
2018-02-12,26966368
2018-02-13,26966368
2018-02-14,26966368
2018-02-15,26966368
2018-02-16,25654201
2018-02-17,25654201
2018-02-18,25654201
2018-02-19,25654201
2018-02-20,25654201
2018-02-21,24439209
2018-02-22,24439209
2018-02-23,24439209
2018-02-24,24439209
2018-02-25,24439209
2018-02-26,24439209
2018-02-27,23328576
2018-02-28,23328576
2018-03-01,23328576
2018-03-02,23328576
2018-03-03,23564755
2018-03-04,23564755
2018-03-05,23564755
2018-03-06,23564755
2018-03-07,23564755
2018-03-08,24611047
2018-03-09,24611047
2018-03-10,24611047
2018-03-11,24611047
2018-03-12,25693669
2018-03-13,25693669
2018-03-14,25693669
2018-03-15,25693669
2018-03-16,25693669
2018-03-17,24768081
2018-03-18,24768081
2018-03-19,24768081
2018-03-20,24768081
2018-03-21,25274053
2018-03-22,25274053
2018-03-23,25274053
2018-03-24,25274053
2018-03-25,25771419
2018-03-26,25771419
2018-03-27,25771419
2018-03-28,25771419
2018-03-29,26835583
2018-03-30,26835583
2018-03-31,26835583
2018-04-01,26835583
2018-04-02,26835583
2018-04-03,28061654
2018-04-04,28061654
2018-04-05,28061654
2018-04-06,28061654
2018-04-07,28061654
2018-04-08,29233886
2018-04-09,29233886
2018-04-10,29233886
2018-04-11,29233886
2018-04-12,29233886
2018-04-13,29864230
2018-04-14,29864230
2018-04-15,29864230
2018-04-16,29864230
2018-04-17,31167694
2018-04-18,31167694
2018-04-19,31167694
2018-04-20,31167694
2018-04-21,31167694
2018-04-22,32604293
2018-04-23,32604293
2018-04-24,32604293
2018-04-25,32604293
2018-04-26,32604293
2018-04-27,34158287
2018-04-28,34158287
2018-04-29,34158287
2018-04-30,35626992
2018-05-01,35626992
2018-05-02,35626992
2018-05-03,35626992
2018-05-04,35626992
2018-05-05,37246504
2018-05-06,37246504
2018-05-07,37246504
2018-05-08,37246504
2018-05-09,37246504
2018-05-10,39012793
2018-05-11,39012793
2018-05-12,39012793
2018-05-13,39012793
2018-05-14,39012793
2018-05-15,39012793
2018-05-16,38304536
2018-05-17,38304536
2018-05-18,38304536
2018-05-19,38304536
2018-05-20,36986491
2018-05-21,36986491
2018-05-22,36986491
2018-05-23,36986491
2018-05-24,36986491
2018-05-25,35695942
2018-05-26,35695942
