date_obj,Air%20battlestaff price
2019-03-18,9008
2019-03-19,9019
2019-03-20,9027
2019-03-21,9031
2019-03-22,9030
2019-03-23,9039
2019-03-24,9038
2019-03-25,9041
2019-03-26,9049
2019-03-27,9053
2019-03-28,9059
2019-03-29,9064
2019-03-30,9064
2019-03-31,9061
2019-04-01,9056
2019-04-02,9046
2019-04-03,9041
2019-04-04,9041
2019-04-05,9018
2019-04-06,8987
2019-04-07,8992
2019-04-08,9014
2019-04-09,9019
2019-04-10,9028
2019-04-11,9014
2019-04-12,9012
2019-04-13,9017
2019-04-14,9012
2019-04-15,9014
2019-04-16,9022
2019-04-17,9026
2019-04-18,9024
2019-04-19,9019
2019-04-20,9005
2019-04-21,9010
2019-04-22,9014
2019-04-23,9015
2019-04-24,9015
2019-04-25,9011
2019-04-26,9007
2019-04-27,9007
2019-04-28,9010
2019-04-29,9014
2019-04-30,9021
2019-05-01,9019
2019-05-02,9015
2019-05-03,9017
2019-05-04,9013
2019-05-05,9015
2019-05-06,9015
2019-05-07,9016
2019-05-08,9012
2019-05-09,9014
2019-05-10,9017
2019-05-11,9023
2019-05-12,9019
2019-05-13,9019
2019-05-14,9020
2019-05-15,9023
2019-05-16,9026
2019-05-17,9027
2019-05-18,9027
2019-05-19,9020
2019-05-20,9010
2019-05-21,9014
2019-05-22,9016
2019-05-23,9020
2019-05-24,9027
2019-05-25,9022
2019-05-26,8983
2019-05-27,8991
2019-05-28,9002
2019-05-29,9008
2019-05-30,9012
2019-05-31,9008
2019-06-01,9014
2019-06-02,9007
2019-06-03,9014
2019-06-04,9017
2019-06-05,9017
2019-06-06,9018
2019-06-07,9015
2019-06-08,9014
2019-06-09,9010
2019-06-10,9013
2019-06-11,9018
2019-06-12,9019
2019-06-13,9024
2019-06-14,9025
2019-06-15,9024
2019-06-16,9030
2019-06-17,9031
2019-06-18,9031
2019-06-19,9030
2019-06-20,9022
2019-06-21,8973
2019-06-22,8950
2019-06-23,8963
2019-06-24,8978
2019-06-25,8982
2019-06-26,8985
2019-06-27,8988
2019-06-28,8989
2019-06-29,8991
2019-06-30,8990
2019-07-01,8993
2019-07-02,8995
2019-07-03,8998
2019-07-04,8999
2019-07-05,9010
2019-07-06,9009
2019-07-07,9004
2019-07-08,9003
2019-07-09,9004
2019-07-10,9002
2019-07-11,9005
2019-07-12,9009
2019-07-13,9008
2019-07-14,9004
2019-07-15,8998
2019-07-16,8979
2019-07-17,8984
2019-07-18,8994
2019-07-19,8997
2019-07-20,8985
2019-07-21,8974
2019-07-22,8973
2019-07-23,8983
2019-07-24,8982
2019-07-25,8984
2019-07-26,8993
2019-07-27,8984
2019-07-28,8932
2019-07-29,8953
2019-07-30,8972
2019-07-31,8983
2019-08-01,8984
2019-08-02,8974
2019-08-03,8966
2019-08-04,8959
2019-08-05,8952
2019-08-06,8949
2019-08-07,8953
2019-08-08,8953
2019-08-09,8951
2019-08-10,8951
2019-08-11,8944
2019-08-12,8944
2019-08-13,8949
2019-08-14,8953
2019-08-15,8973
2019-08-16,8981
2019-08-17,8986
2019-08-18,8985
2019-08-19,8983
2019-08-20,8982
2019-08-21,8981
2019-08-22,8983
2019-08-23,8983
2019-08-24,8985
2019-08-24,8985
2019-08-25,8984
2019-08-25,8984
2019-08-26,8982
2019-08-27,8981
2019-08-27,8981
2019-08-28,8988
2019-08-29,8994
2019-08-30,8991
2019-08-31,8988
2019-09-01,8962
2019-09-02,8960
2019-09-03,8960
2019-09-04,8961
2019-09-05,8963
2019-09-06,8965
2019-09-07,8955
2019-09-08,8947
2019-09-09,8956
2019-09-10,8965
2019-09-11,8975
2019-09-12,8979
2019-09-13,8990
2019-09-14,8997
2019-09-15,9005
2019-09-16,9008
2019-09-17,9010
2019-09-18,9006
2019-09-19,8996
2019-09-20,8991
2019-09-21,8988
2019-09-22,8982
2019-09-23,8986
2019-09-24,8988
2019-09-25,8985
2019-09-26,8986
2019-09-27,8987
2019-09-28,8982
2019-09-29,8981
2019-09-30,8987
2019-10-01,8997
2019-10-02,8992
2019-10-03,8987
2019-10-04,8976
2019-10-05,8918
2019-10-06,8905
2019-10-07,8900
2019-10-08,8906
2019-10-09,8899
2019-10-10,8910
2019-10-11,8918
2019-10-12,8920
2019-10-13,8911
2019-10-14,8911
2019-10-15,8925
2019-10-16,8943
2019-10-17,8946
2019-10-18,8946
2019-10-19,8938
2019-10-20,8935
2019-10-21,8926
2019-10-22,8930
2019-10-23,8928
2019-10-24,8920
2019-10-25,8911
2019-10-26,8882
2019-10-27,8848
2019-10-28,8871
2019-10-29,8883
2019-10-30,8899
2019-10-31,8898
2019-11-01,8905
2019-11-02,8910
2019-11-03,8911
2019-11-04,8911
2019-11-05,8921
2019-11-06,8929
2019-11-07,8929
2019-11-08,8930
2019-11-09,8925
2019-11-10,8923
2019-11-11,8921
2019-11-12,8924
2019-11-13,8920
2019-11-14,8918
2019-11-15,8922
2019-11-16,8912
2019-11-17,8894
2019-11-18,8885
2019-11-19,8875
2019-11-20,8900
2019-11-21,8896
2019-11-22,8896
2019-11-23,8878
2019-11-24,8878
2019-11-25,8904
2019-11-26,8915
2019-11-27,8915
2019-11-28,8907
2019-11-29,8897
2019-11-30,8875
2019-12-01,8866
2019-12-02,8869
2019-12-03,8871
2019-12-04,8882
2019-12-05,8888
2019-12-06,8886
2019-12-07,8880
2019-12-08,8859
2019-12-09,8855
2019-12-10,8873
2019-12-11,8885
2019-12-12,8901
2019-12-13,8912
2019-12-14,8904
2019-12-15,8895
2019-12-16,8893
2019-12-17,8903
2019-12-18,8918
2019-12-19,8931
2019-12-20,8924
2019-12-21,8924
2019-12-22,8913
2019-12-23,8916
2019-12-24,8919
2019-12-25,8921
2019-12-26,8917
2019-12-27,8913
2019-12-28,8904
2019-12-29,8895
2019-12-30,8905
2019-12-31,8913
2020-01-01,8916
2020-01-02,8939
2020-01-03,8955
2020-01-04,8947
2020-01-05,8938
2020-01-06,8930
2020-01-07,8929
2020-01-08,8927
2020-01-09,8920
2020-01-10,8930
2020-01-11,8931
2020-01-12,8940
2020-01-13,8953
2020-01-14,8958
2020-01-15,8962
2020-01-16,8952
2020-01-17,8918
2020-01-18,8909
2020-01-19,8909
2020-01-20,8922
2020-01-21,8927
2020-01-22,8930
2020-01-23,8918
2020-01-24,8925
2020-01-25,8923
2020-01-26,8916
2020-01-27,8915
2020-01-28,8921
2020-01-29,8940
2020-01-30,8947
2020-01-31,8956
2020-02-01,8954
2020-02-02,8951
2020-02-03,8945
2020-02-04,8944
2020-02-05,8935
2020-02-06,8920
2020-02-07,8908
2020-02-08,8893
2020-02-09,8872
2020-02-10,8887
2020-02-11,8891
2020-02-12,8892
2020-02-13,8900
2020-02-14,8918
2020-02-15,8920
2020-02-16,8921
2020-02-17,8918
2020-02-18,8919
2020-02-19,8919
2020-02-20,8919
2020-02-21,8920
2020-02-22,8919
2020-02-23,8914
2020-02-24,8908
2020-02-25,8914
2020-02-26,8931
2020-02-27,8930
2020-02-28,8925
2020-02-29,8924
2020-03-01,8923
2020-03-02,8926
2020-03-03,8941
2020-03-04,8943
2020-03-05,8952
2020-03-06,8955
2020-03-07,8944
2020-03-08,8936
2020-03-09,8935
2020-03-10,8947
2020-03-11,8952
2020-03-12,8955
2020-03-13,8955
2020-03-14,8955
2020-03-15,8945
2020-03-16,8938
2020-03-17,8941
2020-03-18,8935
2020-03-19,8933
2020-03-20,8939
2020-03-21,8950
2020-03-22,8941
2020-03-23,8946
2020-03-24,8963
2020-03-25,8967
2020-03-26,8968
2020-03-27,8966
2020-03-28,8958
2020-03-29,8956
2020-03-30,8957
2020-03-31,8962
2020-04-01,8976
2020-04-02,8986
2020-04-03,8998
2020-04-04,8984
2020-04-05,8977
2020-04-06,8970
2020-04-07,8975
2020-04-08,8972
2020-04-09,8970
2020-04-10,8971
2020-04-11,8965
2020-04-12,8962
2020-04-13,8959
2020-04-14,8968
2020-04-15,8978
2020-04-16,8983
2020-04-17,8984
2020-04-18,8981
2020-04-19,8979
2020-04-20,8980
2020-04-21,8983
2020-04-22,8993
2020-04-23,8987
2020-04-24,8980
2020-04-25,8987
2020-04-26,8982
2020-04-27,8983
2020-04-28,8980
2020-04-29,8985
2020-04-30,8984
2020-05-01,8981
2020-05-02,8984
2020-05-03,8989
2020-05-04,8993
2020-05-05,8997
2020-05-06,8999
2020-05-07,9009
2020-05-08,9004
2020-05-09,8991
2020-05-10,8991
2020-05-11,8997
2020-05-12,8998
2020-05-13,9002
