date_obj,Elysian%20spirit%20shield price
2015-03-26,627840283
2015-03-27,627840283
2015-03-28,648354281
2015-03-29,648354281
2015-03-30,648354281
2015-03-31,648354281
2015-04-01,648354281
2015-04-02,664118490
2015-04-03,664118490
2015-04-04,664118490
2015-04-05,664118490
2015-04-06,664118490
2015-04-07,688848648
2015-04-08,688848648
2015-04-09,688848648
2015-04-10,688848648
2015-04-11,716896255
2015-04-12,716896255
2015-04-13,716896255
2015-04-14,716896255
2015-04-15,716896255
2015-04-16,743028511
2015-04-17,743028511
2015-04-18,743028511
2015-04-19,743028511
2015-04-20,743028511
2015-04-21,743028511
2015-04-22,775684921
2015-04-23,775684921
2015-04-24,775684921
2015-04-25,775684921
2015-04-26,803892513
2015-04-27,803892513
2015-04-28,803892513
2015-04-29,803892513
2015-04-30,803892513
2015-05-01,821979483
2015-05-02,821979483
2015-05-03,821979483
2015-05-04,821979483
2015-05-05,821979483
2015-05-06,821979483
2015-05-07,853909432
2015-05-08,853909432
2015-05-09,853909432
2015-05-10,853909432
2015-05-11,853909432
2015-05-12,853909432
2015-05-13,849361582
2015-05-14,849361582
2015-05-15,849361582
2015-05-16,849361582
2015-05-17,812940747
2015-05-18,812940747
2015-05-19,812940747
2015-05-20,812940747
2015-05-21,812940747
2015-05-22,780689665
2015-05-23,780689665
2015-05-24,780689665
2015-05-25,780689665
2015-05-26,808863917
2015-05-27,808863917
2015-05-28,808863917
2015-05-29,808863917
2015-05-30,808863917
2015-05-31,832699615
2015-06-01,832699615
2015-06-02,832699615
2015-06-03,832699615
2015-06-04,832699615
2015-06-05,846228502
2015-06-06,846228502
2015-06-07,846228502
2015-06-08,846228502
2015-06-09,846228502
2015-06-10,863385960
2015-06-11,863385960
2015-06-12,863385960
2015-06-13,850470969
2015-06-14,850470969
2015-06-15,850470969
2015-06-16,850470969
2015-06-17,826654392
2015-06-18,788305093
2015-06-19,788305093
2015-06-20,788305093
2015-06-21,788305093
2015-06-22,764578556
2015-06-23,764578556
2015-06-24,764578556
2015-06-25,753864230
2015-06-26,753864230
2015-06-27,753864230
2015-06-28,753864230
2015-06-29,765660375
2015-06-30,765660375
2015-07-01,765660375
2015-07-02,765660375
2015-07-03,798371287
2015-07-04,798371287
2015-07-05,798371287
2015-07-06,798371287
2015-07-07,830362261
2015-07-08,830362261
2015-07-09,830362261
2015-07-10,830362261
2015-07-11,830362261
2015-07-12,810932382
2015-07-13,810932382
2015-07-14,810932382
2015-07-15,810932382
2015-07-16,799059137
2015-07-17,799059137
2015-07-18,799059137
2015-07-19,799059137
2015-07-20,799059137
2015-07-21,802538641
2015-07-22,802538641
2015-07-23,802538641
2015-07-24,802538641
2015-07-25,803465572
2015-07-26,803465572
2015-07-27,803465572
2015-07-28,803465572
2015-07-29,795842087
2015-07-30,795842087
2015-07-31,795842087
2015-08-01,787191179
2015-08-02,787191179
2015-08-03,787191179
2015-08-04,782578689
2015-08-05,782578689
2015-08-06,782578689
2015-08-07,782578689
2015-08-08,782389988
2015-08-09,782389988
2015-08-10,782389988
2015-08-11,785769080
2015-08-12,785769080
2015-08-13,785769080
2015-08-14,796126863
2015-08-15,796126863
2015-08-16,796126863
2015-08-17,796126863
2015-08-18,795985216
2015-08-19,795985216
2015-08-20,795985216
2015-08-21,797524638
2015-08-22,797524638
2015-08-23,797524638
2015-08-24,806048359
2015-08-25,806048359
2015-08-26,806048359
2015-08-27,802071921
2015-08-28,802071921
2015-08-29,802071921
2015-08-30,801748006
2015-08-31,801748006
2015-09-01,801748006
2015-09-02,806558542
2015-09-03,806558542
2015-09-04,806558542
2015-09-05,808996340
2015-09-06,808996340
2015-09-07,808996340
2015-09-08,809620518
2015-09-09,809620518
2015-09-10,809620518
2015-09-11,809588455
2015-09-12,809588455
2015-09-13,812025204
2015-09-14,812025204
2015-09-15,811222712
2015-09-16,811222712
2015-09-17,814736108
2015-09-18,814736108
2015-09-19,814736108
2015-09-20,820497815
2015-09-21,820497815
2015-09-22,820497815
2015-09-23,822105372
2015-09-24,822105372
2015-09-25,822105372
2015-09-27,814525999
2015-09-28,814525999
2015-09-29,812141528
2015-09-30,812141528
2015-10-05,822225629
2015-10-06,823255358
2015-10-07,823255358
2015-10-08,823255358
2015-10-09,825021977
2015-10-10,825021977
2015-10-11,825021977
2015-10-12,830318209
2015-10-13,830318209
2015-10-14,830318209
2015-10-15,835592122
2015-10-16,835592122
2015-10-17,835592122
2015-10-18,836772415
2015-10-19,836772415
2015-10-20,821072053
2015-10-22,811637333
2015-10-23,811637333
2015-10-24,811637333
2015-10-25,822306224
2015-10-26,822306224
2015-10-27,822306224
2015-10-29,819123032
2015-10-30,805061949
2015-10-31,805061949
2015-11-01,805061949
2015-11-02,795544934
2015-11-03,795544934
2015-11-04,795544934
2015-11-05,789023619
2015-11-06,789023619
2015-11-07,779086435
2015-11-08,779086435
2015-11-09,779086435
2015-11-10,763693365
2015-11-11,763693365
2015-11-12,742613488
2015-11-13,742613488
2015-11-14,742613488
2015-11-15,754938396
2015-11-16,754938396
2015-11-17,754938396
2015-11-18,754938396
2015-11-19,778552858
2015-11-20,778552858
2015-11-21,778552858
2015-11-22,790948483
2015-11-23,790948483
2015-11-24,790948483
2015-11-25,773897831
2015-11-26,773897831
2015-11-27,773897831
2015-11-28,772544877
2015-11-29,772544877
2015-11-30,779195490
2015-12-01,779195490
2015-12-02,779195490
2015-12-03,781282045
2015-12-04,781282045
2015-12-05,781282045
2015-12-06,781410679
2015-12-07,781410679
2015-12-08,781410679
2015-12-09,785884029
2015-12-10,785884029
2015-12-11,793720281
2015-12-12,793720281
2015-12-13,793720281
2015-12-14,793720281
2015-12-15,798912425
2015-12-16,798912425
2015-12-17,798912425
2015-12-18,804715219
2015-12-19,804715219
2015-12-20,798387905
2015-12-21,798387905
2015-12-22,798387905
2015-12-23,795330737
2015-12-24,795330737
2015-12-25,795330737
2015-12-26,796607406
2015-12-27,796607406
2015-12-28,797363993
2015-12-29,797363993
2015-12-30,795697857
2015-12-31,795697857
2016-01-01,795697857
2016-01-02,788452605
2016-01-03,788452605
2016-01-04,789183588
2016-01-05,789183588
2016-01-06,790848109
2016-01-07,790848109
2016-01-08,794899296
2016-01-09,794899296
2016-01-10,794680482
2016-01-11,794680482
2016-01-12,791646882
2016-01-13,791646882
2016-01-14,784880790
2016-01-15,784880790
2016-01-16,768384583
2016-01-17,768384583
2016-01-18,756028516
2016-01-19,756028516
2016-01-20,762656287
2016-01-21,762656287
2016-01-22,764619625
2016-01-23,764619625
2016-01-24,764619625
2016-01-25,772764112
2016-01-26,772764112
2016-01-27,774541392
2016-01-28,774541392
2016-01-29,776753812
2016-01-30,776753812
2016-01-31,774910493
2016-02-01,774910493
2016-02-02,773481979
2016-02-03,773481979
2016-02-04,773326162
2016-02-05,773326162
2016-02-06,773296192
2016-02-07,773296192
2016-02-08,773296192
2016-02-09,773471555
2016-02-10,773419824
2016-02-11,773419824
2016-02-12,773419824
2016-02-13,772775150
2016-02-14,772775150
2016-02-15,769080634
2016-02-16,769080634
2016-02-17,768617150
2016-02-18,768617150
2016-02-19,769178522
2016-02-20,769178522
2016-02-21,771538800
2016-02-22,771538800
2016-02-23,772323671
2016-02-24,772323671
2016-02-25,770758375
2016-02-26,770758375
2016-02-27,768679682
2016-02-28,768679682
2016-02-29,767044530
2016-03-01,767044530
2016-03-02,768022958
2016-03-03,768022958
2016-03-04,769525707
2016-03-05,769525707
2016-03-06,768972215
2016-03-07,768972215
2016-03-08,768941909
2016-03-09,768941909
2016-03-10,763627503
2016-03-11,763627503
2016-03-12,753605046
2016-03-13,753605046
2016-03-14,755457889
2016-03-15,755457889
2016-03-16,748731595
2016-03-17,748731595
2016-03-18,733436550
2016-03-19,733436550
2016-03-20,740340212
2016-03-21,740340212
2016-03-22,739231712
2016-03-23,739231712
2016-03-24,737913756
2016-03-25,737913756
2016-03-26,729654429
2016-03-27,729654429
2016-03-28,723949896
2016-03-29,706828060
2016-03-30,706828060
2016-03-31,683857394
2016-04-01,697794809
2016-04-02,697794809
2016-04-03,725348774
2016-04-04,725348774
2016-04-05,702954182
2016-04-06,708395346
2016-04-07,708395346
2016-04-08,700820291
2016-04-09,700820291
2016-04-10,702236524
2016-04-11,702236524
2016-04-12,702236524
2016-04-13,705385133
2016-04-14,705385133
2016-04-15,714585874
2016-04-16,714585874
2016-04-17,714585874
2016-04-18,711733844
2016-04-19,711733844
2016-04-20,706148283
2016-04-21,706148283
2016-04-22,708120247
2016-04-23,708120247
2016-04-24,713255512
2016-04-25,719187959
2016-04-26,719187959
2016-04-27,723753540
2016-04-28,723753540
2016-04-29,734395985
2016-04-30,734395985
2016-05-01,736906352
2016-05-02,736906352
2016-05-03,731594158
2016-05-04,731594158
2016-05-05,744086396
2016-05-06,744086396
2016-05-07,741805272
2016-05-08,741805272
2016-05-09,730646018
2016-05-10,730646018
2016-05-11,734333114
2016-05-12,734333114
2016-05-13,735477026
2016-05-14,735477026
2016-05-15,736138703
2016-05-16,736138703
2016-05-17,736665951
2016-05-18,736665951
2016-05-19,736841056
2016-05-22,736345567
2016-05-23,737086706
2016-05-24,737086706
2016-05-25,737558574
2016-05-26,737558574
2016-05-27,740580156
2016-05-28,740580156
2016-05-29,744922723
2016-05-30,744922723
2016-05-31,746997349
2016-06-01,746997349
2016-06-02,744367172
2016-06-03,744367172
2016-06-04,739981052
2016-06-05,739981052
2016-06-06,730406115
2016-06-07,730406115
2016-06-08,733177827
2016-06-09,733177827
2016-06-10,733270749
2016-06-11,733270749
2016-06-12,737455866
2016-06-13,737455866
2016-06-14,737625218
2016-06-15,737625218
2016-06-16,737889747
2016-06-17,738343378
2016-06-18,738343378
2016-06-19,739220788
2016-06-20,739220788
2016-06-21,737973004
2016-06-22,737973004
2016-06-23,737755280
2016-06-24,737755280
2016-06-25,736922147
2016-06-26,736922147
2016-06-27,736922147
2016-06-28,736884219
2016-06-29,736884219
2016-06-30,736896333
2016-07-01,737159501
2016-07-02,737159501
2016-07-03,737159501
2016-07-04,737631539
2016-07-05,737631539
2016-07-06,737891115
2016-07-07,737891115
2016-07-08,737019857
2016-07-09,737019857
2016-07-10,737429656
2016-07-11,737429656
2016-07-12,736548658
2016-07-13,736548658
2016-07-14,735688877
2016-07-15,735688877
2016-07-16,734971579
2016-07-17,734971579
2016-07-18,737191229
2016-07-23,737848455
2016-07-24,737848455
2016-07-25,738691175
2016-07-26,738691175
2016-07-27,739013189
2016-07-28,739013189
2016-07-29,738978845
2016-07-30,738978845
2016-07-31,740186460
2016-08-01,740186460
2016-08-02,740903523
2016-08-03,740903523
2016-08-04,741157215
2016-08-05,741157215
2016-08-06,742815897
2016-08-07,742815897
2016-08-08,746001421
2016-08-09,746001421
2016-08-10,751290872
2016-08-11,751290872
2016-08-12,755738786
2016-08-13,755738786
2016-08-14,767869676
2016-08-15,776596362
2016-08-16,773004131
2016-08-17,759950402
2016-08-18,759950402
2016-08-19,749428914
2016-08-20,749428914
2016-08-21,756643374
2016-08-22,756643374
2016-08-23,759800148
2016-08-24,759800148
2016-08-25,758720062
2016-08-26,758720062
2016-08-28,758240186
2016-08-31,745119560
2016-09-01,732822119
2016-09-02,732822119
2016-09-03,731017747
2016-09-04,739503642
2016-09-05,739503642
2016-09-06,737916674
2016-09-07,737916674
2016-09-08,739738513
2016-09-09,739738513
2016-09-10,748853291
2016-09-11,748853291
2016-09-12,746830635
