date_obj,Armadyl%20cloak price
2019-03-22,18320
2019-03-23,18288
2019-03-24,18405
2019-03-25,18782
2019-03-26,19582
2019-03-27,20562
2019-03-28,21535
2019-03-29,22264
2019-03-30,22735
2019-03-31,23540
2019-04-01,24022
2019-04-02,24385
2019-04-03,24444
2019-04-04,24841
2019-04-05,24964
2019-04-06,24958
2019-04-07,25118
2019-04-08,25596
2019-04-09,26447
2019-04-10,26878
2019-04-11,26794
2019-04-12,26402
2019-04-13,25878
2019-04-14,25332
2019-04-15,24065
2019-04-16,22882
2019-04-17,21747
2019-04-18,20729
2019-04-19,19692
2019-04-20,18708
2019-04-21,17772
2019-04-22,16914
2019-04-23,16243
2019-04-24,15713
2019-04-25,15450
2019-04-26,15176
2019-04-27,14871
2019-04-28,14707
2019-04-29,14476
2019-04-30,14303
2019-05-01,14306
2019-05-02,14211
2019-05-03,13926
2019-05-04,13600
2019-05-05,13301
2019-05-06,13070
2019-05-07,12844
2019-05-08,12718
2019-05-09,12638
2019-05-10,12560
2019-05-11,12585
2019-05-12,12386
2019-05-13,12081
2019-05-14,12103
2019-05-15,11945
2019-05-16,12014
2019-05-17,11976
2019-05-18,11926
2019-05-19,11655
2019-05-20,11533
2019-05-21,11551
2019-05-22,11432
2019-05-23,11449
2019-05-24,11260
2019-05-25,11230
2019-05-26,11292
2019-05-27,11458
2019-05-28,11512
2019-05-29,11655
2019-05-30,11971
2019-05-31,12491
2019-06-01,12636
2019-06-02,12466
2019-06-03,12497
2019-06-04,12549
2019-06-05,12762
2019-06-06,13115
2019-06-07,13248
2019-06-08,13354
2019-06-09,13759
2019-06-10,14069
2019-06-11,14435
2019-06-12,14654
2019-06-13,14765
2019-06-14,14344
2019-06-15,14490
2019-06-16,15071
2019-06-17,15644
2019-06-18,15908
2019-06-19,16047
2019-06-20,16463
2019-06-21,17162
2019-06-22,17559
2019-06-23,17601
2019-06-24,18081
2019-06-25,18420
2019-06-26,18647
2019-06-27,18902
2019-06-28,18486
2019-06-29,18344
2019-06-30,18403
2019-07-01,18429
2019-07-02,18181
2019-07-03,18368
2019-07-04,18770
2019-07-05,19233
2019-07-06,19356
2019-07-07,19559
2019-07-08,19798
2019-07-09,19811
2019-07-10,20292
2019-07-11,20851
2019-07-12,20936
2019-07-13,21096
2019-07-14,20570
2019-07-15,20714
2019-07-16,20833
2019-07-17,21367
2019-07-18,22162
2019-07-19,23245
2019-07-20,24372
2019-07-21,25104
2019-07-22,25037
2019-07-23,25336
2019-07-24,25274
2019-07-25,25919
2019-07-26,26488
2019-07-27,26519
2019-07-28,27515
2019-07-29,28646
2019-07-30,28913
2019-07-31,28416
2019-08-01,27453
2019-08-02,26580
2019-08-03,25655
2019-08-04,24629
2019-08-05,23516
2019-08-06,22340
2019-08-07,21254
2019-08-08,20534
2019-08-09,19889
2019-08-10,19089
2019-08-11,18635
2019-08-12,17918
2019-08-13,17118
2019-08-14,16580
2019-08-15,16331
2019-08-16,16232
2019-08-17,15832
2019-08-18,15296
2019-08-19,14943
2019-08-20,14343
2019-08-21,14067
2019-08-22,14448
2019-08-23,14017
2019-08-24,13899
2019-08-24,13899
2019-08-25,14245
2019-08-25,14245
2019-08-26,13679
2019-08-27,13612
2019-08-27,13612
2019-08-28,13794
2019-08-29,13787
2019-08-30,13460
2019-08-31,13350
2019-09-01,13175
2019-09-02,13083
2019-09-03,13000
2019-09-04,12821
2019-09-05,12762
2019-09-06,12967
2019-09-07,13084
2019-09-08,13653
2019-09-09,14331
2019-09-10,15047
2019-09-11,15639
2019-09-12,16401
2019-09-13,17056
2019-09-14,17233
2019-09-15,17221
2019-09-16,17331
2019-09-17,17224
2019-09-18,17372
2019-09-19,17235
2019-09-20,17428
2019-09-21,17586
2019-09-22,17770
2019-09-23,17682
2019-09-24,17666
2019-09-25,18242
2019-09-26,18605
2019-09-27,19023
2019-09-28,19024
2019-09-29,19250
2019-09-30,19478
2019-10-01,19690
2019-10-02,20024
2019-10-03,20536
2019-10-04,21073
2019-10-05,21519
2019-10-06,21489
2019-10-07,21283
2019-10-08,21052
2019-10-09,20589
2019-10-10,20777
2019-10-11,20589
2019-10-12,20226
2019-10-13,19768
2019-10-14,18896
2019-10-15,18360
2019-10-16,17548
2019-10-17,17184
2019-10-18,16731
2019-10-19,16386
2019-10-20,16488
2019-10-21,16321
2019-10-22,16096
2019-10-23,16255
2019-10-24,16357
2019-10-25,16193
2019-10-26,16083
2019-10-27,15933
2019-10-28,15960
2019-10-29,15685
2019-10-30,15974
2019-10-31,15690
2019-11-01,15648
2019-11-02,16090
2019-11-03,16502
2019-11-04,16868
2019-11-05,17237
2019-11-06,17511
2019-11-07,17651
2019-11-08,17988
2019-11-09,17966
2019-11-10,18437
2019-11-11,19156
2019-11-12,19002
2019-11-13,18738
2019-11-14,18859
2019-11-15,18800
2019-11-16,18166
2019-11-17,18489
2019-11-18,18537
2019-11-19,18494
2019-11-20,18475
2019-11-21,18771
2019-11-22,18899
2019-11-23,19085
2019-11-24,18864
2019-11-25,18612
2019-11-26,18868
2019-11-27,19001
2019-11-28,19256
2019-11-29,18985
2019-11-30,19021
2019-12-01,19942
2019-12-02,20845
2019-12-03,21757
2019-12-04,21937
2019-12-05,22719
2019-12-06,23337
2019-12-07,24267
2019-12-08,24509
2019-12-09,25217
2019-12-10,25726
2019-12-11,26332
2019-12-12,26453
2019-12-13,26551
2019-12-14,26211
2019-12-15,26032
2019-12-16,25803
2019-12-17,25538
2019-12-18,25635
2019-12-19,25866
2019-12-20,26318
2019-12-21,26348
2019-12-22,25742
2019-12-23,25037
2019-12-24,24470
2019-12-25,24306
2019-12-26,24205
2019-12-27,23923
2019-12-28,23595
2019-12-29,22625
2019-12-30,22422
2019-12-31,22234
2020-01-01,21903
2020-01-02,21836
2020-01-03,21791
2020-01-04,21734
2020-01-05,20811
2020-01-06,20437
2020-01-07,20176
2020-01-08,20195
2020-01-09,20049
2020-01-10,19623
2020-01-11,19444
2020-01-12,19189
2020-01-13,18987
2020-01-14,18843
2020-01-15,18799
2020-01-16,17860
2020-01-17,17469
2020-01-18,16977
2020-01-19,16709
2020-01-20,16590
2020-01-21,16535
2020-01-22,16580
2020-01-23,16599
2020-01-24,16564
2020-01-25,16705
2020-01-26,16304
2020-01-27,15946
2020-01-28,15701
2020-01-29,15436
2020-01-30,15266
2020-01-31,15219
2020-02-01,14814
2020-02-02,14669
2020-02-03,14688
2020-02-04,14517
2020-02-05,13791
2020-02-06,13323
2020-02-07,13259
2020-02-08,13334
2020-02-09,12952
2020-02-10,12821
2020-02-11,12844
2020-02-12,12866
2020-02-13,12840
2020-02-14,13020
2020-02-15,13135
2020-02-16,13106
2020-02-17,13053
2020-02-18,13067
2020-02-19,13151
2020-02-20,13099
2020-02-21,13010
2020-02-22,13204
2020-02-23,13484
2020-02-24,13855
2020-02-25,13919
2020-02-26,14507
2020-02-27,15188
2020-02-28,15895
2020-02-29,16690
2020-03-01,17525
2020-03-02,18338
2020-03-03,18521
2020-03-04,18913
2020-03-05,18721
2020-03-06,18604
2020-03-07,18530
2020-03-08,18233
2020-03-09,18634
2020-03-10,19183
2020-03-11,19584
2020-03-12,19992
2020-03-13,20265
2020-03-14,20374
2020-03-15,20674
2020-03-16,21190
2020-03-17,21342
2020-03-18,21722
2020-03-19,21791
2020-03-20,21603
2020-03-21,21327
2020-03-22,21582
2020-03-23,21412
2020-03-24,21399
2020-03-25,21245
2020-03-26,21357
2020-03-27,21313
2020-03-28,21057
2020-03-29,20858
2020-03-30,20656
2020-03-31,20235
2020-04-01,19840
2020-04-02,19659
2020-04-03,19796
2020-04-04,19605
2020-04-05,19078
2020-04-06,18837
2020-04-07,18170
2020-04-08,17915
2020-04-09,17526
2020-04-10,17091
2020-04-11,16814
2020-04-12,16621
2020-04-13,16179
2020-04-14,15997
2020-04-15,16119
2020-04-16,16107
2020-04-17,16252
2020-04-18,16737
2020-04-19,16760
2020-04-20,16897
2020-04-21,17144
2020-04-22,17531
2020-04-23,17527
2020-04-24,17677
2020-04-25,17661
2020-04-26,17463
2020-04-27,17264
2020-04-28,17169
2020-04-29,17421
2020-04-30,17294
2020-05-01,17243
2020-05-02,16953
2020-05-03,16674
2020-05-04,16173
2020-05-05,16023
2020-05-06,16014
2020-05-07,16280
2020-05-08,16604
2020-05-09,16672
2020-05-10,16684
2020-05-11,16870
2020-05-12,17228
2020-05-13,17734
