date_obj,Dragon%20scimitar price
2019-03-30,59752
2019-03-31,59722
2019-04-01,59716
2019-04-02,59728
2019-04-03,60432
2019-04-04,59927
2019-04-05,59819
2019-04-06,59711
2019-04-07,59740
2019-04-08,59711
2019-04-09,59680
2019-04-10,59676
2019-04-11,59704
2019-04-12,59683
2019-04-13,59697
2019-04-14,59717
2019-04-15,59614
2019-04-16,59687
2019-04-17,59698
2019-04-18,59696
2019-04-19,59716
2019-04-20,59730
2019-04-21,59697
2019-04-22,59731
2019-04-23,59735
2019-04-24,59714
2019-04-25,59689
2019-04-26,59703
2019-04-27,59697
2019-04-28,59680
2019-04-29,59676
2019-04-30,59695
2019-05-01,59681
2019-05-02,59700
2019-05-03,59694
2019-05-04,59670
2019-05-05,59640
2019-05-06,59546
2019-05-07,59503
2019-05-08,59542
2019-05-09,59593
2019-05-10,59536
2019-05-11,59558
2019-05-12,59519
2019-05-13,59583
2019-05-14,59556
2019-05-15,59580
2019-05-16,59616
2019-05-17,59653
2019-05-18,59773
2019-05-19,59626
2019-05-20,59623
2019-05-21,59639
2019-05-22,59668
2019-05-23,59724
2019-05-24,59662
2019-05-25,59617
2019-05-26,59667
2019-05-27,59816
2019-05-28,59749
2019-05-29,59659
2019-05-30,59675
2019-05-31,59682
2019-06-01,59643
2019-06-02,59665
2019-06-03,59665
2019-06-04,59941
2019-06-05,59857
2019-06-06,59678
2019-06-07,59681
2019-06-08,59669
2019-06-09,59635
2019-06-10,59599
2019-06-11,59656
2019-06-12,59675
2019-06-13,59683
2019-06-14,59730
2019-06-15,59894
2019-06-16,59697
2019-06-17,59698
2019-06-18,59666
2019-06-19,59680
2019-06-20,59683
2019-06-21,59720
2019-06-22,59684
2019-06-23,59650
2019-06-24,59690
2019-06-25,59681
2019-06-26,59656
2019-06-27,59683
2019-06-28,59691
2019-06-29,59698
2019-06-30,59693
2019-07-01,59712
2019-07-02,59682
2019-07-03,59704
2019-07-04,59709
2019-07-05,59684
2019-07-06,59709
2019-07-07,59711
2019-07-08,59710
2019-07-09,59716
2019-07-10,59674
2019-07-11,59726
2019-07-12,59693
2019-07-13,59752
2019-07-14,59728
2019-07-15,59667
2019-07-16,59662
2019-07-17,59663
2019-07-18,59647
2019-07-19,59655
2019-07-20,59685
2019-07-21,59671
2019-07-22,59666
2019-07-23,59683
2019-07-24,59560
2019-07-25,59590
2019-07-26,59646
2019-07-27,59634
2019-07-28,59599
2019-07-29,59414
2019-07-30,59633
2019-07-31,59980
2019-08-01,60284
2019-08-02,59700
2019-08-03,59570
2019-08-04,59637
2019-08-05,59697
2019-08-06,59624
2019-08-07,59672
2019-08-08,59687
2019-08-09,59673
2019-08-10,59650
2019-08-11,59678
2019-08-12,59610
2019-08-13,59604
2019-08-14,59660
2019-08-15,59654
2019-08-16,59642
2019-08-17,59570
2019-08-18,59580
2019-08-19,59633
2019-08-20,59615
2019-08-21,59607
2019-08-22,59572
2019-08-23,59590
2019-08-24,59565
2019-08-24,59565
2019-08-25,59545
2019-08-25,59545
2019-08-26,59577
2019-08-26,59577
2019-08-27,59579
2019-08-27,59579
2019-08-28,59626
2019-08-29,59608
2019-08-30,59635
2019-08-31,59654
2019-09-01,59618
2019-09-02,59625
2019-09-03,59599
2019-09-04,59630
2019-09-05,59676
2019-09-06,59572
2019-09-07,59614
2019-09-08,59618
2019-09-09,59605
2019-09-10,59610
2019-09-11,59634
2019-09-12,59621
2019-09-13,59621
2019-09-14,59598
2019-09-15,59640
2019-09-16,59629
2019-09-17,59641
2019-09-18,59623
2019-09-19,59629
2019-09-20,59576
2019-09-21,59600
2019-09-22,59612
2019-09-23,59598
2019-09-24,59650
2019-09-25,59607
2019-09-26,59621
2019-09-27,59646
2019-09-28,59635
2019-09-29,59551
2019-09-30,59622
2019-10-01,59615
2019-10-02,59582
2019-10-03,59601
2019-10-04,59623
2019-10-05,59644
2019-10-06,59632
2019-10-07,59597
2019-10-08,59600
2019-10-09,59670
2019-10-10,59595
2019-10-11,59586
2019-10-12,59563
2019-10-13,59612
2019-10-14,59628
2019-10-15,59644
2019-10-16,59598
2019-10-17,59572
2019-10-18,59544
2019-10-19,59597
2019-10-20,59588
2019-10-21,59580
2019-10-22,59458
2019-10-23,59545
2019-10-24,59513
2019-10-25,59523
2019-10-26,59538
2019-10-27,59490
2019-10-28,59537
2019-10-29,59549
2019-10-30,59566
2019-10-31,59577
2019-11-01,59599
2019-11-02,59562
2019-11-03,59570
2019-11-04,59589
2019-11-05,59592
2019-11-06,59545
2019-11-07,59546
2019-11-08,59544
2019-11-09,59527
2019-11-10,59491
2019-11-11,59511
2019-11-12,59647
2019-11-13,59819
2019-11-14,59623
2019-11-15,59781
2019-11-16,59875
2019-11-17,59624
2019-11-18,59549
2019-11-19,59548
2019-11-20,59582
2019-11-21,59571
2019-11-22,59613
2019-11-23,59550
2019-11-24,59507
2019-11-25,60031
2019-11-26,59738
2019-11-27,59757
2019-11-28,59660
2019-11-29,59681
2019-11-30,59638
2019-12-01,59531
2019-12-02,59599
2019-12-03,59542
2019-12-04,59424
2019-12-05,59394
2019-12-06,59457
2019-12-07,59494
2019-12-08,59532
2019-12-09,59385
2019-12-10,59520
2019-12-11,59524
2019-12-12,59510
2019-12-13,59568
2019-12-14,59543
2019-12-15,59543
2019-12-16,59567
2019-12-17,59560
2019-12-18,59598
2019-12-19,59553
2019-12-20,59603
2019-12-21,59571
2019-12-22,59585
2019-12-23,59580
2019-12-24,59636
2019-12-25,59589
2019-12-26,59546
2019-12-27,59579
2019-12-28,59592
2019-12-29,59557
2019-12-30,59593
2019-12-31,59661
2020-01-01,59551
2020-01-02,59579
2020-01-03,59575
2020-01-04,59534
2020-01-05,59532
2020-01-06,59572
2020-01-07,59593
2020-01-08,59596
2020-01-09,59598
2020-01-10,59536
2020-01-11,59596
2020-01-12,59543
2020-01-13,59596
2020-01-14,59608
2020-01-15,59606
2020-01-16,59587
2020-01-17,59591
2020-01-18,59583
2020-01-19,59588
2020-01-20,59545
2020-01-21,59610
2020-01-22,59517
2020-01-23,59563
2020-01-24,59597
2020-01-25,59590
2020-01-26,59487
2020-01-27,59530
2020-01-28,59543
2020-01-29,59583
2020-01-30,59540
2020-01-31,59558
2020-02-01,59520
2020-02-02,59503
2020-02-03,59566
2020-02-04,59541
2020-02-05,59467
2020-02-06,59372
2020-02-07,58740
2020-02-08,59302
2020-02-09,59427
2020-02-10,59467
2020-02-11,59451
2020-02-12,59430
2020-02-13,59432
2020-02-14,59480
2020-02-15,59465
2020-02-16,59454
2020-02-17,59511
2020-02-18,59550
2020-02-19,59583
2020-02-20,59491
2020-02-21,59458
2020-02-22,59549
2020-02-23,59444
2020-02-24,59524
2020-02-25,59467
2020-02-26,59516
2020-02-27,59495
2020-02-28,59541
2020-02-29,59512
2020-03-01,59519
2020-03-02,59547
2020-03-03,59576
2020-03-04,59574
2020-03-05,59501
2020-03-06,59514
2020-03-07,59519
2020-03-08,59560
2020-03-09,59605
2020-03-10,60005
2020-03-11,59707
2020-03-12,59535
2020-03-13,59607
2020-03-14,59617
2020-03-15,59653
2020-03-16,59537
2020-03-17,59464
2020-03-18,59526
2020-03-19,59564
2020-03-20,59518
2020-03-21,59598
2020-03-22,59552
2020-03-23,59568
2020-03-24,59579
2020-03-25,59610
2020-03-26,59614
2020-03-27,59580
2020-03-28,59554
2020-03-29,59507
2020-03-30,59555
2020-03-31,59631
2020-04-01,59576
2020-04-02,59602
2020-04-03,59582
2020-04-04,59567
2020-04-05,59604
2020-04-06,59626
2020-04-07,59580
2020-04-08,59565
2020-04-09,59627
2020-04-10,59610
2020-04-11,59620
2020-04-12,59579
2020-04-13,59571
2020-04-14,59543
2020-04-15,59543
2020-04-16,59650
2020-04-17,59585
2020-04-18,59620
2020-04-19,59574
2020-04-20,59566
2020-04-21,59597
2020-04-22,59634
2020-04-23,59692
2020-04-24,59660
2020-04-25,59598
2020-04-26,59580
2020-04-27,59606
2020-04-28,59542
2020-04-29,59552
2020-04-30,59556
2020-05-01,59590
2020-05-02,59572
2020-05-03,59552
2020-05-04,59536
2020-05-05,59578
2020-05-06,59573
2020-05-07,59570
2020-05-08,59593
2020-05-09,59607
2020-05-10,59609
2020-05-11,59543
2020-05-12,59561
2020-05-13,59582
