date_obj,Green%20dragon%20mask price
2018-03-02,5718
2018-03-03,5757
2018-03-04,5757
2018-03-05,5813
2018-03-06,5813
2018-03-07,5911
2018-03-08,5911
2018-03-09,5962
2018-03-10,6008
2018-03-11,5946
2018-03-12,5910
2018-03-13,5958
2018-03-14,5908
2018-03-15,5908
2018-03-16,5865
2018-03-17,5972
2018-03-18,6111
2018-03-19,6111
2018-03-20,6146
2018-03-21,6146
2018-03-23,6134
2018-03-24,6240
2018-03-25,6259
2018-03-26,6259
2018-03-27,6295
2018-03-28,6295
2018-03-29,6109
2018-03-30,6109
2018-03-31,6066
2018-04-01,6066
2018-04-02,6125
2018-04-03,6125
2018-04-04,6106
2018-04-05,6106
2018-04-06,6004
2018-04-07,6004
2018-04-08,6072
2018-04-09,6133
2018-04-10,6133
2018-04-11,6261
2018-04-12,6313
2018-04-13,6313
2018-04-14,6307
2018-04-15,6255
2018-04-16,6255
2018-04-17,6220
2018-04-18,6220
2018-04-19,6206
2018-04-20,6206
2018-04-21,6409
2018-04-22,6409
2018-04-23,6545
2018-04-24,6545
2018-04-25,6737
2018-04-26,6737
2018-04-27,6768
2018-04-28,6811
2018-04-29,6749
2018-04-30,6545
2018-05-01,6463
2018-05-04,6329
2018-05-05,6450
2018-05-06,6450
2018-05-07,6600
2018-05-08,6600
2018-05-09,6652
2018-05-10,6724
2018-05-11,6724
2018-05-12,6692
2018-05-13,6692
2018-05-14,6719
2018-05-15,6719
2018-05-16,6719
2018-05-17,6719
2018-05-18,6769
2018-05-19,6769
2018-05-20,6767
2018-05-21,6654
2018-05-22,6654
2018-05-23,6653
2018-05-24,6653
2018-05-25,6647
2018-05-26,6519
2018-05-27,6519
2018-05-28,6316
2018-05-29,6132
2018-05-30,6132
2018-05-31,6221
2018-06-01,6221
2018-06-02,6145
2018-06-03,6145
2018-06-04,6139
2018-06-05,6177
2018-06-06,6139
2018-06-07,6139
2018-06-08,6104
2018-06-09,6104
2018-06-10,6091
2018-06-11,6091
2018-06-12,6128
2018-06-13,6254
2018-06-14,6431
2018-06-15,6431
2018-06-16,6507
2018-06-17,6486
2018-06-18,6486
2018-06-19,6411
2018-06-20,6411
2018-06-21,6274
2018-06-22,6203
2018-06-23,6203
2018-06-24,6030
2018-06-25,6061
2018-06-26,6061
2018-06-27,5939
2018-06-28,5967
2018-06-29,5870
2018-06-30,5870
2018-07-01,5862
2018-07-02,5862
2018-07-03,5830
2018-07-04,5830
2018-07-05,5886
2018-07-06,5889
2018-07-07,5889
2018-07-08,5823
2018-07-09,5853
2018-07-10,5846
2018-07-11,5805
2018-07-12,5805
2018-07-13,5828
2018-07-14,5745
2018-07-15,5745
2018-07-16,5734
2018-07-17,5756
2018-07-18,5858
2018-07-19,5858
2018-07-20,6003
2018-07-21,6109
2018-07-22,6081
2018-07-23,6058
2018-07-24,6095
2018-07-25,6095
2018-07-26,6098
2018-07-27,6152
2018-07-28,6159
2018-07-29,6113
2018-07-30,6095
2018-07-31,6225
2018-08-01,6225
2018-08-02,6314
2018-08-03,6301
2018-08-04,6387
2018-08-05,6337
2018-08-06,6225
2018-08-07,6175
2018-08-08,6147
2018-08-09,6147
2018-08-10,6125
2018-08-11,6119
2018-08-12,6134
2018-08-14,6142
2018-08-16,6125
2018-08-17,6060
2018-08-18,6140
2018-08-19,6177
2018-08-20,6282
2018-08-21,6403
2018-08-22,6490
2018-08-23,6537
2018-08-24,6424
2018-08-25,6446
2018-08-26,6390
2018-08-27,6404
2018-08-28,6477
2018-08-29,6547
2018-08-30,6500
2018-08-31,6551
2018-09-01,6597
2018-09-02,6826
2018-09-03,6785
2018-09-04,6759
2018-09-05,6980
2018-09-06,6980
2018-09-07,7123
2018-09-08,7166
2018-09-09,7197
2018-09-10,7253
2018-09-11,7253
2018-09-12,7328
2018-09-13,7331
2018-09-14,7352
2018-09-15,7337
2018-09-16,7390
2018-09-17,7301
2018-09-18,7237
2018-09-19,7203
2018-09-20,7390
2018-09-21,7162
2018-09-22,7163
2018-09-23,7093
2018-09-24,7121
2018-09-25,6937
2018-09-26,6844
2018-09-27,6944
2018-09-28,6914
2018-09-29,7067
2018-09-30,7029
2018-10-01,7026
2018-10-02,7106
2018-10-03,7301
2018-10-04,7301
2018-10-05,7462
2018-10-06,7441
2018-10-07,7441
2018-10-08,7410
2018-10-09,7536
2018-10-10,7670
2018-10-11,7851
2018-10-12,7851
2018-10-13,8097
2018-10-14,8413
2018-10-15,8648
2018-10-16,8592
2018-10-17,8905
2018-10-18,9255
2018-10-19,9673
2018-10-20,9673
2018-10-21,9792
2018-10-22,9684
2018-10-23,9684
2018-10-24,9737
2018-10-25,9855
2018-10-26,9946
2018-10-27,10008
2018-10-28,9922
2018-10-29,9922
2018-10-30,9726
2018-10-31,9582
2018-11-01,9468
2018-11-03,9239
2018-11-04,9167
2018-11-05,9294
2018-11-06,9373
2018-11-07,9442
2018-11-08,9565
2018-11-09,9560
2018-11-10,9526
2018-11-11,9603
2018-11-12,9697
2018-11-13,9904
2018-11-14,10218
2018-11-15,10390
2018-11-16,10175
2018-11-17,10354
2018-11-18,10560
2018-11-19,10382
2018-11-20,10615
2018-11-21,11000
2018-11-22,11485
2018-11-23,11852
2018-11-24,12161
2018-11-25,12361
2018-11-26,12774
2018-11-27,12973
2018-11-28,13200
2018-11-29,13732
2018-12-01,14299
2018-12-02,14578
2018-12-03,14916
2018-12-04,15056
2018-12-05,15108
2018-12-07,15407
2018-12-09,15001
2018-12-10,14653
2018-12-11,14261
2018-12-12,13877
2018-12-13,13499
2018-12-14,13061
2018-12-15,12907
2018-12-16,12327
2018-12-17,11735
2018-12-18,11268
2018-12-19,10803
2018-12-20,10318
2018-12-21,9823
2018-12-22,9359
2018-12-23,9000
2018-12-24,8810
2018-12-25,8641
2018-12-26,8341
2018-12-27,8117
2018-12-28,8008
2018-12-29,7922
2018-12-30,7757
2018-12-31,7539
2019-01-01,7410
2019-01-02,7201
2019-01-03,7078
2019-01-04,6966
2019-01-05,6911
2019-01-06,6811
2019-01-08,6482
2019-01-10,6374
2019-01-11,6353
2019-01-12,6238
2019-01-13,6068
2019-01-14,5953
2019-01-15,5879
2019-01-16,5936
2019-01-17,6044
2019-01-18,6004
2019-01-19,5998
2019-01-20,6019
2019-01-21,6059
2019-01-22,6191
2019-01-23,6286
2019-01-24,6336
2019-01-25,6383
2019-01-26,6336
2019-01-27,6275
2019-01-28,6296
2019-01-29,6193
2019-01-30,6102
2019-01-31,6071
2019-02-01,6028
2019-02-02,6020
2019-02-03,5978
2019-02-04,5924
2019-02-05,5908
2019-02-06,6008
2019-02-07,6133
2019-02-08,6043
2019-02-09,6060
2019-02-10,6093
2019-02-11,6088
2019-02-12,6134
2019-02-13,6083
2019-02-14,6131
2019-02-15,6096
2019-02-16,6057
2019-02-17,6088
2019-02-18,6106
2019-02-19,6101
2019-02-20,6003
2019-02-21,5868
2019-02-22,5943
2019-02-23,6003
2019-02-24,6069
2019-02-25,6097
2019-02-26,6172
2019-02-27,6193
2019-02-28,6184
2019-03-01,6277
2019-03-02,6310
2019-03-03,6315
2019-03-04,6198
2019-03-05,6059
2019-03-06,5972
2019-03-07,5867
2019-03-08,5910
2019-03-09,5867
2019-03-10,5844
2019-03-11,5874
2019-03-12,5885
2019-03-13,5885
2019-03-14,5888
2019-03-15,5877
2019-03-16,5832
2019-03-17,5932
2019-03-18,5932
2019-03-19,5857
2019-03-20,5842
2019-03-21,5878
2019-03-22,6051
2019-03-23,6064
2019-03-24,5994
2019-03-25,5994
2019-03-26,5951
