date_obj,Green%20dragon%20mask price
2015-03-26,20011
2015-03-27,20011
2015-03-28,19172
2015-03-29,18585
2015-03-30,17890
2015-03-31,17351
2015-04-01,16862
2015-04-02,16339
2015-04-03,15604
2015-04-04,15266
2015-04-05,15080
2015-04-06,15221
2015-04-07,15068
2015-04-08,15068
2015-04-09,15074
2015-04-10,14592
2015-04-11,14058
2015-04-12,13876
2015-04-13,13844
2015-04-14,13844
2015-04-15,13541
2015-04-16,13606
2015-04-17,14160
2015-04-18,13725
2015-04-19,13667
2015-04-20,13081
2015-04-21,12657
2015-04-22,12234
2015-04-23,11879
2015-04-24,11716
2015-04-25,11679
2015-04-26,11377
2015-04-27,11136
2015-04-28,10881
2015-04-29,10881
2015-04-30,10725
2015-05-01,10292
2015-05-02,10158
2015-05-03,10158
2015-05-04,10246
2015-05-05,10356
2015-05-06,9945
2015-05-07,9712
2015-05-08,9596
2015-05-09,9486
2015-05-10,9450
2015-05-11,9450
2015-05-12,9568
2015-05-13,9597
2015-05-14,9457
2015-05-15,9161
2015-05-16,9161
2015-05-17,8957
2015-05-18,8750
2015-05-19,8701
2015-05-20,8701
2015-05-21,8621
2015-05-22,8506
2015-05-23,8422
2015-05-24,8467
2015-05-25,8377
2015-05-26,8527
2015-05-27,8532
2015-05-28,8399
2015-05-29,8301
2015-05-30,8232
2015-05-31,8232
2015-06-01,8195
2015-06-02,8195
2015-06-03,8026
2015-06-04,8130
2015-06-05,8169
2015-06-06,8367
2015-06-07,8439
2015-06-08,8439
2015-06-09,8437
2015-06-10,8465
2015-06-11,8465
2015-06-12,8240
2015-06-13,8003
2015-06-14,8148
2015-06-15,8148
2015-06-16,8530
2015-06-17,8946
2015-06-18,9076
2015-06-19,9275
2015-06-20,9477
2015-06-21,9477
2015-06-22,9718
2015-06-23,9718
2015-06-24,10092
2015-06-25,10092
2015-06-26,10236
2015-06-27,10236
2015-06-28,10345
2015-06-29,10345
2015-06-30,10333
2015-07-01,10129
2015-07-02,10129
2015-07-03,10270
2015-07-04,10270
2015-07-05,9991
2015-07-06,9983
2015-07-07,10041
2015-07-08,10076
2015-07-09,10076
2015-07-10,9936
2015-07-11,9936
2015-07-12,9838
2015-07-13,9741
2015-07-14,9970
2015-07-15,9857
2015-07-16,10015
2015-07-17,10146
2015-07-18,10146
2015-07-19,10190
2015-07-20,10326
2015-07-21,10326
2015-07-22,10328
2015-07-23,10328
2015-07-24,10430
2015-07-25,10580
2015-07-26,10580
2015-07-27,10399
2015-07-28,10662
2015-07-29,10433
2015-07-30,10433
2015-07-31,10421
2015-08-01,10344
2015-08-02,10429
2015-08-03,10392
2015-08-04,10392
2015-08-05,10429
2015-08-06,10623
2015-08-07,10747
2015-08-08,11089
2015-08-09,10925
2015-08-10,10915
2015-08-11,10993
2015-08-12,10993
2015-08-13,11163
2015-08-14,10864
2015-08-15,10864
2015-08-16,10634
2015-08-17,10105
2015-08-18,9935
2015-08-19,9695
2015-08-20,9695
2015-08-21,9619
2015-08-22,9890
2015-08-23,9890
2015-08-24,9760
2015-08-25,9760
2015-08-26,10078
2015-08-27,9970
2015-08-28,9970
2015-08-29,9845
2015-08-30,9845
2015-08-31,9612
2015-09-01,9516
2015-09-02,9516
2015-09-03,9691
2015-09-04,9606
2015-09-05,9606
2015-09-06,9397
2015-09-07,9237
2015-09-08,9074
2015-09-09,9045
2015-09-10,9043
2015-09-11,9111
2015-09-12,9019
2015-09-13,8775
2015-09-14,8618
2015-09-15,8520
2015-09-16,8520
2015-09-17,8606
2015-09-18,8606
2015-09-19,8544
2015-09-20,8544
2015-09-21,8507
2015-09-22,8444
2015-09-23,8471
2015-09-24,8471
2015-09-25,8251
2015-09-27,8437
2015-09-28,8215
2015-09-29,8215
2015-09-30,8252
2015-10-05,8541
2015-10-06,8644
2015-10-07,8644
2015-10-08,9035
2015-10-09,9440
2015-10-10,9440
2015-10-11,9588
2015-10-12,9878
2015-10-13,9878
2015-10-14,9954
2015-10-15,10307
2015-10-16,10638
2015-10-17,10638
2015-10-18,10757
2015-10-19,11094
2015-10-20,11369
2015-10-22,11555
2015-10-23,11727
2015-10-24,11727
2015-10-25,11655
2015-10-26,11760
2015-10-27,11760
2015-10-29,11760
2015-10-30,11640
2015-10-31,11883
2015-11-01,11883
2015-11-02,11831
2015-11-03,11831
2015-11-04,11884
2015-11-05,12196
2015-11-06,12196
2015-11-07,12209
2015-11-08,12209
2015-11-09,12428
2015-11-10,12428
2015-11-11,12324
2015-11-12,12324
2015-11-13,12511
2015-11-14,12511
2015-11-15,12420
2015-11-16,12420
2015-11-17,12596
2015-11-18,12596
2015-11-19,12237
2015-11-20,12131
2015-11-21,12131
2015-11-22,11750
2015-11-23,11750
2015-11-24,11485
2015-11-25,11198
2015-11-26,11198
2015-11-27,11033
2015-11-28,11033
2015-11-29,10722
2015-11-30,10314
2015-12-01,10314
2015-12-02,10089
2015-12-03,9886
2015-12-04,9886
2015-12-05,9852
2015-12-06,9392
2015-12-07,9392
2015-12-08,9269
2015-12-09,9204
2015-12-10,9204
2015-12-11,9220
2015-12-12,8987
2015-12-13,8928
2015-12-14,8928
2015-12-15,8816
2015-12-16,8810
2015-12-17,8810
2015-12-18,9108
2015-12-19,9108
2015-12-20,9313
2015-12-21,9313
2015-12-22,9267
2015-12-23,9267
2015-12-24,9201
2015-12-25,9201
2015-12-26,9125
2015-12-27,9125
2015-12-28,9125
2015-12-29,9048
2015-12-30,8948
2015-12-31,8948
2016-01-01,8720
2016-01-02,8720
2016-01-03,8708
2016-01-04,8657
2016-01-05,8657
2016-01-06,8572
2016-01-07,8572
2016-01-08,8601
2016-01-09,8601
2016-01-10,8622
2016-01-11,8589
2016-01-12,8672
2016-01-13,8672
2016-01-14,8534
2016-01-15,8808
2016-01-16,8583
2016-01-17,8294
2016-01-18,8447
2016-01-19,8447
2016-01-20,8441
2016-01-21,8408
2016-01-22,8306
2016-01-23,8306
2016-01-24,8236
2016-01-25,8226
2016-01-26,8226
2016-01-27,8075
2016-01-28,8075
2016-01-29,7974
2016-01-30,7974
2016-01-31,7954
2016-02-01,7566
2016-02-02,7566
2016-02-03,7366
2016-02-04,7366
2016-02-05,7157
2016-02-06,6860
2016-02-07,6860
2016-02-08,6778
2016-02-09,6778
2016-02-10,6629
2016-02-11,6629
2016-02-12,6557
2016-02-13,6656
2016-02-14,6656
2016-02-15,6542
2016-02-16,6542
2016-02-17,6603
2016-02-18,6603
2016-02-19,6588
2016-02-20,6773
2016-02-21,6844
2016-02-22,6844
2016-02-23,6819
2016-02-24,6819
2016-02-25,6905
2016-02-26,6905
2016-02-27,6973
2016-02-28,6973
2016-02-29,6895
2016-03-01,7046
2016-03-02,7046
2016-03-03,7029
2016-03-04,7069
2016-03-05,7178
2016-03-06,7180
2016-03-07,7180
2016-03-08,7209
2016-03-09,7506
2016-03-10,7651
2016-03-11,7651
2016-03-12,7681
2016-03-13,7705
2016-03-14,7598
2016-03-15,7450
2016-03-16,7394
2016-03-17,7394
2016-03-18,7300
2016-03-19,7377
2016-03-20,7548
2016-03-21,7548
2016-03-22,7445
2016-03-23,7329
2016-03-24,7329
2016-03-25,7188
2016-03-26,7182
2016-03-27,7182
2016-03-28,7006
2016-03-29,6697
2016-03-30,6697
2016-03-31,6395
2016-04-01,6376
2016-04-02,6306
2016-04-03,6424
2016-04-04,6306
2016-04-05,6362
2016-04-06,6455
2016-04-07,6636
2016-04-08,6650
2016-04-09,6820
2016-04-10,6855
2016-04-11,6855
2016-04-12,6944
2016-04-13,6745
2016-04-14,6574
2016-04-15,6511
2016-04-16,6511
2016-04-17,6593
2016-04-18,6583
2016-04-19,6515
2016-04-20,6551
2016-04-21,6551
2016-04-22,6459
2016-04-23,6575
2016-04-24,6641
2016-04-25,6674
2016-04-26,6746
2016-04-27,6827
2016-04-28,6827
2016-04-29,6766
2016-04-30,6849
2016-05-01,6849
2016-05-02,6870
2016-05-03,6868
2016-05-04,6916
2016-05-05,6858
2016-05-06,6858
2016-05-07,6887
2016-05-08,6887
2016-05-09,6995
2016-05-10,7150
2016-05-11,7150
2016-05-12,7190
2016-05-13,7214
2016-05-14,7073
2016-05-15,6979
2016-05-16,6979
2016-05-17,6939
2016-05-18,6927
2016-05-19,6927
2016-05-22,7263
2016-05-23,7485
2016-05-24,7614
2016-05-25,7614
2016-05-26,7796
2016-05-27,8047
2016-05-28,8047
2016-05-29,8363
2016-05-30,8363
2016-05-31,8722
2016-06-01,9055
2016-06-02,9453
2016-06-03,9453
2016-06-04,9904
2016-06-05,9904
2016-06-06,10228
2016-06-07,10228
2016-06-08,10373
2016-06-09,10116
2016-06-10,10169
2016-06-11,10169
2016-06-12,10049
2016-06-13,10049
2016-06-14,9546
2016-06-15,9102
2016-06-16,9102
2016-06-17,8791
2016-06-18,8791
2016-06-19,8715
2016-06-20,8594
2016-06-21,8500
2016-06-22,8398
2016-06-23,8471
2016-06-24,8471
2016-06-25,8553
2016-06-26,8553
2016-06-27,8321
2016-06-28,8351
2016-06-29,8293
2016-06-30,8237
2016-07-01,8032
2016-07-02,7966
2016-07-03,7966
2016-07-04,7959
2016-07-05,7959
2016-07-06,7846
2016-07-07,7747
2016-07-08,7577
2016-07-09,7323
2016-07-10,7052
2016-07-11,6799
2016-07-12,6506
2016-07-13,6462
2016-07-14,6470
2016-07-15,6465
2016-07-16,6492
2016-07-17,6384
2016-07-18,6376
2016-07-23,6313
2016-07-24,6168
2016-07-25,6168
2016-07-26,5995
2016-07-27,5995
2016-07-28,5986
2016-07-29,6002
2016-07-30,6019
2016-07-31,6019
2016-08-01,6038
2016-08-02,5952
2016-08-03,5953
2016-08-04,5953
2016-08-05,5974
2016-08-06,6000
2016-08-07,6010
2016-08-08,6010
2016-08-09,5887
2016-08-10,5887
2016-08-11,5722
2016-08-12,5722
2016-08-13,5615
2016-08-14,5615
2016-08-15,5596
2016-08-16,5596
2016-08-17,5722
2016-08-18,5722
2016-08-19,5708
2016-08-20,5828
2016-08-21,5828
2016-08-22,5826
2016-08-23,5826
2016-08-24,5924
2016-08-25,5924
2016-08-26,5856
2016-08-28,5833
2016-08-31,6034
2016-09-01,6100
2016-09-02,6100
2016-09-03,6100
2016-09-04,6061
2016-09-05,6061
2016-09-06,5961
2016-09-07,5961
2016-09-08,5961
2016-09-09,5825
2016-09-10,5703
2016-09-11,5703
2016-09-12,5681
2016-09-13,5681
2016-09-14,5696
2016-09-15,5696
2016-09-16,5646
2016-09-17,5628
2016-09-18,5628
2016-09-19,5569
2016-09-20,5569
2016-09-21,5724
2016-09-22,5851
2016-09-23,5851
2016-09-24,5851
2016-09-25,5872
2016-09-26,5872
2016-09-27,5838
2016-09-28,5838
2016-09-29,5780
2016-09-30,5723
2016-10-01,5723
2016-10-02,5705
2016-10-03,5705
2016-10-04,5750
2016-10-05,5750
2016-10-06,5782
2016-10-07,5782
2016-10-08,5849
2016-10-09,5849
2016-10-10,5849
2016-10-11,5860
2016-10-12,5860
2016-10-13,5905
2016-10-14,5905
2016-10-15,5914
2016-10-16,5914
2016-10-17,5908
2016-10-18,5908
2016-10-19,5920
2016-10-20,5920
2016-10-21,5925
2016-10-22,5925
2016-10-23,5930
2016-10-24,5949
2016-10-25,5949
2016-10-26,5850
2016-10-27,5850
2016-10-28,6002
2016-10-29,5926
2016-10-30,5968
2016-10-31,5937
2016-11-01,5937
2016-11-02,5880
2016-11-03,5880
2016-11-04,5904
2016-11-05,5904
2016-11-06,5929
2016-11-07,5929
2016-11-08,5934
2016-11-09,5944
2016-11-10,5902
2016-11-11,5902
2016-11-12,5750
2016-11-13,5750
2016-11-14,5793
2016-11-15,5862
2016-12-07,6158
2016-12-08,6183
2016-12-09,6183
2016-12-10,6033
2016-12-11,5916
2016-12-12,5916
2016-12-13,5896
2016-12-14,5924
2016-12-15,5924
2016-12-16,5974
2016-12-17,5969
2016-12-18,5969
2016-12-19,5955
2016-12-20,5946
2016-12-21,5872
2016-12-22,5872
2016-12-23,5878
2016-12-24,5878
2016-12-25,5883
2016-12-26,5883
2016-12-27,5884
2016-12-28,5926
2016-12-29,5926
2016-12-30,5974
2016-12-31,5913
2017-01-01,5913
2017-01-02,5821
2017-01-03,5821
2017-01-04,5781
2017-01-05,5781
2017-01-06,5876
2017-01-07,6002
2017-01-08,6024
2017-01-09,6126
2017-01-10,6126
2017-01-11,6123
2017-01-12,5973
2017-01-13,5973
2017-01-14,5902
2017-01-15,5892
2017-01-16,5947
2017-01-17,6066
2017-01-18,6113
2017-01-19,6113
2017-01-20,6026
2017-01-21,5858
2017-01-22,5858
2017-01-23,5869
2017-01-27,6029
2017-01-28,5954
2017-01-29,5952
2017-01-30,5952
2017-01-31,5972
2017-02-01,5986
2017-02-02,6048
2017-02-03,6011
2017-02-04,5931
2017-02-05,5931
2017-02-06,5858
2017-02-07,5953
2017-02-08,5942
2017-02-09,5942
2017-02-10,5878
2017-02-11,5908
2017-02-12,5908
2017-02-13,6009
2017-02-14,6168
2017-02-15,6168
2017-02-16,6266
2017-02-18,6229
2017-02-19,6102
2017-02-20,6102
2017-02-21,6065
2017-02-22,6065
2017-02-23,5912
2017-02-24,5912
2017-02-25,5965
2017-02-26,6012
2017-02-27,5990
2017-02-28,5986
2017-03-01,6021
2017-03-02,6022
2017-03-03,6022
2017-03-04,5966
2017-03-05,5966
2017-03-06,5970
2017-03-07,6098
2017-03-08,6098
2017-03-09,6163
2017-03-10,6246
2017-03-11,6364
2017-03-12,6364
2017-03-13,6425
2017-03-14,6303
2017-03-15,6249
2017-03-16,6243
2017-03-17,6243
2017-03-18,6066
2017-03-19,6024
2017-03-20,6198
2017-03-21,6197
2017-03-22,6197
2017-03-23,6208
2017-03-24,6029
2017-03-25,6029
2017-03-26,6073
2017-03-27,6071
2017-03-28,6155
2017-03-29,6201
2017-03-30,6341
2017-03-31,6501
2017-04-01,6576
2017-04-02,6695
2017-04-03,6787
2017-04-04,6636
2017-04-12,6642
2017-04-13,6679
2017-04-14,6700
2017-04-15,6724
2017-04-16,6586
2017-04-17,6418
2017-04-18,6418
2017-04-19,6421
2017-04-20,6421
2017-04-21,6493
2017-04-22,6171
2017-04-23,5877
2017-04-24,6151
2017-04-25,6077
2017-04-26,6077
2017-04-27,6224
2017-04-28,6115
2017-04-29,6190
2017-04-30,6140
2017-05-01,6055
2017-05-02,6039
2017-05-03,6039
2017-05-04,5893
2017-05-05,5879
2017-05-06,5879
2017-05-07,5892
2017-05-08,5916
2017-05-09,5957
2017-05-10,6008
2017-05-11,6017
2017-05-12,5982
2017-05-13,6090
2017-05-14,6090
2017-05-15,6055
2017-05-16,5994
2017-05-17,5994
2017-05-18,6149
2017-05-19,6149
2017-05-20,6222
2017-05-21,6222
2017-05-22,6047
2017-05-23,5841
2017-05-24,5875
2017-05-25,5875
2017-05-26,5933
2017-05-27,5870
2017-05-28,5870
2017-05-29,5924
2017-05-30,5924
2017-05-31,5936
2017-06-01,5926
2017-06-02,5914
2017-06-03,5914
2017-06-04,5932
2017-06-05,5932
2017-06-06,6002
2017-06-07,6038
2017-06-08,6038
2017-06-09,6040
2017-06-10,6125
2017-06-11,6064
2017-06-12,6064
2017-06-13,5846
2017-06-14,5745
2017-06-15,5745
2017-06-16,5695
2017-06-17,5806
2017-06-18,5766
2017-06-19,5766
2017-06-20,5891
2017-06-21,6033
2017-06-22,6033
2017-06-23,6081
2017-06-24,6109
2017-06-25,6109
2017-06-26,6179
2017-06-27,6281
2017-06-28,6281
2017-06-29,6184
2017-06-30,6103
2017-07-01,6103
2017-07-02,6185
2017-07-03,6323
2017-07-04,6221
2017-07-05,6221
2017-07-06,6143
2017-07-07,6143
2017-07-08,6083
2017-07-13,5733
2017-07-14,5758
2017-07-15,5758
2017-07-16,5824
2017-07-17,5791
2017-07-18,5762
2017-07-19,5762
2017-07-20,5880
2017-07-21,5760
2017-07-22,5844
2017-07-23,5982
2017-07-24,5982
2017-07-25,5974
2017-07-26,5960
2017-07-27,5976
2017-07-28,5976
2017-07-29,5889
2017-07-30,5928
2017-07-31,5928
2017-08-01,6054
2017-08-02,5953
2017-08-03,5799
2017-08-04,5799
2017-08-05,5775
2017-08-06,5775
2017-08-09,5761
2017-08-10,5746
2017-08-11,5746
2017-08-12,5790
2017-08-13,5820
2017-08-14,6025
2017-08-15,6008
2017-08-16,6180
2017-08-17,6460
2017-08-18,6460
2017-08-19,6469
2017-08-20,6592
2017-08-21,6592
2017-08-22,6659
2017-08-23,6760
2017-08-24,6760
2017-08-25,6686
2017-08-26,6921
2017-08-27,6834
2017-08-28,6661
2017-08-29,6661
2017-08-30,6541
2017-08-31,6444
2017-09-01,6444
2017-09-02,6426
2017-09-03,6426
2017-09-04,6410
2017-09-05,6338
2017-09-06,6361
2017-09-07,6263
2017-09-08,6263
2017-09-09,6164
2017-09-10,6375
2017-09-11,6375
2017-09-12,6345
2017-09-13,6244
2017-09-14,6228
2017-09-15,6228
2017-09-16,6378
2017-09-17,6341
2017-09-18,6341
2017-09-19,6259
2017-09-20,6154
2017-09-21,6084
2017-09-22,6242
2017-09-23,6242
2017-09-24,6389
2017-09-25,6389
2017-09-26,6313
2017-09-27,6313
2017-09-28,6316
2017-09-29,6256
2017-09-30,6256
2017-10-01,6196
2017-10-02,6242
2017-10-03,6242
2017-10-04,6164
2017-10-05,6185
2017-10-06,6185
2017-10-07,6274
2017-10-08,6496
2017-10-09,6496
2017-10-10,6339
2017-10-11,6339
2017-10-12,6498
2017-10-13,6576
2017-10-14,6576
2017-10-15,6556
2017-10-16,6635
2017-10-17,6635
2017-10-18,6561
2017-10-19,6561
2017-10-20,6515
2017-10-21,6515
2017-10-22,6395
2017-10-23,6395
2017-10-24,6391
2017-10-25,6355
2017-10-26,6355
2017-10-27,6495
2017-10-28,6495
2017-10-29,6502
2017-10-30,6392
2017-10-31,6259
2017-11-01,6259
2017-11-02,6070
2017-11-03,6070
2017-11-04,5950
2017-11-05,5950
2017-11-06,5935
2017-11-07,5789
2017-11-08,5845
2017-11-09,5882
2017-11-10,5882
2017-11-11,6039
2017-11-12,5764
2017-11-13,5723
2017-11-14,5723
2017-11-15,5740
2017-11-16,5756
2017-11-17,5860
2017-11-18,5860
2017-11-19,5838
2017-11-20,5958
2017-11-21,6003
2017-11-22,6003
2017-11-23,5945
2017-11-24,5945
2017-11-25,5777
2017-11-26,5751
2017-11-27,5751
2017-11-28,5746
2017-11-29,5752
2017-11-30,5752
2017-12-01,5733
2017-12-02,5733
2017-12-03,5700
2017-12-04,5700
2017-12-05,5743
2017-12-06,5743
2017-12-07,5784
2017-12-08,5784
2017-12-09,5883
2017-12-10,6004
2017-12-11,6107
2017-12-12,6107
2017-12-13,6038
2017-12-14,6038
2017-12-15,5984
2017-12-16,5984
2017-12-17,6023
2017-12-18,6115
2017-12-19,6115
2017-12-20,6040
2017-12-21,5915
2017-12-22,5952
2017-12-23,6106
2017-12-24,6106
2017-12-25,6005
2017-12-26,5877
2017-12-27,5715
2017-12-28,5715
2017-12-29,5675
2017-12-30,5671
2017-12-31,5703
2018-01-01,5847
2018-01-02,5945
2018-01-03,5875
2018-01-04,5943
2018-01-05,5952
2018-01-06,5870
2018-01-07,5870
2018-01-08,5733
2018-01-09,5756
2018-01-10,5756
2018-01-11,5763
2018-01-12,5791
2018-01-13,5744
2018-01-14,5665
2018-01-15,5647
2018-01-16,5702
2018-01-17,5732
2018-01-18,5734
2018-01-19,5734
2018-01-20,5784
2018-01-21,5784
2018-01-22,5829
2018-01-23,5891
2018-01-25,5833
2018-01-26,5872
2018-01-27,5899
2018-01-28,5962
2018-01-29,6008
2018-01-30,6061
2018-01-31,6080
2018-02-01,6080
2018-02-02,6071
2018-02-03,6027
2018-02-04,5941
2018-02-05,5941
2018-02-06,6035
2018-02-07,6176
2018-02-08,6176
2018-02-09,6186
2018-02-10,6186
2018-02-11,6188
2018-02-12,6045
2018-02-13,5954
2018-02-14,5878
2018-02-15,5878
2018-02-16,5894
2018-02-17,5856
2018-02-18,5861
2018-02-19,5837
2018-02-20,5837
2018-02-21,5839
2018-02-22,5839
2018-02-23,5839
2018-02-24,5839
2018-02-25,5895
2018-02-26,5947
2018-02-27,5914
2018-02-28,5914
2018-03-01,5769
