date_obj,Guthix%20platelegs price
2019-03-29,42073
2019-03-30,42073
2019-03-31,41962
2019-04-01,42492
2019-04-02,42559
2019-04-03,42703
2019-04-04,42743
2019-04-05,43067
2019-04-06,42657
2019-04-07,42848
2019-04-08,42742
2019-04-09,42548
2019-04-10,43000
2019-04-11,42676
2019-04-12,42193
2019-04-13,42264
2019-04-14,42070
2019-04-15,42595
2019-04-16,42798
2019-04-17,43368
2019-04-18,43497
2019-04-19,42821
2019-04-20,42990
2019-04-21,42526
2019-04-22,41993
2019-04-23,41841
2019-04-24,42273
2019-04-25,42466
2019-04-26,42359
2019-04-27,42859
2019-04-28,43156
2019-04-29,42598
2019-04-30,41901
2019-05-01,42016
2019-05-02,42348
2019-05-03,42272
2019-05-04,42052
2019-05-05,41417
2019-05-06,41719
2019-05-07,41861
2019-05-08,42350
2019-05-09,41823
2019-05-10,42050
2019-05-11,41666
2019-05-12,41885
2019-05-13,42075
2019-05-14,41935
2019-05-15,41935
2019-05-16,42101
2019-05-17,42101
2019-05-18,42062
2019-05-19,41870
2019-05-20,42025
2019-05-21,42489
2019-05-22,41881
2019-05-23,41708
2019-05-24,41904
2019-05-25,42188
2019-05-26,42318
2019-05-27,42338
2019-05-28,42394
2019-05-29,42590
2019-05-30,42403
2019-05-31,42457
2019-06-01,42343
2019-06-02,42079
2019-06-03,42055
2019-06-04,41515
2019-06-05,41621
2019-06-06,42032
2019-06-07,42562
2019-06-08,42047
2019-06-09,41300
2019-06-10,41300
2019-06-11,41128
2019-06-12,41272
2019-06-13,42253
2019-06-14,42486
2019-06-15,42204
2019-06-16,42413
2019-06-17,42711
2019-06-18,43074
2019-06-19,42832
2019-06-20,42420
2019-06-21,42006
2019-06-22,41786
2019-06-23,42367
2019-06-24,42789
2019-06-25,42654
2019-06-26,42362
2019-06-27,42613
2019-06-28,42613
2019-06-29,41967
2019-06-30,41945
2019-07-01,41945
2019-07-02,42630
2019-07-03,41995
2019-07-04,41995
2019-07-05,42236
2019-07-06,41638
2019-07-07,42363
2019-07-08,42805
2019-07-09,42785
2019-07-10,43041
2019-07-11,42750
2019-07-12,42802
2019-07-13,42802
2019-07-14,42598
2019-07-15,42775
2019-07-16,41676
2019-07-17,41704
2019-07-18,41954
2019-07-19,41787
2019-07-20,42192
2019-07-21,42714
2019-07-22,42488
2019-07-23,42023
2019-07-24,42023
2019-07-25,42010
2019-07-26,41702
2019-07-27,41804
2019-07-28,42156
2019-07-29,42405
2019-07-30,42011
2019-07-31,41689
2019-08-01,42137
2019-08-02,42093
2019-08-03,42436
2019-08-04,42436
2019-08-05,41605
2019-08-06,42042
2019-08-07,42944
2019-08-08,42944
2019-08-09,43345
2019-08-10,43302
2019-08-11,43302
2019-08-12,42345
2019-08-13,42227
2019-08-14,41768
2019-08-15,41580
2019-08-16,41961
2019-08-17,41961
2019-08-18,42462
2019-08-19,42761
2019-08-20,43411
2019-08-21,42756
2019-08-22,41777
2019-08-23,41777
2019-08-24,42469
2019-08-24,42469
2019-08-25,42469
2019-08-25,42469
2019-08-26,41366
2019-08-26,41366
2019-08-27,42462
2019-08-27,42462
2019-08-28,43327
2019-08-29,43368
2019-08-30,43168
2019-08-31,43168
2019-09-01,42987
2019-09-02,42987
2019-09-03,43080
2019-09-04,43826
2019-09-05,43826
2019-09-06,43581
2019-09-07,43697
2019-09-08,44116
2019-09-09,44116
2019-09-10,43428
2019-09-11,42745
2019-09-12,42745
2019-09-13,44027
2019-09-14,44250
2019-09-15,43791
2019-09-16,43158
2019-09-17,43296
2019-09-18,42509
2019-09-19,42509
2019-09-20,42397
2019-09-21,41613
2019-09-22,40615
2019-09-23,40273
2019-09-24,40273
2019-09-25,39867
2019-09-26,40199
2019-09-27,40199
2019-09-28,39949
2019-09-29,39949
2019-09-30,39581
2019-10-01,40120
2019-10-02,40120
2019-10-03,39975
2019-10-04,39975
2019-10-05,39994
2019-10-06,39969
2019-10-07,39969
2019-10-08,39736
2019-10-09,39736
2019-10-10,39588
2019-10-11,39588
2019-10-12,39998
2019-10-13,40169
2019-10-14,41061
2019-10-15,41061
2019-10-16,41074
2019-10-17,41074
2019-10-18,40361
2019-10-19,40076
2019-10-20,39916
2019-10-21,39916
2019-10-22,39293
2019-10-23,39068
2019-10-24,39291
2019-10-25,39198
2019-10-26,39341
2019-10-27,39369
2019-10-28,39485
2019-10-29,39485
2019-10-30,39327
2019-10-31,38774
2019-11-01,38159
2019-11-02,38299
2019-11-03,37812
2019-11-04,37514
2019-11-05,37514
2019-11-06,38456
2019-11-07,39070
2019-11-08,40085
2019-11-09,40490
2019-11-10,40216
2019-11-11,40334
2019-11-12,40334
2019-11-13,39833
2019-11-14,39232
2019-11-15,39558
2019-11-16,39994
2019-11-17,39994
2019-11-18,40002
2019-11-19,40002
2019-11-20,40237
2019-11-21,40237
2019-11-22,40173
2019-11-23,40918
2019-11-24,40926
2019-11-25,41182
2019-11-26,40942
2019-11-27,40942
2019-11-28,40470
2019-11-29,40470
2019-11-30,40932
2019-12-01,41020
2019-12-02,41020
2019-12-03,41522
2019-12-04,41033
2019-12-05,41033
2019-12-06,41350
2019-12-07,41160
2019-12-08,41160
2019-12-09,40843
2019-12-10,39965
2019-12-11,40561
2019-12-12,40561
2019-12-13,40745
2019-12-14,40745
2019-12-15,40821
2019-12-16,41629
2019-12-17,42069
2019-12-18,42069
2019-12-19,41824
2019-12-20,41892
2019-12-21,41793
2019-12-22,40830
2019-12-23,40327
2019-12-24,40571
2019-12-25,40184
2019-12-26,40184
2019-12-27,41066
2019-12-28,41287
2019-12-29,41287
2019-12-30,41276
2019-12-31,41308
2020-01-01,41164
2020-01-02,40561
2020-01-03,39548
2020-01-04,38795
2020-01-05,39949
2020-01-06,40347
2020-01-07,40481
2020-01-08,40481
2020-01-09,40270
2020-01-10,40519
2020-01-11,40589
2020-01-12,41190
2020-01-13,41190
2020-01-14,41256
2020-01-15,41142
2020-01-16,41591
2020-01-17,41373
2020-01-18,41373
2020-01-19,41110
2020-01-20,41116
2020-01-21,41116
2020-01-22,41019
2020-01-23,42307
2020-01-24,41881
2020-01-25,42058
2020-01-26,41580
2020-01-27,41371
2020-01-28,41181
2020-01-29,40627
2020-01-30,40870
2020-01-31,41354
2020-02-01,40612
2020-02-02,40362
2020-02-03,39914
2020-02-04,39988
2020-02-05,39860
2020-02-06,39681
2020-02-07,39681
2020-02-08,39569
2020-02-09,38366
2020-02-10,38582
2020-02-11,39297
2020-02-12,39900
2020-02-13,39900
2020-02-14,39694
2020-02-15,39694
2020-02-16,39273
2020-02-17,39037
2020-02-18,39156
2020-02-19,39430
2020-02-20,39431
2020-02-21,39431
2020-02-22,39459
2020-02-23,39788
2020-02-24,40369
2020-02-25,39045
2020-02-26,39184
2020-02-27,39333
2020-02-28,39879
2020-02-29,39879
2020-03-01,39652
2020-03-02,40139
2020-03-03,40301
2020-03-04,40301
2020-03-05,40576
2020-03-06,40790
2020-03-07,41497
2020-03-08,40870
2020-03-09,40798
2020-03-10,40521
2020-03-11,40587
2020-03-12,40677
2020-03-13,40890
2020-03-14,40824
2020-03-15,41251
2020-03-16,41850
2020-03-17,41764
2020-03-18,41136
2020-03-19,40712
2020-03-20,39435
2020-03-21,39012
2020-03-22,39229
2020-03-23,39604
2020-03-24,39681
2020-03-25,39823
2020-03-26,39910
2020-03-27,39886
2020-03-28,39556
2020-03-29,39682
2020-03-30,39905
2020-03-31,39977
2020-04-01,39988
2020-04-02,39471
2020-04-03,39471
2020-04-04,39273
2020-04-05,38981
2020-04-06,39085
2020-04-07,39071
2020-04-08,38746
2020-04-09,38471
2020-04-10,39058
2020-04-11,39106
2020-04-12,39297
2020-04-13,38965
2020-04-14,38778
2020-04-15,38446
2020-04-16,38379
2020-04-17,38271
2020-04-18,38002
2020-04-19,38322
2020-04-20,37985
2020-04-21,37578
2020-04-22,37884
2020-04-23,38571
2020-04-24,39320
2020-04-25,39818
2020-04-26,40347
2020-04-27,40791
2020-04-28,40660
2020-04-29,39911
2020-04-30,38601
2020-05-01,38511
2020-05-02,38400
2020-05-03,38483
2020-05-04,38159
2020-05-05,38000
2020-05-06,37795
2020-05-07,37922
2020-05-08,38655
2020-05-09,38586
2020-05-10,38752
2020-05-11,38944
2020-05-12,38464
2020-05-13,38431
