date_obj,Tuna%20and%20corn price
2015-12-06,874
2015-12-07,874
2015-12-08,874
2015-12-09,874
2015-12-10,874
2015-12-11,874
2015-12-13,874
2015-12-14,874
2015-12-15,874
2015-12-16,874
2015-12-17,874
2015-12-18,874
2015-12-19,874
2015-12-20,874
2015-12-21,874
2015-12-22,874
2015-12-23,874
2015-12-24,874
2015-12-25,874
2015-12-26,874
2015-12-27,874
2015-12-28,874
2015-12-29,874
2015-12-30,874
2015-12-31,890
2016-01-01,890
2016-01-02,890
2016-01-03,890
2016-01-04,890
2016-01-05,890
2016-01-07,890
2016-01-08,890
2016-01-09,890
2016-01-10,890
2016-01-11,890
2016-01-12,890
2016-01-13,890
2016-01-14,890
2016-01-15,890
2016-01-16,890
2016-01-17,890
2016-01-18,890
2016-01-19,890
2016-01-20,890
2016-01-21,900
2016-01-22,900
2016-01-23,900
2016-01-24,900
2016-01-25,900
2016-01-26,900
2016-01-27,900
2016-01-28,900
2016-01-29,900
2016-01-30,900
2016-01-31,900
2016-02-01,900
2016-02-02,900
2016-02-03,900
2016-02-04,900
2016-02-05,900
2016-02-06,900
2016-02-07,900
2016-02-08,900
2016-02-09,900
2016-02-10,900
2016-02-11,900
2016-02-12,900
2016-02-13,904
2016-02-14,904
2016-02-15,904
2016-02-16,904
2016-02-17,904
2016-02-18,904
2016-02-19,904
2016-02-20,904
2016-02-21,904
2016-02-22,904
2016-02-23,904
2016-02-24,904
2016-02-25,904
2016-02-26,904
2016-02-27,904
2016-02-28,904
2016-02-29,904
2016-03-01,904
2016-03-02,904
2016-03-03,904
2016-03-04,904
2016-03-05,896
2016-03-06,896
2016-03-07,896
2016-03-08,896
2016-03-09,896
2016-03-10,896
2016-03-11,896
2016-03-12,896
2016-03-13,896
2016-03-14,896
2016-03-15,896
2016-03-16,922
2016-03-17,922
2016-03-18,922
2016-03-19,922
2016-03-20,922
2016-03-21,922
2016-03-22,922
2016-03-23,922
2016-03-24,922
2016-03-25,922
2016-03-26,922
2016-03-27,922
2016-03-28,922
2016-03-29,922
2016-03-30,922
2016-03-31,922
2016-04-01,922
2016-04-02,922
2016-04-03,898
2016-04-04,898
2016-04-05,898
2016-04-06,898
2016-04-07,898
2016-04-08,898
2016-04-09,898
2016-04-10,898
2016-04-11,898
2016-04-12,898
2016-04-13,898
2016-04-14,898
2016-04-15,898
2016-04-16,898
2016-04-17,898
2016-04-18,898
2016-04-19,898
2016-04-20,898
2016-04-21,888
2016-04-22,888
2016-04-23,888
2016-04-24,888
2016-04-25,888
2016-04-26,888
2016-04-27,888
2016-04-28,888
2016-04-29,888
2016-04-30,888
2016-05-01,888
2016-05-02,888
2016-05-03,888
2016-05-04,906
2016-05-05,906
2016-05-06,906
2016-05-07,906
2016-05-08,906
2016-05-09,906
2016-05-10,906
2016-05-11,906
2016-05-12,906
2016-05-13,938
2016-05-14,938
2016-05-15,938
2016-05-16,938
2016-05-17,938
2016-05-18,938
2016-05-19,938
2016-05-22,938
2016-05-23,938
2016-05-24,938
2016-05-25,938
2016-05-26,938
2016-05-27,971
2016-05-28,971
2016-05-29,971
2016-05-30,971
2016-05-31,971
2016-06-01,971
2016-06-02,971
2016-06-03,971
2016-06-04,971
2016-06-05,971
2016-06-06,971
2016-06-07,971
2016-06-08,971
2016-06-09,971
2016-06-10,971
2016-06-11,971
2016-06-12,971
2016-06-13,971
2016-06-14,971
2016-06-15,971
2016-06-16,971
2016-06-17,942
2016-06-18,942
2016-06-19,942
2016-06-20,942
2016-06-21,942
2016-06-22,942
2016-06-23,942
2016-06-24,942
2016-06-25,942
2016-06-26,942
2016-06-27,942
2016-06-28,951
2016-06-29,951
2016-06-30,951
2016-07-01,951
2016-07-02,951
2016-07-03,951
2016-07-04,951
2016-07-05,951
2016-07-06,951
2016-07-07,951
2016-07-08,951
2016-07-09,986
2016-07-10,986
2016-07-11,986
2016-07-12,986
2016-07-13,986
2016-07-14,986
2016-07-15,986
2016-07-16,986
2016-07-17,986
2016-07-18,986
2016-07-24,980
2016-07-25,980
2016-07-26,980
2016-07-27,980
2016-07-28,980
2016-07-29,980
2016-07-30,980
2016-07-31,980
2016-08-01,980
2016-08-02,980
2016-08-03,980
2016-08-04,980
2016-08-05,980
2016-08-06,980
2016-08-07,980
2016-08-08,980
2016-08-09,980
2016-08-10,980
2016-08-11,980
2016-08-12,980
2016-08-13,980
2016-08-14,980
2016-08-15,980
2016-08-16,980
2016-08-17,980
2016-08-18,980
2016-08-19,980
2016-08-20,953
2016-08-21,953
2016-08-22,953
2016-08-23,953
2016-08-24,953
2016-08-25,953
2016-08-26,953
2016-08-28,953
2016-08-31,953
2016-09-01,953
2016-09-02,953
2016-09-03,953
2016-09-04,953
2016-09-05,953
2016-09-06,953
2016-09-07,953
2016-09-08,953
2016-09-09,953
2016-09-10,953
2016-09-11,953
2016-09-12,953
2016-09-13,953
2016-09-14,953
2016-09-15,953
2016-09-16,953
2016-09-17,953
2016-09-18,953
2016-09-19,953
2016-09-20,953
2016-09-21,961
2016-09-22,961
2016-09-23,961
2016-09-24,961
2016-09-25,961
2016-09-26,961
2016-09-27,961
2016-09-28,961
2016-09-29,961
2016-09-30,961
2016-10-01,961
2016-10-02,961
2016-10-03,961
2016-10-04,961
2016-10-05,961
2016-10-06,961
2016-10-07,961
2016-10-08,961
2016-10-09,961
2016-10-10,961
2016-10-11,961
2016-10-12,961
2016-10-13,961
2016-10-14,961
2016-10-15,961
2016-10-16,961
2016-10-17,961
2016-10-18,961
2016-10-19,961
2016-10-20,961
2016-10-21,961
2016-10-22,961
2016-10-23,956
2016-10-24,956
2016-10-25,956
2016-10-26,956
2016-10-27,956
2016-10-28,956
2016-10-29,956
2016-10-30,956
2016-10-31,956
2016-11-01,956
2016-11-02,956
2016-11-03,956
2016-11-04,956
2016-11-05,956
2016-11-06,956
2016-11-07,956
2016-11-08,956
2016-11-09,956
2016-11-10,956
2016-11-11,956
2016-11-12,956
2016-11-13,956
2016-11-14,956
2016-12-08,969
2016-12-09,969
2016-12-10,969
2016-12-11,969
2016-12-12,969
2016-12-13,969
2016-12-14,969
2016-12-15,969
2016-12-16,969
2016-12-17,969
2016-12-18,969
2016-12-19,969
2016-12-20,969
2016-12-21,975
2016-12-22,975
2016-12-23,975
2016-12-24,975
2016-12-25,975
2016-12-26,975
2016-12-27,975
2016-12-28,975
2016-12-29,975
2016-12-30,975
2016-12-31,975
2017-01-01,975
2017-01-02,975
2017-01-03,975
2017-01-04,975
2017-01-05,975
2017-01-06,975
2017-01-07,975
2017-01-08,975
2017-01-09,975
2017-01-10,975
2017-01-11,975
2017-01-12,975
2017-01-13,975
2017-01-14,975
2017-01-15,975
2017-01-16,975
2017-01-17,975
2017-01-18,975
2017-01-19,975
2017-01-20,975
2017-01-21,975
2017-01-22,975
2017-01-27,939
2017-01-28,939
2017-01-29,939
2017-01-30,939
2017-01-31,939
2017-02-01,939
2017-02-02,939
2017-02-03,939
2017-02-04,939
2017-02-05,939
2017-02-06,939
2017-02-07,939
2017-02-08,939
2017-02-09,939
2017-02-10,939
2017-02-11,939
2017-02-12,939
2017-02-13,939
2017-02-14,939
2017-02-15,939
2017-02-16,939
2017-02-18,939
2017-02-19,939
2017-02-20,939
2017-02-21,939
2017-02-22,939
2017-02-23,939
2017-02-24,939
2017-02-25,939
2017-02-26,939
2017-02-27,939
2017-02-28,939
2017-03-01,939
2017-03-02,939
2017-03-03,939
2017-03-04,939
2017-03-05,939
2017-03-06,896
2017-03-07,896
2017-03-08,896
2017-03-09,896
2017-03-10,896
2017-03-11,896
2017-03-12,896
2017-03-13,896
2017-03-14,896
2017-03-15,896
2017-03-16,896
2017-03-17,896
2017-03-18,896
2017-03-19,896
2017-03-20,896
2017-03-21,896
2017-03-22,896
2017-03-23,896
2017-03-24,896
2017-03-25,896
2017-03-26,896
2017-03-27,896
2017-03-28,896
2017-03-29,896
2017-03-30,896
2017-03-31,896
2017-04-01,896
2017-04-02,896
2017-04-03,896
2017-04-04,895
2017-04-12,895
2017-04-13,895
2017-04-14,895
2017-04-15,895
2017-04-16,895
2017-04-17,895
2017-04-18,895
2017-04-19,895
2017-04-20,895
2017-04-21,895
2017-04-22,895
2017-04-23,895
2017-04-24,895
2017-04-25,895
2017-04-26,874
2017-04-27,874
2017-04-28,874
2017-04-29,874
2017-04-30,874
2017-05-01,874
2017-05-02,874
2017-05-03,874
2017-05-04,874
2017-05-05,874
2017-05-06,874
2017-05-07,874
2017-05-08,874
2017-05-09,874
2017-05-10,874
2017-05-11,874
2017-05-12,874
2017-05-13,874
2017-05-14,874
2017-05-15,874
2017-05-16,874
2017-05-17,874
2017-05-18,874
2017-05-19,874
2017-05-20,874
2017-05-21,874
2017-05-22,874
2017-05-23,874
2017-05-24,874
2017-05-25,874
2017-05-26,874
2017-05-27,863
2017-05-28,863
2017-05-29,863
2017-05-30,863
2017-05-31,863
2017-06-01,863
2017-06-02,863
2017-06-03,863
2017-06-06,863
2017-06-07,863
2017-06-08,863
2017-06-09,863
2017-06-10,863
2017-06-11,863
2017-06-12,863
2017-06-13,863
2017-06-14,863
2017-06-15,863
2017-06-16,863
2017-06-17,863
2017-06-18,863
2017-06-19,863
2017-06-20,863
2017-06-21,863
2017-06-22,863
2017-06-23,863
2017-06-24,863
2017-06-25,863
2017-06-26,863
2017-06-27,863
2017-06-28,863
2017-06-29,863
2017-06-30,863
2017-07-01,863
2017-07-02,863
2017-07-03,863
2017-07-04,863
2017-07-05,863
2017-07-06,863
2017-07-07,863
2017-07-08,863
2017-07-13,863
2017-07-14,863
2017-07-15,863
2017-07-16,863
2017-07-17,863
2017-07-18,863
2017-07-19,863
2017-07-20,841
2017-07-21,841
2017-07-22,841
2017-07-23,841
2017-07-24,841
2017-07-25,841
2017-07-26,841
2017-07-27,841
2017-07-28,841
2017-07-29,841
2017-07-30,841
2017-07-31,841
2017-08-01,841
2017-08-02,841
2017-08-03,841
2017-08-04,841
2017-08-05,841
2017-08-06,841
2017-08-09,841
2017-08-10,841
2017-08-11,841
2017-08-12,841
2017-08-13,841
2017-08-14,841
2017-08-15,841
2017-08-16,841
2017-08-17,841
2017-08-18,841
2017-08-19,841
2017-08-20,841
2017-08-21,841
2017-08-22,841
2017-08-23,841
2017-08-24,841
2017-08-25,841
2017-08-26,841
2017-08-27,841
2017-08-28,841
2017-08-29,841
2017-08-30,841
2017-08-31,841
2017-09-01,841
2017-09-02,841
2017-09-03,841
2017-09-04,841
2017-09-05,841
2017-09-06,841
2017-09-07,841
2017-09-08,841
2017-09-09,841
2017-09-10,841
2017-09-11,841
2017-09-12,841
2017-09-13,841
2017-09-14,841
2017-09-15,841
2017-09-16,804
2017-09-17,804
2017-09-19,804
2017-09-20,804
2017-09-21,804
2017-09-22,804
2017-09-23,804
2017-09-24,804
2017-09-25,804
2017-09-26,804
2017-09-27,804
2017-09-28,804
2017-09-29,804
2017-09-30,804
2017-10-01,804
2017-10-02,804
2017-10-03,804
2017-10-04,804
2017-10-05,804
2017-10-06,804
2017-10-07,804
2017-10-08,804
2017-10-09,804
2017-10-10,804
2017-10-11,804
2017-10-12,804
2017-10-13,804
2017-10-14,804
2017-10-15,804
2017-10-16,804
2017-10-17,804
2017-10-18,804
2017-10-19,804
2017-10-20,804
2017-10-21,804
2017-10-22,804
2017-10-23,804
2017-10-24,804
2017-10-25,804
2017-10-26,804
2017-10-27,804
2017-10-28,804
2017-10-29,804
2017-10-30,804
2017-10-31,804
2017-11-01,804
2017-11-02,804
2017-11-03,804
2017-11-04,804
2017-11-05,804
2017-11-06,804
2017-11-07,804
2017-11-08,804
2017-11-09,804
2017-11-10,804
2017-11-11,804
2017-11-12,804
2017-11-13,804
2017-11-14,804
2017-11-15,804
2017-11-16,804
2017-11-17,804
2017-11-18,804
2017-11-19,804
2017-11-20,804
2017-11-21,804
2017-11-22,804
2017-11-23,804
2017-11-24,804
2017-11-25,804
2017-11-26,804
2017-11-27,804
2017-11-28,782
2017-11-29,782
2017-11-30,782
2017-12-01,782
2017-12-02,782
2017-12-03,782
2017-12-04,782
2017-12-05,782
2017-12-06,782
2017-12-07,782
2017-12-08,782
2017-12-09,782
2017-12-10,782
2017-12-11,782
2017-12-12,782
2017-12-13,782
2017-12-14,782
2017-12-15,782
2017-12-16,782
2017-12-17,782
2017-12-18,782
2017-12-19,782
2017-12-20,782
2017-12-21,782
2017-12-22,782
2017-12-23,782
2017-12-24,782
2017-12-25,782
2017-12-26,782
2017-12-27,782
2017-12-28,782
2017-12-29,782
2017-12-30,782
2017-12-31,782
2018-01-01,782
2018-01-02,782
2018-01-03,782
2018-01-04,782
2018-01-05,782
2018-01-06,782
2018-01-07,782
2018-01-08,782
2018-01-09,782
2018-01-10,782
2018-01-11,782
2018-01-12,782
2018-01-13,782
2018-01-14,782
2018-01-15,782
2018-01-16,782
2018-01-17,782
2018-01-18,782
2018-01-19,782
2018-01-20,782
2018-01-21,782
2018-01-22,782
2018-01-23,782
2018-01-24,746
2018-01-25,746
2018-01-26,746
2018-01-27,746
2018-01-28,746
2018-01-29,746
2018-01-30,746
2018-02-01,746
2018-02-02,746
2018-02-03,746
2018-02-04,746
2018-02-05,746
2018-02-06,746
2018-02-07,746
2018-02-08,746
2018-02-09,746
2018-02-10,746
2018-02-11,746
2018-02-12,746
2018-02-13,746
2018-02-14,746
2018-02-15,746
2018-02-16,746
2018-02-17,746
2018-02-18,746
2018-02-19,746
2018-02-20,746
2018-02-21,746
2018-02-22,746
2018-02-23,746
2018-02-24,746
2018-02-25,746
2018-02-26,746
2018-02-27,746
2018-02-28,746
2018-03-01,746
2018-03-02,746
2018-03-03,746
2018-03-04,746
2018-03-05,709
2018-03-06,709
2018-03-07,709
2018-03-08,709
2018-03-09,709
2018-03-10,709
2018-03-11,709
2018-03-12,709
2018-03-13,709
2018-03-14,709
2018-03-15,709
2018-03-16,709
2018-03-17,709
2018-03-18,709
2018-03-19,709
2018-03-20,709
2018-03-21,709
2018-03-23,709
2018-03-24,709
2018-03-26,709
2018-03-27,709
2018-03-28,709
2018-03-29,709
2018-03-30,709
2018-03-31,709
2018-04-01,709
2018-04-02,709
2018-04-03,709
2018-04-04,709
2018-04-05,709
2018-04-06,709
2018-04-08,709
2018-04-09,709
2018-04-10,709
2018-04-11,709
2018-04-12,709
2018-04-13,709
2018-04-14,709
2018-04-16,709
2018-04-17,709
2018-04-18,709
2018-04-19,709
2018-04-20,709
2018-04-21,709
2018-04-22,709
2018-04-23,709
2018-04-24,709
2018-04-25,688
2018-04-26,688
2018-04-27,688
2018-04-28,688
2018-04-29,688
2018-04-30,688
2018-05-01,688
2018-05-02,688
2018-05-03,688
2018-05-04,688
2018-05-05,688
2018-05-06,688
2018-05-08,688
2018-05-09,688
2018-05-10,688
2018-05-11,688
2018-05-12,688
2018-05-13,688
2018-05-14,688
2018-05-15,688
2018-05-16,688
2018-05-17,688
2018-05-18,688
2018-05-19,688
2018-05-20,688
2018-05-21,688
2018-05-22,688
2018-05-23,688
2018-05-24,688
2018-05-25,688
2018-05-26,688
2018-05-27,688
2018-05-28,688
2018-05-29,688
2018-05-30,688
2018-05-31,688
2018-06-01,688
2018-06-02,688
2018-06-03,688
2018-06-04,688
2018-06-05,688
2018-06-06,688
2018-06-07,688
2018-06-08,688
2018-06-09,688
2018-06-10,688
2018-06-11,688
2018-06-12,688
2018-06-13,688
2018-06-14,688
2018-06-15,664
2018-06-16,664
2018-06-17,664
2018-06-18,664
2018-06-19,664
2018-06-20,664
2018-06-21,664
2018-06-22,664
2018-06-23,664
2018-06-24,664
2018-06-25,664
2018-06-26,664
2018-06-27,664
2018-06-28,664
2018-06-29,664
2018-06-30,664
2018-07-01,664
2018-07-02,664
2018-07-03,664
2018-07-04,664
2018-07-05,664
2018-07-06,664
2018-07-07,664
2018-07-08,664
2018-07-09,652
2018-07-10,652
2018-07-11,652
2018-07-12,652
2018-07-13,652
2018-07-14,652
2018-07-15,652
2018-07-16,652
2018-07-17,652
2018-07-18,652
2018-07-19,652
2018-07-20,670
2018-07-21,670
2018-07-22,670
2018-07-23,670
2018-07-24,670
2018-07-25,690
2018-07-26,690
2018-07-27,690
2018-07-28,690
2018-07-29,690
2018-07-30,690
2018-07-31,715
2018-08-01,715
2018-08-02,715
2018-08-03,715
2018-08-04,715
2018-08-05,715
2018-08-06,715
2018-08-07,715
2018-08-08,715
2018-08-09,715
2018-08-10,715
2018-08-11,730
2018-08-12,730
2018-08-14,730
2018-08-16,730
2018-08-17,730
2018-08-18,730
2018-08-19,730
2018-08-20,730
2018-08-21,730
2018-08-22,730
2018-08-23,730
2018-08-24,744
2018-08-25,744
2018-08-26,744
2018-08-27,744
2018-08-28,744
2018-08-29,744
2018-08-30,744
2018-08-31,744
2018-09-01,744
2018-09-02,744
2018-09-03,744
2018-09-04,744
2018-09-05,744
2018-09-06,744
2018-09-07,755
2018-09-08,755
2018-09-09,755
2018-09-10,755
2018-09-11,755
2018-09-12,755
2018-09-13,755
2018-09-14,755
2018-09-15,755
2018-09-16,755
2018-09-17,755
2018-09-18,755
2018-09-19,755
2018-09-20,755
2018-09-21,755
2018-09-22,755
2018-09-23,755
2018-09-24,755
2018-09-25,755
2018-09-26,755
2018-09-27,755
2018-09-28,755
2018-09-29,755
2018-09-30,755
2018-10-02,746
2018-10-03,746
2018-10-04,746
2018-10-05,746
2018-10-06,746
2018-10-07,746
2018-10-08,746
2018-10-09,746
2018-10-10,746
2018-10-11,746
2018-10-12,746
2018-10-13,746
2018-10-14,746
2018-10-15,746
2018-10-16,746
2018-10-17,746
2018-10-18,746
2018-10-19,746
2018-10-20,746
2018-10-21,746
2018-10-22,746
2018-10-23,746
2018-10-24,746
2018-10-25,746
2018-10-26,746
2018-10-27,746
2018-10-28,748
2018-10-29,748
2018-10-30,748
2018-10-31,748
2018-11-01,748
2018-11-03,748
2018-11-04,748
2018-11-05,748
2018-11-06,748
2018-11-07,748
2018-11-08,748
2018-11-09,748
2018-11-10,748
2018-11-11,748
2018-11-12,748
2018-11-13,748
2018-11-14,748
2018-11-15,748
2018-11-16,748
2018-11-17,748
2018-11-18,733
2018-11-19,733
2018-11-20,733
2018-11-21,733
2018-11-22,733
2018-11-23,733
2018-11-24,733
2018-11-25,733
2018-11-26,733
2018-11-27,733
2018-11-28,733
2018-11-29,733
2018-12-01,733
2018-12-02,733
2018-12-03,733
2018-12-04,733
2018-12-05,733
2018-12-07,733
2018-12-09,722
2018-12-10,722
2018-12-11,722
2018-12-12,722
2018-12-13,722
2018-12-14,722
2018-12-15,722
2018-12-16,722
2018-12-17,722
2018-12-18,722
2018-12-19,722
2018-12-20,722
2018-12-21,722
2018-12-22,722
2018-12-23,722
2018-12-24,710
2018-12-25,710
2018-12-26,710
2018-12-27,710
2018-12-28,710
2018-12-29,710
2018-12-30,710
2018-12-31,710
2019-01-01,710
2019-01-02,710
2019-01-03,710
2019-01-04,710
2019-01-05,710
2019-01-06,710
2019-01-08,702
2019-01-10,702
2019-01-11,702
2019-01-12,702
2019-01-13,702
2019-01-14,702
2019-01-15,716
2019-01-16,716
2019-01-17,716
2019-01-18,716
2019-01-19,716
2019-01-20,716
2019-01-22,721
2019-01-23,721
2019-01-24,721
2019-01-25,721
2019-01-26,721
2019-01-27,721
2019-01-28,721
2019-01-29,721
2019-01-30,721
2019-01-31,721
2019-02-01,721
2019-02-02,721
2019-02-03,720
2019-02-04,720
2019-02-05,720
2019-02-06,720
2019-02-07,720
2019-02-08,720
2019-02-09,720
2019-02-10,720
2019-02-11,720
2019-02-12,720
2019-02-13,720
2019-02-14,720
2019-02-15,720
2019-02-16,720
2019-02-17,720
2019-02-18,720
2019-02-19,720
2019-02-20,720
2019-02-21,693
2019-02-22,693
2019-02-23,693
2019-02-24,693
2019-02-25,693
2019-02-26,693
2019-02-27,693
2019-02-28,693
2019-03-01,693
2019-03-02,693
2019-03-03,693
2019-03-04,693
2019-03-05,693
2019-03-06,693
2019-03-07,693
2019-03-08,693
2019-03-09,693
2019-03-10,693
2019-03-11,693
2019-03-12,693
2019-03-13,693
2019-03-14,693
2019-03-15,693
2019-03-16,693
2019-03-17,674
2019-03-18,674
2019-03-19,674
2019-03-20,674
2019-03-21,674
2019-03-22,674
2019-03-23,674
2019-03-24,674
2019-03-25,674
2019-03-26,674
2019-03-27,674
2019-03-28,674
2019-03-29,674
2019-03-30,674
2019-03-31,674
2019-04-01,674
2019-04-02,674
2019-04-03,674
2019-04-04,674
2019-04-05,674
2019-04-06,674
2019-04-07,674
2019-04-08,674
2019-04-09,674
2019-04-10,674
2019-04-11,674
2019-04-12,674
2019-04-13,691
2019-04-14,691
2019-04-15,691
2019-04-16,691
2019-04-17,691
2019-04-18,691
2019-04-19,691
2019-04-20,691
2019-04-21,691
2019-04-22,691
2019-04-23,691
2019-04-24,691
2019-04-25,691
2019-04-26,691
2019-04-27,691
2019-04-28,691
2019-04-29,691
2019-04-30,691
2019-05-01,693
2019-05-02,693
2019-05-03,693
2019-05-04,693
2019-05-05,693
2019-05-06,693
2019-05-07,693
2019-05-08,693
2019-05-09,693
2019-05-10,693
2019-05-11,693
2019-05-12,693
2019-05-13,693
2019-05-14,693
2019-05-15,693
2019-05-16,693
2019-05-17,693
2019-05-18,698
2019-05-19,698
2019-05-20,698
2019-05-21,698
2019-05-22,698
2019-05-23,698
2019-05-24,698
2019-05-25,698
2019-05-26,698
2019-05-27,698
2019-05-28,698
2019-05-29,698
2019-05-30,698
2019-05-31,698
2019-06-01,712
2019-06-02,712
2019-06-03,712
2019-06-04,712
2019-06-05,712
2019-06-06,712
2019-06-07,712
2019-06-08,712
2019-06-09,712
2019-06-10,712
2019-06-11,712
2019-06-12,712
2019-06-13,729
2019-06-14,729
2019-06-15,729
2019-06-16,729
2019-06-17,729
2019-06-18,729
2019-06-19,729
2019-06-20,729
2019-06-21,729
2019-06-22,729
2019-06-23,729
2019-06-24,729
2019-06-25,729
2019-06-26,729
2019-06-27,729
2019-06-28,733
2019-06-29,733
2019-06-30,733
2019-07-01,733
2019-07-02,733
2019-07-03,733
2019-07-04,733
2019-07-05,733
2019-07-06,733
2019-07-07,733
2019-07-08,733
2019-07-09,733
2019-07-10,733
2019-07-11,733
2019-07-12,733
2019-07-13,733
2019-07-14,733
2019-07-15,733
2019-07-16,733
2019-07-17,733
2019-07-18,733
2019-07-19,733
2019-07-20,733
2019-07-21,706
2019-07-22,706
2019-07-23,706
2019-07-24,706
2019-07-25,706
2019-07-26,706
2019-07-27,706
2019-07-28,706
2019-07-29,706
2019-07-30,706
2019-07-31,706
2019-08-01,706
2019-08-02,706
2019-08-03,706
2019-08-04,706
2019-08-05,706
2019-08-06,706
2019-08-07,706
2019-08-08,706
2019-08-09,706
2019-08-10,706
2019-08-11,706
2019-08-12,706
2019-08-13,706
2019-08-14,706
2019-08-15,706
2019-08-16,706
2019-08-17,706
2019-08-18,706
2019-08-19,706
2019-08-20,684
2019-08-21,684
2019-08-22,684
2019-08-23,684
2019-08-24,684
2019-08-24,684
2019-08-25,684
2019-08-25,684
2019-08-26,684
2019-08-26,684
2019-08-27,684
2019-08-27,684
2019-08-28,684
2019-08-29,684
2019-08-30,684
2019-08-31,684
2019-09-01,684
2019-09-02,684
2019-09-03,684
2019-09-04,684
2019-09-05,684
2019-09-06,684
