date_obj,Topaz%20dragon%20bolts price
2019-12-13,1522
2019-12-14,1522
2019-12-15,1522
2019-12-16,1522
2019-12-17,1522
2019-12-18,1522
2019-12-19,1522
2019-12-20,1522
2019-12-21,1522
2019-12-22,1522
2019-12-23,1522
2019-12-24,1522
2019-12-25,1522
2019-12-26,1522
2019-12-27,1522
2019-12-28,1522
2019-12-29,1522
2019-12-30,1522
2019-12-31,1522
2020-01-01,1522
2020-01-02,1522
2020-01-03,1522
2020-01-04,1522
2020-01-05,1522
2020-01-06,1522
2020-01-07,1522
2020-01-08,1522
2020-01-09,1448
2020-01-10,1448
2020-01-11,1448
2020-01-12,1448
2020-01-13,1448
2020-01-14,1448
2020-01-15,1448
2020-01-16,1448
2020-01-17,1448
2020-01-18,1448
2020-01-19,1448
2020-01-20,1448
2020-01-21,1448
2020-01-22,1448
2020-01-23,1448
2020-01-24,1448
2020-01-25,1448
2020-01-26,1448
2020-01-27,1448
2020-01-28,1448
2020-01-29,1448
2020-01-30,1448
2020-01-31,1448
2020-02-01,1448
2020-02-02,1448
2020-02-03,1448
2020-02-04,1448
2020-02-05,1448
2020-02-06,1448
2020-02-07,1448
2020-02-08,1448
2020-02-09,1448
2020-02-10,1448
2020-02-11,1448
2020-02-12,1448
2020-02-13,1494
2020-02-14,1494
2020-02-15,1494
2020-02-16,1494
2020-02-17,1494
2020-02-18,1494
2020-02-19,1494
2020-02-20,1494
2020-02-21,1494
2020-02-22,1494
2020-02-23,1494
2020-02-24,1494
2020-02-25,1494
2020-02-26,1494
2020-02-27,1494
2020-02-28,1494
2020-02-29,1494
2020-03-01,1494
2020-03-02,1494
2020-03-03,1494
2020-03-04,1494
2020-03-05,1494
2020-03-06,1494
2020-03-07,1429
2020-03-08,1429
2020-03-09,1429
2020-03-10,1429
2020-03-11,1429
2020-03-12,1429
2020-03-13,1429
2020-03-14,1429
2020-03-15,1429
2020-03-16,1429
2020-03-17,1429
2020-03-18,1429
2020-03-19,1429
2020-03-20,1429
2020-03-21,1429
2020-03-22,1429
2020-03-23,1429
2020-03-24,1429
2020-03-25,1429
2020-03-26,1429
2020-03-27,1437
2020-03-28,1437
2020-03-29,1437
2020-03-30,1437
2020-03-31,1437
2020-04-01,1437
2020-04-02,1437
2020-04-03,1437
2020-04-04,1437
2020-04-05,1437
2020-04-06,1437
2020-04-07,1437
2020-04-08,1437
2020-04-09,1437
2020-04-10,1437
2020-04-11,1444
2020-04-12,1444
2020-04-13,1444
2020-04-14,1444
2020-04-15,1444
2020-04-16,1444
2020-04-17,1444
2020-04-18,1444
2020-04-19,1444
2020-04-20,1444
2020-04-21,1444
2020-04-22,1455
2020-04-23,1455
2020-04-24,1455
2020-04-25,1455
2020-04-26,1455
2020-04-27,1455
2020-04-28,1455
2020-04-29,1455
2020-04-30,1455
2020-05-01,1455
2020-05-02,1455
2020-05-03,1455
2020-05-04,1455
2020-05-05,1455
2020-05-06,1455
2020-05-07,1475
2020-05-08,1475
2020-05-09,1475
2020-05-10,1475
2020-05-11,1475
2020-05-12,1475
2020-05-13,1475
