date_obj,Topaz%20dragon%20bolts price
2018-01-03,1000
2018-01-04,1000
2018-01-05,1000
2018-01-06,1000
2018-01-07,1000
2018-01-08,1000
2018-01-09,1000
2018-01-10,1000
2018-01-11,1000
2018-01-12,1000
2018-01-13,1000
2018-01-14,1000
2018-01-15,1000
2018-01-16,1000
2018-01-17,1000
2018-01-18,1000
2018-01-19,1000
2018-01-20,1000
2018-01-21,1000
2018-01-22,1000
2018-01-23,1000
2018-01-24,1035
2018-01-25,1035
2018-01-26,1035
2018-01-27,1035
2018-01-28,1035
2018-01-29,1064
2018-01-30,1064
2018-02-01,1064
2018-02-02,1064
2018-02-03,1064
2018-02-04,1099
2018-02-05,1099
2018-02-06,1099
2018-02-07,1099
2018-02-08,1099
2018-02-09,1099
2018-02-10,1099
2018-02-11,1099
2018-02-12,1134
2018-02-13,1134
2018-02-14,1134
2018-02-15,1134
2018-02-16,1134
2018-02-17,1134
2018-02-18,1134
2018-02-19,1134
2018-02-20,1134
2018-02-21,1134
2018-02-22,1134
2018-02-23,1134
2018-02-24,1134
2018-02-25,1175
2018-02-26,1175
2018-02-27,1175
2018-02-28,1175
2018-03-01,1175
2018-03-02,1175
2018-03-03,1175
2018-03-04,1175
2018-03-05,1175
2018-03-06,1175
2018-03-07,1175
2018-03-08,1175
2018-03-09,1175
2018-03-10,1175
2018-03-11,1175
2018-03-12,1175
2018-03-13,1175
2018-03-14,1175
2018-03-15,1175
2018-03-16,1175
2018-03-17,1175
2018-03-18,1175
2018-03-19,1175
2018-03-20,1175
2018-03-21,1175
2018-03-23,1175
2018-03-24,1175
2018-03-26,1175
2018-03-27,1175
2018-03-28,1175
2018-03-29,1175
2018-03-30,1175
2018-03-31,1175
2018-04-01,1175
2018-04-02,1215
2018-04-03,1215
2018-04-04,1215
2018-04-05,1215
2018-04-06,1215
2018-04-08,1215
2018-04-09,1215
2018-04-10,1215
2018-04-11,1215
2018-04-12,1215
2018-04-13,1215
2018-04-14,1215
2018-04-16,1215
2018-04-17,1215
2018-04-18,1215
2018-04-19,1215
2018-04-20,1215
2018-04-21,1215
2018-04-22,1215
2018-04-23,1215
2018-04-24,1215
2018-04-25,1215
2018-04-26,1215
2018-04-27,1215
2018-04-28,1215
2018-04-29,1215
2018-04-30,1215
2018-05-01,1215
2018-05-02,1215
2018-05-03,1215
2018-05-04,1215
2018-05-05,1215
2018-05-06,1215
2018-05-07,1215
2018-05-08,1215
2018-05-09,1215
2018-05-10,1215
2018-05-11,1215
2018-05-12,1215
2018-05-13,1215
2018-05-14,1215
2018-05-15,1255
2018-05-16,1255
2018-05-17,1255
2018-05-18,1255
2018-05-19,1255
2018-05-20,1255
2018-05-21,1255
2018-05-22,1255
2018-05-23,1255
2018-05-24,1255
2018-05-25,1255
2018-05-26,1255
2018-05-27,1255
2018-05-28,1255
2018-05-29,1255
2018-05-30,1255
2018-05-31,1255
2018-06-01,1255
2018-06-02,1255
2018-06-03,1255
2018-06-04,1255
2018-06-05,1255
2018-06-06,1255
2018-06-07,1255
2018-06-08,1255
2018-06-09,1255
2018-06-10,1281
2018-06-11,1281
2018-06-12,1281
2018-06-13,1281
2018-06-14,1281
2018-06-15,1281
2018-06-16,1281
2018-06-17,1281
2018-06-18,1281
2018-06-19,1281
2018-06-20,1281
2018-06-21,1281
2018-06-22,1281
2018-06-23,1281
2018-06-24,1281
2018-06-25,1281
2018-06-26,1281
2018-06-27,1281
2018-06-28,1281
2018-06-29,1281
2018-06-30,1281
2018-07-01,1281
2018-07-02,1281
2018-07-03,1281
2018-07-04,1281
2018-07-05,1281
2018-07-06,1281
2018-07-07,1281
2018-07-08,1281
2018-07-09,1339
2018-07-10,1339
2018-07-11,1339
2018-07-12,1339
2018-07-13,1339
2018-07-14,1339
2018-07-15,1339
2018-07-16,1339
2018-07-17,1339
2018-07-18,1339
2018-07-19,1339
2018-07-20,1339
2018-07-21,1339
2018-07-22,1339
2018-07-23,1339
2018-07-24,1339
2018-07-25,1339
2018-07-26,1339
2018-07-27,1339
2018-07-28,1339
2018-07-29,1339
2018-07-30,1339
2018-07-31,1339
2018-08-01,1339
2018-08-02,1339
2018-08-03,1339
2018-08-04,1339
2018-08-05,1339
2018-08-06,1339
2018-08-07,1339
2018-08-08,1339
2018-08-09,1339
2018-08-10,1339
2018-08-11,1339
2018-08-12,1339
2018-08-14,1339
2018-08-16,1339
2018-08-17,1339
2018-08-18,1339
2018-08-19,1387
2018-08-20,1387
2018-08-21,1387
2018-08-22,1387
2018-08-23,1387
2018-08-24,1387
2018-08-25,1387
2018-08-26,1387
2018-08-27,1387
2018-08-28,1387
2018-08-29,1387
2018-08-30,1387
2018-08-31,1387
2018-09-01,1387
2018-09-02,1387
2018-09-03,1387
2018-09-04,1387
2018-09-05,1387
2018-09-06,1387
2018-09-07,1387
2018-09-08,1387
2018-09-09,1387
2018-09-10,1387
2018-09-11,1387
2018-09-12,1387
2018-09-13,1387
2018-09-14,1387
2018-09-15,1387
2018-09-16,1387
2018-09-17,1387
2018-09-18,1387
2018-09-19,1387
2018-09-20,1387
2018-09-21,1387
2018-09-22,1387
2018-09-23,1387
2018-09-24,1387
2018-09-25,1387
2018-09-26,1387
2018-09-27,1387
2018-09-28,1387
2018-09-29,1387
2018-09-30,1387
2018-10-02,1400
2018-10-03,1400
2018-10-04,1400
2018-10-05,1400
2018-10-06,1400
2018-10-07,1400
2018-10-08,1400
2018-10-09,1400
2018-10-10,1400
2018-10-11,1400
2018-10-12,1400
2018-10-13,1400
2018-10-14,1400
2018-10-15,1400
2018-10-16,1400
2018-10-17,1400
2018-10-18,1400
2018-10-19,1400
2018-10-20,1400
2018-10-21,1400
2018-10-22,1400
2018-10-23,1400
2018-10-24,1400
2018-10-25,1400
2018-10-26,1400
2018-10-27,1400
2018-10-28,1400
2018-10-29,1400
2018-10-30,1400
2018-10-31,1400
2018-11-01,1400
2018-11-03,1400
2018-11-04,1400
2018-11-05,1456
2018-11-06,1456
2018-11-07,1456
2018-11-08,1456
2018-11-09,1456
2018-11-10,1456
2018-11-11,1456
2018-11-12,1456
2018-11-13,1456
2018-11-14,1456
2018-11-15,1456
2018-11-16,1456
2018-11-17,1456
2018-11-18,1456
2018-11-19,1456
2018-11-20,1456
2018-11-21,1456
2018-11-22,1456
2018-11-23,1456
2018-11-24,1515
2018-11-25,1515
2018-11-26,1515
2018-11-27,1515
2018-11-28,1515
2018-11-29,1515
2018-12-01,1515
2018-12-02,1515
2018-12-03,1515
2018-12-04,1515
2018-12-05,1515
2018-12-09,1515
2018-12-10,1515
2018-12-11,1570
2018-12-12,1570
2018-12-13,1570
2018-12-14,1570
2018-12-15,1570
2018-12-16,1570
2018-12-17,1570
2018-12-18,1570
2018-12-19,1570
2018-12-20,1570
2018-12-21,1570
2018-12-22,1570
2018-12-23,1570
2018-12-24,1570
2018-12-25,1570
2018-12-26,1570
2018-12-27,1570
2018-12-28,1570
2018-12-29,1570
2018-12-30,1570
2018-12-31,1570
2019-01-01,1570
2019-01-02,1570
2019-01-03,1614
2019-01-04,1614
2019-01-05,1614
2019-01-06,1614
2019-01-08,1614
2019-01-10,1614
2019-01-11,1614
2019-01-12,1614
2019-01-13,1614
2019-01-14,1614
2019-01-15,1614
2019-01-16,1614
2019-01-17,1614
2019-01-18,1614
2019-01-19,1676
2019-01-20,1676
2019-01-21,1676
2019-01-22,1676
2019-01-23,1676
2019-01-24,1676
2019-01-25,1676
2019-01-26,1676
2019-01-27,1676
2019-01-28,1676
2019-01-29,1676
2019-01-30,1676
2019-01-31,1676
2019-02-01,1676
2019-02-02,1676
2019-02-03,1676
2019-02-04,1676
2019-02-05,1676
2019-02-06,1676
2019-02-07,1676
2019-02-08,1676
2019-02-09,1676
2019-02-10,1725
2019-02-11,1725
2019-02-12,1725
2019-02-13,1725
2019-02-14,1725
2019-02-15,1725
2019-02-16,1725
2019-02-17,1725
2019-02-18,1725
2019-02-19,1725
2019-02-20,1725
2019-02-21,1725
2019-02-22,1725
2019-02-23,1725
2019-02-24,1725
2019-02-25,1725
2019-02-26,1725
2019-02-27,1725
2019-02-28,1725
2019-03-01,1725
2019-03-02,1725
2019-03-03,1725
2019-03-04,1725
2019-03-05,1725
2019-03-06,1725
2019-03-07,1725
2019-03-08,1725
2019-03-09,1725
2019-03-10,1725
2019-03-11,1725
2019-03-12,1725
2019-03-13,1725
2019-03-14,1725
2019-03-15,1725
2019-03-16,1725
2019-03-17,1725
2019-03-18,1725
2019-03-19,1725
2019-03-20,1725
2019-03-21,1725
2019-03-22,1725
2019-03-23,1725
2019-03-24,1725
2019-03-25,1725
2019-03-26,1725
2019-03-27,1725
2019-03-28,1725
2019-03-29,1725
2019-03-30,1725
2019-03-31,1767
2019-04-01,1767
2019-04-02,1767
2019-04-03,1767
2019-04-04,1767
2019-04-05,1767
2019-04-06,1767
2019-04-07,1767
2019-04-08,1767
2019-04-09,1767
2019-04-10,1767
2019-04-11,1767
2019-04-12,1767
2019-04-13,1767
2019-04-14,1767
2019-04-15,1767
2019-04-16,1767
2019-04-17,1767
2019-04-18,1767
2019-04-19,1767
2019-04-20,1767
2019-04-21,1767
2019-04-22,1767
2019-04-23,1767
2019-04-24,1767
2019-04-25,1800
2019-04-26,1800
2019-04-27,1800
2019-04-28,1800
2019-04-29,1800
2019-04-30,1800
2019-05-01,1800
2019-05-02,1800
2019-05-03,1800
2019-05-04,1800
2019-05-05,1800
2019-05-06,1800
2019-05-07,1800
2019-05-08,1800
2019-05-09,1800
2019-05-10,1800
2019-05-11,1800
2019-05-12,1800
2019-05-13,1800
2019-05-14,1800
2019-05-15,1800
2019-05-16,1800
2019-05-17,1800
2019-05-18,1800
2019-05-19,1800
2019-05-20,1800
2019-05-21,1800
2019-05-22,1800
2019-05-23,1803
2019-05-24,1803
2019-05-25,1803
2019-05-26,1803
2019-05-27,1803
2019-05-28,1803
2019-05-29,1803
2019-05-30,1803
2019-05-31,1803
2019-06-01,1803
2019-06-02,1803
2019-06-03,1803
2019-06-04,1803
2019-06-05,1803
2019-06-06,1803
2019-06-07,1803
2019-06-08,1803
2019-06-09,1803
2019-06-10,1803
2019-06-11,1803
2019-06-12,1803
2019-06-13,1803
2019-06-14,1803
2019-06-15,1803
2019-06-16,1803
2019-06-17,1803
2019-06-18,1803
2019-06-19,1803
2019-06-20,1803
2019-06-21,1803
2019-06-22,1803
2019-06-23,1803
2019-06-24,1803
2019-06-25,1803
2019-06-26,1803
2019-06-27,1803
2019-06-28,1803
2019-06-29,1803
2019-06-30,1777
2019-07-01,1777
2019-07-02,1777
2019-07-03,1777
2019-07-04,1777
2019-07-05,1777
2019-07-06,1777
2019-07-07,1777
2019-07-08,1777
2019-07-09,1777
2019-07-10,1777
2019-07-11,1777
2019-07-12,1777
2019-07-13,1777
2019-07-14,1777
2019-07-15,1777
2019-07-16,1777
2019-07-17,1777
2019-07-18,1777
2019-07-19,1777
2019-07-20,1777
2019-07-21,1777
2019-07-22,1777
2019-07-23,1777
2019-07-24,1777
2019-07-25,1777
2019-07-26,1777
2019-07-27,1777
2019-07-28,1777
2019-07-29,1777
2019-07-30,1777
2019-07-31,1777
2019-08-01,1727
2019-08-02,1727
2019-08-03,1727
2019-08-04,1727
2019-08-05,1727
2019-08-06,1727
2019-08-07,1727
2019-08-08,1727
2019-08-09,1727
2019-08-10,1727
2019-08-11,1727
2019-08-12,1727
2019-08-13,1727
2019-08-14,1727
2019-08-15,1727
2019-08-16,1727
2019-08-17,1727
2019-08-18,1727
2019-08-19,1727
2019-08-20,1727
2019-08-21,1727
2019-08-22,1727
2019-08-23,1727
2019-08-24,1727
2019-08-24,1727
2019-08-25,1727
2019-08-25,1727
2019-08-26,1676
2019-08-26,1676
2019-08-27,1676
2019-08-27,1676
2019-08-28,1676
2019-08-29,1676
2019-08-30,1676
2019-08-31,1676
2019-09-01,1676
2019-09-02,1676
2019-09-03,1676
2019-09-04,1676
2019-09-05,1676
2019-09-06,1676
2019-09-07,1676
2019-09-08,1676
2019-09-09,1676
2019-09-10,1676
2019-09-11,1676
2019-09-12,1676
2019-09-13,1676
2019-09-14,1676
2019-09-15,1676
2019-09-16,1676
2019-09-17,1676
2019-09-18,1676
2019-09-19,1676
2019-09-20,1676
2019-09-21,1676
2019-09-22,1676
2019-09-23,1676
2019-09-24,1676
2019-09-25,1676
2019-09-26,1676
2019-09-27,1676
2019-09-28,1676
2019-09-29,1676
2019-09-30,1676
2019-10-01,1628
2019-10-02,1628
2019-10-03,1628
2019-10-04,1628
2019-10-05,1628
2019-10-06,1628
2019-10-07,1628
2019-10-08,1628
2019-10-09,1628
2019-10-10,1628
2019-10-11,1628
2019-10-12,1628
2019-10-13,1628
2019-10-14,1628
2019-10-15,1628
2019-10-16,1628
2019-10-17,1628
2019-10-18,1628
2019-10-19,1628
2019-10-20,1628
2019-10-21,1628
2019-10-22,1628
2019-10-23,1628
2019-10-24,1628
2019-10-25,1628
2019-10-26,1628
2019-10-27,1628
2019-10-28,1628
2019-10-29,1628
2019-10-30,1628
2019-10-31,1628
2019-11-01,1628
2019-11-02,1628
2019-11-03,1628
2019-11-04,1628
2019-11-05,1628
2019-11-06,1628
2019-11-07,1552
2019-11-08,1552
2019-11-09,1552
2019-11-10,1552
2019-11-11,1552
2019-11-12,1552
2019-11-13,1552
2019-11-14,1552
2019-11-15,1552
2019-11-16,1552
2019-11-17,1552
2019-11-18,1552
2019-11-19,1552
2019-11-20,1552
2019-11-21,1552
2019-11-22,1552
2019-11-23,1552
2019-11-24,1552
2019-11-25,1552
2019-11-26,1552
2019-11-27,1552
2019-11-28,1552
2019-11-29,1552
2019-11-30,1552
2019-12-01,1552
2019-12-02,1552
2019-12-03,1552
2019-12-04,1552
2019-12-05,1552
2019-12-06,1552
2019-12-07,1552
2019-12-08,1552
2019-12-09,1522
2019-12-10,1522
2019-12-11,1522
2019-12-12,1522
