date_obj,Black%20robe price
2017-01-17,2579
2017-01-18,2624
2017-01-19,2609
2017-01-20,2611
2017-01-21,2622
2017-01-22,2639
2017-01-23,2660
2017-01-27,2612
2017-01-28,2590
2017-01-29,2604
2017-01-30,2562
2017-01-31,2556
2017-02-01,2484
2017-02-02,2424
2017-02-03,2361
2017-02-04,2304
2017-02-05,2298
2017-02-06,2302
2017-02-07,2260
2017-02-08,2284
2017-02-09,2284
2017-02-10,2265
2017-02-11,2231
2017-02-12,2205
2017-02-13,2165
2017-02-14,2192
2017-02-15,2222
2017-02-16,2285
2017-02-18,2329
2017-02-19,2403
2017-02-20,2499
2017-02-21,2588
2017-02-22,2675
2017-02-23,2757
2017-02-24,2804
2017-02-25,2795
2017-02-26,2755
2017-02-27,2755
2017-02-28,2677
2017-03-01,2605
2017-03-02,2496
2017-03-03,2397
2017-03-04,2343
2017-03-05,2304
2017-03-06,2303
2017-03-07,2276
2017-03-08,2275
2017-03-09,2276
2017-03-10,2263
2017-03-11,2257
2017-03-12,2262
2017-03-13,2265
2017-03-14,2319
2017-03-15,2342
2017-03-16,2350
2017-03-17,2415
2017-03-18,2435
2017-03-19,2524
2017-03-20,2636
2017-03-21,2671
2017-03-22,2673
2017-03-23,2698
2017-03-24,2771
2017-03-25,2838
2017-03-26,2837
2017-03-27,2803
2017-03-28,2766
2017-03-29,2694
2017-03-30,2621
2017-03-31,2654
2017-04-01,2704
2017-04-02,2630
2017-04-03,2607
2017-04-04,2568
2017-04-12,2549
2017-04-13,2515
2017-04-14,2477
2017-04-15,2493
2017-04-16,2511
2017-04-17,2518
2017-04-18,2505
2017-04-19,2519
2017-04-20,2579
2017-04-21,2614
2017-04-22,2572
2017-04-23,2604
2017-04-24,2622
2017-04-25,2610
2017-04-26,2610
2017-04-27,2626
2017-04-28,2689
2017-04-29,2778
2017-04-30,2848
2017-05-01,2900
2017-05-02,2889
2017-05-03,2873
2017-05-04,2845
2017-05-05,2858
2017-05-06,2838
2017-05-07,2793
2017-05-08,2741
2017-05-09,2695
2017-05-10,2644
2017-05-11,2566
2017-05-12,2531
2017-05-13,2434
2017-05-14,2312
2017-05-15,2302
2017-05-16,2249
2017-05-17,2196
2017-05-18,2187
2017-05-19,2178
2017-05-20,2209
2017-05-21,2209
2017-05-22,2199
2017-05-23,2162
2017-05-24,2202
2017-05-25,2244
2017-05-26,2174
2017-05-27,2164
2017-05-28,2177
2017-05-29,2179
2017-05-30,2236
2017-05-31,2235
2017-06-01,2243
2017-06-02,2150
2017-06-03,2128
2017-06-04,2136
2017-06-05,2115
2017-06-06,2089
2017-06-07,2078
2017-06-08,2078
2017-06-09,2010
2017-06-10,2065
2017-06-11,2069
2017-06-12,2044
2017-06-13,2037
2017-06-14,2032
2017-06-15,2045
2017-06-16,2060
2017-06-17,2107
2017-06-18,2154
2017-06-19,2154
2017-06-20,2227
2017-06-21,2301
2017-06-22,2301
2017-06-23,2317
2017-06-24,2288
2017-06-25,2279
2017-06-26,2299
2017-06-27,2341
2017-06-28,2373
2017-06-29,2409
2017-06-30,2379
2017-07-01,2379
2017-07-02,2342
2017-07-03,2290
2017-07-04,2241
2017-07-05,2241
2017-07-06,2249
2017-07-07,2249
2017-07-08,2259
2017-07-13,2375
2017-07-14,2368
2017-07-15,2368
2017-07-16,2349
2017-07-17,2318
2017-07-18,2300
2017-07-19,2268
2017-07-20,2193
2017-07-21,2122
2017-07-22,2076
2017-07-23,2117
2017-07-24,2072
2017-07-25,2086
2017-07-26,2109
2017-07-27,2133
2017-07-28,2225
2017-07-29,2266
2017-07-30,2270
2017-07-31,2270
2017-08-01,2250
2017-08-02,2235
2017-08-03,2192
2017-08-04,2188
2017-08-05,2152
2017-08-06,2182
2017-08-07,2235
2017-08-08,2195
2017-08-09,2141
2017-08-10,2062
2017-08-11,2020
2017-08-12,1982
2017-08-13,1978
2017-08-14,1968
2017-08-15,1889
2017-08-16,1860
2017-08-17,1865
2017-08-18,1865
2017-08-19,1818
2017-08-20,1799
2017-08-21,1811
2017-08-22,1809
2017-08-23,1842
2017-08-24,1858
2017-08-25,1906
2017-08-26,1898
2017-08-27,1963
2017-08-28,2004
2017-08-29,2004
2017-08-30,1965
2017-08-31,1987
2017-09-01,2041
2017-09-02,2001
2017-09-03,2001
2017-09-04,1924
2017-09-05,1907
2017-09-06,1889
2017-09-07,1853
2017-09-08,1853
2017-09-09,1803
2017-09-10,1825
2017-09-11,1844
2017-09-12,1815
2017-09-13,1822
2017-09-14,1843
2017-09-15,1843
2017-09-16,1837
2017-09-17,1791
2017-09-18,1763
2017-09-19,1739
2017-09-20,1770
2017-09-22,1835
2017-09-23,1835
2017-09-24,1850
2017-09-25,1858
2017-09-26,1907
2017-09-27,1930
2017-09-28,1945
2017-09-29,1884
2017-09-30,1810
2017-10-01,1776
2017-10-02,1732
2017-10-03,1677
2017-10-04,1667
2017-10-05,1651
2017-10-06,1679
2017-10-07,1675
2017-10-08,1665
2017-10-09,1721
2017-10-10,1759
2017-10-11,1759
2017-10-12,1747
2017-10-13,1711
2017-10-14,1680
2017-10-15,1680
2017-10-16,1701
2017-10-17,1701
2017-10-18,1679
2017-10-19,1639
2017-10-20,1586
2017-10-21,1560
2017-10-22,1555
2017-10-23,1564
2017-10-24,1557
2017-10-25,1521
2017-10-26,1472
2017-10-27,1446
2017-10-28,1446
2017-10-29,1450
2017-10-30,1519
2017-10-31,1578
2017-11-01,1578
2017-11-02,1632
2017-11-03,1653
2017-11-04,1684
2017-11-05,1660
2017-11-06,1681
2017-11-07,1709
2017-11-08,1710
2017-11-09,1671
2017-11-10,1696
2017-11-11,1725
2017-11-12,1726
2017-11-13,1710
2017-11-14,1712
2017-11-15,1697
2017-11-16,1702
2017-11-17,1721
2017-11-18,1732
2017-11-19,1716
2017-11-20,1706
2017-11-21,1703
2017-11-22,1713
2017-11-23,1718
2017-11-24,1741
2017-11-25,1770
2017-11-26,1823
2017-11-27,1823
2017-11-28,1834
2017-11-29,1885
2017-11-30,1927
2017-12-01,1983
2017-12-02,2037
2017-12-03,2078
2017-12-04,2157
2017-12-05,2242
2017-12-06,2346
2017-12-07,2393
2017-12-08,2393
2017-12-09,2391
2017-12-10,2380
2017-12-11,2333
2017-12-12,2342
2017-12-13,2262
2017-12-14,2150
2017-12-15,2061
2017-12-16,1990
2017-12-17,1960
2017-12-18,1903
2017-12-19,1901
2017-12-20,1941
2017-12-21,1967
2017-12-22,1967
2017-12-23,1952
2017-12-24,1963
2017-12-25,2043
2017-12-26,1987
2017-12-27,1912
2017-12-28,1922
2017-12-29,1937
2017-12-30,1945
2017-12-31,1907
2018-01-01,1882
2018-01-02,1922
2018-01-03,1878
2018-01-04,1887
2018-01-05,1958
2018-01-06,2033
2018-01-07,2099
2018-01-08,2174
2018-01-09,2155
2018-01-10,2076
2018-01-11,2027
2018-01-12,1985
2018-01-13,1934
2018-01-14,1906
2018-01-15,1889
2018-01-16,1935
2018-01-17,1999
2018-01-18,2015
2018-01-19,2015
2018-01-20,2023
2018-01-21,2049
2018-01-22,2044
2018-01-23,2010
2018-01-24,1966
2018-01-25,1931
2018-01-26,1918
2018-01-27,1925
2018-01-28,1926
2018-01-29,1900
2018-01-30,1941
2018-01-31,1970
2018-02-01,1960
2018-02-02,1944
2018-02-03,1953
2018-02-04,1949
2018-02-05,1959
2018-02-06,1938
2018-02-07,1966
2018-02-08,2001
2018-02-09,2026
2018-02-10,2079
2018-02-11,2088
2018-02-12,2112
2018-02-13,2154
2018-02-14,2135
2018-02-15,2089
2018-02-16,2061
2018-02-17,2032
2018-02-18,1981
2018-02-19,1959
2018-02-20,1962
2018-02-21,1998
2018-02-22,2042
2018-02-23,2075
2018-02-24,2118
2018-02-25,2057
2018-02-26,2030
2018-02-27,1988
2018-02-28,1950
2018-03-01,1919
2018-03-02,1880
2018-03-03,1845
2018-03-04,1800
2018-03-05,1825
2018-03-06,1849
2018-03-07,1892
2018-03-08,1941
2018-03-09,1986
2018-03-10,2024
2018-03-11,2031
2018-03-12,2036
2018-03-13,2061
2018-03-14,2134
2018-03-15,2099
2018-03-16,2140
2018-03-17,2169
2018-03-18,2213
2018-03-20,2279
2018-03-21,2284
2018-03-22,2287
2018-03-23,2299
2018-03-24,2340
2018-03-25,2277
2018-03-26,2231
2018-03-27,2176
2018-03-28,2121
2018-03-29,2173
2018-03-30,2144
2018-03-31,2121
2018-04-01,2107
2018-04-02,2054
2018-04-03,2070
2018-04-04,2035
2018-04-05,1997
2018-04-06,2053
2018-04-07,2097
2018-04-08,2140
2018-04-09,2128
2018-04-10,2127
2018-04-11,2125
2018-04-12,2209
2018-04-13,2222
2018-04-14,2281
2018-04-15,2246
2018-04-16,2197
2018-04-17,2181
2018-04-18,2177
2018-04-19,2171
2018-04-20,2110
2018-04-21,2136
2018-04-22,2158
2018-04-23,2212
2018-04-24,2229
2018-04-25,2248
2018-04-26,2266
2018-04-27,2235
2018-04-28,2177
2018-04-29,2180
2018-04-30,2205
2018-05-01,2204
2018-05-02,2227
2018-05-03,2162
2018-05-04,2143
2018-05-05,2229
2018-05-06,2273
2018-05-07,2270
2018-05-08,2289
2018-05-09,2308
2018-05-10,2272
2018-05-11,2296
2018-05-12,2258
2018-05-13,2189
2018-05-14,2127
2018-05-15,2126
2018-05-16,2128
2018-05-17,2175
2018-05-18,2151
2018-05-19,2180
2018-05-20,2176
2018-05-21,2154
2018-05-22,2103
2018-05-23,2070
2018-05-24,2083
2018-05-25,2107
2018-05-26,2115
2018-05-27,2090
2018-05-28,2106
2018-05-29,2098
2018-05-30,2034
2018-05-31,1994
2018-06-01,2002
2018-06-02,2060
2018-06-03,2014
2018-06-04,1965
2018-06-05,1923
2018-06-06,2003
2018-06-07,2066
2018-06-08,2035
2018-06-09,2095
2018-06-10,2062
2018-06-11,2082
2018-06-12,2045
2018-06-13,2034
2018-06-14,2056
2018-06-15,2002
2018-06-16,1944
2018-06-17,1903
2018-06-18,1890
2018-06-19,1888
2018-06-20,1964
2018-06-21,1980
2018-06-22,2004
2018-06-23,2025
2018-06-24,2059
2018-06-25,2015
2018-06-26,1942
2018-06-27,1886
2018-06-28,1835
2018-06-29,1824
2018-06-30,1861
2018-07-01,1886
2018-07-02,1902
2018-07-03,1942
2018-07-04,1952
2018-07-05,1913
2018-07-06,1949
2018-07-07,1971
2018-07-08,2031
2018-07-09,2022
2018-07-10,2046
2018-07-11,2067
2018-07-12,2094
2018-07-13,2090
2018-07-14,2078
2018-07-15,2073
2018-07-16,2024
2018-07-17,2003
2018-07-18,1977
2018-07-19,2060
2018-07-20,2035
2018-07-21,2056
2018-07-22,2083
2018-07-23,2056
2018-07-24,2043
2018-07-25,2036
2018-07-26,2022
2018-07-27,1970
2018-07-28,2004
2018-07-29,1998
2018-07-30,1935
2018-07-31,1923
2018-08-01,1885
2018-08-02,1903
2018-08-03,1898
2018-08-04,1911
2018-08-05,1919
2018-08-06,1978
2018-08-07,2046
2018-08-08,2009
2018-08-09,2023
2018-08-10,2041
2018-08-11,2038
2018-08-12,2031
2018-08-14,2176
2018-08-16,2250
2018-08-17,2318
2018-08-18,2401
2018-08-19,2502
2018-08-20,2525
2018-08-21,2507
2018-08-22,2554
2018-08-23,2624
2018-08-24,2608
2018-08-25,2567
2018-08-26,2504
2018-08-27,2502
2018-08-28,2511
2018-08-29,2521
2018-08-30,2446
2018-08-31,2422
2018-09-01,2383
2018-09-02,2366
2018-09-03,2344
2018-09-04,2353
2018-09-05,2328
2018-09-06,2305
2018-09-07,2286
2018-09-08,2302
2018-09-09,2250
2018-09-10,2200
2018-09-11,2162
2018-09-12,2227
2018-09-13,2278
2018-09-14,2296
2018-09-15,2253
2018-09-16,2230
2018-09-17,2223
2018-09-18,2215
2018-09-19,2218
2018-09-20,2239
2018-09-21,2259
2018-09-22,2298
2018-09-23,2327
2018-09-24,2301
2018-09-25,2262
2018-09-26,2210
2018-09-27,2132
2018-09-28,2114
2018-09-29,2098
2018-09-30,2165
2018-10-01,2134
2018-10-02,2115
2018-10-03,2079
2018-10-04,2079
2018-10-05,2051
2018-10-06,2078
2018-10-07,2052
2018-10-08,2152
2018-10-09,2260
2018-10-10,2373
2018-10-11,2492
2018-10-12,2617
2018-10-13,2740
2018-10-14,2734
2018-10-15,2827
2018-10-16,2917
2018-10-17,2808
2018-10-18,2701
2018-10-19,2598
2018-10-20,2479
2018-10-21,2359
2018-10-22,2259
2018-10-23,2181
2018-10-24,2077
2018-10-25,2062
2018-10-26,1979
2018-10-27,1941
2018-10-28,1897
2018-10-29,1905
2018-10-30,1896
2018-10-31,1965
2018-11-01,2024
2018-11-03,2217
2018-11-04,2323
2018-11-05,2418
2018-11-06,2535
2018-11-07,2662
2018-11-08,2796
2018-11-09,2936
2018-11-10,3082
2018-11-11,3224
2018-11-12,3362
2018-11-13,3263
2018-11-15,2968
2018-11-16,2830
2018-11-17,2696
2018-11-18,2579
2018-11-19,2461
2018-11-20,2371
2018-11-21,2264
2018-11-22,2166
2018-11-23,2081
2018-11-24,2051
2018-11-25,2057
2018-11-26,2059
2018-11-27,2091
2018-11-28,2048
2018-11-29,2003
2018-12-01,2019
2018-12-02,2024
2018-12-03,2039
2018-12-04,2012
2018-12-05,2045
2018-12-07,1984
2018-12-09,2031
2018-12-10,2003
2018-12-11,1937
2018-12-12,1852
2018-12-13,1789
2018-12-14,1736
2018-12-15,1717
2018-12-16,1709
2018-12-17,1706
2018-12-18,1677
2018-12-19,1625
2018-12-20,1573
2018-12-21,1585
2018-12-22,1552
2018-12-23,1536
2018-12-24,1543
2018-12-25,1516
2018-12-26,1582
2018-12-27,1590
2018-12-28,1597
2018-12-29,1576
2018-12-30,1565
2018-12-31,1545
2019-01-01,1525
2019-01-02,1493
2019-01-03,1461
2019-01-04,1512
2019-01-05,1472
2019-01-06,1425
2019-01-08,1356
2019-01-10,1376
2019-01-11,1384
2019-01-12,1398
2019-01-13,1419
2019-01-14,1429
2019-01-15,1438
2019-01-16,1446
2019-01-17,1469
2019-01-18,1482
2019-01-19,1503
2019-01-20,1536
2019-01-21,1534
2019-01-22,1550
2019-01-23,1575
2019-01-24,1594
2019-01-25,1580
2019-01-26,1565
2019-01-27,1566
2019-01-28,1624
2019-01-29,1646
2019-01-30,1651
2019-01-31,1653
2019-02-01,1655
2019-02-02,1650
2019-02-03,1641
2019-02-04,1627
2019-02-05,1641
2019-02-06,1649
2019-02-07,1637
2019-02-08,1588
2019-02-09,1605
2019-02-10,1568
2019-02-11,1566
2019-02-12,1549
2019-02-13,1567
2019-02-14,1557
2019-02-15,1563
2019-02-16,1587
2019-02-17,1573
2019-02-18,1546
2019-02-19,1553
2019-02-20,1562
2019-02-21,1516
2019-02-22,1488
2019-02-23,1445
2019-02-24,1437
2019-02-25,1443
2019-02-26,1483
2019-02-27,1453
2019-02-28,1421
2019-03-01,1385
2019-03-02,1409
2019-03-03,1413
2019-03-04,1429
2019-03-05,1405
2019-03-06,1436
2019-03-07,1446
2019-03-08,1460
2019-03-09,1494
2019-03-10,1497
2019-03-11,1504
2019-03-12,1527
2019-03-13,1552
2019-03-14,1570
2019-03-15,1581
2019-03-16,1610
