date_obj,Black%20robe price
2015-03-04,3310
2015-03-05,3340
2015-03-06,3354
2015-03-07,3354
2015-03-08,3337
2015-03-09,3337
2015-03-10,3229
2015-03-11,3229
2015-03-12,3097
2015-03-13,3097
2015-03-14,3052
2015-03-15,3052
2015-03-16,3013
2015-03-17,3013
2015-03-18,2955
2015-03-19,2955
2015-03-20,2864
2015-03-21,2864
2015-03-22,2825
2015-03-23,2825
2015-03-24,2910
2015-03-25,2910
2015-03-26,3035
2015-03-27,3035
2015-03-28,3122
2015-03-29,3124
2015-03-30,3124
2015-03-31,3071
2015-04-01,3071
2015-04-02,3091
2015-04-03,3091
2015-04-04,2987
2015-04-05,2987
2015-04-06,2992
2015-04-07,2992
2015-04-08,3022
2015-04-09,3022
2015-04-10,2974
2015-04-11,2974
2015-04-12,2907
2015-04-13,2907
2015-04-14,2774
2015-04-15,2774
2015-04-16,2702
2015-04-17,2702
2015-04-18,2832
2015-04-19,2954
2015-04-20,2954
2015-04-21,3101
2015-04-22,3101
2015-04-23,3236
2015-04-24,3236
2015-04-25,3367
2015-04-26,3367
2015-04-27,3439
2015-04-28,3444
2015-04-29,3444
2015-04-30,3445
2015-05-01,3445
2015-05-02,3349
2015-05-03,3349
2015-05-04,3301
2015-05-05,3301
2015-05-06,3185
2015-05-07,3185
2015-05-08,3073
2015-05-09,3073
2015-05-10,3012
2015-05-11,3012
2015-05-12,2908
2015-05-13,2908
2015-05-14,2782
2015-05-15,2782
2015-05-16,2709
2015-05-17,2678
2015-05-18,2678
2015-05-19,2695
2015-05-20,2695
2015-05-21,2695
2015-05-22,2717
2015-05-23,2717
2015-05-24,2850
2015-05-25,2965
2015-05-26,2965
2015-05-27,3082
2015-05-28,3212
2015-05-29,3182
2015-05-30,3223
2015-05-31,3223
2015-06-01,3183
2015-06-02,3183
2015-06-03,3125
2015-06-04,3125
2015-06-05,3046
2015-06-06,3088
2015-06-07,3139
2015-06-08,3139
2015-06-09,3125
2015-06-10,3077
2015-06-11,3077
2015-06-12,3047
2015-06-13,3038
2015-06-14,3069
2015-06-15,3069
2015-06-16,3111
2015-06-17,3111
2015-06-18,3195
2015-06-19,3195
2015-06-20,3165
2015-06-21,3165
2015-06-22,3209
2015-06-23,3209
2015-06-24,3317
2015-06-25,3317
2015-06-26,3347
2015-06-27,3347
2015-06-28,3316
2015-06-29,3316
2015-06-30,3264
2015-07-01,3298
2015-07-02,3298
2015-07-03,3332
2015-07-04,3451
2015-07-05,3451
2015-07-06,3546
2015-07-07,3580
2015-07-08,3638
2015-07-09,3638
2015-07-10,3562
2015-07-11,3562
2015-07-12,3492
2015-07-13,3390
2015-07-14,3299
2015-07-15,3320
2015-07-16,3320
2015-07-17,3340
2015-07-18,3340
2015-07-19,3317
2015-07-20,3335
2015-07-21,3335
2015-07-22,3309
2015-07-23,3309
2015-07-24,3315
2015-07-25,3315
2015-07-26,3358
2015-07-27,3401
2015-07-28,3510
2015-07-29,3639
2015-07-30,3728
2015-07-31,3728
2015-08-01,3793
2015-08-02,3816
2015-08-03,3816
2015-08-04,3822
2015-08-05,3743
2015-08-06,3743
2015-08-07,3624
2015-08-08,3520
2015-08-09,3449
2015-08-10,3403
2015-08-11,3357
2015-08-12,3357
2015-08-13,3189
2015-08-14,3161
2015-08-15,3161
2015-08-16,3135
2015-08-17,3049
2015-08-18,3155
2015-08-19,3280
2015-08-20,3280
2015-08-21,3325
2015-08-22,3408
2015-08-23,3408
2015-08-24,3492
2015-08-25,3492
2015-08-26,3448
2015-08-27,3363
2015-08-28,3363
2015-08-29,3329
2015-08-30,3329
2015-08-31,3322
2015-09-01,7
2015-09-02,3317
2015-09-07,3538
2015-09-08,3633
2015-09-10,3663
2015-09-14,3635
2015-09-16,3602
2015-09-22,3634
2015-09-23,3680
2015-09-24,3680
2015-09-25,3633
2015-09-27,3657
2015-09-28,3651
2015-09-29,3651
2015-09-30,3554
2015-10-05,3598
2015-10-06,3569
2015-10-07,3569
2015-10-08,3566
2015-10-09,3462
2015-10-10,3462
2015-10-11,3461
2015-10-12,3470
2015-10-13,3470
2015-10-14,3524
2015-10-15,3540
2015-10-16,3469
2015-10-17,3469
2015-10-18,3458
2015-10-19,3422
2015-10-20,3400
2015-10-22,3391
2015-10-23,3380
2015-10-24,3380
2015-10-25,3494
2015-10-26,3577
2015-10-27,3577
2015-10-29,3661
2015-10-30,3708
2015-10-31,3764
2015-11-01,3764
2015-11-02,3840
2015-11-03,3840
2015-11-04,3876
2015-11-05,3977
2015-11-06,3977
2015-11-07,3998
2015-11-08,3998
2015-11-09,4093
2015-11-10,4093
2015-11-11,4109
2015-11-12,4109
2015-11-13,4151
2015-11-14,4145
2015-11-15,4138
2015-11-16,4138
2015-11-17,3984
2015-11-18,3903
2015-11-19,3891
2015-11-20,3916
2015-11-21,3916
2015-11-22,3849
2015-11-23,3849
2015-11-24,3904
2015-11-25,3848
2015-11-26,3848
2015-11-27,3894
2015-11-28,3900
2015-11-29,3896
2015-11-30,3910
2015-12-01,3910
2015-12-02,3943
2015-12-03,3883
2015-12-04,3883
2015-12-05,3787
2015-12-06,3723
2015-12-07,3723
2015-12-08,3614
2015-12-09,3460
2015-12-10,3343
2015-12-11,3255
2015-12-12,3255
2015-12-13,3175
2015-12-14,3175
2015-12-15,3144
2015-12-16,3174
2015-12-17,3174
2015-12-18,3204
2015-12-19,3204
2015-12-20,3309
2015-12-21,3453
2015-12-22,3541
2015-12-23,3599
2015-12-24,3599
2015-12-25,3605
2015-12-26,3678
2015-12-27,3727
2015-12-28,3727
2015-12-29,3879
2015-12-30,4062
2015-12-31,4062
2016-01-01,4069
2016-01-02,4050
2016-01-03,4081
2016-01-04,4075
2016-01-05,3987
2016-01-06,4073
2016-01-07,4073
2016-01-08,3987
2016-01-09,3987
2016-01-10,4041
2016-01-11,4151
2016-01-12,4267
2016-01-13,4267
2016-01-14,4302
2016-01-15,4221
2016-01-16,4132
2016-01-17,4002
2016-01-18,3901
2016-01-19,3901
2016-01-20,3841
2016-01-21,3841
2016-01-22,3826
2016-01-23,3907
2016-01-24,4033
2016-01-25,4015
2016-01-26,4015
2016-01-27,3966
2016-01-28,3966
2016-01-29,3919
2016-01-30,3919
2016-01-31,3931
2016-02-01,3999
2016-02-02,4092
2016-02-03,4117
2016-02-04,4117
2016-02-05,4094
2016-02-06,4124
2016-02-07,4124
2016-02-08,4160
2016-02-09,4132
2016-02-10,4065
2016-02-11,4065
2016-02-12,4065
2016-02-13,4034
2016-02-14,4034
2016-02-15,3959
2016-02-16,3996
2016-02-17,3892
2016-02-18,3892
2016-02-19,3795
2016-02-20,3743
2016-02-21,3745
2016-02-22,3745
2016-02-23,3791
2016-02-24,3802
2016-02-25,3804
2016-02-26,3804
2016-02-27,3763
2016-02-28,3797
2016-02-29,3801
2016-03-01,3812
2016-03-02,3812
2016-03-03,3858
2016-03-04,3866
2016-03-05,3948
2016-03-06,3962
2016-03-07,3962
2016-03-08,4003
2016-03-09,4065
2016-03-10,4145
2016-03-11,4087
2016-03-12,4087
2016-03-13,4192
2016-03-14,4118
2016-03-15,4014
2016-03-16,3916
2016-03-17,3933
2016-03-18,3875
2016-03-19,3740
2016-03-20,3669
2016-03-21,3566
2016-03-22,3510
2016-03-23,3498
2016-03-24,3627
2016-03-25,3701
2016-03-26,3769
2016-03-27,3786
2016-03-28,3690
2016-03-29,3641
2016-03-30,3641
2016-03-31,3613
2016-04-01,3588
2016-04-02,3613
2016-04-03,3658
2016-04-04,3750
2016-04-05,3769
2016-04-06,3789
2016-04-07,3813
2016-04-08,3870
2016-04-09,3842
2016-04-10,3927
2016-04-11,3927
2016-04-12,3824
2016-04-13,3787
2016-04-14,3719
2016-04-15,3548
2016-04-16,3515
2016-04-17,3528
2016-04-18,3425
2016-04-19,3343
2016-04-20,3397
2016-04-21,3535
2016-04-22,3535
2016-04-23,3708
2016-04-24,3860
2016-04-25,3822
2016-04-26,3813
2016-04-27,3802
2016-04-28,3958
2016-04-29,3997
2016-04-30,4056
2016-05-01,4005
2016-05-02,4091
2016-05-03,4186
2016-05-04,4108
2016-05-05,4105
2016-05-06,4105
2016-05-07,4084
2016-05-08,4084
2016-05-09,4123
2016-05-10,3982
2016-05-11,3982
2016-05-12,3893
2016-05-13,3910
2016-05-14,3900
2016-05-15,3863
2016-05-16,3876
2016-05-17,3950
2016-05-18,3941
2016-05-19,3913
2016-05-22,3950
2016-05-23,3957
2016-05-24,4096
2016-05-25,4102
2016-05-26,4091
2016-05-27,4008
2016-05-28,4008
2016-05-29,3908
2016-05-30,3908
2016-05-31,3836
2016-06-01,3786
2016-06-02,3850
2016-06-03,3772
2016-06-04,3784
2016-06-05,3863
2016-06-06,3832
2016-06-07,3832
2016-06-08,3781
2016-06-09,3698
2016-06-10,3644
2016-06-11,3568
2016-06-12,3554
2016-06-13,3574
2016-06-14,3482
2016-06-15,3559
2016-06-16,3559
2016-06-17,3519
2016-06-18,3542
2016-06-19,3558
2016-06-20,3484
2016-06-21,3340
2016-06-22,3317
2016-06-23,3292
2016-06-24,3216
2016-06-25,3158
2016-06-26,3126
2016-06-27,3145
2016-06-28,3181
2016-06-29,3197
2016-06-30,3268
2016-07-01,3286
2016-07-02,3204
2016-07-03,3256
2016-07-04,3343
2016-07-05,3341
2016-07-06,3408
2016-07-07,3390
2016-07-08,3328
2016-07-09,3311
2016-07-10,3321
2016-07-11,3290
2016-07-12,3238
2016-07-13,3227
2016-07-14,3147
2016-07-15,3176
2016-07-16,3062
2016-07-17,3130
2016-07-18,3094
2016-07-23,3140
2016-07-24,3186
2016-07-25,3135
2016-07-26,3135
2016-07-27,3218
2016-07-28,3318
2016-07-29,3413
2016-07-30,3438
2016-07-31,3438
2016-08-01,3529
2016-08-02,3424
2016-08-03,3343
2016-08-04,3241
2016-08-05,3241
2016-08-06,3192
2016-08-07,3074
2016-08-08,3074
2016-08-09,2936
2016-08-10,2898
2016-08-11,2898
2016-08-12,2943
2016-08-13,3009
2016-08-14,3044
2016-08-15,3018
2016-08-16,3089
2016-08-17,3049
2016-08-18,3049
2016-08-19,3024
2016-08-20,3063
2016-08-21,3063
2016-08-22,3077
2016-08-23,3124
2016-08-24,3192
2016-08-25,3130
2016-08-26,3130
2016-08-28,3077
2016-08-31,2895
2016-09-01,2861
2016-09-02,2861
2016-09-03,2800
2016-09-04,2772
2016-09-05,2826
2016-09-06,2941
2016-09-07,2941
2016-09-08,2901
2016-09-09,2901
2016-09-10,2809
2016-09-11,2809
2016-09-12,2760
2016-09-13,2696
2016-09-14,2696
2016-09-15,2677
2016-09-16,2677
2016-09-17,2659
2016-09-18,2711
2016-09-19,2688
2016-09-20,2688
2016-09-21,2669
2016-09-22,2593
2016-09-23,2561
2016-09-24,2561
2016-09-25,2467
2016-09-26,2467
2016-09-27,2344
2016-09-28,2283
2016-09-29,2283
2016-09-30,2276
2016-10-01,2274
2016-10-02,2274
2016-10-03,2257
2016-10-04,2242
2016-10-05,2271
2016-10-06,2316
2016-10-07,2316
2016-10-08,2395
2016-10-09,2395
2016-10-10,2438
2016-10-11,2480
2016-10-12,2480
2016-10-13,2488
2016-10-14,2460
2016-10-15,2403
2016-10-16,2335
2016-10-17,2315
2016-10-18,2315
2016-10-19,2353
2016-10-20,2394
2016-10-21,2400
2016-10-22,2400
2016-10-23,2405
2016-10-24,2380
2016-10-25,2380
2016-10-26,2291
2016-10-27,2229
2016-10-28,2229
2016-10-29,2285
2016-10-30,2365
2016-10-31,2382
2016-11-01,2382
2016-11-02,2354
2016-11-03,2354
2016-11-04,2360
2016-11-05,2360
2016-11-06,2319
2016-11-07,2319
2016-11-08,2261
2016-11-09,2219
2016-11-10,2245
2016-11-11,2245
2016-11-12,2212
2016-11-13,2212
2016-11-14,2183
2016-11-15,2117
2016-12-07,2212
2016-12-08,2264
2016-12-09,2343
2016-12-10,2331
2016-12-11,2322
2016-12-12,2369
2016-12-13,2370
2016-12-14,2405
2016-12-15,2405
2016-12-16,2378
2016-12-17,2351
2016-12-18,2351
2016-12-19,2351
2016-12-20,2335
2016-12-21,2374
2016-12-22,2374
2016-12-23,2366
2016-12-24,2345
2016-12-25,2378
2016-12-26,2422
2016-12-27,2412
2016-12-28,2458
2016-12-29,2447
2016-12-30,2442
2016-12-31,2442
2017-01-01,2397
2017-01-02,2349
2017-01-03,2327
2017-01-04,2324
2017-01-05,2359
2017-01-06,2353
2017-01-07,2377
2017-01-08,2427
2017-01-09,2487
2017-01-10,2575
2017-01-11,2641
2017-01-12,2589
2017-01-13,2589
2017-01-14,2525
2017-01-15,2510
2017-01-16,2525
