date_obj,Mithril%20trimmed%20set%20(lg) price
2015-03-26,334819
2015-03-27,334819
2015-03-28,334819
2015-03-29,334819
2015-03-30,334819
2015-03-31,334819
2015-04-01,334819
2015-04-02,334819
2015-04-03,334819
2015-04-04,334819
2015-04-05,334819
2015-04-06,334819
2015-04-07,334819
2015-04-08,334819
2015-04-09,334819
2015-04-10,318769
2015-04-11,318769
2015-04-12,318769
2015-04-13,318769
2015-04-14,318769
2015-04-15,318769
2015-04-16,318769
2015-04-17,318769
2015-04-18,318769
2015-04-19,318769
2015-04-20,318769
2015-04-21,318769
2015-04-22,318769
2015-04-23,318769
2015-04-24,303190
2015-04-25,303190
2015-04-26,303190
2015-04-27,303190
2015-04-28,303190
2015-04-29,303190
2015-04-30,303190
2015-05-01,303190
2015-05-02,303190
2015-05-03,303190
2015-05-04,288738
2015-05-05,288738
2015-05-06,288738
2015-05-07,288738
2015-05-08,288738
2015-05-09,288738
2015-05-10,288738
2015-05-11,288738
2015-05-12,288738
2015-05-13,288738
2015-05-14,274914
2015-05-15,274914
2015-05-16,274914
2015-05-17,274914
2015-05-18,274914
2015-05-19,274914
2015-05-20,274914
2015-05-21,274914
2015-05-22,274914
2015-05-23,274914
2015-05-24,274914
2015-05-25,261873
2015-05-26,261873
2015-05-27,261873
2015-05-28,261873
2015-05-29,249396
2015-05-30,249396
2015-05-31,249396
2015-06-01,237553
2015-06-02,237553
2015-06-03,237553
2015-06-04,237553
2015-06-05,226074
2015-06-06,226074
2015-06-07,226074
2015-06-08,215170
2015-06-09,215170
2015-06-10,204992
2015-06-11,204992
2015-06-12,204992
2015-06-13,204992
2015-06-14,204992
2015-06-15,195440
2015-06-16,195440
2015-06-17,195440
2015-06-18,195440
2015-06-19,186182
2015-06-20,186182
2015-06-21,186182
2015-06-22,186182
2015-06-23,186182
2015-06-24,177250
2015-06-25,177250
2015-06-26,177250
2015-06-27,177250
2015-06-28,177250
2015-06-29,177250
2015-06-30,177250
2015-07-01,177250
2015-07-02,177250
2015-07-03,168713
2015-07-04,168713
2015-07-05,168713
2015-07-06,168713
2015-07-07,168713
2015-07-08,168713
2015-07-09,168713
2015-07-10,168713
2015-07-11,168713
2015-07-12,168713
2015-07-13,160649
2015-07-14,160649
2015-07-15,160649
2015-07-16,160649
2015-07-17,160649
2015-07-18,160649
2015-07-19,160649
2015-07-20,152971
2015-07-21,152971
2015-07-22,152971
2015-07-23,152971
2015-07-24,145770
2015-07-25,145770
2015-07-26,145770
2015-07-27,145770
2015-07-28,138952
2015-07-29,138952
2015-07-30,138952
2015-07-31,132442
2015-08-01,132442
2015-08-02,132442
2015-08-03,132442
2015-08-04,126297
2015-08-05,126297
2015-08-06,126297
2015-08-07,126297
2015-08-08,126297
2015-08-09,120413
2015-08-10,120413
2015-08-11,120413
2015-08-12,120413
2015-08-13,120413
2015-08-14,120413
2015-08-15,114646
2015-08-16,114646
2015-08-17,114646
2015-08-18,114646
2015-08-19,109327
2015-08-20,109327
2015-08-21,109327
2015-08-22,109327
2015-08-23,109327
2015-08-24,104113
2015-08-25,104113
2015-08-26,104113
2015-08-27,104113
2015-08-28,104113
2015-08-29,104113
2015-08-30,99168
2015-08-31,99168
2015-09-01,99168
2015-09-02,99168
2015-09-03,99168
2015-09-04,94492
2015-09-05,94492
2015-09-06,94492
2015-09-07,94492
2015-09-08,94492
2015-09-09,94492
2015-09-10,94492
2015-09-11,89988
2015-09-12,89988
2015-09-13,89988
2015-09-14,89988
2015-09-15,89988
2015-09-16,89988
2015-09-17,89988
2015-09-18,85761
2015-09-19,85761
2015-09-20,85761
2015-09-21,85761
2015-09-22,85761
2015-09-23,85761
2015-09-24,85761
2015-09-25,85761
2015-09-27,81691
2015-09-28,81691
2015-09-29,81691
2015-09-30,81691
2015-10-05,77852
2015-10-06,77852
2015-10-07,77852
2015-10-08,77852
2015-10-09,74169
2015-10-10,74169
2015-10-11,74169
2015-10-12,74169
2015-10-13,74169
2015-10-14,74169
2015-10-15,70646
2015-10-16,70646
2015-10-17,70646
2015-10-18,70646
2015-10-19,70646
2015-10-20,70646
2015-10-22,68344
2015-10-23,68344
2015-10-24,68344
2015-10-25,68344
2015-10-26,68344
2015-10-27,68344
2015-10-29,66174
2015-10-30,66174
2015-10-31,66174
2015-11-01,66174
2015-11-02,66174
2015-11-03,64387
2015-11-04,64387
2015-11-05,64387
2015-11-06,64387
2015-11-07,64387
2015-11-08,64387
2015-11-09,63389
2015-11-10,63389
2015-11-11,63389
2015-11-12,63389
2015-11-13,63389
2015-11-14,63389
2015-11-15,63389
2015-11-16,63810
2015-11-17,63810
2015-11-18,63810
2015-11-19,63810
2015-11-20,63810
2015-11-21,63810
2015-11-22,64547
2015-11-23,64547
2015-11-24,64547
2015-11-25,64547
2015-11-26,64547
2015-11-27,64547
2015-11-28,62968
2015-11-29,62968
2015-11-30,62968
2015-12-01,62968
2015-12-02,62968
2015-12-03,62968
2015-12-04,61052
2015-12-05,61052
2015-12-06,61052
2015-12-07,61052
2015-12-08,61052
2015-12-09,58409
2015-12-10,58409
2015-12-11,58409
2015-12-12,58409
2015-12-13,58409
2015-12-14,56471
2015-12-15,56471
2015-12-16,56471
2015-12-17,56471
2015-12-18,56471
2015-12-19,55778
2015-12-20,55778
2015-12-21,55778
2015-12-22,55778
2015-12-23,55778
2015-12-24,55778
2015-12-25,54362
2015-12-26,54362
2015-12-27,54362
2015-12-28,54362
2015-12-29,54362
2015-12-30,52573
2015-12-31,52573
2016-01-01,52573
2016-01-02,52573
2016-01-03,52573
2016-01-04,52573
2016-01-05,51872
2016-01-06,51872
2016-01-07,51872
2016-01-08,51872
2016-01-09,51872
2016-01-10,51872
2016-01-11,51594
2016-01-12,51594
2016-01-13,51594
2016-01-14,51594
2016-01-15,51594
2016-01-16,51594
2016-01-17,50661
2016-01-18,50661
2016-01-19,50661
2016-01-20,50661
2016-01-21,50661
2016-01-22,50661
2016-01-23,49985
2016-01-24,49985
2016-01-25,49985
2016-01-26,49985
2016-01-27,49985
2016-01-28,49985
2016-01-29,48184
2016-01-30,48184
2016-01-31,48184
2016-02-01,48184
2016-02-02,48184
2016-02-03,48327
2016-02-04,48327
2016-02-05,48327
2016-02-06,48327
2016-02-07,48327
2016-02-08,48327
2016-02-09,48653
2016-02-10,48653
2016-02-11,48653
2016-02-12,48653
2016-02-13,48653
2016-02-14,48653
2016-02-15,49058
2016-02-16,49058
2016-02-17,49058
2016-02-18,49058
2016-02-19,49058
2016-02-20,49058
2016-02-21,49273
2016-02-22,49273
2016-02-23,49273
2016-02-24,49273
2016-02-25,49273
2016-02-26,49273
2016-02-27,49155
2016-02-28,49155
2016-02-29,49155
2016-03-01,49155
2016-03-02,49155
2016-03-03,48903
2016-03-04,48903
2016-03-05,48903
2016-03-06,48903
2016-03-07,48903
2016-03-08,48660
2016-03-09,48660
2016-03-10,48660
2016-03-11,48660
2016-03-12,48660
2016-03-13,48660
2016-03-14,47944
2016-03-15,47944
2016-03-16,47944
2016-03-17,47944
2016-03-18,47944
2016-03-19,47944
2016-03-20,47498
2016-03-21,47498
2016-03-22,47498
2016-03-23,47498
2016-03-24,47498
2016-03-25,47498
2016-03-26,47406
2016-03-27,47406
2016-03-28,47406
2016-03-29,47406
2016-03-30,47406
2016-03-31,47406
2016-04-01,48178
2016-04-02,48178
2016-04-03,48178
2016-04-04,48178
2016-04-05,48178
2016-04-06,48178
2016-04-07,48178
2016-04-08,48919
2016-04-09,48919
2016-04-10,48919
2016-04-11,48919
2016-04-12,48919
2016-04-13,48919
2016-04-14,48919
2016-04-15,49215
2016-04-16,49215
2016-04-17,49215
2016-04-18,49215
2016-04-19,49215
2016-04-20,49215
2016-04-21,48932
2016-04-22,48932
2016-04-23,48932
2016-04-24,48932
2016-04-25,48932
2016-04-26,48932
2016-04-27,48937
2016-04-28,48937
2016-04-29,48937
2016-04-30,48937
2016-05-01,48937
2016-05-02,48937
2016-05-03,49024
2016-05-04,49024
2016-05-05,49024
2016-05-06,49024
2016-05-07,49024
2016-05-08,49024
2016-05-09,48960
2016-05-10,48960
2016-05-11,48960
2016-05-12,48960
2016-05-13,48960
2016-05-14,49000
2016-05-15,49000
2016-05-16,49000
2016-05-17,49000
2016-05-18,49000
2016-05-19,48272
2016-05-22,48272
2016-05-23,48272
2016-05-24,47225
2016-05-25,47225
2016-05-26,47225
2016-05-27,47225
2016-05-28,47225
2016-05-29,45234
2016-05-30,45234
2016-05-31,45234
2016-06-01,45234
2016-06-02,45234
2016-06-03,44597
2016-06-04,44597
2016-06-05,44597
2016-06-06,44597
2016-06-07,43730
2016-06-08,43730
2016-06-09,43730
2016-06-10,43730
2016-06-11,42635
2016-06-12,42635
2016-06-13,42635
2016-06-14,41711
2016-06-15,41711
2016-06-16,41711
2016-06-17,41711
2016-06-18,41711
2016-06-19,40778
2016-06-20,40778
2016-06-21,40778
2016-06-22,40778
2016-06-23,40778
2016-06-24,40608
2016-06-25,40608
2016-06-26,40608
2016-06-27,40608
2016-06-28,40608
2016-06-29,38840
2016-06-30,38840
2016-07-01,38840
2016-07-02,38840
2016-07-03,37805
2016-07-04,37805
2016-07-05,37805
2016-07-06,37805
2016-07-07,36636
2016-07-08,36636
2016-07-09,36636
2016-07-10,36636
2016-07-11,36636
2016-07-12,35149
2016-07-13,35149
2016-07-14,35149
2016-07-15,35149
2016-07-16,35149
2016-07-17,35149
2016-07-18,34148
2016-07-23,34148
2016-07-24,32730
2016-07-25,32730
2016-07-26,32730
2016-07-27,32730
2016-07-28,32730
2016-07-29,31359
2016-07-30,31359
2016-07-31,31359
2016-08-01,31359
2016-08-02,31359
2016-08-03,31359
2016-08-04,31359
2016-08-05,31359
2016-08-06,30313
2016-08-07,30313
2016-08-08,30313
2016-08-09,30313
2016-08-10,30313
2016-08-11,30313
2016-08-12,30313
2016-08-13,29766
2016-08-14,29766
2016-08-15,29766
2016-08-16,29766
2016-08-17,29766
2016-08-18,29766
2016-08-19,29766
2016-08-20,29307
2016-08-21,29307
2016-08-22,29307
2016-08-23,29307
2016-08-24,29307
2016-08-25,29307
2016-08-26,29307
2016-08-28,29374
2016-08-31,29374
2016-09-01,29374
2016-09-02,29374
2016-09-03,29997
2016-09-04,29997
2016-09-05,29997
2016-09-06,29997
2016-09-07,29997
2016-09-08,29997
2016-09-09,29997
2016-09-10,31158
2016-09-11,31158
2016-09-12,31158
2016-09-13,31158
2016-09-14,31158
2016-09-15,31158
2016-09-16,31158
2016-09-17,31158
2016-09-18,32201
2016-09-19,32201
2016-09-20,32201
2016-09-21,32201
2016-09-22,32201
2016-09-23,32201
2016-09-24,32201
2016-09-25,32201
2016-09-26,33251
2016-09-27,33251
2016-09-28,33251
2016-09-29,33251
2016-09-30,33251
2016-10-01,33251
2016-10-02,33251
2016-10-03,34508
2016-10-04,34508
2016-10-05,34508
2016-10-06,34508
2016-10-07,34508
2016-10-08,34508
2016-10-09,34508
2016-10-10,34508
2016-10-11,35296
2016-10-12,35296
2016-10-13,35296
2016-10-14,35296
2016-10-15,35296
2016-10-16,35296
2016-10-17,35296
2016-10-18,36147
2016-10-19,36147
2016-10-20,36147
2016-10-21,36147
2016-10-22,36147
2016-10-23,36147
2016-10-24,36508
2016-10-25,36508
2016-10-26,36508
2016-10-27,36508
2016-10-28,36508
2016-10-29,36508
2016-10-30,36508
2016-10-31,36508
2016-11-01,35873
2016-11-02,35873
2016-11-03,35873
2016-11-04,35873
2016-11-05,35873
2016-11-06,35873
2016-11-07,35873
2016-11-08,34266
2016-11-09,34266
2016-11-10,34266
2016-11-11,34266
2016-11-12,34266
2016-11-13,34266
2016-11-14,34266
2016-12-07,30387
2016-12-08,29810
2016-12-09,29810
2016-12-10,29810
2016-12-11,29810
2016-12-12,29810
2016-12-13,29810
2016-12-14,29223
2016-12-15,29223
2016-12-16,29223
2016-12-17,29223
2016-12-18,29223
2016-12-19,28081
2016-12-20,28081
2016-12-21,28081
2016-12-22,28081
2016-12-23,27617
2016-12-24,27617
2016-12-25,27617
2016-12-26,27617
2016-12-27,27617
2016-12-28,27617
2016-12-29,26654
2016-12-30,26654
2016-12-31,26654
2017-01-01,26654
2017-01-02,26654
2017-01-03,26234
2017-01-04,26234
2017-01-05,26234
2017-01-06,26234
2017-01-07,26234
2017-01-08,25522
2017-01-09,25522
2017-01-10,25522
2017-01-11,25522
2017-01-12,24675
2017-01-13,24675
2017-01-14,24675
2017-01-15,24675
2017-01-16,24200
2017-01-17,24200
2017-01-18,24200
2017-01-19,24200
2017-01-20,24200
2017-01-21,24004
2017-01-22,24004
2017-01-27,23604
2017-01-28,23604
2017-01-29,23604
2017-01-30,23604
2017-01-31,23188
