date_obj,Water%20talisman price
2015-08-29,203
2015-08-30,203
2015-08-31,200
2015-09-01,200
2015-09-02,207
2015-09-03,207
2015-09-04,218
2015-09-05,218
2015-09-06,209
2015-09-07,209
2015-09-08,214
2015-09-09,214
2015-09-10,204
2015-09-11,204
2015-09-12,208
2015-09-13,208
2015-09-14,215
2015-09-15,221
2015-09-16,221
2015-09-17,215
2015-09-18,215
2015-09-19,217
2015-09-20,217
2015-09-21,228
2015-09-22,228
2015-09-23,225
2015-09-24,225
2015-09-25,225
2015-09-27,236
2015-09-28,233
2015-09-29,233
2015-09-30,239
2015-10-05,238
2015-10-06,238
2015-10-07,243
2015-10-08,243
2015-10-09,240
2015-10-10,240
2015-10-11,241
2015-10-12,241
2015-10-13,235
2015-10-14,235
2015-10-15,230
2015-10-16,230
2015-10-17,223
2015-10-18,223
2015-10-19,211
2015-10-20,211
2015-10-22,200
2015-10-23,190
2015-10-24,190
2015-10-25,192
2015-10-26,192
2015-10-27,202
2015-10-29,213
2015-10-30,213
2015-10-31,224
2015-11-01,224
2015-11-02,236
2015-11-03,236
2015-11-04,248
2015-11-05,248
2015-11-06,255
2015-11-07,256
2015-11-08,256
2015-11-09,258
2015-11-10,258
2015-11-11,258
2015-11-12,258
2015-11-13,261
2015-11-14,261
2015-11-15,257
2015-11-16,257
2015-11-17,264
2015-11-18,264
2015-11-19,257
2015-11-20,257
2015-11-21,256
2015-11-22,259
2015-11-23,259
2015-11-24,257
2015-11-25,249
2015-11-26,249
2015-11-27,245
2015-11-28,245
2015-11-29,253
2015-11-30,253
2015-12-01,257
2015-12-02,257
2015-12-03,259
2015-12-04,259
2015-12-05,256
2015-12-06,256
2015-12-07,256
2015-12-08,257
2015-12-09,257
2015-12-10,257
2015-12-11,259
2015-12-13,260
2015-12-14,260
2015-12-15,259
2015-12-16,259
2015-12-17,259
2015-12-18,259
2015-12-19,246
2015-12-20,233
2015-12-21,233
2015-12-22,222
2015-12-23,222
2015-12-24,210
2015-12-25,210
2015-12-26,199
2015-12-27,197
2015-12-28,197
2015-12-29,190
2015-12-30,180
2015-12-31,180
2016-01-01,171
2016-01-02,171
2016-01-03,162
2016-01-04,153
2016-01-05,153
2016-01-06,154
2016-01-07,154
2016-01-08,162
2016-01-09,162
2016-01-10,171
2016-01-11,171
2016-01-12,180
2016-01-13,180
2016-01-14,189
2016-01-15,189
2016-01-16,199
2016-01-17,199
2016-01-18,209
2016-01-19,209
2016-01-20,220
2016-01-21,220
2016-01-22,229
2016-01-23,229
2016-01-24,219
2016-01-25,208
2016-01-26,208
2016-01-27,205
2016-01-28,205
2016-01-29,198
2016-01-30,198
2016-01-31,189
2016-02-01,186
2016-02-02,186
2016-02-03,183
2016-02-04,183
2016-02-05,192
2016-02-06,189
2016-02-07,189
2016-02-08,187
2016-02-09,187
2016-02-10,183
2016-02-11,183
2016-02-12,188
2016-02-13,189
2016-02-14,189
2016-02-15,184
2016-02-16,184
2016-02-17,190
2016-02-18,190
2016-02-19,191
2016-02-20,191
2016-02-21,184
2016-02-22,184
2016-02-23,182
2016-02-24,182
2016-02-25,174
2016-02-26,174
2016-02-27,166
2016-02-28,166
2016-02-29,166
2016-03-01,159
2016-03-02,159
2016-03-03,156
2016-03-04,156
2016-03-05,162
2016-03-06,167
2016-03-07,167
2016-03-08,169
2016-03-09,169
2016-03-10,171
2016-03-11,171
2016-03-12,179
2016-03-13,179
2016-03-14,183
2016-03-15,181
2016-03-16,187
2016-03-17,187
2016-03-18,195
2016-03-19,195
2016-03-20,197
2016-03-21,197
2016-03-22,192
2016-03-23,192
2016-03-24,192
2016-03-25,191
2016-03-26,197
2016-03-27,197
2016-03-28,204
2016-03-29,204
2016-03-30,204
2016-03-31,215
2016-04-01,215
2016-04-02,211
2016-04-03,221
2016-04-04,221
2016-04-05,218
2016-04-06,220
2016-04-07,220
2016-04-08,222
2016-04-09,210
2016-04-10,199
2016-04-11,199
2016-04-12,193
2016-04-13,193
2016-04-14,190
2016-04-15,186
2016-04-16,184
2016-04-17,184
2016-04-18,185
2016-04-19,185
2016-04-20,185
2016-04-21,185
2016-04-22,190
2016-04-23,190
2016-04-24,190
2016-04-25,191
2016-04-26,191
2016-04-27,186
2016-04-28,186
2016-04-29,186
2016-04-30,178
2016-05-01,178
2016-05-02,170
2016-05-03,164
2016-05-04,164
2016-05-05,164
2016-05-06,164
2016-05-07,158
2016-05-08,158
2016-05-09,152
2016-05-10,157
2016-05-11,157
2016-05-12,153
2016-05-13,154
2016-05-14,154
2016-05-15,156
2016-05-16,156
2016-05-17,157
2016-05-18,158
2016-05-19,158
2016-05-22,163
2016-05-23,155
2016-05-24,159
2016-05-25,159
2016-05-26,164
2016-05-27,164
2016-05-28,164
2016-05-29,172
2016-05-30,172
2016-05-31,168
2016-06-01,174
2016-06-02,174
2016-06-03,183
2016-06-04,191
2016-06-05,191
2016-06-06,187
2016-06-07,187
2016-06-08,185
2016-06-09,175
2016-06-10,170
2016-06-11,170
2016-06-12,169
2016-06-13,169
2016-06-14,165
2016-06-15,165
2016-06-16,163
2016-06-17,165
2016-06-18,165
2016-06-19,168
2016-06-20,169
2016-06-21,169
2016-06-22,172
2016-06-23,173
2016-06-24,173
2016-06-25,171
2016-06-26,171
2016-06-27,167
2016-06-28,163
2016-06-29,163
2016-06-30,156
2016-07-01,151
2016-07-02,151
2016-07-03,153
2016-07-04,157
2016-07-05,157
2016-07-06,155
2016-07-07,155
2016-07-08,159
2016-07-09,167
2016-07-10,168
2016-07-11,168
2016-07-12,168
2016-07-13,171
2016-07-14,175
2016-07-15,175
2016-07-16,168
2016-07-17,168
2016-07-18,167
2016-07-24,167
2016-07-25,167
2016-07-26,170
2016-07-27,170
2016-07-28,179
2016-07-29,188
2016-07-30,198
2016-07-31,198
2016-08-01,205
2016-08-02,215
2016-08-03,215
2016-08-04,223
2016-08-05,223
2016-08-06,223
2016-08-07,224
2016-08-08,224
2016-08-09,230
2016-08-10,230
2016-08-11,237
2016-08-12,237
2016-08-13,239
2016-08-14,239
2016-08-15,227
2016-08-16,227
2016-08-17,215
2016-08-18,215
2016-08-19,204
2016-08-20,193
2016-08-21,193
2016-08-22,184
2016-08-23,184
2016-08-24,181
2016-08-25,181
2016-08-26,172
2016-08-28,163
2016-08-31,150
2016-09-01,150
2016-09-02,144
2016-09-03,144
2016-09-04,151
2016-09-05,151
2016-09-06,154
2016-09-07,154
2016-09-08,154
2016-09-09,148
2016-09-10,147
2016-09-11,147
2016-09-12,152
2016-09-13,152
2016-09-14,149
2016-09-15,149
2016-09-16,142
2016-09-17,142
2016-09-18,143
2016-09-19,143
2016-09-20,143
2016-09-21,143
2016-09-22,139
2016-09-23,139
2016-09-24,139
2016-09-25,132
2016-09-26,132
2016-09-27,131
2016-09-28,131
2016-09-29,136
2016-09-30,142
2016-10-01,142
2016-10-02,143
2016-10-03,143
2016-10-04,144
2016-10-05,144
2016-10-06,144
2016-10-07,144
2016-10-08,150
2016-10-09,150
2016-10-10,149
2016-10-11,149
2016-10-12,153
2016-10-13,153
2016-10-14,154
2016-10-15,154
2016-10-16,162
2016-10-17,168
2016-10-18,168
2016-10-19,170
2016-10-20,170
2016-10-21,179
2016-10-22,179
2016-10-23,188
2016-10-24,188
2016-10-25,198
2016-10-26,204
2016-10-27,204
2016-10-28,204
2016-10-29,201
2016-10-30,201
2016-10-31,206
2016-11-01,206
2016-11-02,211
2016-11-03,211
2016-11-04,208
2016-11-05,208
2016-11-06,198
2016-11-07,198
2016-11-08,191
2016-11-09,191
2016-11-10,184
2016-11-11,184
2016-11-12,179
2016-11-13,179
2016-11-14,173
2016-12-08,196
2016-12-09,196
2016-12-10,196
2016-12-11,200
2016-12-12,200
2016-12-13,201
2016-12-14,202
2016-12-15,202
2016-12-16,192
2016-12-17,182
2016-12-18,182
2016-12-19,172
2016-12-20,163
2016-12-21,156
2016-12-22,156
2016-12-23,154
2016-12-24,154
2016-12-25,149
2016-12-26,149
2016-12-27,146
2016-12-28,146
2016-12-29,142
2016-12-30,142
2016-12-31,150
2017-01-01,150
2017-01-02,155
2017-01-03,155
2017-01-04,150
2017-01-05,150
2017-01-06,147
2017-01-07,153
2017-01-08,153
2017-01-09,161
2017-01-10,161
2017-01-11,168
2017-01-12,170
2017-01-13,170
2017-01-14,170
2017-01-15,167
2017-01-16,169
2017-01-17,166
2017-01-18,175
2017-01-19,175
2017-01-20,184
2017-01-21,188
2017-01-22,188
2017-01-27,181
2017-01-28,184
2017-01-29,185
2017-01-30,185
2017-01-31,180
2017-02-01,189
2017-02-02,189
2017-02-03,190
2017-02-04,186
2017-02-05,180
2017-02-06,180
2017-02-07,176
2017-02-08,171
2017-02-09,171
2017-02-10,170
2017-02-11,166
2017-02-12,166
2017-02-13,173
2017-02-14,175
2017-02-15,175
2017-02-16,172
2017-02-18,164
2017-02-19,160
2017-02-20,160
2017-02-21,165
2017-02-22,165
2017-02-23,174
2017-02-24,174
2017-02-25,181
2017-02-26,181
2017-02-27,186
2017-02-28,188
2017-03-01,188
2017-03-02,189
2017-03-03,189
2017-03-04,190
2017-03-05,190
2017-03-06,192
2017-03-07,192
2017-03-08,196
2017-03-09,196
2017-03-10,187
2017-03-11,179
2017-03-12,170
2017-03-13,171
2017-03-14,167
2017-03-15,158
2017-03-16,157
2017-03-17,157
2017-03-18,164
2017-03-19,159
2017-03-20,151
2017-03-21,146
2017-03-22,146
2017-03-23,147
2017-03-24,148
2017-03-25,148
2017-03-26,151
2017-03-27,150
2017-03-28,150
2017-03-29,153
2017-03-30,153
2017-03-31,153
2017-04-01,153
2017-04-02,156
2017-04-03,158
2017-04-04,160
2017-04-12,169
2017-04-13,165
2017-04-14,165
2017-04-15,164
2017-04-16,169
2017-04-17,165
2017-04-18,165
2017-04-19,166
2017-04-20,166
2017-04-21,166
2017-04-22,166
2017-04-23,164
2017-04-24,163
2017-04-25,164
2017-04-26,164
2017-04-27,168
2017-04-28,168
2017-04-29,166
2017-04-30,166
2017-05-01,165
2017-05-02,163
2017-05-03,163
2017-05-04,168
2017-05-05,168
2017-05-06,168
2017-05-07,165
2017-05-08,165
2017-05-09,166
2017-05-10,166
2017-05-11,163
2017-05-12,162
2017-05-13,164
2017-05-14,164
2017-05-15,167
2017-05-16,161
2017-05-17,161
2017-05-18,155
2017-05-19,155
2017-05-20,148
2017-05-21,148
2017-05-22,142
2017-05-23,142
2017-05-24,136
2017-05-25,136
2017-05-26,131
2017-05-27,127
2017-05-28,127
2017-05-29,126
2017-05-30,126
2017-05-31,132
2017-06-01,139
2017-06-02,146
2017-06-03,146
2017-06-06,156
2017-06-07,153
2017-06-08,153
2017-06-09,146
2017-06-10,146
2017-06-11,140
2017-06-12,140
2017-06-13,134
2017-06-14,134
2017-06-15,134
2017-06-16,140
2017-06-17,140
2017-06-18,142
2017-06-19,142
2017-06-20,136
2017-06-21,136
2017-06-22,139
2017-06-23,139
2017-06-24,139
2017-06-25,139
2017-06-26,138
2017-06-27,135
2017-06-28,135
2017-06-29,129
2017-06-30,132
2017-07-01,132
2017-07-02,136
2017-07-03,138
2017-07-04,137
2017-07-05,137
2017-07-06,140
2017-07-07,140
2017-07-08,147
2017-07-13,163
2017-07-14,166
2017-07-15,166
2017-07-16,167
2017-07-17,170
2017-07-18,170
2017-07-19,177
2017-07-20,178
2017-07-21,180
2017-07-22,183
2017-07-23,184
2017-07-24,184
2017-07-25,188
2017-07-26,184
2017-07-27,174
2017-07-28,178
2017-07-29,178
2017-07-30,183
2017-07-31,183
2017-08-01,193
2017-08-02,201
2017-08-03,201
2017-08-04,204
2017-08-05,205
2017-08-06,205
2017-08-09,205
2017-08-10,205
2017-08-11,205
2017-08-12,213
2017-08-13,224
2017-08-14,232
2017-08-15,244
2017-08-16,234
2017-08-17,225
2017-08-18,225
2017-08-19,217
2017-08-20,208
2017-08-21,208
2017-08-22,200
2017-08-23,200
2017-08-24,199
2017-08-25,199
2017-08-26,199
2017-08-27,200
2017-08-28,200
2017-08-29,200
2017-08-30,199
2017-08-31,199
2017-09-01,205
2017-09-02,205
2017-09-03,205
2017-09-04,210
2017-09-05,214
2017-09-06,225
2017-09-07,237
2017-09-08,237
2017-09-09,249
2017-09-10,262
2017-09-11,271
2017-09-12,271
2017-09-13,261
2017-09-14,262
2017-09-15,262
2017-09-16,254
2017-09-17,243
2017-09-18,237
2017-09-19,237
2017-09-20,235
2017-09-21,235
2017-09-22,223
2017-09-23,223
2017-09-24,218
2017-09-25,223
2017-09-26,225
2017-09-27,225
2017-09-28,232
2017-09-29,242
2017-09-30,242
2017-10-01,249
2017-10-02,252
2017-10-03,252
2017-10-04,239
2017-10-05,228
2017-10-06,220
2017-10-07,209
2017-10-08,207
2017-10-09,216
2017-10-10,223
2017-10-11,223
2017-10-12,225
2017-10-13,221
2017-10-14,221
2017-10-15,221
2017-10-16,225
2017-10-17,225
2017-10-18,224
2017-10-19,224
2017-10-20,228
2017-10-21,239
2017-10-22,232
2017-10-23,225
2017-10-24,225
2017-10-25,225
2017-10-26,225
2017-10-27,216
2017-10-28,216
2017-10-29,208
2017-10-30,197
2017-10-31,190
2017-11-01,190
2017-11-02,184
2017-11-03,182
2017-11-04,175
2017-11-05,175
2017-11-06,168
2017-11-07,168
2017-11-08,174
2017-11-09,179
2017-11-10,179
2017-11-11,182
2017-11-12,173
2017-11-13,164
2017-11-14,164
2017-11-15,155
2017-11-16,153
2017-11-17,151
2017-11-18,151
2017-11-19,149
2017-11-20,146
2017-11-21,147
2017-11-22,147
2017-11-23,148
2017-11-24,148
2017-11-25,144
2017-11-26,144
2017-11-27,144
2017-11-28,149
2017-11-29,149
2017-11-30,156
2017-12-01,151
2017-12-02,151
2017-12-03,143
2017-12-04,143
2017-12-05,138
2017-12-06,134
2017-12-07,134
2017-12-08,134
2017-12-09,134
2017-12-10,136
2017-12-11,135
2017-12-12,135
2017-12-13,136
2017-12-14,136
2017-12-15,141
2017-12-16,141
2017-12-17,148
2017-12-18,156
2017-12-19,156
2017-12-20,163
2017-12-21,172
2017-12-22,181
2017-12-23,179
2017-12-24,179
2017-12-25,170
2017-12-26,161
2017-12-27,152
2017-12-28,146
2017-12-29,153
2017-12-30,155
2017-12-31,155
2018-01-01,148
2018-01-02,140
2018-01-03,134
2018-01-04,133
2018-01-05,130
2018-01-06,132
2018-01-07,135
2018-01-08,134
2018-01-09,138
2018-01-10,138
2018-01-11,144
2018-01-12,144
2018-01-13,144
2018-01-14,148
2018-01-15,149
2018-01-16,154
2018-01-17,161
2018-01-18,164
2018-01-19,164
2018-01-20,172
2018-01-21,174
2018-01-22,170
2018-01-23,175
2018-01-24,181
2018-01-25,182
2018-01-26,187
2018-01-27,194
2018-01-28,200
2018-01-29,207
2018-01-30,218
2018-02-01,241
2018-02-02,254
2018-02-03,262
2018-02-04,272
2018-02-05,286
2018-02-06,293
2018-02-07,305
2018-02-08,311
2018-02-09,305
2018-02-10,293
2018-02-11,278
2018-02-12,264
2018-02-13,257
2018-02-14,260
2018-02-15,263
2018-02-16,267
2018-02-17,275
2018-02-18,282
2018-02-19,286
2018-02-20,295
2018-02-21,288
2018-02-22,280
2018-02-23,275
2018-02-24,264
2018-02-25,261
2018-02-26,258
2018-02-27,253
2018-02-28,250
2018-03-01,252
2018-03-02,246
2018-03-03,233
2018-03-04,223
2018-03-05,227
2018-03-06,227
2018-03-07,228
2018-03-08,230
2018-03-09,236
2018-03-10,239
2018-03-11,233
2018-03-12,231
2018-03-13,228
2018-03-14,235
2018-03-15,240
2018-03-16,251
2018-03-17,263
2018-03-18,277
2018-03-19,291
2018-03-20,296
2018-03-21,310
2018-03-23,343
2018-03-24,357
2018-03-26,378
2018-03-27,368
2018-03-28,355
2018-03-29,346
2018-03-30,331
2018-03-31,314
2018-04-01,301
2018-04-02,286
2018-04-03,276
2018-04-04,263
2018-04-05,260
2018-04-06,267
2018-04-08,258
2018-04-09,258
2018-04-10,257
2018-04-11,256
2018-04-12,258
2018-04-13,256
2018-04-14,254
2018-04-16,251
2018-04-17,251
2018-04-18,250
2018-04-19,249
2018-04-20,250
2018-04-21,250
2018-04-22,251
2018-04-23,251
2018-04-24,250
2018-04-25,256
2018-04-26,255
2018-04-27,255
2018-04-28,261
2018-04-29,260
2018-04-30,252
2018-05-01,251
2018-05-02,251
2018-05-03,251
2018-05-04,251
2018-05-05,254
2018-05-06,254
2018-05-07,258
2018-05-08,271
2018-05-09,273
2018-05-10,273
2018-05-11,261
2018-05-12,247
2018-05-13,236
2018-05-14,228
2018-05-15,216
2018-05-16,211
2018-05-17,215
2018-05-18,204
2018-05-19,193
2018-05-20,183
2018-05-21,173
2018-05-22,164
2018-05-23,155
2018-05-24,156
2018-05-25,159
2018-05-26,159
2018-05-27,167
2018-05-28,176
2018-05-29,185
2018-05-30,187
2018-05-31,180
2018-06-01,171
2018-06-02,171
2018-06-03,169
2018-06-04,169
2018-06-05,176
2018-06-06,183
2018-06-07,183
2018-06-08,186
2018-06-09,182
2018-06-10,188
2018-06-11,178
2018-06-12,169
2018-06-13,160
2018-06-14,153
2018-06-15,152
2018-06-16,146
2018-06-17,144
2018-06-18,149
2018-06-19,152
2018-06-20,152
2018-06-21,156
2018-06-22,154
2018-06-23,154
2018-06-24,156
2018-06-25,155
2018-06-26,157
2018-06-27,158
2018-06-28,157
2018-06-29,159
2018-06-30,156
2018-07-01,157
2018-07-02,152
2018-07-03,146
2018-07-04,141
2018-07-05,138
2018-07-06,140
2018-07-07,141
2018-07-08,149
2018-07-09,157
2018-07-10,164
2018-07-11,172
2018-07-12,167
2018-07-13,173
2018-07-14,176
2018-07-15,171
2018-07-16,165
2018-07-17,159
2018-07-18,156
2018-07-19,158
2018-07-20,154
2018-07-21,151
2018-07-22,145
2018-07-23,142
2018-07-24,150
2018-07-25,152
2018-07-26,151
2018-07-27,149
2018-07-28,155
2018-07-29,159
2018-07-30,158
2018-07-31,153
2018-08-01,150
2018-08-02,157
2018-08-03,160
2018-08-04,156
2018-08-05,158
2018-08-06,154
2018-08-07,146
2018-08-08,141
2018-08-09,141
2018-08-10,143
2018-08-11,146
2018-08-12,144
2018-08-14,143
2018-08-16,132
2018-08-17,134
2018-08-18,135
2018-08-19,135
2018-08-20,135
2018-08-21,134
2018-08-22,134
2018-08-23,134
2018-08-24,135
2018-08-25,133
2018-08-26,132
2018-08-27,133
2018-08-28,133
2018-08-29,133
2018-08-30,131
2018-08-31,128
2018-09-01,134
2018-09-02,140
2018-09-03,147
2018-09-04,153
2018-09-05,160
2018-09-06,160
2018-09-07,168
2018-09-08,177
2018-09-09,183
2018-09-10,187
2018-09-11,189
2018-09-12,188
2018-09-13,185
2018-09-14,182
2018-09-15,178
2018-09-16,169
2018-09-17,165
2018-09-18,166
2018-09-19,163
2018-09-20,168
2018-09-21,176
2018-09-22,175
2018-09-23,176
2018-09-24,184
2018-09-25,194
2018-09-26,196
2018-09-27,188
2018-09-28,179
2018-09-29,173
2018-09-30,173
2018-10-02,191
2018-10-03,200
2018-10-04,207
2018-10-05,209
2018-10-06,202
2018-10-07,191
2018-10-08,194
2018-10-09,190
2018-10-10,191
2018-10-11,191
2018-10-12,199
2018-10-13,197
2018-10-14,188
2018-10-15,180
2018-10-16,178
2018-10-17,183
2018-10-18,183
2018-10-19,189
2018-10-20,195
2018-10-21,205
2018-10-22,216
2018-10-23,227
2018-10-24,239
2018-10-25,243
2018-10-26,245
2018-10-27,234
2018-10-28,223
2018-10-29,222
2018-10-30,219
2018-10-31,218
2018-11-01,208
2018-11-03,206
2018-11-04,208
2018-11-05,208
2018-11-06,210
2018-11-07,209
2018-11-08,211
2018-11-09,203
2018-11-10,204
2018-11-11,205
2018-11-12,205
2018-11-13,205
2018-11-14,203
2018-11-15,205
2018-11-16,208
2018-11-17,218
2018-11-18,229
2018-11-19,224
2018-11-20,215
2018-11-21,208
2018-11-22,208
2018-11-23,207
2018-11-24,199
2018-11-25,196
2018-11-26,203
2018-11-27,213
2018-11-28,212
2018-11-29,212
2018-12-01,222
2018-12-02,226
2018-12-03,224
2018-12-04,224
2018-12-05,223
2018-12-07,220
2018-12-09,227
2018-12-10,226
2018-12-11,223
2018-12-12,220
2018-12-13,211
2018-12-14,219
2018-12-15,222
2018-12-16,225
2018-12-17,226
2018-12-18,226
2018-12-19,221
2018-12-20,223
2018-12-21,219
2018-12-22,209
2018-12-23,200
2018-12-24,191
2018-12-25,184
2018-12-26,184
2018-12-27,174
2018-12-28,165
2018-12-29,156
2018-12-30,148
2018-12-31,145
2019-01-01,152
2019-01-02,153
2019-01-03,156
2019-01-04,163
2019-01-05,164
2019-01-06,165
2019-01-08,165
2019-01-10,159
2019-01-11,157
2019-01-12,155
2019-01-13,158
2019-01-14,161
2019-01-15,163
2019-01-16,159
2019-01-17,157
2019-01-18,158
2019-01-19,160
2019-01-20,162
2019-01-21,161
2019-01-22,166
2019-01-23,165
2019-01-25,170
2019-01-26,169
2019-01-27,166
2019-01-28,170
2019-01-29,178
2019-01-30,179
2019-01-31,181
2019-02-01,184
2019-02-02,185
2019-02-03,184
2019-02-04,186
2019-02-05,186
2019-02-06,189
2019-02-07,188
2019-02-08,187
2019-02-09,186
2019-02-10,184
2019-02-11,185
2019-02-12,185
2019-02-13,188
2019-02-14,185
2019-02-15,185
2019-02-16,187
2019-02-17,191
2019-02-18,187
2019-02-19,185
2019-02-20,183
2019-02-21,182
2019-02-22,187
2019-02-23,190
2019-02-24,186
2019-02-25,191
2019-02-26,191
2019-02-27,194
2019-02-28,198
2019-03-01,203
2019-03-02,209
2019-03-03,207
2019-03-04,201
2019-03-05,193
2019-03-06,196
2019-03-07,199
2019-03-08,190
2019-03-09,181
2019-03-10,171
2019-03-11,164
2019-03-12,164
2019-03-13,168
2019-03-14,159
2019-03-15,151
2019-03-16,143
2019-03-17,141
2019-03-18,134
2019-03-19,129
2019-03-20,134
2019-03-21,135
2019-03-22,142
2019-03-23,146
2019-03-24,139
2019-03-25,132
2019-03-26,126
2019-03-27,126
2019-03-28,127
2019-03-29,131
2019-03-30,138
2019-03-31,144
2019-04-01,152
2019-04-02,160
2019-04-03,167
2019-04-04,173
2019-04-05,168
2019-04-06,163
2019-04-07,157
2019-04-08,154
2019-04-09,147
2019-04-10,152
2019-04-11,156
2019-04-12,157
2019-04-13,155
2019-04-14,153
2019-04-15,161
2019-04-16,170
2019-04-17,179
2019-04-18,188
2019-04-19,198
2019-04-20,208
2019-04-21,219
2019-04-22,230
2019-04-23,240
2019-04-24,239
2019-04-25,231
2019-04-26,219
2019-04-27,209
2019-04-28,203
2019-04-29,199
2019-04-30,192
2019-05-01,187
2019-05-02,182
2019-05-03,172
2019-05-04,170
2019-05-05,177
2019-05-06,181
2019-05-07,180
2019-05-08,177
2019-05-09,174
2019-05-10,170
2019-05-11,167
2019-05-12,165
2019-05-13,172
2019-05-14,173
2019-05-15,167
2019-05-16,164
2019-05-17,168
2019-05-18,168
2019-05-19,165
2019-05-20,160
2019-05-21,158
2019-05-22,158
2019-05-23,157
2019-05-24,151
2019-05-25,149
2019-05-26,151
2019-05-27,155
2019-05-28,160
2019-05-29,162
2019-05-30,160
2019-05-31,157
2019-06-01,152
2019-06-02,153
2019-06-03,153
2019-06-04,149
2019-06-05,152
2019-06-06,148
2019-06-07,152
2019-06-08,155
2019-06-09,156
2019-06-10,157
2019-06-11,158
2019-06-12,161
2019-06-13,160
2019-06-14,164
2019-06-15,166
2019-06-16,172
2019-06-17,171
2019-06-18,174
2019-06-19,174
2019-06-20,179
2019-06-21,174
2019-06-22,172
2019-06-23,169
2019-06-24,166
2019-06-25,175
2019-06-26,181
2019-06-27,186
2019-06-28,186
2019-06-29,182
2019-06-30,184
2019-07-01,187
2019-07-02,186
2019-07-03,176
2019-07-04,172
2019-07-05,175
2019-07-06,177
2019-07-07,173
2019-07-08,181
2019-07-09,186
2019-07-10,191
2019-07-11,192
2019-07-12,193
2019-07-13,187
2019-07-14,191
2019-07-15,195
2019-07-16,202
2019-07-17,211
2019-07-18,222
2019-07-19,232
2019-07-20,225
2019-07-21,213
2019-07-22,203
2019-07-23,192
2019-07-24,182
2019-07-25,176
2019-07-26,168
2019-07-27,160
2019-07-28,154
2019-07-29,152
2019-07-30,144
2019-07-31,149
2019-08-01,156
2019-08-02,162
2019-08-03,164
2019-08-04,167
2019-08-05,172
2019-08-06,177
2019-08-07,179
2019-08-08,175
2019-08-09,176
2019-08-10,172
2019-08-11,172
2019-08-12,164
2019-08-13,158
2019-08-14,157
2019-08-15,150
2019-08-16,145
2019-08-17,146
2019-08-18,146
2019-08-19,149
2019-08-20,152
2019-08-21,151
2019-08-22,152
2019-08-23,151
2019-08-24,151
2019-08-24,151
2019-08-25,152
2019-08-25,152
2019-08-26,151
2019-08-26,151
2019-08-27,152
2019-08-27,152
2019-08-28,153
2019-08-29,155
2019-08-30,157
2019-08-31,152
2019-09-01,157
2019-09-02,160
2019-09-03,163
