date_obj,White%20platelegs price
2015-07-27,12264
2015-07-28,12264
2015-07-29,12264
2015-07-30,11770
2015-07-31,11770
2015-08-01,11770
2015-08-02,11770
2015-08-03,11770
2015-08-04,11770
2015-08-05,11770
2015-08-06,11770
2015-08-07,11770
2015-08-08,11196
2015-08-09,11196
2015-08-10,11196
2015-08-11,11196
2015-08-12,11196
2015-08-13,11196
2015-08-14,11196
2015-08-15,11196
2015-08-16,11196
2015-08-17,10654
2015-08-18,10654
2015-08-19,10654
2015-08-20,10654
2015-08-21,10654
2015-08-22,10654
2015-08-23,10654
2015-08-24,10654
2015-08-25,10654
2015-08-26,10654
2015-08-27,10134
2015-08-28,10134
2015-08-29,10134
2015-08-30,10134
2015-08-31,10134
2015-09-01,10134
2015-09-02,10134
2015-09-03,10134
2015-09-04,10134
2015-09-05,10134
2015-09-06,10134
2015-09-07,9657
2015-09-08,9657
2015-09-09,9657
2015-09-10,9657
2015-09-11,9657
2015-09-12,9657
2015-09-13,9657
2015-09-14,9657
2015-09-15,9657
2015-09-16,9657
2015-09-17,9191
2015-09-18,9191
2015-09-19,9191
2015-09-20,9191
2015-09-21,9191
2015-09-22,9191
2015-09-23,9191
2015-09-24,9191
2015-09-25,9191
2015-09-27,9191
2015-09-28,9191
2015-09-29,8741
2015-09-30,8741
2015-10-05,8741
2015-10-06,8741
2015-10-07,8741
2015-10-08,8741
2015-10-09,8741
2015-10-10,8741
2015-10-11,8741
2015-10-12,8315
2015-10-13,8315
2015-10-14,8315
2015-10-15,8315
2015-10-16,8315
2015-10-17,8315
2015-10-18,8315
2015-10-19,8315
2015-10-20,8315
2015-10-22,8315
2015-10-23,8315
2015-10-24,7915
2015-10-25,7915
2015-10-26,7915
2015-10-27,7915
2015-10-29,7915
2015-10-30,7915
2015-10-31,7915
2015-11-01,7915
2015-11-02,7915
2015-11-03,7915
2015-11-04,7915
2015-11-05,7535
2015-11-06,7535
2015-11-07,7535
2015-11-08,7535
2015-11-09,7535
2015-11-10,7535
2015-11-11,7535
2015-11-12,7535
2015-11-13,7535
2015-11-14,7535
2015-11-15,7535
2015-11-16,7535
2015-11-17,7535
2015-11-18,7535
2015-11-19,7274
2015-11-20,7274
2015-11-21,7274
2015-11-22,7274
2015-11-23,7274
2015-11-24,7274
2015-11-25,7274
2015-11-26,7274
2015-11-27,7274
2015-11-28,7274
2015-11-29,7274
2015-11-30,7274
2015-12-01,7274
2015-12-02,6919
2015-12-03,6919
2015-12-04,6919
2015-12-05,6919
2015-12-06,6919
2015-12-07,6919
2015-12-08,6919
2015-12-09,6919
2015-12-10,6919
2015-12-11,6919
2015-12-13,6639
2015-12-14,6639
2015-12-15,6639
2015-12-16,6639
2015-12-17,6639
2015-12-18,6639
2015-12-19,6639
2015-12-20,6639
2015-12-21,6639
2015-12-22,6639
2015-12-23,6639
2015-12-24,6352
2015-12-25,6352
2015-12-26,6352
2015-12-27,6352
2015-12-28,6352
2015-12-29,6352
2015-12-30,6352
2015-12-31,6352
2016-01-01,6352
2016-01-02,6352
2016-01-03,6352
2016-01-04,6061
2016-01-05,6061
2016-01-06,6061
2016-01-07,6061
2016-01-08,6061
2016-01-09,6061
2016-01-10,6061
2016-01-11,6061
2016-01-12,6061
2016-01-13,6061
2016-01-14,6061
2016-01-15,5764
2016-01-16,5764
2016-01-17,5764
2016-01-18,5764
2016-01-19,5764
2016-01-20,5764
2016-01-21,5764
2016-01-22,5764
2016-01-23,5764
2016-01-24,5764
2016-01-25,5764
2016-01-26,5534
2016-01-27,5534
2016-01-28,5534
2016-01-29,5534
2016-01-30,5534
2016-01-31,5534
2016-02-01,5534
2016-02-02,5534
2016-02-03,5534
2016-02-04,5534
2016-02-05,5303
2016-02-06,5303
2016-02-07,5303
2016-02-08,5303
2016-02-09,5303
2016-02-10,5303
2016-02-11,5303
2016-02-12,5303
2016-02-13,5303
2016-02-14,5303
2016-02-15,5303
2016-02-16,5077
2016-02-17,5077
2016-02-18,5077
2016-02-19,5077
2016-02-20,5077
2016-02-21,5077
2016-02-22,5077
2016-02-23,5077
2016-02-24,5077
2016-02-25,5077
2016-02-26,5077
2016-02-27,4891
2016-02-28,4891
2016-02-29,4891
2016-03-01,4891
2016-03-02,4891
2016-03-03,4891
2016-03-04,4891
2016-03-05,4891
2016-03-06,4891
2016-03-07,4891
2016-03-08,4891
2016-03-09,4671
2016-03-10,4671
2016-03-11,4671
2016-03-12,4671
2016-03-13,4671
2016-03-14,4671
2016-03-15,4671
2016-03-16,4671
2016-03-17,4671
2016-03-18,4671
2016-03-19,4559
2016-03-20,4559
2016-03-21,4559
2016-03-22,4559
2016-03-23,4559
2016-03-24,4559
2016-03-25,4559
2016-03-26,4559
2016-03-27,4559
2016-03-28,4559
2016-03-29,4559
2016-03-30,4559
2016-03-31,4548
2016-04-01,4548
2016-04-02,4548
2016-04-03,4548
2016-04-04,4548
2016-04-05,4548
2016-04-06,4548
2016-04-07,4548
2016-04-08,4548
2016-04-09,4548
2016-04-10,4548
2016-04-11,4346
2016-04-12,4346
2016-04-13,4346
2016-04-14,4346
2016-04-15,4346
2016-04-16,4346
2016-04-17,4346
2016-04-18,4346
2016-04-19,4346
2016-04-20,4346
2016-04-21,4197
2016-04-22,4197
2016-04-23,4197
2016-04-24,4197
2016-04-25,4197
2016-04-26,4197
2016-04-27,4197
2016-04-28,4197
2016-04-29,4197
2016-04-30,4197
2016-05-01,4143
2016-05-02,4143
2016-05-03,4143
2016-05-04,4143
2016-05-05,4143
2016-05-06,4143
2016-05-07,4143
2016-05-08,4143
2016-05-09,4143
2016-05-10,3974
2016-05-11,3974
2016-05-12,3974
2016-05-13,3974
2016-05-14,3974
2016-05-15,3974
2016-05-16,3974
2016-05-17,3974
2016-05-18,3956
2016-05-19,3956
2016-05-22,3956
2016-05-23,3956
2016-05-24,3956
2016-05-25,3956
2016-05-26,3956
2016-05-27,3836
2016-05-28,3836
2016-05-29,3836
2016-05-30,3836
2016-05-31,3836
2016-06-01,3836
2016-06-02,3836
2016-06-03,3836
2016-06-04,3836
2016-06-05,3836
2016-06-06,3778
2016-06-07,3778
2016-06-08,3778
2016-06-09,3778
2016-06-10,3778
2016-06-11,3778
2016-06-12,3778
2016-06-13,3778
2016-06-14,3778
2016-06-15,3605
2016-06-16,3605
2016-06-17,3605
2016-06-18,3605
2016-06-19,3605
2016-06-20,3605
2016-06-21,3605
2016-06-22,3605
2016-06-23,3605
2016-06-24,3498
2016-06-25,3498
2016-06-26,3498
2016-06-27,3498
2016-06-28,3498
2016-06-29,3498
2016-06-30,3498
2016-07-01,3498
2016-07-02,3498
2016-07-03,3498
2016-07-04,3509
2016-07-05,3509
2016-07-06,3509
2016-07-07,3621
2016-07-08,3621
2016-07-09,3441
2016-07-10,3441
2016-07-11,3271
2016-07-12,3271
2016-07-13,3271
2016-07-14,3181
2016-07-15,3181
2016-07-16,3181
2016-07-17,3181
2016-07-18,3238
2016-07-24,3286
2016-07-25,3286
2016-07-26,3286
2016-07-27,3286
2016-07-28,3345
2016-07-29,3345
2016-07-30,3345
2016-07-31,3345
2016-08-01,3345
2016-08-02,3390
2016-08-03,3390
2016-08-04,3390
2016-08-05,3390
2016-08-06,3392
2016-08-07,3392
2016-08-08,3392
2016-08-09,3392
2016-08-10,3424
2016-08-11,3424
2016-08-12,3424
2016-08-13,3424
2016-08-14,3424
2016-08-15,3424
2016-08-16,3370
2016-08-17,3370
2016-08-18,3370
2016-08-19,3370
2016-08-20,3370
2016-08-21,3370
2016-08-22,3424
2016-08-23,3424
2016-08-24,3424
2016-08-25,3424
2016-08-26,3424
2016-08-28,3452
2016-08-31,3452
2016-09-01,3452
2016-09-02,3452
2016-09-03,3455
2016-09-04,3455
2016-09-05,3455
2016-09-06,3455
2016-09-07,3455
2016-09-08,3455
2016-09-09,3451
2016-09-10,3451
2016-09-11,3451
2016-09-12,3451
2016-09-13,3451
2016-09-14,3451
2016-09-15,3444
2016-09-16,3444
2016-09-17,3444
2016-09-18,3444
2016-09-19,3444
2016-09-20,3444
2016-09-21,3583
2016-09-22,3583
2016-09-23,3583
2016-09-24,3583
2016-09-25,3583
2016-09-26,3583
2016-09-27,3583
2016-09-28,3590
2016-09-29,3590
2016-09-30,3590
2016-10-01,3590
2016-10-02,3590
2016-10-03,3590
2016-10-04,3590
2016-10-05,3610
2016-10-06,3610
2016-10-07,3610
2016-10-08,3610
2016-10-09,3610
2016-10-10,3610
2016-10-11,3698
2016-10-12,3698
2016-10-13,3698
2016-10-14,3698
2016-10-15,3698
2016-10-16,3698
2016-10-17,3535
2016-10-18,3535
2016-10-19,3535
2016-10-20,3535
2016-10-21,3535
2016-10-22,3535
2016-10-23,3535
2016-10-24,3385
2016-10-25,3385
2016-10-26,3385
2016-10-27,3385
2016-10-28,3385
2016-10-29,3385
2016-10-30,3376
2016-10-31,3376
2016-11-01,3376
2016-11-02,3376
2016-11-03,3376
2016-11-04,3376
2016-11-05,3376
2016-11-06,3310
2016-11-07,3310
2016-11-08,3310
2016-11-09,3310
2016-11-10,3310
2016-11-11,3310
2016-11-12,3310
2016-11-13,3204
2016-11-14,3204
2016-12-08,3184
2016-12-09,3184
2016-12-10,3184
2016-12-11,3211
2016-12-12,3211
2016-12-13,3211
2016-12-14,3211
2016-12-15,3211
2016-12-16,3211
2016-12-17,3213
2016-12-18,3213
2016-12-19,3213
2016-12-20,3213
2016-12-21,3213
2016-12-22,3213
2016-12-23,3253
2016-12-24,3253
2016-12-25,3253
2016-12-26,3253
2016-12-27,3253
2016-12-28,3253
2016-12-29,3284
2016-12-30,3284
2016-12-31,3284
2017-01-01,3284
2017-01-02,3284
2017-01-03,3301
2017-01-04,3301
2017-01-05,3301
2017-01-06,3301
2017-01-07,3301
2017-01-08,3306
2017-01-09,3306
2017-01-10,3306
2017-01-11,3306
2017-01-12,3306
2017-01-13,3286
2017-01-14,3286
2017-01-15,3286
2017-01-16,3286
2017-01-17,3286
2017-01-18,3324
2017-01-19,3324
2017-01-20,3324
2017-01-21,3324
2017-01-22,3324
2017-01-27,3295
2017-01-28,3272
2017-01-29,3272
2017-01-30,3272
2017-01-31,3272
2017-02-01,3272
2017-02-02,3240
2017-02-03,3240
2017-02-04,3240
2017-02-05,3240
2017-02-06,3240
2017-02-07,3203
2017-02-08,3203
2017-02-09,3203
2017-02-10,3203
2017-02-11,3140
2017-02-12,3140
2017-02-13,3140
2017-02-14,3140
2017-02-15,3140
2017-02-16,3113
2017-02-18,3113
2017-02-19,3113
2017-02-20,3113
2017-02-21,3113
2017-02-22,3031
2017-02-23,3031
2017-02-24,3031
2017-02-25,3031
2017-02-26,3031
2017-02-27,3031
2017-02-28,2969
2017-03-01,2969
2017-03-02,2969
2017-03-03,2969
2017-03-04,2969
2017-03-05,3006
2017-03-06,3006
2017-03-07,3006
2017-03-08,3006
2017-03-09,3006
2017-03-10,3000
2017-03-11,3000
2017-03-12,3000
2017-03-13,3000
2017-03-14,3025
2017-03-15,3025
2017-03-16,3025
2017-03-17,3025
2017-03-18,3025
2017-03-19,3102
2017-03-20,3102
2017-03-21,3102
2017-03-22,3102
2017-03-23,3102
2017-03-24,3154
2017-03-25,3154
2017-03-26,3154
2017-03-27,3154
2017-03-28,3154
2017-03-29,3169
2017-03-30,3169
2017-03-31,3169
2017-04-01,3169
2017-04-02,3169
2017-04-03,3179
2017-04-04,3179
2017-04-12,3194
2017-04-13,3218
2017-04-14,3218
2017-04-15,3218
2017-04-16,3218
2017-04-17,3218
2017-04-18,3234
2017-04-19,3234
2017-04-20,3234
2017-04-21,3234
2017-04-22,3234
2017-04-23,3212
2017-04-24,3212
2017-04-25,3212
2017-04-26,3212
2017-04-27,3212
2017-04-28,3245
2017-04-29,3245
2017-04-30,3245
2017-05-01,3245
2017-05-02,3245
2017-05-03,3156
2017-05-04,3156
2017-05-05,3156
2017-05-06,3156
2017-05-07,3009
2017-05-08,3009
2017-05-09,3009
2017-05-10,3009
2017-05-11,2946
2017-05-12,2946
2017-05-13,2946
2017-05-14,2946
2017-05-15,2946
2017-05-16,2935
2017-05-17,2935
2017-05-18,2935
2017-05-19,2935
2017-05-20,2935
2017-05-21,2920
2017-05-22,2920
2017-05-23,2920
2017-05-24,2920
2017-05-25,2920
2017-05-26,2930
2017-05-27,2930
2017-05-28,2930
2017-05-29,2930
2017-05-30,2930
2017-05-31,2935
2017-06-01,2935
2017-06-02,2935
2017-06-03,2935
2017-06-06,2962
2017-06-07,2962
2017-06-08,2962
2017-06-09,2896
2017-06-10,2896
2017-06-11,2896
2017-06-12,2896
2017-06-13,2846
2017-06-14,2846
2017-06-15,2846
2017-06-16,2846
2017-06-17,2846
2017-06-18,2849
2017-06-19,2849
2017-06-20,2849
2017-06-21,2849
2017-06-22,2849
2017-06-23,2849
2017-06-24,2872
2017-06-25,2872
2017-06-26,2872
2017-06-27,2872
2017-06-28,2872
2017-06-29,2888
2017-06-30,2888
2017-07-01,2888
2017-07-02,2888
2017-07-03,2888
2017-07-04,2795
2017-07-05,2795
2017-07-06,2795
2017-07-07,2795
2017-07-08,2795
2017-07-13,2807
2017-07-14,2779
2017-07-15,2779
2017-07-16,2779
2017-07-17,2779
2017-07-18,2779
2017-07-19,2783
2017-07-20,2783
2017-07-21,2783
2017-07-22,2783
2017-07-23,2820
2017-07-24,2820
2017-07-25,2820
2017-07-26,2820
2017-07-27,2820
2017-07-28,2814
2017-07-29,2814
2017-07-30,2814
2017-07-31,2814
2017-08-01,2814
2017-08-02,2813
2017-08-03,2813
2017-08-04,2813
2017-08-05,2813
2017-08-06,2813
2017-08-09,2896
2017-08-10,2896
2017-08-11,2896
2017-08-12,2905
2017-08-13,2905
2017-08-14,2905
2017-08-15,2905
2017-08-16,2905
2017-08-17,3006
2017-08-18,3006
2017-08-19,3006
2017-08-20,3006
2017-08-21,3006
2017-08-22,3070
2017-08-23,3070
2017-08-24,3070
2017-08-25,3070
2017-08-26,3070
2017-08-27,3128
2017-08-28,3128
2017-08-29,3128
2017-08-30,3128
2017-08-31,3128
2017-09-01,3128
2017-09-02,3191
2017-09-03,3191
2017-09-04,3191
2017-09-05,3191
2017-09-06,3191
2017-09-07,3191
2017-09-08,3191
2017-09-09,3191
2017-09-10,3191
2017-09-11,3191
2017-09-12,3191
2017-09-13,3165
2017-09-14,3165
2017-09-15,3165
2017-09-16,3165
2017-09-17,3034
2017-09-18,3034
2017-09-19,3034
2017-09-20,3034
2017-09-21,3034
2017-09-22,2993
2017-09-23,2993
2017-09-24,2993
2017-09-25,2993
2017-09-26,2993
2017-09-27,2993
2017-09-28,2992
2017-09-29,2992
2017-09-30,2992
2017-10-01,2992
2017-10-02,2992
2017-10-03,2982
2017-10-04,2982
2017-10-05,2982
2017-10-06,2982
2017-10-07,2982
2017-10-08,2989
2017-10-09,2989
2017-10-10,2989
2017-10-11,2989
2017-10-12,2989
2017-10-13,2959
2017-10-14,2959
2017-10-15,2959
2017-10-16,2959
2017-10-17,2959
2017-10-18,2962
2017-10-19,2962
2017-10-20,2962
2017-10-21,2962
2017-10-22,2962
2017-10-23,3020
2017-10-24,3020
2017-10-25,3020
2017-10-26,3020
2017-10-27,3020
2017-10-28,3036
2017-10-29,3036
2017-10-30,3036
2017-10-31,3036
2017-11-01,3036
2017-11-02,3051
2017-11-03,3051
2017-11-04,3051
2017-11-05,3051
2017-11-06,3051
2017-11-07,3072
2017-11-08,3072
2017-11-09,3072
2017-11-10,3072
2017-11-11,3072
2017-11-12,3065
2017-11-13,3065
2017-11-14,3065
2017-11-15,3065
2017-11-16,3065
2017-11-17,2978
2017-11-18,2978
2017-11-19,2978
2017-11-20,2978
2017-11-21,2978
2017-11-22,2831
2017-11-23,2831
2017-11-24,2831
2017-11-25,2831
2017-11-26,2831
2017-11-27,2700
2017-11-28,2700
2017-11-29,2700
2017-11-30,2700
2017-12-01,2700
2017-12-02,2725
2017-12-03,2725
2017-12-04,2725
2017-12-05,2725
2017-12-06,2725
2017-12-07,2747
2017-12-08,2747
2017-12-09,2747
2017-12-10,2747
2017-12-11,2747
2017-12-12,2792
2017-12-13,2792
2017-12-14,2792
2017-12-15,2792
2017-12-16,2792
2017-12-17,2837
2017-12-18,2837
2017-12-19,2837
2017-12-20,2837
2017-12-21,2837
2017-12-22,2782
2017-12-23,2782
2017-12-24,2782
2017-12-25,2782
2017-12-26,2782
2017-12-27,2799
2017-12-28,2799
2017-12-29,2799
2017-12-30,2799
2017-12-31,2799
2018-01-01,2793
2018-01-02,2793
2018-01-03,2793
2018-01-04,2793
2018-01-05,2837
2018-01-06,2837
2018-01-07,2837
2018-01-08,2837
2018-01-09,2839
2018-01-10,2839
2018-01-11,2839
2018-01-12,2839
2018-01-13,2838
2018-01-14,2838
2018-01-15,2838
2018-01-16,2838
2018-01-17,2838
2018-01-18,2838
2018-01-19,2838
2018-01-20,2838
2018-01-21,2838
2018-01-22,2746
2018-01-23,2746
2018-01-24,2749
2018-01-25,2749
2018-01-26,2749
2018-01-27,2713
2018-01-28,2713
2018-01-29,2742
2018-01-30,2742
2018-02-01,2702
2018-02-02,2702
2018-02-03,2750
2018-02-04,2750
2018-02-05,2750
2018-02-06,2737
2018-02-07,2737
2018-02-08,2737
2018-02-09,2842
2018-02-10,2842
2018-02-11,2842
2018-02-12,2841
2018-02-13,2841
2018-02-14,2841
2018-02-15,2832
2018-02-16,2832
2018-02-17,2832
2018-02-18,2757
2018-02-19,2757
2018-02-20,2757
2018-02-21,2665
2018-02-22,2665
2018-02-23,2665
2018-02-24,2658
2018-02-25,2658
2018-02-26,2608
2018-02-27,2608
2018-02-28,2608
2018-03-01,2595
2018-03-02,2595
2018-03-03,2594
2018-03-04,2594
2018-03-05,2594
2018-03-06,2614
2018-03-07,2614
2018-03-08,2614
2018-03-09,2652
2018-03-10,2652
2018-03-11,2652
2018-03-12,2647
2018-03-13,2647
2018-03-14,2647
2018-03-15,2658
2018-03-16,2658
2018-03-17,2658
2018-03-18,2667
2018-03-19,2667
2018-03-20,2667
2018-03-21,2683
2018-03-23,2683
2018-03-24,2683
2018-03-26,2694
2018-03-27,2712
2018-03-28,2712
2018-03-29,2712
2018-03-30,2738
2018-03-31,2738
2018-04-01,2738
2018-04-02,2698
2018-04-03,2698
2018-04-04,2698
2018-04-05,2726
2018-04-06,2726
2018-04-08,2728
2018-04-09,2728
2018-04-10,2728
2018-04-11,2754
2018-04-12,2754
2018-04-13,2754
2018-04-14,2885
2018-04-16,2885
2018-04-17,3030
2018-04-18,3030
2018-04-19,3030
2018-04-20,3030
2018-04-21,3088
2018-04-22,3088
2018-04-23,3088
2018-04-24,3088
2018-04-25,2983
2018-04-26,2983
2018-04-27,2983
2018-04-28,3024
2018-04-29,3024
2018-04-30,3024
2018-05-02,2966
2018-05-03,2966
2018-05-04,2966
2018-05-05,2968
2018-05-06,2968
2018-05-08,2968
2018-05-09,2993
2018-05-10,2993
2018-05-11,2993
2018-05-12,3012
2018-05-13,3012
2018-05-14,3012
2018-05-15,2998
2018-05-16,2998
2018-05-17,2998
2018-05-18,3018
2018-05-19,3018
2018-05-20,3018
2018-05-21,3017
2018-05-22,3017
2018-05-23,3017
2018-05-24,3049
2018-05-25,3049
2018-05-26,3039
2018-05-27,3039
2018-05-28,3039
2018-05-29,3018
2018-05-30,3018
2018-05-31,3018
2018-06-01,3057
2018-06-02,3057
2018-06-03,3057
2018-06-04,2951
2018-06-05,2951
2018-06-06,2901
2018-06-07,2901
2018-06-08,2901
2018-06-09,2896
2018-06-10,2896
2018-06-11,2896
2018-06-12,2904
2018-06-13,2904
2018-06-14,2889
2018-06-15,2889
2018-06-16,2889
2018-06-17,2896
2018-06-18,2896
2018-06-19,2896
2018-06-20,2861
2018-06-21,2861
2018-06-22,2861
2018-06-23,2893
2018-06-24,2893
2018-06-25,2893
2018-06-26,3005
2018-06-27,3005
2018-06-28,3005
2018-06-29,3029
2018-06-30,3029
2018-07-01,3029
2018-07-02,3014
2018-07-03,3014
2018-07-04,3014
2018-07-05,3014
2018-07-06,3015
2018-07-07,3015
2018-07-08,3015
2018-07-09,3053
2018-07-10,3053
2018-07-11,3132
2018-07-12,3132
2018-07-13,3043
2018-07-14,3043
2018-07-15,2980
2018-07-16,2980
2018-07-17,3129
2018-07-18,3129
2018-07-19,3129
2018-07-20,3111
2018-07-21,3111
2018-07-22,3091
2018-07-23,3091
2018-07-24,3056
2018-07-25,3056
2018-07-26,3056
2018-07-27,3090
2018-07-28,3090
2018-07-29,2998
2018-07-30,2998
2018-07-31,3082
2018-08-01,3082
2018-08-02,3082
2018-08-03,3066
2018-08-04,3066
2018-08-05,3109
2018-08-06,3109
2018-08-07,3109
2018-08-08,3154
2018-08-09,3154
2018-08-10,3154
2018-08-11,3160
2018-08-12,3160
2018-08-14,3156
2018-08-16,3136
2018-08-17,3158
2018-08-18,3158
2018-08-19,3158
2018-08-20,3162
2018-08-21,3162
2018-08-22,3162
2018-08-23,3087
2018-08-24,3087
2018-08-25,3053
2018-08-26,3053
2018-08-27,2979
2018-08-28,2979
2018-08-29,2922
2018-08-30,2922
2018-08-31,2926
2018-09-01,2926
2018-09-02,2891
2018-09-03,2891
2018-09-04,2880
2018-09-05,2880
2018-09-06,2880
2018-09-07,2875
2018-09-08,2875
2018-09-09,2883
2018-09-10,2883
2018-09-11,2883
2018-09-12,2886
2018-09-13,2886
2018-09-14,2770
2018-09-15,2770
2018-09-16,2765
2018-09-17,2765
2018-09-18,2777
2018-09-19,2777
2018-09-20,2780
2018-09-21,2780
2018-09-22,2756
2018-09-23,2756
2018-09-24,2729
2018-09-25,2729
2018-09-26,2747
2018-09-27,2747
2018-09-28,2747
2018-09-29,2756
2018-09-30,2756
2018-10-02,2771
2018-10-03,2723
2018-10-04,2723
2018-10-05,2723
2018-10-06,2725
2018-10-07,2725
2018-10-08,2725
2018-10-09,2667
2018-10-10,2667
2018-10-11,2652
2018-10-12,2652
2018-10-13,2652
2018-10-14,2631
2018-10-15,2631
2018-10-16,2631
2018-10-17,2725
2018-10-18,2725
2018-10-19,2791
2018-10-20,2791
2018-10-21,2791
2018-10-22,2865
2018-10-23,2865
2018-10-24,2865
2018-10-25,2872
2018-10-26,2872
2018-10-27,2803
2018-10-28,2803
2018-10-29,2784
2018-10-30,2784
2018-10-31,2786
2018-11-01,2835
2018-11-03,2859
2018-11-04,2859
2018-11-05,2928
2018-11-06,2926
2018-11-07,2926
2018-11-08,2964
2018-11-09,2964
2018-11-10,3028
2018-11-11,3028
2018-11-12,3104
2018-11-13,3104
2018-11-14,3209
2018-11-15,3209
2018-11-16,3114
2018-11-17,3114
2018-11-18,3085
2018-11-19,3085
2018-11-20,3087
2018-11-21,3087
2018-11-22,2932
2018-11-23,2932
2018-11-24,2803
2018-11-25,2662
2018-11-26,2662
2018-11-27,2630
2018-11-28,2630
2018-11-29,2587
2018-12-01,2502
2018-12-02,2502
2018-12-03,2529
2018-12-04,2529
2018-12-05,2554
2018-12-07,2546
2018-12-09,2609
2018-12-10,2502
2018-12-11,2502
2018-12-12,2459
2018-12-13,2459
2018-12-14,2523
2018-12-15,2523
2018-12-16,2515
2018-12-17,2515
2018-12-18,2506
2018-12-19,2506
2018-12-20,2505
2018-12-21,2505
2018-12-22,2532
2018-12-23,2579
2018-12-24,2579
2018-12-25,2641
2018-12-26,2641
2018-12-27,2733
2018-12-28,2733
2018-12-29,2828
2018-12-30,2828
2018-12-31,2695
2019-01-01,2695
2019-01-02,2636
2019-01-03,2636
2019-01-04,2720
2019-01-05,2681
2019-01-06,2623
2019-01-08,2737
2019-01-10,2802
2019-01-11,2802
2019-01-12,2880
2019-01-13,2880
2019-01-14,2963
2019-01-15,2963
2019-01-16,2954
2019-01-17,2954
2019-01-18,2966
2019-01-19,2966
2019-01-20,3042
2019-01-21,3042
2019-01-22,3075
2019-01-23,3075
2019-01-24,3005
2019-01-25,3005
2019-01-26,2941
2019-01-27,2941
2019-01-28,2857
2019-01-29,2857
2019-01-30,2734
2019-01-31,2734
2019-02-01,2694
2019-02-02,2694
2019-02-03,2768
2019-02-04,2768
2019-02-05,2907
2019-02-06,2907
2019-02-07,2958
2019-02-08,2958
2019-02-09,2875
2019-02-10,2875
2019-02-11,2825
2019-02-12,2825
2019-02-13,2767
2019-02-14,2767
2019-02-15,2809
2019-02-16,2809
2019-02-17,2797
2019-02-18,2797
2019-02-19,2748
2019-02-20,2748
2019-02-21,2703
2019-02-22,2703
2019-02-23,2736
2019-02-24,2736
2019-02-25,2739
2019-02-26,2739
2019-02-27,2848
2019-02-28,2848
2019-03-01,2926
2019-03-02,2926
2019-03-03,2876
2019-03-04,2876
2019-03-05,2808
2019-03-06,2808
2019-03-07,2718
2019-03-08,2718
2019-03-09,2692
2019-03-10,2692
2019-03-11,2660
2019-03-12,2655
2019-03-13,2655
2019-03-14,2586
2019-03-15,2586
2019-03-16,2480
2019-03-17,2416
2019-03-18,2416
2019-03-19,2416
2019-03-20,2340
2019-03-21,2340
2019-03-22,2311
2019-03-23,2302
2019-03-24,2302
2019-03-25,2222
2019-03-26,2222
2019-03-27,2252
2019-03-28,2252
2019-03-29,2277
2019-03-30,2277
2019-03-31,2277
2019-04-01,2300
2019-04-02,2300
2019-04-03,2298
2019-04-04,2298
2019-04-05,2302
2019-04-06,2302
2019-04-07,2308
