date_obj,Dragon%20warhammer price
2016-01-23,12027197
2016-01-24,12628557
2016-01-25,13259985
2016-01-26,13922985
2016-01-27,14619135
2016-01-28,15324676
2016-01-29,16090910
2016-01-30,16890740
2016-01-31,17735277
2016-02-01,18622041
2016-02-02,19553144
2016-02-03,20530802
2016-02-04,21557343
2016-02-05,22635211
2016-02-06,23766972
2016-02-07,24955321
2016-02-08,26203088
2016-02-09,27513243
2016-02-10,28888906
2016-02-11,30333352
2016-02-12,31850020
2016-02-13,33442521
2016-02-14,35114648
2016-02-15,36870381
2016-02-16,38713901
2016-02-17,40649597
2016-02-18,42682077
2016-02-19,44816181
2016-02-20,47056991
2016-02-21,49409841
2016-02-22,49409841
2016-02-23,51880334
2016-02-24,54474351
2016-02-25,57198069
2016-02-26,57198069
2016-02-27,60057973
2016-02-28,63060872
2016-02-29,66038639
2016-03-01,68798638
2016-03-02,69923359
2016-03-03,66576909
2016-03-04,63663708
2016-03-05,65499856
2016-03-06,67228573
2016-03-07,66683872
2016-03-08,67578178
2016-03-09,68438404
2016-03-10,68931891
2016-03-11,70022331
2016-03-12,69747937
2016-03-13,69515817
2016-03-14,69246037
2016-03-15,69474142
2016-03-16,69358714
2016-03-17,69487626
2016-03-18,70237036
2016-03-19,71775880
2016-03-20,72348471
2016-03-21,72348471
2016-03-22,72758822
2016-03-23,70662418
2016-03-24,68178749
2016-03-25,66743855
2016-03-26,69021718
2016-03-27,69021718
2016-03-28,69379869
2016-03-29,70124382
2016-03-30,70124382
2016-03-31,69839125
2016-04-01,69248350
2016-04-02,69462394
2016-04-04,71024374
2016-04-05,71024374
2016-04-06,70894130
2016-04-07,71592806
2016-04-08,72945587
2016-04-09,73801916
2016-04-10,73649170
2016-04-11,73649170
2016-04-12,73111754
2016-04-13,73098351
2016-04-14,73620142
2016-04-15,76318196
2016-04-16,78112053
2016-04-17,74965185
2016-04-18,75902243
2016-04-19,77036880
2016-04-20,77764776
2016-04-21,78772708
2016-04-22,78772708
2016-04-23,80312124
2016-04-24,82911997
2016-04-25,81953230
2016-04-26,81825214
2016-04-27,81004722
2016-04-28,81172148
2016-04-29,81455373
2016-04-30,81237304
2016-05-01,80660207
2016-05-02,79193624
2016-05-03,76091536
2016-05-04,72835517
2016-05-05,71377303
2016-05-06,71377303
2016-05-07,69800646
2016-05-08,70754446
2016-05-09,70996378
2016-05-10,71694097
2016-05-11,74294716
2016-05-12,75015268
2016-05-13,74684176
2016-05-14,74160011
2016-05-15,72867096
2016-05-16,71638052
2016-05-17,72208852
2016-05-18,72501693
2016-05-19,73682610
2016-05-22,74300008
2016-05-23,73906866
2016-05-24,74783405
2016-05-25,75812273
2016-05-26,77184510
2016-05-27,76898788
2016-05-28,77870471
2016-05-29,77757927
2016-05-30,77757927
2016-05-31,77678605
2016-06-01,77633837
2016-06-02,77914822
2016-06-03,77967208
2016-06-04,78216447
2016-06-05,78241641
2016-06-06,77658150
2016-06-07,77658150
2016-06-08,77227419
2016-06-09,76583400
2016-06-10,75567103
2016-06-11,74341029
2016-06-12,72102917
2016-06-13,71938495
2016-06-14,74236247
2016-06-15,74572970
2016-06-16,74475422
2016-06-17,74308536
2016-06-18,73488842
2016-06-19,73125888
2016-06-20,72463506
2016-06-21,72542327
2016-06-22,73485965
2016-06-23,74231660
2016-06-24,73366160
2016-06-25,73629232
2016-06-26,73673067
2016-06-27,73518157
2016-06-28,73208138
2016-06-29,72368469
2016-06-30,72556481
2016-07-01,72990312
2016-07-02,73317813
2016-07-03,73694526
2016-07-04,73681881
2016-07-05,73591443
2016-07-06,73381404
2016-07-07,72912712
2016-07-08,72266062
2016-07-09,72285124
2016-07-10,71824211
2016-07-11,71918689
2016-07-12,71634260
2016-07-13,71655672
2016-07-14,70698708
2016-07-15,70335339
2016-07-16,71238086
2016-07-17,72601555
2016-07-18,72423366
2016-07-23,72574560
2016-07-24,72494656
2016-07-25,72388839
2016-07-26,72388839
2016-07-27,72575863
2016-07-28,72799356
2016-07-29,72932487
2016-07-30,73733125
2016-07-31,74065628
2016-08-01,74411243
2016-08-02,73910305
2016-08-03,74049369
2016-08-04,74659677
2016-08-05,74682773
2016-08-06,74735997
2016-08-07,74826134
2016-08-08,74836632
2016-08-09,75180529
2016-08-10,74910414
2016-08-11,74168619
2016-08-12,73700726
2016-08-13,73897079
2016-08-14,73746179
2016-08-15,74222985
2016-08-16,74267459
2016-08-17,74216667
2016-08-18,74058724
2016-08-19,73916773
2016-08-20,73906058
2016-08-21,74301607
2016-08-22,75180567
2016-08-23,74722841
2016-08-24,74652005
2016-08-25,74681369
2016-08-26,74681369
2016-08-28,78168197
2016-08-31,79933447
2016-09-01,77405115
2016-09-02,77405115
2016-09-03,77933240
2016-09-04,79806354
2016-09-05,80420409
2016-09-06,79978153
2016-09-07,79925677
2016-09-08,79575902
2016-09-09,79642290
2016-09-10,79815170
2016-09-11,79953379
2016-09-12,79871214
2016-09-13,79500681
2016-09-14,79378895
2016-09-15,78842344
2016-09-16,78746157
2016-09-17,78831162
2016-09-18,79271232
2016-09-19,79371195
2016-09-20,79817136
2016-09-21,80052481
2016-09-22,80378492
2016-09-23,81437729
2016-09-24,81437729
2016-09-25,82325855
2016-09-26,81767192
2016-09-27,81158603
2016-09-28,79908571
2016-09-29,79523697
2016-09-30,79342531
2016-10-01,80481709
2016-10-02,80455850
2016-10-03,80501744
2016-10-04,80714740
2016-10-05,80716980
2016-10-06,80425133
2016-10-07,80349019
2016-10-08,81312890
2016-10-09,81226434
2016-10-10,81112400
2016-10-11,80935433
2016-10-12,80896489
2016-10-13,80894265
2016-10-14,81190538
2016-10-15,81498298
2016-10-16,82247280
2016-10-17,81695923
2016-10-18,81653582
2016-10-19,81426675
2016-10-20,81275003
2016-10-21,81297966
2016-10-22,81387966
2016-10-23,81191156
2016-10-24,81081610
2016-10-25,81191409
2016-10-26,81249402
2016-10-27,80402245
2016-10-28,78643906
2016-10-29,76880079
2016-10-30,73545561
2016-10-31,74493086
2016-11-01,77757574
2016-11-02,78698769
2016-11-03,78274975
2016-11-04,77939107
2016-11-05,78445638
2016-11-06,78377425
2016-11-07,78024450
2016-11-08,77236693
2016-11-09,75892008
2016-11-10,73448269
2016-11-11,74123907
2016-11-12,75807067
2016-11-13,76310665
2016-11-14,75523200
2016-11-15,75256164
2016-12-07,76144010
2016-12-08,75971242
2016-12-09,75795060
2016-12-10,75814422
2016-12-11,75815714
2016-12-12,75526047
2016-12-13,75357068
2016-12-14,74812938
2016-12-15,74897537
2016-12-16,74694735
2016-12-17,74881737
2016-12-18,75151159
2016-12-19,74957528
2016-12-20,74734818
2016-12-21,74246388
2016-12-22,74308868
2016-12-23,74572347
2016-12-24,75164939
2016-12-25,75121390
2016-12-26,75532517
2016-12-27,75903267
2016-12-28,77226247
2016-12-29,77234834
2016-12-30,77080881
2016-12-31,77109118
2017-01-01,77103458
2017-01-02,77223417
2017-01-03,77832298
2017-01-04,76154647
2017-01-05,75012843
2017-01-06,78297808
2017-01-07,81384453
2017-01-08,83786205
2017-01-09,79827525
2017-01-10,81683083
2017-01-11,81670382
2017-01-12,83347181
2017-01-13,84704507
2017-01-14,86081604
2017-01-15,84665466
2017-01-16,84088999
2017-01-17,83509503
2017-01-18,84013675
2017-01-19,84940458
2017-01-20,84845461
2017-01-21,85255897
2017-01-22,85584927
2017-01-23,84993773
2017-01-27,81487377
2017-01-28,82960109
2017-01-29,82483829
2017-01-30,82569838
2017-01-31,82140971
2017-02-01,81276086
2017-02-02,80879298
2017-02-03,81180599
2017-02-04,82542838
2017-02-05,83068301
2017-02-06,82914284
2017-02-07,83035166
2017-02-08,83084383
2017-02-09,84360093
2017-02-10,85010218
2017-02-11,86133037
2017-02-12,85301084
2017-02-13,84681016
2017-02-14,84309528
2017-02-15,84678627
2017-02-16,85960789
2017-02-18,86367460
2017-02-19,85604947
2017-02-20,84395490
2017-02-21,82547911
2017-02-22,82212989
2017-02-23,81862424
2017-02-24,83392294
2017-02-25,83356032
2017-02-26,83409742
2017-02-27,83036066
2017-02-28,82922505
2017-03-01,83564613
2017-03-02,84155733
2017-03-03,84499825
2017-03-04,84355311
2017-03-05,84506271
2017-03-06,84466637
2017-03-07,84295847
2017-03-08,83441087
2017-03-09,82480670
2017-03-10,82946282
2017-03-11,82899001
2017-03-12,82913467
2017-03-13,81366472
2017-03-14,79852221
2017-03-15,75905485
2017-03-16,75853040
2017-03-17,75900428
2017-03-18,75402219
2017-03-19,73505548
2017-03-20,70984351
2017-03-21,70923936
2017-03-22,74227860
2017-03-23,74411325
2017-03-24,74643313
2017-03-25,73673148
2017-03-26,72523276
2017-03-27,72176411
2017-03-28,71874901
2017-03-29,70532263
2017-03-30,69279808
2017-03-31,70187659
2017-04-01,71752925
2017-04-02,71819894
2017-04-03,70376268
2017-04-04,69644105
2017-04-12,69560925
2017-04-13,69407302
2017-04-14,68892663
2017-04-15,69039737
2017-04-16,69291771
2017-04-17,69178683
2017-04-18,69119027
2017-04-19,68894490
2017-04-20,68588809
2017-04-21,68794313
2017-04-22,68664069
2017-04-23,68498097
2017-04-24,67908371
2017-04-25,65440052
2017-04-26,64303336
2017-04-27,62090471
2017-04-28,61917171
2017-04-29,64190201
2017-04-30,63644521
2017-05-01,63319904
2017-05-02,63056997
2017-05-03,63302379
2017-05-04,63482795
2017-05-05,65444973
2017-05-06,66359876
2017-05-07,67888871
2017-05-08,69162640
2017-05-09,71202679
2017-05-10,69022639
2017-05-11,67372150
2017-05-12,67812870
2017-05-13,69692900
2017-05-14,69912016
2017-05-15,69987241
2017-05-16,69565678
2017-05-17,69725773
2017-05-18,70121351
2017-05-19,70102480
2017-05-20,70517748
2017-05-21,70771273
2017-05-22,70943469
2017-05-23,71211360
2017-05-24,71064631
2017-05-25,68843752
2017-05-26,68854024
2017-05-27,69294658
2017-05-28,70448347
2017-05-29,70557740
2017-05-30,70356664
2017-05-31,70300365
2017-06-01,68096806
2017-06-02,67510404
2017-06-03,68462573
2017-06-04,69532805
2017-06-05,69460445
2017-06-06,69428713
2017-06-07,69401404
2017-06-08,69260797
2017-06-09,69423017
2017-06-10,69571338
2017-06-11,68827257
2017-06-12,65393614
2017-06-13,66397793
2017-06-14,68024394
2017-06-15,68536851
2017-06-16,68771470
2017-06-17,68318421
2017-06-18,67018030
2017-06-19,67063441
2017-06-20,66474969
2017-06-21,65667055
2017-06-22,65522083
2017-06-23,65918416
2017-06-24,66837833
2017-06-25,66591004
2017-06-26,65959325
2017-06-27,65254034
2017-06-28,64968796
2017-06-29,63776053
2017-06-30,64358837
2017-07-01,63764321
2017-07-02,63750301
2017-07-03,63342621
2017-07-04,62901415
2017-07-05,65961633
2017-07-06,66298977
2017-07-07,67740021
2017-07-08,67404348
2017-07-13,68986801
2017-07-14,66878237
2017-07-15,66245595
2017-07-16,66329076
2017-07-17,66510478
2017-07-18,66179633
2017-07-19,65816568
2017-07-20,65348847
2017-07-21,65305954
2017-07-22,65481433
2017-07-23,65518924
2017-07-24,65366423
2017-07-25,65205317
2017-07-26,64977148
2017-07-27,64201614
2017-07-28,63901710
2017-07-29,63697788
2017-07-30,63043737
2017-07-31,63151375
2017-08-01,62867809
2017-08-02,62436398
2017-08-03,62509694
2017-08-04,62559912
2017-08-05,63756581
2017-08-06,63535274
2017-08-09,63129290
2017-08-10,63124013
2017-08-11,63235166
2017-08-12,63202851
2017-08-13,63028122
2017-08-14,62796541
2017-08-15,62904917
2017-08-16,62822975
2017-08-17,62785959
2017-08-18,63826884
2017-08-19,64496986
2017-08-20,65018511
2017-08-21,65394969
2017-08-22,66516844
2017-08-23,66886844
2017-08-24,66450317
2017-08-25,66110444
2017-08-26,65870858
2017-08-27,65953446
2017-08-28,65553935
2017-08-29,65405258
2017-08-30,65997453
2017-08-31,66874656
2017-09-01,66974109
2017-09-03,67308813
2017-09-04,67752485
2017-09-05,67802244
2017-09-06,66869590
2017-09-07,66315624
2017-09-08,66882182
2017-09-09,67069469
2017-09-10,67292652
2017-09-11,66477502
2017-09-12,66428760
2017-09-13,66538777
2017-09-14,67010762
2017-09-15,67800606
2017-09-16,68774574
2017-09-17,68138097
2017-09-18,67507199
2017-09-19,66920012
2017-09-20,66695672
2017-09-21,66539092
2017-09-22,66602002
2017-09-23,66720441
2017-09-24,66907715
2017-09-25,66789292
2017-09-26,66728482
2017-09-27,66643284
2017-09-28,66794795
2017-09-29,67381758
2017-09-30,67892893
2017-10-01,68359213
2017-10-02,68199662
2017-10-03,68237551
2017-10-04,68196594
2017-10-05,66151067
2017-10-06,66237501
2017-10-07,67031674
2017-10-08,67486713
2017-10-09,67242555
2017-10-10,66584074
2017-10-11,66258525
2017-10-12,66047218
2017-10-13,66576125
2017-10-14,67336710
2017-10-15,67543661
2017-10-16,67662778
2017-10-17,67758478
2017-10-18,67498353
2017-10-19,66702376
2017-10-20,66867087
2017-10-21,67260373
2017-10-22,67597767
2017-10-23,67705656
2017-10-24,68629361
2017-10-25,68697404
2017-10-26,67715373
2017-10-27,67381595
2017-10-28,67457198
2017-10-29,67627701
2017-10-30,67971781
2017-10-31,67924867
2017-11-01,68223528
2017-11-02,68710626
2017-11-03,68686029
2017-11-04,69077927
2017-11-05,68795973
2017-11-06,68549438
2017-11-07,68230075
2017-11-08,68057920
2017-11-09,65715151
2017-11-10,63913015
2017-11-11,64619202
2017-11-12,64236890
2017-11-13,64501924
2017-11-14,64381195
2017-11-15,64390655
2017-11-16,64163890
