date_obj,Spade price
2015-10-29,215
2015-10-30,218
2015-10-31,217
2015-11-01,217
2015-11-02,221
2015-11-03,232
2015-11-04,238
2015-11-05,246
2015-11-06,254
2015-11-07,256
2015-11-08,256
2015-11-09,260
2015-11-10,253
2015-11-11,251
2015-11-12,260
2015-11-13,267
2015-11-14,274
2015-11-15,274
2015-11-16,278
2015-11-17,285
2015-11-18,280
2015-11-19,281
2015-11-20,287
2015-11-21,287
2015-11-22,278
2015-11-23,278
2015-11-24,280
2015-11-25,276
2015-11-26,276
2015-11-27,276
2015-11-28,268
2015-11-29,269
2015-11-30,269
2015-12-01,279
2015-12-02,268
2015-12-03,260
2015-12-04,260
2015-12-05,250
2015-12-06,247
2015-12-07,257
2015-12-08,265
2015-12-09,272
2015-12-10,273
2015-12-11,282
2015-12-12,288
2015-12-13,297
2015-12-14,297
2015-12-15,304
2015-12-16,305
2015-12-17,312
2015-12-18,325
2015-12-19,325
2015-12-20,316
2015-12-21,320
2015-12-22,326
2015-12-23,309
2015-12-24,312
2015-12-25,303
2015-12-26,295
2015-12-27,291
2015-12-28,291
2015-12-29,291
2015-12-30,292
2015-12-31,285
2016-01-01,285
2016-01-02,272
2016-01-03,282
2016-01-04,283
2016-01-05,287
2016-01-06,282
2016-01-07,279
2016-01-08,270
2016-01-09,264
2016-01-10,260
2016-01-11,263
2016-01-12,271
2016-01-13,271
2016-01-14,264
2016-01-15,267
2016-01-16,271
2016-01-17,272
2016-01-18,281
2016-01-19,281
2016-01-20,286
2016-01-21,291
2016-01-22,295
2016-01-23,280
2016-01-24,271
2016-01-25,258
2016-01-26,245
2016-01-27,232
2016-01-28,232
2016-01-29,220
2016-01-30,209
2016-01-31,198
2016-02-01,188
2016-02-02,178
2016-02-03,169
2016-02-04,160
2016-02-05,152
2016-02-06,146
2016-02-07,148
2016-02-08,151
2016-02-09,156
2016-02-10,157
2016-02-11,164
2016-02-12,169
2016-02-13,163
2016-02-14,154
2016-02-15,148
2016-02-16,147
2016-02-17,151
2016-02-18,154
2016-02-19,150
2016-02-20,145
2016-02-21,144
2016-02-22,142
2016-02-23,149
2016-02-24,153
2016-02-25,159
2016-02-26,163
2016-02-27,166
2016-02-28,166
2016-02-29,163
2016-03-01,162
2016-03-02,170
2016-03-03,173
2016-03-04,177
2016-03-05,174
2016-03-06,169
2016-03-07,160
2016-03-08,152
2016-03-09,144
2016-03-10,136
2016-03-11,129
2016-03-12,122
2016-03-13,115
2016-03-14,109
2016-03-15,108
2016-03-16,111
2016-03-17,109
2016-03-18,114
2016-03-19,114
2016-03-20,111
2016-03-21,113
2016-03-22,114
2016-03-23,116
2016-03-24,115
2016-03-25,118
2016-03-26,119
2016-03-27,123
2016-03-28,119
2016-03-29,117
2016-03-30,113
2016-03-31,111
2016-04-01,105
2016-04-02,100
2016-04-03,101
2016-04-04,103
2016-04-05,105
2016-04-06,106
2016-04-07,101
2016-04-08,98
2016-04-09,101
2016-04-10,101
2016-04-11,101
2016-04-12,104
2016-04-13,106
2016-04-14,105
2016-04-15,108
2016-04-16,111
2016-04-17,115
2016-04-18,118
2016-04-19,116
2016-04-20,114
2016-04-21,117
2016-04-22,116
2016-04-23,118
2016-04-24,122
2016-04-25,126
2016-04-26,131
2016-04-27,135
2016-04-28,139
2016-04-29,141
2016-04-30,136
2016-05-01,141
2016-05-02,139
2016-05-03,140
2016-05-04,140
2016-05-05,135
2016-05-06,135
2016-05-07,139
2016-05-08,137
2016-05-09,136
2016-05-10,136
2016-05-11,138
2016-05-12,141
2016-05-13,143
2016-05-14,150
2016-05-15,153
2016-05-16,156
2016-05-17,161
2016-05-18,160
2016-05-19,153
2016-05-22,141
2016-05-23,139
2016-05-24,143
2016-05-25,135
2016-05-26,141
2016-05-27,149
2016-05-28,157
2016-05-29,159
2016-05-30,151
2016-05-31,146
2016-06-01,148
2016-06-02,142
2016-06-03,147
2016-06-04,150
2016-06-05,155
2016-06-06,155
2016-06-07,154
2016-06-08,162
2016-06-09,166
2016-06-10,169
2016-06-11,169
2016-06-12,168
2016-06-13,163
2016-06-14,154
2016-06-15,150
2016-06-16,155
2016-06-17,155
2016-06-18,162
2016-06-19,170
2016-06-20,173
2016-06-21,180
2016-06-22,180
2016-06-23,183
2016-06-24,178
2016-06-25,174
2016-06-26,173
2016-06-27,175
2016-06-28,182
2016-06-29,180
2016-06-30,171
2016-07-01,162
2016-07-02,157
2016-07-03,152
2016-07-04,149
2016-07-05,154
2016-07-06,160
2016-07-07,158
2016-07-08,160
2016-07-09,166
2016-07-10,170
2016-07-11,178
2016-07-12,182
2016-07-13,179
2016-07-14,179
2016-07-15,181
2016-07-16,186
2016-07-17,186
2016-07-18,195
2016-07-24,186
2016-07-25,177
2016-07-26,168
2016-07-27,164
2016-07-28,157
2016-07-29,149
2016-07-30,141
2016-07-31,133
2016-08-01,126
2016-08-02,119
2016-08-03,113
2016-08-04,107
2016-08-05,101
2016-08-06,95
2016-08-07,90
2016-08-08,89
2016-08-09,89
2016-08-10,89
2016-08-11,87
2016-08-12,89
2016-08-13,94
2016-08-14,95
2016-08-15,99
2016-08-16,103
2016-08-17,109
2016-08-18,115
2016-08-19,121
2016-08-20,124
2016-08-21,129
2016-08-22,135
2016-08-23,136
2016-08-24,143
2016-08-25,147
2016-08-26,147
2016-08-28,142
2016-08-31,139
2016-09-01,138
2016-09-02,138
2016-09-03,138
2016-09-04,138
2016-09-05,137
2016-09-06,137
2016-09-07,139
2016-09-08,143
2016-09-09,150
2016-09-10,151
2016-09-11,157
2016-09-12,162
2016-09-13,169
2016-09-14,176
2016-09-15,182
2016-09-16,182
2016-09-17,190
2016-09-18,198
2016-09-19,206
2016-09-20,217
2016-09-21,220
2016-09-22,220
2016-09-23,215
2016-09-24,215
2016-09-25,214
2016-09-26,210
2016-09-27,201
2016-09-28,205
2016-09-29,216
2016-09-30,215
2016-10-01,214
2016-10-02,214
2016-10-03,206
2016-10-04,195
2016-10-05,198
2016-10-06,208
2016-10-07,209
2016-10-08,210
2016-10-09,199
2016-10-11,190
2016-10-12,197
2016-10-13,190
2016-10-14,180
2016-10-15,171
2016-10-16,169
2016-10-17,161
2016-10-18,159
2016-10-19,167
2016-10-20,174
2016-10-21,176
2016-10-22,177
2016-10-23,180
2016-10-24,180
2016-10-25,180
2016-10-26,187
2016-10-27,192
2016-10-28,199
2016-10-29,205
2016-10-30,213
2016-10-31,220
2016-11-01,220
2016-11-02,227
2016-11-03,234
2016-11-04,240
2016-11-05,252
2016-11-06,257
2016-11-07,266
2016-11-08,276
2016-11-09,280
2016-11-10,272
2016-11-11,263
2016-11-12,259
2016-11-13,246
2016-11-14,233
2016-12-08,109
2016-12-09,109
2016-12-10,108
2016-12-11,111
2016-12-12,116
2016-12-13,120
2016-12-14,124
2016-12-15,127
2016-12-16,133
2016-12-17,139
2016-12-18,145
2016-12-19,151
2016-12-20,158
2016-12-21,159
2016-12-22,158
2016-12-23,155
2016-12-24,148
2016-12-25,140
2016-12-26,133
2016-12-27,126
2016-12-28,125
2016-12-29,124
2016-12-30,128
2016-12-31,134
2017-01-01,140
2017-01-02,144
2017-01-03,146
2017-01-04,152
2017-01-05,158
2017-01-06,164
2017-01-07,169
2017-01-08,173
2017-01-09,178
2017-01-10,184
2017-01-11,181
2017-01-12,186
2017-01-13,192
2017-01-14,197
2017-01-15,193
2017-01-16,196
2017-01-17,201
2017-01-18,208
2017-01-19,200
2017-01-20,201
2017-01-21,198
2017-01-22,201
2017-01-27,210
2017-01-28,212
2017-01-29,215
2017-01-30,213
2017-01-31,211
2017-02-01,203
2017-02-02,195
2017-02-03,188
2017-02-04,192
2017-02-05,197
2017-02-06,193
2017-02-07,183
2017-02-08,176
2017-02-09,177
2017-02-10,182
2017-02-11,188
2017-02-12,196
2017-02-13,203
2017-02-14,203
2017-02-15,196
2017-02-16,186
2017-02-18,167
2017-02-19,166
2017-02-20,171
2017-02-21,176
2017-02-22,184
2017-02-23,192
2017-02-24,200
2017-02-25,206
2017-02-26,210
2017-02-27,214
2017-02-28,216
2017-03-01,220
2017-03-02,217
2017-03-03,218
2017-03-04,224
2017-03-05,227
2017-03-06,215
2017-03-07,205
2017-03-08,210
2017-03-09,205
2017-03-10,202
2017-03-11,206
2017-03-12,216
2017-03-13,211
2017-03-14,201
2017-03-15,191
2017-03-16,195
2017-03-17,198
2017-03-18,194
2017-03-19,189
2017-03-20,196
2017-03-21,203
2017-03-22,208
2017-03-23,214
2017-03-24,219
2017-03-25,217
2017-03-26,220
2017-03-27,220
2017-03-28,209
2017-03-29,198
2017-03-30,193
2017-03-31,191
2017-04-01,186
2017-04-02,191
2017-04-03,193
2017-04-04,195
2017-04-12,209
2017-04-13,208
2017-04-14,200
2017-04-15,201
2017-04-16,207
2017-04-17,214
2017-04-18,220
2017-04-19,222
2017-04-20,224
2017-04-21,221
2017-04-22,220
2017-04-23,213
2017-04-24,205
2017-04-25,206
2017-04-26,204
2017-04-27,199
2017-04-28,202
2017-04-29,205
2017-04-30,204
2017-05-01,211
2017-05-02,208
2017-05-03,198
2017-05-04,188
2017-05-05,180
2017-05-06,181
2017-05-07,190
2017-05-08,199
2017-05-09,206
2017-05-10,213
2017-05-11,221
2017-05-12,228
2017-05-13,232
2017-05-14,240
2017-05-15,236
2017-05-16,224
2017-05-17,212
2017-05-18,201
2017-05-19,190
2017-05-20,180
2017-05-21,171
2017-05-22,162
2017-05-23,153
2017-05-24,145
2017-05-25,137
2017-05-26,130
2017-05-27,124
2017-05-28,127
2017-05-29,120
2017-05-30,117
2017-05-31,116
2017-06-01,116
2017-06-02,120
2017-06-03,125
2017-06-06,129
2017-06-07,134
2017-06-08,138
2017-06-09,136
2017-06-10,140
2017-06-11,142
2017-06-12,150
2017-06-13,156
2017-06-14,164
2017-06-15,171
2017-06-16,177
2017-06-17,180
2017-06-18,182
2017-06-19,182
2017-06-20,181
2017-06-21,171
2017-06-22,164
2017-06-23,160
2017-06-24,157
2017-06-25,149
2017-06-26,143
2017-06-27,138
2017-06-28,133
2017-06-29,127
2017-06-30,125
2017-07-01,127
2017-07-02,124
2017-07-03,123
2017-07-04,128
2017-07-05,135
2017-07-06,138
2017-07-07,142
2017-07-08,146
2017-07-13,149
2017-07-14,151
2017-07-15,156
2017-07-16,159
2017-07-17,160
2017-07-18,165
2017-07-19,168
2017-07-20,170
2017-07-21,167
2017-07-22,167
2017-07-23,165
2017-07-24,164
2017-07-25,164
2017-07-26,165
2017-07-27,169
2017-07-28,175
2017-07-29,181
2017-07-30,185
2017-07-31,190
2017-08-01,199
2017-08-02,206
2017-08-03,210
2017-08-04,210
2017-08-05,202
2017-08-06,207
2017-08-09,214
2017-08-10,214
2017-08-11,219
2017-08-12,212
2017-08-13,208
2017-08-14,205
2017-08-15,210
2017-08-17,209
2017-08-18,205
2017-08-19,205
2017-08-20,208
2017-08-21,212
2017-08-22,216
2017-08-23,224
2017-08-24,226
2017-08-25,214
2017-08-26,203
2017-08-27,193
2017-08-28,187
2017-08-29,181
2017-08-30,172
2017-08-31,163
2017-09-01,154
2017-09-02,150
2017-09-03,157
2017-09-04,163
2017-09-05,160
2017-09-06,155
2017-09-07,161
2017-09-08,167
2017-09-09,169
2017-09-10,174
2017-09-11,182
2017-09-12,188
2017-09-13,179
2017-09-14,181
2017-09-15,178
2017-09-16,182
2017-09-17,181
2017-09-19,182
2017-09-20,191
2017-09-21,195
2017-09-22,200
2017-09-23,206
2017-09-24,210
2017-09-25,216
2017-09-26,209
2017-09-27,202
2017-09-28,199
2017-09-29,195
2017-09-30,197
2017-10-01,197
2017-10-02,200
2017-10-03,199
2017-10-04,202
2017-10-05,196
2017-10-06,191
2017-10-07,190
2017-10-08,180
2017-10-09,172
2017-10-10,173
2017-10-11,167
2017-10-12,175
2017-10-13,174
2017-10-14,175
2017-10-15,183
2017-10-16,179
2017-10-17,172
2017-10-18,166
2017-10-19,163
2017-10-20,162
2017-10-21,167
2017-10-22,171
2017-10-23,175
2017-10-24,172
2017-10-25,177
2017-10-26,182
2017-10-27,184
2017-10-28,184
2017-10-29,190
2017-10-30,197
2017-10-31,197
2017-11-01,194
2017-11-02,196
2017-11-03,199
2017-11-04,202
2017-11-05,204
2017-11-06,198
2017-11-07,192
2017-11-08,189
2017-11-09,195
2017-11-10,197
2017-11-11,199
2017-11-12,205
2017-11-13,208
2017-11-14,205
2017-11-15,203
2017-11-16,203
2017-11-17,203
2017-11-18,209
2017-11-19,207
2017-11-20,210
2017-11-21,212
2017-11-22,210
2017-11-23,199
2017-11-24,196
2017-11-25,195
2017-11-26,193
2017-11-27,192
2017-11-28,188
2017-11-29,192
2017-11-30,194
2017-12-01,197
2017-12-02,199
2017-12-03,193
2017-12-04,192
2017-12-05,195
2017-12-06,199
2017-12-07,192
2017-12-08,200
2017-12-09,203
2017-12-10,194
2017-12-11,184
2017-12-12,175
2017-12-13,171
2017-12-14,176
2017-12-15,174
2017-12-16,172
2017-12-17,171
2017-12-18,170
2017-12-19,168
2017-12-20,173
2017-12-21,176
2017-12-22,175
2017-12-23,172
2017-12-24,171
2017-12-25,168
2017-12-26,168
2017-12-27,167
2017-12-28,168
2017-12-29,168
2017-12-30,167
2017-12-31,165
2018-01-01,167
2018-01-02,168
2018-01-03,169
2018-01-04,168
2018-01-05,172
2018-01-06,170
2018-01-07,166
2018-01-08,159
2018-01-09,158
2018-01-10,158
2018-01-11,158
2018-01-12,163
2018-01-13,168
2018-01-14,176
2018-01-15,180
2018-01-16,186
2018-01-17,184
2018-01-18,182
2018-01-19,180
2018-01-20,171
2018-01-21,162
2018-01-22,159
2018-01-23,159
2018-01-24,162
2018-01-25,164
2018-01-26,161
2018-01-27,165
2018-01-28,164
2018-01-29,166
2018-01-30,171
2018-02-01,180
2018-02-02,183
2018-02-04,187
2018-02-05,185
2018-02-06,180
2018-02-07,175
2018-02-08,177
2018-02-09,176
2018-02-10,179
2018-02-11,183
2018-02-12,181
2018-02-13,182
2018-02-14,175
2018-02-15,167
2018-02-16,160
2018-02-17,152
2018-02-18,151
2018-02-19,157
2018-02-20,164
2018-02-21,171
2018-02-22,170
2018-02-23,172
2018-02-24,168
2018-02-25,168
2018-02-26,163
2018-02-27,159
2018-02-28,156
2018-03-01,164
2018-03-02,170
2018-03-03,171
2018-03-04,177
2018-03-05,183
2018-03-06,187
2018-03-07,193
2018-03-08,198
2018-03-09,206
2018-03-10,206
2018-03-11,199
2018-03-12,203
2018-03-13,206
2018-03-14,216
2018-03-15,211
2018-03-16,213
2018-03-17,207
2018-03-18,200
2018-03-19,193
2018-03-20,187
2018-03-21,177
2018-03-23,168
2018-03-24,171
2018-03-26,173
2018-03-27,176
2018-03-28,182
2018-03-29,184
2018-03-30,184
2018-03-31,184
2018-04-01,180
2018-04-02,187
2018-04-03,197
2018-04-04,192
2018-04-05,195
2018-04-06,196
2018-04-08,208
2018-04-09,209
2018-04-10,207
2018-04-11,198
2018-04-12,204
2018-04-13,206
2018-04-14,199
2018-04-16,199
2018-04-17,192
2018-04-18,191
2018-04-19,181
2018-04-20,175
2018-04-21,176
2018-04-22,177
2018-04-23,168
2018-04-24,173
2018-04-25,181
2018-04-26,186
2018-04-27,184
2018-04-28,189
2018-04-29,189
2018-04-30,194
2018-05-01,187
2018-05-02,182
2018-05-03,182
2018-05-04,184
2018-05-05,181
2018-05-06,181
2018-05-07,180
2018-05-08,171
2018-05-09,165
2018-05-10,164
2018-05-11,165
2018-05-12,161
2018-05-13,155
2018-05-14,150
2018-05-15,146
2018-05-16,138
2018-05-17,131
2018-05-18,124
2018-05-19,123
2018-05-20,117
2018-05-21,111
2018-05-22,105
2018-05-23,102
2018-05-24,104
2018-05-25,105
2018-05-26,103
2018-05-27,102
2018-05-28,101
2018-05-29,99
2018-05-30,97
2018-05-31,100
2018-06-01,103
2018-06-02,101
2018-06-03,100
2018-06-04,103
2018-06-05,108
2018-06-06,113
2018-06-07,115
2018-06-08,120
2018-06-09,124
2018-06-10,127
2018-06-11,124
2018-06-12,130
2018-06-13,134
2018-06-14,136
2018-06-15,142
2018-06-16,150
2018-06-17,153
2018-06-18,156
2018-06-19,162
2018-06-20,159
2018-06-21,159
2018-06-22,164
2018-06-23,168
2018-06-24,166
2018-06-25,165
2018-06-26,168
2018-06-27,175
2018-06-28,180
2018-06-29,183
2018-06-30,191
2018-07-01,195
2018-07-02,199
2018-07-03,203
2018-07-04,203
2018-07-05,206
2018-07-06,203
2018-07-07,202
2018-07-08,193
2018-07-09,183
2018-07-10,173
2018-07-11,164
2018-07-12,159
2018-07-13,155
2018-07-14,151
2018-07-15,150
2018-07-16,152
2018-07-17,155
2018-07-18,162
2018-07-19,158
2018-07-20,164
2018-07-21,172
2018-07-22,181
2018-07-23,190
2018-07-24,196
2018-07-25,191
2018-07-26,200
2018-07-27,202
2018-07-28,200
2018-07-29,202
2018-07-30,205
2018-07-31,210
2018-08-01,217
2018-08-02,217
2018-08-03,223
2018-08-04,223
2018-08-05,222
2018-08-06,216
2018-08-07,215
2018-08-08,220
2018-08-09,220
2018-08-10,209
2018-08-11,211
2018-08-12,211
2018-08-14,212
2018-08-16,214
2018-08-17,210
2018-08-18,205
2018-08-19,202
2018-08-20,202
2018-08-21,203
2018-08-22,205
2018-08-23,208
2018-08-24,210
2018-08-25,207
2018-08-26,203
2018-08-27,197
2018-08-28,194
2018-08-29,195
2018-08-30,198
2018-08-31,200
2018-09-01,201
2018-09-02,195
2018-09-03,189
2018-09-04,185
2018-09-05,179
2018-09-06,176
2018-09-07,172
2018-09-08,177
2018-09-09,184
2018-09-10,185
2018-09-11,193
2018-09-12,201
2018-09-13,212
2018-09-14,209
2018-09-15,203
2018-09-16,199
2018-09-17,196
2018-09-18,194
2018-09-19,192
2018-09-20,196
2018-09-21,194
2018-09-22,184
2018-09-23,174
2018-09-24,165
2018-09-25,156
2018-09-26,148
2018-09-27,140
2018-09-28,133
2018-09-29,127
2018-09-30,123
2018-10-02,127
2018-10-03,128
2018-10-04,129
2018-10-05,136
2018-10-06,141
2018-10-07,144
2018-10-08,151
2018-10-09,156
2018-10-10,164
2018-10-11,172
2018-10-12,180
2018-10-13,187
2018-10-14,195
2018-10-15,196
2018-10-16,199
2018-10-17,191
2018-10-18,190
2018-10-19,188
2018-10-20,192
2018-10-21,185
2018-10-22,185
2018-10-23,190
2018-10-24,186
2018-10-25,188
2018-10-26,181
2018-10-27,175
2018-10-28,167
2018-10-29,159
2018-10-30,154
2018-10-31,148
2018-11-01,142
2018-11-03,133
2018-11-04,138
2018-11-05,140
2018-11-06,138
2018-11-07,141
2018-11-08,144
2018-11-09,145
2018-11-10,141
2018-11-11,134
2018-11-12,138
2018-11-13,142
2018-11-14,140
2018-11-15,141
2018-11-16,147
2018-11-17,151
2018-11-18,147
2018-11-19,145
2018-11-20,150
2018-11-21,151
2018-11-22,152
2018-11-23,152
2018-11-24,152
2018-11-25,145
2018-11-26,143
2018-11-27,142
2018-11-28,144
2018-11-29,144
2018-12-01,139
2018-12-02,140
2018-12-03,135
2018-12-04,137
2018-12-05,139
2018-12-07,144
2018-12-09,145
2018-12-10,147
2018-12-11,151
2018-12-13,147
2018-12-14,141
2018-12-15,142
2018-12-16,146
2018-12-17,142
2018-12-18,137
2018-12-19,136
2018-12-20,138
2018-12-21,132
2018-12-22,128
2018-12-23,122
2018-12-24,115
2018-12-25,114
2018-12-26,113
2018-12-27,110
2018-12-28,104
2018-12-29,104
2018-12-30,104
2018-12-31,104
2019-01-01,99
2019-01-02,98
2019-01-03,95
2019-01-04,97
2019-01-05,101
2019-01-06,101
2019-01-08,99
2019-01-10,102
2019-01-11,107
2019-01-12,113
2019-01-13,119
2019-01-14,125
2019-01-15,132
2019-01-16,137
2019-01-17,140
2019-01-18,146
2019-01-19,150
2019-01-20,147
2019-01-21,145
2019-01-22,152
2019-01-23,159
2019-01-24,164
2019-01-25,168
2019-01-26,167
2019-01-27,159
2019-01-28,151
2019-01-29,145
2019-01-30,140
2019-01-31,139
2019-02-01,140
2019-02-02,138
2019-02-03,134
2019-02-04,130
2019-02-05,135
2019-02-06,135
2019-02-07,135
2019-02-08,138
2019-02-09,135
2019-02-10,135
2019-02-11,130
2019-02-12,129
2019-02-13,124
2019-02-14,117
2019-02-15,112
2019-02-16,113
2019-02-17,115
2019-02-18,120
2019-02-19,125
2019-02-20,131
2019-02-21,136
2019-02-22,134
2019-02-23,127
2019-02-24,125
2019-02-25,126
2019-02-26,129
2019-02-27,131
2019-02-28,137
2019-03-01,133
2019-03-02,131
2019-03-03,129
2019-03-04,128
2019-03-05,129
2019-03-06,129
2019-03-07,129
2019-03-08,129
2019-03-09,127
2019-03-10,123
2019-03-11,120
2019-03-12,118
2019-03-13,112
2019-03-14,111
2019-03-15,110
2019-03-16,110
2019-03-17,114
2019-03-18,120
2019-03-19,123
2019-03-20,130
2019-03-21,137
2019-03-22,143
2019-03-23,146
2019-03-24,149
2019-03-25,150
2019-03-26,146
2019-03-27,140
2019-03-28,143
2019-03-29,135
2019-03-30,128
2019-03-31,131
2019-04-01,138
2019-04-02,143
2019-04-03,150
2019-04-04,142
2019-04-05,148
2019-04-06,154
2019-04-07,157
2019-04-08,156
2019-04-09,162
2019-04-10,163
2019-04-11,165
2019-04-12,165
2019-04-13,167
2019-04-14,164
2019-04-15,164
2019-04-16,166
2019-04-17,173
2019-04-18,169
2019-04-19,168
2019-04-20,171
2019-04-21,169
2019-04-22,168
2019-04-23,167
2019-04-24,170
2019-04-25,167
2019-04-26,166
2019-04-27,169
2019-04-28,172
2019-04-29,173
2019-04-30,169
2019-05-01,174
2019-05-02,179
2019-05-03,176
2019-05-04,174
2019-05-05,175
2019-05-06,179
2019-05-07,180
2019-05-08,172
2019-05-09,168
2019-05-10,160
2019-05-11,153
2019-05-12,147
2019-05-13,145
2019-05-14,145
2019-05-15,147
2019-05-16,152
2019-05-17,154
2019-05-18,158
2019-05-19,164
2019-05-20,167
2019-05-21,171
2019-05-22,174
2019-05-23,179
2019-05-24,176
2019-05-25,178
2019-05-26,172
2019-05-27,167
2019-05-28,161
2019-05-29,152
2019-05-30,144
2019-05-31,136
2019-06-01,129
2019-06-02,122
2019-06-03,115
2019-06-04,109
2019-06-05,103
2019-06-06,97
2019-06-07,92
2019-06-08,87
2019-06-09,82
2019-06-10,77
2019-06-11,73
2019-06-12,69
2019-06-13,70
2019-06-14,74
2019-06-15,78
2019-06-16,82
2019-06-17,87
2019-06-18,92
2019-06-19,97
2019-06-20,100
2019-06-21,104
2019-06-22,107
2019-06-23,112
2019-06-24,116
2019-06-25,121
2019-06-26,123
2019-06-27,126
2019-06-28,121
2019-06-29,126
2019-06-30,130
2019-07-01,134
2019-07-02,136
2019-07-03,140
2019-07-04,144
2019-07-05,149
2019-07-06,156
2019-07-07,159
2019-07-08,162
2019-07-09,162
2019-07-10,163
2019-07-11,169
2019-07-12,173
2019-07-13,181
2019-07-14,187
2019-07-15,185
2019-07-16,179
2019-07-17,173
2019-07-18,164
2019-07-19,165
2019-07-20,172
2019-07-21,171
2019-07-22,166
2019-07-23,164
2019-07-24,158
2019-07-25,156
2019-07-26,160
2019-07-27,160
2019-07-28,168
2019-07-29,174
2019-07-30,179
2019-07-31,175
2019-08-01,178
2019-08-02,180
2019-08-03,182
2019-08-04,186
2019-08-05,189
2019-08-06,192
2019-08-07,186
2019-08-08,179
2019-08-09,179
2019-08-10,183
2019-08-11,177
2019-08-12,173
2019-08-13,171
2019-08-14,170
2019-08-15,172
2019-08-16,170
2019-08-17,161
2019-08-18,152
2019-08-19,147
2019-08-20,146
2019-08-21,148
2019-08-22,148
2019-08-23,149
2019-08-24,152
2019-08-24,152
2019-08-25,154
2019-08-25,154
2019-08-26,160
2019-08-26,160
2019-08-27,166
2019-08-27,166
2019-08-28,167
2019-08-29,171
2019-08-30,169
2019-08-31,172
2019-09-01,176
2019-09-02,180
2019-09-03,187
2019-09-04,191
2019-09-05,185
2019-09-06,184
2019-09-07,189
2019-09-08,185
