date_obj,Fremennik%20beige%20shirt price
2016-04-26,1930
2016-04-27,1930
2016-04-28,1930
2016-04-29,1930
2016-04-30,1930
2016-05-01,1930
2016-05-02,1930
2016-05-03,1930
2016-05-04,1930
2016-05-05,1930
2016-05-06,1930
2016-05-07,1930
2016-05-08,1930
2016-05-09,1930
2016-05-10,1930
2016-05-11,1930
2016-05-12,1930
2016-05-13,1874
2016-05-14,1874
2016-05-15,1874
2016-05-16,1874
2016-05-17,1874
2016-05-18,1874
2016-05-19,1874
2016-05-22,1874
2016-05-23,1874
2016-05-24,1874
2016-05-25,1874
2016-05-26,1874
2016-05-27,1874
2016-05-28,1874
2016-05-29,1874
2016-05-30,1874
2016-05-31,1874
2016-06-01,1874
2016-06-02,1874
2016-06-03,1874
2016-06-04,1874
2016-06-05,1874
2016-06-06,1874
2016-06-07,1874
2016-06-08,1874
2016-06-09,1874
2016-06-10,1874
2016-06-11,1874
2016-06-12,1874
2016-06-13,1874
2016-06-14,1874
2016-06-15,1874
2016-06-16,1885
2016-06-17,1885
2016-06-18,1885
2016-06-19,1885
2016-06-20,1885
2016-06-21,1885
2016-06-22,1885
2016-06-23,1885
2016-06-24,1885
2016-06-25,1885
2016-06-26,1885
2016-06-27,1885
2016-06-28,1885
2016-06-29,1885
2016-06-30,1885
2016-07-01,1885
2016-07-02,1885
2016-07-03,1885
2016-07-04,1885
2016-07-05,1885
2016-07-06,1885
2016-07-07,1885
2016-07-08,1885
2016-07-09,1885
2016-07-10,1885
2016-07-11,1885
2016-07-12,1885
2016-07-13,1885
2016-07-14,1885
2016-07-15,1885
2016-07-16,1885
2016-07-17,1885
2016-07-18,1885
2016-07-23,1841
2016-07-24,1841
2016-07-25,1841
2016-07-26,1841
2016-07-27,1841
2016-07-28,1841
2016-07-29,1841
2016-07-30,1841
2016-07-31,1841
2016-08-01,1841
2016-08-02,1841
2016-08-03,1841
2016-08-04,1841
2016-08-05,1841
2016-08-06,1841
2016-08-07,1841
2016-08-08,1841
2016-08-09,1841
2016-08-10,1841
2016-08-11,1841
2016-08-12,1841
2016-08-13,1841
2016-08-14,1841
2016-08-15,1841
2016-08-16,1841
2016-08-17,1841
2016-08-18,1841
2016-08-19,1841
2016-08-20,1841
2016-08-21,1841
2016-08-22,1841
2016-08-23,1841
2016-08-24,1841
2016-08-25,1841
2016-08-26,1841
2016-08-28,1841
2016-08-31,1841
2016-09-01,1841
2016-09-02,1841
2016-09-03,1841
2016-09-04,1841
2016-09-05,1841
2016-09-06,1841
2016-09-07,1841
2016-09-08,1818
2016-09-09,1818
2016-09-10,1818
2016-09-11,1818
2016-09-12,1818
2016-09-13,1818
2016-09-14,1818
2016-09-15,1818
2016-09-16,1818
2016-09-17,1818
2016-09-18,1818
2016-09-19,1818
2016-09-20,1818
2016-09-21,1818
2016-09-22,1818
2016-09-23,1818
2016-09-24,1818
2016-09-25,1818
2016-09-26,1818
2016-09-27,1818
2016-09-28,1818
2016-09-29,1818
2016-09-30,1818
2016-10-01,1818
2016-10-02,1818
2016-10-03,1818
2016-10-04,1818
2016-10-05,1818
2016-10-06,1818
2016-10-07,1818
2016-10-08,1818
2016-10-09,1818
2016-10-10,1818
2016-10-11,1818
2016-10-12,1818
2016-10-13,1818
2016-10-14,1818
2016-10-15,1818
2016-10-16,1818
2016-10-17,1818
2016-10-18,1818
2016-10-19,1818
2016-10-20,1818
2016-10-21,1818
2016-10-22,1818
2016-10-23,1818
2016-10-24,1818
2016-10-25,1818
2016-10-26,1818
2016-10-27,1818
2016-10-28,1818
2016-10-29,1783
2016-10-30,1783
2016-10-31,1783
2016-11-01,1783
2016-11-02,1783
2016-11-03,1783
2016-11-04,1783
2016-11-05,1783
2016-11-06,1783
2016-11-07,1783
2016-11-08,1783
2016-11-09,1783
2016-11-10,1783
2016-11-11,1783
2016-11-12,1783
2016-11-13,1783
2016-11-14,1783
2016-11-15,1783
2016-12-07,1783
2016-12-08,1783
2016-12-09,1783
2016-12-10,1783
2016-12-11,1783
2016-12-12,1783
2016-12-13,1783
2016-12-14,1783
2016-12-15,1783
2016-12-16,1783
2016-12-17,1783
2016-12-18,1783
2016-12-19,1783
2016-12-20,1763
2016-12-21,1763
2016-12-22,1763
2016-12-23,1763
2016-12-24,1763
2016-12-25,1763
2016-12-26,1763
2016-12-27,1763
2016-12-28,1763
2016-12-29,1763
2016-12-30,1763
2016-12-31,1763
2017-01-01,1763
2017-01-02,1763
2017-01-03,1763
2017-01-04,1763
2017-01-05,1763
2017-01-06,1763
2017-01-07,1763
2017-01-08,1763
2017-01-09,1763
2017-01-10,1763
2017-01-11,1763
2017-01-12,1763
2017-01-13,1763
2017-01-14,1763
2017-01-15,1763
2017-01-16,1763
2017-01-17,1763
2017-01-18,1763
2017-01-19,1763
2017-01-20,1763
2017-01-21,1763
2017-01-22,1763
2017-01-23,1763
2017-01-27,1763
2017-01-28,1763
2017-01-29,1686
2017-01-30,1686
2017-01-31,1686
2017-02-01,1686
2017-02-02,1686
2017-02-03,1686
2017-02-04,1686
2017-02-05,1686
2017-02-06,1686
2017-02-07,1686
2017-02-08,1686
2017-02-09,1686
2017-02-10,1686
2017-02-11,1686
2017-02-12,1686
2017-02-13,1686
2017-02-14,1686
2017-02-15,1686
2017-02-16,1686
2017-02-18,1686
2017-02-19,1686
2017-02-20,1686
2017-02-21,1686
2017-02-22,1686
2017-02-23,1686
2017-02-24,1686
2017-02-25,1686
2017-02-26,1686
2017-02-27,1686
2017-02-28,1686
2017-03-01,1686
2017-03-02,1686
2017-03-03,1686
2017-03-04,1686
2017-03-05,1686
2017-03-06,1686
2017-03-07,1686
2017-03-08,1686
2017-03-09,1686
2017-03-10,1653
2017-03-11,1653
2017-03-12,1653
2017-03-13,1653
2017-03-14,1653
2017-03-15,1653
2017-03-16,1653
2017-03-17,1653
2017-03-18,1653
2017-03-19,1653
2017-03-20,1653
2017-03-21,1653
2017-03-22,1653
2017-03-23,1653
2017-03-24,1653
2017-03-25,1653
2017-03-26,1653
2017-03-27,1653
2017-03-28,1653
2017-03-29,1653
2017-03-30,1653
2017-03-31,1653
2017-04-01,1653
2017-04-02,1653
2017-04-03,1653
2017-04-04,1653
2017-04-12,1671
2017-04-13,1671
2017-04-14,1671
2017-04-15,1671
2017-04-16,1671
2017-04-17,1671
2017-04-18,1671
2017-04-19,1671
2017-04-20,1671
2017-04-21,1671
2017-04-22,1671
2017-04-23,1671
2017-04-24,1671
2017-04-25,1671
2017-04-26,1671
2017-04-27,1671
2017-04-28,1671
2017-04-29,1671
2017-04-30,1671
2017-05-01,1671
2017-05-02,1671
2017-05-03,1671
2017-05-04,1671
2017-05-05,1671
2017-05-06,1671
2017-05-07,1671
2017-05-08,1671
2017-05-09,1671
2017-05-10,1671
2017-05-11,1671
2017-05-12,1671
2017-05-13,1631
2017-05-14,1631
2017-05-15,1631
2017-05-16,1631
2017-05-17,1631
2017-05-18,1631
2017-05-19,1631
2017-05-20,1631
2017-05-21,1631
2017-05-22,1631
2017-05-23,1631
2017-05-24,1631
2017-05-25,1631
2017-05-26,1631
2017-05-27,1631
2017-05-28,1631
2017-05-29,1631
2017-05-30,1631
2017-05-31,1631
2017-06-01,1631
2017-06-02,1631
2017-06-03,1631
2017-06-04,1631
2017-06-05,1631
2017-06-06,1631
2017-06-07,1631
2017-06-08,1631
2017-06-09,1631
2017-06-10,1631
2017-06-11,1631
2017-06-12,1631
2017-06-13,1631
2017-06-14,1631
2017-06-15,1631
2017-06-16,1598
2017-06-17,1598
2017-06-18,1598
2017-06-19,1598
2017-06-20,1598
2017-06-21,1598
2017-06-22,1598
2017-06-23,1598
2017-06-24,1598
2017-06-25,1598
2017-06-26,1598
2017-06-27,1598
2017-06-28,1598
2017-06-29,1598
2017-06-30,1598
2017-07-01,1598
2017-07-02,1598
2017-07-03,1598
2017-07-04,1598
2017-07-05,1598
2017-07-06,1598
2017-07-07,1598
2017-07-08,1598
2017-07-13,1598
2017-07-14,1598
2017-07-15,1598
2017-07-16,1598
2017-07-17,1598
2017-07-18,1598
2017-07-19,1598
2017-07-20,1598
2017-07-21,1598
2017-07-22,1598
2017-07-23,1592
2017-07-24,1592
2017-07-25,1592
2017-07-26,1592
2017-07-27,1592
2017-07-28,1592
2017-07-29,1592
2017-07-30,1592
2017-07-31,1592
2017-08-01,1592
2017-08-02,1592
2017-08-03,1592
2017-08-04,1592
2017-08-05,1592
2017-08-06,1592
2017-08-09,1592
2017-08-10,1592
2017-08-11,1592
2017-08-12,1592
2017-08-13,1592
2017-08-14,1592
2017-08-15,1592
2017-08-16,1592
2017-08-17,1592
2017-08-18,1592
2017-08-19,1592
2017-08-20,1592
2017-08-21,1592
2017-08-22,1592
2017-08-23,1592
2017-08-24,1592
2017-08-25,1592
2017-08-26,1592
2017-08-27,1592
2017-08-28,1592
2017-08-29,1592
2017-08-30,1592
2017-08-31,1592
2017-09-01,1592
2017-09-02,1592
2017-09-03,1592
2017-09-04,1592
2017-09-05,1592
2017-09-06,1592
2017-09-07,1592
2017-09-08,1592
2017-09-09,1592
2017-09-10,1592
2017-09-11,1592
2017-09-12,1592
2017-09-13,1592
2017-09-14,1592
2017-09-15,1592
2017-09-16,1592
2017-09-17,1592
2017-09-18,1592
2017-09-19,1592
2017-09-20,1592
2017-09-21,1592
2017-09-22,1592
2017-09-23,1592
2017-09-24,1592
2017-09-25,1592
2017-09-26,1592
2017-09-27,1592
2017-09-28,1592
2017-09-29,1592
2017-09-30,1592
2017-10-01,1592
2017-10-02,1592
2017-10-03,1592
2017-10-04,1592
2017-10-05,1592
2017-10-06,1592
2017-10-07,1592
2017-10-08,1592
2017-10-09,1592
2017-10-10,1592
2017-10-11,1592
2017-10-12,1583
2017-10-13,1583
2017-10-14,1583
2017-10-15,1583
2017-10-16,1583
2017-10-17,1583
2017-10-18,1583
2017-10-19,1583
2017-10-20,1583
2017-10-21,1583
2017-10-22,1583
2017-10-23,1583
2017-10-24,1583
2017-10-25,1583
2017-10-26,1583
2017-10-27,1583
2017-10-28,1583
2017-10-29,1583
2017-10-30,1583
2017-10-31,1583
2017-11-01,1583
2017-11-02,1583
2017-11-03,1583
2017-11-04,1583
2017-11-05,1583
2017-11-06,1583
2017-11-07,1583
2017-11-08,1583
2017-11-09,1583
2017-11-10,1583
2017-11-11,1583
2017-11-12,1583
2017-11-13,1583
2017-11-14,1583
2017-11-15,1583
2017-11-16,1583
2017-11-17,1583
2017-11-18,1583
2017-11-19,1574
2017-11-20,1574
2017-11-21,1574
2017-11-22,1574
2017-11-23,1574
2017-11-24,1574
2017-11-25,1574
2017-11-26,1574
2017-11-27,1574
2017-11-28,1574
2017-11-29,1574
2017-11-30,1574
2017-12-01,1574
2017-12-02,1574
2017-12-03,1574
2017-12-04,1574
2017-12-05,1574
2017-12-06,1574
2017-12-07,1574
2017-12-08,1574
2017-12-09,1574
2017-12-10,1574
2017-12-11,1574
2017-12-12,1574
2017-12-13,1574
2017-12-14,1574
2017-12-15,1574
2017-12-16,1574
2017-12-17,1574
2017-12-18,1574
2017-12-19,1574
2017-12-20,1574
2017-12-21,1574
2017-12-22,1574
2017-12-23,1574
2017-12-24,1574
2017-12-25,1574
2017-12-26,1574
2017-12-27,1574
2017-12-28,1574
2017-12-29,1574
2017-12-30,1574
2017-12-31,1574
2018-01-01,1574
2018-01-02,1509
2018-01-03,1509
2018-01-04,1509
2018-01-05,1509
2018-01-06,1509
2018-01-07,1509
2018-01-08,1509
2018-01-09,1509
2018-01-10,1509
2018-01-11,1509
2018-01-12,1509
2018-01-13,1509
2018-01-14,1509
2018-01-15,1509
2018-01-16,1509
2018-01-17,1509
2018-01-18,1509
2018-01-19,1509
2018-01-20,1509
2018-01-21,1509
2018-01-22,1509
2018-01-23,1509
2018-01-24,1528
2018-01-25,1528
2018-01-26,1528
2018-01-27,1528
2018-01-28,1528
2018-01-29,1528
2018-01-30,1528
2018-01-31,1528
2018-02-01,1528
2018-02-02,1528
2018-02-03,1528
2018-02-04,1528
2018-02-05,1528
2018-02-06,1528
2018-02-07,1528
2018-02-08,1528
2018-02-09,1528
2018-02-10,1528
2018-02-11,1477
2018-02-12,1477
2018-02-13,1477
2018-02-14,1477
2018-02-15,1477
2018-02-16,1477
2018-02-17,1477
2018-02-18,1477
2018-02-19,1477
2018-02-20,1477
2018-02-21,1477
2018-02-22,1477
2018-02-23,1477
2018-02-24,1477
2018-02-25,1477
2018-02-26,1477
2018-02-27,1477
2018-02-28,1435
2018-03-01,1435
2018-03-02,1435
2018-03-03,1435
2018-03-04,1435
2018-03-05,1435
2018-03-06,1435
2018-03-07,1435
2018-03-08,1435
2018-03-09,1435
2018-03-10,1435
2018-03-11,1435
2018-03-12,1435
2018-03-13,1435
2018-03-14,1435
2018-03-15,1435
2018-03-16,1435
2018-03-17,1435
2018-03-18,1435
2018-03-20,1435
2018-03-21,1448
2018-03-23,1448
2018-03-24,1448
2018-03-25,1448
2018-03-26,1448
2018-03-27,1448
2018-03-28,1448
2018-03-29,1448
2018-03-30,1448
2018-03-31,1448
2018-04-01,1448
2018-04-02,1448
2018-04-03,1448
2018-04-04,1448
2018-04-05,1448
2018-04-06,1448
2018-04-07,1448
2018-04-08,1448
2018-04-09,1448
2018-04-10,1448
2018-04-11,1448
2018-04-12,1464
2018-04-13,1464
2018-04-14,1464
2018-04-15,1464
2018-04-16,1464
2018-04-17,1464
2018-04-18,1464
2018-04-19,1464
2018-04-20,1464
2018-04-21,1464
2018-04-22,1464
2018-04-23,1464
2018-04-24,1464
2018-04-25,1464
2018-04-26,1464
2018-04-27,1464
2018-04-28,1464
2018-04-29,1464
2018-04-30,1464
2018-05-01,1402
2018-05-02,1402
2018-05-03,1402
2018-05-04,1402
2018-05-05,1402
2018-05-06,1402
2018-05-07,1402
2018-05-08,1402
2018-05-09,1402
2018-05-10,1402
2018-05-11,1402
2018-05-12,1402
2018-05-13,1402
2018-05-14,1402
2018-05-15,1402
2018-05-16,1402
2018-05-17,1402
2018-05-18,1402
2018-05-19,1402
2018-05-20,1402
2018-05-21,1402
2018-05-22,1402
2018-05-23,1348
2018-05-24,1348
2018-05-25,1348
2018-05-26,1348
2018-05-27,1348
2018-05-28,1348
2018-05-29,1348
2018-05-30,1348
2018-05-31,1348
2018-06-01,1348
2018-06-02,1348
2018-06-03,1348
2018-06-04,1348
2018-06-05,1348
2018-06-06,1348
2018-06-07,1348
2018-06-08,1348
2018-06-09,1323
2018-06-10,1323
2018-06-11,1323
2018-06-12,1323
2018-06-13,1323
2018-06-14,1323
2018-06-15,1323
2018-06-16,1323
2018-06-17,1323
2018-06-18,1323
2018-06-19,1323
2018-06-20,1323
2018-06-21,1323
2018-06-22,1323
2018-06-23,1323
2018-06-24,1323
2018-06-25,1323
2018-06-26,1275
2018-06-27,1275
2018-06-28,1275
2018-06-29,1275
2018-06-30,1275
2018-07-01,1275
2018-07-02,1275
2018-07-03,1275
2018-07-04,1275
2018-07-05,1275
2018-07-06,1275
2018-07-07,1275
2018-07-08,1275
2018-07-09,1275
2018-07-10,1275
2018-07-11,1275
2018-07-12,1275
2018-07-13,1275
2018-07-14,1275
2018-07-15,1275
2018-07-16,1275
2018-07-17,1275
2018-07-18,1275
2018-07-19,1275
2018-07-20,1275
2018-07-21,1275
2018-07-22,1275
2018-07-23,1275
2018-07-24,1275
2018-07-25,1275
2018-07-26,1275
2018-07-27,1275
2018-07-28,1275
2018-07-29,1251
2018-07-30,1251
2018-07-31,1251
2018-08-01,1251
2018-08-02,1251
2018-08-03,1251
2018-08-04,1251
2018-08-05,1251
2018-08-06,1251
2018-08-07,1251
2018-08-08,1251
2018-08-09,1251
2018-08-10,1251
2018-08-11,1251
2018-08-12,1251
2018-08-14,1223
2018-08-16,1223
2018-08-17,1223
2018-08-18,1223
2018-08-19,1223
2018-08-20,1223
2018-08-21,1223
2018-08-22,1223
2018-08-23,1223
2018-08-24,1223
2018-08-25,1223
2018-08-26,1223
2018-08-27,1223
2018-08-28,1223
2018-08-29,1223
2018-08-30,1223
2018-08-31,1211
2018-09-01,1211
2018-09-02,1211
2018-09-03,1211
2018-09-04,1211
2018-09-05,1211
2018-09-06,1211
2018-09-07,1211
2018-09-08,1211
2018-09-09,1211
2018-09-10,1211
2018-09-11,1211
2018-09-12,1211
2018-09-13,1211
2018-09-14,1222
2018-09-15,1222
2018-09-16,1222
2018-09-17,1222
2018-09-18,1222
2018-09-19,1222
2018-09-20,1222
2018-09-21,1222
2018-09-22,1222
2018-09-23,1222
2018-09-24,1222
2018-09-25,1222
2018-09-26,1222
2018-09-27,1222
2018-09-28,1222
2018-09-29,1222
2018-09-30,1222
2018-10-01,1208
2018-10-02,1208
2018-10-03,1208
2018-10-04,1208
2018-10-05,1208
2018-10-06,1208
2018-10-07,1208
2018-10-08,1208
2018-10-09,1208
2018-10-10,1208
2018-10-11,1208
2018-10-12,1208
2018-10-13,1208
2018-10-14,1208
2018-10-15,1208
2018-10-16,1208
2018-10-17,1208
2018-10-18,1175
2018-10-19,1175
2018-10-20,1175
2018-10-21,1175
2018-10-22,1175
2018-10-23,1175
2018-10-24,1175
2018-10-25,1175
2018-10-26,1175
2018-10-27,1175
2018-10-28,1175
2018-10-29,1175
2018-10-30,1175
2018-10-31,1175
2018-11-01,1175
2018-11-03,1175
2018-11-04,1159
2018-11-05,1159
2018-11-06,1159
2018-11-07,1159
2018-11-08,1159
2018-11-09,1159
2018-11-10,1159
2018-11-11,1159
2018-11-12,1159
2018-11-13,1159
2018-11-14,1159
2018-11-15,1159
2018-11-16,1142
2018-11-17,1142
2018-11-18,1142
2018-11-19,1142
2018-11-20,1142
2018-11-21,1142
2018-11-22,1142
2018-11-23,1142
2018-11-24,1142
2018-11-25,1142
2018-11-26,1142
2018-11-27,1126
2018-11-28,1126
2018-11-29,1126
2018-12-01,1126
2018-12-03,1126
2018-12-05,1126
2018-12-07,1126
2018-12-09,1130
2018-12-10,1130
2018-12-11,1130
2018-12-12,1130
2018-12-13,1130
2018-12-14,1130
2018-12-15,1130
2018-12-16,1130
2018-12-17,1130
2018-12-18,1130
2018-12-19,1130
2018-12-20,1125
2018-12-21,1125
2018-12-22,1125
2018-12-23,1125
2018-12-24,1125
2018-12-25,1125
2018-12-26,1125
2018-12-27,1125
2018-12-28,1125
2018-12-29,1125
2018-12-30,1125
2018-12-31,1071
2019-01-01,1071
2019-01-02,1071
2019-01-03,1071
2019-01-04,1071
2019-01-05,1071
2019-01-06,1071
2019-01-08,1071
2019-01-10,1030
2019-01-11,1030
2019-01-12,1030
2019-01-13,1030
2019-01-14,1030
2019-01-15,1030
2019-01-16,1030
2019-01-17,1030
2019-01-18,1030
2019-01-19,983
2019-01-20,983
2019-01-21,983
2019-01-22,983
2019-01-23,983
2019-01-24,983
2019-01-25,983
2019-01-26,983
2019-01-27,983
2019-01-28,983
2019-01-29,983
2019-01-30,935
2019-01-31,935
2019-02-01,935
2019-02-02,935
2019-02-03,935
2019-02-04,935
2019-02-05,935
2019-02-06,935
2019-02-07,935
2019-02-08,935
2019-02-09,935
2019-02-10,935
2019-02-11,935
2019-02-12,891
2019-02-13,891
2019-02-14,891
2019-02-15,891
2019-02-16,891
2019-02-17,891
2019-02-18,891
2019-02-19,891
2019-02-20,891
2019-02-21,876
2019-02-22,876
2019-02-23,876
2019-02-24,876
2019-02-25,876
2019-02-26,876
2019-02-27,876
2019-02-28,876
2019-03-01,876
2019-03-02,876
2019-03-03,876
2019-03-04,876
2019-03-05,876
2019-03-06,876
2019-03-07,876
2019-03-08,876
2019-03-09,876
2019-03-10,876
2019-03-11,869
2019-03-12,869
2019-03-13,869
2019-03-14,869
2019-03-15,869
2019-03-16,869
2019-03-17,869
2019-03-18,869
2019-03-19,869
2019-03-20,869
2019-03-21,869
2019-03-22,869
2019-03-23,871
2019-03-24,871
2019-03-25,871
