date_obj,Steel%20set%20(sk) price
2016-03-05,4183
2016-03-06,4183
2016-03-07,4183
2016-03-08,4183
2016-03-09,3983
2016-03-10,3983
2016-03-11,3983
2016-03-12,3983
2016-03-13,3983
2016-03-14,3983
2016-03-15,3983
2016-03-16,3983
2016-03-17,3983
2016-03-18,3880
2016-03-19,3880
2016-03-20,3880
2016-03-21,3880
2016-03-22,3880
2016-03-23,3880
2016-03-24,3880
2016-03-25,3880
2016-03-26,3867
2016-03-27,3867
2016-03-28,3867
2016-03-29,3867
2016-03-30,3867
2016-03-31,3867
2016-04-01,3867
2016-04-02,3867
2016-04-03,3774
2016-04-04,3774
2016-04-05,3774
2016-04-06,3774
2016-04-07,3774
2016-04-08,3774
2016-04-09,3774
2016-04-10,3666
2016-04-11,3666
2016-04-12,3666
2016-04-13,3666
2016-04-14,3666
2016-04-15,3666
2016-04-16,3666
2016-04-17,3666
2016-04-18,3787
2016-04-19,3787
2016-04-20,3787
2016-04-21,3787
2016-04-22,3787
2016-04-23,3787
2016-04-24,3787
2016-04-25,3787
2016-04-26,3787
2016-04-27,3719
2016-04-28,3719
2016-04-29,3719
2016-04-30,3719
2016-05-01,3719
2016-05-02,3719
2016-05-03,3719
2016-05-04,3719
2016-05-05,3613
2016-05-06,3613
2016-05-07,3613
2016-05-08,3613
2016-05-09,3613
2016-05-10,3613
2016-05-11,3613
2016-05-12,3613
2016-05-13,3613
2016-05-14,3488
2016-05-15,3488
2016-05-16,3488
2016-05-17,3488
2016-05-18,3488
2016-05-19,3488
2016-05-22,3419
2016-05-23,3419
2016-05-24,3419
2016-05-25,3419
2016-05-26,3419
2016-05-27,3291
2016-05-28,3291
2016-05-29,3291
2016-05-30,3291
2016-05-31,3291
2016-06-01,3291
2016-06-02,3147
2016-06-03,3147
2016-06-04,3147
2016-06-05,3147
2016-06-06,3147
2016-06-07,3147
2016-06-08,3057
2016-06-09,3057
2016-06-10,3057
2016-06-11,3057
2016-06-12,3057
2016-06-13,3057
2016-06-14,3029
2016-06-15,3029
2016-06-16,3029
2016-06-17,3029
2016-06-18,3029
2016-06-19,3029
2016-06-20,3070
2016-06-21,3070
2016-06-22,3070
2016-06-23,3070
2016-06-24,3070
2016-06-25,3070
2016-06-26,3070
2016-06-27,3042
2016-06-28,3042
2016-06-29,3042
2016-06-30,3042
2016-07-01,3042
2016-07-02,3042
2016-07-03,3042
2016-07-04,3033
2016-07-05,3033
2016-07-06,3033
2016-07-07,3033
2016-07-08,3033
2016-07-09,3033
2016-07-10,3033
2016-07-11,3037
2016-07-12,3037
2016-07-13,3037
2016-07-14,3037
2016-07-15,3037
2016-07-16,3037
2016-07-17,3037
2016-07-18,2960
2016-07-24,2960
2016-07-25,2960
2016-07-26,2872
2016-07-27,2872
2016-07-28,2872
2016-07-29,2872
2016-07-30,2872
2016-07-31,2872
2016-08-01,2872
2016-08-02,2872
2016-08-03,2872
2016-08-04,2894
2016-08-05,2894
2016-08-06,2894
2016-08-07,2894
2016-08-08,2894
2016-08-09,2894
2016-08-10,2894
2016-08-11,2894
2016-08-12,2894
2016-08-13,2824
2016-08-14,2824
2016-08-15,2824
2016-08-16,2824
2016-08-17,2824
2016-08-18,2824
2016-08-19,2824
2016-08-20,2824
2016-08-21,2824
2016-08-22,2824
2016-08-23,2780
2016-08-24,2780
2016-08-25,2780
2016-08-26,2780
2016-08-28,2780
2016-08-31,2780
2016-09-01,2780
2016-09-02,2780
2016-09-03,2761
2016-09-04,2761
2016-09-05,2761
2016-09-06,2761
2016-09-07,2761
2016-09-08,2761
2016-09-09,2761
2016-09-10,2761
2016-09-11,2761
2016-09-12,2761
2016-09-13,2761
2016-09-14,2761
2016-09-15,2817
2016-09-16,2817
2016-09-17,2817
2016-09-18,2817
2016-09-19,2817
2016-09-20,2817
2016-09-21,2817
2016-09-22,2817
2016-09-23,2817
2016-09-24,2817
2016-09-25,2817
2016-09-26,2817
2016-09-27,2894
2016-09-28,2894
2016-09-29,2894
2016-09-30,2894
2016-10-01,2894
2016-10-02,2894
2016-10-03,2894
2016-10-04,2894
2016-10-05,2894
2016-10-06,2894
2016-10-07,2948
2016-10-08,2948
2016-10-09,2948
2016-10-10,2948
2016-10-11,2948
2016-10-12,2948
2016-10-13,2948
2016-10-14,2948
2016-10-15,3062
2016-10-16,3062
2016-10-17,3062
2016-10-18,3062
2016-10-19,3062
2016-10-20,3062
2016-10-21,3062
2016-10-22,3062
2016-10-23,3062
2016-10-24,3141
2016-10-25,3141
2016-10-26,3141
2016-10-27,3141
2016-10-28,3141
2016-10-29,3141
2016-10-30,3141
2016-10-31,3141
2016-11-01,3141
2016-11-02,3141
2016-11-03,3141
2016-11-04,3215
2016-11-05,3215
2016-11-06,3215
2016-11-07,3215
2016-11-08,3215
2016-11-09,3215
2016-11-10,3215
2016-11-11,3215
2016-11-12,3215
2016-11-13,3215
2016-11-14,3303
2016-12-08,3279
2016-12-09,3279
2016-12-10,3279
2016-12-11,3279
2016-12-12,3279
2016-12-13,3279
2016-12-14,3279
2016-12-15,3279
2016-12-16,3255
2016-12-17,3255
2016-12-18,3255
2016-12-19,3255
2016-12-20,3255
2016-12-21,3255
2016-12-22,3255
2016-12-23,3135
2016-12-24,3135
2016-12-25,3135
2016-12-26,3135
2016-12-27,3135
2016-12-28,3135
2016-12-29,3135
2016-12-30,3132
2016-12-31,3132
2017-01-01,3132
2017-01-02,3132
2017-01-03,3132
2017-01-04,3132
2017-01-05,3132
2017-01-06,3132
2017-01-07,3120
2017-01-08,3120
2017-01-09,3120
2017-01-10,3120
2017-01-11,3120
2017-01-12,3120
2017-01-13,3120
2017-01-14,3120
2017-01-15,3061
2017-01-16,3061
2017-01-17,3061
2017-01-18,3061
2017-01-19,3061
2017-01-20,3061
2017-01-21,3061
2017-01-22,2956
2017-01-27,2956
2017-01-28,2956
2017-01-29,2836
2017-01-30,2836
2017-01-31,2836
2017-02-01,2836
2017-02-02,2836
2017-02-03,2836
2017-02-04,2836
2017-02-05,2836
2017-02-06,2858
2017-02-07,2858
2017-02-08,2858
2017-02-09,2858
2017-02-10,2858
2017-02-11,2858
2017-02-12,2858
2017-02-13,2858
2017-02-14,2838
2017-02-15,2838
2017-02-16,2838
2017-02-18,2838
2017-02-19,2838
2017-02-20,2838
2017-02-21,2838
2017-02-22,2838
2017-02-23,2855
2017-02-24,2855
2017-02-25,2855
2017-02-26,2855
2017-02-27,2855
2017-02-28,2855
2017-03-01,2855
2017-03-02,2855
2017-03-03,2821
2017-03-04,2821
2017-03-05,2821
2017-03-06,2821
2017-03-07,2821
2017-03-08,2821
2017-03-09,2821
2017-03-10,2821
2017-03-11,2812
2017-03-12,2812
2017-03-13,2812
2017-03-14,2812
2017-03-15,2812
2017-03-16,2812
2017-03-17,2812
2017-03-18,2812
2017-03-19,2894
2017-03-20,2894
2017-03-21,2894
2017-03-22,2894
2017-03-23,2894
2017-03-24,2894
2017-03-25,2894
2017-03-26,2852
2017-03-27,2852
2017-03-28,2852
2017-03-29,2852
2017-03-30,2852
2017-03-31,2852
2017-04-01,2852
2017-04-02,2852
2017-04-03,2895
2017-04-04,2895
2017-04-12,2942
2017-04-13,2942
2017-04-14,2942
2017-04-15,2942
2017-04-16,2942
2017-04-17,2942
2017-04-18,3021
2017-04-19,3021
2017-04-20,3021
2017-04-21,3021
2017-04-22,3021
2017-04-23,3021
2017-04-24,3021
2017-04-25,3021
2017-04-26,3046
2017-04-27,3046
2017-04-28,3046
2017-04-29,3046
2017-04-30,3046
2017-05-01,3046
2017-05-02,3046
2017-05-03,3046
2017-05-04,3086
2017-05-05,3086
2017-05-06,3086
2017-05-07,3086
2017-05-08,3086
2017-05-09,3086
2017-05-10,3086
2017-05-11,3086
2017-05-12,3096
2017-05-13,3096
2017-05-14,3096
2017-05-15,3096
2017-05-16,3096
2017-05-17,3096
2017-05-18,3096
2017-05-19,3096
2017-05-20,2989
2017-05-21,2989
2017-05-22,2989
2017-05-23,2989
2017-05-24,2989
2017-05-25,2989
2017-05-26,2989
2017-05-27,2989
2017-05-28,3045
2017-05-29,3045
2017-05-30,3045
2017-05-31,3045
2017-06-01,3045
2017-06-02,3045
2017-06-03,3045
2017-06-06,3101
2017-06-07,3101
2017-06-08,3101
2017-06-09,3101
2017-06-10,3101
2017-06-11,3139
2017-06-12,3139
2017-06-13,3139
2017-06-14,3139
2017-06-15,3139
2017-06-16,3139
2017-06-17,3139
2017-06-18,3139
2017-06-19,3139
2017-06-20,3068
2017-06-21,3068
2017-06-22,3068
2017-06-23,3068
2017-06-24,3068
2017-06-25,3068
2017-06-26,3068
2017-06-27,3068
2017-06-28,3068
2017-06-29,3147
2017-06-30,3147
2017-07-01,3147
2017-07-02,3147
2017-07-03,3147
2017-07-04,3147
2017-07-05,3147
2017-07-06,3147
2017-07-07,3147
2017-07-08,3147
2017-07-13,3185
2017-07-14,3185
2017-07-15,3185
2017-07-16,3185
2017-07-17,3185
2017-07-18,3249
2017-07-19,3249
2017-07-20,3249
2017-07-21,3249
2017-07-22,3249
2017-07-23,3249
2017-07-24,3263
2017-07-25,3263
2017-07-26,3263
2017-07-27,3263
2017-07-28,3263
2017-07-29,3263
2017-07-30,3191
2017-07-31,3191
2017-08-01,3191
2017-08-02,3191
2017-08-03,3191
2017-08-04,3191
2017-08-05,3191
2017-08-06,3274
2017-08-09,3274
2017-08-10,3274
2017-08-11,3274
2017-08-12,3274
2017-08-13,3274
2017-08-14,3254
2017-08-15,3254
2017-08-17,3254
2017-08-18,3254
2017-08-19,3254
2017-08-20,3254
2017-08-21,3254
2017-08-22,3226
2017-08-23,3226
2017-08-24,3226
2017-08-25,3226
2017-08-26,3226
2017-08-27,3226
2017-08-28,3226
2017-08-29,3226
2017-08-30,3226
2017-08-31,3226
2017-09-01,3295
2017-09-02,3295
2017-09-03,3295
2017-09-04,3295
2017-09-05,3295
2017-09-06,3295
2017-09-07,3295
2017-09-08,3303
2017-09-09,3303
2017-09-10,3303
2017-09-11,3303
2017-09-12,3303
2017-09-13,3303
2017-09-14,3303
2017-09-15,3303
2017-09-16,3346
2017-09-17,3346
2017-09-19,3346
2017-09-20,3346
2017-09-21,3346
2017-09-22,3346
2017-09-23,3433
2017-09-24,3433
2017-09-25,3433
2017-09-26,3433
2017-09-27,3433
2017-09-28,3433
2017-09-29,3433
2017-09-30,3433
2017-10-01,3458
2017-10-02,3458
2017-10-03,3458
2017-10-04,3458
2017-10-05,3458
2017-10-06,3458
2017-10-07,3458
2017-10-08,3458
2017-10-09,3506
2017-10-10,3506
2017-10-11,3506
2017-10-12,3506
2017-10-13,3506
2017-10-14,3506
2017-10-15,3506
2017-10-16,3506
2017-10-17,3506
2017-10-18,3487
2017-10-19,3487
2017-10-20,3487
2017-10-21,3487
2017-10-22,3487
2017-10-23,3487
2017-10-24,3487
2017-10-25,3487
2017-10-26,3487
2017-10-27,3432
2017-10-28,3432
2017-10-29,3432
2017-10-30,3432
2017-10-31,3432
2017-11-01,3432
2017-11-02,3432
2017-11-03,3432
2017-11-04,3432
2017-11-05,3473
2017-11-06,3473
2017-11-07,3473
2017-11-08,3473
2017-11-09,3473
2017-11-10,3473
2017-11-11,3473
2017-11-12,3473
2017-11-13,3473
2017-11-14,3473
2017-11-15,3477
2017-11-16,3477
2017-11-17,3477
2017-11-18,3477
2017-11-19,3477
2017-11-20,3477
2017-11-21,3477
2017-11-22,3477
2017-11-23,3477
2017-11-24,3477
2017-11-25,3504
2017-11-26,3504
2017-11-27,3504
2017-11-28,3504
2017-11-29,3504
2017-11-30,3504
2017-12-01,3504
2017-12-02,3504
2017-12-03,3504
2017-12-04,3504
2017-12-05,3570
2017-12-06,3570
2017-12-07,3570
2017-12-08,3570
2017-12-09,3570
2017-12-10,3570
2017-12-11,3570
2017-12-12,3570
2017-12-13,3479
2017-12-14,3479
2017-12-15,3479
2017-12-16,3479
2017-12-17,3479
2017-12-18,3479
2017-12-19,3479
2017-12-20,3355
2017-12-21,3355
2017-12-22,3355
2017-12-23,3355
2017-12-24,3355
2017-12-25,3355
2017-12-26,3355
2017-12-27,3321
2017-12-28,3321
2017-12-29,3321
2017-12-30,3321
2017-12-31,3321
2018-01-01,3321
2018-01-02,3321
2018-01-03,3309
2018-01-04,3309
2018-01-05,3309
2018-01-06,3309
2018-01-07,3309
2018-01-08,3169
2018-01-09,3169
2018-01-10,3169
2018-01-11,3169
2018-01-12,3169
2018-01-13,3194
2018-01-14,3194
2018-01-15,3194
2018-01-16,3194
2018-01-17,3194
2018-01-18,3149
2018-01-19,3149
2018-01-20,3149
2018-01-21,3149
2018-01-22,3149
2018-01-23,3149
2018-01-24,2995
2018-01-25,2995
2018-01-26,2995
2018-01-27,2857
2018-01-28,2857
2018-01-29,2793
2018-01-30,2793
2018-02-01,2793
2018-02-02,2719
2018-02-03,2719
2018-02-04,2719
2018-02-05,2713
2018-02-06,2713
2018-02-07,2713
2018-02-08,2647
2018-02-09,2647
2018-02-10,2647
2018-02-11,2702
2018-02-12,2702
2018-02-13,2702
2018-02-14,2702
2018-02-15,2686
2018-02-16,2686
2018-02-17,2686
2018-02-18,2686
2018-02-19,2737
2018-02-20,2737
2018-02-21,2737
2018-02-22,2737
2018-02-23,2823
2018-02-24,2823
2018-02-25,2823
2018-02-26,2823
2018-02-27,2919
2018-02-28,2919
2018-03-01,2919
2018-03-02,2919
2018-03-03,2853
2018-03-04,2853
2018-03-05,2853
2018-03-06,2853
2018-03-07,2842
2018-03-08,2842
2018-03-09,2842
2018-03-10,2842
2018-03-11,2776
2018-03-12,2776
2018-03-13,2776
2018-03-14,2641
2018-03-15,2641
2018-03-16,2641
2018-03-17,2641
2018-03-18,2595
2018-03-19,2595
2018-03-20,2595
2018-03-21,2600
2018-03-23,2600
2018-03-24,2639
2018-03-26,2639
2018-03-27,2652
2018-03-28,2652
2018-03-29,2652
2018-03-30,2652
2018-03-31,2652
2018-04-01,2742
2018-04-02,2742
2018-04-03,2742
2018-04-04,2742
2018-04-05,2775
2018-04-06,2775
2018-04-08,2775
2018-04-09,2859
2018-04-10,2859
2018-04-11,2859
2018-04-12,2859
2018-04-13,2950
2018-04-14,2950
2018-04-16,2950
2018-04-17,3003
2018-04-18,3003
2018-04-19,3003
2018-04-20,3003
2018-04-21,3065
2018-04-22,3065
2018-04-23,3065
2018-04-24,3065
2018-04-25,3065
2018-04-26,3065
2018-04-27,3128
2018-04-28,3128
2018-04-29,3128
2018-04-30,3128
2018-05-01,3162
2018-05-02,3162
2018-05-03,3162
2018-05-04,3162
2018-05-05,3162
2018-05-06,3085
2018-05-07,3085
2018-05-08,3085
2018-05-09,3085
2018-05-10,3050
2018-05-11,3050
2018-05-12,3050
2018-05-13,3017
2018-05-14,3017
2018-05-15,3017
2018-05-16,2894
2018-05-17,2894
2018-05-18,2894
2018-05-19,2939
2018-05-20,2939
2018-05-21,2939
2018-05-22,2939
2018-05-23,2991
2018-05-24,2991
2018-05-25,2991
2018-05-26,2991
2018-05-27,2939
2018-05-28,2939
2018-05-29,2939
2018-05-30,2939
2018-05-31,2954
2018-06-01,2954
2018-06-02,2954
2018-06-03,2966
2018-06-04,2966
2018-06-05,2966
2018-06-06,2966
2018-06-07,3029
2018-06-08,3029
2018-06-09,3029
2018-06-10,3029
2018-06-11,2963
2018-06-12,2963
2018-06-13,2963
2018-06-14,2888
2018-06-15,2888
2018-06-16,2888
2018-06-17,2932
2018-06-18,2932
2018-06-19,2932
2018-06-20,2932
2018-06-21,2962
2018-06-22,2962
2018-06-23,2962
2018-06-24,2962
2018-06-25,2949
2018-06-26,2949
2018-06-27,2949
2018-06-28,2949
2018-06-29,3006
2018-06-30,3006
2018-07-01,3006
2018-07-02,3006
2018-07-03,3006
2018-07-04,3081
2018-07-05,3081
2018-07-06,3081
2018-07-07,3059
2018-07-08,3059
2018-07-09,3059
2018-07-10,3086
2018-07-11,3086
2018-07-12,3086
2018-07-13,3086
2018-07-14,3008
2018-07-15,3008
2018-07-16,3008
2018-07-17,2928
2018-07-18,2928
2018-07-19,2928
2018-07-20,2878
2018-07-21,2878
2018-07-22,2844
2018-07-23,2844
2018-07-24,2844
2018-07-25,2812
2018-07-26,2812
2018-07-27,2812
2018-07-28,2836
2018-07-29,2836
2018-07-30,2836
2018-07-31,2859
2018-08-01,2859
2018-08-02,2859
2018-08-03,2772
2018-08-04,2772
2018-08-05,2772
2018-08-06,2807
2018-08-07,2807
2018-08-08,2694
2018-08-09,2694
2018-08-10,2694
2018-08-11,2669
2018-08-12,2669
2018-08-14,2688
2018-08-16,2680
2018-08-17,2680
2018-08-18,2675
2018-08-19,2675
2018-08-20,2669
2018-08-21,2669
2018-08-22,2669
2018-08-23,2716
2018-08-24,2716
2018-08-25,2666
2018-08-26,2666
2018-08-27,2666
2018-08-28,2707
2018-08-29,2707
2018-08-30,2812
2018-08-31,2812
2018-09-01,2843
2018-09-02,2843
2018-09-03,2911
2018-09-04,2911
2018-09-05,2962
2018-09-06,2962
2018-09-07,2947
2018-09-08,2947
2018-09-09,2947
2018-09-10,3029
2018-09-11,3029
2018-09-12,3029
2018-09-13,3006
2018-09-14,3006
2018-09-15,2958
2018-09-16,2958
2018-09-17,2958
2018-09-18,3024
2018-09-19,3024
2018-09-20,3024
2018-09-21,2997
2018-09-22,2997
2018-09-23,2927
2018-09-24,2927
2018-09-25,2927
2018-09-26,2880
2018-09-27,2880
2018-09-28,2880
2018-09-29,2816
2018-09-30,2816
2018-10-02,2777
2018-10-03,2664
2018-10-04,2664
2018-10-05,2664
2018-10-06,2589
2018-10-07,2589
2018-10-08,2509
2018-10-09,2509
2018-10-10,2553
2018-10-11,2553
2018-10-12,2553
2018-10-13,2549
2018-10-14,2549
2018-10-15,2549
2018-10-16,2590
2018-10-17,2590
2018-10-18,2575
2018-10-19,2575
2018-10-20,2575
2018-10-21,2537
2018-10-22,2537
2018-10-23,2537
2018-10-24,2511
2018-10-25,2511
2018-10-26,2511
2018-10-27,2557
2018-10-28,2557
2018-10-29,2544
2018-10-30,2524
2018-10-31,2556
2018-11-01,2572
2018-11-03,2642
2018-11-04,2588
2018-11-05,2536
2018-11-06,2569
2018-11-07,2511
2018-11-08,2422
2018-11-09,2467
2018-11-10,2440
2018-11-11,2381
2018-11-12,2370
2018-11-13,2334
2018-11-14,2219
2018-11-15,2144
2018-11-16,2065
2018-11-17,2029
2018-11-18,1951
2018-11-19,1913
2018-11-20,1902
2018-11-21,1918
2018-11-22,1877
2018-11-23,1849
2018-11-24,1814
2018-11-25,1773
2018-11-26,1742
2018-11-27,1744
2018-11-28,1700
2018-11-29,1699
2018-12-01,1653
2018-12-02,1615
2018-12-03,1615
2018-12-04,1615
2018-12-05,1627
2018-12-07,1592
2018-12-09,1564
2018-12-10,1577
2018-12-11,1577
2018-12-12,1631
2018-12-13,1681
2018-12-14,1681
2018-12-15,1659
2018-12-16,1673
2018-12-17,1673
2018-12-18,1689
2018-12-19,1689
2018-12-20,1711
2018-12-21,1730
2018-12-22,1730
2018-12-23,1731
2018-12-24,1720
2018-12-25,1720
2018-12-26,1737
2018-12-27,1708
2018-12-28,1708
2018-12-29,1710
2018-12-30,1710
2018-12-31,1707
2019-01-01,1707
2019-01-02,1721
2019-01-03,1746
2019-01-04,1746
2019-01-05,1763
2019-01-06,1754
2019-01-08,1810
2019-01-10,1816
2019-01-11,1816
2019-01-12,1804
2019-01-13,1804
2019-01-14,1803
2019-01-15,1803
2019-01-16,1777
2019-01-17,1777
2019-01-18,1765
2019-01-19,1753
2019-01-20,1721
2019-01-21,1721
2019-01-22,1698
2019-01-23,1698
2019-01-24,1693
2019-01-25,1693
2019-01-26,1690
2019-01-27,1690
2019-01-28,1647
2019-01-29,1647
2019-01-30,1617
2019-01-31,1617
2019-02-01,1667
2019-02-02,1667
2019-02-03,1670
2019-02-04,1670
2019-02-05,1675
2019-02-06,1675
2019-02-07,1681
2019-02-08,1681
2019-02-09,1657
2019-02-10,1657
2019-02-11,1651
2019-02-12,1651
2019-02-13,1716
2019-02-14,1716
2019-02-15,1741
2019-02-16,1741
2019-02-17,1783
2019-02-18,1783
2019-02-19,1791
2019-02-20,1791
2019-02-21,1799
2019-02-22,1799
2019-02-23,1800
2019-02-24,1800
2019-02-25,1775
2019-02-26,1775
2019-02-27,1775
2019-02-28,1775
2019-03-01,1732
2019-03-02,1732
2019-03-03,1765
2019-03-04,1765
2019-03-05,1734
2019-03-06,1734
2019-03-07,1700
2019-03-08,1700
2019-03-09,1700
2019-03-10,1653
2019-03-11,1653
2019-03-12,1631
2019-03-13,1631
2019-03-14,1631
2019-03-15,1594
2019-03-16,1594
2019-03-17,1606
2019-03-18,1606
2019-03-19,1606
2019-03-20,1617
2019-03-21,1617
2019-03-22,1637
2019-03-23,1582
2019-03-24,1582
2019-03-25,1604
2019-03-26,1604
2019-03-27,1604
2019-03-28,1629
2019-03-29,1629
2019-03-30,1682
2019-03-31,1682
2019-04-01,1678
2019-04-02,1678
2019-04-03,1646
2019-04-04,1646
2019-04-05,1646
2019-04-06,1628
