date_obj,Serpentine%20visage price
2015-07-07,873356
2015-07-08,873356
2015-07-09,873356
2015-07-10,830915
2015-07-11,830915
2015-07-12,830915
2015-07-13,789923
2015-07-14,789923
2015-07-15,789923
2015-07-16,751452
2015-07-17,751452
2015-07-18,751452
2015-07-19,714358
2015-07-20,714358
2015-07-21,714358
2015-07-22,678640
2015-07-23,678640
2015-07-24,678640
2015-07-25,645641
2015-07-26,645641
2015-07-27,633949
2015-07-28,658990
2015-07-29,683899
2015-07-30,683899
2015-07-31,683899
2015-08-01,651133
2015-08-02,651133
2015-08-03,620685
2015-08-04,620685
2015-08-05,620685
2015-08-06,591034
2015-08-07,591034
2015-08-08,591034
2015-08-09,561482
2015-08-10,561482
2015-08-11,534140
2015-08-12,534140
2015-08-13,534140
2015-08-14,507571
2015-08-15,507571
2015-08-16,507571
2015-08-17,485369
2015-08-18,485369
2015-08-19,485369
2015-08-20,464173
2015-08-21,464173
2015-08-22,441871
2015-08-23,441871
2015-08-24,441871
2015-08-25,420651
2015-08-26,420651
2015-08-27,400815
2015-08-28,400815
2015-08-29,400815
2015-08-30,381789
2015-08-31,381789
2015-09-01,362981
2015-09-02,362981
2015-09-03,362981
2015-09-04,346948
2015-09-05,346948
2015-09-06,346948
2015-09-07,351248
2015-09-08,351248
2015-09-09,351248
2015-09-10,353879
2015-09-11,353879
2015-09-12,353879
2015-09-13,340017
2015-09-14,340017
2015-09-15,341288
2015-09-16,341288
2015-09-17,341288
2015-09-18,357028
2015-09-19,357028
2015-09-20,357028
2015-09-21,373053
2015-09-22,373053
2015-09-23,373053
2015-09-24,373407
2015-09-25,373407
2015-09-27,369136
2015-09-28,369136
2015-09-29,369136
2015-09-30,368616
2015-10-05,353078
2015-10-06,353078
2015-10-07,342603
2015-10-08,342603
2015-10-09,327212
2015-10-10,327212
2015-10-11,327212
2015-10-12,311209
2015-10-13,311209
2015-10-14,311209
2015-10-15,296420
2015-10-16,296420
2015-10-17,296420
2015-10-18,282216
2015-10-19,282216
2015-10-20,269600
2015-10-22,269600
2015-10-23,263735
2015-10-24,263735
2015-10-25,263735
2015-10-26,261032
2015-10-27,261032
2015-10-29,261032
2015-10-30,249133
2015-10-31,249133
2015-11-01,249133
2015-11-02,249133
2015-11-03,239148
2015-11-04,239148
2015-11-05,239148
2015-11-06,239148
2015-11-07,227861
2015-11-08,227861
2015-11-09,227861
2015-11-10,227861
2015-11-11,227861
2015-11-12,217166
2015-11-13,217166
2015-11-14,217166
2015-11-15,217166
2015-11-16,217166
2015-11-17,206679
2015-11-18,206679
2015-11-19,206679
2015-11-20,196832
2015-11-21,196832
2015-11-22,196832
2015-11-23,188460
2015-11-24,188460
2015-11-25,188460
2015-11-26,179799
2015-11-27,179799
2015-11-28,179799
2015-11-29,173627
2015-11-30,173627
2015-12-01,173627
2015-12-02,167922
2015-12-03,167922
2015-12-04,167922
2015-12-05,167922
2015-12-06,162736
2015-12-07,162736
2015-12-08,162736
2015-12-09,164178
2015-12-10,164178
2015-12-11,164178
2015-12-12,165923
2015-12-13,165923
2015-12-14,165923
2015-12-15,171180
2015-12-16,171180
2015-12-17,178893
2015-12-18,178893
2015-12-19,187348
2015-12-20,187348
2015-12-21,196426
2015-12-22,196426
2015-12-23,205819
2015-12-24,205819
2015-12-25,205819
2015-12-26,214931
2015-12-27,214931
2015-12-28,216858
2015-12-29,216858
2015-12-30,213157
2015-12-31,213157
2016-01-01,213157
2016-01-02,202752
2016-01-03,202752
2016-01-04,196536
2016-01-05,196536
2016-01-06,193899
2016-01-07,193899
2016-01-08,198643
2016-01-09,198643
2016-01-10,206594
2016-01-11,206594
2016-01-12,212817
2016-01-13,212817
2016-01-14,211969
2016-01-15,211969
2016-01-16,211845
2016-01-17,211845
2016-01-18,214863
2016-01-19,214863
2016-01-20,214863
2016-01-21,205334
2016-01-22,210771
2016-01-23,210771
2016-01-24,219624
2016-01-25,229934
2016-01-26,229934
2016-01-27,241431
2016-01-28,241431
2016-01-29,253503
2016-01-30,253503
2016-01-31,265716
2016-02-01,278099
2016-02-02,291339
2016-02-03,305906
2016-02-04,321202
2016-02-05,336998
2016-02-06,353038
2016-02-07,369928
2016-02-08,387631
2016-02-09,406408
2016-02-10,426729
2016-02-11,447417
2016-02-12,469492
2016-02-13,492442
2016-02-14,492442
2016-02-15,516093
2016-02-16,541111
2016-02-17,568167
2016-02-18,595968
2016-02-19,624497
2016-02-20,654601
2016-02-21,686521
2016-02-22,686521
2016-02-23,719155
2016-02-24,719155
2016-02-25,755065
2016-02-26,755065
2016-02-27,791871
2016-02-28,791871
2016-02-29,829706
2016-03-01,868280
2016-03-02,868280
2016-03-03,910018
2016-03-04,910018
2016-03-05,953940
2016-03-06,999506
2016-03-07,999506
2016-03-08,1045261
2016-03-09,1045261
2016-03-10,1095680
2016-03-11,1095680
2016-03-12,1147516
2016-03-13,1147516
2016-03-14,1201226
2016-03-15,1201226
2016-03-16,1258899
2016-03-17,1258899
2016-03-18,1318145
2016-03-19,1318145
2016-03-20,1380704
2016-03-21,1380704
2016-03-22,1380704
2016-03-23,1446941
2016-03-24,1446941
2016-03-25,1514115
2016-03-26,1514115
2016-03-27,1586095
2016-03-28,1660744
2016-03-29,1660744
2016-03-30,1736374
2016-03-31,1736374
2016-04-01,1791615
2016-04-02,1791615
2016-04-03,1777874
2016-04-04,1777874
2016-04-05,1777874
2016-04-06,1809868
2016-04-07,1809868
2016-04-08,1821093
2016-04-09,1821093
2016-04-10,1838620
2016-04-11,1838620
2016-04-12,1838620
2016-04-13,1900490
2016-04-14,1900490
2016-04-15,1926458
2016-04-16,1926458
2016-04-17,1947979
2016-04-18,1947979
2016-04-19,1989748
2016-04-20,1989748
2016-04-21,2051507
2016-04-22,2051507
2016-04-23,2051507
2016-04-24,2024228
2016-04-25,2024228
2016-04-26,1953639
2016-04-27,1953639
2016-04-28,1953639
2016-04-29,1947184
2016-04-30,1947184
2016-05-01,2001090
2016-05-02,2001090
2016-05-03,2002801
2016-05-04,2002801
2016-05-05,2042923
2016-05-06,2042923
2016-05-07,2092936
2016-05-08,2092936
2016-05-09,2107489
2016-05-10,2107489
2016-05-11,2172030
2016-05-12,2172030
2016-05-13,2175827
2016-05-14,2175827
2016-05-15,2257261
2016-05-16,2257261
2016-05-17,2302308
2016-05-18,2302308
2016-05-19,2285991
2016-05-22,2336813
2016-05-23,2429209
2016-05-24,2429209
2016-05-25,2548402
2016-05-26,2660372
2016-05-27,2783661
2016-05-28,2783661
2016-05-29,2872782
2016-05-30,2872782
2016-05-31,2872782
2016-06-01,2730939
2016-06-02,2730939
2016-06-03,2730939
2016-06-04,2609185
2016-06-05,2609185
2016-06-06,2646529
2016-06-07,2646529
2016-06-08,2646529
2016-06-09,2666510
2016-06-10,2778892
2016-06-11,2778892
2016-06-12,2803714
2016-06-13,2803714
2016-06-14,2806066
2016-06-15,2806066
2016-06-16,2869265
2016-06-17,2962736
2016-06-18,2962736
2016-06-19,3070862
2016-06-20,3070862
2016-06-21,3146348
2016-06-22,3146348
2016-06-23,3144580
2016-06-24,3144580
2016-06-25,3124746
2016-06-26,3124746
2016-06-27,3124746
2016-06-28,3191719
2016-06-29,3191719
2016-06-30,3191719
2016-07-01,3202014
2016-07-02,3202014
2016-07-03,3202014
2016-07-04,3174038
2016-07-05,3174038
2016-07-06,3174038
2016-07-07,3185253
2016-07-08,3185253
2016-07-09,3218799
2016-07-10,3218799
2016-07-11,3357828
2016-07-12,3357828
2016-07-13,3459029
2016-07-14,3459029
2016-07-15,3477200
2016-07-16,3477200
2016-07-17,3453196
2016-07-18,3453196
2016-07-23,3417243
2016-07-24,3362319
2016-07-25,3362319
2016-07-26,3362319
2016-07-27,3197924
2016-07-28,3197924
2016-07-29,3053147
2016-07-30,3053147
2016-07-31,3187393
2016-08-01,3187393
2016-08-02,3285770
2016-08-03,3285770
2016-08-04,3297402
2016-08-05,3297402
2016-08-06,3201360
2016-08-07,3201360
2016-08-08,3119805
2016-08-09,3119805
2016-08-10,2988715
2016-08-11,2988715
2016-08-12,2988715
2016-08-13,2904307
2016-08-14,2904307
2016-08-15,3012237
2016-08-16,3012237
2016-08-17,3012237
2016-08-18,2949451
2016-08-19,2949451
2016-08-20,2830745
2016-08-21,2830745
2016-08-22,2805384
2016-08-23,2805384
2016-08-24,2759171
2016-08-25,2759171
2016-08-26,2759171
2016-08-28,2624028
2016-08-31,2644069
2016-09-01,2644069
2016-09-02,2695858
2016-09-03,2695858
2016-09-04,2618203
2016-09-05,2618203
2016-09-06,2570739
2016-09-07,2570739
2016-09-08,2570739
2016-09-09,2491789
2016-09-10,2491789
2016-09-11,2491789
2016-09-12,2440537
2016-09-13,2440537
2016-09-14,2516058
2016-09-15,2516058
2016-09-16,2516058
2016-09-17,2587475
2016-09-18,2587475
2016-09-19,2594819
2016-09-20,2594819
2016-09-21,2594819
2016-09-22,2591086
2016-09-23,2591086
2016-09-24,2591086
2016-09-25,2583828
2016-09-26,2583828
2016-09-27,2583828
2016-09-28,2543996
2016-09-29,2543996
2016-09-30,2447154
2016-10-01,2447154
2016-10-02,2447154
2016-10-03,2421020
2016-10-04,2421020
2016-10-05,2419166
2016-10-06,2419166
2016-10-07,2396694
2016-10-08,2396694
2016-10-09,2430155
2016-10-11,2490474
2016-10-12,2490474
2016-10-13,2521019
2016-10-14,2521019
2016-10-15,2587471
2016-10-16,2587471
2016-10-17,2715768
2016-10-18,2715768
2016-10-19,2787591
2016-10-20,2787591
2016-10-21,2797010
2016-10-22,2797010
2016-10-23,2799401
2016-10-24,2799401
2016-10-25,2835111
2016-10-26,2839541
2016-10-27,2839541
2016-10-28,2839541
2016-10-29,2765416
2016-10-30,2765416
2016-10-31,2639331
2016-11-01,2639331
2016-11-02,2574388
2016-11-03,2574388
2016-11-04,2610313
2016-11-05,2610313
2016-11-06,2617470
2016-11-07,2617470
2016-11-08,2587514
2016-11-09,2587514
2016-11-10,2516677
2016-11-11,2516677
2016-11-12,2462613
2016-11-13,2462613
2016-11-14,2480273
2016-12-08,2473076
2016-12-09,2473076
2016-12-10,2470837
2016-12-11,2470837
2016-12-12,2496830
2016-12-13,2496830
2016-12-14,2510875
2016-12-15,2510875
2016-12-16,2561758
2016-12-17,2642076
2016-12-18,2642076
2016-12-19,2708768
2016-12-20,2746205
2016-12-21,2773731
2016-12-22,2773731
2016-12-23,2779275
2016-12-24,2779275
2016-12-25,2719423
2016-12-26,2719423
2016-12-27,2743275
2016-12-28,2743275
2016-12-29,2756971
2016-12-30,2756971
2016-12-31,2777918
2017-01-01,2777918
2017-01-02,2875828
2017-01-03,2875828
2017-01-04,3004694
2017-01-05,3133467
2017-01-06,3230699
2017-01-07,3305776
2017-01-08,3305776
2017-01-09,3260430
2017-01-10,3173810
2017-01-11,3065711
2017-01-12,2926218
2017-01-13,2926218
2017-01-14,2868424
2017-01-15,2963421
2017-01-16,2987910
2017-01-17,2982805
2017-01-18,2967380
2017-01-19,2967380
2017-01-20,2940650
2017-01-21,2919965
2017-01-22,2919965
2017-01-27,2596389
2017-01-28,2565730
2017-01-29,2625513
2017-01-30,2625513
2017-01-31,2684420
2017-02-01,2685528
2017-02-02,2685528
2017-02-03,2595263
2017-02-04,2588894
2017-02-05,2588894
2017-02-06,2592897
2017-02-07,2592897
2017-02-08,2565050
2017-02-09,2565050
2017-02-10,2544382
2017-02-11,2603395
2017-02-12,2603395
2017-02-13,2640770
2017-02-14,2644488
2017-02-15,2644488
2017-02-16,2612495
2017-02-18,2574573
2017-02-19,2567133
2017-02-20,2567133
2017-02-21,2565347
2017-02-22,2565347
2017-02-23,2555194
2017-02-24,2555194
2017-02-25,2485145
2017-02-26,2485145
2017-02-27,2467720
2017-02-28,2484172
2017-03-01,2489560
2017-03-02,2494787
2017-03-03,2494787
2017-03-04,2498306
2017-03-05,2498306
2017-03-06,2489598
2017-03-07,2472864
2017-03-08,2472864
2017-03-09,2454978
2017-03-10,2433233
2017-03-11,2398368
2017-03-12,2398368
2017-03-13,2385853
2017-03-14,2369978
2017-03-15,2329919
2017-03-16,2272425
2017-03-17,2272425
2017-03-18,2179048
2017-03-19,2142117
2017-03-20,2155252
2017-03-21,2185639
2017-03-22,2245764
2017-03-23,2265319
2017-03-24,2259858
2017-03-25,2259858
2017-03-26,2245148
2017-03-27,2240028
2017-03-28,2240028
2017-03-29,2231972
2017-03-30,2216888
2017-03-31,2185067
2017-04-01,2185067
2017-04-02,2176889
2017-04-03,2173236
2017-04-04,2163780
2017-04-12,2211545
2017-04-13,2294747
2017-04-14,2346628
2017-04-15,2372798
2017-04-16,2398150
2017-04-17,2415483
2017-04-18,2415483
2017-04-19,2420434
2017-04-20,2420434
2017-04-21,2380531
2017-04-22,2380531
2017-04-23,2293559
2017-04-24,2260496
2017-04-25,2278897
2017-04-26,2278897
2017-04-27,2330526
2017-04-28,2334986
2017-04-29,2344964
2017-04-30,2344964
2017-05-01,2376563
2017-05-02,2369954
2017-05-03,2353933
2017-05-04,2340287
2017-05-05,2338734
2017-05-06,2338734
2017-05-07,2342353
2017-05-08,2331135
2017-05-09,2350721
2017-05-10,2333452
2017-05-11,2333452
2017-05-12,2328062
2017-05-13,2305536
2017-05-14,2305536
2017-05-15,2283099
2017-05-16,2268246
2017-05-17,2268246
2017-05-18,2233364
2017-05-19,2233364
2017-05-20,2230096
2017-05-21,2230096
2017-05-22,2237708
2017-05-23,2241922
2017-05-24,2206968
2017-05-25,2291983
2017-05-26,2378006
2017-05-27,2476983
2017-05-28,2476983
2017-05-29,2370013
2017-05-30,2370013
2017-05-31,2340711
2017-06-01,2340711
2017-06-02,2271554
2017-06-03,2271554
2017-06-06,2334190
2017-06-07,2334190
2017-06-08,2334190
2017-06-09,2361565
2017-06-10,2361565
2017-06-11,2311775
2017-06-12,2311775
2017-06-13,2200829
2017-06-14,2200829
2017-06-15,2253414
2017-06-16,2253414
2017-06-17,2326501
2017-06-18,2326501
2017-06-19,2382866
2017-06-20,2393884
2017-06-21,2393884
2017-06-22,2405111
2017-06-23,2405111
2017-06-24,2439116
2017-06-25,2439116
2017-06-26,2521450
2017-06-27,2624129
2017-06-28,2624129
2017-06-29,2672275
2017-06-30,2672275
2017-07-01,2782278
2017-07-02,2782278
2017-07-03,2721863
2017-07-04,2721863
2017-07-05,2597804
2017-07-06,2597804
2017-07-07,2603779
2017-07-08,2603779
2017-07-13,2736136
2017-07-14,2746247
2017-07-15,2746247
2017-07-16,2821114
2017-07-17,2909234
2017-07-18,2909234
2017-07-19,2975697
2017-07-20,2975697
2017-07-21,3014431
2017-07-22,3014431
2017-07-23,2976623
2017-07-24,2976623
2017-07-25,2907619
2017-07-26,2907619
2017-07-27,2765784
2017-07-28,2765784
2017-07-29,2680813
2017-07-30,2761068
2017-07-31,2761068
2017-08-01,2863561
2017-08-02,2901463
2017-08-03,2901463
2017-08-04,2896309
2017-08-05,2887601
2017-08-06,2887601
2017-08-09,2914453
2017-08-10,2909367
2017-08-11,2909367
2017-08-12,2903258
2017-08-13,2903258
2017-08-14,2902892
2017-08-15,2902892
2017-08-17,2790695
2017-08-18,2790695
2017-08-19,2737293
2017-08-20,2737293
2017-08-21,2728714
2017-08-22,2739942
2017-08-23,2739942
2017-08-24,2720391
2017-08-25,2720391
2017-08-26,2636717
2017-08-27,2636717
2017-08-28,2622177
2017-08-29,2622177
2017-08-30,2590690
2017-08-31,2590690
2017-09-01,2580837
2017-09-02,2593589
2017-09-03,2593589
2017-09-04,2695414
2017-09-05,2733218
2017-09-06,2733218
2017-09-07,2765484
2017-09-08,2765484
2017-09-09,2784923
2017-09-10,2784923
2017-09-11,2779446
2017-09-12,2779446
2017-09-13,2716785
2017-09-14,2662424
2017-09-15,2662424
2017-09-16,2638784
2017-09-17,2617676
2017-09-19,2619878
2017-09-20,2619878
2017-09-21,2615242
2017-09-22,2615242
2017-09-23,2570509
2017-09-24,2570509
2017-09-25,2562198
2017-09-26,2562198
2017-09-27,2560491
2017-09-28,2560491
2017-09-29,2513257
2017-09-30,2513257
2017-10-01,2496239
2017-10-02,2496239
2017-10-03,2481356
2017-10-04,2581903
2017-10-05,2600838
2017-10-06,2600838
2017-10-07,2512584
2017-10-08,2512584
2017-10-09,2486292
2017-10-10,2488988
2017-10-11,2488988
2017-10-12,2485378
2017-10-13,2469966
2017-10-14,2469966
2017-10-15,2446397
2017-10-16,2418472
2017-10-17,2418472
2017-10-18,2389316
2017-10-19,2389316
2017-10-20,2331252
2017-10-21,2331252
2017-10-22,2280324
2017-10-23,2280324
2017-10-24,2247113
2017-10-25,2246983
2017-10-26,2246983
2017-10-27,2291075
2017-10-28,2291075
2017-10-29,2399915
2017-10-30,2491249
2017-10-31,2569464
2017-11-01,2569464
2017-11-02,2546267
2017-11-03,2546267
2017-11-04,2556543
2017-11-05,2556543
2017-11-06,2568006
2017-11-07,2568006
2017-11-08,2553567
2017-11-09,2544742
2017-11-10,2544742
2017-11-11,2490204
2017-11-12,2490204
2017-11-13,2488979
2017-11-14,2488979
2017-11-15,2510042
2017-11-16,2619197
2017-11-17,2619197
2017-11-18,2565934
2017-11-19,2565934
2017-11-20,2511759
2017-11-21,2513518
2017-11-22,2513518
2017-11-23,2516252
2017-11-24,2516252
2017-11-25,2512072
2017-11-26,2512072
2017-11-27,2514575
2017-11-28,2524426
2017-11-29,2524426
2017-11-30,2527730
2017-12-01,2506474
2017-12-02,2506474
2017-12-03,2506654
2017-12-04,2506654
2017-12-05,2506356
2017-12-06,2506356
2017-12-07,2509435
2017-12-08,2509435
2017-12-09,2515014
2017-12-10,2519339
2017-12-11,2519339
2017-12-12,2532285
2017-12-13,2532285
2017-12-14,2522921
2017-12-15,2494983
2017-12-16,2494983
2017-12-17,2494619
2017-12-18,2503717
2017-12-19,2503717
2017-12-20,2507845
2017-12-21,2512286
2017-12-22,2512286
2017-12-23,2512685
2017-12-24,2512685
2017-12-25,2535459
2017-12-26,2555692
2017-12-27,2568593
2017-12-28,2568593
2017-12-29,2605658
2017-12-30,2628871
2017-12-31,2628871
2018-01-01,2637069
2018-01-02,2666397
2018-01-03,2753617
2018-01-04,2886644
2018-01-05,3022183
2018-01-06,3169046
2018-01-07,3135213
2018-01-08,3220550
2018-01-09,3243686
2018-01-10,3243686
2018-01-11,3277740
2018-01-12,3216028
2018-01-13,3184766
2018-01-14,3128001
2018-01-15,3070682
2018-01-16,2961777
2018-01-17,2869502
2018-01-18,2816915
2018-01-19,2816915
2018-01-20,2796385
2018-01-21,2796385
2018-01-22,2820079
2018-01-23,2837876
2018-01-24,2851502
2018-01-25,2912000
2018-01-26,2860229
2018-01-27,2851923
2018-01-28,2883529
2018-01-29,2880011
2018-01-30,2869472
2018-02-01,2856576
2018-02-02,2852158
2018-02-03,2856534
2018-02-04,2864050
2018-02-05,2863969
2018-02-06,2864569
2018-02-07,2884454
2018-02-08,2950182
2018-02-09,3027316
2018-02-10,3111860
2018-02-11,3197071
2018-02-12,3228508
2018-02-13,3214620
2018-02-14,3244478
2018-02-15,3406499
2018-02-16,3530164
2018-02-17,3678932
2018-02-18,3769129
2018-02-19,3807793
2018-02-20,3793627
2018-02-21,3629152
2018-02-22,3447694
2018-02-23,3345235
2018-02-24,3369242
2018-02-25,3398154
2018-02-26,3409417
2018-02-27,3412453
2018-02-28,3417902
2018-03-01,3476588
2018-03-02,3544578
2018-03-03,3648579
2018-03-04,3648579
2018-03-05,3651790
2018-03-06,3664412
2018-03-07,3621681
2018-03-08,3560769
2018-03-09,3550925
2018-03-10,3523685
2018-03-11,3515428
2018-03-12,3535207
2018-03-13,3532858
2018-03-14,3586882
2018-03-15,3689739
2018-03-16,3789038
2018-03-17,3844754
2018-03-18,3944476
2018-03-19,4006601
2018-03-20,4005401
2018-03-21,3985334
2018-03-23,3976359
2018-03-24,4010512
2018-03-26,4040535
2018-03-27,4040848
2018-03-28,4101754
2018-03-29,4045752
2018-03-30,4075316
2018-03-31,4080145
2018-04-01,4158727
2018-04-02,4186371
2018-04-03,4185069
2018-04-04,4212590
2018-04-05,4212590
2018-04-06,4175816
2018-04-08,4162337
2018-04-09,4140048
2018-04-10,4122534
2018-04-11,4066451
2018-04-12,4022191
2018-04-13,3990806
2018-04-14,4012688
2018-04-15,4018580
2018-04-16,4018580
2018-04-17,4025548
2018-04-18,4026270
2018-04-19,4040202
2018-04-20,4042965
2018-04-21,4070735
2018-04-22,4069226
2018-04-23,4077973
2018-04-24,4093476
2018-04-25,4088769
2018-04-26,4108914
2018-04-27,4080910
2018-04-28,4108547
2018-04-29,4122880
2018-04-30,4151913
2018-05-01,4162333
2018-05-02,4171697
2018-05-03,4172533
2018-05-04,4170975
2018-05-05,4210580
2018-05-06,4210580
2018-05-07,4204835
2018-05-08,4192788
2018-05-09,4188814
2018-05-10,4150373
2018-05-11,4154207
2018-05-12,4134524
2018-05-13,4134524
2018-05-14,4149200
2018-05-15,4164203
2018-05-16,4187624
2018-05-17,4237181
2018-05-18,4274229
2018-05-19,4336173
2018-05-20,4352664
2018-05-21,4376230
2018-05-22,4404969
2018-05-23,4422746
2018-05-24,4396426
2018-05-25,4425922
2018-05-26,4440328
2018-05-27,4440328
2018-05-28,4428063
2018-05-29,4424144
2018-05-30,4411055
2018-05-31,4394795
2018-06-01,4359677
2018-06-02,4333772
2018-06-03,4327471
2018-06-04,4288947
2018-06-05,4238653
2018-06-06,4255421
2018-06-07,4089769
2018-06-08,3887415
2018-06-09,3721281
2018-06-10,3633349
2018-06-11,3454359
2018-06-12,3286991
2018-06-13,3228069
2018-06-14,3389473
2018-06-15,3558947
2018-06-16,3722463
2018-06-17,3783448
2018-06-18,3869173
2018-06-19,4034522
2018-06-20,4034522
2018-06-21,4232269
2018-06-22,4354904
2018-06-23,4354904
2018-06-24,4396854
2018-06-25,4411884
2018-06-26,4450551
2018-06-27,4504812
2018-06-28,4576307
2018-06-29,4645773
2018-06-30,4651580
2018-07-01,4664349
2018-07-02,4654519
2018-07-03,4724496
2018-07-04,4773356
2018-07-05,4836669
2018-07-06,4926927
2018-07-07,4957481
2018-07-08,4936264
2018-07-09,4816429
2018-07-10,4757943
2018-07-11,4729474
2018-07-12,4768432
2018-07-13,4881392
2018-07-14,4910775
2018-07-15,4908628
2018-07-16,4919032
2018-07-17,4938554
2018-07-18,4957556
2018-07-19,4961357
2018-07-20,4959725
2018-07-21,4911979
2018-07-22,4710450
2018-07-23,4478642
2018-07-24,4381355
2018-07-25,4376225
2018-07-26,4375756
2018-07-27,4322243
2018-07-28,4296230
2018-07-29,4311249
2018-07-30,4380967
2018-07-31,4478684
2018-08-01,4478684
2018-08-02,4614312
2018-08-03,4767338
2018-08-04,4794466
2018-08-05,4802688
2018-08-06,4815821
2018-08-07,4823970
2018-08-08,4804737
2018-08-09,4781232
2018-08-10,4760187
2018-08-11,4759663
2018-08-12,4774872
2018-08-14,4853223
2018-08-16,4892031
2018-08-17,4930789
2018-08-18,4995910
2018-08-19,5074242
2018-08-20,5146268
2018-08-21,5241340
2018-08-22,5394521
2018-08-23,5568347
2018-08-24,5657177
2018-08-25,5722657
2018-08-26,5647857
2018-08-27,5626555
2018-08-28,5513765
2018-08-29,5274839
2018-08-30,5157446
2018-08-31,5057226
2018-09-01,5023571
2018-09-02,5037714
2018-09-03,5084332
2018-09-04,5271811
2018-09-05,5345284
2018-09-06,5345284
2018-09-07,5431569
2018-09-08,5467371
2018-09-09,5467371
2018-09-10,5411380
2018-09-11,5411380
2018-09-12,5278752
2018-09-13,5140299
2018-09-14,5145962
2018-09-15,5227812
2018-09-16,5334336
2018-09-17,5387774
2018-09-18,5359646
2018-09-19,5301960
2018-09-20,5212182
2018-09-21,5192484
2018-09-22,5252397
2018-09-23,5257980
2018-09-24,5246184
2018-09-25,5246184
2018-09-26,5210401
2018-09-27,5167299
2018-09-28,5159189
2018-09-29,5146939
2018-09-30,5138039
2018-10-02,5086226
2018-10-03,5037404
2018-10-04,4973413
2018-10-05,4924191
2018-10-06,4854757
2018-10-07,4760063
2018-10-08,4696086
2018-10-09,4606869
2018-10-10,4509570
2018-10-11,4453669
2018-10-12,4391872
2018-10-13,4412330
2018-10-14,4402538
2018-10-15,4394515
2018-10-16,4451457
2018-10-17,4529972
2018-10-18,4601554
2018-10-19,4667807
2018-10-20,4686537
2018-10-21,4699539
2018-10-22,4540860
2018-10-23,4516646
2018-10-24,4440706
2018-10-25,4336461
2018-10-26,4325731
2018-10-27,4333623
2018-10-28,4353447
2018-10-29,4359454
2018-10-30,4344977
2018-10-31,4342961
2018-11-01,4308249
2018-11-03,4242361
2018-11-04,4209261
2018-11-05,4114455
2018-11-06,4041608
2018-11-07,3920087
2018-11-08,3760177
2018-11-09,3692986
2018-11-10,3685313
2018-11-11,3762167
2018-11-12,3919469
2018-11-13,4023104
2018-11-14,4006226
2018-11-15,3975037
2018-11-16,3879223
2018-11-17,3741258
2018-11-18,3673064
2018-11-19,3686585
2018-11-20,3686947
2018-11-21,3648674
2018-11-22,3644162
2018-11-23,3643356
2018-11-24,3711030
2018-11-25,3821610
2018-11-26,3828521
2018-11-27,3821889
2018-11-28,3794307
2018-11-29,3779457
2018-12-01,3745838
2018-12-02,3733778
2018-12-03,3712410
2018-12-04,3686878
2018-12-05,3651102
2018-12-07,3640062
2018-12-09,3615196
2018-12-10,3605633
2018-12-11,3601224
2018-12-12,3547966
2018-12-13,3465690
2018-12-14,3395905
2018-12-15,3285876
2018-12-16,3232503
2018-12-17,3225524
2018-12-18,3217191
2018-12-19,3266047
