date_obj,3rd%20age%20longsword price
2015-03-26,540000000
2015-03-27,540000000
2015-03-28,540000000
2015-03-29,540000000
2015-03-30,540000000
2015-03-31,540000000
2015-04-01,540000000
2015-04-02,540000000
2015-04-03,540000000
2015-04-04,540000000
2015-04-05,540000000
2015-04-06,540000000
2015-04-07,540000000
2015-04-08,540000000
2015-04-09,540000000
2015-04-10,540000000
2015-04-11,540000000
2015-04-12,540000000
2015-04-13,540000000
2015-04-14,540000000
2015-04-15,540000000
2015-04-16,540000000
2015-04-17,540000000
2015-04-18,540000000
2015-04-19,540000000
2015-04-20,540000000
2015-04-21,540000000
2015-04-22,540000000
2015-04-23,540000000
2015-04-24,540000000
2015-04-25,540000000
2015-04-26,540000000
2015-04-27,540000000
2015-04-28,540000000
2015-04-29,540000000
2015-04-30,540000000
2015-05-01,540000000
2015-05-02,540000000
2015-05-03,540000000
2015-05-04,540000000
2015-05-05,540000000
2015-05-06,540000000
2015-05-07,540000000
2015-05-08,540000000
2015-05-09,540000000
2015-05-10,540000000
2015-05-11,540000000
2015-05-12,540000000
2015-05-13,540000000
2015-05-14,540000000
2015-05-15,540000000
2015-05-16,540000000
2015-05-17,540000000
2015-05-18,540000000
2015-05-19,540000000
2015-05-20,540000000
2015-05-21,540000000
2015-05-22,540000000
2015-05-23,700000000
2015-05-24,700000000
2015-05-25,700000000
2015-05-26,700000000
2015-05-27,700000000
2015-05-28,700000000
2015-05-29,700000000
2015-05-30,700000000
2015-05-31,700000000
2015-06-01,700000000
2015-06-02,700000000
2015-06-03,700000000
2015-06-04,700000000
2015-06-05,700000000
2015-06-06,700000000
2015-06-07,700000000
2015-06-08,700000000
2015-06-09,700000000
2015-06-10,700000000
2015-06-11,700000000
2015-06-12,700000000
2015-06-13,700000000
2015-06-14,700000000
2015-06-15,700000000
2015-06-16,700000000
2015-06-17,700000000
2015-06-18,700000000
2015-06-19,700000000
2015-06-20,700000000
2015-06-21,700000000
2015-06-22,700000000
2015-06-23,700000000
2015-06-24,700000000
2015-06-25,700000000
2015-06-26,700000000
2015-06-27,700000000
2015-06-28,700000000
2015-06-29,700000000
2015-06-30,700000000
2015-07-01,700000000
2015-07-02,700000000
2015-07-03,700000000
2015-07-04,700000000
2015-07-05,700000000
2015-07-06,700000000
2015-07-07,700000000
2015-07-08,700000000
2015-07-09,700000000
2015-07-10,700000000
2015-07-11,700000000
2015-07-12,700000000
2015-07-13,700000000
2015-07-14,700000000
2015-07-15,700000000
2015-07-16,700000000
2015-07-17,700000000
2015-07-18,700000000
2015-07-19,700000000
2015-07-20,700000000
2015-07-21,700000000
2015-07-22,730725406
2015-07-23,730725406
2015-07-24,730725406
2015-07-25,730725406
2015-07-26,730725406
2015-07-27,730725406
2015-07-28,730725406
2015-07-29,730725406
2015-07-30,730725406
2015-07-31,730725406
2015-08-01,730725406
2015-08-02,730725406
2015-08-03,730725406
2015-08-04,730725406
2015-08-05,730725406
2015-08-06,730725406
2015-08-07,730725406
2015-08-08,730725406
2015-08-09,730725406
2015-08-10,730725406
2015-08-11,730725406
2015-08-12,730725406
2015-08-13,730725406
2015-08-14,730725406
2015-08-15,730725406
2015-08-16,730725406
2015-08-17,730725406
2015-08-18,730725406
2015-08-19,730725406
2015-08-20,730725406
2015-08-21,730725406
2015-08-22,730725406
2015-08-23,730725406
2015-08-24,730725406
2015-08-25,730725406
2015-08-26,730725406
2015-08-27,730725406
2015-08-28,730725406
2015-08-29,730725406
2015-08-30,730725406
2015-08-31,730725406
2015-09-01,730725406
2015-09-02,730725406
2015-09-03,730725406
2015-09-04,730725406
2015-09-05,730725406
2015-09-06,998000000
2015-09-07,998000000
2015-09-08,998000000
2015-09-09,998000000
2015-09-10,998000000
2015-09-11,998000000
2015-09-12,998000000
2015-09-13,998000000
2015-09-14,998000000
2015-09-15,998000000
2015-09-16,998000000
2015-09-17,998000000
2015-09-18,998000000
2015-09-19,998000000
2015-09-20,998000000
2015-09-21,998000000
2015-09-22,998000000
2015-09-23,998000000
2015-09-24,998000000
2015-09-25,998000000
2015-09-27,998000000
2015-09-28,998000000
2015-09-29,998000000
2015-09-30,998000000
2015-10-05,998000000
2015-10-06,998000000
2015-10-07,998000000
2015-10-08,998000000
2015-10-09,998000000
2015-10-10,998000000
2015-10-11,998000000
2015-10-12,998000000
2015-10-13,998000000
2015-10-14,998000000
2015-10-15,998000000
2015-10-16,998000000
2015-10-17,998000000
2015-10-18,998000000
2015-10-19,998000000
2015-10-20,998000000
2015-10-22,998000000
2015-10-23,998000000
2015-10-24,998000000
2015-10-25,998000000
2015-10-26,998000000
2015-10-27,998000000
2015-10-28,998000000
2015-10-29,1040802475
2015-10-30,1040802475
2015-10-31,1040802475
2015-11-01,1040802475
2015-11-02,1040802475
2015-11-03,1040802475
2015-11-04,1040802475
2015-11-05,1040802475
2015-11-06,1040802475
2015-11-07,1040802475
2015-11-08,1040802475
2015-11-09,1040802475
2015-11-10,1040802475
2015-11-11,1040802475
2015-11-12,1040802475
2015-11-13,1040802475
2015-11-14,1040802475
2015-11-15,1040802475
2015-11-16,1040802475
2015-11-17,1040802475
2015-11-18,1040802475
2015-11-19,1040802475
2015-11-20,1040802475
2015-11-21,1040802475
2015-11-22,1040802475
2015-11-23,1040802475
2015-11-24,1040802475
2015-11-25,1040802475
2015-11-26,1040802475
2015-11-27,1040802475
2015-11-28,1040802475
2015-11-29,1040802475
2015-11-30,1040802475
2015-12-01,1040802475
2015-12-02,1040802475
2015-12-03,1040802475
2015-12-04,1040802475
2015-12-05,1040802475
2015-12-06,1040802475
2015-12-07,1040802475
2015-12-08,1040802475
2015-12-09,1040802475
2015-12-10,1040802475
2015-12-11,1040802475
2015-12-12,1040802475
2015-12-13,1040802475
2015-12-14,1040802475
2015-12-15,1040802475
2015-12-16,1040802475
2015-12-17,1040802475
2015-12-18,1040802475
2015-12-19,1040802475
2015-12-20,1040802475
2015-12-21,1040802475
2015-12-22,1040802475
2015-12-23,1040802475
2015-12-24,1040802475
2015-12-25,1040802475
2015-12-26,1040802475
2015-12-27,1040802475
2015-12-28,1040802475
2015-12-29,1040802475
2015-12-30,1040802475
2015-12-31,1040802475
2016-01-01,1040802475
2016-01-02,1040802475
2016-01-03,1040802475
2016-01-04,1040802475
2016-01-05,1040802475
2016-01-06,1040802475
2016-01-07,1040802475
2016-01-08,1040802475
2016-01-09,1040802475
2016-01-10,1040802475
2016-01-11,1040802475
2016-01-12,1040802475
2016-01-13,1040802475
2016-01-14,1040802475
2016-01-15,1040802475
2016-01-16,1040802475
2016-01-17,1040802475
2016-01-18,1040802475
2016-01-19,1040802475
2016-01-20,1040802475
2016-01-21,1040802475
2016-01-22,1040802475
2016-01-23,1040802475
2016-01-24,1040802475
2016-01-25,1040802475
2016-01-26,1040802475
2016-01-27,1040802475
2016-01-28,1040802475
2016-01-29,1040802475
2016-01-30,1040802475
2016-01-31,1085892970
2016-02-01,1085892970
2016-02-02,1085892970
2016-02-03,1085892970
2016-02-04,1085892970
2016-02-05,1085892970
2016-02-06,1085892970
2016-02-07,1085892970
2016-02-08,1085892970
2016-02-09,1085892970
2016-02-10,1085892970
2016-02-11,1085892970
2016-02-12,1085892970
2016-02-13,1085892970
2016-02-14,1085892970
2016-02-15,1085892970
2016-02-16,1085892970
2016-02-17,1085892970
2016-02-18,1085892970
2016-02-19,1085892970
2016-02-20,1085892970
2016-02-21,1085892970
2016-02-22,1085892970
2016-02-23,1085892970
2016-02-24,1085892970
2016-02-25,1085892970
2016-02-26,1085892970
2016-02-27,1085892970
2016-02-28,1085892970
2016-02-29,1085892970
2016-03-01,1085892970
2016-03-02,1085892970
2016-03-03,1085892970
2016-03-04,1085892970
2016-03-05,1085892970
2016-03-06,1085892970
2016-03-07,1085892970
2016-03-08,1085892970
2016-03-09,1085892970
2016-03-10,1085892970
2016-03-11,1085892970
2016-03-12,1085892970
2016-03-13,1085892970
2016-03-14,1085892970
2016-03-15,1085892970
2016-03-16,1085892970
2016-03-17,1085892970
2016-03-18,1085892970
2016-03-19,1085892970
2016-03-20,1085892970
2016-03-21,1085892970
2016-03-22,1085892970
2016-03-23,1085892970
2016-03-24,1085892970
2016-03-25,1085892970
2016-03-26,1085892970
2016-03-27,1085892970
2016-03-28,1085892970
2016-03-29,1085892970
2016-03-30,1085892970
2016-03-31,1085892970
2016-04-01,1085892970
2016-04-02,1085892970
2016-04-03,1085892970
2016-04-04,1085892970
2016-04-05,1085892970
2016-04-06,1085892970
2016-04-07,1085892970
2016-04-08,1085892970
2016-04-09,1085892970
2016-04-10,1085892970
2016-04-11,1085892970
2016-04-12,1085892970
2016-04-13,1085892970
2016-04-14,1085892970
2016-04-15,1085892970
2016-04-16,1085892970
2016-04-17,1085892970
2016-04-18,1131859627
2016-04-19,1131859627
2016-04-20,1131859627
2016-04-21,1131859627
2016-04-22,1131859627
2016-04-23,1131859627
2016-04-24,1131859627
2016-04-25,1131859627
2016-04-26,1131859627
2016-04-27,1131859627
2016-04-28,1131859627
2016-04-29,1131859627
2016-04-30,1131859627
2016-05-01,1131859627
2016-05-02,1131859627
2016-05-03,1131859627
2016-05-04,1131859627
2016-05-05,1131859627
2016-05-06,1131859627
2016-05-07,1131859627
2016-05-08,1131859627
2016-05-09,1131859627
2016-05-10,1131859627
2016-05-11,1131859627
2016-05-12,1131859627
2016-05-13,1131859627
2016-05-14,1131859627
2016-05-15,1131859627
2016-05-16,1131859627
2016-05-17,1131859627
2016-05-18,1131859627
2016-05-19,1131859627
2016-05-21,1131859627
2016-05-22,1131859627
2016-05-23,1131859627
2016-05-24,1131859627
2016-05-25,1131859627
2016-05-26,1131859627
2016-05-27,1131859627
2016-05-28,1131859627
2016-05-29,1131859627
2016-05-30,1131859627
2016-05-31,1131859627
2016-06-01,1131859627
2016-06-02,1131859627
2016-06-03,1131859627
2016-06-04,1131859627
2016-06-05,1131859627
2016-06-06,1131859627
2016-06-07,1131859627
2016-06-08,1131859627
2016-06-09,1131859627
2016-06-10,1131859627
2016-06-11,1131859627
2016-06-12,1131859627
2016-06-13,1131859627
2016-06-14,1131859627
2016-06-15,1131859627
2016-06-16,1131859627
2016-06-17,1131859627
2016-06-18,1131859627
2016-06-19,1131859627
2016-06-20,1131859627
2016-06-21,1131859627
2016-06-22,1131859627
2016-06-23,1131859627
2016-06-24,1131859627
2016-06-25,1180947203
2016-06-26,1180947203
2016-06-27,1180947203
2016-06-28,1180947203
2016-06-29,1180947203
2016-06-30,1180947203
2016-07-01,1180947203
2016-07-02,1180947203
2016-07-03,1180947203
2016-07-04,1180947203
2016-07-05,1180947203
2016-07-06,1180947203
2016-07-07,1180947203
2016-07-08,1180947203
2016-07-09,1180947203
2016-07-10,1180947203
2016-07-11,1180947203
2016-07-12,1180947203
2016-07-13,1180947203
2016-07-14,1180947203
2016-07-15,1180947203
2016-07-16,1180947203
2016-07-17,1180947203
2016-07-18,1180947203
2016-07-23,1180947203
2016-07-24,1180947203
2016-07-25,1180947203
2016-07-26,1180947203
2016-07-27,1180947203
2016-07-28,1180947203
2016-07-29,1180947203
2016-07-30,1180947203
2016-07-31,1180947203
2016-08-01,1180947203
2016-08-02,1180947203
2016-08-03,1180947203
2016-08-04,1180947203
2016-08-05,1180947203
2016-08-06,1180947203
2016-08-07,1180947203
2016-08-08,1180947203
2016-08-09,1180947203
2016-08-10,1180947203
2016-08-11,1180947203
2016-08-12,1180947203
2016-08-13,1180947203
2016-08-14,1180947203
2016-08-15,1180947203
2016-08-16,1180947203
2016-08-17,1180947203
2016-08-18,1180947203
2016-08-19,1180947203
2016-08-20,1180947203
2016-08-21,1180947203
2016-08-22,1180947203
2016-08-23,1180947203
2016-08-24,1180947203
2016-08-25,1180947203
2016-08-26,1180947203
2016-08-28,1180947203
2016-08-31,1180947203
2016-09-01,1213256672
2016-09-02,1213256672
2016-09-03,1213256672
2016-09-04,1213256672
2016-09-05,1213256672
2016-09-06,1213256672
2016-09-07,1213256672
2016-09-08,1213256672
2016-09-09,1213256672
2016-09-10,1213256672
2016-09-11,1213256672
2016-09-12,1213256672
2016-09-13,1213256672
2016-09-14,1213256672
2016-09-15,1213256672
2016-09-16,1213256672
2016-09-17,1213256672
2016-09-18,1213256672
2016-09-19,1213256672
2016-09-20,1213256672
2016-09-21,1213256672
2016-09-22,1213256672
2016-09-23,1213256672
2016-09-24,1213256672
2016-09-25,1213256672
2016-09-26,1213256672
2016-09-27,1213256672
2016-09-28,1213256672
2016-09-29,1213256672
2016-09-30,1213256672
2016-10-01,1213256672
2016-10-02,1213256672
2016-10-03,1213256672
2016-10-04,1213256672
2016-10-05,1213256672
2016-10-06,1213256672
2016-10-07,1213256672
2016-10-08,1213256672
2016-10-09,1213256672
2016-10-10,1213256672
2016-10-11,1213256672
2016-10-12,1213256672
2016-10-13,1213256672
2016-10-14,1213256672
2016-10-15,1213256672
2016-10-16,1213256672
2016-10-17,1213256672
2016-10-18,1213256672
2016-10-19,1213256672
2016-10-20,1247467708
2016-10-21,1247467708
2016-10-22,1247467708
2016-10-23,1247467708
2016-10-24,1247467708
2016-10-25,1247467708
2016-10-26,1247467708
2016-10-27,1247467708
2016-10-28,1247467708
2016-10-29,1247467708
2016-10-30,1247467708
2016-10-31,1247467708
2016-11-01,1247467708
2016-11-02,1247467708
2016-11-03,1247467708
2016-11-04,1247467708
2016-11-05,1247467708
2016-11-06,1247467708
2016-11-07,1247467708
2016-11-08,1247467708
2016-11-09,1247467708
2016-11-10,1247467708
2016-11-11,1247467708
2016-11-12,1247467708
2016-11-13,1247467708
2016-11-14,1247467708
2016-11-15,1247467708
2016-12-07,1289233177
2016-12-08,1289233177
2016-12-09,1289233177
2016-12-10,1289233177
2016-12-11,1289233177
2016-12-12,1289233177
2016-12-13,1289233177
2016-12-14,1289233177
2016-12-15,1289233177
2016-12-16,1289233177
2016-12-17,1289233177
2016-12-18,1289233177
2016-12-19,1289233177
2016-12-20,1289233177
2016-12-21,1289233177
2016-12-22,1289233177
2016-12-23,1289233177
2016-12-24,1289233177
2016-12-25,1289233177
2016-12-26,1289233177
2016-12-27,1289233177
2016-12-28,1289233177
2016-12-29,1289233177
2016-12-30,1289233177
2016-12-31,1289233177
2017-01-01,1289233177
2017-01-02,1289233177
2017-01-03,1289233177
2017-01-04,1289233177
2017-01-05,1289233177
2017-01-06,1289233177
2017-01-07,1289233177
2017-01-08,1289233177
2017-01-09,1289233177
2017-01-10,1289233177
2017-01-11,1289233177
2017-01-12,1289233177
2017-01-13,1289233177
2017-01-14,1289233177
2017-01-15,1289233177
2017-01-16,1289233177
2017-01-17,1289233177
2017-01-18,1289233177
2017-01-19,1289233177
2017-01-20,1289233177
2017-01-21,1289233177
2017-01-22,1289233177
2017-01-23,1289233177
2017-01-27,1289233177
2017-01-28,1289233177
2017-01-29,1289233177
2017-01-30,1289233177
2017-01-31,1289233177
2017-02-01,1289233177
2017-02-02,1289233177
2017-02-03,1289233177
2017-02-04,1289233177
2017-02-05,1289233177
2017-02-06,1289233177
2017-02-07,1289233177
2017-02-08,1289233177
2017-02-09,1253176678
2017-02-10,1253176678
2017-02-11,1253176678
2017-02-12,1253176678
2017-02-13,1253176678
2017-02-14,1253176678
2017-02-15,1253176678
2017-02-16,1253176678
2017-02-17,1253176678
2017-02-18,1253176678
2017-02-19,1253176678
2017-02-20,1253176678
2017-02-21,1253176678
2017-02-22,1253176678
2017-02-23,1253176678
2017-02-24,1253176678
2017-02-25,1253176678
2017-02-26,1253176678
