date_obj,Steam%20battlestaff price
2015-07-23,145097
2015-07-24,144801
2015-07-25,144801
2015-07-26,142492
2015-07-27,142492
2015-07-28,142387
2015-07-29,142387
2015-07-30,140330
2015-07-31,140330
2015-08-01,140330
2015-08-02,139920
2015-08-03,139920
2015-08-04,140085
2015-08-05,140085
2015-08-06,141658
2015-08-07,141658
2015-08-08,146871
2015-08-09,146871
2015-08-10,146714
2015-08-11,146714
2015-08-12,149086
2015-08-13,149086
2015-08-14,153332
2015-08-15,153332
2015-08-16,157049
2015-08-17,157049
2015-08-18,161241
2015-08-19,161241
2015-08-20,161493
2015-08-21,161493
2015-08-22,154904
2015-08-23,154904
2015-08-24,149597
2015-08-25,149597
2015-08-26,149597
2015-08-27,150442
2015-08-28,150442
2015-08-29,145077
2015-08-30,145077
2015-08-31,141831
2015-09-01,141831
2015-09-02,143003
2015-09-03,143003
2015-09-04,141901
2015-09-05,141901
2015-09-06,136461
2015-09-07,136461
2015-09-08,130705
2015-09-09,130705
2015-09-10,127295
2015-09-11,127295
2015-09-12,131720
2015-09-13,131720
2015-09-14,131023
2015-09-15,131023
2015-09-16,129498
2015-09-17,129498
2015-09-18,126689
2015-09-19,126689
2015-09-20,122787
2015-09-21,122787
2015-09-22,119585
2015-09-23,119585
2015-09-24,125390
2015-09-25,125390
2015-09-27,131467
2015-09-28,137958
2015-09-29,137958
2015-09-30,144714
2015-10-05,159227
2015-10-06,159227
2015-10-07,166989
2015-10-08,166989
2015-10-09,175339
2015-10-10,175339
2015-10-11,183827
2015-10-12,183827
2015-10-13,192547
2015-10-14,192547
2015-10-15,201940
2015-10-16,201940
2015-10-17,211590
2015-10-18,211590
2015-10-19,222170
2015-10-20,222170
2015-10-22,233279
2015-10-23,244943
2015-10-24,244943
2015-10-25,257191
2015-10-26,257191
2015-10-27,269808
2015-10-29,279684
2015-10-30,279684
2015-10-31,292788
2015-11-01,292788
2015-11-02,306659
2015-11-03,306659
2015-11-04,306659
2015-11-05,321402
2015-11-06,321402
2015-11-07,337185
2015-11-08,337185
2015-11-09,337185
2015-11-10,352487
2015-11-11,352487
2015-11-12,364381
2015-11-13,364381
2015-11-14,364381
2015-11-15,382207
2015-11-16,382207
2015-11-17,382207
2015-11-18,401236
2015-11-19,401236
2015-11-20,420559
2015-11-21,420559
2015-11-22,438328
2015-11-23,438328
2015-11-24,438328
2015-11-25,459814
2015-11-26,459814
2015-11-27,459814
2015-11-28,482638
2015-11-29,482638
2015-11-30,505975
2015-12-01,505975
2015-12-02,526057
2015-12-03,526057
2015-12-04,538588
2015-12-05,538588
2015-12-06,543233
2015-12-07,543233
2015-12-08,541439
2015-12-09,541439
2015-12-10,526513
2015-12-11,526513
2015-12-12,500624
2015-12-13,500624
2015-12-14,477177
2015-12-15,453919
2015-12-16,453919
2015-12-17,431223
2015-12-18,431223
2015-12-19,411671
2015-12-20,411671
2015-12-21,394883
2015-12-22,394883
2015-12-23,375138
2015-12-24,375138
2015-12-25,360729
2015-12-26,360729
2015-12-27,360609
2015-12-28,360609
2015-12-29,376423
2015-12-30,394230
2015-12-31,394230
2016-01-01,413942
2016-01-02,413942
2016-01-03,418125
2016-01-04,430507
2016-01-05,430507
2016-01-06,436701
2016-01-07,436701
2016-01-08,445388
2016-01-09,445388
2016-01-10,464419
2016-01-11,464419
2016-01-12,481655
2016-01-13,481655
2016-01-14,470480
2016-01-15,470480
2016-01-16,448351
2016-01-17,427381
2016-01-18,406011
2016-01-19,406011
2016-01-20,385710
2016-01-21,385710
2016-01-22,366424
2016-01-23,366424
2016-01-24,348102
2016-01-25,330696
2016-01-26,330696
2016-01-27,314161
2016-01-28,314161
2016-01-29,298452
2016-01-30,298452
2016-01-31,283869
2016-02-01,269675
2016-02-02,269675
2016-02-03,256498
2016-02-04,256498
2016-02-05,243673
2016-02-06,231489
2016-02-07,220451
2016-02-08,209987
2016-02-09,200162
2016-02-10,190153
2016-02-11,190153
2016-02-12,180645
2016-02-13,171612
2016-02-14,171612
2016-02-15,164994
2016-02-16,164994
2016-02-17,164796
2016-02-18,164796
2016-02-19,166520
2016-02-20,166520
2016-02-21,161576
2016-02-22,161576
2016-02-23,154104
2016-02-24,154104
2016-02-25,147287
2016-02-26,147287
2016-02-27,143881
2016-02-28,143881
2016-02-29,139207
2016-03-01,139207
2016-03-02,139316
2016-03-03,143396
2016-03-04,143396
2016-03-05,139573
2016-03-06,138136
2016-03-07,138136
2016-03-08,141037
2016-03-09,141037
2016-03-10,141240
2016-03-11,141240
2016-03-12,136589
2016-03-13,136589
2016-03-14,132798
2016-03-15,132798
2016-03-16,130350
2016-03-17,130350
2016-03-18,134546
2016-03-19,134546
2016-03-20,140022
2016-03-21,140022
2016-03-22,138720
2016-03-23,138720
2016-03-24,138992
2016-03-25,135035
2016-03-26,135035
2016-03-27,134289
2016-03-28,136927
2016-03-29,136927
2016-03-30,138264
2016-03-31,138264
2016-04-01,144968
2016-04-02,144968
2016-04-03,152019
2016-04-04,152019
2016-04-05,158764
2016-04-06,158764
2016-04-07,165695
2016-04-08,165695
2016-04-09,173980
2016-04-10,182166
2016-04-11,182166
2016-04-12,191275
2016-04-13,191275
2016-04-14,198187
2016-04-15,189888
2016-04-16,189888
2016-04-17,185662
2016-04-18,177644
2016-04-19,177644
2016-04-20,172234
2016-04-21,172234
2016-04-22,168222
2016-04-23,168222
2016-04-24,168346
2016-04-25,176534
2016-04-26,175258
2016-04-27,166522
2016-04-28,166522
2016-04-29,159239
2016-04-30,160680
2016-05-01,160680
2016-05-02,160174
2016-05-03,156374
2016-05-04,156374
2016-05-05,162050
2016-05-06,162050
2016-05-07,168661
2016-05-08,168661
2016-05-09,167562
2016-05-10,167656
2016-05-11,167656
2016-05-12,170656
2016-05-13,178803
2016-05-14,187443
2016-05-15,196816
2016-05-16,206317
2016-05-17,216548
2016-05-18,227199
2016-05-19,238142
2016-05-22,261712
2016-05-23,274798
2016-05-24,288538
2016-05-25,302486
2016-05-26,317611
2016-05-27,333492
2016-05-28,333492
2016-05-29,349059
2016-05-30,349059
2016-05-31,363987
2016-06-01,374154
2016-06-02,379113
2016-06-03,379113
2016-06-04,397095
2016-06-05,397095
2016-06-06,416641
2016-06-07,416641
2016-06-08,426448
2016-06-09,428746
2016-06-10,432331
2016-06-11,432331
2016-06-12,424151
2016-06-13,424151
2016-06-14,412377
2016-06-15,412377
2016-06-16,395290
2016-06-17,375603
2016-06-18,375603
2016-06-19,356822
2016-06-20,338980
2016-06-21,322031
2016-06-22,306204
2016-06-23,297074
2016-06-24,297074
2016-06-25,294319
2016-06-26,294319
2016-06-27,304062
2016-06-28,319057
2016-06-29,335010
2016-06-30,345012
2016-07-01,354674
2016-07-02,354674
2016-07-03,364774
2016-07-04,370820
2016-07-05,370820
2016-07-06,377850
2016-07-07,377850
2016-07-08,395000
2016-07-09,401679
2016-07-10,398814
2016-07-11,397617
2016-07-12,397617
2016-07-13,413098
2016-07-14,420731
2016-07-15,420731
2016-07-16,434363
2016-07-17,434363
2016-07-18,439087
2016-07-24,446227
2016-07-25,446697
2016-07-26,446697
2016-07-27,433912
2016-07-28,433912
2016-07-29,430280
2016-07-30,431942
2016-07-31,431942
2016-08-01,427698
2016-08-02,432127
2016-08-03,437214
2016-08-04,437214
2016-08-05,440284
2016-08-06,442150
2016-08-07,444249
2016-08-08,444249
2016-08-09,433407
2016-08-10,433407
2016-08-11,427294
2016-08-12,427294
2016-08-13,432603
2016-08-14,432603
2016-08-15,433901
2016-08-16,433901
2016-08-17,420793
2016-08-18,420793
2016-08-19,399753
2016-08-20,379765
2016-08-21,379765
2016-08-22,362138
2016-08-23,357112
2016-08-24,357112
2016-08-25,341593
2016-08-26,341593
2016-08-28,324513
2016-08-31,292872
2016-09-01,281088
2016-09-02,281088
2016-09-03,279251
2016-09-04,270252
2016-09-05,272019
2016-09-06,272019
2016-09-07,282428
2016-09-08,282428
2016-09-09,287994
2016-09-10,294465
2016-09-11,294465
2016-09-12,296449
2016-09-13,294673
2016-09-14,294673
2016-09-15,281905
2016-09-16,281905
2016-09-17,272218
2016-09-18,272218
2016-09-19,268314
2016-09-20,268314
2016-09-21,260353
2016-09-22,247467
2016-09-23,247467
2016-09-24,235093
2016-09-25,223338
2016-09-26,223338
2016-09-27,212677
2016-09-28,212677
2016-09-29,207924
2016-09-30,209773
2016-10-01,209773
2016-10-02,211222
2016-10-03,211222
2016-10-04,212032
2016-10-05,212032
2016-10-06,217236
2016-10-07,217236
2016-10-08,224443
2016-10-09,224443
2016-10-11,228250
2016-10-12,230543
2016-10-13,235925
2016-10-14,235925
2016-10-15,230447
2016-10-16,230447
2016-10-17,229596
2016-10-18,229596
2016-10-19,233229
2016-10-20,233229
2016-10-21,241114
2016-10-22,241114
2016-10-23,238294
2016-10-24,238294
2016-10-25,237834
2016-10-26,230072
2016-10-27,230072
2016-10-28,224626
2016-10-29,216467
2016-10-30,216467
2016-10-31,207533
2016-11-01,207533
2016-11-02,197233
2016-11-03,197233
2016-11-04,189107
2016-11-05,189107
2016-11-06,180388
2016-11-07,180388
2016-11-08,173336
2016-11-09,173336
2016-11-10,169625
2016-11-11,169625
2016-11-12,172331
2016-11-13,172331
2016-11-14,177849
2016-12-08,167162
2016-12-09,173057
2016-12-10,173057
2016-12-11,180067
2016-12-12,180067
2016-12-13,185544
2016-12-14,188633
2016-12-15,188633
2016-12-16,197689
2016-12-17,202323
2016-12-18,202323
2016-12-19,210219
2016-12-20,212739
2016-12-21,212739
2016-12-22,215130
2016-12-23,223471
2016-12-24,223471
2016-12-25,234414
2016-12-26,234414
2016-12-27,239649
2016-12-28,238804
2016-12-29,240228
2016-12-30,243993
2016-12-31,243993
2017-01-01,244704
2017-01-02,246727
2017-01-03,246727
2017-01-04,236437
2017-01-05,236437
2017-01-06,224852
2017-01-07,214117
2017-01-08,204532
2017-01-09,195781
2017-01-10,195966
2017-01-11,196093
2017-01-12,195418
2017-01-13,195418
2017-01-14,201734
2017-01-15,205697
2017-01-16,213642
2017-01-17,223579
2017-01-18,232344
2017-01-19,232344
2017-01-20,237222
2017-01-21,240262
2017-01-22,242565
2017-01-27,247208
2017-01-28,241518
2017-01-29,241666
2017-01-30,241666
2017-01-31,243928
2017-02-01,246740
2017-02-02,246740
2017-02-03,248020
2017-02-04,247589
2017-02-05,249635
2017-02-06,249635
2017-02-07,254448
2017-02-08,261669
2017-02-09,261669
2017-02-10,264700
2017-02-11,262555
2017-02-12,262555
2017-02-13,264721
2017-02-14,268176
2017-02-15,268176
2017-02-16,268165
2017-02-18,263615
2017-02-19,259401
2017-02-20,259401
2017-02-21,252732
2017-02-22,252732
2017-02-23,250356
2017-02-24,250356
2017-02-25,253028
2017-02-26,253028
2017-02-27,264058
2017-02-28,276954
2017-03-01,290367
2017-03-02,304886
2017-03-03,304886
2017-03-04,319533
2017-03-05,319533
2017-03-06,334837
2017-03-07,331194
2017-03-08,331194
2017-03-09,333561
2017-03-10,337303
2017-03-11,338602
2017-03-12,352674
2017-03-13,368488
2017-03-14,382430
2017-03-15,401067
2017-03-16,410746
2017-03-17,400349
2017-03-18,407887
2017-03-19,410388
2017-03-20,418188
2017-03-21,428507
2017-03-22,428507
2017-03-23,445846
2017-03-24,461271
2017-03-25,461271
2017-03-26,452587
2017-03-27,442634
2017-03-28,442634
2017-03-29,441850
2017-03-30,441850
2017-03-31,452786
2017-04-01,452786
2017-04-02,446073
2017-04-03,448067
2017-04-04,448067
2017-04-12,361779
2017-04-13,349817
2017-04-14,349817
2017-04-15,343160
2017-04-16,348641
2017-04-17,360490
2017-04-18,373656
2017-04-19,386332
2017-04-20,386332
2017-04-21,401935
2017-04-22,401935
2017-04-23,421865
2017-04-24,441098
2017-04-25,444369
2017-04-26,444369
2017-04-27,440547
2017-04-28,439794
2017-04-29,430293
2017-04-30,430293
2017-05-01,425506
2017-05-02,430174
2017-05-03,430174
2017-05-04,421752
2017-05-05,421752
2017-05-06,416525
2017-05-07,396393
2017-05-08,396393
2017-05-09,391173
2017-05-10,391173
2017-05-11,378298
2017-05-12,361804
2017-05-13,369342
2017-05-14,369342
2017-05-15,383886
2017-05-16,393931
2017-05-17,393931
2017-05-18,405726
2017-05-19,405726
2017-05-20,426010
2017-05-21,426010
2017-05-22,447311
2017-05-23,459751
2017-05-24,441151
2017-05-25,441151
2017-05-26,428829
2017-05-27,425183
2017-05-28,425183
2017-05-29,414256
2017-05-30,414256
2017-05-31,406132
2017-06-01,398231
2017-06-02,398406
2017-06-03,398406
2017-06-06,378566
2017-06-07,382880
2017-06-08,382880
2017-06-09,386329
2017-06-10,386219
2017-06-11,379405
2017-06-12,379405
2017-06-13,370094
2017-06-14,353751
2017-06-15,353751
2017-06-16,360307
2017-06-17,360307
2017-06-18,345878
2017-06-19,345878
2017-06-20,336813
2017-06-21,347109
2017-06-22,347109
2017-06-23,363244
2017-06-24,377783
2017-06-25,394961
2017-06-26,407757
2017-06-27,404456
2017-06-28,404456
2017-06-29,403135
2017-06-30,403135
2017-07-01,404072
2017-07-02,404072
2017-07-03,423921
2017-07-04,444407
2017-07-05,444407
2017-07-06,462409
2017-07-07,462409
2017-07-08,477013
2017-07-13,482597
2017-07-14,470558
2017-07-15,470558
2017-07-16,459136
2017-07-17,446597
2017-07-18,446597
2017-07-19,450911
2017-07-20,450911
2017-07-21,445155
2017-07-22,445155
2017-07-23,430700
2017-07-24,430700
2017-07-25,432638
2017-07-26,417910
2017-07-27,419782
2017-07-28,419782
2017-07-29,424007
2017-07-30,431790
2017-07-31,431790
2017-08-01,426452
2017-08-02,421018
2017-08-03,421018
2017-08-04,414189
2017-08-05,409302
2017-08-06,409302
2017-08-09,393529
2017-08-10,396440
2017-08-11,396440
2017-08-12,394713
2017-08-13,394713
2017-08-14,399640
2017-08-15,406221
2017-08-17,416808
2017-08-18,416808
2017-08-19,422148
2017-08-20,406693
2017-08-21,406693
2017-08-22,401889
2017-08-23,401889
2017-08-24,392647
2017-08-25,392647
2017-08-26,380889
2017-08-27,369815
2017-08-28,369815
2017-08-29,355365
2017-08-30,341583
2017-08-31,341583
2017-09-01,338729
2017-09-02,341399
2017-09-03,341399
2017-09-04,337175
2017-09-05,330082
2017-09-06,330082
2017-09-07,330902
2017-09-08,330902
2017-09-09,321360
2017-09-10,320006
2017-09-11,320006
2017-09-12,322389
2017-09-13,327439
2017-09-14,337697
2017-09-15,337697
2017-09-16,346113
2017-09-17,350079
2017-09-19,364381
2017-09-20,382601
2017-09-21,382601
2017-09-22,395970
2017-09-23,395970
2017-09-24,379751
2017-09-25,370532
2017-09-26,370532
2017-09-27,356260
2017-09-28,350713
2017-09-29,349484
2017-09-30,349484
2017-10-01,352897
2017-10-02,357949
2017-10-03,357949
2017-10-04,359656
2017-10-05,359656
2017-10-06,350819
2017-10-07,350819
2017-10-08,348360
2017-10-09,348360
2017-10-10,347366
2017-10-11,347366
2017-10-12,353622
2017-10-13,344392
2017-10-14,335954
2017-10-15,335954
2017-10-16,331596
2017-10-17,331596
2017-10-18,337844
2017-10-19,337844
2017-10-20,340716
2017-10-21,340716
2017-10-22,339535
2017-10-23,339535
2017-10-24,340223
2017-10-25,342364
2017-10-26,342364
2017-10-27,336535
2017-10-28,336535
2017-10-29,347049
2017-10-30,357629
2017-10-31,359247
2017-11-01,359247
2017-11-02,352666
2017-11-03,352666
2017-11-04,352300
2017-11-05,352300
2017-11-06,343469
2017-11-07,343469
2017-11-08,339594
2017-11-09,341378
2017-11-10,341378
2017-11-11,333202
2017-11-12,331269
2017-11-13,331269
2017-11-14,321136
2017-11-15,321136
2017-11-16,321888
2017-11-17,321888
2017-11-18,318883
2017-11-19,327267
2017-11-20,327267
2017-11-21,322288
2017-11-22,322288
2017-11-23,318669
2017-11-24,318669
2017-11-25,311424
2017-11-26,310998
2017-11-27,310998
2017-11-28,308106
2017-11-29,308106
2017-11-30,295406
2017-12-01,282527
2017-12-02,282527
2017-12-03,281459
2017-12-04,281459
2017-12-05,284745
2017-12-06,282632
2017-12-07,282632
2017-12-08,285917
2017-12-09,285917
2017-12-10,287589
2017-12-11,287589
2017-12-12,287422
2017-12-13,287422
2017-12-14,289990
2017-12-15,299696
2017-12-16,299696
2017-12-17,314445
2017-12-18,329565
2017-12-19,329565
2017-12-20,345726
2017-12-21,360373
2017-12-22,360373
2017-12-23,364396
2017-12-24,364396
2017-12-25,350898
2017-12-26,350037
2017-12-27,347935
2017-12-28,347935
2017-12-29,339925
2017-12-30,326206
2017-12-31,326206
2018-01-01,319839
2018-01-02,319839
2018-01-03,310541
2018-01-04,310541
2018-01-05,308435
2018-01-06,307921
2018-01-07,307921
2018-01-08,307406
2018-01-09,310018
2018-01-10,310018
2018-01-11,310029
2018-01-12,317629
2018-01-13,320453
2018-01-14,323431
2018-01-15,326348
2018-01-16,325282
2018-01-17,321150
2018-01-18,323930
2018-01-19,323930
2018-01-20,330380
2018-01-21,337266
2018-01-22,333751
2018-01-23,338890
2018-01-24,345814
2018-01-25,344160
2018-01-26,353684
2018-01-27,361147
2018-01-28,361673
2018-01-29,371063
2018-01-30,376517
2018-02-01,376590
2018-02-02,378897
2018-02-04,369740
2018-02-05,369928
2018-02-06,368116
2018-02-07,362748
2018-02-08,354662
2018-02-09,349435
2018-02-10,342365
2018-02-11,332158
2018-02-12,324272
2018-02-13,320539
2018-02-14,323057
2018-02-15,326630
2018-02-16,325433
2018-02-17,320056
2018-02-18,312773
2018-02-19,304615
2018-02-20,307215
2018-02-21,311041
2018-02-22,304114
2018-02-23,305685
2018-02-24,314749
2018-02-25,319692
2018-02-26,319202
2018-02-27,327115
2018-02-28,336748
2018-03-01,340653
2018-03-02,340887
2018-03-03,340709
2018-03-04,340709
2018-03-05,348564
2018-03-06,352332
2018-03-07,351646
2018-03-08,348442
2018-03-09,345268
2018-03-10,344633
2018-03-11,347038
2018-03-12,356027
2018-03-13,351562
2018-03-14,354448
2018-03-15,363788
2018-03-16,374028
2018-03-17,383210
2018-03-18,388305
2018-03-19,392543
2018-03-20,403759
2018-03-21,405420
2018-03-23,416351
2018-03-24,424506
2018-03-26,406220
2018-03-27,391517
2018-03-28,381807
2018-03-29,380431
2018-03-30,382214
2018-03-31,390667
2018-04-01,395044
2018-04-02,400887
2018-04-03,405782
2018-04-04,400103
2018-04-05,389427
2018-04-06,401164
2018-04-08,418214
2018-04-09,430650
2018-04-10,449988
2018-04-11,462098
2018-04-12,467782
2018-04-13,467639
2018-04-14,455733
2018-04-16,431146
2018-04-17,437060
2018-04-18,443191
2018-04-19,427407
2018-04-20,412485
2018-04-21,405951
2018-04-22,417954
2018-04-23,413191
2018-04-24,427029
2018-04-25,418067
2018-04-26,418067
2018-04-27,421523
2018-04-28,409524
2018-04-29,408984
2018-04-30,402804
2018-05-01,399243
2018-05-02,403898
2018-05-03,407911
2018-05-04,408521
2018-05-05,403366
2018-05-06,403366
2018-05-07,397448
2018-05-08,390653
2018-05-09,386040
2018-05-10,390315
2018-05-11,408142
2018-05-12,416309
2018-05-13,416367
2018-05-14,418023
2018-05-15,421171
2018-05-16,424500
2018-05-17,432327
2018-05-18,440607
2018-05-19,449745
2018-05-20,461846
2018-05-21,473697
2018-05-22,475675
2018-05-23,480626
2018-05-24,499293
2018-05-25,512159
2018-05-26,515134
2018-05-27,522276
2018-05-28,536778
2018-05-29,550658
2018-05-30,536845
2018-05-31,549010
2018-06-01,542413
2018-06-02,543152
2018-06-03,548367
2018-06-04,552142
2018-06-05,564335
2018-06-06,564676
2018-06-07,560443
2018-06-08,537242
2018-06-09,517674
2018-06-10,499530
2018-06-11,484946
2018-06-12,467186
2018-06-13,446909
2018-06-14,424563
2018-06-15,405771
2018-06-16,389517
2018-06-17,387078
2018-06-18,385502
2018-06-19,392844
2018-06-20,392844
2018-06-21,399522
2018-06-22,405458
2018-06-23,415388
2018-06-24,421638
2018-06-25,429724
2018-06-26,435412
2018-06-27,436109
2018-06-28,432530
2018-06-29,434104
2018-06-30,450327
2018-07-01,461931
2018-07-02,452413
2018-07-03,448375
2018-07-04,438317
2018-07-05,427843
2018-07-06,424686
2018-07-07,423005
2018-07-08,427552
2018-07-09,434227
2018-07-10,444574
2018-07-11,461750
2018-07-12,469066
2018-07-13,468463
2018-07-14,472942
2018-07-15,496590
2018-07-16,517556
2018-07-17,513968
2018-07-18,510857
2018-07-19,506441
2018-07-20,500073
2018-07-21,500157
2018-07-22,482135
2018-07-23,495983
2018-07-24,501945
2018-07-25,507305
2018-07-26,513906
2018-07-27,500624
2018-07-28,492861
2018-07-29,486068
2018-07-30,488843
2018-07-31,500050
2018-08-01,500050
2018-08-02,502342
2018-08-03,496003
2018-08-04,498827
2018-08-05,500483
2018-08-06,498595
2018-08-07,487308
2018-08-08,472096
2018-08-09,459343
2018-08-10,445332
2018-08-11,434043
2018-08-12,437747
2018-08-14,440188
2018-08-16,448807
2018-08-17,453440
2018-08-18,453513
2018-08-19,458455
2018-08-20,467452
2018-08-21,471447
2018-08-22,474003
2018-08-23,477595
2018-08-24,473655
2018-08-25,476233
2018-08-26,482133
2018-08-27,482052
2018-08-28,490279
2018-08-29,495403
2018-08-30,496522
2018-08-31,500082
2018-09-01,503876
2018-09-02,505966
2018-09-03,510707
2018-09-04,510598
2018-09-05,521189
2018-09-06,521189
2018-09-07,527536
2018-09-08,541152
2018-09-09,544026
2018-09-10,561981
2018-09-11,573443
2018-09-12,592546
2018-09-13,610027
2018-09-14,597123
2018-09-15,577958
2018-09-16,564327
2018-09-17,553064
2018-09-18,542045
2018-09-19,550963
2018-09-20,568296
2018-09-21,577328
2018-09-22,577949
2018-09-23,601089
2018-09-24,621272
2018-09-25,620240
2018-09-26,638617
2018-09-27,655302
2018-09-28,651756
2018-09-29,655743
2018-09-30,662370
2018-10-02,674050
2018-10-03,691018
2018-10-04,700823
2018-10-05,706774
2018-10-06,693772
2018-10-07,679739
2018-10-08,661703
2018-10-09,646302
2018-10-10,633344
2018-10-11,628678
2018-10-12,639612
2018-10-13,644844
2018-10-14,641299
2018-10-15,646099
2018-10-16,648394
2018-10-17,634698
2018-10-18,617851
2018-10-19,605001
2018-10-20,603057
2018-10-21,603887
2018-10-22,622656
2018-10-23,625919
2018-10-24,632786
2018-10-25,638189
2018-10-26,644468
2018-10-27,660623
2018-10-28,653059
2018-10-29,658438
2018-10-30,644651
2018-10-31,648035
2018-11-01,646778
2018-11-03,646399
2018-11-04,659919
2018-11-05,665398
2018-11-06,645907
2018-11-07,635215
2018-11-08,628156
2018-11-09,631865
2018-11-10,635937
2018-11-11,636711
2018-11-12,639725
2018-11-13,642534
2018-11-14,643005
2018-11-15,648801
2018-11-16,655439
2018-11-17,652061
2018-11-18,659605
2018-11-19,674211
2018-11-20,692785
2018-11-21,696827
2018-11-22,702887
2018-11-23,715173
2018-11-24,722572
2018-11-25,735637
2018-11-26,734843
2018-11-27,723734
2018-11-28,718216
2018-11-29,703686
2018-12-01,696809
2018-12-02,701491
2018-12-03,717752
2018-12-04,725604
2018-12-05,728494
2018-12-07,681650
2018-12-09,624082
2018-12-10,593564
2018-12-11,563885
2018-12-12,538572
2018-12-13,521614
2018-12-14,504832
2018-12-15,491012
2018-12-16,468126
2018-12-17,453608
2018-12-18,437517
2018-12-19,415641
2018-12-20,394858
2018-12-21,375997
2018-12-22,358624
2018-12-23,346573
2018-12-24,340997
2018-12-25,338578
2018-12-26,330796
2018-12-27,327143
2018-12-28,321040
2018-12-29,312198
2018-12-30,297974
2018-12-31,286617
2019-01-01,290608
2019-01-02,301964
2019-01-03,317016
2019-01-04,330052
2019-01-05,344834
2019-01-06,361611
2019-01-08,392392
2019-01-10,396415
2019-01-11,396344
2019-01-12,402122
2019-01-13,410927
2019-01-14,418748
2019-01-15,436140
2019-01-16,446005
2019-01-17,458520
2019-01-18,479168
2019-01-19,493366
2019-01-20,504497
2019-01-21,508983
2019-01-22,506481
2019-01-23,500482
2019-01-24,501596
2019-01-25,498144
2019-01-26,485211
2019-01-27,463382
2019-01-28,460915
2019-01-29,471237
2019-01-30,483834
2019-01-31,483790
2019-02-01,484560
2019-02-02,472768
2019-02-03,454728
2019-02-04,456424
2019-02-05,455588
2019-02-06,457555
2019-02-07,467234
2019-02-08,475712
2019-02-09,492113
2019-02-10,504362
2019-02-11,507713
2019-02-12,526292
2019-02-13,525070
2019-02-14,519123
2019-02-15,512201
2019-02-16,521060
2019-02-17,521876
2019-02-18,528526
2019-02-19,520846
2019-02-20,521508
2019-02-21,511298
2019-02-22,507694
2019-02-23,497740
2019-02-24,486934
2019-02-25,496776
2019-02-26,497759
2019-02-27,492721
2019-02-28,480364
2019-03-01,476444
2019-03-02,477048
2019-03-03,468631
2019-03-04,480955
2019-03-05,501884
2019-03-06,513651
2019-03-07,516770
2019-03-08,521159
2019-03-09,525760
2019-03-10,524398
2019-03-11,524140
2019-03-12,536479
2019-03-13,542990
2019-03-14,542987
2019-03-15,527861
2019-03-16,530851
2019-03-17,536631
2019-03-18,518053
2019-03-19,514984
2019-03-20,494996
2019-03-21,472866
2019-03-22,453418
2019-03-23,441105
2019-03-24,430881
2019-03-25,428098
2019-03-26,426825
2019-03-27,429475
2019-03-28,425031
2019-03-29,422512
2019-03-30,422512
2019-03-31,415191
2019-04-01,401779
2019-04-02,396763
2019-04-03,390431
2019-04-04,387732
2019-04-05,387593
2019-04-06,394321
2019-04-07,402756
