date_obj,Onyx%20bolt%20tips price
2019-04-02,8402
2019-04-03,8398
2019-04-04,8402
2019-04-05,8394
2019-04-06,8373
2019-04-07,8352
2019-04-08,8343
2019-04-09,8360
2019-04-10,8366
2019-04-11,8373
2019-04-12,8357
2019-04-13,8401
2019-04-14,8429
2019-04-15,8383
2019-04-16,8376
2019-04-17,8381
2019-04-18,8356
2019-04-19,8384
2019-04-20,8366
2019-04-21,8330
2019-04-22,8320
2019-04-23,8320
2019-04-24,8243
2019-04-25,8208
2019-04-26,8257
2019-04-27,8288
2019-04-28,8357
2019-04-29,8388
2019-04-30,8382
2019-05-01,8356
2019-05-02,8318
2019-05-03,8342
2019-05-04,8400
2019-05-05,8421
2019-05-06,8451
2019-05-07,8454
2019-05-08,8443
2019-05-09,8376
2019-05-10,8366
2019-05-11,8394
2019-05-12,8387
2019-05-13,8354
2019-05-14,8341
2019-05-15,8338
2019-05-16,8359
2019-05-17,8359
2019-05-18,8344
2019-05-19,8278
2019-05-20,8298
2019-05-21,8299
2019-05-22,8320
2019-05-23,8331
2019-05-24,8304
2019-05-25,8265
2019-05-26,8275
2019-05-27,8265
2019-05-28,8245
2019-05-29,8258
2019-05-30,8277
2019-05-31,8306
2019-06-01,8313
2019-06-02,8317
2019-06-03,8374
2019-06-04,8407
2019-06-05,8316
2019-06-06,8274
2019-06-07,8267
2019-06-08,8277
2019-06-09,8292
2019-06-10,8289
2019-06-11,8321
2019-06-12,8347
2019-06-13,8291
2019-06-14,8251
2019-06-15,8168
2019-06-16,8248
2019-06-17,8260
2019-06-18,8258
2019-06-19,8238
2019-06-20,8271
2019-06-21,8293
2019-06-22,8266
2019-06-23,8272
2019-06-24,8291
2019-06-25,8276
2019-06-26,8267
2019-06-27,8270
2019-06-28,8263
2019-06-29,8268
2019-06-30,8273
2019-07-01,8268
2019-07-02,8247
2019-07-03,8245
2019-07-04,8263
2019-07-05,8286
2019-07-06,8205
2019-07-07,8207
2019-07-08,8239
2019-07-09,8257
2019-07-10,8265
2019-07-11,8234
2019-07-12,8229
2019-07-13,8217
2019-07-14,8215
2019-07-15,8244
2019-07-16,8264
2019-07-17,8195
2019-07-18,8147
2019-07-19,8157
2019-07-20,8140
2019-07-21,8158
2019-07-22,8185
2019-07-23,8183
2019-07-24,8098
2019-07-25,8120
2019-07-26,8105
2019-07-27,8127
2019-07-28,8137
2019-07-29,8127
2019-07-30,8123
2019-07-31,8143
2019-08-01,8154
2019-08-02,8145
2019-08-03,8157
2019-08-04,8147
2019-08-05,8127
2019-08-06,8110
2019-08-07,8110
2019-08-08,8119
2019-08-09,8118
2019-08-10,8132
2019-08-11,8127
2019-08-12,8131
2019-08-13,8131
2019-08-14,8103
2019-08-15,8117
2019-08-16,8137
2019-08-17,8147
2019-08-18,8165
2019-08-19,8190
2019-08-20,8217
2019-08-21,8224
2019-08-22,8218
2019-08-23,8186
2019-08-24,8172
2019-08-24,8172
2019-08-25,8185
2019-08-25,8185
2019-08-26,8170
2019-08-26,8170
2019-08-27,8178
2019-08-27,8178
2019-08-28,8181
2019-08-29,8168
2019-08-30,8171
2019-08-31,8161
2019-09-01,8159
2019-09-02,8159
2019-09-03,8148
2019-09-04,8098
2019-09-05,8116
2019-09-06,8108
2019-09-07,8129
2019-09-08,8131
2019-09-09,8141
2019-09-10,8132
2019-09-11,8117
2019-09-12,8122
2019-09-13,8127
2019-09-14,8136
2019-09-15,8162
2019-09-16,8181
2019-09-17,8170
2019-09-18,8152
2019-09-19,8179
2019-09-20,8212
2019-09-21,8232
2019-09-22,8217
2019-09-23,8174
2019-09-24,8151
2019-09-25,8125
2019-09-26,8122
2019-09-27,8101
2019-09-28,8113
2019-09-29,8131
2019-09-30,8145
2019-10-01,8134
2019-10-02,8133
2019-10-03,8131
2019-10-04,8133
2019-10-05,8126
2019-10-06,8130
2019-10-07,8138
2019-10-08,8121
2019-10-09,8041
2019-10-10,8017
2019-10-11,8042
2019-10-12,8031
2019-10-13,8037
2019-10-14,8063
2019-10-15,8095
2019-10-16,8113
2019-10-17,8115
2019-10-18,8103
2019-10-19,8073
2019-10-20,8064
2019-10-21,8055
2019-10-22,8037
2019-10-23,8033
2019-10-24,7976
2019-10-25,8004
2019-10-26,8006
2019-10-27,7997
2019-10-28,7988
2019-10-29,8002
2019-10-30,8007
2019-10-31,8019
2019-11-01,8017
2019-11-02,8019
2019-11-03,8033
2019-11-04,8046
2019-11-05,8058
2019-11-06,8072
2019-11-07,8071
2019-11-08,8045
2019-11-09,7906
2019-11-10,7948
2019-11-11,7990
2019-11-12,8013
2019-11-13,8020
2019-11-14,8017
2019-11-15,8010
2019-11-16,8009
2019-11-17,8003
2019-11-18,7976
2019-11-19,7946
2019-11-20,7870
2019-11-21,7894
2019-11-22,7921
2019-11-23,7951
2019-11-24,7970
2019-11-25,7969
2019-11-26,7958
2019-11-27,7947
2019-11-28,7960
2019-11-29,7960
2019-11-30,7960
2019-12-01,7966
2019-12-02,7973
2019-12-03,7940
2019-12-04,7846
2019-12-05,7878
2019-12-06,7884
2019-12-07,7865
2019-12-08,7873
2019-12-09,7858
2019-12-10,7861
2019-12-11,7786
2019-12-12,7819
2019-12-13,7832
2019-12-14,7854
2019-12-15,7900
2019-12-16,7913
2019-12-17,7923
2019-12-18,7931
2019-12-19,7956
2019-12-20,7985
2019-12-21,7920
2019-12-22,7933
2019-12-23,7953
2019-12-24,7973
2019-12-25,8007
2019-12-26,8010
2019-12-27,7939
2019-12-28,7894
2019-12-29,7892
2019-12-30,7892
2019-12-31,7901
2020-01-01,7928
2020-01-02,7947
2020-01-03,7956
2020-01-04,7939
2020-01-05,7956
2020-01-06,7929
2020-01-07,7934
2020-01-08,7943
2020-01-09,7963
2020-01-10,7985
2020-01-11,7999
2020-01-12,8003
2020-01-13,8003
2020-01-14,8020
2020-01-15,8040
2020-01-16,8052
2020-01-17,8084
2020-01-18,8075
2020-01-19,8087
2020-01-20,8088
2020-01-21,8071
2020-01-22,8025
2020-01-23,8030
2020-01-24,8031
2020-01-25,8044
2020-01-26,8045
2020-01-27,8059
2020-01-28,8071
2020-01-29,8073
2020-01-30,8080
2020-01-31,8077
2020-02-01,8063
2020-02-02,8082
2020-02-03,8077
2020-02-04,8088
2020-02-05,8092
2020-02-06,8046
2020-02-07,7976
2020-02-08,8030
2020-02-09,8092
2020-02-10,8104
2020-02-11,8108
2020-02-12,8096
2020-02-13,8071
2020-02-14,8058
2020-02-15,8101
2020-02-16,8109
2020-02-17,8111
2020-02-18,8084
2020-02-19,8055
2020-02-20,8087
2020-02-21,8095
2020-02-22,8091
2020-02-23,8116
2020-02-24,8094
2020-02-25,8107
2020-02-26,8132
2020-02-27,8138
2020-02-28,8177
2020-02-29,8184
2020-03-01,8200
2020-03-02,8140
2020-03-03,8108
2020-03-04,8098
2020-03-05,8106
2020-03-06,8107
2020-03-07,8112
2020-03-08,8105
2020-03-09,8110
2020-03-10,8128
2020-03-11,8128
2020-03-12,8111
2020-03-13,8106
2020-03-14,8110
2020-03-15,8122
2020-03-16,8123
2020-03-17,8147
2020-03-18,8150
2020-03-19,8158
2020-03-20,8155
2020-03-21,8157
2020-03-22,8121
2020-03-23,8125
2020-03-24,8135
2020-03-25,8152
2020-03-26,8165
2020-03-27,8172
2020-03-28,8210
2020-03-29,8246
2020-03-30,8242
2020-03-31,8230
2020-04-01,8211
2020-04-02,8230
2020-04-03,8236
2020-04-04,8238
2020-04-05,8250
2020-04-06,8240
2020-04-07,8222
2020-04-08,8228
2020-04-09,8233
2020-04-10,8240
2020-04-11,8276
2020-04-12,8287
2020-04-13,8282
2020-04-14,8248
2020-04-15,8247
2020-04-16,8267
2020-04-17,8284
2020-04-18,8348
2020-04-19,8342
2020-04-20,8303
2020-04-21,8315
2020-04-22,8363
2020-04-23,8365
2020-04-24,8353
2020-04-25,8307
2020-04-26,8303
2020-04-27,8223
2020-04-28,8205
2020-04-29,8229
2020-04-30,8272
2020-05-01,8369
2020-05-02,8430
2020-05-03,8381
2020-05-04,8304
2020-05-05,8294
2020-05-06,8326
2020-05-07,8285
2020-05-08,8219
2020-05-09,8251
2020-05-10,8305
2020-05-11,8354
2020-05-12,8311
2020-05-13,8281
