date_obj,Pirate%20bandana%20(blue) price
2015-02-25,7100
2015-02-26,7100
2015-02-27,7100
2015-02-28,7100
2015-03-01,7100
2015-03-02,7100
2015-03-03,7100
2015-03-04,7100
2015-03-05,7100
2015-03-06,7100
2015-03-07,7100
2015-03-08,7100
2015-03-09,7100
2015-03-10,7100
2015-03-11,7100
2015-03-12,7100
2015-03-13,7100
2015-03-14,7100
2015-03-15,7100
2015-03-16,7100
2015-03-17,7100
2015-03-18,7100
2015-03-19,7100
2015-03-20,7100
2015-03-21,7100
2015-03-22,7100
2015-03-23,7100
2015-03-24,7100
2015-03-25,7100
2015-03-26,7100
2015-03-27,7100
2015-03-28,7100
2015-03-29,7100
2015-03-30,7100
2015-03-31,7100
2015-04-01,6763
2015-04-02,6763
2015-04-03,6763
2015-04-04,6763
2015-04-05,6763
2015-04-06,6763
2015-04-07,6763
2015-04-08,6763
2015-04-09,6763
2015-04-10,6763
2015-04-11,6763
2015-04-12,6763
2015-04-13,6763
2015-04-14,6763
2015-04-15,6763
2015-04-16,6763
2015-04-17,6763
2015-04-18,6763
2015-04-19,6763
2015-04-20,6763
2015-04-21,6763
2015-04-22,6763
2015-04-23,6763
2015-04-24,6763
2015-04-25,6763
2015-04-26,6763
2015-04-27,6763
2015-04-28,6763
2015-04-29,6763
2015-04-30,6763
2015-05-01,6763
2015-05-02,6763
2015-05-03,6427
2015-05-04,6427
2015-05-05,6427
2015-05-06,6427
2015-05-07,6427
2015-05-08,6427
2015-05-09,6427
2015-05-10,6427
2015-05-11,6427
2015-05-12,6427
2015-05-13,6427
2015-05-14,6427
2015-05-15,6427
2015-05-16,6427
2015-05-17,6427
2015-05-18,6427
2015-05-19,6427
2015-05-20,6427
2015-05-21,6427
2015-05-22,6427
2015-05-23,6427
2015-05-24,6427
2015-05-25,6427
2015-05-26,6427
2015-05-27,6427
2015-05-28,6114
2015-05-29,6114
2015-05-30,6114
2015-05-31,6114
2015-06-01,6114
2015-06-02,6114
2015-06-03,6114
2015-06-04,6114
2015-06-05,6114
2015-06-06,6114
2015-06-07,6114
2015-06-08,6114
2015-06-09,6114
2015-06-10,6114
2015-06-11,6114
2015-06-12,6114
2015-06-13,6114
2015-06-14,6114
2015-06-15,6114
2015-06-16,6114
2015-06-17,6114
2015-06-18,6114
2015-06-19,6114
2015-06-20,6114
2015-06-21,6114
2015-06-22,5815
2015-06-23,5815
2015-06-24,5815
2015-06-25,5815
2015-06-26,5815
2015-06-27,5815
2015-06-28,5815
2015-06-29,5815
2015-06-30,5815
2015-07-01,5815
2015-07-02,5815
2015-07-03,5815
2015-07-04,5815
2015-07-05,5815
2015-07-06,5815
2015-07-07,5815
2015-07-08,5815
2015-07-09,5815
2015-07-10,5815
2015-07-11,5815
2015-07-12,5815
2015-07-13,5815
2015-07-14,5815
2015-07-15,5569
2015-07-16,5569
2015-07-17,5569
2015-07-18,5569
2015-07-19,5569
2015-07-20,5569
2015-07-21,5569
2015-07-22,5569
2015-07-23,5569
2015-07-24,5569
2015-07-25,5569
2015-07-26,5569
2015-07-27,5569
2015-07-28,5569
2015-07-29,5569
2015-07-30,5569
2015-07-31,5569
2015-08-01,5569
2015-08-02,5569
2015-08-03,5569
2015-08-04,5569
2015-08-05,5569
2015-08-06,5569
2015-08-07,5305
2015-08-08,5305
2015-08-09,5305
2015-08-10,5305
2015-08-11,5305
2015-08-12,5305
2015-08-13,5305
2015-08-14,5305
2015-08-15,5305
2015-08-16,5305
2015-08-17,5305
2015-08-18,5305
2015-08-19,5305
2015-08-20,5305
2015-08-21,5305
2015-08-22,5305
2015-08-23,5305
2015-08-24,5305
2015-08-25,5305
2015-08-26,5305
2015-08-27,5056
2015-08-28,5056
2015-08-29,5056
2015-08-30,5056
2015-08-31,5056
2015-09-01,5056
2015-09-02,5056
2015-09-03,5056
2015-09-04,5056
2015-09-05,5056
2015-09-06,5056
2015-09-07,5056
2015-09-08,5056
2015-09-09,5056
2015-09-10,5056
2015-09-11,5056
2015-09-12,5056
2015-09-13,5056
2015-09-14,5056
2015-09-15,5056
2015-09-16,4812
2015-09-17,4812
2015-09-18,4812
2015-09-19,4812
2015-09-20,4812
2015-09-21,4812
2015-09-22,4812
2015-09-23,4812
2015-09-24,4812
2015-09-25,4812
2015-09-26,4812
2015-09-27,4812
2015-09-28,4812
2015-09-29,4812
2015-09-30,4812
2015-10-01,4812
2015-10-02,4812
2015-10-03,4812
2015-10-04,4812
2015-10-05,4812
2015-10-06,4812
2015-10-07,4812
2015-10-08,4812
2015-10-09,4812
2015-10-10,4812
2015-10-11,4812
2015-10-12,4574
2015-10-13,4574
2015-10-14,4574
2015-10-15,4574
2015-10-16,4574
2015-10-17,4574
2015-10-18,4574
2015-10-19,4574
2015-10-20,4574
2015-10-21,4574
2015-10-22,4574
2015-10-23,4574
2015-10-24,4574
2015-10-25,4574
2015-10-26,4574
2015-10-27,4574
2015-10-28,4574
2015-10-29,4574
2015-10-30,4574
2015-10-31,4574
2015-11-01,4574
2015-11-02,4574
2015-11-03,4574
2015-11-04,4574
2015-11-05,4574
2015-11-06,4574
2015-11-07,4574
2015-11-08,4574
2015-11-09,4574
2015-11-10,4574
2015-11-11,4574
2015-11-12,4351
2015-11-13,4351
2015-11-14,4351
2015-11-15,4351
2015-11-16,4351
2015-11-17,4351
2015-11-18,4351
2015-11-19,4351
2015-11-20,4351
2015-11-21,4351
2015-11-22,4351
2015-11-23,4351
2015-11-24,4351
2015-11-25,4351
2015-11-26,4351
2015-11-27,4351
2015-11-28,4351
2015-11-29,4351
2015-11-30,4351
2015-12-01,4351
2015-12-02,4351
2015-12-03,4351
2015-12-04,4351
2015-12-05,4351
2015-12-06,4351
2015-12-07,4351
2015-12-08,4351
2015-12-09,4351
2015-12-10,4164
2015-12-11,4164
2015-12-12,4164
2015-12-13,4164
2015-12-14,4164
2015-12-15,4164
2015-12-16,4164
2015-12-17,4164
2015-12-18,4164
2015-12-19,4164
2015-12-20,4164
2015-12-21,4164
2015-12-22,4164
2015-12-23,4164
2015-12-24,4164
2015-12-25,4164
2015-12-26,4164
2015-12-27,4164
2015-12-28,4164
2015-12-29,4164
2015-12-30,4164
2015-12-31,4164
2016-01-01,4164
2016-01-02,4164
2016-01-03,4164
2016-01-04,3963
2016-01-05,3963
2016-01-06,3963
2016-01-07,3963
2016-01-08,3963
2016-01-09,3963
2016-01-10,3963
2016-01-11,3963
2016-01-12,3963
2016-01-13,3963
2016-01-14,3963
2016-01-15,3963
2016-01-16,3963
2016-01-17,3963
2016-01-18,3963
2016-01-19,3963
2016-01-20,3963
2016-01-21,3963
2016-01-22,3963
2016-01-23,3963
2016-01-24,3963
2016-01-25,3963
2016-01-26,3963
2016-01-27,3766
2016-01-28,3766
2016-01-29,3766
2016-01-30,3766
2016-01-31,3766
2016-02-01,3766
2016-02-02,3766
2016-02-03,3766
2016-02-04,3766
2016-02-05,3766
2016-02-06,3766
2016-02-07,3766
2016-02-08,3766
2016-02-09,3766
2016-02-10,3766
2016-02-11,3766
2016-02-12,3766
2016-02-13,3766
2016-02-14,3766
2016-02-15,3766
2016-02-16,3766
2016-02-17,3766
2016-02-18,3766
2016-02-19,3766
2016-02-20,3766
2016-02-21,3582
2016-02-22,3582
2016-02-23,3582
2016-02-24,3582
2016-02-25,3582
2016-02-26,3582
2016-02-27,3582
2016-02-28,3582
2016-02-29,3582
