date_obj,Iron%20platelegs%20(g) price
2018-02-01,70925
2018-02-02,70925
2018-02-03,71511
2018-02-04,73461
2018-02-05,73461
2018-02-06,74017
2018-02-07,72830
2018-02-08,72830
2018-02-09,72441
2018-02-10,72441
2018-02-11,73157
2018-02-12,74530
2018-02-13,74530
2018-02-14,72900
2018-02-15,72900
2018-02-16,71495
2018-02-17,70646
2018-02-18,70646
2018-02-19,69774
2018-02-20,69774
2018-02-21,70211
2018-02-22,70211
2018-02-23,71938
2018-02-24,71938
2018-02-25,73514
2018-02-26,73514
2018-02-27,74209
2018-02-28,74209
2018-03-01,74996
2018-03-02,74709
2018-03-03,71732
2018-03-04,71732
2018-03-05,68793
2018-03-06,66482
2018-03-07,64283
2018-03-08,64283
2018-03-09,61848
2018-03-10,61848
2018-03-11,61449
2018-03-12,60599
2018-03-13,60599
2018-03-14,62079
2018-03-15,62079
2018-03-16,64345
2018-03-17,64040
2018-03-18,64040
2018-03-19,64523
2018-03-20,63371
2018-03-21,63371
2018-03-23,63016
2018-03-24,63833
2018-03-25,65249
2018-03-26,65249
2018-03-27,65989
2018-03-28,65989
2018-03-29,66893
2018-03-30,66893
2018-03-31,68829
2018-04-01,68829
2018-04-02,69944
2018-04-03,69756
2018-04-04,68337
2018-04-05,68337
2018-04-06,68703
2018-04-07,68703
2018-04-08,69123
2018-04-09,69598
2018-04-10,69598
2018-04-11,69824
2018-04-12,70145
2018-04-13,70145
2018-04-14,70609
2018-04-15,69241
2018-04-16,69241
2018-04-17,67288
2018-04-18,67288
2018-04-19,65979
2018-04-20,66332
2018-04-21,67165
2018-04-22,67165
2018-04-23,67265
2018-04-24,67265
2018-04-25,65850
2018-04-26,65850
2018-04-27,64658
2018-04-28,65486
2018-04-29,66116
2018-04-30,66924
2018-05-01,66931
2018-05-04,66551
2018-05-05,66122
2018-05-06,66122
2018-05-07,66326
2018-05-08,66326
2018-05-09,65977
2018-05-10,64597
2018-05-11,64597
2018-05-12,62727
2018-05-13,62727
2018-05-14,60888
2018-05-15,60888
2018-05-16,60294
2018-05-17,60294
2018-05-18,59726
2018-05-19,58752
2018-05-20,58752
2018-05-21,57364
2018-05-22,57364
2018-05-23,55141
2018-05-24,55141
2018-05-25,55462
2018-05-26,56658
2018-05-27,56658
2018-05-28,57252
2018-05-29,56863
2018-05-30,56863
2018-05-31,55772
2018-06-01,55772
2018-06-02,55122
2018-06-03,55122
2018-06-04,55644
2018-06-05,57425
2018-06-06,58755
2018-06-07,58755
2018-06-08,59424
2018-06-09,59424
2018-06-10,59117
2018-06-11,59117
2018-06-12,59134
2018-06-13,59250
2018-06-14,60262
2018-06-15,60262
2018-06-16,61550
2018-06-17,60961
2018-06-18,61575
2018-06-19,61575
2018-06-20,60791
2018-06-21,58978
2018-06-22,57123
2018-06-23,57123
2018-06-24,55905
2018-06-25,54865
2018-06-26,54865
2018-06-27,55912
2018-06-28,56596
2018-06-29,56596
2018-06-30,56113
2018-07-01,56113
2018-07-02,56881
2018-07-03,56881
2018-07-04,57883
2018-07-05,57883
2018-07-06,57809
2018-07-07,57809
2018-07-08,56270
2018-07-09,54229
2018-07-10,54229
2018-07-11,53299
2018-07-12,53299
2018-07-13,52509
2018-07-14,52040
2018-07-15,52040
2018-07-16,53056
2018-07-17,52364
2018-07-18,52364
2018-07-19,50816
2018-07-20,50816
2018-07-21,50626
2018-07-22,50807
2018-07-23,51175
2018-07-24,51175
2018-07-25,50671
2018-07-26,50258
2018-07-27,50019
2018-07-28,50019
2018-07-29,50036
2018-07-30,50036
2018-07-31,50848
2018-08-01,50848
2018-08-02,51689
2018-08-03,51689
2018-08-04,52258
2018-08-05,52258
2018-08-06,52239
2018-08-07,52239
2018-08-08,51079
2018-08-09,51079
2018-08-10,53416
2018-08-11,53774
2018-08-12,54639
2018-08-14,53738
2018-08-16,52914
2018-08-17,52099
2018-08-18,52099
2018-08-19,51854
2018-08-20,51877
2018-08-21,51877
2018-08-22,52168
2018-08-23,52168
2018-08-24,53507
2018-08-25,52646
2018-08-26,52646
2018-08-27,51483
2018-08-28,49901
2018-08-29,49363
2018-08-30,49363
2018-08-31,50613
2018-09-01,52148
2018-09-02,54190
2018-09-03,56335
2018-09-04,56716
2018-09-05,57190
2018-09-06,57190
2018-09-07,57011
2018-09-08,54939
2018-09-09,54939
2018-09-10,53936
2018-09-11,53936
2018-09-12,53864
2018-09-13,53443
2018-09-14,54975
2018-09-15,54822
2018-09-16,54822
2018-09-17,53635
2018-09-18,52992
2018-09-19,52992
2018-09-20,52815
2018-09-21,52313
2018-09-22,52555
2018-09-23,53887
2018-09-24,54732
2018-09-25,54732
2018-09-26,55714
2018-09-27,55714
2018-09-28,56114
2018-09-29,56114
2018-09-30,57141
2018-10-02,58934
2018-10-03,60573
2018-10-04,60573
2018-10-05,60904
2018-10-06,61541
2018-10-07,61541
2018-10-08,61794
2018-10-09,61206
2018-10-10,61899
2018-10-11,63235
2018-10-12,63235
2018-10-13,61982
2018-10-14,61982
2018-10-15,60275
2018-10-16,60137
2018-10-17,59136
2018-10-18,58299
2018-10-19,57401
2018-10-20,57401
2018-10-21,58325
2018-10-22,57869
2018-10-23,57869
2018-10-24,57311
2018-10-25,57644
2018-10-26,57644
2018-10-27,56299
2018-10-28,53766
2018-10-29,53766
2018-10-30,52872
2018-10-31,54543
2018-11-01,56568
2018-11-03,59125
2018-11-04,60928
2018-11-05,62993
2018-11-06,64498
2018-11-07,66401
2018-11-08,66820
2018-11-09,66157
2018-11-10,65920
2018-11-11,65197
2018-11-12,65113
2018-11-13,66310
2018-11-14,65474
2018-11-15,64711
2018-11-16,65005
2018-11-17,66093
2018-11-18,66489
2018-11-19,66844
2018-11-20,67314
2018-11-21,68094
2018-11-22,68913
2018-11-23,68985
2018-11-24,68586
2018-11-25,66570
2018-11-26,67081
2018-11-27,66654
2018-11-28,65655
2018-11-29,63358
2018-12-01,62066
2018-12-02,60252
2018-12-03,60252
2018-12-04,58430
2018-12-05,55959
2018-12-07,51802
2018-12-09,49915
2018-12-10,48408
2018-12-11,47309
2018-12-12,46325
2018-12-13,44811
2018-12-14,43611
2018-12-15,42590
2018-12-16,42333
2018-12-17,42664
2018-12-18,43598
2018-12-19,45233
2018-12-20,46107
2018-12-21,47253
2018-12-22,49083
2018-12-23,51462
2018-12-24,53971
2018-12-25,55820
2018-12-26,57715
2018-12-27,60576
2018-12-28,63305
2018-12-29,66470
2018-12-30,69794
2018-12-31,73284
2019-01-01,76408
2019-01-02,80173
2019-01-03,82989
2019-01-04,80943
2019-01-05,79447
2019-01-06,77431
2019-01-08,71297
2019-01-10,66035
2019-01-11,66149
2019-01-12,65291
2019-01-13,63304
2019-01-14,61698
2019-01-15,59012
2019-01-16,56294
2019-01-17,54503
2019-01-18,53213
2019-01-19,51878
2019-01-20,51351
2019-01-21,50441
2019-01-22,48649
2019-01-23,47385
2019-01-24,45849
2019-01-25,44471
2019-01-26,43708
2019-01-27,43227
2019-01-28,45017
2019-01-29,46667
2019-01-30,48004
2019-01-31,48004
2019-02-01,49735
2019-02-02,51906
2019-02-03,52977
2019-02-04,52977
2019-02-05,53809
2019-02-06,53616
2019-02-07,53224
2019-02-08,52913
2019-02-09,51996
2019-02-10,49842
2019-02-11,47704
2019-02-12,45695
2019-02-13,43845
2019-02-14,43845
2019-02-15,42783
2019-02-16,42441
2019-02-17,43015
2019-02-18,43609
2019-02-19,42677
2019-02-20,42189
2019-02-21,41478
2019-02-22,40642
2019-02-23,39769
2019-02-24,38685
2019-02-25,38867
2019-02-26,39391
2019-02-27,40462
2019-02-28,40863
2019-03-01,40529
2019-03-02,39790
2019-03-03,38460
2019-03-04,38126
2019-03-05,38152
2019-03-06,38326
2019-03-07,39103
2019-03-08,39103
2019-03-09,39535
2019-03-10,39206
2019-03-11,39580
2019-03-12,39025
2019-03-13,39025
2019-03-14,38704
2019-03-15,38592
2019-03-16,39458
2019-03-17,40041
2019-03-18,41240
2019-03-19,41913
2019-03-20,42814
2019-03-21,43524
2019-03-22,43895
2019-03-23,44620
2019-03-24,45483
2019-03-25,45483
2019-03-26,47328
2019-03-27,47328
2019-03-28,48157
2019-03-29,48752
2019-03-30,48752
