date_obj,Iron%20platelegs%20(g) price
2015-03-26,151692
2015-03-27,151692
2015-03-28,144107
2015-03-29,136911
2015-03-30,130723
2015-03-31,124871
2015-04-01,119473
2015-04-02,113900
2015-04-03,108205
2015-04-04,102794
2015-04-05,98325
2015-04-06,94072
2015-04-07,89832
2015-04-08,85980
2015-04-09,82284
2015-04-10,78169
2015-04-11,74566
2015-04-12,72004
2015-04-13,68815
2015-04-14,68815
2015-04-15,66422
2015-04-16,63877
2015-04-17,61149
2015-04-18,58294
2015-04-19,55811
2015-04-20,55811
2015-04-21,53020
2015-04-22,50630
2015-04-23,49009
2015-04-24,47505
2015-04-25,46371
2015-04-26,44835
2015-04-27,44262
2015-04-28,45768
2015-04-29,45768
2015-04-30,47482
2015-05-01,48067
2015-05-02,49839
2015-05-03,49839
2015-05-04,51515
2015-05-05,51515
2015-05-06,52868
2015-05-07,54427
2015-05-08,54427
2015-05-09,55914
2015-05-10,57495
2015-05-11,57495
2015-05-12,58861
2015-05-13,58861
2015-05-14,60450
2015-05-15,60450
2015-05-16,59454
2015-05-17,58194
2015-05-18,57277
2015-05-19,57277
2015-05-20,55994
2015-05-21,55994
2015-05-22,54027
2015-05-23,51681
2015-05-24,49292
2015-05-25,47044
2015-05-26,45068
2015-05-27,43036
2015-05-28,41463
2015-05-29,41463
2015-05-30,40551
2015-05-31,40551
2015-06-01,39794
2015-06-02,39794
2015-06-03,38863
2015-06-04,38863
2015-06-05,39617
2015-06-06,40540
2015-06-07,40540
2015-06-08,40428
2015-06-09,40428
2015-06-10,41149
2015-06-11,41149
2015-06-12,40106
2015-06-13,40627
2015-06-14,40627
2015-06-15,40665
2015-06-16,40665
2015-06-17,42573
2015-06-18,44497
2015-06-19,44497
2015-06-20,46722
2015-06-21,46722
2015-06-22,49059
2015-06-23,49059
2015-06-24,51512
2015-06-25,51512
2015-06-26,54088
2015-06-27,54088
2015-06-28,56793
2015-06-29,56793
2015-06-30,59633
2015-07-01,62507
2015-07-02,62507
2015-07-03,65629
2015-07-04,65629
2015-07-05,68893
2015-07-06,68893
2015-07-07,72338
2015-07-08,75760
2015-07-09,75760
2015-07-10,79286
2015-07-11,79286
2015-07-12,83139
2015-07-13,87044
2015-07-14,87044
2015-07-15,91220
2015-07-16,91220
2015-07-17,95366
2015-07-18,95366
2015-07-19,98918
2015-07-20,101685
2015-07-21,101685
2015-07-22,101262
2015-07-23,101262
2015-07-24,98312
2015-07-25,98312
2015-07-26,94000
2015-07-27,89832
2015-07-28,89832
2015-07-29,85340
2015-07-30,81323
2015-07-31,78291
2015-08-01,74916
2015-08-02,71227
2015-08-03,71227
2015-08-04,67737
2015-08-05,64975
2015-08-06,62302
2015-08-07,62302
2015-08-08,59244
2015-08-09,57404
2015-08-10,55679
2015-08-11,53958
2015-08-12,53958
2015-08-13,53007
2015-08-14,50960
2015-08-15,50960
2015-08-16,48978
2015-08-17,48336
2015-08-18,48336
2015-08-19,47040
2015-08-20,47040
2015-08-21,46934
2015-08-22,46555
2015-08-23,46555
2015-08-24,45932
2015-08-25,45932
2015-08-26,46025
2015-08-27,46261
2015-08-28,46261
2015-08-29,48563
2015-08-30,48563
2015-08-31,50992
2015-09-01,50823
2015-09-02,50823
2015-09-03,51348
2015-09-04,53086
2015-09-05,53086
2015-09-06,55636
2015-09-07,58232
2015-09-08,58232
2015-09-09,61144
2015-09-10,61144
2015-09-11,64202
2015-09-12,64202
2015-09-13,66616
2015-09-14,66616
2015-09-15,66961
2015-09-16,66961
2015-09-17,65404
2015-09-18,65404
2015-09-19,62393
2015-09-20,59728
2015-09-21,59728
2015-09-22,58249
2015-09-23,57120
2015-09-24,57120
2015-09-25,56467
2015-09-27,57531
2015-09-28,58243
2015-09-29,58243
2015-09-30,60438
2015-10-05,62247
2015-10-06,60709
2015-10-07,60709
2015-10-08,60814
2015-10-09,61301
2015-10-10,61301
2015-10-11,60928
2015-10-12,60928
2015-10-13,61269
2015-10-14,61269
2015-10-15,61140
2015-10-16,61140
2015-10-17,60955
2015-10-18,60955
2015-10-19,59687
2015-10-20,59077
2015-10-22,58822
2015-10-23,61118
2015-10-24,61118
2015-10-25,63510
2015-10-26,66042
2015-10-27,66042
2015-10-29,69085
2015-10-30,72166
2015-10-31,75226
2015-11-01,75226
2015-11-02,78277
2015-11-03,78277
2015-11-04,81482
2015-11-05,81482
2015-11-06,81707
2015-11-07,82298
2015-11-08,82298
2015-11-09,82298
2015-11-10,82717
2015-11-11,82717
2015-11-12,86095
2015-11-13,86095
2015-11-14,88925
2015-11-15,92620
2015-11-16,92620
2015-11-17,96842
2015-11-18,96842
2015-11-19,101056
2015-11-20,101056
2015-11-21,104539
2015-11-22,107279
2015-11-23,107279
2015-11-24,109317
2015-11-25,110869
2015-11-26,110869
2015-11-27,110347
2015-11-28,110347
2015-11-29,107286
2015-11-30,107286
2015-12-01,106708
2015-12-02,106708
2015-12-03,102930
2015-12-04,102930
2015-12-05,100369
2015-12-06,97820
2015-12-07,97820
2015-12-08,96646
2015-12-09,97099
2015-12-10,97099
2015-12-11,96685
2015-12-12,96685
2015-12-13,94244
2015-12-14,94244
2015-12-15,93154
2015-12-16,93154
2015-12-17,91257
2015-12-18,91257
2015-12-19,89581
2015-12-20,89842
2015-12-21,89842
2015-12-22,88451
2015-12-23,86989
2015-12-24,86989
2015-12-25,83817
2015-12-26,83817
2015-12-27,82462
2015-12-28,82462
2015-12-29,80505
2015-12-30,80505
2015-12-31,80556
2016-01-01,80556
2016-01-02,78221
2016-01-03,77822
2016-01-04,77588
2016-01-05,77588
2016-01-06,77082
2016-01-07,77082
2016-01-08,76344
2016-01-09,76344
2016-01-10,72559
2016-01-11,72559
2016-01-12,69840
2016-01-13,69840
2016-01-14,67522
2016-01-15,67522
2016-01-16,65252
2016-01-17,65252
2016-01-18,64048
2016-01-19,64048
2016-01-20,63034
2016-01-21,63034
2016-01-22,62962
2016-01-23,62962
2016-01-24,62774
2016-01-25,62793
2016-01-26,62793
2016-01-27,62065
2016-01-28,62065
2016-01-29,60744
2016-01-30,60744
2016-01-31,58723
2016-02-01,57465
2016-02-02,57465
2016-02-03,57666
2016-02-04,57666
2016-02-05,57603
2016-02-06,57974
2016-02-07,57974
2016-02-08,56687
2016-02-09,56687
2016-02-10,57834
2016-02-11,57834
2016-02-12,60244
2016-02-13,61770
2016-02-14,61770
2016-02-15,62171
2016-02-16,62171
2016-02-17,63638
2016-02-18,63638
2016-02-19,65747
2016-02-20,65747
2016-02-21,68121
2016-02-22,68121
2016-02-23,71474
2016-02-24,71474
2016-02-25,74434
2016-02-26,74434
2016-02-27,77961
2016-02-28,77961
2016-02-29,81098
2016-03-01,84740
2016-03-02,84740
2016-03-03,88939
2016-03-04,88939
2016-03-05,91698
2016-03-06,92878
2016-03-07,92878
2016-03-08,93519
2016-03-09,95023
2016-03-10,96175
2016-03-11,96175
2016-03-12,96358
2016-03-13,96358
2016-03-14,96015
2016-03-15,96286
2016-03-16,96820
2016-03-17,96820
2016-03-18,94702
2016-03-19,93176
2016-03-20,95930
2016-03-21,95930
2016-03-22,97084
2016-03-23,96938
2016-03-24,96938
2016-03-25,95957
2016-03-26,95167
2016-03-27,95167
2016-03-28,94552
2016-03-29,94287
2016-03-30,94287
2016-03-31,95040
2016-04-01,95040
2016-04-02,92085
2016-04-03,89532
2016-04-04,89532
2016-04-05,87395
2016-04-06,84158
2016-04-07,84158
2016-04-08,80535
2016-04-09,78915
2016-04-10,77962
2016-04-11,77962
2016-04-12,77147
2016-04-13,77147
2016-04-14,76084
2016-04-15,74885
2016-04-16,74885
2016-04-17,72997
2016-04-18,72116
2016-04-19,72116
2016-04-20,73700
2016-04-21,73700
2016-04-22,74478
2016-04-23,74022
2016-04-24,74022
2016-04-25,73511
2016-04-26,73511
2016-04-27,73479
2016-04-28,73479
2016-04-29,74658
2016-04-30,75010
2016-05-01,75010
2016-05-02,73964
2016-05-03,73251
2016-05-04,73251
2016-05-05,73527
2016-05-06,73527
2016-05-07,73350
2016-05-08,73350
2016-05-09,74057
2016-05-10,74679
2016-05-11,74679
2016-05-12,74335
2016-05-13,74792
2016-05-14,74792
2016-05-15,75805
2016-05-16,75805
2016-05-17,78920
2016-05-18,82225
2016-05-19,82225
2016-05-22,90044
2016-05-23,94321
2016-05-24,97681
2016-05-25,97681
2016-05-26,98604
2016-05-27,103006
2016-05-28,103006
2016-05-29,108157
2016-05-30,108157
2016-05-31,113410
2016-06-01,118136
2016-06-02,118136
2016-06-03,124043
2016-06-04,129628
2016-06-05,129628
2016-06-06,131736
2016-06-07,131736
2016-06-08,135979
2016-06-09,140329
2016-06-10,145571
2016-06-11,145571
2016-06-12,152813
2016-06-13,152813
2016-06-14,160454
2016-06-15,160454
2016-06-16,168477
2016-06-17,176252
2016-06-18,176252
2016-06-19,184016
2016-06-20,192727
2016-06-21,201396
2016-06-22,211466
2016-06-23,220985
2016-06-24,220985
2016-06-25,231544
2016-06-26,231544
2016-06-27,241418
2016-06-28,241418
2016-06-29,249900
2016-06-30,252445
2016-07-01,254712
2016-07-02,254712
2016-07-03,257571
2016-07-04,263310
2016-07-05,263310
2016-07-06,269830
2016-07-07,271363
2016-07-08,273096
2016-07-09,270052
2016-07-10,257981
2016-07-11,245150
2016-07-12,234593
2016-07-13,223309
2016-07-14,212143
2016-07-15,201987
2016-07-16,191887
2016-07-17,183013
2016-07-18,173862
2016-07-23,136441
2016-07-24,129618
2016-07-25,123137
2016-07-26,123137
2016-07-27,117355
2016-07-28,113202
2016-07-29,110584
2016-07-30,106679
2016-07-31,106679
2016-08-01,102181
2016-08-02,100110
2016-08-03,95761
2016-08-04,95761
2016-08-05,94098
2016-08-06,93175
2016-08-07,91730
2016-08-08,91730
2016-08-09,90885
2016-08-10,88892
2016-08-11,88892
2016-08-12,85938
2016-08-13,85938
2016-08-14,83151
2016-08-15,82697
2016-08-16,82342
2016-08-17,82342
2016-08-18,83604
2016-08-19,83955
2016-08-20,85511
2016-08-21,85511
2016-08-22,84533
2016-08-23,83687
2016-08-24,83687
2016-08-25,83575
2016-08-26,83575
2016-08-28,83820
2016-08-31,84829
2016-09-01,85638
2016-09-02,85638
2016-09-03,89466
2016-09-04,91903
2016-09-05,91875
2016-09-06,93130
2016-09-07,93793
2016-09-08,93793
2016-09-09,95448
2016-09-10,96898
2016-09-11,96898
2016-09-12,99698
2016-09-13,104020
2016-09-14,104020
2016-09-15,107931
2016-09-16,107931
2016-09-17,109742
2016-09-18,112494
2016-09-19,116400
2016-09-20,116400
2016-09-21,121834
2016-09-22,127211
2016-09-23,127211
2016-09-24,132995
2016-09-25,139522
2016-09-26,139522
2016-09-27,145805
2016-09-28,145805
2016-09-29,153096
2016-09-30,159963
2016-10-01,167367
2016-10-02,167367
2016-10-03,175736
2016-10-04,175736
2016-10-05,184523
2016-10-06,193055
2016-10-07,193055
2016-10-08,202708
2016-10-09,202708
2016-10-10,212269
2016-10-11,222392
2016-10-12,222392
2016-10-13,233034
2016-10-14,243821
2016-10-15,255141
2016-10-16,255141
2016-10-17,267899
2016-10-18,267899
2016-10-19,279592
2016-10-20,279592
2016-10-21,292680
2016-10-22,292680
2016-10-23,306078
2016-10-24,320141
2016-10-25,320141
2016-10-26,336149
2016-10-27,336149
2016-10-28,351568
2016-10-29,351568
2016-10-30,369147
2016-10-31,386250
2016-11-01,386250
2016-11-02,405563
2016-11-03,405563
2016-11-04,417447
2016-11-05,417447
2016-11-06,436714
2016-11-07,436714
2016-11-08,450048
2016-11-09,450048
2016-11-10,453801
2016-11-11,453801
2016-11-12,466931
2016-11-13,466931
2016-11-14,480707
2016-12-07,677760
2016-12-08,690349
2016-12-09,690349
2016-12-10,711920
2016-12-11,711920
2016-12-12,710946
2016-12-13,710946
2016-12-14,697281
2016-12-15,697281
2016-12-16,683000
2016-12-17,683000
2016-12-18,676520
2016-12-19,676520
2016-12-20,661713
2016-12-21,642359
2016-12-22,642359
2016-12-23,629619
2016-12-24,629619
2016-12-25,641202
2016-12-26,641202
2016-12-27,638325
2016-12-28,638325
2016-12-29,633232
2016-12-30,633232
2016-12-31,643934
2017-01-01,643934
2017-01-02,623034
2017-01-03,623034
2017-01-04,591981
2017-01-05,591981
2017-01-06,568740
2017-01-07,563231
2017-01-08,563231
2017-01-09,542363
2017-01-10,542363
2017-01-11,520740
2017-01-12,499869
2017-01-13,499869
2017-01-14,479816
2017-01-15,455825
2017-01-16,434841
2017-01-17,414373
2017-01-18,393654
2017-01-19,393654
2017-01-20,375786
2017-01-21,357064
2017-01-22,342256
2017-01-27,277672
2017-01-28,263788
2017-01-29,250598
2017-01-30,250598
2017-01-31,239201
2017-02-01,233478
2017-02-02,225957
2017-02-03,225957
2017-02-04,217284
2017-02-05,208056
2017-02-06,198240
2017-02-07,190973
2017-02-08,186142
2017-02-09,186142
2017-02-10,180833
2017-02-11,176211
2017-02-12,176211
2017-02-13,171970
2017-02-14,167089
2017-02-15,167089
2017-02-16,164690
2017-02-18,164421
2017-02-19,165068
2017-02-20,165068
2017-02-21,161297
2017-02-22,161297
2017-02-23,158439
2017-02-24,158439
2017-02-25,155364
2017-02-26,155364
2017-02-27,152480
2017-02-28,154102
2017-03-01,154814
2017-03-02,156724
2017-03-03,156724
2017-03-04,155761
2017-03-05,155761
2017-03-06,155210
2017-03-07,155210
2017-03-08,159855
2017-03-09,159855
2017-03-10,157870
2017-03-11,160188
2017-03-12,160188
2017-03-13,164765
2017-03-14,171894
2017-03-15,176144
2017-03-16,176144
2017-03-17,174981
2017-03-18,174981
2017-03-19,172810
2017-03-20,166504
2017-03-21,163633
2017-03-22,161147
2017-03-23,156325
2017-03-24,152278
2017-03-25,152278
2017-03-26,148407
2017-03-27,148407
2017-03-28,146682
2017-03-29,147822
2017-03-30,144451
2017-03-31,144079
2017-04-01,142005
2017-04-02,142005
2017-04-03,141429
2017-04-04,144211
2017-04-12,146921
2017-04-13,150446
2017-04-14,150446
2017-04-15,151870
2017-04-16,156613
2017-04-17,156981
2017-04-18,156981
2017-04-19,155283
2017-04-20,155283
2017-04-21,153377
2017-04-22,153377
2017-04-23,157025
2017-04-24,159889
2017-04-25,159466
2017-04-26,159466
2017-04-27,159626
2017-04-28,162820
2017-04-29,165164
2017-04-30,164936
2017-05-01,164936
2017-05-02,165977
2017-05-03,165977
2017-05-04,165153
2017-05-05,165153
2017-05-06,165376
2017-05-07,163630
2017-05-08,163630
2017-05-09,164142
2017-05-10,164142
2017-05-11,166784
2017-05-12,167706
2017-05-13,164060
2017-05-14,164060
2017-05-15,163535
2017-05-16,161476
2017-05-17,161476
2017-05-18,159382
2017-05-19,159382
2017-05-20,152512
2017-05-21,152512
2017-05-22,144887
2017-05-23,139096
2017-05-24,134010
2017-05-25,134010
2017-05-26,130300
2017-05-27,126506
2017-05-28,126506
2017-05-29,123258
2017-05-30,119330
2017-05-31,115753
2017-06-01,116063
2017-06-02,117491
2017-06-03,117491
2017-06-04,116294
2017-06-06,117036
2017-06-07,119940
2017-06-08,119940
2017-06-09,121916
2017-06-10,119019
2017-06-11,120188
2017-06-12,120188
2017-06-13,122071
2017-06-14,122524
2017-06-15,122524
2017-06-16,122645
2017-06-17,122645
2017-06-18,125127
2017-06-19,125127
2017-06-20,126310
2017-06-21,127680
2017-06-22,127680
2017-06-23,129604
2017-06-24,127588
2017-06-25,127588
2017-06-26,129482
2017-06-27,130806
2017-06-28,130806
2017-06-29,131450
2017-06-30,131450
2017-07-01,131991
2017-07-02,131991
2017-07-03,132773
2017-07-04,127691
2017-07-05,127691
2017-07-06,127734
2017-07-07,127734
2017-07-08,125858
2017-07-13,125604
2017-07-14,124241
2017-07-15,124241
2017-07-16,123192
2017-07-17,124971
2017-07-18,124971
2017-07-19,126538
2017-07-20,124400
2017-07-21,124051
2017-07-22,120512
2017-07-23,119942
2017-07-24,119942
2017-07-25,116281
2017-07-26,111813
2017-07-27,109704
2017-07-28,109704
2017-07-29,109359
2017-07-30,111605
2017-07-31,111605
2017-08-01,113240
2017-08-02,115485
2017-08-03,111907
2017-08-04,111907
2017-08-05,110499
2017-08-06,110499
2017-08-09,110775
2017-08-10,107033
2017-08-11,108074
2017-08-12,108074
2017-08-13,108669
2017-08-14,108669
2017-08-15,109405
2017-08-16,109405
2017-08-17,110490
2017-08-18,110490
2017-08-19,108024
2017-08-20,106886
2017-08-21,104056
2017-08-22,102057
2017-08-23,102057
2017-08-24,104792
2017-08-25,104792
2017-08-26,105874
2017-08-27,104461
2017-08-28,104461
2017-08-29,105297
2017-08-30,106189
2017-08-31,106189
2017-09-01,104128
2017-09-02,103356
2017-09-03,103356
2017-09-04,104867
2017-09-05,105478
2017-09-06,105478
2017-09-07,106415
2017-09-08,106415
2017-09-09,107524
2017-09-10,104722
2017-09-11,104722
2017-09-12,105827
2017-09-13,106713
2017-09-14,110727
2017-09-15,110727
2017-09-16,112129
2017-09-17,112790
2017-09-19,116930
2017-09-20,120052
2017-09-21,120052
2017-09-22,124045
2017-09-23,124045
2017-09-24,122485
2017-09-25,122485
2017-09-26,121801
2017-09-27,121801
2017-09-28,119543
2017-09-29,119131
2017-09-30,119131
2017-10-01,117110
2017-10-02,116565
2017-10-03,116565
2017-10-04,115737
2017-10-05,113713
2017-10-06,109102
2017-10-07,109102
2017-10-08,104820
2017-10-09,101696
2017-10-10,98224
2017-10-11,98224
2017-10-12,94736
2017-10-13,91767
2017-10-14,88286
2017-10-15,88286
2017-10-16,84044
2017-10-17,84044
2017-10-18,79841
2017-10-19,76565
2017-10-20,76565
2017-10-21,73211
2017-10-22,71263
2017-10-23,69445
2017-10-24,69445
2017-10-25,68772
2017-10-26,69705
2017-10-27,71271
2017-10-28,71271
2017-10-29,71732
2017-10-30,73460
2017-10-31,75208
2017-11-01,75208
2017-11-02,74852
2017-11-03,74574
2017-11-04,75097
2017-11-05,77281
2017-11-06,77281
2017-11-07,79138
2017-11-08,79138
2017-11-09,80924
2017-11-10,80924
2017-11-11,82547
2017-11-12,85680
2017-11-13,85680
2017-11-14,85365
2017-11-15,85365
2017-11-16,83987
2017-11-17,83196
2017-11-18,83196
2017-11-19,81916
2017-11-20,81916
2017-11-21,80083
2017-11-22,80083
2017-11-23,78991
2017-11-24,78991
2017-11-25,77697
2017-11-26,76839
2017-11-27,76839
2017-11-28,74899
2017-11-29,74899
2017-11-30,75629
2017-12-01,75353
2017-12-02,75353
2017-12-03,75647
2017-12-04,75647
2017-12-05,76980
2017-12-06,78521
2017-12-07,78521
2017-12-08,78410
2017-12-09,78712
2017-12-10,78861
2017-12-11,79542
2017-12-12,79542
2017-12-13,80058
2017-12-14,80058
2017-12-15,77330
2017-12-16,77330
2017-12-17,75199
2017-12-18,72967
2017-12-19,72967
2017-12-20,72914
2017-12-21,73341
2017-12-22,73341
2017-12-23,75123
2017-12-24,75123
2017-12-25,78490
2017-12-26,79468
2017-12-27,81274
2017-12-28,81274
2017-12-29,80466
2017-12-30,81362
2017-12-31,81362
2018-01-01,79586
2018-01-02,76944
2018-01-03,74307
2018-01-04,74307
2018-01-05,72260
2018-01-06,70463
2018-01-07,70463
2018-01-08,68757
2018-01-09,67333
2018-01-10,67333
2018-01-11,68576
2018-01-12,68576
2018-01-13,69203
2018-01-14,69571
2018-01-15,70246
2018-01-16,69343
2018-01-17,68878
2018-01-18,68247
2018-01-19,68247
2018-01-20,67542
2018-01-21,68631
2018-01-22,68780
2018-01-23,68326
2018-01-25,70136
2018-01-26,70136
2018-01-27,71154
2018-01-28,70896
2018-01-29,68401
2018-01-30,69853
2018-01-31,69853
