date_obj,Studded%20body%20(g) price
2019-04-08,46225
2019-04-09,44190
2019-04-10,43242
2019-04-11,41880
2019-04-12,40145
2019-04-13,38868
2019-04-14,38385
2019-04-15,38699
2019-04-16,37765
2019-04-17,35876
2019-04-18,34082
2019-04-19,32421
2019-04-20,31268
2019-04-21,29930
2019-04-22,28537
2019-04-23,28129
2019-04-24,27102
2019-04-25,26144
2019-04-26,25077
2019-04-27,24566
2019-04-28,24084
2019-04-29,23394
2019-04-30,22823
2019-05-01,22479
2019-05-02,22332
2019-05-03,21955
2019-05-04,22211
2019-05-05,22800
2019-05-06,23023
2019-05-07,23465
2019-05-08,23529
2019-05-09,23665
2019-05-10,23321
2019-05-11,23188
2019-05-12,23505
2019-05-13,23938
2019-05-14,24237
2019-05-15,24321
2019-05-16,24141
2019-05-17,24400
2019-05-18,24135
2019-05-19,24579
2019-05-20,25001
2019-05-21,25949
2019-05-22,26481
2019-05-23,27657
2019-05-24,27262
2019-05-25,27376
2019-05-26,28066
2019-05-27,28513
2019-05-28,28950
2019-05-29,28425
2019-05-30,28546
2019-05-31,28546
2019-06-01,28481
2019-06-02,27724
2019-06-03,27540
2019-06-04,27330
2019-06-05,27542
2019-06-06,27706
2019-06-07,28876
2019-06-08,29722
2019-06-09,30578
2019-06-10,30578
2019-06-11,30521
2019-06-12,30411
2019-06-13,30284
2019-06-14,30665
2019-06-15,31917
2019-06-16,31508
2019-06-17,31694
2019-06-18,31408
2019-06-19,30813
2019-06-20,30246
2019-06-21,30228
2019-06-22,30212
2019-06-23,30450
2019-06-24,29627
2019-06-25,29216
2019-06-26,29283
2019-06-27,29116
2019-06-28,29116
2019-06-29,29095
2019-06-30,29071
2019-07-01,29262
2019-07-02,29178
2019-07-03,28301
2019-07-04,28095
2019-07-05,28162
2019-07-06,28088
2019-07-07,27781
2019-07-08,28161
2019-07-09,28910
2019-07-10,30191
2019-07-11,31701
2019-07-12,33160
2019-07-13,33160
2019-07-14,34036
2019-07-15,34036
2019-07-16,34157
2019-07-17,33571
2019-07-18,33237
2019-07-19,32299
2019-07-20,32299
2019-07-21,32079
2019-07-22,32183
2019-07-23,32931
2019-07-24,32931
2019-07-25,32748
2019-07-26,32595
2019-07-27,32143
2019-07-28,31976
2019-07-29,33300
2019-07-30,31993
2019-07-31,31458
2019-08-01,31357
2019-08-02,30989
2019-08-03,31001
2019-08-04,30827
2019-08-05,31106
2019-08-06,31205
2019-08-07,30731
2019-08-08,30997
2019-08-09,30997
2019-08-10,30557
2019-08-11,30549
2019-08-12,29899
2019-08-13,30428
2019-08-14,30137
2019-08-15,30399
2019-08-16,30353
2019-08-17,30353
2019-08-18,30173
2019-08-19,29131
2019-08-20,29261
2019-08-21,29559
2019-08-22,29449
2019-08-23,29449
2019-08-24,29087
2019-08-24,29087
2019-08-25,29087
2019-08-25,29087
2019-08-26,28559
2019-08-26,28559
2019-08-27,28172
2019-08-27,28172
2019-08-28,27602
2019-08-29,26853
2019-08-30,26125
2019-08-31,26125
2019-09-01,25671
2019-09-02,25671
2019-09-03,25412
2019-09-04,25276
2019-09-05,25997
2019-09-06,25997
2019-09-07,26714
2019-09-08,27345
2019-09-09,27769
2019-09-10,28272
2019-09-11,28539
2019-09-12,28539
2019-09-13,27597
2019-09-14,26747
2019-09-15,26699
2019-09-16,27048
2019-09-17,27220
2019-09-18,26630
2019-09-19,26630
2019-09-20,25731
2019-09-21,26063
2019-09-22,26909
2019-09-23,27327
2019-09-24,27327
2019-09-25,26890
2019-09-26,27499
2019-09-27,27499
2019-09-28,27128
2019-09-29,27128
2019-09-30,26891
2019-10-01,26824
2019-10-02,26824
2019-10-03,27241
2019-10-04,27241
2019-10-05,26341
2019-10-06,25831
2019-10-07,25831
2019-10-08,25556
2019-10-09,25556
2019-10-10,25582
2019-10-11,25582
2019-10-12,25542
2019-10-13,25588
2019-10-14,25507
2019-10-15,26347
2019-10-16,26524
2019-10-17,26524
2019-10-18,26189
2019-10-19,25980
2019-10-20,26641
2019-10-21,26757
2019-10-22,26713
2019-10-23,26535
2019-10-24,26535
2019-10-25,26132
2019-10-26,26037
2019-10-27,25648
2019-10-28,25637
2019-10-29,25637
2019-10-30,25501
2019-10-31,25618
2019-11-01,25326
2019-11-02,25035
2019-11-03,24657
2019-11-04,24161
2019-11-05,24161
2019-11-06,24261
2019-11-07,24170
2019-11-08,24046
2019-11-09,24133
2019-11-10,24981
2019-11-11,25781
2019-11-12,25781
2019-11-13,25943
2019-11-14,26014
2019-11-15,26296
2019-11-16,25948
2019-11-17,25948
2019-11-18,26612
2019-11-19,26612
2019-11-20,27877
2019-11-21,27877
2019-11-22,28316
2019-11-23,28398
2019-11-24,28478
2019-11-25,28159
2019-11-26,28401
2019-11-27,28401
2019-11-28,28445
2019-11-29,28445
2019-11-30,28476
2019-12-01,29120
2019-12-02,30411
2019-12-03,31687
2019-12-04,31914
2019-12-05,31914
2019-12-06,31822
2019-12-07,31338
2019-12-08,31338
2019-12-09,31351
2019-12-10,30726
2019-12-11,30726
2019-12-12,30057
2019-12-13,29544
2019-12-14,30974
2019-12-15,32516
2019-12-16,33957
2019-12-17,35098
2019-12-18,35098
2019-12-19,35728
2019-12-20,34634
2019-12-21,34017
2019-12-22,34688
2019-12-23,34688
2019-12-24,34915
2019-12-25,34166
2019-12-26,34166
2019-12-27,33835
2019-12-28,33207
2019-12-29,32300
2019-12-30,32075
2019-12-31,32318
2020-01-01,31720
2020-01-02,31717
2020-01-03,31717
2020-01-04,31925
2020-01-05,31985
2020-01-06,31985
2020-01-07,31405
2020-01-08,31405
2020-01-09,31234
2020-01-10,30142
2020-01-11,30071
2020-01-12,30652
2020-01-13,30652
2020-01-14,30995
2020-01-15,31193
2020-01-16,31319
2020-01-17,31504
2020-01-18,31504
2020-01-19,31756
2020-01-20,32927
2020-01-21,32927
2020-01-22,32615
2020-01-23,31133
2020-01-24,30528
2020-01-25,30532
2020-01-26,31121
2020-01-27,31073
2020-01-28,31073
2020-01-29,31624
2020-01-30,31798
2020-01-31,31720
2020-02-01,31585
2020-02-02,31302
2020-02-03,30992
2020-02-04,30534
2020-02-05,30428
2020-02-06,29969
2020-02-07,29969
2020-02-08,29602
2020-02-09,29305
2020-02-10,28669
2020-02-11,28890
2020-02-12,28692
2020-02-13,28692
2020-02-14,28322
2020-02-15,28322
2020-02-16,28303
2020-02-17,28374
2020-02-18,28442
2020-02-19,28442
2020-02-20,28311
2020-02-21,28311
2020-02-22,28122
2020-02-23,28194
2020-02-24,27176
2020-02-25,27176
2020-02-26,27302
2020-02-27,27675
2020-02-28,27830
2020-02-29,27830
2020-03-01,27816
2020-03-02,27747
2020-03-03,27906
2020-03-04,27906
2020-03-05,27460
2020-03-06,27693
2020-03-07,27693
2020-03-08,27335
2020-03-09,26762
2020-03-10,26644
2020-03-11,26605
2020-03-12,26673
2020-03-13,26673
2020-03-14,26299
2020-03-15,26603
2020-03-16,26543
2020-03-17,26393
2020-03-18,26315
2020-03-19,26370
2020-03-20,26266
2020-03-21,26230
2020-03-22,25754
2020-03-23,25731
2020-03-24,25290
2020-03-25,25180
2020-03-26,25176
2020-03-27,25034
2020-03-28,25281
2020-03-29,25132
2020-03-30,24974
2020-03-31,24364
2020-04-01,24361
2020-04-02,24282
2020-04-03,24282
2020-04-04,24218
2020-04-05,24816
2020-04-06,24709
2020-04-07,24537
2020-04-08,24575
2020-04-09,24832
2020-04-10,24885
2020-04-11,24991
2020-04-12,24550
2020-04-13,24435
2020-04-14,24033
2020-04-15,23836
2020-04-16,23899
2020-04-17,23559
2020-04-18,24042
2020-04-19,24291
2020-04-20,24059
2020-04-21,23757
2020-04-22,23523
2020-04-23,23427
2020-04-24,23295
2020-04-25,23072
2020-04-26,23178
2020-04-27,22961
2020-04-28,22744
2020-04-29,22949
2020-04-30,22717
2020-05-01,22460
2020-05-02,22461
2020-05-03,22525
2020-05-04,22299
2020-05-05,21971
2020-05-06,21935
2020-05-07,21527
2020-05-08,21328
2020-05-09,21169
2020-05-10,20949
2020-05-11,20642
2020-05-12,20574
2020-05-13,20602
