date_obj,Tzhaar-ket-om price
2016-04-29,201871
2016-04-30,200293
2016-05-01,199872
2016-05-02,201140
2016-05-03,206745
2016-05-04,213677
2016-05-05,220261
2016-05-06,220261
2016-05-07,217507
2016-05-08,206638
2016-05-09,197588
2016-05-10,190041
2016-05-11,184491
2016-05-12,183429
2016-05-13,179438
2016-05-14,182950
2016-05-15,185131
2016-05-16,185322
2016-05-17,184303
2016-05-18,184605
2016-05-19,187944
2016-05-22,191375
2016-05-23,190728
2016-05-24,193129
2016-05-25,195107
2016-05-26,196580
2016-05-27,200360
2016-05-28,200285
2016-05-29,195839
2016-05-30,195839
2016-05-31,190404
2016-06-01,186487
2016-06-02,188992
2016-06-03,190577
2016-06-04,187299
2016-06-05,190058
2016-06-06,195468
2016-06-07,195430
2016-06-08,195138
2016-06-09,194848
2016-06-10,192391
2016-06-11,193486
2016-06-12,193523
2016-06-13,193052
2016-06-14,190983
2016-06-15,192871
2016-06-16,199353
2016-06-17,200085
2016-06-18,198672
2016-06-19,196297
2016-06-20,194829
2016-06-21,198762
2016-06-22,197854
2016-06-23,197242
2016-06-24,200723
2016-06-25,204335
2016-06-26,200484
2016-06-27,204466
2016-06-28,204875
2016-06-29,202740
2016-06-30,205576
2016-07-01,208899
2016-07-02,206130
2016-07-03,205358
2016-07-04,208426
2016-07-05,205389
2016-07-06,208833
2016-07-07,205787
2016-07-08,199270
2016-07-09,197188
2016-07-10,202030
2016-07-11,202670
2016-07-12,204026
2016-07-13,204783
2016-07-14,204892
2016-07-15,215137
2016-07-16,224866
2016-07-17,224634
2016-07-18,215680
2016-07-24,197411
2016-07-25,199368
2016-07-26,197483
2016-07-27,199165
2016-07-28,203988
2016-07-29,210243
2016-07-30,216604
2016-07-31,216604
2016-08-01,224349
2016-08-02,218935
2016-08-03,207988
2016-08-04,199021
2016-08-05,194821
2016-08-06,192753
2016-08-07,190353
2016-08-08,187722
2016-08-09,188332
2016-08-10,184910
2016-08-11,183407
2016-08-12,181131
2016-08-13,182605
2016-08-14,182939
2016-08-15,188105
2016-08-16,190027
2016-08-17,187927
2016-08-18,186501
2016-08-19,189091
2016-08-20,195234
2016-08-21,199526
2016-08-22,196478
2016-08-23,199062
2016-08-24,205973
2016-08-25,212556
2016-08-26,212556
2016-08-28,221266
2016-08-31,199326
2016-09-01,194835
2016-09-02,194835
2016-09-03,198079
2016-09-04,196974
2016-09-05,198696
2016-09-06,198229
2016-09-07,195677
2016-09-08,195460
2016-09-09,192183
2016-09-10,196209
2016-09-11,196209
2016-09-12,198167
2016-09-13,198922
2016-09-14,198922
2016-09-15,195291
2016-09-16,195291
2016-09-17,197062
2016-09-18,193155
2016-09-19,192744
2016-09-20,193237
2016-09-21,191966
2016-09-22,193685
2016-09-23,194255
2016-09-24,194255
2016-09-25,189319
2016-09-26,189319
2016-09-27,187825
2016-09-28,188580
2016-09-29,185847
2016-09-30,191265
2016-10-01,195149
2016-10-02,195149
2016-10-03,190129
2016-10-04,190621
2016-10-05,193725
2016-10-06,193281
2016-10-07,193281
2016-10-08,189961
2016-10-09,189961
2016-10-10,187675
2016-10-11,187544
2016-10-12,186983
2016-10-13,191337
2016-10-14,190770
2016-10-15,191355
2016-10-16,190690
2016-10-17,191258
2016-10-18,190422
2016-10-19,191013
2016-10-20,195055
2016-10-21,194275
2016-10-22,194275
2016-10-23,196743
2016-10-24,198198
2016-10-25,198198
2016-10-26,196606
2016-10-27,193590
2016-10-28,193590
2016-10-29,194819
2016-10-30,197043
2016-10-31,201134
2016-11-01,201134
2016-11-02,196433
2016-11-03,196433
2016-11-04,192811
2016-11-05,192811
2016-11-06,191795
2016-11-07,194925
2016-11-08,189174
2016-11-09,192956
2016-11-10,199055
2016-11-11,193038
2016-11-12,193432
2016-11-13,200511
2016-11-14,199585
2016-12-08,193911
2016-12-09,194987
2016-12-10,194987
2016-12-11,196345
2016-12-12,194436
2016-12-13,194618
2016-12-14,194884
2016-12-15,194884
2016-12-16,195614
2016-12-17,194194
2016-12-18,196216
2016-12-19,195559
2016-12-20,194839
2016-12-21,195474
2016-12-22,197816
2016-12-23,195178
2016-12-24,195858
2016-12-25,194543
2016-12-26,195458
2016-12-27,196970
2016-12-28,195336
2016-12-29,196653
2016-12-30,194705
2016-12-31,194859
2017-01-01,195046
2017-01-02,197602
2017-01-03,205109
2017-01-04,200223
2017-01-05,195910
2017-01-06,195594
2017-01-07,195428
2017-01-08,194693
2017-01-09,195141
2017-01-10,194741
2017-01-11,193507
2017-01-12,193596
2017-01-13,193810
2017-01-14,194227
2017-01-15,194424
2017-01-16,195415
2017-01-17,195394
2017-01-18,196032
2017-01-19,196248
2017-01-20,200011
2017-01-21,203938
2017-01-22,201515
2017-01-27,198644
2017-01-28,197434
2017-01-29,196228
2017-01-30,195461
2017-01-31,195890
2017-02-01,195957
2017-02-02,202496
2017-02-03,212083
2017-02-04,207511
2017-02-05,198102
2017-02-06,197943
2017-02-07,200884
2017-02-08,200500
2017-02-09,200500
2017-02-10,198003
2017-02-11,196667
2017-02-12,197358
2017-02-13,197925
2017-02-14,198866
2017-02-15,199811
2017-02-16,201061
2017-02-18,201322
2017-02-19,198948
2017-02-20,201282
2017-02-21,203210
2017-02-22,202999
2017-02-23,201912
2017-02-24,199558
2017-02-25,198802
2017-02-26,203276
2017-02-27,205775
2017-02-28,201398
2017-03-01,202991
2017-03-02,201025
2017-03-03,199861
2017-03-04,198880
2017-03-05,197563
2017-03-06,197636
2017-03-07,197189
2017-03-08,197360
2017-03-09,197831
2017-03-10,198365
2017-03-11,198731
2017-03-12,198963
2017-03-13,201711
2017-03-14,204671
2017-03-15,210831
2017-03-16,221373
2017-03-17,232442
2017-03-18,243915
2017-03-19,248548
2017-03-20,243752
2017-03-21,231804
2017-03-22,220213
2017-03-23,211956
2017-03-24,206433
2017-03-25,207835
2017-03-26,205001
2017-03-27,206955
2017-03-28,205407
2017-03-29,201928
2017-03-30,201017
2017-03-31,199932
2017-04-01,202061
2017-04-02,202049
2017-04-03,200047
2017-04-04,202472
2017-04-12,209833
2017-04-13,213473
2017-04-14,206260
2017-04-15,204479
2017-04-16,202613
2017-04-17,202748
2017-04-18,202885
2017-04-19,202156
2017-04-20,204164
2017-04-21,201361
2017-04-22,202771
2017-04-23,199697
2017-04-24,194966
2017-04-25,194593
2017-04-26,199656
2017-04-27,207006
2017-04-28,217206
2017-04-29,216253
2017-04-30,205914
2017-05-01,202381
2017-05-02,201291
2017-05-03,203943
2017-05-04,210030
2017-05-05,208797
2017-05-06,205627
2017-05-07,208695
2017-05-08,215788
2017-05-09,224644
2017-05-10,225625
2017-05-11,216521
2017-05-12,216730
2017-05-13,214651
2017-05-14,209633
2017-05-15,206187
2017-05-16,207335
2017-05-17,211797
2017-05-18,212494
2017-05-19,214511
2017-05-20,212160
2017-05-21,212160
2017-05-22,208497
2017-05-23,211743
2017-05-24,212807
2017-05-25,211389
2017-05-26,202558
2017-05-27,202613
2017-05-28,211857
2017-05-29,222388
2017-05-30,233508
2017-05-31,245050
2017-06-01,237916
2017-06-02,226020
2017-06-03,214750
2017-06-06,191609
2017-06-07,190044
2017-06-08,192839
2017-06-09,194703
2017-06-10,194750
2017-06-11,187839
2017-06-12,188583
2017-06-13,182272
2017-06-14,184213
2017-06-15,188874
2017-06-16,191899
2017-06-17,196276
2017-06-18,199598
2017-06-19,199598
2017-06-20,202991
2017-06-21,200706
2017-06-22,204376
2017-06-23,204538
2017-06-24,202395
2017-06-25,195542
2017-06-26,194013
2017-06-27,190239
2017-06-28,185412
2017-06-29,188059
2017-06-30,193227
2017-07-01,196193
2017-07-02,194009
2017-07-03,199996
2017-07-04,204124
2017-07-05,203814
2017-07-06,201085
2017-07-07,197182
2017-07-08,198025
2017-07-13,188878
2017-07-14,193906
2017-07-15,198132
2017-07-16,204074
2017-07-17,199500
2017-07-18,196889
2017-07-19,196536
2017-07-20,201886
2017-07-21,207609
2017-07-22,210063
2017-07-23,207027
2017-07-24,213623
2017-07-25,210534
2017-07-26,204775
2017-07-27,199368
2017-07-28,195335
2017-07-29,192376
2017-07-30,193303
2017-07-31,192741
2017-08-01,198234
2017-08-02,202721
2017-08-03,199868
2017-08-04,197507
2017-08-05,196265
2017-08-06,196299
2017-08-09,196792
2017-08-10,192795
2017-08-11,190053
2017-08-12,191272
2017-08-13,190475
2017-08-14,187838
2017-08-15,190983
2017-08-16,192641
2017-08-17,195458
2017-08-18,198187
2017-08-19,205805
2017-08-20,207196
2017-08-21,206112
2017-08-22,201439
2017-08-23,197401
2017-08-24,196221
2017-08-25,198101
2017-08-26,201826
2017-08-27,201446
2017-08-28,198074
2017-08-29,198144
2017-08-30,196564
2017-08-31,194391
2017-09-01,191285
2017-09-02,192696
2017-09-03,194561
2017-09-04,198872
2017-09-05,200486
2017-09-06,203996
2017-09-07,197264
2017-09-08,197529
2017-09-09,192089
2017-09-10,198866
2017-09-11,208169
2017-09-12,212540
2017-09-13,208666
2017-09-14,199641
2017-09-15,197279
2017-09-16,196699
2017-09-17,193953
2017-09-19,191858
2017-09-20,192999
2017-09-21,194397
2017-09-22,193126
2017-09-23,193916
2017-09-24,196914
2017-09-25,195726
2017-09-26,193247
2017-09-27,194303
2017-09-28,194152
2017-09-29,194661
2017-09-30,194972
2017-10-01,193852
2017-10-02,198635
2017-10-03,195117
2017-10-04,196256
2017-10-05,195259
2017-10-06,196856
2017-10-07,194681
2017-10-08,195954
2017-10-09,190469
2017-10-10,190036
2017-10-11,190036
2017-10-12,185761
2017-10-13,189533
2017-10-14,186805
2017-10-15,187951
2017-10-16,190798
2017-10-17,190798
2017-10-18,190662
2017-10-19,191904
2017-10-20,191188
2017-10-21,189261
2017-10-22,187156
2017-10-23,187382
2017-10-24,189371
2017-10-25,193183
2017-10-26,192120
2017-10-27,191444
2017-10-28,191444
2017-10-29,192310
2017-10-30,199224
2017-10-31,198004
2017-11-01,198004
2017-11-02,197627
2017-11-03,197535
2017-11-04,195257
2017-11-05,196015
2017-11-06,203414
2017-11-07,205406
2017-11-08,202499
2017-11-09,206194
2017-11-10,202069
2017-11-11,200529
2017-11-12,198578
2017-11-13,192382
2017-11-14,185497
2017-11-15,189830
2017-11-16,189985
2017-11-17,188113
2017-11-18,187705
2017-11-19,187882
2017-11-20,189303
2017-11-21,188488
2017-11-22,194480
2017-11-23,192468
2017-11-24,190011
2017-11-25,186723
2017-11-26,185649
2017-11-27,185649
2017-11-28,188382
2017-11-29,191552
2017-11-30,191632
2017-12-01,188426
2017-12-02,185183
2017-12-03,184901
2017-12-04,187763
2017-12-05,185915
2017-12-06,184289
2017-12-07,185198
2017-12-08,186574
2017-12-09,186576
2017-12-10,184852
2017-12-11,188294
2017-12-12,189842
2017-12-13,188767
2017-12-14,188329
2017-12-15,186310
2017-12-16,187002
2017-12-17,189513
2017-12-18,191404
2017-12-19,199614
2017-12-20,203609
2017-12-21,201423
2017-12-22,198159
2017-12-23,195734
2017-12-24,198690
2017-12-25,196914
2017-12-26,196281
2017-12-27,196478
2017-12-28,197004
2017-12-29,193413
2017-12-30,191416
2017-12-31,190255
2018-01-01,188540
2018-01-02,186776
2018-01-03,188472
2018-01-04,188271
2018-01-05,190417
2018-01-06,188310
2018-01-07,188908
2018-01-08,190343
2018-01-09,190042
2018-01-10,189277
2018-01-11,189418
2018-01-12,192149
2018-01-13,192264
2018-01-14,192410
2018-01-15,189580
2018-01-16,188901
2018-01-17,187867
2018-01-18,186985
2018-01-19,186985
2018-01-20,186682
2018-01-21,187188
2018-01-22,186512
2018-01-23,183009
2018-01-24,182654
2018-01-25,183719
2018-01-26,185333
2018-01-27,187437
2018-01-28,186054
2018-01-29,192477
2018-01-30,198226
2018-02-01,195261
2018-02-02,194406
2018-02-03,191435
2018-02-04,185933
2018-02-05,185137
2018-02-06,183080
2018-02-07,183050
2018-02-08,182982
2018-02-09,181004
2018-02-10,179623
2018-02-11,181036
2018-02-12,181484
2018-02-13,177575
2018-02-14,177117
2018-02-15,177237
2018-02-16,174391
2018-02-17,176477
2018-02-18,177954
2018-02-19,180356
2018-02-20,180602
2018-02-21,182745
2018-02-22,185527
2018-02-23,188599
2018-02-24,188422
2018-02-25,188768
2018-02-26,187489
2018-02-27,188152
2018-02-28,188056
2018-03-01,190498
2018-03-02,192346
2018-03-03,191037
2018-03-04,189032
2018-03-05,187156
2018-03-06,186163
2018-03-07,188412
2018-03-08,186686
2018-03-09,186756
2018-03-10,187260
2018-03-11,188102
2018-03-12,186189
2018-03-13,186311
2018-03-14,186642
2018-03-15,187029
2018-03-16,190314
2018-03-17,193311
2018-03-18,193405
2018-03-19,192171
2018-03-20,190393
2018-03-21,189468
2018-03-23,186747
2018-03-24,185156
2018-03-26,186205
2018-03-27,189616
2018-03-28,194569
2018-03-29,193047
2018-03-30,192738
2018-03-31,193683
2018-04-01,195424
2018-04-02,194168
2018-04-03,196355
2018-04-04,194825
2018-04-05,192773
2018-04-06,192970
2018-04-08,196084
2018-04-09,196988
2018-04-10,196332
2018-04-11,198859
2018-04-12,196096
2018-04-13,193744
2018-04-14,192634
2018-04-16,192196
2018-04-17,192929
2018-04-18,192993
2018-04-19,196454
2018-04-20,201079
2018-04-21,198540
2018-04-22,200130
2018-04-23,204554
2018-04-24,213585
2018-04-25,212939
2018-04-26,211867
2018-04-27,206006
2018-04-28,198386
2018-04-29,198992
2018-04-30,198796
2018-05-01,196693
2018-05-02,196107
2018-05-03,195157
2018-05-04,194350
2018-05-05,190926
2018-05-06,192747
2018-05-07,198645
2018-05-08,195551
2018-05-09,195411
2018-05-10,192983
2018-05-11,189687
2018-05-12,190041
2018-05-13,188865
2018-05-14,186986
2018-05-15,192835
2018-05-16,199288
2018-05-17,208476
2018-05-18,207312
2018-05-19,202829
2018-05-20,196745
2018-05-21,195855
2018-05-22,192688
2018-05-23,190593
2018-05-24,195987
2018-05-25,198880
2018-05-26,199290
2018-05-27,199035
2018-05-28,197110
2018-05-29,197376
2018-05-30,199644
2018-05-31,198617
2018-06-01,196906
2018-06-02,195974
2018-06-03,196997
2018-06-04,198799
2018-06-05,200032
2018-06-06,196386
2018-06-07,189691
2018-06-08,185041
2018-06-09,183971
2018-06-10,186897
2018-06-11,187522
2018-06-12,193037
2018-06-13,197982
2018-06-14,192108
2018-06-15,186529
2018-06-16,183172
2018-06-17,180278
2018-06-18,180048
2018-06-19,180518
2018-06-20,182410
2018-06-21,182441
2018-06-22,181915
2018-06-23,184156
2018-06-24,190378
2018-06-25,190280
2018-06-26,190345
2018-06-27,188690
2018-06-28,188308
2018-06-29,188358
2018-06-30,184678
2018-07-01,185338
2018-07-02,188729
2018-07-03,188400
2018-07-04,188716
2018-07-05,189510
2018-07-06,189213
2018-07-07,193407
2018-07-08,202207
2018-07-09,203371
2018-07-10,208060
2018-07-11,208424
2018-07-12,211752
2018-07-13,211226
2018-07-14,210748
2018-07-15,214235
2018-07-16,212084
2018-07-17,204277
2018-07-18,200350
2018-07-19,201324
2018-07-20,204328
2018-07-21,205677
2018-07-22,211393
2018-07-23,209738
2018-07-24,210134
2018-07-25,207906
2018-07-26,205483
2018-07-27,202641
2018-07-28,198205
2018-07-29,194521
2018-07-30,192849
2018-07-31,195265
2018-08-01,202794
2018-08-02,204628
2018-08-03,201402
2018-08-04,199964
2018-08-05,201450
2018-08-06,199843
2018-08-07,196363
2018-08-08,198241
2018-08-09,197033
2018-08-10,197336
2018-08-11,200207
2018-08-12,198259
2018-08-14,197119
2018-08-16,207748
2018-08-17,202855
2018-08-18,199307
2018-08-19,194437
2018-08-20,193716
2018-08-21,196200
2018-08-22,199232
2018-08-23,202206
2018-08-24,197058
2018-08-25,194803
2018-08-26,194513
2018-08-27,199347
2018-08-28,201620
2018-08-29,203074
2018-08-30,203291
2018-08-31,201644
2018-09-01,198408
2018-09-02,197100
2018-09-03,197065
2018-09-04,198084
2018-09-05,200719
2018-09-06,200856
2018-09-07,203929
2018-09-08,209624
2018-09-09,203496
2018-09-10,201251
2018-09-11,196923
2018-09-12,193188
2018-09-13,190528
2018-09-14,189692
2018-09-15,190792
2018-09-16,192089
2018-09-17,194846
2018-09-18,192642
2018-09-19,193223
2018-09-20,193140
2018-09-21,195115
2018-09-22,199815
2018-09-23,209363
2018-09-24,209862
2018-09-25,205611
2018-09-26,203341
2018-09-27,195671
2018-09-28,195305
2018-09-29,195953
2018-09-30,197006
2018-10-02,201856
2018-10-03,201140
2018-10-04,202667
2018-10-05,200364
2018-10-06,198050
2018-10-07,196462
2018-10-08,200778
2018-10-09,205813
2018-10-10,205968
2018-10-11,196280
2018-10-12,197538
2018-10-13,196894
2018-10-14,194904
2018-10-15,195061
2018-10-16,194790
2018-10-17,195499
2018-10-18,193820
2018-10-19,192632
2018-10-20,193655
2018-10-21,190871
2018-10-22,192675
2018-10-23,193905
2018-10-24,193151
2018-10-25,192587
2018-10-26,192078
2018-10-27,192856
2018-10-28,192046
2018-10-29,191907
2018-10-30,191478
2018-10-31,192160
2018-11-01,192626
2018-11-03,200232
2018-11-04,208673
2018-11-05,218246
2018-11-06,226622
2018-11-07,237949
2018-11-08,249847
2018-11-09,262285
2018-11-10,275336
2018-11-11,274950
2018-11-12,271485
2018-11-13,257910
2018-11-14,245014
2018-11-15,232763
2018-11-16,221124
2018-11-17,210124
2018-11-18,205245
2018-11-19,204844
2018-11-20,205452
2018-11-21,201536
2018-11-22,192605
2018-11-23,186885
2018-11-24,189489
2018-11-25,194129
2018-11-26,196315
2018-11-27,195359
2018-11-28,194155
2018-11-29,197569
2018-12-01,195239
2018-12-02,195275
2018-12-03,198158
2018-12-04,200571
2018-12-05,206052
2018-12-07,209232
2018-12-09,207833
2018-12-10,204847
2018-12-11,195492
2018-12-13,194562
2018-12-14,195845
2018-12-15,196968
2018-12-16,196080
2018-12-17,193720
2018-12-18,192520
2018-12-19,193026
2018-12-20,194170
2018-12-21,193750
2018-12-22,191186
2018-12-23,187606
2018-12-24,188590
2018-12-25,193284
2018-12-26,193255
2018-12-27,190731
2018-12-28,192278
2018-12-29,190892
2018-12-30,189392
2018-12-31,190018
2019-01-01,188905
2019-01-02,190114
2019-01-03,191879
2019-01-04,192599
2019-01-05,191739
2019-01-06,190783
2019-01-08,194324
2019-01-10,191913
2019-01-11,189644
2019-01-12,185692
2019-01-13,187370
2019-01-14,190393
2019-01-15,193111
2019-01-16,195851
2019-01-17,195045
2019-01-18,194042
2019-01-19,194728
2019-01-20,194164
2019-01-22,190569
2019-01-23,191076
2019-01-24,189187
2019-01-25,191535
2019-01-26,193731
2019-01-27,194325
2019-01-28,198932
2019-01-29,206981
2019-01-30,206833
2019-01-31,204688
2019-02-01,203869
2019-02-02,202121
2019-02-03,200559
2019-02-04,200186
2019-02-05,197171
2019-02-06,193435
2019-02-07,194015
2019-02-08,195140
2019-02-09,194717
2019-02-10,195345
2019-02-11,196136
2019-02-12,196195
2019-02-13,194347
2019-02-14,193753
2019-02-15,193074
2019-02-16,193266
2019-02-17,191577
2019-02-18,191383
2019-02-19,193294
2019-02-20,193224
2019-02-21,193648
2019-02-22,193435
2019-02-23,188244
2019-02-24,190033
2019-02-25,186248
2019-02-26,193852
2019-02-27,194489
2019-02-28,196470
2019-03-01,194555
2019-03-02,193705
2019-03-03,190063
2019-03-04,188695
2019-03-05,188877
2019-03-06,189767
2019-03-07,193045
2019-03-08,196066
2019-03-09,197054
2019-03-10,197962
2019-03-11,191377
2019-03-12,185841
2019-03-13,182903
2019-03-14,183722
2019-03-15,191163
2019-03-16,193635
2019-03-17,195697
2019-03-18,195060
2019-03-19,195201
2019-03-20,193825
2019-03-21,193527
2019-03-22,192610
2019-03-23,195768
2019-03-24,194854
2019-03-25,195153
2019-03-26,194189
2019-03-27,193958
2019-03-28,194349
2019-03-29,194178
2019-03-30,193047
2019-03-31,192325
2019-04-01,190718
2019-04-02,189398
2019-04-03,187739
2019-04-04,187246
2019-04-05,188252
2019-04-06,185575
2019-04-07,185816
2019-04-08,186159
