date_obj,Coconut price
2019-07-28,1623
2019-07-29,1630
2019-07-30,1667
2019-07-31,1743
2019-08-01,1659
2019-08-02,1588
2019-08-03,1514
2019-08-04,1445
2019-08-05,1381
2019-08-06,1362
2019-08-07,1341
2019-08-08,1347
2019-08-09,1406
2019-08-10,1414
2019-08-11,1441
2019-08-12,1427
2019-08-13,1417
2019-08-14,1402
2019-08-15,1392
2019-08-16,1381
2019-08-17,1387
2019-08-18,1410
2019-08-19,1395
2019-08-20,1390
2019-08-21,1380
2019-08-22,1394
2019-08-23,1389
2019-08-24,1425
2019-08-24,1425
2019-08-25,1458
2019-08-25,1458
2019-08-26,1484
2019-08-27,1448
2019-08-27,1448
2019-08-28,1452
2019-08-29,1447
2019-08-30,1458
2019-08-31,1531
2019-09-01,1555
2019-09-02,1539
2019-09-03,1513
2019-09-04,1475
2019-09-05,1494
2019-09-06,1507
2019-09-07,1518
2019-09-08,1554
2019-09-09,1632
2019-09-10,1695
2019-09-11,1780
2019-09-12,1869
2019-09-13,1963
2019-09-14,2056
2019-09-15,2135
2019-09-16,2152
2019-09-17,2220
2019-09-18,2199
2019-09-19,2186
2019-09-20,2232
2019-09-21,2159
2019-09-22,2085
2019-09-23,2039
2019-09-24,1993
2019-09-25,1944
2019-09-26,1955
2019-09-27,1889
2019-09-28,1796
2019-09-29,1739
2019-09-30,1703
2019-10-01,1702
2019-10-02,1707
2019-10-03,1743
2019-10-04,1823
2019-10-05,1813
2019-10-06,1899
2019-10-07,1984
2019-10-08,2039
2019-10-09,2009
2019-10-10,1958
2019-10-11,1952
2019-10-12,1929
2019-10-13,1867
2019-10-14,1854
2019-10-15,1834
2019-10-16,1855
2019-10-17,1901
2019-10-18,1978
2019-10-19,2070
2019-10-20,2060
2019-10-21,2040
2019-10-22,2017
2019-10-23,2013
2019-10-24,2028
2019-10-25,2064
2019-10-26,2167
2019-10-27,2225
2019-10-28,2235
2019-10-29,2260
2019-10-30,2271
2019-10-31,2329
2019-11-01,2421
2019-11-02,2371
2019-11-03,2296
2019-11-04,2254
2019-11-05,2275
2019-11-06,2276
2019-11-07,2267
2019-11-08,2273
2019-11-09,2346
2019-11-10,2315
2019-11-11,2282
2019-11-12,2274
2019-11-13,2258
2019-11-14,2270
2019-11-15,2269
2019-11-16,2261
2019-11-17,2271
2019-11-18,2268
2019-11-19,2273
2019-11-20,2257
2019-11-21,2222
2019-11-22,2154
2019-11-23,2156
2019-11-24,2116
2019-11-25,2069
2019-11-26,2068
2019-11-27,2050
2019-11-28,2087
2019-11-29,2122
2019-11-30,2125
2019-12-01,2126
2019-12-02,2140
2019-12-03,2217
2019-12-04,2208
2019-12-05,2241
2019-12-06,2257
2019-12-07,2265
2019-12-08,2256
2019-12-09,2279
2019-12-10,2332
2019-12-11,2383
2019-12-12,2500
2019-12-13,2619
2019-12-14,2578
2019-12-15,2544
2019-12-16,2462
2019-12-17,2413
2019-12-18,2388
2019-12-19,2339
2019-12-20,2322
2019-12-21,2265
2019-12-22,2207
2019-12-23,2171
2019-12-24,2100
2019-12-25,2001
2019-12-26,1976
2019-12-27,1931
2019-12-28,1914
2019-12-29,1866
2019-12-30,1846
2019-12-31,1915
2020-01-01,1970
2020-01-02,2058
2020-01-03,2065
2020-01-04,2078
2020-01-05,2038
2020-01-06,2017
2020-01-07,2011
2020-01-08,2026
2020-01-09,2032
2020-01-10,2081
2020-01-11,2053
2020-01-12,2060
2020-01-13,2036
2020-01-14,2125
2020-01-15,2187
2020-01-16,2189
2020-01-17,2270
2020-01-18,2245
2020-01-19,2227
2020-01-20,2229
2020-01-21,2225
2020-01-22,2217
2020-01-23,2257
2020-01-24,2303
2020-01-25,2281
2020-01-26,2249
2020-01-27,2154
2020-01-28,2194
2020-01-29,2222
2020-01-30,2240
2020-01-31,2273
2020-02-01,2324
2020-02-02,2262
2020-02-03,2255
2020-02-04,2251
2020-02-05,2240
2020-02-06,2177
2020-02-07,2152
2020-02-08,2103
2020-02-09,2098
2020-02-10,2069
2020-02-11,2102
2020-02-12,2128
2020-02-13,2164
2020-02-14,2157
2020-02-15,2141
2020-02-16,2124
2020-02-17,2102
2020-02-18,2107
2020-02-19,2127
2020-02-20,2163
2020-02-21,2160
2020-02-22,2164
2020-02-23,2147
2020-02-24,2139
2020-02-25,2157
2020-02-26,2157
2020-02-27,2176
2020-02-28,2193
2020-02-29,2155
2020-03-01,2110
2020-03-02,2108
2020-03-03,2140
2020-03-04,2167
2020-03-05,2163
2020-03-06,2167
2020-03-07,2176
2020-03-08,2161
2020-03-09,2166
2020-03-10,2176
2020-03-11,2176
2020-03-12,2160
2020-03-13,2163
2020-03-14,2169
2020-03-15,2144
2020-03-16,2115
2020-03-17,2086
2020-03-18,2066
2020-03-19,2049
2020-03-20,2039
2020-03-21,2028
2020-03-22,2016
2020-03-23,2006
2020-03-24,1994
2020-03-25,2013
2020-03-26,2007
2020-03-27,1990
2020-03-28,1968
2020-03-29,1911
2020-03-30,1849
2020-03-31,1889
2020-04-01,1864
2020-04-02,1852
2020-04-03,1843
2020-04-04,1863
2020-04-05,1847
2020-04-06,1827
2020-04-07,1859
2020-04-08,1915
2020-04-09,1938
2020-04-10,1932
2020-04-11,1905
2020-04-12,1879
2020-04-13,1843
2020-04-14,1823
2020-04-15,1816
2020-04-16,1831
2020-04-17,1830
2020-04-18,1849
2020-04-19,1902
2020-04-20,1955
2020-04-21,1991
2020-04-22,2062
2020-04-23,2081
2020-04-24,2129
2020-04-25,2110
2020-04-26,2085
2020-04-27,2116
2020-04-28,2175
2020-04-29,2176
2020-04-30,2245
2020-05-01,2242
2020-05-02,2195
2020-05-03,2106
2020-05-04,2018
2020-05-05,2051
2020-05-06,2146
2020-05-07,2203
2020-05-08,2167
2020-05-09,2120
2020-05-10,2099
2020-05-11,2085
2020-05-12,2060
2020-05-13,2062
