date_obj,Ensouled%20imp%20head price
2016-01-08,1679
2016-01-09,1613
2016-01-10,1532
2016-01-11,1458
2016-01-12,1385
2016-01-13,1318
2016-01-14,1296
2016-01-15,1233
2016-01-16,1182
2016-01-17,1122
2016-01-18,1065
2016-01-19,1011
2016-01-20,960
2016-01-21,915
2016-01-22,869
2016-01-23,825
2016-01-24,792
2016-01-25,756
2016-01-26,721
2016-01-27,684
2016-01-28,652
2016-01-29,619
2016-01-30,589
2016-01-31,559
2016-02-01,532
2016-02-02,507
2016-02-03,499
2016-02-04,479
2016-02-05,458
2016-02-06,460
2016-02-07,460
2016-02-08,483
2016-02-09,501
2016-02-10,527
2016-02-11,554
2016-02-12,580
2016-02-13,579
2016-02-14,579
2016-02-15,582
2016-02-16,556
2016-02-17,532
2016-02-18,506
2016-02-19,480
2016-02-20,457
2016-02-21,435
2016-02-22,415
2016-02-23,396
2016-02-24,380
2016-02-25,365
2016-02-26,365
2016-02-27,362
2016-02-28,368
2016-02-29,371
2016-03-01,370
2016-03-02,370
2016-03-03,368
2016-03-04,365
2016-03-05,365
2016-03-06,365
2016-03-07,365
2016-03-08,365
2016-03-09,368
2016-03-10,373
2016-03-11,374
2016-03-12,387
2016-03-13,407
2016-03-14,428
2016-03-15,450
2016-03-16,473
2016-03-17,497
2016-03-18,522
2016-03-19,549
2016-03-20,577
2016-03-21,606
2016-03-22,637
2016-03-23,669
2016-03-24,703
2016-03-25,739
2016-03-26,776
2016-03-27,815
2016-03-28,856
2016-03-29,899
2016-03-30,899
2016-03-31,944
2016-04-01,992
2016-04-02,1000
2016-04-03,1010
2016-04-04,1006
2016-04-05,1003
2016-04-06,1003
2016-04-07,1000
2016-04-08,1000
2016-04-09,1000
2016-04-10,1000
2016-04-11,1000
2016-04-12,1000
2016-04-13,1000
2016-04-14,1000
2016-04-15,1000
2016-04-16,1002
2016-04-17,1000
2016-04-18,1000
2016-04-19,1001
2016-04-20,1000
2016-04-21,1000
2016-04-22,1000
2016-04-23,1000
2016-04-24,1000
2016-04-25,1000
2016-04-26,1006
2016-04-27,1004
2016-04-28,1000
2016-04-29,1000
2016-04-30,1000
2016-05-01,1000
2016-05-02,1000
2016-05-03,1006
2016-05-04,1001
2016-05-05,1000
2016-05-06,1000
2016-05-07,1000
2016-05-08,1000
2016-05-09,1000
2016-05-10,1000
2016-05-11,1000
2016-05-12,1000
2016-05-13,954
2016-05-14,908
2016-05-15,866
2016-05-16,839
2016-05-17,805
2016-05-18,764
2016-05-19,728
2016-05-22,630
2016-05-23,598
2016-05-24,568
2016-05-25,541
2016-05-26,518
2016-05-27,492
2016-05-28,468
2016-05-29,444
2016-05-30,444
2016-05-31,421
2016-06-01,399
2016-06-02,379
2016-06-03,370
2016-06-04,370
2016-06-05,365
2016-06-06,352
2016-06-07,352
2016-06-08,366
2016-06-09,365
2016-06-10,359
2016-06-11,342
2016-06-12,334
2016-06-13,334
2016-06-14,342
2016-06-15,342
2016-06-16,342
2016-06-17,343
2016-06-18,343
2016-06-19,342
2016-06-20,342
2016-06-21,342
2016-06-22,342
2016-06-23,342
2016-06-24,342
2016-06-25,346
2016-06-26,330
2016-06-27,316
2016-06-28,301
2016-06-29,291
2016-06-30,288
2016-07-01,285
2016-07-02,274
2016-07-03,288
2016-07-04,299
2016-07-05,305
2016-07-06,295
2016-07-07,297
2016-07-08,282
2016-07-09,293
2016-07-10,280
2016-07-11,266
2016-07-12,256
2016-07-13,263
2016-07-14,268
2016-07-15,279
2016-07-16,276
2016-07-17,273
2016-07-18,284
2016-07-23,270
2016-07-24,266
2016-07-25,280
2016-07-26,280
2016-07-27,294
2016-07-28,294
2016-07-29,300
2016-07-30,300
2016-07-31,300
2016-08-01,299
2016-08-02,296
2016-08-03,297
2016-08-04,297
2016-08-05,283
2016-08-06,270
2016-08-07,260
2016-08-08,260
2016-08-09,253
2016-08-10,266
2016-08-11,266
2016-08-12,280
2016-08-13,280
2016-08-14,294
2016-08-15,309
2016-08-16,309
2016-08-17,325
2016-08-18,325
2016-08-19,342
2016-08-20,351
2016-08-21,351
2016-08-22,351
2016-08-23,350
2016-08-24,350
2016-08-25,350
2016-08-26,350
2016-08-28,350
2016-08-31,350
2016-09-01,355
2016-09-02,355
2016-09-03,356
2016-09-04,356
2016-09-05,360
2016-09-06,360
2016-09-07,346
2016-09-08,346
2016-09-09,329
2016-09-10,312
2016-09-11,312
2016-09-12,299
2016-09-13,284
2016-09-14,269
2016-09-15,256
2016-09-16,243
2016-09-17,230
2016-09-18,218
2016-09-19,207
2016-09-20,197
2016-09-21,187
2016-09-22,182
2016-09-23,182
2016-09-24,175
2016-09-25,167
2016-09-26,167
2016-09-27,169
2016-09-28,169
2016-09-29,173
2016-09-30,165
2016-10-01,167
2016-10-02,167
2016-10-03,165
2016-10-04,164
2016-10-05,156
2016-10-06,156
2016-10-07,161
2016-10-08,162
2016-10-09,162
2016-10-10,164
2016-10-11,164
2016-10-12,163
2016-10-13,163
2016-10-14,165
2016-10-15,165
2016-10-16,165
2016-10-17,165
2016-10-18,165
2016-10-19,165
2016-10-20,165
2016-10-21,165
2016-10-22,165
2016-10-23,165
2016-10-24,169
2016-10-25,169
2016-10-26,166
2016-10-27,166
2016-10-28,167
2016-10-29,168
2016-10-30,168
2016-10-31,173
2016-11-01,173
2016-11-02,165
2016-11-03,157
2016-11-04,151
2016-11-05,151
2016-11-06,148
2016-11-07,148
2016-11-08,143
2016-11-09,143
2016-11-10,138
2016-11-11,132
2016-11-12,126
2016-11-13,126
2016-11-14,125
2016-11-15,125
2016-12-07,120
2016-12-08,122
2016-12-09,120
2016-12-10,120
2016-12-11,114
2016-12-12,114
2016-12-13,110
2016-12-14,108
2016-12-15,108
2016-12-16,114
2016-12-17,120
2016-12-18,120
2016-12-19,126
2016-12-20,133
2016-12-21,140
2016-12-22,140
2016-12-23,147
2016-12-24,147
2016-12-25,155
2016-12-26,155
2016-12-27,163
2016-12-28,172
2016-12-29,178
2016-12-30,181
2016-12-31,176
2017-01-01,170
2017-01-02,162
2017-01-03,157
2017-01-04,154
2017-01-05,154
2017-01-06,147
2017-01-07,142
2017-01-08,135
2017-01-09,128
2017-01-10,125
2017-01-11,129
2017-01-12,136
2017-01-13,136
2017-01-14,142
2017-01-15,150
2017-01-16,158
2017-01-17,166
2017-01-18,175
2017-01-19,175
2017-01-20,175
2017-01-21,175
2017-01-22,175
2017-01-23,176
2017-01-27,175
2017-01-28,175
2017-01-29,167
2017-01-30,165
2017-01-31,158
2017-02-01,150
2017-02-02,147
2017-02-03,151
2017-02-04,159
2017-02-05,165
2017-02-06,165
2017-02-07,170
2017-02-08,177
2017-02-09,177
2017-02-10,178
2017-02-11,181
2017-02-12,181
2017-02-13,177
2017-02-14,186
2017-02-15,186
2017-02-16,196
2017-02-18,200
2017-02-19,199
2017-02-20,199
2017-02-21,193
2017-02-22,193
2017-02-23,183
2017-02-24,180
2017-02-25,181
2017-02-26,181
2017-02-27,180
2017-02-28,180
2017-03-01,180
2017-03-02,180
2017-03-03,180
2017-03-04,174
2017-03-05,166
2017-03-06,158
2017-03-07,151
2017-03-08,145
2017-03-09,150
2017-03-10,151
2017-03-11,157
2017-03-12,162
2017-03-13,171
2017-03-14,180
2017-03-15,187
2017-03-16,187
2017-03-17,188
2017-03-18,183
2017-03-19,181
2017-03-20,180
2017-03-21,183
2017-03-22,183
2017-03-23,190
2017-03-24,190
2017-03-25,190
2017-03-26,190
2017-03-27,190
2017-03-28,190
2017-03-29,194
2017-03-30,190
2017-03-31,189
2017-04-01,182
2017-04-02,182
2017-04-03,185
2017-04-04,194
2017-04-12,213
2017-04-13,221
2017-04-14,221
2017-04-15,233
2017-04-16,245
2017-04-17,258
2017-04-18,258
2017-04-19,271
2017-04-20,271
2017-04-21,285
2017-04-22,285
2017-04-23,291
2017-04-24,277
2017-04-25,286
2017-04-26,286
2017-04-27,280
2017-04-28,268
2017-04-29,255
2017-04-30,245
2017-05-01,235
2017-05-02,223
2017-05-03,213
2017-05-04,210
2017-05-05,213
2017-05-06,213
2017-05-07,217
2017-05-08,221
2017-05-09,233
2017-05-10,232
2017-05-11,234
2017-05-12,233
2017-05-13,221
2017-05-14,221
2017-05-15,213
2017-05-16,213
2017-05-17,223
2017-05-18,235
2017-05-19,235
2017-05-20,243
2017-05-21,243
2017-05-22,232
2017-05-23,232
2017-05-24,228
2017-05-25,240
2017-05-26,252
2017-05-27,265
2017-05-28,265
2017-05-29,276
2017-05-30,274
2017-05-31,266
2017-06-01,253
2017-06-02,241
2017-06-03,233
2017-06-04,228
2017-06-05,220
2017-06-06,222
2017-06-07,216
2017-06-08,216
2017-06-09,213
2017-06-10,212
2017-06-11,203
2017-06-12,209
2017-06-13,208
2017-06-14,219
2017-06-15,230
2017-06-16,242
2017-06-17,242
2017-06-18,255
2017-06-19,255
2017-06-20,268
2017-06-21,282
2017-06-22,282
2017-06-23,296
2017-06-24,284
2017-06-25,270
2017-06-26,259
2017-06-27,252
2017-06-28,252
2017-06-29,248
2017-06-30,239
2017-07-01,239
2017-07-02,232
2017-07-03,224
2017-07-04,236
2017-07-05,236
2017-07-06,228
2017-07-07,228
2017-07-08,229
2017-07-13,252
2017-07-14,250
2017-07-15,250
2017-07-16,254
2017-07-17,241
2017-07-18,243
2017-07-19,256
2017-07-20,265
2017-07-21,278
2017-07-22,291
2017-07-23,306
2017-07-24,306
2017-07-25,322
2017-07-26,339
2017-07-27,356
2017-07-28,374
2017-07-29,359
2017-07-30,346
2017-07-31,346
2017-08-01,342
2017-08-02,345
2017-08-03,337
2017-08-04,330
2017-08-05,345
2017-08-06,345
2017-08-09,376
2017-08-10,372
2017-08-11,376
2017-08-12,391
2017-08-13,411
2017-08-14,419
2017-08-15,415
2017-08-16,415
2017-08-17,422
2017-08-18,422
2017-08-19,403
2017-08-20,394
2017-08-21,381
2017-08-22,400
2017-08-23,420
2017-08-24,441
2017-08-25,464
2017-08-26,488
2017-08-27,513
2017-08-28,535
2017-08-29,535
2017-08-30,535
2017-08-31,535
2017-09-01,535
2017-09-02,535
2017-09-03,535
2017-09-04,535
2017-09-05,546
2017-09-06,537
2017-09-07,535
2017-09-08,535
2017-09-09,510
2017-09-10,488
2017-09-11,467
2017-09-12,448
2017-09-13,437
2017-09-14,434
2017-09-15,434
2017-09-16,437
2017-09-17,416
2017-09-18,401
2017-09-19,387
2017-09-20,374
2017-09-21,360
2017-09-22,355
2017-09-23,341
2017-09-24,329
2017-09-25,317
2017-09-26,331
2017-09-27,317
2017-09-28,318
2017-09-29,318
2017-09-30,334
2017-10-01,335
2017-10-02,350
2017-10-03,350
2017-10-04,368
2017-10-05,387
2017-10-06,400
2017-10-07,382
2017-10-08,373
2017-10-09,376
2017-10-10,373
2017-10-11,373
2017-10-12,358
2017-10-13,374
2017-10-14,393
2017-10-15,393
2017-10-16,386
2017-10-17,380
2017-10-18,375
2017-10-19,370
2017-10-20,377
2017-10-21,394
2017-10-22,400
2017-10-23,401
2017-10-24,400
2017-10-25,400
2017-10-26,400
2017-10-27,400
2017-10-28,400
2017-10-29,387
2017-10-30,372
2017-10-31,366
2017-11-01,366
2017-11-02,372
2017-11-03,391
2017-11-04,400
2017-11-05,405
2017-11-06,405
2017-11-07,418
2017-11-08,418
2017-11-09,412
2017-11-10,411
2017-11-11,397
2017-11-12,391
2017-11-13,378
2017-11-14,378
2017-11-15,370
2017-11-16,366
2017-11-17,374
2017-11-18,361
2017-11-19,358
2017-11-20,349
2017-11-21,367
2017-11-23,394
2017-11-24,394
2017-11-25,393
2017-11-26,380
2017-11-27,380
2017-11-28,363
2017-11-29,347
2017-11-30,347
2017-12-01,363
2017-12-02,363
2017-12-03,366
2017-12-04,366
2017-12-05,364
2017-12-06,365
2017-12-07,363
2017-12-08,363
2017-12-09,364
2017-12-10,371
2017-12-11,372
2017-12-12,368
2017-12-13,375
2017-12-14,375
2017-12-15,385
2017-12-16,390
2017-12-17,386
2017-12-18,398
2017-12-19,409
2017-12-20,408
2017-12-21,410
2017-12-22,411
2017-12-23,411
2017-12-24,411
2017-12-25,410
2017-12-26,395
2017-12-27,402
2017-12-28,402
2017-12-29,411
2017-12-30,401
2017-12-31,401
2018-01-01,401
2018-01-02,401
2018-01-03,390
2018-01-04,378
2018-01-05,394
2018-01-06,399
2018-01-07,387
2018-01-08,375
2018-01-09,385
2018-01-10,399
2018-01-11,396
2018-01-12,416
2018-01-13,433
2018-01-14,411
2018-01-15,390
2018-01-16,372
2018-01-17,361
2018-01-18,350
2018-01-19,350
2018-01-20,334
2018-01-21,350
2018-01-22,356
2018-01-23,351
2018-01-25,348
2018-01-26,339
2018-01-27,327
2018-01-28,318
2018-01-29,304
2018-01-30,299
2018-01-31,301
2018-02-01,301
2018-02-02,287
2018-02-03,283
2018-02-04,298
2018-02-05,311
2018-02-06,311
2018-02-07,311
2018-02-08,311
2018-02-09,317
2018-02-10,317
2018-02-11,331
2018-02-12,344
2018-02-13,334
2018-02-14,337
2018-02-15,346
2018-02-16,343
2018-02-17,351
2018-02-18,363
2018-02-19,371
2018-02-20,387
2018-02-21,386
2018-02-22,387
2018-02-23,401
2018-02-24,401
2018-02-25,409
