date_obj,Ensouled%20imp%20head price
2018-02-26,421
2018-02-27,419
2018-02-28,419
2018-03-01,415
2018-03-02,419
2018-03-03,420
2018-03-04,420
2018-03-05,420
2018-03-06,410
2018-03-07,408
2018-03-08,429
2018-03-09,430
2018-03-10,449
2018-03-11,445
2018-03-12,450
2018-03-13,469
2018-03-14,484
2018-03-15,499
2018-03-16,524
2018-03-17,523
2018-03-18,518
2018-03-20,485
2018-03-21,483
2018-03-23,504
2018-03-24,500
2018-03-25,496
2018-03-26,481
2018-03-27,480
2018-03-28,480
2018-03-29,459
2018-03-30,439
2018-03-31,461
2018-04-01,456
2018-04-02,446
2018-04-03,428
2018-04-04,415
2018-04-05,415
2018-04-06,414
2018-04-07,414
2018-04-08,415
2018-04-09,414
2018-04-10,414
2018-04-11,417
2018-04-12,437
2018-04-13,433
2018-04-14,434
2018-04-15,432
2018-04-16,415
2018-04-17,409
2018-04-18,409
2018-04-19,420
2018-04-20,430
2018-04-21,435
2018-04-22,452
2018-04-23,475
2018-04-24,499
2018-04-25,522
2018-04-26,522
2018-04-27,549
2018-04-28,577
2018-04-29,606
2018-04-30,634
2018-05-01,634
2018-05-03,635
2018-05-04,634
2018-05-05,634
2018-05-07,634
2018-05-08,634
2018-05-09,634
2018-05-10,634
2018-05-11,634
2018-05-12,634
2018-05-13,634
2018-05-14,634
2018-05-15,634
2018-05-16,635
2018-05-17,634
2018-05-18,635
2018-05-19,634
2018-05-20,639
2018-05-21,636
2018-05-22,636
2018-05-23,634
2018-05-24,634
2018-05-25,634
2018-05-26,635
2018-05-27,634
2018-05-28,634
2018-05-29,634
2018-05-30,634
2018-05-31,634
2018-06-01,634
2018-06-02,656
2018-06-03,689
2018-06-04,724
2018-06-05,732
2018-06-06,704
2018-06-07,677
2018-06-08,643
2018-06-09,635
2018-06-10,634
2018-06-11,634
2018-06-12,634
2018-06-13,636
2018-06-14,634
2018-06-15,634
2018-06-16,634
2018-06-17,638
2018-06-18,634
2018-06-19,635
2018-06-20,635
2018-06-21,637
2018-06-22,660
2018-06-23,661
2018-06-24,661
2018-06-25,690
2018-06-26,723
2018-06-27,723
2018-06-28,731
2018-06-29,724
2018-06-30,723
2018-07-01,723
2018-07-02,723
2018-07-03,724
2018-07-04,723
2018-07-05,726
2018-07-06,723
2018-07-07,724
2018-07-08,723
2018-07-09,724
2018-07-10,723
2018-07-11,703
2018-07-12,677
2018-07-13,674
2018-07-14,675
2018-07-15,648
2018-07-16,630
2018-07-17,599
2018-07-18,574
2018-07-19,549
2018-07-20,527
2018-07-21,501
2018-07-22,492
2018-07-23,477
2018-07-24,459
2018-07-25,437
2018-07-26,431
2018-07-27,437
2018-07-28,433
2018-07-29,432
2018-07-30,434
2018-07-31,435
2018-08-01,425
2018-08-02,410
2018-08-03,391
2018-08-04,393
2018-08-05,413
2018-08-06,434
2018-08-07,455
2018-08-08,478
2018-08-09,502
2018-08-10,528
2018-08-11,555
2018-08-12,565
2018-08-14,514
2018-08-16,463
2018-08-17,439
2018-08-18,417
2018-08-19,396
2018-08-20,381
2018-08-21,400
2018-08-22,410
2018-08-23,411
2018-08-24,419
2018-08-25,424
2018-08-26,413
2018-08-27,431
2018-08-28,437
2018-08-29,452
2018-08-30,466
2018-08-31,468
2018-09-01,490
2018-09-02,514
2018-09-03,515
2018-09-04,515
2018-09-05,514
2018-09-06,518
2018-09-07,513
2018-09-08,527
2018-09-09,518
2018-09-10,502
2018-09-11,503
2018-09-12,509
2018-09-13,520
2018-09-14,533
2018-09-15,507
2018-09-16,513
2018-09-17,512
2018-09-18,505
2018-09-19,504
2018-09-20,505
2018-09-21,504
2018-09-22,513
2018-09-23,528
2018-09-24,533
2018-09-25,527
2018-09-26,526
2018-09-27,525
2018-09-28,525
2018-09-29,525
2018-09-30,526
2018-10-01,534
2018-10-02,525
2018-10-03,538
2018-10-04,529
2018-10-05,528
2018-10-06,526
2018-10-07,528
2018-10-08,527
2018-10-09,526
2018-10-10,518
2018-10-11,521
2018-10-12,525
2018-10-13,539
2018-10-14,529
2018-10-15,527
2018-10-16,525
2018-10-17,527
2018-10-18,529
2018-10-19,525
2018-10-20,525
2018-10-21,525
2018-10-22,525
2018-10-23,525
2018-10-24,525
2018-10-25,525
2018-10-26,513
2018-10-27,537
2018-10-28,538
2018-10-29,531
2018-10-30,527
2018-10-31,525
2018-11-01,533
2018-11-03,525
2018-11-04,525
2018-11-05,526
2018-11-06,528
2018-11-07,532
2018-11-08,539
2018-11-09,558
2018-11-10,586
2018-11-11,616
2018-11-12,647
2018-11-13,680
2018-11-14,714
2018-11-15,750
2018-11-16,788
2018-11-17,800
2018-11-18,801
2018-11-19,800
2018-11-20,809
2018-11-21,809
2018-11-22,803
2018-11-23,800
2018-11-24,801
2018-11-25,800
2018-11-26,800
2018-11-27,801
2018-11-28,801
2018-11-29,801
2018-12-01,800
2018-12-02,840
2018-12-03,843
2018-12-04,855
2018-12-05,875
2018-12-07,850
2018-12-09,850
2018-12-10,851
2018-12-11,850
2018-12-12,857
2018-12-13,852
2018-12-14,853
2018-12-15,851
2018-12-16,851
2018-12-17,855
2018-12-18,855
2018-12-19,856
2018-12-20,857
2018-12-21,861
2018-12-22,861
2018-12-23,861
2018-12-24,867
2018-12-25,862
2018-12-26,861
2018-12-27,861
2018-12-28,861
2018-12-29,861
2018-12-30,861
2018-12-31,864
2019-01-01,862
2019-01-02,861
2019-01-03,862
2019-01-04,861
2019-01-05,858
2019-01-06,852
2019-01-08,851
2019-01-10,850
2019-01-11,854
2019-01-12,852
2019-01-13,850
2019-01-14,850
2019-01-15,850
2019-01-16,850
2019-01-17,851
2019-01-18,850
2019-01-19,850
2019-01-20,850
2019-01-21,850
2019-01-22,851
2019-01-23,851
2019-01-24,850
2019-01-25,852
2019-01-26,850
2019-01-27,850
2019-01-28,857
2019-01-29,850
2019-01-30,850
2019-01-31,852
2019-02-01,850
2019-02-02,850
2019-02-03,853
2019-02-04,857
2019-02-05,856
2019-02-06,856
2019-02-07,851
2019-02-08,850
2019-02-09,850
2019-02-10,850
2019-02-11,852
2019-02-12,850
2019-02-13,851
2019-02-14,850
2019-02-15,851
2019-02-16,850
2019-02-17,850
2019-02-18,840
2019-02-19,816
2019-02-20,777
2019-02-21,816
2019-02-22,850
2019-02-23,850
2019-02-24,850
2019-02-25,852
2019-02-26,850
2019-02-27,859
2019-02-28,830
2019-03-01,788
2019-03-02,748
2019-03-03,760
2019-03-04,798
2019-03-05,838
2019-03-06,854
2019-03-07,850
2019-03-08,857
2019-03-09,850
2019-03-10,850
2019-03-11,851
2019-03-12,850
2019-03-13,861
2019-03-14,875
2019-03-15,850
2019-03-16,853
2019-03-17,850
2019-03-18,850
2019-03-19,850
2019-03-20,850
2019-03-21,851
2019-03-22,850
2019-03-23,867
2019-03-24,840
2019-03-25,854
2019-03-26,850
2019-03-27,850
2019-03-28,850
2019-03-29,851
2019-03-30,851
2019-03-31,850
2019-04-01,850
2019-04-02,850
2019-04-03,850
2019-04-04,851
2019-04-05,853
2019-04-06,850
2019-04-07,850
2019-04-08,850
2019-04-09,850
2019-04-10,850
2019-04-11,850
2019-04-12,850
2019-04-13,850
2019-04-14,850
2019-04-15,850
2019-04-16,850
2019-04-17,850
2019-04-18,850
2019-04-19,851
2019-04-20,850
2019-04-21,850
2019-04-22,850
2019-04-23,851
2019-04-24,850
2019-04-25,850
2019-04-26,850
2019-04-27,850
2019-04-28,850
2019-04-29,850
2019-04-30,851
2019-05-01,850
2019-05-02,850
2019-05-03,860
2019-05-04,851
2019-05-05,850
2019-05-06,850
2019-05-07,850
2019-05-08,850
2019-05-09,850
2019-05-10,851
2019-05-11,851
2019-05-12,854
2019-05-13,850
2019-05-14,850
2019-05-15,850
2019-05-16,850
2019-05-17,850
2019-05-18,861
2019-05-19,851
2019-05-20,856
2019-05-21,850
2019-05-22,858
2019-05-23,860
2019-05-24,852
2019-05-25,850
2019-05-26,850
2019-05-27,850
2019-05-28,850
2019-05-29,851
2019-05-30,850
2019-05-31,850
2019-06-01,860
2019-06-02,851
2019-06-03,850
2019-06-04,850
2019-06-05,851
2019-06-06,856
2019-06-07,880
2019-06-08,850
2019-06-09,850
2019-06-10,856
2019-06-11,851
2019-06-12,851
2019-06-13,851
2019-06-14,852
2019-06-15,851
2019-06-16,852
2019-06-17,866
2019-06-18,851
2019-06-19,851
2019-06-20,850
2019-06-21,850
2019-06-22,850
2019-06-23,851
2019-06-24,850
2019-06-25,850
2019-06-26,851
2019-06-27,850
2019-06-28,850
2019-06-29,848
2019-06-30,838
2019-07-01,852
2019-07-02,850
2019-07-03,850
2019-07-04,854
2019-07-05,851
2019-07-06,851
2019-07-07,869
2019-07-08,852
2019-07-09,855
2019-07-10,851
2019-07-11,851
2019-07-12,850
2019-07-13,851
2019-07-14,850
2019-07-15,851
2019-07-16,850
2019-07-17,850
2019-07-18,878
2019-07-19,860
2019-07-20,853
2019-07-21,850
2019-07-22,850
2019-07-23,850
2019-07-24,853
2019-07-25,851
2019-07-26,850
2019-07-27,850
2019-07-28,857
2019-07-29,853
2019-07-30,850
2019-07-31,851
2019-08-01,852
2019-08-02,850
2019-08-03,850
2019-08-04,849
2019-08-05,850
2019-08-06,850
2019-08-07,850
2019-08-08,850
2019-08-09,851
2019-08-10,850
2019-08-11,858
2019-08-12,878
2019-08-13,836
2019-08-14,851
2019-08-15,857
2019-08-16,840
2019-08-17,850
2019-08-18,851
2019-08-19,850
2019-08-20,830
2019-08-21,800
2019-08-22,790
2019-08-23,758
2019-08-24,720
2019-08-24,720
2019-08-25,686
2019-08-25,686
2019-08-26,651
2019-08-27,656
2019-08-27,656
2019-08-28,689
2019-08-29,724
2019-08-30,761
2019-08-31,761
2019-09-01,800
2019-09-02,803
2019-09-03,801
2019-09-04,800
2019-09-05,800
2019-09-06,804
2019-09-07,800
2019-09-08,803
2019-09-09,801
2019-09-10,800
2019-09-11,800
2019-09-12,800
2019-09-13,800
2019-09-14,800
2019-09-15,805
2019-09-16,801
2019-09-17,800
2019-09-18,800
2019-09-19,801
2019-09-20,800
2019-09-21,800
2019-09-22,800
2019-09-23,800
2019-09-24,800
2019-09-25,800
2019-09-26,800
2019-09-27,800
2019-09-28,800
2019-09-29,800
2019-09-30,800
2019-10-01,800
2019-10-02,800
2019-10-03,800
2019-10-04,800
2019-10-05,805
2019-10-06,806
2019-10-07,800
2019-10-08,800
2019-10-09,800
2019-10-10,801
2019-10-11,800
2019-10-12,800
2019-10-13,804
2019-10-14,806
2019-10-15,802
2019-10-16,806
2019-10-17,801
2019-10-18,800
2019-10-19,800
2019-10-20,800
2019-10-21,800
2019-10-22,800
2019-10-23,800
2019-10-24,813
2019-10-25,781
2019-10-26,762
2019-10-27,731
2019-10-28,734
2019-10-29,771
2019-10-30,801
2019-10-31,800
2019-11-01,800
2019-11-02,800
2019-11-03,800
2019-11-04,800
2019-11-05,800
2019-11-06,800
2019-11-07,800
2019-11-08,800
2019-11-09,800
2019-11-10,788
2019-11-11,800
2019-11-12,800
2019-11-13,800
2019-11-14,801
2019-11-15,803
2019-11-16,801
2019-11-17,801
2019-11-18,800
2019-11-19,804
2019-11-20,811
2019-11-21,811
2019-11-22,800
2019-11-23,801
2019-11-24,800
2019-11-25,800
2019-11-26,797
2019-11-27,766
2019-11-28,733
2019-11-29,707
2019-11-30,690
2019-12-01,665
2019-12-02,658
2019-12-03,676
2019-12-04,646
2019-12-05,617
2019-12-06,589
2019-12-07,559
2019-12-08,535
2019-12-09,509
2019-12-10,483
2019-12-11,488
2019-12-12,513
2019-12-13,539
2019-12-14,566
2019-12-15,595
2019-12-16,625
2019-12-17,657
2019-12-18,690
2019-12-19,725
2019-12-20,762
2019-12-21,755
2019-12-22,793
2019-12-23,800
2019-12-24,800
2019-12-25,768
2019-12-26,767
2019-12-27,800
2019-12-28,801
2019-12-29,807
2019-12-30,800
2019-12-31,802
2020-01-01,801
2020-01-02,783
2020-01-03,747
2020-01-04,712
2020-01-05,689
2020-01-06,654
2020-01-07,621
2020-01-08,593
2020-01-09,570
2020-01-10,562
2020-01-11,555
2020-01-12,561
2020-01-13,560
2020-01-14,560
2020-01-15,560
2020-01-16,559
2020-01-17,546
2020-01-18,522
2020-01-19,498
2020-01-20,478
2020-01-21,458
2020-01-22,453
2020-01-23,454
2020-01-24,457
2020-01-25,475
2020-01-26,476
2020-01-27,454
2020-01-28,467
2020-01-29,445
2020-01-30,437
2020-01-31,448
2020-02-01,447
2020-02-02,449
2020-02-03,471
2020-02-04,495
2020-02-05,520
2020-02-06,546
2020-02-07,574
2020-02-08,603
2020-02-09,634
2020-02-10,666
2020-02-11,700
2020-02-12,735
2020-02-13,772
2020-02-14,800
2020-02-15,804
2020-02-16,800
2020-02-17,800
2020-02-18,801
2020-02-19,801
2020-02-20,800
2020-02-21,800
2020-02-22,802
2020-02-23,800
2020-02-24,800
2020-02-25,802
2020-02-26,808
2020-02-27,800
2020-02-28,804
2020-02-29,804
2020-03-01,800
2020-03-02,800
2020-03-03,800
2020-03-04,800
2020-03-05,800
2020-03-06,800
2020-03-07,800
2020-03-08,800
2020-03-09,800
2020-03-10,800
2020-03-11,800
2020-03-12,800
2020-03-13,800
2020-03-14,800
2020-03-15,800
2020-03-16,800
2020-03-17,809
2020-03-18,814
2020-03-19,802
2020-03-20,800
2020-03-21,800
2020-03-22,803
2020-03-23,800
2020-03-24,804
2020-03-25,800
2020-03-26,803
2020-03-27,800
2020-03-28,800
2020-03-29,806
2020-03-30,800
2020-03-31,789
2020-04-01,749
2020-04-02,724
2020-04-03,761
2020-04-04,757
2020-04-05,781
2020-04-06,800
2020-04-07,804
2020-04-08,800
2020-04-09,800
2020-04-10,802
2020-04-11,800
2020-04-12,769
2020-04-13,730
2020-04-14,752
2020-04-15,790
2020-04-16,800
2020-04-17,800
2020-04-18,801
2020-04-19,800
2020-04-20,805
2020-04-21,801
2020-04-22,800
2020-04-23,800
2020-04-24,800
2020-04-25,807
2020-04-26,801
2020-04-27,801
2020-04-28,800
2020-04-29,801
2020-04-30,800
2020-05-01,800
2020-05-02,800
2020-05-03,804
2020-05-04,800
2020-05-05,806
2020-05-06,819
2020-05-07,825
2020-05-08,825
2020-05-09,825
2020-05-10,825
2020-05-11,825
2020-05-12,825
2020-05-13,825
