date_obj,Ward%20upgrade%20kit price
2015-11-17,93338
2015-11-18,93338
2015-11-19,93338
2015-11-20,93338
2015-11-21,97912
2015-11-22,97912
2015-11-23,97912
2015-11-24,97912
2015-11-25,97912
2015-11-26,97912
2015-11-27,102058
2015-11-28,102058
2015-11-29,102058
2015-11-30,102058
2015-12-01,102058
2015-12-02,102058
2015-12-03,106163
2015-12-04,106163
2015-12-05,106163
2015-12-06,106163
2015-12-07,106163
2015-12-08,106163
2015-12-09,110377
2015-12-10,110377
2015-12-11,110377
2015-12-13,110377
2015-12-14,110377
2015-12-15,113532
2015-12-16,113532
2015-12-17,113532
2015-12-18,113532
2015-12-19,113532
2015-12-20,117632
2015-12-21,117632
2015-12-22,117632
2015-12-23,117632
2015-12-24,117632
2015-12-25,117632
2015-12-26,118692
2015-12-27,118692
2015-12-28,118692
2015-12-29,118692
2015-12-30,118692
2015-12-31,119779
2016-01-01,119779
2016-01-02,119779
2016-01-03,119779
2016-01-04,119779
2016-01-05,119551
2016-01-06,119551
2016-01-07,119551
2016-01-08,119551
2016-01-09,119551
2016-01-10,115961
2016-01-11,115961
2016-01-12,115961
2016-01-13,115961
2016-01-14,119694
2016-01-15,119694
2016-01-16,119694
2016-01-17,119694
2016-01-18,119694
2016-01-19,120032
2016-01-20,120032
2016-01-21,120032
2016-01-22,120032
2016-01-23,120032
2016-01-24,120173
2016-01-25,120173
2016-01-26,120173
2016-01-27,120173
2016-01-28,120173
2016-01-29,115454
2016-01-30,115454
2016-01-31,115454
2016-02-01,115454
2016-02-02,115454
2016-02-03,116504
2016-02-04,116504
2016-02-05,116504
2016-02-06,116504
2016-02-07,116504
2016-02-08,118584
2016-02-09,118584
2016-02-10,118584
2016-02-11,118584
2016-02-12,118584
2016-02-13,116132
2016-02-14,116132
2016-02-15,116132
2016-02-16,116132
2016-02-17,116132
2016-02-18,116132
2016-02-19,112100
2016-02-20,112100
2016-02-21,112100
2016-02-22,112100
2016-02-23,112100
2016-02-24,109849
2016-02-25,109849
2016-02-26,109849
2016-02-27,109849
2016-02-28,109849
2016-02-29,112313
2016-03-01,112313
2016-03-02,112313
2016-03-03,112313
2016-03-04,112313
2016-03-05,112313
2016-03-06,115949
2016-03-07,115949
2016-03-08,115949
2016-03-09,115949
2016-03-10,115949
2016-03-11,115949
2016-03-12,117476
2016-03-13,117476
2016-03-14,117476
2016-03-15,117476
2016-03-16,117476
2016-03-17,117476
2016-03-18,117630
2016-03-19,117630
2016-03-20,117630
2016-03-21,117630
2016-03-22,117630
2016-03-23,115432
2016-03-24,115432
2016-03-25,115432
2016-03-26,115432
2016-03-27,115432
2016-03-28,109660
2016-03-29,109660
2016-03-30,109660
2016-03-31,109660
2016-04-01,109660
2016-04-02,109660
2016-04-03,105810
2016-04-04,105810
2016-04-05,105810
2016-04-06,105810
2016-04-07,105810
2016-04-08,105478
2016-04-09,105478
2016-04-10,105478
2016-04-11,105478
2016-04-12,105478
2016-04-13,108127
2016-04-14,108127
2016-04-15,108127
2016-04-16,108127
2016-04-17,108127
2016-04-18,109899
2016-04-19,109899
2016-04-20,109899
2016-04-21,109899
2016-04-22,109899
2016-04-23,109899
2016-04-24,112340
2016-04-25,112340
2016-04-26,112340
2016-04-27,112340
2016-04-28,112340
2016-04-29,117147
2016-04-30,117147
2016-05-01,117147
2016-05-02,117147
2016-05-03,117147
2016-05-04,118745
2016-05-05,118745
2016-05-06,118745
2016-05-07,118745
2016-05-08,118745
2016-05-09,119107
2016-05-10,119107
2016-05-11,119107
2016-05-12,119107
2016-05-13,122115
2016-05-14,122115
2016-05-15,122115
2016-05-16,122115
2016-05-17,122115
2016-05-18,119444
2016-05-19,119444
2016-05-22,119444
2016-05-23,114507
2016-05-24,114507
2016-05-25,114507
2016-05-26,114507
2016-05-27,116753
2016-05-28,116753
2016-05-29,116753
2016-05-30,116753
2016-05-31,116753
2016-06-01,116183
2016-06-02,116183
2016-06-03,116183
2016-06-04,116183
2016-06-05,116183
2016-06-06,118389
2016-06-07,118389
2016-06-08,118389
2016-06-09,118389
2016-06-10,118389
2016-06-11,113870
2016-06-12,113870
2016-06-13,113870
2016-06-14,113870
2016-06-15,113870
2016-06-16,114117
2016-06-17,114117
2016-06-18,114117
2016-06-19,114117
2016-06-20,114117
2016-06-21,112708
2016-06-22,112708
2016-06-23,112708
2016-06-24,112708
2016-06-25,112708
2016-06-26,112528
2016-06-27,112528
2016-06-28,112528
2016-06-29,112528
2016-06-30,112528
2016-07-01,107876
2016-07-02,107876
2016-07-03,107876
2016-07-04,107876
2016-07-05,107876
2016-07-06,103771
2016-07-07,103771
2016-07-08,103771
2016-07-09,103771
2016-07-10,103771
2016-07-11,98615
2016-07-12,98615
2016-07-13,98615
2016-07-14,98615
2016-07-15,98615
2016-07-16,98615
2016-07-17,98615
2016-07-18,100698
2016-07-24,104646
2016-07-25,104646
2016-07-26,104646
2016-07-27,104646
2016-07-28,104646
2016-07-29,104646
2016-07-30,104128
2016-07-31,104128
2016-08-01,104128
2016-08-02,104128
2016-08-03,104128
2016-08-04,104128
2016-08-05,102207
2016-08-06,102207
2016-08-07,102207
2016-08-08,102207
2016-08-09,102207
2016-08-10,104097
2016-08-11,104097
2016-08-12,104097
2016-08-13,104097
2016-08-14,104097
2016-08-15,104097
2016-08-16,99743
2016-08-17,99743
2016-08-18,99743
2016-08-19,99743
2016-08-20,99743
2016-08-21,99743
2016-08-22,97754
2016-08-23,97754
2016-08-24,97754
2016-08-25,97754
2016-08-26,97754
2016-08-28,101508
2016-08-31,101508
2016-09-01,105829
2016-09-02,105829
2016-09-03,105829
2016-09-04,105829
2016-09-05,105829
2016-09-06,110818
2016-09-07,110818
2016-09-08,110818
2016-09-09,110818
2016-09-10,110818
2016-09-11,110818
2016-09-12,110818
2016-09-13,109085
2016-09-14,109085
2016-09-15,109085
2016-09-16,109085
2016-09-17,109085
2016-09-18,109085
2016-09-19,113801
2016-09-20,113801
2016-09-21,113801
2016-09-22,113801
2016-09-23,113801
2016-09-24,113801
2016-09-25,114981
2016-09-26,114981
2016-09-27,114981
2016-09-28,114981
2016-09-29,114981
2016-09-30,114981
2016-10-01,110785
2016-10-02,110785
2016-10-03,110785
2016-10-04,110785
2016-10-05,110785
2016-10-06,110785
2016-10-07,110785
2016-10-08,105245
2016-10-09,105245
2016-10-10,105245
2016-10-11,105245
2016-10-12,105245
2016-10-13,105245
2016-10-14,105245
2016-10-15,101472
2016-10-16,101472
2016-10-17,101472
2016-10-18,101472
2016-10-19,101472
2016-10-20,101472
2016-10-21,99418
2016-10-22,99418
2016-10-23,99418
2016-10-24,99418
2016-10-25,99418
2016-10-26,99418
2016-10-27,104189
2016-10-28,104189
2016-10-29,104189
2016-10-30,104189
2016-10-31,104189
2016-11-01,104189
2016-11-02,100455
2016-11-03,100455
2016-11-04,100455
2016-11-05,100455
2016-11-06,100455
2016-11-07,100455
2016-11-08,102777
2016-11-09,102777
2016-11-10,102777
2016-11-11,102777
2016-11-12,102777
2016-11-13,102777
2016-11-14,104107
2016-12-08,104906
2016-12-09,104906
2016-12-10,104906
2016-12-11,104906
2016-12-12,101746
2016-12-13,101746
2016-12-14,101746
2016-12-15,101746
2016-12-16,101746
2016-12-17,101746
2016-12-18,102917
2016-12-19,102917
2016-12-20,102917
2016-12-21,102917
2016-12-22,102917
2016-12-23,106539
2016-12-24,106539
2016-12-25,106539
2016-12-26,106539
2016-12-27,106539
2016-12-28,106539
2016-12-29,104727
2016-12-30,104727
2016-12-31,104727
2017-01-01,104727
2017-01-02,103803
2017-01-03,103803
2017-01-04,103803
2017-01-05,103803
2017-01-06,103803
2017-01-07,105990
2017-01-08,105990
2017-01-09,105990
2017-01-10,101614
2017-01-11,101614
2017-01-12,104533
2017-01-13,104533
2017-01-14,104533
2017-01-15,104336
2017-01-16,104336
2017-01-17,104336
2017-01-18,99119
2017-01-19,99119
2017-01-20,99119
2017-01-21,99119
2017-01-22,96601
2017-01-27,94464
2017-01-28,98113
2017-01-29,98113
2017-01-30,98113
2017-01-31,98113
2017-02-01,103001
2017-02-02,103001
2017-02-03,103001
2017-02-04,103001
2017-02-05,107186
2017-02-06,107186
2017-02-07,107186
2017-02-08,107186
2017-02-09,111048
2017-02-10,111048
2017-02-11,111048
2017-02-12,110631
2017-02-13,110631
2017-02-14,110631
2017-02-15,107125
2017-02-16,107125
2017-02-18,107125
2017-02-19,103783
2017-02-20,103783
2017-02-21,103783
2017-02-22,103783
2017-02-23,103783
2017-02-24,99955
2017-02-25,99955
2017-02-26,99955
2017-02-27,100546
2017-02-28,100546
2017-03-01,100546
2017-03-02,96240
2017-03-03,96240
2017-03-04,96240
2017-03-05,96240
2017-03-06,98258
2017-03-07,98258
2017-03-08,98258
2017-03-09,98258
2017-03-10,102577
2017-03-11,102577
2017-03-12,102577
2017-03-13,102653
2017-03-14,102653
2017-03-15,102653
2017-03-16,106441
2017-03-17,106441
2017-03-18,106441
2017-03-19,111334
2017-03-20,111334
2017-03-21,111334
2017-03-22,109503
2017-03-23,109503
2017-03-24,109503
2017-03-25,109503
2017-03-26,106638
2017-03-27,106638
2017-03-28,106638
2017-03-29,111560
2017-03-30,111560
2017-03-31,111560
2017-04-01,111560
2017-04-02,114316
2017-04-03,114316
2017-04-04,114316
2017-04-12,106792
2017-04-13,105094
2017-04-14,105094
2017-04-15,105094
2017-04-16,106499
2017-04-17,106499
2017-04-18,106499
2017-04-19,110703
2017-04-20,110703
2017-04-21,110703
2017-04-22,110703
2017-04-23,110703
2017-04-24,108653
2017-04-25,108653
2017-04-26,108653
2017-04-27,108653
2017-04-28,111969
2017-04-29,111969
2017-04-30,111969
2017-05-01,111969
2017-05-02,113203
2017-05-03,113203
2017-05-04,113203
2017-05-05,113203
2017-05-06,117250
2017-05-07,117250
2017-05-08,117250
2017-05-09,117250
2017-05-10,119090
2017-05-11,119090
2017-05-12,119090
2017-05-13,119090
2017-05-14,118771
2017-05-15,118771
2017-05-16,118771
2017-05-17,118771
2017-05-18,120490
2017-05-19,120490
2017-05-20,120490
2017-05-21,120490
2017-05-22,116255
2017-05-23,116255
2017-05-24,116255
2017-05-25,116255
2017-05-26,118818
2017-05-27,118818
2017-05-28,118818
2017-05-29,118818
2017-05-30,118818
2017-05-31,122320
2017-06-01,122320
2017-06-02,122320
2017-06-03,122320
2017-06-06,121603
2017-06-07,121603
2017-06-08,121603
2017-06-09,118810
2017-06-10,118810
2017-06-11,118810
2017-06-12,118810
2017-06-13,119667
2017-06-14,119667
2017-06-15,119667
2017-06-16,119667
2017-06-17,119667
2017-06-18,120936
2017-06-19,120936
2017-06-20,120936
2017-06-21,120936
2017-06-22,120936
2017-06-23,120936
2017-06-24,126497
2017-06-25,126497
2017-06-26,126497
2017-06-27,126497
2017-06-28,126497
2017-06-29,121036
2017-06-30,121036
2017-07-01,121036
2017-07-02,121036
2017-07-03,121036
2017-07-04,116897
2017-07-05,116897
2017-07-06,116897
2017-07-07,116897
2017-07-08,116897
2017-07-13,112463
2017-07-14,111306
2017-07-15,111306
2017-07-16,111306
2017-07-17,111306
2017-07-18,111306
2017-07-19,111195
2017-07-20,111195
2017-07-21,111195
2017-07-22,111195
2017-07-23,111195
2017-07-24,114146
2017-07-25,114146
2017-07-26,114146
2017-07-27,114146
2017-07-28,114146
2017-07-29,113096
2017-07-30,113096
2017-07-31,113096
2017-08-01,113096
2017-08-02,115229
2017-08-03,115229
2017-08-04,115229
2017-08-05,115229
2017-08-06,115229
2017-08-09,114306
2017-08-10,114306
2017-08-11,114306
2017-08-12,117060
2017-08-13,117060
2017-08-14,117060
2017-08-15,117060
2017-08-16,117060
2017-08-17,119482
2017-08-18,119482
2017-08-19,119482
2017-08-20,119482
2017-08-21,119482
2017-08-22,118307
2017-08-23,118307
2017-08-24,118307
2017-08-25,118307
2017-08-26,118307
2017-08-27,115080
2017-08-28,115080
2017-08-29,115080
2017-08-30,115080
2017-08-31,115080
2017-09-01,115080
2017-09-02,109366
2017-09-03,109366
2017-09-04,109366
2017-09-05,109366
2017-09-06,109366
2017-09-07,109366
2017-09-08,104318
2017-09-09,104318
2017-09-10,104318
2017-09-11,104318
2017-09-12,104318
2017-09-13,100199
2017-09-14,100199
2017-09-15,100199
2017-09-16,100199
2017-09-17,100199
2017-09-18,100199
2017-09-19,95189
2017-09-20,95189
2017-09-21,95189
2017-09-22,95189
2017-09-23,95189
2017-09-24,93222
2017-09-25,93222
2017-09-26,93222
2017-09-27,93222
2017-09-28,93222
2017-09-29,93222
2017-09-30,90929
2017-10-01,90929
2017-10-02,90929
2017-10-03,90929
2017-10-04,90929
2017-10-05,90929
2017-10-06,88802
2017-10-07,88802
2017-10-08,88802
2017-10-09,88802
2017-10-10,88802
2017-10-11,88802
2017-10-12,87884
2017-10-13,87884
2017-10-14,87884
2017-10-15,87884
2017-10-16,87884
2017-10-17,87884
2017-10-18,84474
2017-10-19,84474
2017-10-20,84474
2017-10-21,84474
2017-10-22,84474
2017-10-23,84474
2017-10-24,85085
2017-10-25,85085
2017-10-26,85085
2017-10-27,85085
2017-10-28,85085
2017-10-29,85085
2017-10-30,88751
2017-10-31,88751
2017-11-01,88751
2017-11-02,88751
2017-11-03,88751
2017-11-04,88751
2017-11-05,88928
2017-11-06,88928
2017-11-07,88928
2017-11-08,88928
2017-11-09,88928
2017-11-10,88928
2017-11-11,86778
2017-11-12,86778
2017-11-13,86778
2017-11-14,86778
2017-11-15,86778
2017-11-16,86778
2017-11-17,85658
2017-11-18,85658
2017-11-19,85658
2017-11-20,85658
2017-11-21,85658
2017-11-22,85658
2017-11-23,88351
2017-11-24,88351
2017-11-25,88351
2017-11-26,88351
2017-11-27,88351
2017-11-28,87384
2017-11-29,87384
2017-11-30,87384
2017-12-01,87384
2017-12-02,87384
2017-12-03,89748
2017-12-04,89748
2017-12-05,89748
2017-12-06,89748
2017-12-07,89748
2017-12-08,88431
2017-12-09,88431
2017-12-10,88431
2017-12-11,88431
2017-12-12,88431
2017-12-13,88318
2017-12-14,88318
2017-12-15,88318
2017-12-16,88318
2017-12-17,88318
2017-12-18,88717
2017-12-19,88717
2017-12-20,88717
2017-12-21,88717
2017-12-22,88717
2017-12-23,88717
2017-12-24,90668
2017-12-25,90668
2017-12-26,90668
2017-12-27,90668
2017-12-28,90668
2017-12-29,94939
2017-12-30,94939
2017-12-31,94939
2018-01-01,94939
2018-01-02,94939
2018-01-03,92682
2018-01-04,92682
2018-01-05,92682
2018-01-06,92682
2018-01-07,92682
2018-01-08,88466
2018-01-09,88466
2018-01-10,88466
2018-01-11,88466
2018-01-12,88466
2018-01-13,92610
2018-01-14,92610
2018-01-15,92610
2018-01-16,92610
2018-01-17,92610
2018-01-18,88512
2018-01-19,88512
2018-01-20,88512
2018-01-21,88512
2018-01-22,88512
2018-01-23,85405
2018-01-24,85405
2018-01-25,85405
2018-01-26,83326
2018-01-27,83326
2018-01-28,83326
2018-01-29,86294
2018-01-30,86294
2018-02-01,86294
2018-02-02,83043
2018-02-03,83043
2018-02-04,83043
2018-02-05,79832
2018-02-06,79832
2018-02-07,79832
2018-02-08,83061
2018-02-09,83061
2018-02-10,83061
2018-02-11,85750
2018-02-12,85750
2018-02-13,85750
2018-02-14,85750
2018-02-15,89579
2018-02-16,89579
2018-02-17,89579
2018-02-18,88682
2018-02-19,88682
2018-02-20,88682
2018-02-21,88650
2018-02-22,88650
2018-02-23,88650
2018-02-24,88650
2018-02-25,84940
2018-02-26,84940
2018-02-27,84940
2018-02-28,84525
2018-03-01,84525
2018-03-02,84525
2018-03-03,83999
2018-03-04,83999
2018-03-05,83999
2018-03-06,83999
2018-03-07,82073
2018-03-08,82073
2018-03-09,82073
2018-03-10,82073
2018-03-11,84008
2018-03-12,84008
2018-03-13,84008
2018-03-14,84008
2018-03-15,87954
2018-03-16,87954
2018-03-17,87954
2018-03-18,92157
2018-03-19,92157
2018-03-20,92157
2018-03-21,92157
2018-03-23,96581
2018-03-24,96581
2018-03-26,95779
2018-03-27,95779
2018-03-28,95779
2018-03-29,90990
2018-03-30,90990
2018-03-31,90990
2018-04-01,90990
2018-04-02,91884
2018-04-03,91884
2018-04-04,91884
2018-04-05,91884
2018-04-06,92865
2018-04-08,92865
2018-04-09,92865
2018-04-10,92379
2018-04-11,92379
2018-04-12,92379
2018-04-13,93510
2018-04-14,93510
2018-04-16,95349
2018-04-17,95349
2018-04-18,95349
2018-04-19,95349
2018-04-20,97349
2018-04-21,97349
2018-04-22,97349
2018-04-23,96344
2018-04-24,96344
2018-04-25,96344
2018-04-26,96344
2018-04-27,97156
2018-04-28,97156
2018-04-29,97156
2018-04-30,99983
2018-05-02,99983
2018-05-03,99983
2018-05-04,103618
2018-05-05,103618
2018-05-06,103618
2018-05-07,103618
2018-05-08,108607
2018-05-09,108607
2018-05-10,108607
2018-05-11,112328
2018-05-12,112328
2018-05-13,112328
2018-05-14,112328
2018-05-15,107023
2018-05-16,107023
2018-05-17,107023
2018-05-18,107023
2018-05-19,101671
2018-05-20,101671
2018-05-21,101671
2018-05-22,101671
2018-05-23,96587
2018-05-24,96587
2018-05-25,96587
2018-05-26,96587
2018-05-27,92135
2018-05-28,92135
2018-05-29,92135
2018-05-30,96657
2018-05-31,96657
2018-06-01,96657
2018-06-02,100086
2018-06-03,100086
2018-06-04,100086
2018-06-05,100086
2018-06-06,101165
2018-06-07,101165
2018-06-08,101165
2018-06-09,101165
2018-06-10,104268
2018-06-11,104268
2018-06-12,104268
2018-06-13,104268
2018-06-14,102432
2018-06-15,102432
2018-06-16,102432
2018-06-17,102432
2018-06-18,99478
2018-06-19,99478
2018-06-20,99478
2018-06-21,99478
2018-06-22,98669
2018-06-23,98669
2018-06-24,98669
2018-06-25,98669
2018-06-26,98669
2018-06-27,93980
2018-06-28,93980
2018-06-29,93980
2018-06-30,93980
2018-07-01,89930
2018-07-02,89930
2018-07-03,89930
2018-07-04,89930
2018-07-05,89930
2018-07-06,89106
2018-07-07,89106
2018-07-08,89106
2018-07-09,89106
2018-07-10,85717
2018-07-11,85717
2018-07-12,85717
2018-07-13,85717
2018-07-14,85717
2018-07-15,86906
2018-07-16,86906
2018-07-17,86906
2018-07-18,86906
2018-07-19,85097
2018-07-20,85097
2018-07-21,85097
2018-07-22,85356
2018-07-23,85356
2018-07-24,85356
2018-07-25,85356
2018-07-26,84876
2018-07-27,84876
2018-07-28,84876
2018-07-29,84876
2018-07-30,85227
2018-07-31,85227
2018-08-01,85227
2018-08-02,87702
2018-08-03,87702
2018-08-04,87702
2018-08-05,87702
2018-08-06,90981
2018-08-07,90981
2018-08-08,90981
2018-08-09,90981
2018-08-10,95354
2018-08-11,95354
2018-08-12,95354
2018-08-14,99817
2018-08-16,99817
2018-08-17,103322
2018-08-18,103322
2018-08-19,103322
2018-08-20,103322
2018-08-21,108118
2018-08-22,108118
2018-08-23,108118
2018-08-24,108118
2018-08-25,109284
2018-08-26,109284
2018-08-27,109284
2018-08-28,109284
2018-08-29,109284
2018-08-30,109284
2018-08-31,108254
2018-09-01,108254
2018-09-02,108254
2018-09-03,108254
2018-09-04,108254
2018-09-05,106517
2018-09-06,106517
2018-09-07,106517
2018-09-08,106517
2018-09-09,106517
2018-09-10,110497
2018-09-11,110497
2018-09-12,110497
2018-09-13,110497
2018-09-14,110497
2018-09-15,115535
2018-09-16,115535
2018-09-17,115535
2018-09-18,115535
2018-09-19,115535
2018-09-20,111488
2018-09-21,111488
2018-09-22,111488
2018-09-23,111488
2018-09-24,108767
2018-09-25,108767
2018-09-26,108767
2018-09-27,108767
2018-09-28,103807
2018-09-29,103807
2018-09-30,103807
2018-10-02,103807
2018-10-03,99131
2018-10-04,99131
2018-10-05,99131
2018-10-06,99131
2018-10-07,94174
2018-10-08,94174
2018-10-09,94174
2018-10-10,94174
2018-10-11,89600
2018-10-12,89600
2018-10-13,89600
2018-10-14,89600
2018-10-15,90452
2018-10-16,90452
2018-10-17,90452
2018-10-18,90452
2018-10-19,90536
2018-10-20,90536
2018-10-21,90536
2018-10-22,90536
2018-10-23,90536
2018-10-24,90185
2018-10-25,90185
2018-10-26,90185
2018-10-27,90185
2018-10-28,91394
2018-10-29,91394
2018-10-30,91394
2018-10-31,91394
2018-11-01,95576
2018-11-03,95576
2018-11-04,95576
2018-11-05,93761
2018-11-06,93761
2018-11-07,93761
2018-11-08,93761
2018-11-09,93761
2018-11-10,89997
2018-11-11,89997
2018-11-12,89997
2018-11-13,89997
2018-11-14,91456
2018-11-15,91456
2018-11-16,91456
2018-11-17,91456
2018-11-18,87382
2018-11-19,87382
2018-11-20,87382
2018-11-21,87382
2018-11-22,84125
2018-11-23,84125
2018-11-24,84125
2018-11-25,84384
2018-11-26,84384
2018-11-27,84384
2018-11-28,84384
2018-11-29,82723
2018-12-01,82723
2018-12-02,79693
2018-12-03,79693
2018-12-04,79693
2018-12-05,79693
2018-12-07,79054
2018-12-09,79054
2018-12-10,81312
2018-12-11,81312
2018-12-12,81312
2018-12-13,81312
2018-12-14,81137
2018-12-15,81137
2018-12-16,81137
2018-12-17,81137
2018-12-18,78322
2018-12-19,78322
2018-12-20,78322
2018-12-21,78322
2018-12-22,79349
2018-12-23,79349
2018-12-24,79349
2018-12-25,81989
2018-12-26,81989
2018-12-27,81989
2018-12-28,81989
2018-12-29,85272
2018-12-30,85272
2018-12-31,85272
2019-01-01,85272
2019-01-02,83220
2019-01-03,83220
2019-01-04,83220
2019-01-05,80210
2019-01-06,80210
2019-01-08,82748
2019-01-10,82748
2019-01-11,82748
2019-01-12,78710
2019-01-13,78710
2019-01-14,78710
2019-01-15,78710
2019-01-16,76256
2019-01-17,76256
2019-01-18,76256
2019-01-19,75858
2019-01-20,75858
2019-01-21,75858
2019-01-22,77628
2019-01-23,77628
2019-01-24,77628
2019-01-25,77628
2019-01-26,78683
2019-01-27,78683
2019-01-28,78683
2019-01-29,78279
2019-01-30,78279
2019-01-31,78279
2019-02-01,78279
2019-02-02,79780
2019-02-03,79780
2019-02-04,79780
2019-02-05,81126
2019-02-06,81126
2019-02-07,81126
2019-02-08,81126
2019-02-09,80989
2019-02-10,80989
2019-02-11,80989
2019-02-12,80989
2019-02-13,77193
2019-02-14,77193
2019-02-15,77193
2019-02-16,77193
2019-02-17,80056
2019-02-18,80056
2019-02-19,80056
2019-02-20,80056
2019-02-21,81361
2019-02-22,81361
2019-02-23,81361
2019-02-24,81361
2019-02-25,80491
2019-02-26,80491
2019-02-27,80491
2019-02-28,80491
2019-03-01,80491
2019-03-02,79597
2019-03-03,79597
2019-03-04,79597
2019-03-05,79597
2019-03-06,80705
2019-03-07,80705
2019-03-08,80705
2019-03-09,80705
2019-03-10,82522
2019-03-11,82522
2019-03-12,82522
2019-03-13,82522
2019-03-14,81089
2019-03-15,81089
2019-03-16,81089
2019-03-17,81089
2019-03-18,82579
2019-03-19,82579
2019-03-20,82579
2019-03-21,82579
2019-03-22,85785
2019-03-23,85785
2019-03-24,85785
2019-03-25,85785
2019-03-26,86269
2019-03-27,86269
2019-03-28,86269
2019-03-29,86269
2019-03-30,86269
2019-03-31,83846
2019-04-01,83846
2019-04-02,83846
2019-04-03,83846
2019-04-04,83070
2019-04-05,83070
