date_obj,Eternal%20crystal price
2015-12-15,5343554
2015-12-16,5343554
2015-12-17,5343554
2015-12-18,5562497
2015-12-19,5562497
2015-12-20,5562497
2015-12-21,5562497
2015-12-22,5562497
2015-12-23,5638221
2015-12-24,5638221
2015-12-25,5638221
2015-12-26,5638221
2015-12-27,5638221
2015-12-28,5774804
2015-12-29,5774804
2015-12-30,5774804
2015-12-31,5774804
2016-01-01,5948047
2016-01-02,5948047
2016-01-03,5948047
2016-01-04,5948047
2016-01-05,6197575
2016-01-06,6197575
2016-01-07,6197575
2016-01-08,6197575
2016-01-09,6197575
2016-01-10,5965983
2016-01-11,5965983
2016-01-12,5965983
2016-01-13,5965983
2016-01-14,5965983
2016-01-15,5670486
2016-01-16,5670486
2016-01-17,5670486
2016-01-18,5670486
2016-01-19,5670486
2016-01-20,5421088
2016-01-21,5421088
2016-01-22,5421088
2016-01-23,5421088
2016-01-24,5162130
2016-01-25,5162130
2016-01-26,5162130
2016-01-27,5162130
2016-01-28,5162130
2016-01-29,4946929
2016-01-30,4946929
2016-01-31,4946929
2016-02-01,4999940
2016-02-02,4999940
2016-02-03,4999940
2016-02-04,4999940
2016-02-05,4999940
2016-02-06,4800615
2016-02-07,4800615
2016-02-08,4800615
2016-02-09,4800615
2016-02-10,4731027
2016-02-11,4731027
2016-02-12,4731027
2016-02-13,4731027
2016-02-14,4615577
2016-02-15,4615577
2016-02-16,4615577
2016-02-17,4615577
2016-02-18,4615577
2016-02-19,4591537
2016-02-20,4591537
2016-02-21,4591537
2016-02-22,4591537
2016-02-23,4578684
2016-02-24,4578684
2016-02-25,4578684
2016-02-26,4578684
2016-02-27,4563133
2016-02-28,4563133
2016-02-29,4563133
2016-03-01,4563133
2016-03-02,4563133
2016-03-03,4488063
2016-03-04,4488063
2016-03-05,4488063
2016-03-06,4488063
2016-03-07,4461944
2016-03-08,4461944
2016-03-09,4461944
2016-03-10,4461944
2016-03-11,4461944
2016-03-12,4394267
2016-03-13,4394267
2016-03-14,4394267
2016-03-15,4394267
2016-03-16,4394267
2016-03-17,4207613
2016-03-18,4207613
2016-03-19,4207613
2016-03-20,4207613
2016-03-21,4207613
2016-03-22,4123281
2016-03-23,4123281
2016-03-24,4123281
2016-03-25,4123281
2016-03-26,4177551
2016-03-27,4177551
2016-03-28,4177551
2016-03-29,4177551
2016-03-30,4177551
2016-03-31,4329303
2016-04-01,4329303
2016-04-02,4329303
2016-04-03,4329303
2016-04-04,4329303
2016-04-05,4136601
2016-04-06,4136601
2016-04-07,4136601
2016-04-08,4136601
2016-04-09,4136601
2016-04-10,4035490
2016-04-11,4035490
2016-04-12,4035490
2016-04-13,4035490
2016-04-14,4035490
2016-04-15,4183023
2016-04-16,4183023
2016-04-17,4183023
2016-04-18,4183023
2016-04-19,4080175
2016-04-20,4080175
2016-04-21,4080175
2016-04-22,4080175
2016-04-23,4080175
2016-04-24,3983846
2016-04-25,3983846
2016-04-26,3983846
2016-04-27,3983846
2016-04-28,4027415
2016-04-29,4027415
2016-04-30,4027415
2016-05-01,4027415
2016-05-02,4150933
2016-05-03,4150933
2016-05-04,4150933
2016-05-05,4314261
2016-05-06,4314261
2016-05-07,4314261
2016-05-08,4314261
2016-05-09,4270917
2016-05-10,4270917
2016-05-11,4270917
2016-05-12,4270917
2016-05-13,4444483
2016-05-14,4444483
2016-05-15,4444483
2016-05-16,4444483
2016-05-17,4613561
2016-05-18,4613561
2016-05-19,4613561
2016-05-22,4808336
2016-05-23,4808336
2016-05-24,4724898
2016-05-25,4724898
2016-05-26,4724898
2016-05-27,4724898
2016-05-28,4641713
2016-05-29,4641713
2016-05-30,4641713
2016-05-31,4641713
2016-06-01,4711927
2016-06-02,4711927
2016-06-03,4711927
2016-06-04,4711927
2016-06-05,4535447
2016-06-06,4535447
2016-06-07,4535447
2016-06-08,4535447
2016-06-09,4312084
2016-06-10,4312084
2016-06-11,4312084
2016-06-12,4131660
2016-06-13,4131660
2016-06-14,4131660
2016-06-15,4131660
2016-06-16,4131660
2016-06-17,4217850
2016-06-18,4217850
2016-06-19,4217850
2016-06-20,4217850
2016-06-21,4210022
2016-06-22,4210022
2016-06-23,4210022
2016-06-24,4210022
2016-06-25,4173273
2016-06-26,4173273
2016-06-27,4173273
2016-06-28,4173273
2016-06-29,4173273
2016-06-30,4173273
2016-07-01,3988385
2016-07-02,3988385
2016-07-03,3988385
2016-07-04,3988385
2016-07-05,4147332
2016-07-06,4147332
2016-07-07,4147332
2016-07-08,4147332
2016-07-09,4336505
2016-07-10,4336505
2016-07-11,4336505
2016-07-12,4527068
2016-07-13,4527068
2016-07-14,4527068
2016-07-15,4527068
2016-07-16,4731208
2016-07-17,4731208
2016-07-18,4731208
2016-07-23,4947366
2016-07-24,5163777
2016-07-25,5163777
2016-07-26,5163777
2016-07-27,5163777
2016-07-28,5163777
2016-07-29,5330023
2016-07-30,5330023
2016-07-31,5330023
2016-08-01,5330023
2016-08-02,5330023
2016-08-03,5522654
2016-08-04,5522654
2016-08-05,5522654
2016-08-06,5522654
2016-08-07,5522654
2016-08-08,5586619
2016-08-09,5586619
2016-08-10,5586619
2016-08-11,5586619
2016-08-12,5586619
2016-08-13,5586619
2016-08-14,5586619
2016-08-15,5332248
2016-08-16,5332248
2016-08-17,5332248
2016-08-18,5332248
2016-08-19,5332248
2016-08-20,5068937
2016-08-21,5068937
2016-08-22,5068937
2016-08-23,5068937
2016-08-24,5068937
2016-08-25,4821210
2016-08-26,4821210
2016-08-28,4821210
2016-08-31,4602491
2016-09-01,4602491
2016-09-02,4602491
2016-09-03,4602491
2016-09-04,4602491
2016-09-05,4381907
2016-09-06,4381907
2016-09-07,4381907
2016-09-08,4381907
2016-09-09,4381907
2016-09-10,4167688
2016-09-11,4167688
2016-09-12,4167688
2016-09-13,4167688
2016-09-14,4167688
2016-09-15,4167688
2016-09-16,4167688
2016-09-17,3959303
2016-09-18,3959303
2016-09-19,3959303
2016-09-20,3959303
2016-09-21,3959303
2016-09-22,3777736
2016-09-23,3777736
2016-09-24,3777736
2016-09-25,3777736
2016-09-26,3777736
2016-09-27,3645116
2016-09-28,3645116
2016-09-29,3645116
2016-09-30,3645116
2016-10-01,3463903
2016-10-02,3463903
2016-10-03,3463903
2016-10-04,3463903
2016-10-05,3463903
2016-10-06,3327289
2016-10-07,3327289
2016-10-08,3327289
2016-10-09,3327289
2016-10-10,3327289
2016-10-11,3340634
2016-10-12,3340634
2016-10-13,3340634
2016-10-14,3340634
2016-10-15,3436362
2016-10-16,3436362
2016-10-17,3436362
2016-10-18,3436362
2016-10-19,3566948
2016-10-20,3566948
2016-10-21,3566948
2016-10-22,3566948
2016-10-23,3682415
2016-10-24,3682415
2016-10-25,3682415
2016-10-26,3682415
2016-10-27,3809921
2016-10-28,3809921
2016-10-29,3809921
2016-10-30,3809921
2016-10-31,3879496
2016-11-01,3879496
2016-11-02,3879496
2016-11-03,3879496
2016-11-04,3879496
2016-11-05,3853200
2016-11-06,3853200
2016-11-07,3853200
2016-11-08,3853200
2016-11-09,3919941
2016-11-10,3919941
2016-11-11,3919941
2016-11-12,3919941
2016-11-13,3919941
2016-11-14,3866643
2016-11-15,3866643
2016-12-07,3912373
2016-12-08,3912373
2016-12-09,3912373
2016-12-10,3912373
2016-12-11,4089873
2016-12-12,4089873
2016-12-13,4089873
2016-12-14,4089873
2016-12-15,4089873
2016-12-16,4150098
2016-12-17,4150098
2016-12-18,4150098
2016-12-19,4150098
2016-12-20,4298229
2016-12-21,4298229
2016-12-22,4298229
2016-12-23,4482110
2016-12-24,4482110
2016-12-25,4482110
2016-12-26,4482110
2016-12-27,4683714
2016-12-28,4683714
2016-12-29,4683714
2016-12-30,4683714
2016-12-31,4505667
2017-01-01,4505667
2017-01-02,4505667
2017-01-03,4505667
2017-01-04,4281520
2017-01-05,4281520
2017-01-06,4281520
2017-01-07,4219036
2017-01-08,4219036
2017-01-09,4397853
2017-01-10,4397853
2017-01-11,4592446
2017-01-12,4592446
2017-01-13,4592446
2017-01-14,4806731
2017-01-15,4806731
2017-01-16,4806731
2017-01-17,5027413
2017-01-18,5027413
2017-01-19,5027413
2017-01-20,5027413
2017-01-21,5052772
2017-01-22,5052772
2017-01-23,5052772
2017-01-27,5053895
2017-01-28,5053895
2017-01-29,5053895
2017-01-30,5052726
2017-01-31,5052726
2017-02-01,5052726
2017-02-02,4990851
2017-02-03,4990851
2017-02-04,4990851
2017-02-05,4990851
2017-02-06,4968699
2017-02-07,4968699
2017-02-08,4968699
2017-02-09,4968699
2017-02-10,5094291
2017-02-11,5094291
2017-02-12,5094291
2017-02-13,5299918
2017-02-14,5299918
2017-02-15,5299918
2017-02-16,5531806
2017-02-18,5531806
2017-02-19,5773516
2017-02-20,5773516
2017-02-21,5773516
2017-02-22,5773516
2017-02-23,5827656
2017-02-24,5827656
2017-02-25,5827656
2017-02-26,5827656
2017-02-27,5612590
2017-02-28,5612590
2017-03-01,5612590
2017-03-02,5435653
2017-03-03,5435653
2017-03-04,5435653
2017-03-05,5435653
2017-03-06,5382595
2017-03-07,5382595
2017-03-08,5382595
2017-03-09,5382595
2017-03-10,5622947
2017-03-11,5622947
2017-03-12,5622947
2017-03-13,5708318
2017-03-14,5708318
2017-03-15,5708318
2017-03-16,5708318
2017-03-17,5599776
2017-03-18,5599776
2017-03-19,5599776
2017-03-20,5599776
2017-03-21,5366584
2017-03-22,5366584
2017-03-23,5366584
2017-03-24,5485265
2017-03-25,5485265
2017-03-26,5485265
2017-03-27,5485265
2017-03-28,5496430
2017-03-29,5496430
2017-03-30,5496430
2017-03-31,5413670
2017-04-01,5413670
2017-04-02,5413670
2017-04-03,5413670
2017-04-04,5529404
2017-04-12,5612891
2017-04-13,5612891
2017-04-14,5612891
2017-04-15,5594303
2017-04-16,5594303
2017-04-17,5594303
2017-04-18,5523748
2017-04-19,5523748
2017-04-20,5523748
2017-04-21,5523748
2017-04-22,5472328
2017-04-23,5472328
2017-04-24,5472328
2017-04-25,5539631
2017-04-26,5539631
2017-04-27,5539631
2017-04-28,5698391
2017-04-29,5698391
2017-04-30,5933079
2017-05-01,5933079
2017-05-02,5933079
2017-05-03,6121709
2017-05-04,6121709
2017-05-05,6121709
2017-05-06,5932393
2017-05-07,5932393
2017-05-08,5932393
2017-05-09,6052735
2017-05-10,6052735
2017-05-11,6052735
2017-05-12,6052735
2017-05-13,5964248
2017-05-14,5964248
2017-05-16,5964248
2017-05-17,6036878
2017-05-18,6036878
2017-05-19,6036878
2017-05-20,5989535
2017-05-21,5989535
2017-05-22,5989535
2017-05-23,5989535
2017-05-24,5902950
2017-05-25,5902950
2017-05-26,5902950
2017-05-27,5621754
2017-05-28,5621754
2017-05-29,5621754
2017-05-30,5621754
2017-05-31,5341433
2017-06-01,5341433
2017-06-02,5341433
2017-06-03,5341433
2017-06-04,5074361
2017-06-05,5074361
2017-06-06,5074361
2017-06-07,4820642
2017-06-08,4820642
2017-06-09,4820642
2017-06-10,4820642
2017-06-11,4579609
2017-06-12,4579609
2017-06-13,4579609
2017-06-14,4360899
2017-06-15,4360899
2017-06-16,4360899
2017-06-17,4360899
2017-06-18,4142854
2017-06-19,4142854
2017-06-20,4142854
2017-06-21,4142854
2017-06-22,3940771
2017-06-23,3940771
2017-06-24,3940771
2017-06-25,3940771
2017-06-26,3751662
2017-06-27,3751662
2017-06-28,3751662
2017-06-29,3564078
2017-06-30,3564078
2017-07-01,3564078
2017-07-02,3564078
2017-07-03,3396121
2017-07-04,3396121
2017-07-05,3396121
2017-07-06,3396121
2017-07-07,3228016
2017-07-08,3228016
2017-07-13,3087798
2017-07-14,2941085
2017-07-15,2941085
2017-07-16,2941085
2017-07-17,3044046
2017-07-18,3044046
2017-07-19,3044046
2017-07-20,3041147
2017-07-21,3041147
2017-07-22,3041147
2017-07-23,3024906
2017-07-24,3024906
2017-07-25,3024906
2017-07-26,3097911
2017-07-27,3097911
2017-07-28,3097911
2017-07-29,3097911
2017-07-30,3122358
2017-07-31,3122358
2017-08-01,3122358
2017-08-02,3197258
2017-08-03,3197258
2017-08-04,3197258
2017-08-05,3300458
2017-08-06,3300458
2017-08-09,3315265
2017-08-10,3315265
2017-08-11,3315265
2017-08-12,3324030
2017-08-13,3324030
2017-08-14,3324030
2017-08-15,3324030
2017-08-16,3300626
2017-08-17,3300626
2017-08-18,3300626
2017-08-19,3300626
2017-08-20,3242458
2017-08-21,3242458
2017-08-22,3242458
2017-08-23,3123560
2017-08-24,3123560
2017-08-25,3123560
2017-08-26,3123560
2017-08-27,3033002
2017-08-28,3033002
2017-08-29,3033002
2017-08-30,3094975
2017-08-31,3094975
2017-09-01,3094975
2017-09-02,3081768
2017-09-03,3081768
2017-09-04,3081768
2017-09-05,3054229
2017-09-06,3054229
2017-09-07,3054229
2017-09-08,3054229
2017-09-09,2915853
2017-09-10,2915853
2017-09-11,2915853
2017-09-12,2915853
2017-09-13,2870726
2017-09-14,2870726
2017-09-15,2870726
2017-09-16,2870726
2017-09-17,2918759
2017-09-18,2918759
2017-09-19,2918759
2017-09-20,2918759
2017-09-21,2935760
2017-09-22,2935760
2017-09-23,2935760
2017-09-24,2935760
2017-09-25,3005553
2017-09-26,3005553
2017-09-27,3005553
2017-09-28,3005553
2017-09-29,3007820
2017-09-30,3007820
2017-10-01,3007820
2017-10-02,3007820
2017-10-03,2914444
2017-10-04,2914444
2017-10-05,2914444
2017-10-06,2914444
2017-10-07,2947845
2017-10-08,2947845
2017-10-09,2947845
2017-10-10,2947845
2017-10-11,2876057
2017-10-12,2876057
2017-10-13,2876057
2017-10-14,2809142
2017-10-15,2809142
2017-10-16,2809142
2017-10-17,2809142
2017-10-18,2828662
2017-10-19,2828662
2017-10-20,2828662
2017-10-21,2828662
2017-10-22,2714650
2017-10-23,2714650
2017-10-24,2714650
2017-10-25,2714650
2017-10-26,2657816
2017-10-27,2657816
2017-10-28,2657816
2017-10-29,2657816
2017-10-30,2671459
2017-10-31,2671459
2017-11-01,2671459
2017-11-02,2671459
2017-11-03,2676858
2017-11-04,2676858
2017-11-05,2676858
2017-11-06,2621428
2017-11-07,2621428
2017-11-08,2621428
2017-11-09,2621428
2017-11-10,2627662
2017-11-11,2627662
2017-11-12,2627662
2017-11-13,2550244
2017-11-14,2550244
2017-11-15,2550244
2017-11-16,2513374
2017-11-17,2513374
2017-11-18,2513374
2017-11-19,2451531
2017-11-20,2451531
2017-11-21,2451531
2017-11-22,2529638
2017-11-23,2529638
2017-11-24,2529638
2017-11-25,2633516
2017-11-26,2633516
2017-11-27,2633516
2017-11-28,2633516
2017-11-29,2710305
2017-11-30,2710305
2017-12-01,2710305
2017-12-02,2710305
2017-12-03,2728699
2017-12-04,2728699
2017-12-05,2728699
2017-12-06,2780893
2017-12-07,2780893
2017-12-08,2780893
2017-12-09,2780893
2017-12-10,2867786
2017-12-11,2867786
2017-12-12,2867786
2017-12-13,2867786
2017-12-14,2867786
2017-12-15,2823196
2017-12-16,2823196
2017-12-17,2823196
2017-12-18,2844659
2017-12-19,2844659
2017-12-20,2844659
2017-12-21,2966756
2017-12-22,2966756
2017-12-23,2966756
2017-12-24,3101578
2017-12-25,3101578
2017-12-26,3101578
2017-12-27,3249302
2017-12-28,3249302
2017-12-29,3249302
2017-12-30,3345092
2017-12-31,3345092
2018-01-01,3345092
2018-01-02,3345092
2018-01-03,3315001
2018-01-04,3315001
2018-01-05,3315001
2018-01-06,3169276
2018-01-07,3169276
2018-01-08,3169276
2018-01-09,3018033
2018-01-10,3018033
2018-01-11,3018033
2018-01-12,3018033
2018-01-13,2892581
2018-01-14,2892581
2018-01-15,2892581
2018-01-16,2817146
2018-01-17,2817146
2018-01-18,2817146
2018-01-19,2806376
2018-01-20,2806376
2018-01-21,2806376
2018-01-22,2893748
2018-01-23,2893748
2018-01-25,2945000
2018-01-26,2834444
2018-01-27,2834444
2018-01-28,2865717
2018-01-29,2865717
2018-01-30,2921060
2018-01-31,2921060
2018-02-01,2899945
2018-02-02,2899945
2018-02-03,2892725
2018-02-04,2892725
2018-02-05,2916195
2018-02-06,2916195
2018-02-07,2934119
2018-02-08,2934119
2018-02-09,2947565
2018-02-10,2947565
2018-02-11,2851421
2018-02-12,2851421
2018-02-13,2785819
2018-02-14,2785819
2018-02-15,2748479
2018-02-16,2748479
2018-02-17,2717832
2018-02-18,2717832
2018-02-19,2806824
2018-02-20,2806824
2018-02-21,2853327
2018-02-22,2853327
2018-02-23,2854307
2018-02-24,2854307
2018-02-25,2916988
2018-02-26,2916988
2018-02-27,2954815
2018-02-28,2954815
2018-03-01,3035432
2018-03-02,3143579
2018-03-03,3143579
2018-03-04,3074256
2018-03-05,3074256
2018-03-06,2993991
2018-03-07,2993991
2018-03-08,2975250
2018-03-09,2975250
2018-03-10,3025325
2018-03-11,3025325
2018-03-12,3084754
2018-03-13,3084754
2018-03-14,3203892
2018-03-15,3203892
2018-03-16,3290934
2018-03-17,3423047
2018-03-18,3423047
2018-03-20,3472887
2018-03-21,3477826
2018-03-23,3485135
2018-03-24,3485135
2018-03-25,3477036
2018-03-26,3477036
2018-03-27,3469685
2018-03-28,3469685
2018-03-29,3384467
2018-03-30,3384467
2018-03-31,3429654
2018-04-01,3429654
2018-04-02,3562488
2018-04-03,3562488
2018-04-04,3529192
2018-04-05,3529192
2018-04-06,3465782
2018-04-07,3465782
2018-04-08,3473462
2018-04-09,3473462
2018-04-10,3356779
2018-04-11,3356779
2018-04-12,3324015
2018-04-13,3324015
2018-04-14,3382245
2018-04-15,3382245
2018-04-16,3409276
2018-04-17,3436037
2018-04-18,3436037
2018-04-19,3436037
2018-04-20,3429772
2018-04-21,3537464
2018-04-22,3537464
2018-04-23,3496247
2018-04-24,3496247
2018-04-25,3514176
2018-04-26,3514176
2018-04-27,3579768
2018-04-28,3579768
2018-04-29,3655808
2018-04-30,3655808
2018-05-01,3724872
2018-05-03,3700505
2018-05-04,3700505
2018-05-05,3626070
2018-05-07,3626070
2018-05-08,3497677
2018-05-09,3497677
2018-05-10,3360818
2018-05-11,3360818
2018-05-12,3208476
2018-05-13,3208476
2018-05-14,3248779
2018-05-15,3248779
2018-05-16,3407072
2018-05-17,3407072
2018-05-18,3360553
2018-05-19,3360553
2018-05-20,3349892
2018-05-21,3349892
2018-05-22,3327857
2018-05-23,3327857
2018-05-24,3246538
2018-05-25,3246538
2018-05-26,3251384
2018-05-27,3251384
2018-05-28,3219007
2018-05-29,3219007
2018-05-30,3153689
2018-05-31,3153689
2018-06-01,3043265
2018-06-02,2931233
2018-06-03,2931233
2018-06-04,3003206
2018-06-05,3098159
2018-06-06,3098159
2018-06-07,3052097
2018-06-08,3052097
2018-06-09,2911745
2018-06-10,2911745
2018-06-11,2786154
2018-06-12,2786154
2018-06-13,2704164
2018-06-14,2704164
2018-06-15,2716740
2018-06-16,2716740
2018-06-17,2797996
2018-06-18,2797996
2018-06-19,2894793
2018-06-20,2894793
2018-06-21,2949586
2018-06-22,2949586
2018-06-23,2949066
2018-06-24,2949066
2018-06-25,2861283
2018-06-26,2861283
2018-06-27,2959423
2018-06-28,2959423
2018-06-29,2957258
2018-06-30,2957258
2018-07-01,2958215
2018-07-02,2958215
2018-07-03,3006764
2018-07-04,3006764
2018-07-05,3092812
2018-07-06,3226444
2018-07-07,3226444
2018-07-08,3381890
2018-07-09,3381890
2018-07-10,3518753
2018-07-11,3652390
2018-07-12,3652390
2018-07-13,3718589
2018-07-14,3802402
2018-07-15,3802402
2018-07-16,3920574
2018-07-17,4083631
2018-07-18,4083631
2018-07-19,4218785
2018-07-20,4218785
2018-07-21,4372227
2018-07-22,4568250
2018-07-23,4699801
2018-07-24,4699801
2018-07-25,4703836
2018-07-26,4703836
2018-07-27,4525694
2018-07-28,4525694
2018-07-29,4299409
2018-07-30,4299409
2018-07-31,4084612
2018-08-01,4084612
2018-08-02,3880381
2018-08-03,3880381
2018-08-04,3686486
2018-08-05,3686486
2018-08-06,3510879
2018-08-07,3510879
2018-08-08,3375332
2018-08-09,3375332
2018-08-10,3244218
2018-08-11,3244218
2018-08-12,3318357
2018-08-14,3367442
2018-08-16,3390482
2018-08-17,3294798
2018-08-18,3294798
2018-08-19,3383011
2018-08-20,3498279
2018-08-21,3498279
2018-08-22,3659385
2018-08-23,3659385
2018-08-24,3809391
2018-08-25,3963835
2018-08-26,3963835
2018-08-27,4142597
2018-08-28,4142597
2018-08-29,4172225
2018-08-30,4172225
2018-08-31,4128449
2018-09-01,4128449
2018-09-02,4128201
2018-09-03,4128201
2018-09-04,4149617
2018-09-05,4149617
2018-09-06,4149617
2018-09-07,4045410
2018-09-08,4045410
2018-09-09,3973738
2018-09-10,3973738
2018-09-11,3800899
2018-09-12,3800899
2018-09-13,3681591
2018-09-14,3681591
2018-09-15,3542281
2018-09-16,3542281
2018-09-17,3708620
2018-09-18,3708620
2018-09-19,3759113
2018-09-20,3759113
2018-09-21,3766008
2018-09-22,3733495
2018-09-23,3733495
2018-09-24,3750258
2018-09-25,3750258
2018-09-26,3825766
2018-09-27,3825766
2018-09-28,3729930
2018-09-29,3729930
2018-09-30,3695301
2018-10-01,3695301
2018-10-02,3651687
2018-10-03,3578091
2018-10-04,3578091
2018-10-05,3578091
2018-10-06,3642839
2018-10-07,3642839
2018-10-08,3713181
2018-10-09,3713181
2018-10-10,3685867
2018-10-11,3685867
2018-10-12,3685867
2018-10-13,3666191
2018-10-14,3666191
2018-10-15,3648224
2018-10-16,3648224
2018-10-17,3719883
2018-10-18,3719883
2018-10-19,3653373
2018-10-20,3653373
2018-10-21,3595470
2018-10-22,3630087
2018-10-23,3630087
2018-10-24,3609507
2018-10-25,3609507
2018-10-26,3679780
2018-10-27,3679780
2018-10-28,3760611
2018-10-29,3760611
2018-10-30,3791782
2018-10-31,3791782
2018-11-01,3739108
2018-11-03,3638361
2018-11-04,3638361
2018-11-05,3658868
2018-11-06,3658868
2018-11-07,3660618
2018-11-08,3660618
2018-11-09,3607462
2018-11-10,3528060
2018-11-11,3528060
2018-11-12,3513640
2018-11-13,3513640
2018-11-14,3442085
2018-11-15,3442085
2018-11-16,3306941
