date_obj,Black%20shield%20(h2) price
2015-03-26,7162
2015-03-27,7162
2015-03-28,7162
2015-03-29,7162
2015-03-30,7162
2015-03-31,7391
2015-04-01,7391
2015-04-02,7391
2015-04-03,7391
2015-04-04,7723
2015-04-05,7723
2015-04-06,7723
2015-04-07,7723
2015-04-08,7723
2015-04-09,8096
2015-04-10,8096
2015-04-11,8096
2015-04-12,8096
2015-04-13,8096
2015-04-14,8442
2015-04-15,8442
2015-04-16,8442
2015-04-17,8442
2015-04-18,8442
2015-04-19,8192
2015-04-20,8192
2015-04-21,8192
2015-04-22,8192
2015-04-23,8192
2015-04-24,8438
2015-04-25,8438
2015-04-26,8438
2015-04-27,8438
2015-04-28,8438
2015-04-29,8438
2015-04-30,8438
2015-05-01,8412
2015-05-02,8412
2015-05-03,8412
2015-05-04,8412
2015-05-05,8430
2015-05-06,8430
2015-05-07,8430
2015-05-08,8430
2015-05-09,8430
2015-05-10,8647
2015-05-11,8647
2015-05-12,8647
2015-05-13,8647
2015-05-14,8647
2015-05-15,8617
2015-05-16,8617
2015-05-17,8617
2015-05-18,8617
2015-05-19,8617
2015-05-20,8371
2015-05-21,8371
2015-05-22,8371
2015-05-23,8371
2015-05-24,8371
2015-05-25,8371
2015-05-26,8046
2015-05-27,8046
2015-05-28,8046
2015-05-29,8046
2015-05-30,8046
2015-05-31,8046
2015-06-01,8046
2015-06-02,8046
2015-06-03,8365
2015-06-04,8365
2015-06-05,8365
2015-06-06,8365
2015-06-07,8365
2015-06-08,8365
2015-06-09,8365
2015-06-10,8423
2015-06-11,8423
2015-06-12,8423
2015-06-13,8423
2015-06-14,8423
2015-06-15,8423
2015-06-16,8423
2015-06-17,8423
2015-06-18,8293
2015-06-19,8293
2015-06-20,8293
2015-06-21,8293
2015-06-22,8293
2015-06-23,8293
2015-06-24,7937
2015-06-25,7937
2015-06-26,7937
2015-06-27,7937
2015-06-28,7937
2015-06-29,7937
2015-06-30,7937
2015-07-01,7937
2015-07-02,7937
2015-07-03,7966
2015-07-04,7966
2015-07-05,7966
2015-07-06,7966
2015-07-07,7966
2015-07-08,7966
2015-07-09,7966
2015-07-10,7966
2015-07-11,8106
2015-07-12,8106
2015-07-13,8106
2015-07-14,8106
2015-07-15,8106
2015-07-16,8106
2015-07-17,8106
2015-07-18,8106
2015-07-19,8014
2015-07-20,8014
2015-07-21,8014
2015-07-22,8014
2015-07-23,8014
2015-07-24,8014
2015-07-25,8014
2015-07-26,8014
2015-07-27,8337
2015-07-28,8337
2015-07-29,8337
2015-07-30,8337
2015-07-31,8337
2015-08-01,8337
2015-08-02,8337
2015-08-03,8745
2015-08-04,8745
2015-08-05,8745
2015-08-06,8745
2015-08-07,8745
2015-08-08,8745
2015-08-09,8745
2015-08-10,8915
2015-08-11,8915
2015-08-12,8915
2015-08-13,8915
2015-08-14,8915
2015-08-15,8915
2015-08-16,8915
2015-08-17,8915
2015-08-18,9091
2015-08-19,9091
2015-08-20,9091
2015-08-21,9091
2015-08-22,9091
2015-08-23,9091
2015-08-24,9091
2015-08-25,9091
2015-08-26,9091
2015-08-27,9074
2015-08-28,9074
2015-08-29,9074
2015-08-30,9074
2015-08-31,9074
2015-09-01,9074
2015-09-02,9074
2015-09-03,9074
2015-09-04,9200
2015-09-05,9200
2015-09-06,9200
2015-09-07,9200
2015-09-08,9200
2015-09-09,9200
2015-09-10,9200
2015-09-11,9200
2015-09-12,9200
2015-09-13,9319
2015-09-14,9319
2015-09-15,9319
2015-09-16,9319
2015-09-17,9319
2015-09-18,9319
2015-09-19,9319
2015-09-20,9319
2015-09-21,9243
2015-09-22,9243
2015-09-23,9243
2015-09-24,9243
2015-09-25,9243
2015-09-27,9243
2015-09-28,9243
2015-09-29,9243
2015-09-30,9280
2015-10-05,9280
2015-10-06,9280
2015-10-07,9280
2015-10-08,9298
2015-10-09,9298
2015-10-10,9298
2015-10-11,9298
2015-10-12,9298
2015-10-13,9298
2015-10-14,9298
2015-10-15,9380
2015-10-16,9380
2015-10-17,9380
2015-10-18,9380
2015-10-19,9380
2015-10-20,9380
2015-10-22,9380
2015-10-23,9199
2015-10-24,9199
2015-10-25,9199
2015-10-26,9199
2015-10-27,9199
2015-10-29,9199
2015-10-30,9199
2015-10-31,8871
2015-11-01,8871
2015-11-02,8871
2015-11-03,8871
2015-11-04,8871
2015-11-05,8871
2015-11-06,8871
2015-11-07,9161
2015-11-08,9161
2015-11-09,9161
2015-11-10,9161
2015-11-11,9161
2015-11-12,9161
2015-11-13,9161
2015-11-14,9161
2015-11-15,9161
2015-11-16,9161
2015-11-17,9298
2015-11-18,9298
2015-11-19,9298
2015-11-20,9298
2015-11-21,9298
2015-11-22,9298
2015-11-23,9298
2015-11-24,9466
2015-11-25,9466
2015-11-26,9466
2015-11-27,9466
2015-11-28,9466
2015-11-29,9466
2015-11-30,9466
2015-12-01,9466
2015-12-02,9500
2015-12-03,9500
2015-12-04,9500
2015-12-05,9500
2015-12-06,9500
2015-12-07,9500
2015-12-08,9551
2015-12-09,9551
2015-12-10,9551
2015-12-11,9551
2015-12-12,9551
2015-12-13,9551
2015-12-14,9551
2015-12-15,9551
2015-12-16,9551
2015-12-17,9311
2015-12-18,9311
2015-12-19,9311
2015-12-20,9311
2015-12-21,9311
2015-12-22,9311
2015-12-23,9311
2015-12-24,9311
2015-12-25,9044
2015-12-26,9044
2015-12-27,9044
2015-12-28,9044
2015-12-29,9044
2015-12-30,9044
2015-12-31,9044
2016-01-01,9126
2016-01-02,9126
2016-01-03,9126
2016-01-04,9126
2016-01-05,9126
2016-01-06,8956
2016-01-07,8956
2016-01-08,8956
2016-01-09,8956
2016-01-10,8956
2016-01-11,8956
2016-01-12,8601
2016-01-13,8601
2016-01-14,8601
2016-01-15,8601
2016-01-16,8601
2016-01-17,8601
2016-01-18,8290
2016-01-19,8290
2016-01-20,8290
2016-01-21,8290
2016-01-22,8290
2016-01-23,8290
2016-01-24,7947
2016-01-25,7947
2016-01-26,7947
2016-01-27,7947
2016-01-28,7947
2016-01-29,7641
2016-01-30,7641
2016-01-31,7641
2016-02-01,7641
2016-02-02,7641
2016-02-03,7641
2016-02-04,7280
2016-02-05,7280
2016-02-06,7280
2016-02-07,7280
2016-02-08,7280
2016-02-09,7280
2016-02-10,7280
2016-02-11,6949
2016-02-12,6949
2016-02-13,6949
2016-02-14,6949
2016-02-15,6949
2016-02-16,6949
2016-02-17,6949
2016-02-18,6646
2016-02-19,6646
2016-02-20,6646
2016-02-21,6646
2016-02-22,6646
2016-02-23,6646
2016-02-24,6381
2016-02-25,6381
2016-02-26,6381
2016-02-27,6381
2016-02-28,6381
2016-02-29,6165
2016-03-01,6165
2016-03-02,6165
2016-03-03,6165
2016-03-04,6165
2016-03-05,6165
2016-03-06,5865
2016-03-07,5865
2016-03-08,5865
2016-03-09,5865
2016-03-10,5865
2016-03-11,5865
2016-03-12,5597
2016-03-13,5597
2016-03-14,5597
2016-03-15,5597
2016-03-16,5597
2016-03-17,5597
2016-03-18,5363
2016-03-19,5363
2016-03-20,5363
2016-03-21,5363
2016-03-22,5363
2016-03-23,5363
2016-03-24,5102
2016-03-25,5102
2016-03-26,5102
2016-03-27,5102
2016-03-28,4857
2016-03-29,4857
2016-03-30,4857
2016-03-31,4857
2016-04-01,4857
2016-04-02,4730
2016-04-03,4730
2016-04-04,4730
2016-04-05,4730
2016-04-06,4730
2016-04-07,4667
2016-04-08,4667
2016-04-09,4667
2016-04-10,4667
2016-04-11,4667
2016-04-12,4667
2016-04-13,4444
2016-04-14,4444
2016-04-15,4444
2016-04-16,4444
2016-04-17,4444
2016-04-18,4283
2016-04-19,4283
2016-04-20,4283
2016-04-21,4283
2016-04-22,4283
2016-04-23,4283
2016-04-24,4148
2016-04-25,4148
2016-04-26,4148
2016-04-27,4148
2016-04-28,4148
2016-04-29,4098
2016-04-30,4098
2016-05-01,4098
2016-05-02,4098
2016-05-03,4153
2016-05-04,4153
2016-05-05,4153
2016-05-06,4153
2016-05-07,4153
2016-05-08,4153
2016-05-09,4158
2016-05-10,4158
2016-05-11,4158
2016-05-12,4158
2016-05-13,4158
2016-05-14,4332
2016-05-15,4332
2016-05-16,4332
2016-05-17,4332
2016-05-18,4462
2016-05-19,4462
2016-05-22,4462
2016-05-23,4646
2016-05-24,4646
2016-05-25,4646
2016-05-26,4646
2016-05-27,4646
2016-05-28,4845
2016-05-29,4845
2016-05-30,4845
2016-05-31,4845
2016-06-01,4997
2016-06-02,4997
2016-06-03,4997
2016-06-04,4997
2016-06-05,4997
2016-06-06,5109
2016-06-07,5109
2016-06-08,5109
2016-06-09,5109
2016-06-10,5109
2016-06-11,5265
2016-06-12,5265
2016-06-13,5265
2016-06-14,5462
2016-06-15,5462
2016-06-16,5462
2016-06-17,5679
2016-06-18,5679
2016-06-19,5679
2016-06-20,5927
2016-06-21,5927
2016-06-22,6157
2016-06-23,6157
2016-06-24,6157
2016-06-25,6332
2016-06-26,6332
2016-06-27,6332
2016-06-28,6332
2016-06-29,6332
2016-06-30,6558
2016-07-01,6558
2016-07-02,6558
2016-07-03,6819
2016-07-04,6819
2016-07-05,7075
2016-07-06,7075
2016-07-07,7406
2016-07-08,7406
2016-07-09,7733
2016-07-10,7733
2016-07-11,8098
2016-07-12,8098
2016-07-13,8098
2016-07-14,8098
2016-07-15,8496
2016-07-16,8496
2016-07-17,8496
2016-07-18,8496
2016-07-23,8802
2016-07-24,9091
2016-07-25,9091
2016-07-26,9091
2016-07-27,9091
2016-07-28,9202
