date_obj,Dragonstone%20bracelet price
2019-03-31,12186
2019-04-01,12328
2019-04-02,12261
2019-04-03,12088
2019-04-04,12130
2019-04-05,12082
2019-04-06,12063
2019-04-07,12076
2019-04-08,12107
2019-04-09,12164
2019-04-10,12049
2019-04-11,12072
2019-04-12,11982
2019-04-13,11921
2019-04-14,11883
2019-04-15,11915
2019-04-16,11959
2019-04-17,11963
2019-04-18,11974
2019-04-19,11972
2019-04-20,12044
2019-04-21,12113
2019-04-22,12051
2019-04-23,12042
2019-04-24,12160
2019-04-25,12130
2019-04-26,11919
2019-04-27,12114
2019-04-28,12105
2019-04-29,12107
2019-04-30,12141
2019-05-01,12121
2019-05-02,12172
2019-05-03,12217
2019-05-04,12164
2019-05-05,12136
2019-05-06,12117
2019-05-07,12122
2019-05-08,12096
2019-05-09,12121
2019-05-10,12145
2019-05-11,12123
2019-05-12,12190
2019-05-13,12209
2019-05-14,12205
2019-05-15,12188
2019-05-16,12167
2019-05-17,12191
2019-05-18,12151
2019-05-19,12132
2019-05-20,12133
2019-05-21,12211
2019-05-22,12213
2019-05-23,12325
2019-05-24,12131
2019-05-25,12106
2019-05-26,12131
2019-05-27,12188
2019-05-28,12161
2019-05-29,12164
2019-05-30,12198
2019-05-31,12121
2019-06-01,12084
2019-06-02,12158
2019-06-03,12180
2019-06-04,12197
2019-06-05,12218
2019-06-06,12184
2019-06-07,12194
2019-06-08,12224
2019-06-09,12189
2019-06-10,12189
2019-06-11,12189
2019-06-12,12006
2019-06-13,12094
2019-06-14,12102
2019-06-15,12133
2019-06-16,12108
2019-06-17,12281
2019-06-18,12320
2019-06-19,12201
2019-06-20,12060
2019-06-21,12158
2019-06-22,12131
2019-06-23,12234
2019-06-24,12248
2019-06-25,12155
2019-06-26,12182
2019-06-27,12199
2019-06-28,12199
2019-06-29,12211
2019-06-30,12195
2019-07-01,12195
2019-07-02,12156
2019-07-03,12093
2019-07-04,12072
2019-07-05,12187
2019-07-06,12177
2019-07-07,12143
2019-07-08,12071
2019-07-09,12200
2019-07-10,12255
2019-07-11,12091
2019-07-12,12057
2019-07-13,12056
2019-07-14,12060
2019-07-15,12060
2019-07-16,12137
2019-07-17,12147
2019-07-18,12266
2019-07-19,12192
2019-07-20,12164
2019-07-21,12144
2019-07-22,12179
2019-07-23,12106
2019-07-24,12117
2019-07-25,12117
2019-07-26,12155
2019-07-27,12158
2019-07-28,12133
2019-07-29,12133
2019-07-30,12107
2019-07-31,12177
2019-08-01,12188
2019-08-02,11968
2019-08-03,12032
2019-08-04,12047
2019-08-05,12107
2019-08-06,12122
2019-08-07,12071
2019-08-08,12071
2019-08-09,12002
2019-08-10,11919
2019-08-11,11794
2019-08-12,11806
2019-08-13,11841
2019-08-14,11851
2019-08-15,11917
2019-08-16,11910
2019-08-17,11910
2019-08-18,11905
2019-08-19,11874
2019-08-20,11867
2019-08-21,11839
2019-08-22,11814
2019-08-23,11827
2019-08-24,11842
2019-08-24,11842
2019-08-25,11864
2019-08-25,11864
2019-08-26,11814
2019-08-27,11828
2019-08-27,11828
2019-08-28,11828
2019-08-29,11891
2019-08-30,11855
2019-08-31,11855
2019-09-01,11864
2019-09-02,11864
2019-09-03,11887
2019-09-04,11870
2019-09-05,11857
2019-09-06,11857
2019-09-07,11911
2019-09-08,11937
2019-09-09,11961
2019-09-10,11969
2019-09-11,11936
2019-09-12,12022
2019-09-13,11998
2019-09-14,12001
2019-09-15,11975
2019-09-16,12009
2019-09-17,12012
2019-09-18,12008
2019-09-19,12007
2019-09-20,12007
2019-09-21,11984
2019-09-22,12011
2019-09-23,12021
2019-09-24,12021
2019-09-25,11901
2019-09-26,12039
2019-09-27,12039
2019-09-28,12114
2019-09-29,12114
2019-09-30,12106
2019-10-01,12008
2019-10-02,12008
2019-10-03,11983
2019-10-04,11929
2019-10-05,11831
2019-10-06,11847
2019-10-07,11782
2019-10-08,11890
2019-10-09,11890
2019-10-10,11834
2019-10-11,11851
2019-10-12,11841
2019-10-13,11952
2019-10-14,11868
2019-10-15,11882
2019-10-16,11876
2019-10-17,11876
2019-10-18,11870
2019-10-19,11795
2019-10-20,11757
2019-10-21,11963
2019-10-22,11951
2019-10-23,11914
2019-10-24,11897
2019-10-25,11871
2019-10-26,11780
2019-10-27,11641
2019-10-28,11715
2019-10-29,11715
2019-10-30,11767
2019-10-31,11761
2019-11-01,11807
2019-11-02,11781
2019-11-03,11754
2019-11-04,11812
2019-11-05,11812
2019-11-06,11812
2019-11-07,11744
2019-11-08,11784
2019-11-09,11801
2019-11-10,11786
2019-11-11,11776
2019-11-12,11799
2019-11-13,11846
2019-11-14,11787
2019-11-15,11794
2019-11-16,11784
2019-11-17,11784
2019-11-18,11766
2019-11-19,11821
2019-11-20,11876
2019-11-21,11876
2019-11-22,11792
2019-11-23,11718
2019-11-24,11786
2019-11-25,11883
2019-11-26,11836
2019-11-27,11836
2019-11-28,11824
2019-11-29,11824
2019-11-30,11839
2019-12-01,11784
2019-12-02,11732
2019-12-03,11757
2019-12-04,11847
2019-12-05,11847
2019-12-06,11931
2019-12-07,11900
2019-12-08,11845
2019-12-09,11876
2019-12-10,11977
2019-12-11,11996
2019-12-12,11996
2019-12-13,11925
2019-12-14,11872
2019-12-15,11850
2019-12-16,11848
2019-12-17,11823
2019-12-18,11823
2019-12-19,11816
2019-12-20,11877
2019-12-21,11876
2019-12-22,11839
2019-12-23,11836
2019-12-24,11852
2019-12-25,11832
2019-12-26,11832
2019-12-27,11824
2019-12-28,11821
2019-12-29,11834
2019-12-30,11883
2019-12-31,11865
2020-01-01,11844
2020-01-02,11912
2020-01-03,11874
2020-01-04,11844
2020-01-05,11841
2020-01-06,11875
2020-01-07,11878
2020-01-08,11878
2020-01-09,11881
2020-01-10,11933
2020-01-11,11838
2020-01-12,11794
2020-01-13,11837
2020-01-14,11913
2020-01-15,11938
2020-01-16,11864
2020-01-17,11876
2020-01-18,11917
2020-01-19,11929
2020-01-20,11940
2020-01-21,11975
2020-01-22,11903
2020-01-23,11950
2020-01-24,11937
2020-01-25,11974
2020-01-26,11898
2020-01-27,11815
2020-01-28,11818
2020-01-29,11871
2020-01-30,11991
2020-01-31,12008
2020-02-01,11941
2020-02-02,11886
2020-02-03,11940
2020-02-04,11910
2020-02-05,11870
2020-02-06,11892
2020-02-07,11920
2020-02-08,11893
2020-02-09,11822
2020-02-10,11824
2020-02-11,11902
2020-02-12,11942
2020-02-13,11846
2020-02-14,11789
2020-02-15,11768
2020-02-16,11783
2020-02-17,11837
2020-02-18,11939
2020-02-19,11901
2020-02-20,11838
2020-02-21,11838
2020-02-22,11830
2020-02-23,11804
2020-02-24,11844
2020-02-25,11833
2020-02-26,11957
2020-02-27,11989
2020-02-28,11948
2020-02-29,11924
2020-03-01,11951
2020-03-02,11907
2020-03-03,11918
2020-03-04,11959
2020-03-05,11943
2020-03-06,11970
2020-03-07,11857
2020-03-08,11830
2020-03-09,11815
2020-03-10,11859
2020-03-11,11860
2020-03-12,11940
2020-03-13,12003
2020-03-14,11919
2020-03-15,11868
2020-03-16,11842
2020-03-17,11888
2020-03-18,11937
2020-03-19,11907
2020-03-20,11900
2020-03-21,11899
2020-03-22,11900
2020-03-23,11873
2020-03-24,11930
2020-03-25,12019
2020-03-26,11989
2020-03-27,11999
2020-03-28,11982
2020-03-29,12019
2020-03-30,11996
2020-03-31,11962
2020-04-01,11959
2020-04-02,11982
2020-04-03,12016
2020-04-04,12034
2020-04-05,12009
2020-04-06,12022
2020-04-07,12088
2020-04-08,12124
2020-04-09,12045
2020-04-10,11955
2020-04-11,11970
2020-04-12,11997
2020-04-13,12005
2020-04-14,11946
2020-04-15,12064
2020-04-16,12057
2020-04-17,12057
2020-04-18,12090
2020-04-19,12125
2020-04-20,12229
2020-04-21,12068
2020-04-22,12074
2020-04-23,12073
2020-04-24,12031
2020-04-25,12012
2020-04-26,11994
2020-04-27,12006
2020-04-28,12097
2020-04-29,12132
2020-04-30,12112
2020-05-01,12162
2020-05-02,12143
2020-05-03,12088
2020-05-04,12150
2020-05-05,12092
2020-05-06,12130
2020-05-07,12063
2020-05-08,12058
2020-05-09,12025
2020-05-10,12076
2020-05-11,12080
2020-05-12,12113
2020-05-13,12103
