date_obj,Armadyl%20full%20helm price
2016-05-02,22763
2016-05-03,23130
2016-05-04,22681
2016-05-05,22189
2016-05-06,22189
2016-05-07,21648
2016-05-08,21473
2016-05-09,21003
2016-05-10,20538
2016-05-11,20538
2016-05-12,20768
2016-05-13,20637
2016-05-14,21025
2016-05-15,21759
2016-05-16,22256
2016-05-17,22847
2016-05-18,23145
2016-05-19,23539
2016-05-22,24999
2016-05-23,24316
2016-05-24,24310
2016-05-25,23873
2016-05-26,24653
2016-05-27,24598
2016-05-28,24598
2016-05-29,25095
2016-05-30,25095
2016-05-31,25602
2016-06-01,25853
2016-06-02,25794
2016-06-03,24959
2016-06-04,23955
2016-06-05,22862
2016-06-06,21718
2016-06-07,21221
2016-06-08,20995
2016-06-09,20979
2016-06-10,21273
2016-06-11,21494
2016-06-12,21444
2016-06-13,21408
2016-06-14,21775
2016-06-15,21759
2016-06-16,21484
2016-06-17,21304
2016-06-18,20900
2016-06-19,21354
2016-06-20,22071
2016-06-21,22312
2016-06-22,22413
2016-06-23,22213
2016-06-24,22121
2016-06-25,22270
2016-06-26,22061
2016-06-27,21156
2016-06-28,21174
2016-06-29,21448
2016-06-30,21820
2016-07-01,21840
2016-07-02,21429
2016-07-03,21541
2016-07-04,21402
2016-07-05,21330
2016-07-06,21671
2016-07-07,21913
2016-07-08,21418
2016-07-09,21335
2016-07-10,21097
2016-07-11,21394
2016-07-12,21487
2016-07-13,21370
2016-07-14,21659
2016-07-15,21466
2016-07-16,21639
2016-07-17,21639
2016-07-18,20966
2016-07-23,21162
2016-07-24,21262
2016-07-25,21395
2016-07-26,21395
2016-07-27,21536
2016-07-28,21536
2016-07-29,21650
2016-07-30,21788
2016-07-31,21788
2016-08-01,22117
2016-08-02,22453
2016-08-03,22622
2016-08-04,22622
2016-08-05,23122
2016-08-06,22617
2016-08-07,22244
2016-08-08,22244
2016-08-09,21657
2016-08-10,21420
2016-08-11,21420
2016-08-12,21072
2016-08-13,20990
2016-08-14,21799
2016-08-15,22047
2016-08-16,22100
2016-08-17,22100
2016-08-18,22155
2016-08-19,22054
2016-08-20,21369
2016-08-21,20754
2016-08-22,21106
2016-08-23,21204
2016-08-24,21048
2016-08-25,20790
2016-08-26,20790
2016-08-28,21090
2016-08-31,20678
2016-09-01,21313
2016-09-02,21313
2016-09-03,21902
2016-09-04,22216
2016-09-05,22118
2016-09-06,22118
2016-09-07,22499
2016-09-08,22499
2016-09-09,22617
2016-09-10,22629
2016-09-11,22629
2016-09-12,22782
2016-09-13,22650
2016-09-14,22650
2016-09-15,22124
2016-09-16,22124
2016-09-17,22141
2016-09-18,22194
2016-09-19,22002
2016-09-20,22002
2016-09-21,21884
2016-09-22,21714
2016-09-23,22025
2016-09-24,22025
2016-09-25,21843
2016-09-26,21843
2016-09-27,22139
2016-09-28,22634
2016-09-29,22634
2016-09-30,22687
2016-10-01,22576
2016-10-02,22576
2016-10-03,23057
2016-10-04,23162
2016-10-05,23435
2016-10-06,23314
2016-10-07,23015
2016-10-08,22679
2016-10-09,22612
2016-10-10,22914
2016-10-11,23032
2016-10-12,23204
2016-10-13,23050
2016-10-14,22921
2016-10-15,22836
2016-10-16,23202
2016-10-17,23142
2016-10-18,23142
2016-10-19,23836
2016-10-20,24502
2016-10-21,24978
2016-10-22,24978
2016-10-23,24812
2016-10-24,24404
2016-10-25,24404
2016-10-26,23649
2016-10-27,23033
2016-10-28,23033
2016-10-29,22412
2016-10-30,21504
2016-10-31,21134
2016-11-01,21134
2016-11-02,21614
2016-11-03,21614
2016-11-04,21832
2016-11-05,21832
2016-11-06,21732
2016-11-07,21830
2016-11-08,22232
2016-11-09,21975
2016-11-10,21616
2016-11-11,22068
2016-11-12,22073
2016-11-13,22073
2016-11-14,21510
2016-11-15,21291
2016-12-07,20822
2016-12-08,20906
2016-12-09,21086
2016-12-10,20855
2016-12-11,21003
2016-12-12,21057
2016-12-13,21261
2016-12-14,21302
2016-12-15,21302
2016-12-16,21269
2016-12-17,21317
2016-12-18,21317
2016-12-19,21264
2016-12-20,21294
2016-12-21,21541
2016-12-22,21519
2016-12-23,21388
2016-12-24,21434
2016-12-25,21348
2016-12-26,21406
2016-12-27,21369
2016-12-28,21299
2016-12-29,21259
2016-12-30,21238
2016-12-31,21484
2017-01-01,21663
2017-01-02,21339
2017-01-03,21258
2017-01-04,21261
2017-01-05,21522
2017-01-06,21490
2017-01-07,21762
2017-01-08,22034
2017-01-09,21859
2017-01-10,22050
2017-01-11,22463
2017-01-12,22817
2017-01-13,22781
2017-01-14,23194
2017-01-15,23048
2017-01-16,22482
2017-01-17,22140
2017-01-18,22133
2017-01-19,22059
2017-01-20,22076
2017-01-21,21994
2017-01-22,21506
2017-01-23,21136
2017-01-27,21297
2017-01-28,21365
2017-01-29,21550
2017-01-30,21760
2017-01-31,21940
2017-02-01,21932
2017-02-02,21823
2017-02-03,21609
2017-02-04,21491
2017-02-05,21868
2017-02-06,21801
2017-02-07,21759
2017-02-08,21990
2017-02-09,21990
2017-02-10,21741
2017-02-11,21697
2017-02-12,21872
2017-02-13,21510
2017-02-14,21747
2017-02-15,21647
2017-02-16,21597
2017-02-18,21383
2017-02-19,21720
2017-02-20,21367
2017-02-21,20706
2017-02-22,20898
2017-02-23,20838
2017-02-24,21135
2017-02-25,21185
2017-02-26,21697
2017-02-27,21896
2017-02-28,22416
2017-03-01,21738
2017-03-02,22238
2017-03-03,22182
2017-03-04,21618
2017-03-05,21191
2017-03-06,21430
2017-03-07,21792
2017-03-08,22164
2017-03-09,21530
2017-03-10,21609
2017-03-11,21739
2017-03-12,21933
2017-03-13,22298
2017-03-14,22422
2017-03-15,22249
2017-03-16,22677
2017-03-17,22072
2017-03-18,21396
2017-03-19,21614
2017-03-20,21635
2017-03-21,21641
2017-03-22,21623
2017-03-23,21536
2017-03-24,21679
2017-03-25,21679
2017-03-26,21431
2017-03-27,21322
2017-03-28,21532
2017-03-29,21179
2017-03-30,21206
2017-03-31,21157
2017-04-01,20994
2017-04-02,20889
2017-04-03,21383
2017-04-04,21024
2017-04-05,21313
2017-04-12,21210
2017-04-13,21830
2017-04-14,22173
2017-04-15,22415
2017-04-16,22405
2017-04-17,22387
2017-04-18,22460
2017-04-19,22777
2017-04-20,22753
2017-04-21,22661
2017-04-22,22676
2017-04-23,22609
2017-04-24,22584
2017-04-25,22025
2017-04-26,22025
2017-04-27,21633
2017-04-28,21315
2017-04-29,21078
2017-04-30,20892
2017-05-01,20892
2017-05-02,21512
2017-05-03,21551
2017-05-04,21476
2017-05-05,21858
2017-05-06,21979
2017-05-07,21673
2017-05-08,21740
2017-05-09,21775
2017-05-10,21505
2017-05-11,21362
2017-05-12,21175
2017-05-13,20796
2017-05-14,21223
2017-05-15,21263
2017-05-16,21532
2017-05-17,21415
2017-05-18,21359
2017-05-19,21108
2017-05-20,21276
2017-05-21,21276
2017-05-22,21459
2017-05-23,21928
2017-05-24,21880
2017-05-25,21273
2017-05-26,20993
2017-05-27,20469
2017-05-28,20398
2017-05-29,20175
2017-05-30,20429
2017-05-31,20788
2017-06-01,21123
2017-06-02,21685
2017-06-03,21685
2017-06-04,21903
2017-06-05,21878
2017-06-06,22095
2017-06-07,21866
2017-06-08,21866
2017-06-09,21928
2017-06-10,21818
2017-06-11,21822
2017-06-12,22035
2017-06-13,22077
2017-06-14,22793
2017-06-15,23062
2017-06-16,23367
2017-06-17,23367
2017-06-18,23840
2017-06-19,23840
2017-06-20,24097
2017-06-21,24065
2017-06-22,24065
2017-06-23,23488
2017-06-24,23417
2017-06-25,23181
2017-06-26,23148
2017-06-27,23787
2017-06-28,23131
2017-06-29,23660
2017-06-30,23803
2017-07-01,23803
2017-07-02,23478
2017-07-03,23287
2017-07-04,23409
2017-07-05,23409
2017-07-06,22378
2017-07-07,22378
2017-07-08,21697
2017-07-09,20903
2017-07-13,20611
2017-07-14,20576
2017-07-15,20576
2017-07-16,20766
2017-07-17,21180
2017-07-18,21283
2017-07-19,21625
2017-07-20,21595
2017-07-21,21148
2017-07-22,20600
2017-07-23,20732
2017-07-24,20820
2017-07-25,20878
2017-07-26,21123
2017-07-27,21783
2017-07-28,21261
2017-07-29,21261
2017-07-30,21500
2017-07-31,21500
2017-08-01,21934
2017-08-02,22530
2017-08-03,22530
2017-08-04,23232
2017-08-05,23195
2017-08-06,22560
2017-08-07,23009
2017-08-08,23422
2017-08-09,23089
2017-08-10,23179
2017-08-11,23676
2017-08-12,23278
2017-08-13,23725
2017-08-14,23246
2017-08-15,22260
2017-08-16,22301
2017-08-17,21986
2017-08-18,21986
2017-08-19,21180
2017-08-20,20942
2017-08-21,20649
2017-08-22,20485
2017-08-23,20775
2017-08-24,21152
2017-08-25,21353
2017-08-26,21087
2017-08-27,21689
2017-08-28,22014
2017-08-29,22014
2017-08-30,21840
2017-08-31,22044
2017-09-01,21928
2017-09-02,22006
2017-09-03,22006
2017-09-04,21812
2017-09-05,21817
2017-09-06,21903
2017-09-07,21417
2017-09-08,21417
2017-09-09,21245
2017-09-10,20895
2017-09-11,20900
2017-09-12,20900
2017-09-13,20788
2017-09-14,21190
2017-09-15,21190
2017-09-16,21950
2017-09-17,21884
2017-09-18,21318
2017-09-19,21981
2017-09-20,21948
2017-09-22,21242
2017-09-23,21242
2017-09-24,21139
2017-09-25,21048
2017-09-26,20710
2017-09-27,20710
2017-09-28,21004
2017-09-29,20803
2017-09-30,21115
2017-10-01,21122
2017-10-02,21141
2017-10-03,21141
2017-10-04,20908
2017-10-05,20710
2017-10-06,20896
2017-10-07,21164
2017-10-08,20956
2017-10-09,20719
2017-10-10,20511
2017-10-11,20511
2017-10-12,20963
2017-10-13,21209
2017-10-14,21200
2017-10-15,21200
2017-10-16,21284
2017-10-17,21284
2017-10-18,21296
2017-10-19,21976
2017-10-20,21976
2017-10-21,21857
2017-10-22,21637
2017-10-23,22029
2017-10-24,21832
2017-10-25,21893
2017-10-26,21479
2017-10-27,21037
2017-10-28,21037
2017-10-29,21183
2017-10-30,21370
2017-10-31,21264
2017-11-01,21264
2017-11-02,20998
2017-11-03,21021
2017-11-04,20722
2017-11-05,20775
2017-11-06,21219
2017-11-07,21219
2017-11-08,21007
2017-11-09,20812
2017-11-10,20756
2017-11-11,20466
2017-11-12,20424
2017-11-13,20717
2017-11-14,20717
2017-11-15,20486
2017-11-16,20674
2017-11-17,20746
2017-11-18,20746
2017-11-19,20908
2017-11-20,20921
2017-11-21,21154
2017-11-22,21154
2017-11-23,21149
2017-11-24,21058
2017-11-25,21345
2017-11-26,21291
2017-11-27,21291
2017-11-28,21263
2017-11-29,21486
2017-11-30,21486
2017-12-01,21359
2017-12-02,21359
2017-12-03,21082
2017-12-04,21082
2017-12-05,21214
2017-12-06,20860
2017-12-07,20837
2017-12-08,20837
2017-12-09,20760
2017-12-10,21186
2017-12-11,21082
2017-12-12,21130
2017-12-13,20694
2017-12-14,20694
2017-12-15,21089
2017-12-16,21495
2017-12-17,21495
2017-12-18,22127
2017-12-19,22127
2017-12-20,22049
2017-12-21,22569
2017-12-22,22548
2017-12-23,22682
2017-12-24,22849
2017-12-25,22719
2017-12-26,23452
2017-12-27,24171
2017-12-28,23781
2017-12-29,24113
2017-12-30,24220
2017-12-31,24159
2018-01-01,24521
2018-01-02,24927
2018-01-03,24810
2018-01-04,24612
2018-01-05,24402
2018-01-06,23794
2018-01-07,23884
2018-01-08,24621
2018-01-09,23867
2018-01-10,23867
2018-01-11,23277
2018-01-12,22904
2018-01-13,22096
2018-01-14,21852
2018-01-15,22511
2018-01-16,22180
2018-01-17,22802
2018-01-18,23035
2018-01-19,23035
2018-01-20,22958
2018-01-21,22991
2018-01-22,23336
2018-01-23,23356
2018-01-24,23774
2018-01-25,24450
2018-01-26,24637
2018-01-27,24686
2018-01-28,24820
2018-01-29,24386
2018-01-30,23490
2018-01-31,23123
2018-02-01,22988
2018-02-02,22436
2018-02-03,21675
2018-02-04,21240
2018-02-05,21182
2018-02-06,20837
2018-02-07,20858
2018-02-08,20858
2018-02-09,20785
2018-02-10,20752
2018-02-11,20933
2018-02-12,21252
2018-02-13,21053
2018-02-14,20701
2018-02-15,20627
2018-02-16,20890
2018-02-17,20770
2018-02-18,20744
2018-02-19,20838
2018-02-20,20958
2018-02-21,20753
2018-02-22,21573
2018-02-23,22392
2018-02-24,22392
2018-02-25,22142
2018-02-26,22324
2018-02-27,22351
2018-02-28,22351
2018-03-01,22107
2018-03-02,21524
2018-03-03,21584
2018-03-04,21584
2018-03-05,21996
2018-03-06,22788
2018-03-07,23359
2018-03-08,23311
2018-03-09,23653
2018-03-10,23750
2018-03-11,23721
2018-03-12,23392
2018-03-13,23144
2018-03-14,23665
2018-03-15,24042
2018-03-16,23139
2018-03-17,22832
2018-03-18,22875
2018-03-20,22414
2018-03-22,22646
2018-03-23,22593
2018-03-24,21760
2018-03-25,21285
2018-03-26,21285
2018-03-27,21060
2018-03-28,20728
2018-03-29,20929
2018-03-30,21037
2018-03-31,20835
2018-04-01,20766
2018-04-02,20840
2018-04-03,20946
2018-04-04,20799
2018-04-05,20799
2018-04-06,21136
2018-04-07,21136
2018-04-08,20992
2018-04-09,21317
2018-04-10,21530
2018-04-11,22304
2018-04-12,21956
2018-04-13,21959
2018-04-14,21610
2018-04-15,21386
2018-04-16,21386
2018-04-17,21451
2018-04-18,21226
2018-04-19,21327
2018-04-20,21009
2018-04-21,21190
2018-04-22,21190
2018-04-23,21498
2018-04-24,21498
2018-04-25,21977
2018-04-26,21977
2018-04-27,22096
2018-04-28,22531
2018-04-29,22093
2018-04-30,22524
2018-05-01,21707
2018-05-02,21707
2018-05-03,21738
2018-05-04,21738
2018-05-05,22414
2018-05-06,22414
2018-05-07,22985
2018-05-08,23804
2018-05-09,24480
2018-05-10,25679
2018-05-11,26752
2018-05-12,27978
2018-05-13,27978
2018-05-14,28840
2018-05-15,28840
2018-05-16,28761
2018-05-17,29053
2018-05-18,28695
2018-05-19,29371
2018-05-20,28273
2018-05-21,27143
2018-05-22,27143
2018-05-23,26709
2018-05-24,27041
2018-05-25,27036
2018-05-26,27129
2018-05-27,27129
2018-05-28,27097
2018-05-29,27956
2018-05-30,27956
2018-05-31,27774
2018-06-01,27217
2018-06-02,26646
2018-06-03,26352
2018-06-04,25853
2018-06-05,25277
2018-06-06,24484
2018-06-07,24484
2018-06-08,23667
2018-06-09,23625
2018-06-10,23304
2018-06-11,23304
2018-06-12,23769
2018-06-13,23999
2018-06-14,23936
2018-06-15,23903
2018-06-16,24382
2018-06-17,24588
2018-06-18,24797
2018-06-19,24861
2018-06-20,24861
2018-06-21,24522
2018-06-22,24186
2018-06-23,24186
2018-06-24,23214
2018-06-25,22875
2018-06-26,21975
2018-06-27,21975
2018-06-28,21891
2018-06-29,21859
2018-06-30,21834
2018-07-01,21734
2018-07-02,21734
2018-07-03,21713
2018-07-04,21362
2018-07-05,21362
2018-07-06,21320
2018-07-07,21201
2018-07-08,20708
2018-07-09,21109
2018-07-10,21012
2018-07-11,21170
2018-07-12,21414
2018-07-13,21782
2018-07-14,21599
2018-07-15,21599
2018-07-16,21527
2018-07-17,21244
2018-07-18,20961
2018-07-19,20668
2018-07-20,20704
2018-07-21,21198
2018-07-22,21099
2018-07-23,21387
2018-07-24,21622
2018-07-25,22112
2018-07-26,22570
2018-07-27,22849
2018-07-28,22849
2018-07-29,22987
2018-07-30,22310
2018-07-31,22747
2018-08-01,22747
2018-08-02,22643
2018-08-03,22833
2018-08-04,23061
2018-08-05,23212
2018-08-06,23938
2018-08-07,23983
2018-08-08,24490
2018-08-09,24490
2018-08-10,24942
2018-08-11,24371
2018-08-12,23844
2018-08-14,24448
2018-08-16,24821
2018-08-17,25276
2018-08-18,25606
2018-08-19,25666
2018-08-20,25586
2018-08-21,25307
2018-08-22,25475
2018-08-23,24619
2018-08-24,24211
2018-08-25,25243
2018-08-26,25499
2018-08-27,25108
2018-08-28,24625
2018-08-29,24367
2018-08-30,24556
2018-08-31,25086
2018-09-01,24968
2018-09-02,24874
2018-09-03,25577
2018-09-04,26290
2018-09-05,26132
2018-09-06,26132
2018-09-07,25316
2018-09-08,25365
2018-09-09,25365
2018-09-10,25326
2018-09-11,25326
2018-09-12,25646
2018-09-13,24969
2018-09-14,24721
2018-09-15,25093
2018-09-16,25093
2018-09-17,25657
2018-09-18,26556
2018-09-19,27370
2018-09-20,28162
2018-09-21,29058
2018-09-22,28414
2018-09-23,28003
2018-09-24,28008
2018-09-25,28008
2018-09-26,28904
2018-09-27,28904
2018-09-28,28890
2018-09-29,28621
2018-09-30,28569
2018-10-01,28348
2018-10-02,27932
2018-10-03,27566
2018-10-04,27566
2018-10-05,26669
2018-10-06,26398
2018-10-07,25797
2018-10-08,26509
2018-10-09,25966
2018-10-10,25275
2018-10-11,24439
2018-10-12,25030
2018-10-13,25216
2018-10-14,25051
2018-10-15,25426
2018-10-16,24780
2018-10-17,24945
2018-10-18,25158
2018-10-19,24754
2018-10-20,24754
2018-10-21,24097
2018-10-22,23462
2018-10-23,23462
2018-10-24,23862
2018-10-25,23804
2018-10-26,23885
2018-10-27,23308
2018-10-28,22926
2018-10-29,22394
2018-10-30,22555
2018-10-31,22347
2018-11-01,22743
2018-11-03,24019
2018-11-04,25146
2018-11-05,26404
2018-11-06,27539
2018-11-07,28214
2018-11-08,28684
2018-11-09,29977
2018-11-10,31328
2018-11-11,32178
2018-11-12,33458
2018-11-13,34998
2018-11-14,35595
2018-11-15,35639
2018-11-16,35546
2018-11-17,34602
2018-11-18,34820
2018-11-19,34427
2018-11-20,35781
2018-11-21,37439
2018-11-22,37846
2018-11-23,38304
2018-11-24,39218
2018-11-25,38886
2018-11-26,39609
2018-11-27,39875
2018-11-28,39136
2018-11-29,37875
2018-12-01,36083
2018-12-02,36139
2018-12-03,36113
2018-12-04,35894
2018-12-05,35969
2018-12-07,35778
2018-12-09,35661
2018-12-10,35225
2018-12-11,35131
2018-12-12,34473
2018-12-13,34825
2018-12-14,35244
2018-12-15,34336
2018-12-16,34518
2018-12-17,34688
2018-12-18,35314
2018-12-19,35779
2018-12-20,36163
2018-12-21,37027
2018-12-22,36758
2018-12-23,36612
2018-12-24,36778
2018-12-25,37875
2018-12-26,38201
2018-12-27,36845
2018-12-28,35999
2018-12-29,35067
2018-12-30,33893
2018-12-31,32687
2019-01-01,31499
2019-01-02,30914
2019-01-03,29974
2019-01-04,29360
2019-01-05,28788
2019-01-06,28876
2019-01-08,28470
2019-01-10,28496
2019-01-11,28527
2019-01-12,28413
2019-01-13,27263
2019-01-14,26111
2019-01-15,25276
2019-01-16,24920
2019-01-17,24292
2019-01-18,23628
2019-01-19,23626
2019-01-20,23337
2019-01-21,22718
2019-01-22,22659
2019-01-23,22999
2019-01-24,22748
2019-01-25,22401
2019-01-26,22180
2019-01-27,21992
2019-01-28,21718
2019-01-29,21943
2019-01-30,22654
2019-01-31,23104
2019-02-01,23231
2019-02-02,22940
2019-02-03,22471
2019-02-04,21737
2019-02-05,21720
2019-02-06,22337
2019-02-07,22603
2019-02-08,22624
2019-02-09,22509
2019-02-10,22786
2019-02-11,23371
2019-02-12,23808
2019-02-13,23956
2019-02-14,23659
2019-02-15,23665
2019-02-16,23235
2019-02-17,23306
2019-02-18,23539
2019-02-19,24144
2019-02-20,24236
2019-02-21,24008
2019-02-22,24007
2019-02-23,23721
2019-02-24,23419
2019-02-25,23637
2019-02-26,23859
2019-02-27,24274
2019-02-28,24110
2019-03-01,24260
2019-03-02,24103
2019-03-03,24333
2019-03-04,24002
2019-03-05,23868
2019-03-06,23754
2019-03-07,23434
2019-03-08,23434
2019-03-09,23338
2019-03-10,23902
2019-03-11,24400
2019-03-12,24689
2019-03-13,24732
2019-03-14,24310
2019-03-15,23805
2019-03-16,23234
2019-03-17,23318
2019-03-18,23271
2019-03-19,24111
2019-03-20,24058
