date_obj,Blue%20skirt%20(g) price
2019-03-26,39960
2019-03-27,39960
2019-03-28,40581
2019-03-29,41322
2019-03-30,41322
2019-03-31,41879
2019-04-01,42566
2019-04-02,43155
2019-04-03,44229
2019-04-04,44853
2019-04-05,44457
2019-04-06,43733
2019-04-07,42871
2019-04-08,41444
2019-04-09,41437
2019-04-10,41465
2019-04-11,40787
2019-04-12,40142
2019-04-13,39433
2019-04-14,38432
2019-04-15,37852
2019-04-16,38700
2019-04-17,39315
2019-04-18,39940
2019-04-19,40218
2019-04-20,40686
2019-04-21,40724
2019-04-22,41036
2019-04-23,41689
2019-04-24,43702
2019-04-25,45737
2019-04-26,46812
2019-04-27,47800
2019-04-28,49163
2019-04-29,50845
2019-04-30,51118
2019-05-01,52027
2019-05-02,51694
2019-05-03,52508
2019-05-04,52254
2019-05-05,52796
2019-05-06,52598
2019-05-07,53859
2019-05-08,53911
2019-05-09,54336
2019-05-10,54112
2019-05-11,54491
2019-05-12,53497
2019-05-13,51766
2019-05-14,51333
2019-05-15,50483
2019-05-16,50037
2019-05-17,50037
2019-05-18,49736
2019-05-19,50214
2019-05-20,50012
2019-05-21,49410
2019-05-22,49732
2019-05-23,48999
2019-05-24,48631
2019-05-25,48282
2019-05-26,46765
2019-05-27,46207
2019-05-28,45176
2019-05-29,44500
2019-05-30,43299
2019-05-31,42269
2019-06-01,42022
2019-06-02,41361
2019-06-03,41434
2019-06-04,41396
2019-06-05,40604
2019-06-06,40395
2019-06-07,41260
2019-06-08,42247
2019-06-09,44360
2019-06-10,44360
2019-06-11,46578
2019-06-12,48357
2019-06-13,48267
2019-06-14,48808
2019-06-15,48808
2019-06-16,48238
2019-06-17,46712
2019-06-18,46712
2019-06-19,44666
2019-06-20,42433
2019-06-21,40744
2019-06-22,39221
2019-06-23,38399
2019-06-24,38399
2019-06-25,37980
2019-06-26,37706
2019-06-27,37161
2019-06-28,37161
2019-06-29,36164
2019-06-30,34355
2019-07-01,32652
2019-07-02,31019
2019-07-03,29468
2019-07-04,29468
2019-07-05,28518
2019-07-06,28662
2019-07-07,28629
2019-07-08,29320
2019-07-09,29931
2019-07-10,30286
2019-07-11,31180
2019-07-12,31752
2019-07-13,31752
2019-07-14,32394
2019-07-15,32394
2019-07-16,33175
2019-07-17,33945
2019-07-18,34962
2019-07-19,34962
2019-07-20,35695
2019-07-21,36181
2019-07-22,35883
2019-07-23,35467
2019-07-24,35129
2019-07-25,35240
2019-07-26,35240
2019-07-27,35220
2019-07-28,34166
2019-07-29,32813
2019-07-30,32282
2019-07-31,32180
2019-08-01,32438
2019-08-02,32438
2019-08-03,32037
2019-08-04,32057
2019-08-05,31573
2019-08-06,31573
2019-08-07,31679
2019-08-08,31679
2019-08-09,31637
2019-08-10,31831
2019-08-11,31831
2019-08-12,31892
2019-08-13,32337
2019-08-14,32388
2019-08-15,32845
2019-08-16,33018
2019-08-17,33018
2019-08-18,32952
2019-08-19,32903
2019-08-20,33626
2019-08-21,34714
2019-08-22,35125
2019-08-23,35125
2019-08-24,35152
2019-08-24,35152
2019-08-25,35152
2019-08-25,35152
2019-08-26,35194
2019-08-27,35649
2019-08-27,35649
2019-08-28,36215
2019-08-29,37454
2019-08-30,38015
2019-08-31,38015
2019-09-01,39300
2019-09-02,39300
2019-09-03,39524
2019-09-04,38545
2019-09-05,38545
2019-09-06,37414
2019-09-07,37020
2019-09-08,37580
2019-09-09,37269
2019-09-10,37269
2019-09-11,37228
2019-09-12,37228
2019-09-13,36441
2019-09-14,37044
2019-09-15,37207
2019-09-16,37157
2019-09-17,36767
2019-09-18,37679
2019-09-19,38795
2019-09-20,38795
2019-09-21,40077
2019-09-22,41028
2019-09-23,42466
2019-09-24,42466
2019-09-25,43804
2019-09-26,45186
2019-09-27,45186
2019-09-28,45944
2019-09-29,45944
2019-09-30,46654
2019-10-01,47201
2019-10-02,47201
2019-10-03,47010
2019-10-04,46275
2019-10-05,46020
2019-10-06,45164
2019-10-07,44295
2019-10-08,44688
2019-10-09,44688
2019-10-10,43804
2019-10-11,43804
2019-10-12,44706
2019-10-13,45543
2019-10-14,46781
2019-10-15,46781
2019-10-16,45995
2019-10-17,45995
2019-10-18,45057
2019-10-19,44234
2019-10-20,43709
2019-10-21,43448
2019-10-22,43448
2019-10-23,42453
2019-10-24,41789
2019-10-25,41789
2019-10-26,42317
2019-10-27,40998
2019-10-28,39934
2019-10-29,39934
2019-10-30,40303
2019-10-31,41274
2019-11-01,40821
2019-11-02,40820
2019-11-03,40378
2019-11-04,40812
2019-11-05,40812
2019-11-06,41166
2019-11-07,41378
2019-11-08,41429
2019-11-09,41479
2019-11-10,41574
2019-11-11,41215
2019-11-12,42257
2019-11-13,42257
2019-11-14,43313
2019-11-15,44132
2019-11-16,44287
2019-11-17,44287
2019-11-18,44305
2019-11-19,44305
2019-11-20,44699
2019-11-21,44699
2019-11-22,44191
2019-11-23,44003
2019-11-24,43572
2019-11-25,43857
2019-11-26,43546
2019-11-27,43546
2019-11-28,43388
2019-11-29,43388
2019-11-30,43538
2019-12-01,43458
2019-12-02,43517
2019-12-03,41530
2019-12-04,40889
2019-12-05,40889
2019-12-06,40679
2019-12-07,40802
2019-12-08,40802
2019-12-09,40265
2019-12-10,40355
2019-12-11,40355
2019-12-12,39986
2019-12-13,39925
2019-12-14,39925
2019-12-15,40336
2019-12-16,42037
2019-12-17,43700
2019-12-18,45088
2019-12-19,45088
2019-12-20,46733
2019-12-21,47894
2019-12-22,49511
2019-12-23,49080
2019-12-24,51093
2019-12-25,50734
2019-12-26,52051
2019-12-27,52146
2019-12-28,51755
2019-12-29,51828
2019-12-30,51867
2019-12-31,52127
2020-01-01,51242
2020-01-02,50457
2020-01-03,48947
2020-01-04,46809
2020-01-05,45341
2020-01-06,44554
2020-01-07,43573
2020-01-08,43573
2020-01-09,43812
2020-01-10,43288
2020-01-11,43061
2020-01-12,42575
2020-01-13,42575
2020-01-14,41679
2020-01-15,40926
2020-01-16,40688
2020-01-17,40677
2020-01-18,41424
2020-01-19,41607
2020-01-20,41033
2020-01-21,41033
2020-01-22,40904
2020-01-23,40908
2020-01-24,40974
2020-01-25,41177
2020-01-26,41085
2020-01-27,40636
2020-01-28,40817
2020-01-29,40638
2020-01-30,40723
2020-01-31,40892
2020-02-01,40933
2020-02-02,40926
2020-02-03,42339
2020-02-04,43858
2020-02-05,42989
2020-02-06,41746
2020-02-07,41952
2020-02-08,41438
2020-02-09,40579
2020-02-10,40637
2020-02-11,39788
2020-02-12,39455
2020-02-13,39455
2020-02-14,39099
2020-02-15,37288
2020-02-16,35561
2020-02-17,33782
2020-02-18,33395
2020-02-19,33395
2020-02-20,33815
2020-02-21,33815
2020-02-22,33686
2020-02-23,33715
2020-02-24,33910
2020-02-25,34063
2020-02-26,33979
2020-02-27,33882
2020-02-28,33770
2020-02-29,33770
2020-03-01,33457
2020-03-02,32994
2020-03-03,33149
2020-03-04,33149
2020-03-05,33578
2020-03-06,33349
2020-03-07,33349
2020-03-08,32893
2020-03-09,32610
2020-03-10,32554
2020-03-11,32866
2020-03-12,32369
2020-03-13,32369
2020-03-14,32371
2020-03-15,32240
2020-03-16,32006
2020-03-17,32011
2020-03-18,31569
2020-03-19,31496
2020-03-20,31732
2020-03-21,31855
2020-03-22,31834
2020-03-23,31685
2020-03-24,31753
2020-03-25,31695
2020-03-26,31709
2020-03-27,31641
2020-03-28,31931
2020-03-29,32297
2020-03-30,32049
2020-03-31,31622
2020-04-01,31692
2020-04-02,31877
2020-04-03,31877
2020-04-04,32371
2020-04-05,32641
2020-04-06,32264
2020-04-07,32253
2020-04-08,32420
2020-04-09,33085
2020-04-10,32773
2020-04-11,32814
2020-04-12,32392
2020-04-13,32749
2020-04-14,32907
2020-04-15,32682
2020-04-16,32420
2020-04-17,32178
2020-04-18,31798
2020-04-19,31999
2020-04-20,32154
2020-04-21,32320
2020-04-22,32025
2020-04-23,32455
2020-04-24,32643
2020-04-25,32154
2020-04-26,31836
2020-04-27,31518
2020-04-28,31167
2020-04-29,31220
2020-04-30,31070
2020-05-01,30850
2020-05-02,30514
2020-05-03,30505
2020-05-04,30338
2020-05-05,30265
2020-05-06,29987
2020-05-07,30020
2020-05-08,30441
2020-05-09,30702
2020-05-10,30731
2020-05-11,31158
2020-05-12,30783
2020-05-13,30677
