date_obj,Bob's%20green%20shirt price
2015-11-08,3974
2015-11-09,3974
2015-11-10,3942
2015-11-11,3942
2015-11-12,3942
2015-11-13,3942
2015-11-14,3942
2015-11-15,3942
2015-11-16,3942
2015-11-17,3988
2015-11-18,3988
2015-11-19,3988
2015-11-20,3988
2015-11-21,3988
2015-11-22,3988
2015-11-23,3988
2015-11-24,4069
2015-11-25,4069
2015-11-26,4069
2015-11-27,4069
2015-11-28,4069
2015-11-29,4069
2015-11-30,4069
2015-12-01,4073
2015-12-02,4073
2015-12-03,4073
2015-12-04,4073
2015-12-05,4073
2015-12-06,4073
2015-12-07,4073
2015-12-08,4027
2015-12-09,4027
2015-12-10,4027
2015-12-11,4027
2015-12-12,4027
2015-12-13,3950
2015-12-14,3950
2015-12-15,3950
2015-12-16,3950
2015-12-17,3950
2015-12-18,3950
2015-12-19,3950
2015-12-20,4075
2015-12-21,4075
2015-12-22,4075
2015-12-23,4075
2015-12-24,4075
2015-12-25,4075
2015-12-26,3966
2015-12-27,3966
2015-12-28,3966
2015-12-29,3966
2015-12-30,3966
2015-12-31,3893
2016-01-01,3893
2016-01-02,3893
2016-01-03,3893
2016-01-04,3893
2016-01-05,3893
2016-01-06,3893
2016-01-07,3842
2016-01-08,3842
2016-01-09,3842
2016-01-10,3842
2016-01-11,3842
2016-01-12,3842
2016-01-13,3842
2016-01-14,3842
2016-01-15,3690
2016-01-16,3690
2016-01-17,3690
2016-01-18,3690
2016-01-19,3690
2016-01-20,3690
2016-01-21,3690
2016-01-22,3515
2016-01-23,3515
2016-01-24,3515
2016-01-25,3515
2016-01-26,3515
2016-01-27,3515
2016-01-28,3515
2016-01-29,3391
2016-01-30,3391
2016-01-31,3391
2016-02-01,3391
2016-02-02,3391
2016-02-03,3391
2016-02-04,3391
2016-02-05,3391
2016-02-06,3437
2016-02-07,3437
2016-02-08,3437
2016-02-09,3437
2016-02-10,3437
2016-02-11,3437
2016-02-12,3555
2016-02-13,3555
2016-02-14,3555
2016-02-15,3555
2016-02-16,3555
2016-02-17,3555
2016-02-18,3450
2016-02-19,3450
2016-02-20,3450
2016-02-21,3450
2016-02-22,3450
2016-02-23,3555
2016-02-24,3555
2016-02-25,3555
2016-02-26,3555
2016-02-27,3555
2016-02-28,3631
2016-02-29,3631
2016-03-01,3631
2016-03-02,3631
2016-03-03,3631
2016-03-04,3518
2016-03-05,3518
2016-03-06,3518
2016-03-07,3518
2016-03-08,3518
2016-03-09,3518
2016-03-10,3547
2016-03-11,3547
2016-03-12,3547
2016-03-13,3547
2016-03-14,3547
2016-03-15,3547
2016-03-16,3542
2016-03-17,3542
2016-03-18,3542
2016-03-19,3542
2016-03-20,3542
2016-03-21,3542
2016-03-22,3437
2016-03-23,3437
2016-03-24,3437
2016-03-25,3437
2016-03-26,3315
2016-03-27,3315
2016-03-28,3315
2016-03-29,3315
2016-03-30,3315
2016-03-31,3315
2016-04-01,3214
2016-04-02,3214
2016-04-03,3214
2016-04-04,3214
2016-04-05,3146
2016-04-06,3146
2016-04-07,3146
2016-04-08,3146
2016-04-09,3146
2016-04-10,3042
2016-04-11,3042
2016-04-12,3042
2016-04-13,3042
2016-04-14,3042
2016-04-15,3042
2016-04-16,2929
2016-04-17,2929
2016-04-18,2929
2016-04-19,2929
2016-04-20,2929
2016-04-21,2884
2016-04-22,2884
2016-04-23,2884
2016-04-24,2884
2016-04-25,2884
2016-04-26,2884
2016-04-27,2758
2016-04-28,2758
2016-04-29,2758
2016-04-30,2758
2016-05-01,2758
2016-05-02,2758
2016-05-03,2763
2016-05-04,2763
2016-05-05,2763
2016-05-06,2763
2016-05-07,2763
2016-05-08,2837
2016-05-09,2837
2016-05-10,2837
2016-05-11,2837
2016-05-12,2837
2016-05-13,2837
2016-05-14,2901
2016-05-15,2901
2016-05-16,2901
2016-05-17,2901
2016-05-18,2901
2016-05-19,2901
2016-05-22,2952
2016-05-23,2952
2016-05-24,2952
2016-05-25,2952
2016-05-26,2925
2016-05-27,2925
2016-05-28,2925
2016-05-29,2925
2016-05-30,2925
2016-05-31,2925
2016-06-01,2943
2016-06-02,2943
2016-06-03,2943
2016-06-04,2943
2016-06-05,2943
2016-06-06,2842
2016-06-07,2842
2016-06-08,2842
2016-06-09,2842
2016-06-10,2842
2016-06-11,2785
2016-06-12,2785
2016-06-13,2785
2016-06-14,2785
2016-06-15,2785
2016-06-16,2785
2016-06-17,2761
2016-06-18,2761
2016-06-19,2761
2016-06-20,2761
2016-06-21,2761
2016-06-22,2761
2016-06-23,2724
2016-06-24,2724
2016-06-25,2724
2016-06-26,2724
2016-06-27,2724
2016-06-28,2724
2016-06-29,2827
2016-06-30,2827
2016-07-01,2827
2016-07-02,2827
2016-07-03,2827
2016-07-04,2827
2016-07-05,2839
2016-07-06,2839
2016-07-07,2839
2016-07-08,2836
2016-07-09,2836
2016-07-10,2836
2016-07-11,2789
2016-07-12,2789
2016-07-13,2789
2016-07-14,2789
2016-07-15,2722
2016-07-16,2722
2016-07-17,2722
2016-07-18,2722
2016-07-23,2473
2016-07-24,2473
2016-07-25,2473
2016-07-26,2473
2016-07-27,2441
2016-07-28,2441
2016-07-29,2441
2016-07-30,2441
2016-07-31,2441
2016-08-01,2441
2016-08-02,2417
2016-08-03,2417
2016-08-04,2417
2016-08-05,2417
2016-08-06,2417
2016-08-07,2417
2016-08-08,2311
2016-08-09,2311
2016-08-10,2311
2016-08-11,2311
2016-08-12,2311
2016-08-13,2311
2016-08-14,2233
2016-08-15,2233
2016-08-16,2233
2016-08-17,2233
2016-08-18,2233
2016-08-19,2233
2016-08-20,2233
2016-08-21,2162
2016-08-22,2162
2016-08-23,2162
2016-08-24,2162
2016-08-25,2162
2016-08-26,2162
2016-08-28,2162
2016-08-31,2055
2016-09-01,2055
2016-09-02,2055
2016-09-03,2055
2016-09-04,2055
2016-09-05,1962
2016-09-06,1962
2016-09-07,1962
2016-09-08,1962
2016-09-09,1962
2016-09-10,1962
2016-09-11,1962
2016-09-12,1962
2016-09-13,1914
2016-09-14,1914
2016-09-15,1914
2016-09-16,1914
2016-09-17,1914
2016-09-18,1914
2016-09-19,1914
2016-09-20,1914
2016-09-21,1900
2016-09-22,1900
2016-09-23,1900
2016-09-24,1900
2016-09-25,1900
2016-09-26,1900
2016-09-27,1900
2016-09-28,1844
2016-09-29,1844
2016-09-30,1844
2016-10-01,1844
2016-10-02,1844
2016-10-03,1844
2016-10-04,1844
2016-10-05,1844
2016-10-06,1786
2016-10-07,1786
2016-10-08,1786
2016-10-09,1786
2016-10-10,1786
2016-10-11,1786
2016-10-12,1786
2016-10-13,1786
2016-10-14,1786
2016-10-15,1745
2016-10-16,1745
2016-10-17,1745
2016-10-18,1745
2016-10-19,1745
2016-10-20,1745
2016-10-21,1742
2016-10-22,1742
2016-10-23,1742
2016-10-24,1742
2016-10-25,1742
2016-10-26,1742
2016-10-27,1742
2016-10-28,1778
2016-10-29,1778
2016-10-30,1778
2016-10-31,1778
2016-11-01,1778
2016-11-02,1778
2016-11-03,1808
2016-11-04,1880
2016-11-05,1880
2016-11-06,1970
2016-11-07,1970
2016-11-08,2068
2016-11-09,2170
2016-11-10,2267
2016-11-11,2267
2016-11-12,2379
2016-11-13,2379
2016-11-14,2491
2016-11-15,2491
2016-12-07,4821
2016-12-08,5051
2016-12-09,5051
2016-12-10,5298
2016-12-11,5298
2016-12-12,5559
2016-12-13,5559
2016-12-14,5828
2016-12-15,5828
2016-12-16,5828
2016-12-17,6119
2016-12-18,6119
2016-12-19,6413
2016-12-20,6413
2016-12-21,6541
2016-12-22,6541
2016-12-23,6541
2016-12-24,6738
2016-12-25,6738
2016-12-26,6936
2016-12-27,6936
2016-12-28,6936
2016-12-29,6997
2016-12-30,6997
2016-12-31,6997
2017-01-01,7117
2017-01-02,7117
2017-01-03,6894
2017-01-04,6894
2017-01-05,6894
2017-01-06,6951
2017-01-07,6951
2017-01-08,7084
2017-01-09,7084
2017-01-10,7191
2017-01-11,7191
2017-01-12,7338
2017-01-13,7338
2017-01-14,7686
2017-01-15,8054
2017-01-16,8054
2017-01-17,8450
2017-01-18,8450
2017-01-19,8844
2017-01-20,8844
2017-01-21,9287
2017-01-22,9287
2017-01-23,9740
2017-01-27,11216
2017-01-28,11721
2017-01-29,12224
2017-01-30,12224
2017-01-31,12818
2017-02-01,13433
2017-02-02,13433
2017-02-03,14083
2017-02-04,14083
2017-02-05,14756
2017-02-06,14756
2017-02-07,15459
2017-02-08,16209
2017-02-09,16209
2017-02-10,17014
2017-02-11,17843
2017-02-12,17843
2017-02-13,18715
2017-02-14,19629
2017-02-15,19629
2017-02-16,20596
2017-02-18,21374
2017-02-19,22411
2017-02-20,22411
2017-02-21,22957
2017-02-22,22957
2017-02-23,23823
2017-02-24,23823
2017-02-25,24296
2017-02-26,24296
2017-02-27,24790
2017-02-28,25746
2017-03-01,25746
2017-03-02,26162
2017-03-03,26162
2017-03-04,26533
2017-03-05,26533
2017-03-06,26745
2017-03-07,26745
2017-03-08,26745
2017-03-09,26978
2017-03-10,26978
2017-03-11,27904
2017-03-12,27904
2017-03-13,27904
2017-03-14,27881
2017-03-15,27881
2017-03-16,27881
2017-03-17,27350
2017-03-18,27350
2017-03-19,27350
2017-03-20,26889
2017-03-21,26889
2017-03-22,26889
2017-03-23,25905
2017-03-24,25905
2017-03-25,25905
2017-03-26,24979
2017-03-27,24979
2017-03-28,24979
2017-03-29,24979
2017-03-30,23730
2017-03-31,23730
2017-04-01,23730
2017-04-02,23730
2017-04-03,22543
2017-04-04,22543
2017-04-12,20428
2017-04-13,19560
2017-04-14,19560
2017-04-15,19560
2017-04-16,18631
2017-04-17,18631
2017-04-18,18631
2017-04-19,17699
2017-04-20,17699
2017-04-21,17699
2017-04-22,17699
2017-04-23,16847
2017-04-24,16847
2017-04-25,16048
2017-04-26,16048
2017-04-27,16048
2017-04-28,15332
2017-04-29,15332
2017-04-30,14604
2017-05-01,14604
2017-05-02,14604
2017-05-03,14604
2017-05-04,13873
2017-05-05,13873
2017-05-06,13204
2017-05-07,13204
2017-05-08,12543
2017-05-09,11928
2017-05-10,11928
2017-05-11,11363
2017-05-12,11363
2017-05-13,10794
2017-05-14,10794
2017-05-15,10794
2017-05-16,10254
2017-05-17,10254
2017-05-18,9828
2017-05-19,9828
2017-05-20,9585
2017-05-21,9585
2017-05-22,9585
2017-05-23,9337
2017-05-24,9337
2017-05-25,9337
2017-05-26,9172
2017-05-27,9172
2017-05-28,9172
2017-05-29,9014
2017-05-30,9014
2017-05-31,9091
2017-06-01,9091
2017-06-02,9135
2017-06-03,9135
2017-06-04,8933
2017-06-05,8933
2017-06-06,8630
2017-06-07,8630
2017-06-08,8630
2017-06-09,8642
2017-06-10,8642
2017-06-11,8437
2017-06-12,8437
2017-06-13,8437
2017-06-14,8145
2017-06-15,8145
2017-06-16,8145
2017-06-17,8217
2017-06-18,8217
2017-06-19,8217
2017-06-20,8138
2017-06-21,8138
2017-06-22,8138
2017-06-23,8138
2017-06-24,8061
2017-06-25,8061
2017-06-26,8061
2017-06-27,8156
2017-06-28,8156
2017-06-29,8156
2017-06-30,8201
2017-07-01,8201
2017-07-02,8201
2017-07-03,8208
2017-07-04,8208
2017-07-05,8208
2017-07-06,8291
2017-07-07,8291
2017-07-08,8291
2017-07-13,8309
2017-07-14,8309
2017-07-15,8309
2017-07-16,8318
2017-07-17,8318
2017-07-18,8318
2017-07-19,8509
2017-07-20,8509
2017-07-21,8509
2017-07-22,8455
2017-07-23,8455
2017-07-24,8455
2017-07-25,8455
2017-07-26,8418
2017-07-27,8418
2017-07-28,8418
2017-07-29,8418
2017-07-30,8234
2017-07-31,8234
2017-08-01,8234
2017-08-02,8234
2017-08-03,8234
2017-08-04,8234
2017-08-05,8234
2017-08-06,8234
2017-08-09,8192
2017-08-10,8192
2017-08-11,8020
2017-08-12,8020
2017-08-13,8020
2017-08-14,8020
2017-08-15,8200
2017-08-16,8200
2017-08-17,8200
2017-08-18,8520
2017-08-19,8520
2017-08-20,8520
2017-08-21,8714
2017-08-22,8714
2017-08-23,8714
2017-08-24,8938
2017-08-25,8938
2017-08-26,8938
2017-08-27,8799
2017-08-28,8799
2017-08-29,8799
2017-08-30,8853
2017-08-31,8853
2017-09-01,8853
2017-09-02,9120
2017-09-03,9120
2017-09-04,9510
2017-09-05,9510
2017-09-06,9775
2017-09-07,9775
2017-09-08,9775
2017-09-09,9957
2017-09-10,9957
2017-09-11,10192
2017-09-12,10192
2017-09-13,10192
2017-09-14,10640
2017-09-15,10640
2017-09-16,10640
2017-09-17,11131
2017-09-18,11131
2017-09-19,11131
2017-09-20,11444
2017-09-22,11444
2017-09-23,11574
2017-09-24,11574
2017-09-25,11574
2017-09-26,11838
2017-09-27,11838
2017-09-28,11838
2017-09-29,11985
2017-09-30,11985
2017-10-01,11985
2017-10-02,12214
2017-10-03,12214
2017-10-04,12214
2017-10-05,12438
2017-10-06,12438
2017-10-07,12438
2017-10-08,12848
2017-10-09,12848
2017-10-10,12848
2017-10-11,13098
2017-10-12,13098
2017-10-13,13344
2017-10-14,13344
2017-10-15,13344
2017-10-16,13552
2017-10-17,13552
2017-10-18,13552
2017-10-19,13552
2017-10-20,13717
2017-10-21,13717
2017-10-22,14030
2017-10-23,14030
2017-10-24,14030
2017-10-25,14529
2017-10-26,14529
2017-10-27,14529
2017-10-28,14948
2017-10-29,14948
2017-10-30,15244
2017-10-31,15244
2017-11-01,15244
2017-11-02,15375
2017-11-03,15375
2017-11-04,15391
2017-11-05,15391
2017-11-06,15391
2017-11-07,15316
2017-11-08,15316
2017-11-09,14779
2017-11-10,14779
2017-11-11,14779
2017-11-12,14779
2017-11-13,14062
2017-11-14,14062
2017-11-15,14062
2017-11-16,13415
2017-11-17,13415
2017-11-18,13415
2017-11-19,13193
2017-11-20,13193
2017-11-21,12537
2017-11-22,12537
2017-11-23,12537
2017-11-24,12199
2017-11-25,12199
2017-11-26,12199
2017-11-27,12199
2017-11-28,12010
2017-11-29,12010
2017-11-30,12010
2017-12-01,11505
2017-12-02,11505
2017-12-03,11505
2017-12-04,11505
2017-12-05,10929
2017-12-06,10929
2017-12-07,10929
2017-12-08,10929
2017-12-09,10412
2017-12-10,10412
2017-12-11,10412
2017-12-12,10034
2017-12-13,10034
2017-12-14,10034
2017-12-15,10034
2017-12-16,9971
2017-12-17,9971
2017-12-18,9971
2017-12-19,10176
2017-12-20,10176
2017-12-21,10176
2017-12-22,10332
2017-12-23,10332
2017-12-24,10332
2017-12-25,10659
2017-12-26,10659
2017-12-27,10851
2017-12-28,10851
2017-12-29,10851
2017-12-30,10466
2017-12-31,10466
2018-01-01,10466
2018-01-02,10981
2018-01-03,10981
2018-01-04,10981
2018-01-05,10736
2018-01-06,10736
2018-01-07,11062
2018-01-08,11062
2018-01-09,11239
2018-01-10,11239
2018-01-11,11239
2018-01-12,11341
2018-01-13,11341
2018-01-14,11367
2018-01-15,11367
2018-01-16,11579
2018-01-17,11579
2018-01-18,11579
2018-01-19,11536
2018-01-20,11536
2018-01-21,11746
2018-01-22,11746
2018-01-23,11895
2018-01-24,11895
2018-01-25,12111
2018-01-26,12111
2018-01-27,12471
2018-01-28,12471
2018-01-29,12535
2018-01-30,12535
2018-01-31,12664
2018-02-01,12664
2018-02-02,12664
2018-02-03,12369
2018-02-04,12369
2018-02-05,12369
2018-02-06,12121
2018-02-07,12121
2018-02-08,12121
2018-02-09,12280
2018-02-10,12280
2018-02-11,12527
2018-02-12,12527
2018-02-13,12527
2018-02-14,12556
2018-02-15,12556
2018-02-16,12556
2018-02-17,12725
2018-02-18,12725
2018-02-19,12757
2018-02-20,12757
2018-02-21,12757
2018-02-22,12887
2018-02-23,12887
2018-02-24,12887
2018-02-25,12844
2018-02-26,12844
2018-02-27,13259
2018-02-28,13259
2018-03-01,13259
2018-03-02,13358
2018-03-03,13358
2018-03-04,13358
2018-03-05,13522
2018-03-06,13522
2018-03-07,13678
2018-03-08,13678
2018-03-09,13678
2018-03-10,13733
2018-03-11,13733
2018-03-12,13702
2018-03-13,13702
2018-03-14,13702
2018-03-15,13738
2018-03-16,13738
2018-03-17,14044
2018-03-18,14044
2018-03-20,14094
2018-03-21,14094
2018-03-23,14136
2018-03-24,14136
2018-03-25,14136
2018-03-26,14252
2018-03-27,14252
2018-03-28,14252
2018-03-29,14357
2018-03-30,14357
2018-03-31,14357
2018-04-01,14438
2018-04-02,14438
2018-04-03,14500
2018-04-04,14500
2018-04-05,14500
2018-04-06,14615
2018-04-07,14615
2018-04-08,14615
2018-04-09,14605
2018-04-10,14605
2018-04-11,14605
2018-04-12,14739
2018-04-13,14739
2018-04-14,14739
2018-04-15,14779
2018-04-16,14779
2018-04-17,14779
2018-04-18,15099
2018-04-19,15099
2018-04-20,15099
2018-04-21,14958
2018-04-22,14958
2018-04-23,14958
2018-04-24,15157
2018-04-25,15157
2018-04-26,15157
2018-04-27,15601
2018-04-28,15601
2018-04-29,15883
2018-04-30,15883
2018-05-01,16095
2018-05-02,16095
2018-05-03,16095
2018-05-04,16095
2018-05-05,16201
2018-05-06,16201
2018-05-07,16201
2018-05-08,16201
2018-05-09,15912
2018-05-10,15912
2018-05-11,15912
2018-05-12,15597
2018-05-13,15597
2018-05-14,15597
2018-05-15,15776
2018-05-16,15776
2018-05-17,15776
2018-05-18,15969
2018-05-19,15969
2018-05-20,15969
2018-05-21,15992
2018-05-22,15992
2018-05-23,16375
2018-05-24,16375
2018-05-25,16375
2018-05-26,16761
2018-05-27,16761
2018-05-28,16761
2018-05-29,17271
2018-05-30,17271
2018-05-31,17833
2018-06-01,17833
2018-06-02,17722
2018-06-03,17722
2018-06-04,17722
2018-06-05,18306
2018-06-06,18306
2018-06-07,18306
2018-06-08,18739
2018-06-09,18739
2018-06-10,18739
2018-06-11,19100
2018-06-12,19100
2018-06-13,19215
2018-06-14,19215
2018-06-15,19680
2018-06-16,19680
2018-06-17,19994
2018-06-18,19994
2018-06-19,20112
2018-06-20,20112
2018-06-21,20112
2018-06-22,20660
2018-06-23,20660
2018-06-24,21327
2018-06-25,21327
2018-06-26,21864
2018-06-27,21864
2018-06-28,22464
2018-06-29,23002
2018-06-30,23002
2018-07-01,23285
2018-07-02,23285
2018-07-03,22925
2018-07-04,22925
2018-07-05,22925
2018-07-06,22912
2018-07-07,22912
2018-07-08,22496
2018-07-09,22496
2018-07-10,22379
2018-07-11,22379
2018-07-12,22379
2018-07-13,22849
2018-07-14,22849
2018-07-15,22856
2018-07-16,22856
2018-07-17,22927
2018-07-18,22927
2018-07-19,22927
2018-07-20,23690
2018-07-21,23690
2018-07-22,23983
2018-07-23,24712
2018-07-24,24712
2018-07-25,25724
2018-07-26,25724
2018-07-27,26727
2018-07-28,26727
2018-07-29,27956
2018-07-30,27956
2018-07-31,29278
2018-08-01,29278
2018-08-02,30478
2018-08-03,30478
2018-08-04,31581
2018-08-05,31581
2018-08-06,32851
2018-08-07,32851
2018-08-08,34391
2018-08-09,34391
2018-08-10,35611
2018-08-11,35611
2018-08-12,36576
2018-08-14,37050
2018-08-16,37050
2018-08-17,36088
2018-08-18,36088
2018-08-19,36088
2018-08-20,36023
2018-08-21,36023
2018-08-22,36023
2018-08-23,35261
2018-08-24,35261
2018-08-25,34588
2018-08-26,34588
2018-08-27,34588
2018-08-28,33336
2018-08-29,33336
2018-08-30,33336
2018-08-31,32780
2018-09-01,32780
2018-09-02,32780
2018-09-03,31310
2018-09-04,31310
2018-09-05,29912
2018-09-06,29912
2018-09-07,29912
2018-09-08,29133
2018-09-09,29133
2018-09-10,29133
2018-09-11,28325
2018-09-12,28325
2018-09-13,28325
2018-09-14,27644
2018-09-15,27644
2018-09-16,27644
2018-09-17,27490
2018-09-18,27490
2018-09-19,27490
2018-09-20,26864
2018-09-21,26864
2018-09-22,27081
2018-09-23,27081
2018-09-24,27081
2018-09-25,26200
2018-09-26,26200
2018-09-27,26200
2018-09-28,25357
2018-09-29,25357
2018-09-30,25357
2018-10-01,24518
2018-10-02,24518
2018-10-03,24090
2018-10-04,24090
2018-10-05,24090
2018-10-06,23634
2018-10-07,23634
2018-10-08,23634
2018-10-09,23167
2018-10-10,23167
2018-10-11,23167
2018-10-12,23211
2018-10-13,23211
2018-10-14,23198
2018-10-15,23198
2018-10-16,23198
2018-10-17,22695
2018-10-18,22695
2018-10-19,22940
2018-10-20,22940
2018-10-21,22940
2018-10-22,23145
2018-10-23,23145
2018-10-24,23145
2018-10-25,22578
2018-10-26,22578
2018-10-27,22325
2018-10-28,22325
2018-10-29,22325
2018-10-30,21939
2018-10-31,21939
2018-11-01,21440
2018-11-03,21440
2018-11-04,20939
2018-11-05,20939
2018-11-06,20557
2018-11-07,20557
2018-11-08,20557
2018-11-09,20075
2018-11-10,20075
2018-11-11,19597
2018-11-12,19597
2018-11-13,18822
2018-11-15,18040
2018-11-16,18040
2018-11-17,17466
2018-11-18,17466
2018-11-19,16898
2018-11-20,16898
2018-11-21,16053
2018-11-22,16053
2018-11-23,15543
2018-11-24,15543
2018-11-25,15205
2018-11-26,15205
2018-11-27,15164
2018-11-28,15091
2018-11-29,15625
2018-12-01,16227
2018-12-02,16691
2018-12-03,16691
2018-12-04,16847
2018-12-05,16995
2018-12-07,16657
2018-12-09,16682
2018-12-10,16779
2018-12-11,16779
2018-12-12,17228
2018-12-13,17719
2018-12-14,17719
2018-12-15,18165
2018-12-16,18900
2018-12-17,18900
2018-12-18,19735
2018-12-19,20590
2018-12-20,21456
2018-12-21,22466
2018-12-22,22466
2018-12-23,23339
2018-12-24,24277
2018-12-25,25399
2018-12-26,25399
2018-12-27,26589
2018-12-28,26589
2018-12-29,27832
2018-12-30,27832
2018-12-31,28548
2019-01-01,28548
2019-01-02,27729
2019-01-03,28697
2019-01-04,28697
2019-01-05,28535
2019-01-06,28801
2019-01-08,29610
2019-01-10,30519
2019-01-11,30387
2019-01-12,30701
2019-01-13,31016
2019-01-14,31016
2019-01-15,31155
2019-01-16,31155
2019-01-17,31110
2019-01-18,31110
2019-01-19,30010
2019-01-20,30010
2019-01-21,29137
2019-01-22,29137
2019-01-23,28332
2019-01-24,28332
2019-01-25,27317
2019-01-26,27317
2019-01-27,26121
2019-01-28,26121
2019-01-29,24896
2019-01-30,24896
2019-01-31,24338
2019-02-01,23403
2019-02-02,23403
2019-02-03,22752
2019-02-04,22752
2019-02-05,22327
2019-02-06,22327
2019-02-07,21529
2019-02-08,21529
2019-02-09,20883
2019-02-10,20607
2019-02-11,20607
2019-02-12,20097
2019-02-13,20097
2019-02-14,19287
2019-02-15,19287
2019-02-16,18844
2019-02-17,18844
2019-02-18,18742
2019-02-19,18742
2019-02-20,18582
2019-02-21,18582
2019-02-22,18324
2019-02-23,18324
2019-02-24,17511
2019-02-25,17511
2019-02-26,17237
2019-02-27,17237
2019-02-28,17237
2019-03-01,17048
2019-03-02,17048
2019-03-03,16609
2019-03-04,16609
2019-03-05,16428
2019-03-06,16428
2019-03-07,15632
2019-03-08,15632
2019-03-09,15372
2019-03-10,14968
2019-03-11,14968
2019-03-12,15251
2019-03-13,15251
2019-03-14,15263
2019-03-15,15263
2019-03-16,15650
2019-03-17,15920
2019-03-18,15920
2019-03-19,16355
2019-03-20,16713
2019-03-21,17303
2019-03-22,17303
2019-03-23,17598
2019-03-24,17598
2019-03-25,18202
2019-03-26,19096
