date_obj,Yellow%20dark%20bow%20paint price
2015-07-06,183385
2015-07-07,183385
2015-07-08,183385
2015-07-09,183385
2015-07-10,183385
2015-07-11,183385
2015-07-12,183385
2015-07-13,183385
2015-07-14,183385
2015-07-15,183385
2015-07-16,183385
2015-07-17,183385
2015-07-18,183385
2015-07-19,183385
2015-07-20,183385
2015-07-21,183385
2015-07-22,183385
2015-07-23,183385
2015-07-24,183385
2015-07-25,183385
2015-07-26,183385
2015-07-27,183385
2015-07-28,183385
2015-07-29,183385
2015-07-30,183385
2015-07-31,183385
2015-08-01,183385
2015-08-02,174966
2015-08-03,174966
2015-08-04,174966
2015-08-05,174966
2015-08-06,174966
2015-08-07,174966
2015-08-08,174966
2015-08-09,174966
2015-08-10,174966
2015-08-11,174966
2015-08-12,174966
2015-08-13,174966
2015-08-14,174966
2015-08-15,174966
2015-08-16,174966
2015-08-17,174966
2015-08-18,174966
2015-08-19,174966
2015-08-20,174966
2015-08-21,174966
2015-08-22,174966
2015-08-23,174966
2015-08-24,174966
2015-08-25,174966
2015-08-26,174966
2015-08-27,166217
2015-08-28,166217
2015-08-29,166217
2015-08-30,166217
2015-08-31,166217
2015-09-01,166217
2015-09-02,166217
2015-09-03,166217
2015-09-04,166217
2015-09-05,166217
2015-09-06,166217
2015-09-07,166217
2015-09-08,166217
2015-09-09,166217
2015-09-10,166217
2015-09-11,166217
2015-09-12,166217
2015-09-13,166217
2015-09-14,166217
2015-09-15,166217
2015-09-16,166217
2015-09-17,166217
2015-09-18,166217
2015-09-19,166217
2015-09-20,166217
2015-09-21,160745
2015-09-22,160745
2015-09-23,160745
2015-09-24,160745
2015-09-25,160745
2015-09-27,160745
2015-09-28,160745
2015-09-29,160745
2015-09-30,160745
2015-10-05,160745
2015-10-06,160745
2015-10-07,160745
2015-10-08,160745
2015-10-09,160745
2015-10-10,160745
2015-10-11,160745
2015-10-12,160745
2015-10-13,160745
2015-10-14,160745
2015-10-15,160745
2015-10-16,160745
2015-10-17,160745
2015-10-18,160745
2015-10-19,160745
2015-10-20,160745
2015-10-22,160745
2015-10-23,155521
2015-10-24,155521
2015-10-25,155521
2015-10-26,155521
2015-10-27,155521
2015-10-29,155521
2015-10-30,155521
2015-10-31,155521
2015-11-01,155521
2015-11-02,155521
2015-11-03,155521
2015-11-05,155521
2015-11-06,155521
2015-11-07,155521
2015-11-08,155521
2015-11-09,155521
2015-11-10,155521
2015-11-11,155521
2015-11-12,155521
2015-11-13,155521
2015-11-14,155521
2015-11-15,155521
2015-11-16,155521
2015-11-17,155521
2015-11-18,155521
2015-11-19,155521
2015-11-20,155521
2015-11-21,155521
2015-11-22,155521
2015-11-23,155521
2015-11-24,154079
2015-11-25,154079
2015-11-26,154079
2015-11-27,154079
2015-11-28,154079
2015-11-29,154079
2015-11-30,154079
2015-12-01,154079
2015-12-02,154079
2015-12-03,154079
2015-12-04,154079
2015-12-05,154079
2015-12-06,154079
2015-12-07,154079
2015-12-08,154079
2015-12-09,154079
2015-12-10,154079
2015-12-11,154079
2015-12-13,154079
2015-12-14,154079
2015-12-15,154079
2015-12-16,154079
2015-12-17,154079
2015-12-18,154079
2015-12-19,154079
2015-12-20,154079
2015-12-21,154079
2015-12-22,154079
2015-12-23,153384
2015-12-24,153384
2015-12-25,153384
2015-12-26,153384
2015-12-27,153384
2015-12-28,153384
2015-12-29,153384
2015-12-30,153384
2015-12-31,153384
2016-01-01,153384
2016-01-02,153384
2016-01-03,153384
2016-01-04,153384
2016-01-05,153384
2016-01-06,153384
2016-01-07,153384
2016-01-08,153384
2016-01-09,153384
2016-01-10,153384
2016-01-11,153384
2016-01-12,153384
2016-01-13,153384
2016-01-14,153384
2016-01-15,153384
2016-01-16,153384
2016-01-17,153384
2016-01-18,153384
2016-01-19,153384
2016-01-20,153384
2016-01-21,153384
2016-01-22,153384
2016-01-23,153384
2016-01-24,153384
2016-01-25,151395
2016-01-26,151395
2016-01-27,151395
2016-01-28,151395
2016-01-29,151395
2016-01-30,151395
2016-01-31,151395
2016-02-01,151395
2016-02-02,151395
2016-02-03,151395
2016-02-04,151395
2016-02-05,151395
2016-02-06,151395
2016-02-07,151395
2016-02-08,151395
2016-02-09,151395
2016-02-10,151395
2016-02-11,151395
2016-02-12,151395
2016-02-13,151395
2016-02-14,151395
2016-02-15,151395
2016-02-16,151395
2016-02-17,151395
2016-02-18,151395
2016-02-19,151395
2016-02-20,151395
2016-02-21,151395
2016-02-22,151395
2016-02-23,151395
2016-02-24,151395
2016-02-25,151395
2016-02-26,151909
2016-02-27,151909
2016-02-28,151909
2016-02-29,151909
2016-03-01,151909
2016-03-02,151909
2016-03-03,151909
2016-03-04,151909
2016-03-05,151909
2016-03-06,151909
2016-03-07,151909
2016-03-08,151909
2016-03-09,151909
2016-03-10,151909
2016-03-11,151909
2016-03-12,151909
2016-03-13,151909
2016-03-14,151909
2016-03-15,151909
2016-03-16,151909
2016-03-17,151909
2016-03-18,151909
2016-03-19,151909
2016-03-20,151909
2016-03-21,151909
2016-03-22,151909
2016-03-23,151909
2016-03-24,151909
2016-03-25,151497
2016-03-26,151497
2016-03-27,151497
2016-03-28,151497
2016-03-29,151497
2016-03-30,151497
2016-03-31,151497
2016-04-01,151497
2016-04-02,151497
2016-04-03,151497
2016-04-04,151497
2016-04-05,151497
2016-04-06,151497
2016-04-07,151497
2016-04-08,151497
2016-04-09,151497
2016-04-10,151497
2016-04-11,151497
2016-04-12,151497
2016-04-13,151497
2016-04-14,151497
2016-04-15,151497
2016-04-16,151497
2016-04-17,151497
2016-04-18,151497
2016-04-19,151497
2016-04-20,151497
2016-04-21,149231
2016-04-22,149231
2016-04-23,149231
2016-04-24,149231
2016-04-25,149231
2016-04-26,149231
2016-04-27,149231
2016-04-28,149231
2016-04-29,149231
2016-04-30,149231
2016-05-01,149231
2016-05-02,149231
2016-05-03,149231
2016-05-04,149231
2016-05-05,149231
2016-05-06,149231
2016-05-07,149231
2016-05-08,149231
2016-05-09,149231
2016-05-10,149231
2016-05-11,149231
2016-05-12,149231
2016-05-13,149231
2016-05-14,149231
2016-05-15,149231
2016-05-16,149231
2016-05-17,149231
2016-05-18,149231
2016-05-19,149231
2016-05-22,149231
2016-05-23,149231
2016-05-24,147800
2016-05-25,147800
2016-05-26,147800
2016-05-27,147800
2016-05-28,147800
2016-05-29,147800
2016-05-30,147800
2016-05-31,147800
2016-06-01,147800
2016-06-02,147800
2016-06-03,147800
2016-06-04,147800
2016-06-05,147800
2016-06-06,147800
2016-06-07,147800
2016-06-08,147800
2016-06-09,147800
2016-06-10,147800
2016-06-11,147800
2016-06-12,147800
2016-06-13,147800
2016-06-14,147800
2016-06-15,147800
2016-06-16,147800
2016-06-17,147800
2016-06-18,147800
2016-06-19,147800
2016-06-20,147800
2016-06-21,147800
2016-06-22,147800
2016-06-23,147800
2016-06-24,147800
2016-06-25,140838
2016-06-26,140838
2016-06-27,140838
2016-06-28,140838
2016-06-29,140838
2016-06-30,140838
2016-07-01,140838
2016-07-02,140838
2016-07-03,140838
2016-07-04,140838
2016-07-05,140838
2016-07-06,140838
2016-07-07,140838
2016-07-08,140838
2016-07-09,140838
2016-07-10,140838
2016-07-11,140838
2016-07-12,140838
2016-07-13,140838
2016-07-14,140838
2016-07-15,140838
2016-07-16,140838
2016-07-17,140838
2016-07-18,140838
2016-07-24,140838
2016-07-25,140838
2016-07-26,140838
2016-07-27,140838
2016-07-28,140838
2016-07-29,140838
2016-07-30,140838
2016-07-31,140838
2016-08-01,140838
2016-08-02,140838
2016-08-03,140838
2016-08-04,140838
2016-08-05,140838
2016-08-06,140392
2016-08-07,140392
2016-08-08,140392
2016-08-09,140392
2016-08-10,140392
2016-08-11,140392
2016-08-12,140392
2016-08-13,140392
2016-08-14,140392
2016-08-15,140392
2016-08-16,140392
2016-08-17,140392
2016-08-18,140392
2016-08-19,140392
2016-08-20,140392
2016-08-21,140392
2016-08-22,140392
2016-08-23,140392
2016-08-24,140392
2016-08-25,140392
2016-08-26,140392
2016-08-28,140392
2016-08-31,140392
2016-09-01,140392
2016-09-02,140392
2016-09-03,140392
2016-09-04,140392
2016-09-05,140392
2016-09-06,140392
2016-09-07,140392
2016-09-08,140392
2016-09-09,140392
2016-09-10,140392
2016-09-11,140392
2016-09-12,140392
2016-09-13,140392
2016-09-14,140392
2016-09-15,137725
2016-09-16,137725
2016-09-17,137725
2016-09-18,137725
2016-09-19,137725
2016-09-20,137725
2016-09-21,137725
2016-09-22,137725
2016-09-23,137725
2016-09-24,137725
2016-09-25,137725
2016-09-26,137725
2016-09-27,137725
2016-09-28,137725
2016-09-29,137725
2016-09-30,137725
2016-10-01,137725
2016-10-02,137725
2016-10-03,137725
2016-10-04,137725
2016-10-05,137725
2016-10-06,137725
2016-10-07,137725
2016-10-08,137725
2016-10-09,137725
2016-10-10,137725
2016-10-11,137725
2016-10-12,137725
2016-10-13,137725
2016-10-14,137725
2016-10-15,137725
2016-10-16,137725
2016-10-17,137725
2016-10-18,137725
2016-10-19,137725
2016-10-20,137725
2016-10-21,137725
2016-10-22,137725
2016-10-23,137725
2016-10-24,137725
2016-10-25,137725
2016-10-26,137725
2016-10-27,137725
2016-10-28,137725
2016-10-29,137725
2016-10-30,139454
2016-10-31,139454
2016-11-01,139454
2016-11-02,139454
2016-11-03,139454
2016-11-04,139454
2016-11-05,139454
2016-11-06,139454
2016-11-07,139454
2016-11-08,139454
2016-11-09,139454
2016-11-10,139454
2016-11-11,139454
2016-11-12,139454
2016-11-13,139454
2016-11-14,139454
2016-12-08,139454
2016-12-09,139454
2016-12-10,139454
2016-12-11,144365
2016-12-12,144365
2016-12-13,144365
2016-12-14,144365
2016-12-15,144365
2016-12-16,144365
2016-12-17,144365
2016-12-18,144365
2016-12-19,144365
2016-12-20,144365
2016-12-21,144365
2016-12-22,144365
2016-12-23,144365
2016-12-24,144365
2016-12-25,144365
2016-12-26,144365
2016-12-27,144365
2016-12-28,144365
2016-12-29,144365
2016-12-30,144365
2016-12-31,144365
2017-01-01,144365
2017-01-02,144365
2017-01-03,144365
2017-01-04,144365
2017-01-05,144365
2017-01-06,144365
2017-01-07,144365
2017-01-08,144365
2017-01-09,144365
2017-01-10,144365
2017-01-11,144365
2017-01-12,144365
2017-01-13,144365
2017-01-14,144365
2017-01-15,144365
2017-01-16,144365
2017-01-17,144365
2017-01-18,144365
2017-01-19,145487
2017-01-20,145487
2017-01-21,145487
2017-01-22,145487
2017-01-27,145487
2017-01-28,145487
2017-01-29,145487
2017-01-30,145487
2017-01-31,145487
2017-02-01,145487
2017-02-02,145487
2017-02-03,145487
2017-02-04,145487
2017-02-05,145487
2017-02-06,145487
2017-02-07,145487
2017-02-08,145487
2017-02-09,145487
2017-02-10,145487
2017-02-11,145487
2017-02-12,145487
2017-02-13,145487
2017-02-14,145487
2017-02-15,140295
2017-02-16,140295
2017-02-18,140295
2017-02-19,140295
2017-02-20,140295
2017-02-21,140295
2017-02-22,140295
2017-02-23,140295
2017-02-24,140295
2017-02-25,140295
2017-02-26,140295
2017-02-27,140295
2017-02-28,140295
2017-03-01,140295
2017-03-02,140295
2017-03-03,140295
2017-03-04,140295
2017-03-05,140295
2017-03-06,140295
2017-03-07,140295
2017-03-08,140295
2017-03-09,140295
2017-03-10,140295
2017-03-11,140295
2017-03-12,140295
2017-03-13,140295
2017-03-14,140295
2017-03-15,140295
2017-03-16,135959
2017-03-17,135959
2017-03-18,135959
2017-03-19,135959
2017-03-20,135959
2017-03-21,135959
2017-03-22,135959
2017-03-23,135959
2017-03-24,135959
2017-03-25,135959
2017-03-26,135959
2017-03-27,135959
2017-03-28,135959
2017-03-29,135959
2017-03-30,135959
2017-03-31,135959
2017-04-01,135959
2017-04-02,135959
2017-04-03,135959
2017-04-04,135959
2017-04-12,135959
2017-04-13,135959
2017-04-14,135959
2017-04-15,139077
2017-04-16,139077
2017-04-17,139077
2017-04-18,139077
2017-04-19,139077
2017-04-20,139077
2017-04-21,139077
2017-04-22,139077
2017-04-23,139077
2017-04-24,139077
2017-04-25,139077
2017-04-26,139077
2017-04-27,139077
2017-04-28,139077
2017-04-29,139077
2017-04-30,139077
2017-05-01,139077
2017-05-02,139077
2017-05-03,139077
2017-05-04,139077
2017-05-05,139077
2017-05-06,139077
2017-05-07,139077
2017-05-08,139077
2017-05-09,139077
2017-05-10,139077
2017-05-11,139077
2017-05-12,139077
2017-05-13,139077
2017-05-14,139077
2017-05-15,139077
2017-05-16,139077
2017-05-17,139077
2017-05-18,139077
2017-05-19,139077
2017-05-20,144734
2017-05-21,144734
2017-05-22,144734
2017-05-23,144734
2017-05-24,144734
2017-05-25,144734
2017-05-26,144734
2017-05-27,144734
2017-05-28,144734
2017-05-29,144734
2017-05-30,144734
2017-05-31,144734
2017-06-01,144734
2017-06-02,144734
2017-06-03,144734
2017-06-06,144734
2017-06-07,144734
2017-06-08,144734
2017-06-09,144734
2017-06-10,144734
2017-06-11,144734
2017-06-12,144734
2017-06-13,144734
2017-06-14,144734
2017-06-15,144734
2017-06-16,144734
2017-06-17,144734
2017-06-18,144734
2017-06-19,144734
2017-06-20,144734
2017-06-21,144734
2017-06-22,144734
2017-06-23,144734
2017-06-24,144734
2017-06-25,144734
2017-06-26,144734
2017-06-27,148212
2017-06-28,148212
2017-06-29,148212
2017-06-30,148212
2017-07-01,148212
2017-07-02,148212
2017-07-03,148212
2017-07-04,148212
2017-07-05,148212
2017-07-06,148212
2017-07-07,148212
2017-07-08,148212
2017-07-13,148212
2017-07-14,148212
2017-07-15,148212
2017-07-16,148212
2017-07-17,148212
2017-07-18,148212
2017-07-19,148212
2017-07-20,148212
2017-07-21,148212
2017-07-22,148212
2017-07-23,148212
2017-07-24,148212
2017-07-25,148212
2017-07-26,148212
2017-07-27,148212
2017-07-28,148212
2017-07-29,148212
2017-07-30,148212
2017-07-31,148212
2017-08-01,148212
2017-08-02,148212
2017-08-03,148212
2017-08-04,148212
2017-08-05,148212
2017-08-06,148212
2017-08-09,150724
2017-08-10,150724
2017-08-11,150724
2017-08-12,150724
2017-08-13,150724
2017-08-14,150724
2017-08-15,150724
2017-08-16,150724
2017-08-17,150724
2017-08-18,150724
2017-08-19,150724
2017-08-20,150724
2017-08-21,150724
2017-08-22,150724
2017-08-23,150724
2017-08-24,150724
2017-08-25,150724
2017-08-26,150724
2017-08-27,150724
2017-08-28,150724
2017-08-29,150724
2017-08-30,150724
2017-08-31,150724
2017-09-01,150724
2017-09-02,150724
2017-09-03,150724
2017-09-04,150724
2017-09-05,150724
2017-09-06,150724
2017-09-07,150724
2017-09-08,150724
2017-09-09,150724
2017-09-10,150724
2017-09-11,150724
2017-09-12,150724
2017-09-13,150724
2017-09-14,150724
2017-09-15,150724
2017-09-16,150724
2017-09-17,150724
2017-09-18,150724
2017-09-19,150724
2017-09-20,150724
2017-09-21,150724
2017-09-22,146219
2017-09-23,146219
2017-09-24,146219
2017-09-25,146219
2017-09-26,146219
2017-09-27,146219
2017-09-28,146219
2017-09-29,146219
2017-09-30,146219
2017-10-01,146219
2017-10-02,146219
2017-10-03,146219
2017-10-04,146219
2017-10-05,146219
2017-10-06,146219
2017-10-07,146219
2017-10-08,146219
2017-10-09,146219
2017-10-10,146219
2017-10-11,146219
2017-10-12,146219
2017-10-13,146219
2017-10-14,146219
2017-10-15,146219
2017-10-16,146219
2017-10-17,146219
2017-10-18,146219
2017-10-19,146219
2017-10-20,146219
2017-10-21,146219
2017-10-22,146219
2017-10-23,146219
2017-10-24,146219
2017-10-25,146219
2017-10-26,146219
2017-10-27,146219
2017-10-28,146219
2017-10-29,146219
2017-10-30,146219
2017-10-31,146219
2017-11-01,146219
2017-11-02,146219
2017-11-03,146219
2017-11-04,138998
2017-11-05,138998
2017-11-06,138998
2017-11-07,138998
2017-11-08,138998
2017-11-09,138998
2017-11-10,138998
2017-11-11,138998
2017-11-12,138998
2017-11-13,138998
2017-11-14,138998
2017-11-15,138998
2017-11-16,138998
2017-11-17,138998
2017-11-18,138998
2017-11-19,138998
2017-11-20,138998
2017-11-21,138998
2017-11-22,138998
2017-11-23,138998
2017-11-24,138998
2017-11-25,138998
2017-11-26,138998
2017-11-27,138998
2017-11-28,138998
2017-11-29,138998
2017-11-30,138998
2017-12-01,138998
2017-12-02,138998
2017-12-03,138998
2017-12-04,138998
2017-12-05,138998
2017-12-06,138998
2017-12-07,132217
2017-12-08,132217
2017-12-09,132217
2017-12-10,132217
2017-12-11,132217
2017-12-12,132217
2017-12-13,132217
2017-12-14,132217
2017-12-15,132217
2017-12-16,132217
2017-12-17,132217
2017-12-18,132217
2017-12-19,132217
2017-12-20,132217
2017-12-21,132217
2017-12-22,132217
2017-12-23,132217
2017-12-24,132217
2017-12-25,132217
2017-12-26,132217
2017-12-27,132217
2017-12-28,132217
2017-12-29,132217
2017-12-30,132217
2017-12-31,132217
2018-01-01,132217
2018-01-02,132217
2018-01-03,132217
2018-01-04,132217
2018-01-05,132217
2018-01-06,132217
2018-01-07,132217
2018-01-08,132217
2018-01-09,132217
2018-01-10,132217
2018-01-11,132217
2018-01-12,132217
2018-01-13,132217
2018-01-14,132217
2018-01-15,127506
2018-01-16,127506
2018-01-17,127506
2018-01-18,127506
2018-01-19,127506
2018-01-20,127506
2018-01-21,127506
2018-01-22,127506
2018-01-23,127506
2018-01-24,127506
2018-01-25,127506
2018-01-26,127506
2018-01-27,127506
2018-01-28,127506
2018-01-29,127506
2018-01-30,127506
2018-02-01,127506
2018-02-02,127506
2018-02-03,127506
2018-02-04,127506
2018-02-05,127506
2018-02-06,127506
2018-02-07,122862
2018-02-08,122862
2018-02-09,122862
2018-02-10,122862
2018-02-11,122862
2018-02-12,122862
2018-02-13,122862
2018-02-14,122862
2018-02-15,122862
2018-02-16,122862
2018-02-17,122862
2018-02-18,122862
2018-02-19,122862
2018-02-20,122862
2018-02-21,122862
2018-02-22,126887
2018-02-23,126887
2018-02-24,126887
2018-02-25,126887
2018-02-26,126887
2018-02-27,126887
2018-02-28,126887
2018-03-01,126887
2018-03-02,126887
2018-03-03,126887
2018-03-04,126887
2018-03-05,126887
2018-03-06,126887
2018-03-07,126887
2018-03-08,126887
2018-03-09,126887
2018-03-10,126887
2018-03-11,126887
2018-03-12,126887
2018-03-13,126887
2018-03-14,127927
2018-03-15,127927
2018-03-16,127927
2018-03-17,127927
2018-03-18,127927
2018-03-20,127927
2018-03-21,127927
2018-03-23,127927
2018-03-24,127927
2018-03-26,127927
2018-03-27,127927
2018-03-28,127927
2018-03-29,127927
2018-03-30,127927
2018-03-31,127927
2018-04-01,130085
2018-04-02,130085
2018-04-03,130085
2018-04-04,130085
2018-04-05,130085
2018-04-06,130085
2018-04-08,130085
2018-04-09,130085
2018-04-10,130085
2018-04-11,130085
2018-04-12,130085
2018-04-13,130085
2018-04-14,130085
2018-04-16,130085
2018-04-17,131593
2018-04-18,131593
2018-04-19,131593
2018-04-20,131593
2018-04-21,131593
2018-04-22,131593
2018-04-23,131593
2018-04-24,131593
2018-04-25,131593
2018-04-26,131593
2018-04-27,131593
2018-04-28,131593
2018-04-29,131593
2018-04-30,131593
2018-05-02,131593
2018-05-03,131593
2018-05-04,131593
2018-05-05,131593
2018-05-06,131593
2018-05-07,135081
2018-05-08,135081
2018-05-09,135081
2018-05-10,135081
2018-05-11,135081
2018-05-12,135081
2018-05-13,135081
2018-05-14,135081
2018-05-15,135081
2018-05-16,135081
2018-05-17,135081
2018-05-18,135081
2018-05-19,135081
2018-05-20,135081
2018-05-21,135081
2018-05-22,135081
2018-05-23,135081
2018-05-24,135081
2018-05-25,135081
2018-05-26,135081
2018-05-27,130278
2018-05-28,130278
2018-05-29,130278
2018-05-30,130278
2018-05-31,130278
2018-06-01,130278
2018-06-02,130278
2018-06-03,130278
2018-06-04,130278
2018-06-05,130278
2018-06-06,130278
2018-06-07,130278
2018-06-08,130278
2018-06-09,130278
2018-06-10,130278
2018-06-11,130278
2018-06-12,130278
2018-06-13,130278
2018-06-14,130278
2018-06-15,130278
2018-06-16,130278
2018-06-17,129115
2018-06-18,129115
2018-06-19,129115
2018-06-20,129115
2018-06-21,129115
2018-06-22,129115
2018-06-23,129115
2018-06-24,129115
2018-06-25,129115
2018-06-26,129115
2018-06-27,129115
2018-06-28,129115
2018-06-29,129115
2018-06-30,129115
2018-07-01,129115
2018-07-02,129115
2018-07-03,129115
2018-07-04,129115
2018-07-05,129115
2018-07-06,129115
2018-07-07,129115
2018-07-08,129115
2018-07-09,129115
2018-07-10,129115
2018-07-11,124767
2018-07-12,124767
2018-07-13,124767
2018-07-14,124767
2018-07-15,124767
2018-07-16,124767
2018-07-17,124767
2018-07-18,124767
2018-07-19,124767
2018-07-20,124767
2018-07-21,124767
2018-07-22,124767
2018-07-23,124767
2018-07-24,124767
2018-07-25,124767
2018-07-26,124767
2018-07-27,126642
2018-07-28,126642
2018-07-29,126642
2018-07-30,126642
2018-07-31,126642
2018-08-01,126642
2018-08-02,126642
2018-08-03,126642
2018-08-04,126642
2018-08-05,126642
2018-08-06,126642
2018-08-07,126642
2018-08-08,126642
2018-08-09,126642
2018-08-10,131246
2018-08-11,131246
2018-08-12,131246
2018-08-14,131246
2018-08-16,131246
2018-08-17,131246
2018-08-18,131246
2018-08-19,131246
2018-08-20,131246
2018-08-21,131246
2018-08-22,131246
2018-08-23,131246
2018-08-24,131246
2018-08-25,131246
2018-08-26,131246
2018-08-27,131246
2018-08-28,137017
2018-08-29,137017
2018-08-30,137017
2018-08-31,137017
2018-09-01,137017
2018-09-02,137017
2018-09-03,137017
2018-09-04,137017
2018-09-05,137017
2018-09-06,137017
2018-09-07,137017
2018-09-08,137017
2018-09-09,137017
2018-09-10,137017
2018-09-11,137017
2018-09-12,137017
2018-09-13,137017
2018-09-14,137017
2018-09-15,137017
2018-09-16,137017
2018-09-17,137017
2018-09-18,140423
2018-09-19,140423
2018-09-20,140423
2018-09-21,140423
2018-09-22,140423
2018-09-23,140423
2018-09-24,140423
2018-09-25,140423
2018-09-26,140423
2018-09-27,140423
2018-09-28,140423
2018-09-29,140423
2018-09-30,140423
2018-10-02,140423
2018-10-03,140423
2018-10-04,140423
2018-10-05,140423
2018-10-06,140163
2018-10-07,140163
2018-10-08,140163
2018-10-09,140163
2018-10-10,140163
2018-10-11,140163
2018-10-12,140163
2018-10-13,140163
2018-10-14,140163
2018-10-15,140163
2018-10-16,140163
2018-10-17,140163
2018-10-18,140163
2018-10-19,140163
2018-10-20,140163
2018-10-21,140163
2018-10-22,140163
2018-10-23,140163
2018-10-24,140163
2018-10-25,140163
2018-10-26,133649
2018-10-27,133649
2018-10-28,133649
2018-10-29,133649
2018-10-30,133649
2018-10-31,133649
2018-11-01,133649
2018-11-03,133649
2018-11-04,133649
2018-11-05,133649
2018-11-06,133649
2018-11-07,133649
2018-11-08,133649
2018-11-09,133649
2018-11-10,131154
2018-11-11,131154
2018-11-12,131154
2018-11-13,131154
2018-11-14,131154
2018-11-15,131154
2018-11-16,131154
2018-11-17,131154
2018-11-18,131154
2018-11-19,131154
2018-11-20,131154
2018-11-21,131154
2018-11-22,131154
2018-11-23,131590
2018-11-24,131590
2018-11-25,131590
2018-11-26,131590
2018-11-27,131590
2018-11-28,131590
2018-11-29,131590
2018-12-01,131590
2018-12-02,131590
2018-12-03,131590
2018-12-04,131590
2018-12-05,129053
2018-12-07,129053
2018-12-09,129053
2018-12-10,129053
2018-12-11,129053
2018-12-12,129053
2018-12-13,129053
2018-12-14,129053
2018-12-15,129053
2018-12-16,129053
2018-12-17,129053
2018-12-18,129053
2018-12-19,127945
2018-12-20,127945
2018-12-21,127945
2018-12-22,127945
2018-12-23,127945
2018-12-24,127945
2018-12-25,127945
2018-12-26,127945
2018-12-27,127945
2018-12-28,127945
2018-12-29,127945
2018-12-30,127945
2018-12-31,126056
2019-01-01,126056
2019-01-02,126056
2019-01-03,126056
2019-01-04,126056
2019-01-05,126056
2019-01-06,126056
2019-01-08,126056
2019-01-10,126056
2019-01-11,126056
2019-01-12,126056
2019-01-13,126056
2019-01-14,124406
2019-01-15,124406
2019-01-16,124406
2019-01-17,124406
2019-01-18,124406
2019-01-19,124406
2019-01-20,124406
2019-01-21,124406
2019-01-22,124406
2019-01-23,124406
2019-01-24,124406
2019-01-25,124406
2019-01-26,124406
2019-01-27,118212
2019-01-28,118212
2019-01-29,118212
2019-01-30,118212
2019-01-31,118212
2019-02-01,118212
2019-02-02,118212
2019-02-03,118212
2019-02-04,118212
2019-02-05,118212
2019-02-06,118212
2019-02-07,112585
2019-02-08,112585
2019-02-09,112585
2019-02-10,112585
2019-02-11,112585
2019-02-12,112585
2019-02-13,112585
2019-02-14,112585
2019-02-15,112585
2019-02-16,112585
2019-02-17,112585
2019-02-18,112585
2019-02-19,112585
2019-02-20,112585
2019-02-21,112585
2019-02-22,112585
2019-02-23,114194
2019-02-24,114194
2019-02-25,114194
2019-02-26,114194
2019-02-27,114194
2019-02-28,114194
2019-03-01,114194
2019-03-02,114194
2019-03-03,114194
2019-03-04,114194
2019-03-05,114194
2019-03-06,114194
2019-03-07,114194
2019-03-08,114194
2019-03-09,114194
2019-03-10,114194
2019-03-11,114194
2019-03-12,118685
2019-03-13,118685
2019-03-14,118685
2019-03-15,118685
2019-03-16,118685
2019-03-17,118685
2019-03-18,118685
2019-03-19,118685
2019-03-20,118685
2019-03-21,118685
2019-03-22,118685
2019-03-23,118685
2019-03-24,118685
2019-03-25,118685
2019-03-26,123330
2019-03-27,123330
2019-03-28,123330
2019-03-29,123330
2019-03-30,123330
2019-03-31,123330
2019-04-01,123330
2019-04-02,123330
2019-04-03,123330
2019-04-04,123330
2019-04-05,123330
2019-04-06,123330
