date_obj,Lizardman%20fang price
2016-01-08,256
2016-01-09,269
2016-01-10,283
2016-01-11,298
2016-01-12,312
2016-01-13,312
2016-01-14,328
2016-01-15,328
2016-01-16,345
2016-01-17,345
2016-01-18,363
2016-01-19,363
2016-01-20,382
2016-01-21,402
2016-01-22,423
2016-01-23,415
2016-01-24,395
2016-01-25,375
2016-01-26,356
2016-01-27,338
2016-01-28,338
2016-01-29,321
2016-01-30,321
2016-01-31,304
2016-02-01,289
2016-02-02,289
2016-02-03,274
2016-02-04,274
2016-02-05,260
2016-02-06,247
2016-02-07,247
2016-02-08,234
2016-02-09,234
2016-02-10,222
2016-02-11,222
2016-02-12,210
2016-02-13,199
2016-02-14,199
2016-02-15,189
2016-02-16,189
2016-02-17,179
2016-02-18,179
2016-02-19,173
2016-02-20,173
2016-02-21,181
2016-02-22,181
2016-02-23,191
2016-02-24,191
2016-02-25,201
2016-02-26,201
2016-02-27,199
2016-02-28,199
2016-02-29,208
2016-03-01,208
2016-03-02,219
2016-03-03,230
2016-03-04,230
2016-03-05,236
2016-03-06,236
2016-03-07,248
2016-03-08,248
2016-03-09,261
2016-03-10,261
2016-03-11,261
2016-03-12,261
2016-03-13,249
2016-03-14,249
2016-03-15,239
2016-03-16,239
2016-03-17,232
2016-03-18,232
2016-03-19,220
2016-03-20,220
2016-03-21,210
2016-03-22,210
2016-03-23,208
2016-03-24,208
2016-03-25,209
2016-03-26,209
2016-03-27,209
2016-03-28,208
2016-03-29,208
2016-03-30,208
2016-03-31,212
2016-04-01,212
2016-04-02,212
2016-04-03,219
2016-04-04,219
2016-04-05,219
2016-04-06,219
2016-04-07,219
2016-04-08,219
2016-04-09,227
2016-04-10,227
2016-04-11,227
2016-04-12,239
2016-04-13,239
2016-04-14,239
2016-04-15,251
2016-04-16,251
2016-04-17,244
2016-04-18,244
2016-04-19,238
2016-04-20,238
2016-04-21,238
2016-04-22,248
2016-04-23,248
2016-04-24,247
2016-04-25,247
2016-04-26,239
2016-04-27,239
2016-04-28,231
2016-04-29,231
2016-04-30,224
2016-05-01,224
2016-05-02,213
2016-05-03,213
2016-05-04,204
2016-05-05,204
2016-05-06,194
2016-05-07,194
2016-05-08,184
2016-05-09,184
2016-05-10,175
2016-05-11,175
2016-05-12,175
2016-05-13,171
2016-05-14,171
2016-05-15,180
2016-05-16,180
2016-05-17,189
2016-05-18,189
2016-05-19,193
2016-05-22,196
2016-05-23,202
2016-05-24,202
2016-05-25,193
2016-05-26,193
2016-05-27,193
2016-05-28,193
2016-05-29,187
2016-05-30,187
2016-05-31,187
2016-06-01,185
2016-06-02,185
2016-06-03,185
2016-06-04,185
2016-06-05,192
2016-06-06,192
2016-06-07,196
2016-06-08,196
2016-06-09,199
2016-06-10,209
2016-06-11,209
2016-06-12,220
2016-06-13,220
2016-06-14,229
2016-06-15,229
2016-06-16,241
2016-06-17,254
2016-06-18,254
2016-06-19,267
2016-06-20,267
2016-06-21,278
2016-06-22,287
2016-06-23,287
2016-06-24,287
2016-06-25,287
2016-06-26,293
2016-06-27,293
2016-06-28,296
2016-06-29,296
2016-06-30,306
2016-07-01,321
2016-07-02,321
2016-07-03,335
2016-07-04,337
2016-07-05,337
2016-07-06,348
2016-07-07,348
2016-07-08,358
2016-07-09,358
2016-07-10,376
2016-07-11,395
2016-07-12,414
2016-07-13,414
2016-07-14,435
2016-07-15,435
2016-07-16,457
2016-07-17,457
2016-07-18,471
2016-07-23,518
2016-07-24,511
2016-07-25,504
2016-07-26,504
2016-07-27,480
2016-07-28,480
2016-07-29,462
2016-07-30,470
2016-07-31,470
2016-08-01,461
2016-08-02,459
2016-08-03,459
2016-08-04,458
2016-08-05,458
2016-08-06,435
2016-08-07,413
2016-08-08,413
2016-08-09,392
2016-08-10,392
2016-08-11,372
2016-08-12,372
2016-08-13,356
2016-08-14,346
2016-08-15,343
2016-08-16,343
2016-08-17,342
2016-08-18,342
2016-08-19,351
2016-08-20,351
2016-08-21,340
2016-08-22,340
2016-08-23,338
2016-08-24,338
2016-08-25,327
2016-08-26,327
2016-08-28,310
2016-08-31,286
2016-09-01,287
2016-09-02,287
2016-09-03,276
2016-09-04,262
2016-09-05,248
2016-09-06,248
2016-09-07,248
2016-09-08,248
2016-09-09,238
2016-09-10,238
2016-09-11,240
2016-09-12,240
2016-09-13,245
2016-09-14,245
2016-09-15,254
2016-09-16,254
2016-09-17,262
2016-09-18,262
2016-09-19,276
2016-09-20,276
2016-09-21,273
2016-09-22,259
2016-09-23,259
2016-09-24,261
2016-09-25,260
2016-09-26,260
2016-09-27,259
2016-09-28,259
2016-09-29,248
2016-09-30,250
2016-10-01,250
2016-10-02,246
2016-10-03,246
2016-10-04,236
2016-10-05,236
2016-10-06,235
2016-10-07,235
2016-10-08,244
2016-10-09,244
2016-10-10,257
2016-10-11,257
2016-10-12,270
2016-10-13,270
2016-10-14,284
2016-10-15,284
2016-10-16,299
2016-10-17,314
2016-10-18,314
2016-10-19,328
2016-10-20,328
2016-10-21,317
2016-10-22,317
2016-10-23,301
2016-10-24,286
2016-10-25,286
2016-10-26,281
2016-10-27,281
2016-10-28,269
2016-10-29,269
2016-10-30,266
2016-10-31,265
2016-11-01,265
2016-11-02,265
2016-11-03,265
2016-11-04,265
2016-11-05,265
2016-11-06,274
2016-11-07,274
2016-11-08,269
2016-11-09,269
2016-11-10,270
2016-11-11,270
2016-11-12,272
2016-11-13,272
2016-11-14,279
2016-12-07,319
2016-12-08,304
2016-12-09,288
2016-12-10,288
2016-12-11,274
2016-12-12,274
2016-12-13,270
2016-12-14,259
2016-12-15,259
2016-12-16,249
2016-12-17,243
2016-12-18,243
2016-12-19,235
2016-12-20,228
2016-12-21,222
2016-12-22,222
2016-12-23,218
2016-12-24,218
2016-12-25,212
2016-12-26,212
2016-12-27,218
2016-12-28,218
2016-12-29,221
2016-12-30,221
2016-12-31,226
2017-01-01,237
2017-01-02,245
2017-01-03,245
2017-01-04,237
2017-01-05,225
2017-01-06,214
2017-01-07,203
2017-01-08,192
2017-01-09,182
2017-01-10,172
2017-01-11,163
2017-01-12,154
2017-01-13,146
2017-01-14,138
2017-01-15,131
2017-01-16,124
2017-01-17,117
2017-01-18,111
2017-01-19,105
2017-01-20,99
2017-01-21,94
2017-01-22,89
2017-01-27,71
2017-01-28,68
2017-01-29,66
2017-01-30,65
2017-01-31,63
2017-02-01,60
2017-02-02,63
2017-02-03,67
2017-02-04,71
2017-02-05,75
2017-02-06,77
2017-02-07,80
2017-02-08,83
2017-02-09,83
2017-02-10,88
2017-02-11,93
2017-02-12,97
2017-02-13,102
2017-02-14,104
2017-02-15,100
2017-02-16,95
2017-02-18,85
2017-02-19,81
2017-02-20,77
2017-02-21,74
2017-02-22,73
2017-02-23,70
2017-02-24,69
2017-02-25,67
2017-02-26,63
2017-02-27,64
2017-02-28,65
2017-03-01,65
2017-03-02,65
2017-03-03,65
2017-03-04,63
2017-03-05,61
2017-03-06,59
2017-03-07,57
2017-03-08,54
2017-03-09,51
2017-03-10,51
2017-03-11,51
2017-03-12,51
2017-03-13,49
2017-03-14,46
2017-03-15,44
2017-03-16,44
2017-03-17,44
2017-03-18,42
2017-03-19,40
2017-03-20,38
2017-03-21,38
2017-03-22,38
2017-03-23,38
2017-03-24,37
2017-03-25,37
2017-03-26,37
2017-03-27,38
2017-03-28,39
2017-03-29,40
2017-03-30,40
2017-03-31,41
2017-04-01,42
2017-04-02,42
2017-04-03,41
2017-04-04,42
2017-04-12,40
2017-04-13,42
2017-04-14,41
2017-04-15,41
2017-04-16,43
2017-04-17,44
2017-04-18,46
2017-04-19,49
2017-04-20,50
2017-04-21,50
2017-04-22,47
2017-04-23,47
2017-04-24,50
2017-04-25,50
2017-04-26,50
2017-04-27,48
2017-04-28,45
2017-04-29,43
2017-04-30,42
2017-05-01,41
2017-05-02,41
2017-05-03,40
2017-05-04,39
2017-05-05,39
2017-05-06,39
2017-05-07,40
2017-05-08,40
2017-05-09,40
2017-05-10,40
2017-05-11,40
2017-05-12,40
2017-05-13,40
2017-05-14,40
2017-05-15,39
2017-05-16,38
2017-05-17,37
2017-05-18,37
2017-05-19,37
2017-05-20,36
2017-05-21,35
2017-05-22,35
2017-05-23,35
2017-05-24,36
2017-05-25,35
2017-05-26,34
2017-05-27,34
2017-05-28,33
2017-05-29,31
2017-05-30,31
2017-05-31,30
2017-06-01,28
2017-06-02,27
2017-06-03,26
2017-06-06,22
2017-06-07,21
2017-06-08,20
2017-06-09,19
2017-06-10,19
2017-06-11,18
2017-06-12,17
2017-06-13,16
2017-06-14,15
2017-06-15,15
2017-06-16,15
2017-06-17,15
2017-06-18,15
2017-06-19,15
2017-06-20,15
2017-06-21,15
2017-06-22,14
2017-06-23,14
2017-06-24,14
2017-06-25,14
2017-06-26,14
2017-06-27,14
2017-06-28,15
2017-06-29,15
2017-06-30,15
2017-07-01,15
2017-07-02,16
2017-07-03,16
2017-07-04,16
2017-07-05,16
2017-07-06,17
2017-07-07,17
2017-07-08,18
2017-07-13,21
2017-07-14,22
2017-07-15,22
2017-07-16,21
2017-07-17,20
2017-07-18,19
2017-07-19,18
2017-07-20,17
2017-07-21,17
2017-07-22,16
2017-07-23,16
2017-07-24,16
2017-07-25,16
2017-07-26,16
2017-07-27,15
2017-07-28,15
2017-07-29,15
2017-07-30,15
2017-07-31,15
2017-08-01,15
2017-08-02,15
2017-08-03,15
2017-08-04,15
2017-08-05,15
2017-08-06,15
2017-08-09,15
2017-08-10,15
2017-08-11,15
2017-08-12,15
2017-08-13,15
2017-08-14,15
2017-08-15,15
2017-08-17,15
2017-08-18,15
2017-08-19,15
2017-08-20,14
2017-08-21,14
2017-08-22,14
2017-08-23,14
2017-08-24,14
2017-08-25,14
2017-08-26,14
2017-08-27,14
2017-08-28,14
2017-08-29,13
2017-08-30,13
2017-08-31,13
2017-09-01,13
2017-09-02,13
2017-09-03,13
2017-09-04,13
2017-09-05,14
2017-09-06,15
2017-09-07,15
2017-09-08,15
2017-09-09,15
2017-09-10,15
2017-09-11,15
2017-09-12,15
2017-09-13,15
2017-09-14,15
2017-09-15,15
2017-09-16,15
2017-09-17,15
2017-09-19,15
2017-09-20,15
2017-09-21,15
2017-09-22,15
2017-09-23,15
2017-09-24,15
2017-09-25,15
2017-09-26,15
2017-09-27,15
2017-09-28,16
2017-09-29,16
2017-09-30,16
2017-10-01,16
2017-10-02,16
2017-10-03,16
2017-10-04,16
2017-10-05,16
2017-10-06,16
2017-10-07,16
2017-10-08,15
2017-10-09,14
2017-10-10,14
2017-10-11,14
2017-10-12,13
2017-10-13,13
2017-10-14,13
2017-10-15,13
2017-10-16,13
2017-10-17,13
2017-10-18,13
2017-10-19,13
2017-10-20,13
2017-10-21,13
2017-10-22,13
2017-10-23,13
2017-10-24,13
2017-10-25,13
2017-10-26,13
2017-10-27,13
2017-10-28,13
2017-10-29,13
2017-10-30,13
2017-10-31,14
2017-11-01,14
2017-11-02,14
2017-11-03,14
2017-11-04,14
2017-11-05,14
2017-11-06,14
2017-11-07,14
2017-11-08,14
2017-11-09,15
2017-11-10,15
2017-11-11,15
2017-11-12,16
2017-11-13,16
2017-11-14,16
2017-11-15,16
2017-11-16,16
2017-11-17,16
2017-11-18,16
2017-11-19,16
2017-11-20,16
2017-11-21,16
2017-11-22,16
2017-11-23,16
2017-11-24,16
2017-11-25,16
2017-11-26,16
2017-11-27,16
2017-11-28,16
2017-11-29,16
2017-11-30,15
2017-12-01,15
2017-12-02,15
2017-12-03,15
2017-12-04,14
2017-12-05,14
2017-12-06,13
2017-12-07,13
2017-12-08,13
2017-12-09,13
2017-12-10,13
2017-12-11,13
2017-12-12,13
2017-12-14,13
2017-12-15,13
2017-12-16,13
2017-12-17,13
2017-12-18,13
2017-12-19,13
2017-12-20,13
2017-12-21,13
2017-12-22,13
2017-12-23,13
2017-12-24,13
2017-12-25,13
2017-12-26,14
2017-12-27,14
2017-12-28,14
2017-12-29,14
2017-12-30,14
2017-12-31,14
2018-01-01,14
2018-01-02,13
2018-01-03,12
2018-01-04,12
2018-01-05,12
2018-01-06,12
2018-01-07,12
2018-01-08,12
2018-01-09,13
2018-01-10,13
2018-01-11,13
2018-01-12,12
2018-01-13,12
2018-01-14,12
2018-01-15,12
2018-01-16,12
2018-01-17,12
2018-01-18,12
2018-01-19,12
2018-01-20,12
2018-01-21,12
2018-01-22,12
2018-01-23,12
2018-01-25,12
2018-01-26,12
2018-01-27,12
2018-01-28,12
2018-01-29,12
2018-01-31,12
2018-02-01,13
2018-02-02,13
2018-02-03,13
2018-02-04,14
2018-02-05,14
2018-02-06,14
2018-02-07,14
2018-02-08,14
2018-02-09,14
2018-02-10,14
2018-02-11,14
2018-02-12,14
2018-02-13,14
2018-02-14,14
2018-02-15,14
2018-02-16,14
2018-02-17,13
2018-02-18,13
2018-02-19,13
2018-02-20,13
2018-02-21,13
2018-02-22,13
2018-02-23,13
2018-02-24,13
2018-02-25,13
2018-02-26,13
2018-02-27,14
2018-02-28,15
2018-03-01,15
2018-03-02,15
2018-03-03,15
2018-03-04,15
2018-03-05,15
2018-03-06,15
2018-03-07,15
2018-03-08,15
2018-03-09,15
2018-03-10,15
2018-03-11,15
2018-03-12,15
2018-03-13,15
2018-03-14,15
2018-03-15,15
2018-03-16,15
2018-03-17,15
2018-03-18,14
2018-03-19,14
2018-03-20,14
2018-03-21,14
2018-03-23,14
2018-03-24,14
2018-03-25,14
2018-03-26,14
2018-03-27,14
2018-03-28,14
2018-03-29,14
2018-03-30,14
2018-03-31,14
2018-04-01,14
2018-04-02,14
2018-04-03,14
2018-04-04,14
2018-04-05,14
2018-04-06,14
2018-04-07,14
2018-04-08,14
2018-04-09,14
2018-04-10,14
2018-04-11,14
2018-04-12,14
2018-04-13,14
2018-04-14,14
2018-04-15,14
2018-04-16,14
2018-04-17,14
2018-04-18,14
2018-04-19,14
2018-04-20,14
2018-04-21,14
2018-04-22,14
2018-04-23,14
2018-04-24,13
2018-04-25,13
2018-04-26,13
2018-04-27,13
2018-04-28,13
2018-04-29,13
2018-04-30,13
2018-05-01,13
2018-05-04,13
2018-05-05,13
2018-05-06,13
2018-05-07,13
2018-05-08,13
2018-05-09,13
2018-05-10,13
2018-05-11,13
2018-05-12,13
2018-05-13,12
2018-05-14,12
2018-05-15,12
2018-05-16,12
2018-05-17,13
2018-05-18,13
2018-05-19,13
2018-05-20,13
2018-05-21,14
2018-05-22,14
2018-05-23,14
2018-05-24,14
2018-05-25,14
2018-05-26,14
2018-05-27,13
2018-05-28,13
2018-05-29,13
2018-05-30,13
2018-05-31,13
2018-06-01,13
2018-06-02,13
2018-06-03,13
2018-06-04,13
2018-06-05,13
2018-06-06,12
2018-06-07,12
2018-06-08,12
2018-06-09,12
2018-06-10,11
2018-06-11,11
2018-06-12,11
2018-06-13,11
2018-06-14,10
2018-06-15,10
2018-06-16,9
2018-06-17,9
2018-06-18,9
2018-06-19,9
2018-06-20,8
2018-06-21,8
2018-06-22,8
2018-06-23,8
2018-06-24,8
2018-06-25,8
2018-06-26,9
2018-06-27,9
2018-06-28,9
2018-06-29,10
2018-06-30,10
2018-07-01,10
2018-07-02,10
2018-07-03,10
2018-07-04,10
2018-07-05,10
2018-07-06,10
2018-07-07,10
2018-07-08,11
2018-07-09,11
2018-07-10,11
2018-07-11,11
2018-07-12,11
2018-07-13,11
2018-07-14,11
2018-07-15,11
2018-07-16,11
2018-07-17,11
2018-07-18,11
2018-07-19,11
2018-07-20,11
2018-07-21,11
2018-07-22,11
2018-07-23,11
2018-07-24,11
2018-07-25,11
2018-07-26,11
2018-07-27,11
2018-07-28,11
2018-07-29,11
2018-07-30,11
2018-07-31,11
2018-08-01,11
2018-08-02,11
2018-08-03,11
2018-08-04,11
2018-08-05,11
2018-08-06,11
2018-08-07,11
2018-08-08,11
2018-08-09,11
2018-08-10,11
2018-08-11,11
2018-08-12,11
2018-08-14,11
2018-08-16,11
2018-08-17,11
2018-08-18,11
2018-08-19,11
2018-08-20,11
2018-08-21,11
2018-08-22,11
2018-08-23,11
2018-08-24,11
2018-08-25,11
2018-08-26,11
2018-08-27,11
2018-08-28,11
2018-08-29,11
2018-08-30,11
2018-08-31,11
2018-09-01,11
2018-09-02,11
2018-09-03,10
2018-09-04,10
2018-09-05,10
2018-09-06,10
2018-09-07,10
2018-09-08,10
2018-09-09,10
2018-09-10,10
2018-09-11,11
2018-09-12,12
2018-09-13,13
2018-09-14,14
2018-09-15,15
2018-09-16,16
2018-09-17,17
2018-09-18,18
2018-09-19,19
2018-09-20,20
2018-09-21,21
2018-09-22,23
2018-09-23,25
2018-09-24,27
2018-09-25,29
2018-09-26,28
2018-09-27,26
2018-09-28,25
2018-09-29,24
2018-09-30,23
2018-10-02,23
2018-10-03,23
2018-10-04,22
2018-10-05,22
2018-10-06,23
2018-10-07,24
2018-10-08,24
2018-10-09,25
2018-10-10,25
2018-10-11,26
2018-10-12,27
2018-10-13,28
2018-10-14,28
2018-10-15,28
2018-10-16,28
2018-10-17,29
2018-10-18,29
2018-10-19,29
2018-10-20,30
2018-10-21,30
2018-10-22,30
2018-10-23,28
2018-10-24,28
2018-10-25,29
2018-10-26,28
2018-10-27,27
2018-10-28,26
2018-10-29,26
2018-10-30,25
2018-10-31,23
2018-11-01,23
2018-11-03,22
2018-11-04,21
2018-11-05,21
2018-11-06,20
2018-11-07,20
2018-11-08,21
2018-11-09,23
2018-11-10,24
2018-11-11,26
2018-11-12,28
2018-11-13,29
2018-11-14,28
2018-11-15,29
2018-11-16,30
2018-11-17,29
2018-11-18,30
2018-11-19,30
2018-11-20,29
2018-11-21,28
2018-11-22,28
2018-11-23,28
2018-11-24,28
2018-11-25,28
2018-11-26,28
2018-11-27,27
2018-11-28,26
2018-11-29,26
2018-12-01,26
2018-12-02,26
2018-12-03,26
2018-12-04,26
2018-12-05,26
2018-12-07,24
2018-12-09,23
2018-12-10,23
2018-12-11,23
2018-12-12,22
2018-12-13,22
2018-12-14,21
2018-12-15,21
2018-12-16,20
2018-12-17,20
2018-12-18,19
2018-12-19,19
2018-12-20,19
2018-12-21,18
2018-12-22,18
2018-12-23,18
2018-12-24,18
2018-12-25,18
2018-12-26,18
2018-12-27,18
2018-12-28,18
2018-12-29,18
2018-12-30,19
2018-12-31,19
2019-01-01,19
2019-01-02,20
2019-01-03,21
2019-01-04,23
2019-01-05,25
2019-01-06,26
2019-01-08,29
2019-01-10,29
2019-01-11,28
2019-01-12,27
2019-01-13,28
2019-01-14,27
2019-01-15,27
2019-01-16,27
2019-01-17,26
2019-01-18,25
2019-01-19,25
2019-01-20,26
2019-01-21,26
2019-01-22,26
2019-01-23,26
2019-01-24,26
2019-01-25,25
2019-01-26,25
2019-01-27,25
2019-01-28,25
2019-01-29,24
2019-01-30,25
2019-01-31,25
2019-02-01,25
2019-02-02,25
2019-02-03,25
2019-02-04,24
2019-02-05,24
2019-02-06,24
2019-02-07,24
2019-02-08,24
2019-02-09,24
2019-02-10,24
2019-02-11,24
2019-02-12,24
2019-02-13,23
2019-02-14,23
2019-02-15,22
2019-02-16,22
2019-02-17,22
2019-02-18,22
2019-02-19,22
2019-02-20,22
2019-02-21,22
2019-02-22,21
2019-02-23,20
2019-02-24,20
2019-02-25,20
2019-02-26,20
2019-02-27,19
2019-02-28,18
2019-03-01,18
2019-03-02,17
2019-03-03,16
2019-03-04,16
2019-03-05,16
2019-03-06,16
2019-03-07,16
2019-03-08,16
2019-03-09,15
2019-03-10,15
2019-03-11,14
2019-03-12,14
2019-03-13,13
2019-03-14,13
2019-03-15,12
2019-03-16,11
2019-03-17,11
2019-03-18,11
2019-03-19,11
2019-03-20,11
2019-03-21,11
2019-03-22,11
2019-03-23,11
2019-03-24,11
2019-03-25,11
2019-03-26,11
2019-03-27,11
2019-03-28,11
2019-03-29,11
2019-03-30,11
2019-03-31,12
2019-04-01,12
2019-04-02,12
2019-04-03,12
2019-04-04,13
2019-04-05,13
2019-04-06,13
2019-04-07,13
2019-04-08,13
2019-04-09,13
2019-04-10,13
2019-04-11,14
2019-04-12,14
2019-04-13,14
2019-04-14,14
2019-04-15,14
2019-04-16,15
2019-04-17,15
2019-04-18,16
2019-04-19,16
2019-04-20,17
2019-04-21,17
2019-04-22,17
2019-04-23,17
2019-04-24,17
2019-04-25,17
2019-04-26,17
2019-04-27,17
2019-04-28,17
2019-04-29,17
2019-04-30,17
2019-05-01,17
2019-05-02,17
2019-05-03,17
2019-05-04,17
2019-05-05,16
2019-05-06,16
2019-05-07,16
2019-05-08,16
2019-05-09,15
2019-05-10,14
2019-05-11,13
2019-05-12,12
2019-05-13,11
2019-05-14,11
2019-05-15,11
2019-05-16,11
2019-05-17,11
2019-05-18,11
2019-05-19,11
2019-05-20,12
2019-05-21,13
2019-05-22,14
2019-05-23,15
2019-05-24,15
2019-05-25,16
2019-05-26,17
2019-05-27,17
2019-05-28,17
2019-05-29,17
2019-05-30,17
2019-05-31,17
2019-06-01,17
2019-06-02,17
2019-06-03,17
2019-06-04,17
2019-06-05,17
2019-06-06,17
2019-06-07,16
2019-06-08,16
2019-06-09,16
2019-06-10,16
2019-06-11,16
2019-06-12,16
2019-06-13,16
2019-06-14,16
2019-06-15,16
2019-06-16,16
2019-06-17,16
2019-06-18,16
2019-06-19,16
2019-06-20,16
2019-06-21,16
2019-06-22,16
2019-06-23,16
2019-06-24,16
2019-06-25,16
2019-06-26,15
2019-06-27,15
2019-06-28,15
2019-06-29,15
2019-06-30,15
2019-07-01,15
2019-07-02,15
2019-07-03,15
2019-07-04,15
2019-07-05,15
2019-07-06,15
2019-07-07,15
2019-07-08,15
2019-07-09,15
2019-07-10,15
2019-07-11,15
