date_obj,Guthix%20kiteshield price
2015-07-03,40899
2015-07-04,40899
2015-07-05,40468
2015-07-06,40468
2015-07-07,39639
2015-07-08,39639
2015-07-09,39556
2015-07-10,39556
2015-07-11,38692
2015-07-12,38692
2015-07-13,38010
2015-07-14,38010
2015-07-15,38041
2015-07-16,38041
2015-07-17,38755
2015-07-18,38755
2015-07-19,38749
2015-07-20,38749
2015-07-21,39085
2015-07-22,39085
2015-07-23,40343
2015-07-24,41116
2015-07-25,41116
2015-07-26,41602
2015-07-27,41602
2015-07-28,41962
2015-07-29,41962
2015-07-30,43260
2015-07-31,43260
2015-08-01,43260
2015-08-02,44112
2015-08-03,44112
2015-08-04,44859
2015-08-05,44859
2015-08-06,46286
2015-08-07,46286
2015-08-08,48075
2015-08-09,48075
2015-08-10,49701
2015-08-11,49701
2015-08-12,49701
2015-08-13,49427
2015-08-14,48688
2015-08-15,48688
2015-08-16,48074
2015-08-17,48074
2015-08-18,48636
2015-08-19,48636
2015-08-20,48629
2015-08-21,48629
2015-08-22,48023
2015-08-23,48023
2015-08-24,47162
2015-08-25,47162
2015-08-26,47162
2015-08-27,46403
2015-08-28,46403
2015-08-29,45641
2015-08-30,45641
2015-08-31,45065
2015-09-01,45065
2015-09-02,45065
2015-09-03,44866
2015-09-04,44866
2015-09-05,44633
2015-09-06,44633
2015-09-07,44527
2015-09-08,44527
2015-09-09,44207
2015-09-10,44207
2015-09-11,45332
2015-09-12,45332
2015-09-13,46142
2015-09-14,46142
2015-09-15,46721
2015-09-16,46721
2015-09-17,47979
2015-09-18,47979
2015-09-19,47979
2015-09-20,46873
2015-09-21,46873
2015-09-22,46316
2015-09-23,46316
2015-09-24,45400
2015-09-25,45400
2015-09-27,45255
2015-09-28,45170
2015-09-29,45170
2015-09-30,45767
2015-10-05,46366
2015-10-06,46366
2015-10-07,46065
2015-10-08,46065
2015-10-09,46134
2015-10-10,46134
2015-10-11,45379
2015-10-12,45379
2015-10-13,45379
2015-10-14,45803
2015-10-15,45803
2015-10-16,47165
2015-10-17,47165
2015-10-18,47165
2015-10-19,47501
2015-10-20,47501
2015-10-22,48281
2015-10-23,48281
2015-10-24,48615
2015-10-25,48615
2015-10-26,47907
2015-10-27,47907
2015-10-29,47451
2015-10-30,48613
2015-10-31,48613
2015-11-01,49600
2015-11-02,49600
2015-11-03,50296
2015-11-04,50296
2015-11-05,50234
2015-11-06,50234
2015-11-07,49544
2015-11-08,49544
2015-11-09,49544
2015-11-10,49159
2015-11-11,49159
2015-11-12,49414
2015-11-13,49414
2015-11-14,49414
2015-11-15,49974
2015-11-16,49974
2015-11-17,49974
2015-11-18,50133
2015-11-19,50133
2015-11-20,49143
2015-11-21,49143
2015-11-22,48303
2015-11-23,48303
2015-11-24,48303
2015-11-25,47341
2015-11-26,47341
2015-11-27,47636
2015-11-28,47636
2015-11-29,47190
2015-11-30,47190
2015-12-01,45820
2015-12-02,45820
2015-12-03,46455
2015-12-04,46455
2015-12-05,46860
2015-12-06,46860
2015-12-07,48104
2015-12-08,48104
2015-12-09,48118
2015-12-10,48118
2015-12-11,48146
2015-12-12,48146
2015-12-13,46568
2015-12-14,46568
2015-12-15,45752
2015-12-16,45752
2015-12-17,46101
2015-12-18,46101
2015-12-19,46399
2015-12-20,46399
2015-12-21,46908
2015-12-22,46908
2015-12-23,46556
2015-12-24,46556
2015-12-25,46507
2015-12-26,46507
2015-12-27,47369
2015-12-28,47369
2015-12-29,49140
2015-12-30,49140
2015-12-31,49961
2016-01-01,49961
2016-01-02,50534
2016-01-03,50534
2016-01-04,49291
2016-01-05,49291
2016-01-06,49574
2016-01-07,49574
2016-01-08,49665
2016-01-09,49665
2016-01-10,48586
2016-01-11,48586
2016-01-12,48995
2016-01-13,48995
2016-01-14,48687
2016-01-15,48687
2016-01-16,49107
2016-01-17,49107
2016-01-18,50030
2016-01-19,50030
2016-01-20,50343
2016-01-21,50343
2016-01-22,50861
2016-01-23,50861
2016-01-24,50796
2016-01-25,50796
2016-01-26,49577
2016-01-27,49577
2016-01-28,48485
2016-01-29,47516
2016-01-30,47516
2016-01-31,46710
2016-02-01,46710
2016-02-02,45481
2016-02-03,45481
2016-02-04,44378
2016-02-05,44378
2016-02-06,45524
2016-02-07,45524
2016-02-08,44693
2016-02-09,44693
2016-02-10,43858
2016-02-11,43858
2016-02-12,43858
2016-02-13,43196
2016-02-14,43196
2016-02-15,42240
2016-02-16,42240
2016-02-17,42815
2016-02-18,42815
2016-02-19,43539
2016-02-20,43539
2016-02-21,42961
2016-02-22,42961
2016-02-23,42523
2016-02-24,42523
2016-02-25,42504
2016-02-26,42504
2016-02-27,42616
2016-02-28,42616
2016-02-29,42231
2016-03-01,42231
2016-03-02,42761
2016-03-03,42761
2016-03-04,43440
2016-03-05,43440
2016-03-06,43109
2016-03-07,43109
2016-03-08,42271
2016-03-09,42271
2016-03-10,41715
2016-03-11,41715
2016-03-12,41744
2016-03-13,41744
2016-03-14,42004
2016-03-15,42004
2016-03-16,43095
2016-03-17,43095
2016-03-18,44622
2016-03-19,44622
2016-03-20,45205
2016-03-21,45205
2016-03-22,45792
2016-03-23,45792
2016-03-24,46238
2016-03-25,46238
2016-03-26,45724
2016-03-27,45724
2016-03-28,44324
2016-03-29,44324
2016-03-30,43225
2016-03-31,43225
2016-04-01,43013
2016-04-02,43013
2016-04-03,42744
2016-04-04,42744
2016-04-05,43003
2016-04-06,43003
2016-04-07,43466
2016-04-08,43466
2016-04-09,42725
2016-04-10,41814
2016-04-11,41814
2016-04-12,41814
2016-04-13,41413
2016-04-14,41413
2016-04-15,40681
2016-04-16,40681
2016-04-17,40460
2016-04-18,40460
2016-04-19,40919
2016-04-20,40919
2016-04-21,40637
2016-04-22,40637
2016-04-23,39631
2016-04-24,39631
2016-04-25,38106
2016-04-26,38106
2016-04-27,38352
2016-04-28,38352
2016-04-29,37159
2016-04-30,37159
2016-05-01,36953
2016-05-02,36953
2016-05-03,36833
2016-05-04,36833
2016-05-05,37396
2016-05-06,37396
2016-05-07,37946
2016-05-08,37946
2016-05-09,37580
2016-05-10,37580
2016-05-11,36671
2016-05-12,36671
2016-05-13,36050
2016-05-14,36050
2016-05-15,36506
2016-05-16,36506
2016-05-17,36128
2016-05-18,36128
2016-05-19,36576
2016-05-22,37168
2016-05-23,38163
2016-05-24,38163
2016-05-25,37578
2016-05-26,37578
2016-05-27,37236
2016-05-28,37236
2016-05-29,36326
2016-05-30,36326
2016-05-31,36429
2016-06-01,35858
2016-06-02,35858
2016-06-03,35429
2016-06-04,35329
2016-06-05,35329
2016-06-06,35396
2016-06-07,35396
2016-06-08,35362
2016-06-09,35604
2016-06-10,35175
2016-06-11,35175
2016-06-12,34551
2016-06-13,34551
2016-06-14,34833
2016-06-15,34833
2016-06-16,35134
2016-06-17,35152
2016-06-18,35152
2016-06-19,35552
2016-06-20,35552
2016-06-21,35763
2016-06-22,35763
2016-06-23,36276
2016-06-24,36276
2016-06-25,36646
2016-06-26,36646
2016-06-27,36687
2016-06-28,36687
2016-06-29,36620
2016-06-30,36620
2016-07-01,36498
2016-07-02,36498
2016-07-03,36537
2016-07-04,36945
2016-07-05,36945
2016-07-06,37143
2016-07-07,37143
2016-07-08,37027
2016-07-09,37027
2016-07-10,37118
2016-07-11,36280
2016-07-12,36280
2016-07-13,35609
2016-07-14,35609
2016-07-15,35797
2016-07-16,35797
2016-07-17,35349
2016-07-18,35349
2016-07-23,35170
2016-07-24,35170
2016-07-25,34958
2016-07-26,34958
2016-07-27,35797
2016-07-28,35797
2016-07-29,36374
2016-07-30,36374
2016-07-31,36876
2016-08-01,36876
2016-08-02,37253
2016-08-03,37253
2016-08-04,37658
2016-08-05,37658
2016-08-06,37747
2016-08-07,37747
2016-08-08,37880
2016-08-09,37880
2016-08-10,38473
2016-08-11,38473
2016-08-12,38473
2016-08-13,39045
2016-08-14,39045
2016-08-15,39665
2016-08-16,39665
2016-08-17,40066
2016-08-18,40066
2016-08-19,40284
2016-08-20,40284
2016-08-21,40631
2016-08-22,40631
2016-08-23,40221
2016-08-24,40221
2016-08-25,39141
2016-08-26,39141
2016-08-28,39121
2016-08-31,39464
2016-09-01,39871
2016-09-02,39871
2016-09-03,39871
2016-09-04,40729
2016-09-05,40729
2016-09-06,41383
2016-09-07,41383
2016-09-08,41383
2016-09-09,41380
2016-09-10,41380
2016-09-11,41188
2016-09-12,41188
2016-09-13,40517
2016-09-14,40517
2016-09-15,40517
2016-09-16,40068
2016-09-17,40068
2016-09-18,38941
2016-09-19,38941
2016-09-20,38070
2016-09-21,38070
2016-09-22,38393
2016-09-23,38393
2016-09-24,38393
2016-09-25,38040
2016-09-26,38040
2016-09-27,38324
2016-09-28,38324
2016-09-29,38324
2016-09-30,38493
2016-10-01,38493
2016-10-02,37203
2016-10-03,37203
2016-10-04,36041
2016-10-05,36041
2016-10-06,35053
2016-10-07,35053
2016-10-08,34506
2016-10-09,34506
2016-10-10,34506
2016-10-11,34539
2016-10-12,34539
2016-10-13,35028
2016-10-14,35028
2016-10-15,35233
2016-10-16,35233
2016-10-17,34863
2016-10-18,34863
2016-10-19,35349
2016-10-20,35349
2016-10-21,36215
2016-10-22,36215
2016-10-23,36581
2016-10-24,36581
2016-10-25,35735
2016-10-26,34593
2016-10-27,34593
2016-10-28,34593
2016-10-29,34070
2016-10-30,34070
2016-10-31,33686
2016-11-01,33686
2016-11-02,33334
2016-11-03,33334
2016-11-04,33543
2016-11-05,33543
2016-11-06,33808
2016-11-07,33808
2016-11-08,34238
2016-11-09,34238
2016-11-10,34761
2016-11-11,34761
2016-11-12,34981
2016-11-13,34981
2016-11-14,34766
2016-11-15,34766
2016-12-07,36639
2016-12-08,36394
2016-12-09,36394
2016-12-10,36789
2016-12-11,37036
2016-12-12,37036
2016-12-13,36968
2016-12-14,36968
2016-12-15,36013
2016-12-16,36013
2016-12-17,35880
2016-12-18,35880
2016-12-19,36560
2016-12-20,36560
2016-12-21,36700
2016-12-22,36700
2016-12-23,36064
2016-12-24,36064
2016-12-25,35690
2016-12-26,35690
2016-12-27,35350
2016-12-28,35350
2016-12-29,35184
2016-12-30,35184
2016-12-31,35451
2017-01-01,35451
2017-01-02,35641
2017-01-03,35641
2017-01-04,35956
2017-01-05,35956
2017-01-06,36075
2017-01-07,36174
2017-01-08,36174
2017-01-09,36344
2017-01-10,36344
2017-01-11,36502
2017-01-12,36211
2017-01-13,36211
2017-01-14,36002
2017-01-15,36036
2017-01-16,36036
2017-01-17,35533
2017-01-18,35533
2017-01-19,35678
2017-01-20,35678
2017-01-21,35816
2017-01-22,35816
2017-01-23,35341
2017-01-27,34906
2017-01-28,35449
2017-01-29,35929
2017-01-30,35929
2017-01-31,35578
2017-02-01,36198
2017-02-02,36198
2017-02-03,36530
2017-02-04,36604
2017-02-05,36604
2017-02-06,36527
2017-02-07,36527
2017-02-08,37067
2017-02-09,37067
2017-02-10,37360
2017-02-11,37360
2017-02-12,37520
2017-02-13,37520
2017-02-14,37500
2017-02-15,37500
2017-02-16,37523
2017-02-18,36966
2017-02-19,36907
2017-02-20,36907
2017-02-21,36880
2017-02-22,36880
2017-02-23,35837
2017-02-24,35837
2017-02-25,36185
2017-02-26,36185
2017-02-27,36374
2017-02-28,37244
2017-03-01,37244
2017-03-02,37100
2017-03-03,37100
2017-03-04,37126
2017-03-05,37126
2017-03-06,37655
2017-03-07,37655
2017-03-08,37763
2017-03-09,37763
2017-03-10,36844
2017-03-11,36844
2017-03-12,37215
2017-03-13,37732
2017-03-14,37732
2017-03-15,38411
2017-03-16,38411
2017-03-17,38827
2017-03-18,38827
2017-03-19,38766
2017-03-20,38191
2017-03-21,38191
2017-03-22,37723
2017-03-23,37723
2017-03-24,36904
2017-03-25,36904
2017-03-26,36405
2017-03-27,36479
2017-03-28,36479
2017-03-29,36253
2017-03-30,36253
2017-03-31,36879
2017-04-01,36879
2017-04-02,37340
2017-04-03,38346
2017-04-04,38346
2017-04-12,38987
2017-04-13,38478
2017-04-14,38478
2017-04-15,38016
2017-04-16,38356
2017-04-17,38067
2017-04-18,38067
2017-04-19,37191
2017-04-20,37191
2017-04-21,36761
2017-04-22,36761
2017-04-23,36435
2017-04-24,36435
2017-04-25,36157
2017-04-26,36157
2017-04-27,36814
2017-04-28,36814
2017-04-29,36378
2017-04-30,36378
2017-05-01,36865
2017-05-02,37017
2017-05-03,37017
2017-05-04,37091
2017-05-05,37091
2017-05-06,36899
2017-05-07,36899
2017-05-08,37340
2017-05-09,37780
2017-05-10,37780
2017-05-11,37656
2017-05-12,37656
2017-05-13,38169
2017-05-14,38169
2017-05-15,38559
2017-05-16,38888
2017-05-17,38888
2017-05-18,38761
2017-05-19,38761
2017-05-20,38133
2017-05-21,38133
2017-05-22,37708
2017-05-23,37708
2017-05-24,36587
2017-05-25,36587
2017-05-26,35635
2017-05-27,35635
2017-05-28,34369
2017-05-29,34369
2017-05-30,33653
2017-05-31,33653
2017-06-01,34549
2017-06-02,34549
2017-06-03,34771
2017-06-04,35060
2017-06-05,35060
2017-06-06,34889
2017-06-07,34889
2017-06-08,35107
2017-06-09,35107
2017-06-10,35378
2017-06-11,35378
2017-06-12,35369
2017-06-13,35369
2017-06-14,35038
2017-06-15,35038
2017-06-16,34468
2017-06-17,34468
2017-06-18,34648
2017-06-19,34648
2017-06-20,35054
2017-06-21,35054
2017-06-22,35054
2017-06-23,34609
2017-06-24,34609
2017-06-25,34305
2017-06-26,34305
2017-06-27,34692
2017-06-28,34692
2017-06-29,34245
2017-06-30,34245
2017-07-01,34245
2017-07-02,34752
2017-07-03,34752
2017-07-04,35408
2017-07-05,35408
2017-07-06,35457
2017-07-07,35457
2017-07-08,35457
2017-07-13,35327
2017-07-14,34737
2017-07-15,34737
2017-07-16,34737
2017-07-17,34802
2017-07-18,34802
2017-07-19,35290
2017-07-20,35983
2017-07-21,35983
2017-07-22,36853
2017-07-23,36853
2017-07-24,36380
2017-07-25,36380
2017-07-26,36659
2017-07-27,36659
2017-07-28,36929
2017-07-29,36929
2017-07-30,37017
2017-07-31,37017
2017-08-01,36952
2017-08-02,37690
2017-08-03,37690
2017-08-04,37625
2017-08-05,37310
2017-08-06,37310
2017-08-09,36628
2017-08-10,36310
2017-08-11,36310
2017-08-12,35548
2017-08-13,35548
2017-08-14,35530
2017-08-15,35530
2017-08-16,36222
2017-08-17,36700
2017-08-18,36700
2017-08-19,36269
2017-08-20,35577
2017-08-21,35577
2017-08-22,35342
2017-08-23,35342
2017-08-24,34360
2017-08-25,34360
2017-08-26,33984
2017-08-27,33984
2017-08-28,33674
2017-08-29,33674
2017-08-30,33543
2017-08-31,33543
2017-09-01,33543
2017-09-02,33371
2017-09-03,33371
2017-09-04,33478
2017-09-05,33478
2017-09-06,33697
2017-09-07,33697
2017-09-08,33695
2017-09-09,33695
2017-09-10,34364
2017-09-11,34364
2017-09-12,35044
2017-09-13,35044
2017-09-14,35336
2017-09-15,35336
2017-09-16,35336
2017-09-17,34950
2017-09-18,34950
2017-09-19,34330
2017-09-20,34330
2017-09-21,34108
2017-09-22,34108
2017-09-23,34020
2017-09-24,34020
2017-09-25,33605
2017-09-26,33605
2017-09-27,33625
2017-09-28,33625
2017-09-29,33379
2017-09-30,33379
2017-10-01,33290
2017-10-02,33290
2017-10-03,33423
2017-10-04,33423
2017-10-05,33425
2017-10-06,33425
2017-10-07,33270
2017-10-08,33270
2017-10-09,33351
2017-10-10,33351
2017-10-11,33041
2017-10-12,33041
2017-10-13,33395
2017-10-14,33395
2017-10-15,33457
2017-10-16,33457
2017-10-17,32941
2017-10-18,32941
2017-10-19,32925
2017-10-20,32925
2017-10-21,34237
2017-10-22,34237
2017-10-23,35510
2017-10-24,35510
2017-10-25,34839
2017-10-26,34839
2017-10-27,34566
2017-10-28,34566
2017-10-29,34012
2017-10-30,34012
2017-10-31,33678
2017-11-01,33678
2017-11-02,33041
2017-11-03,33041
2017-11-04,32992
2017-11-05,32992
2017-11-06,33120
2017-11-07,33120
2017-11-08,33840
2017-11-09,33894
2017-11-10,33894
2017-11-11,33360
2017-11-12,33360
2017-11-13,33054
2017-11-14,33054
2017-11-15,33180
2017-11-16,33180
2017-11-17,32709
2017-11-18,32709
2017-11-19,33080
2017-11-20,33080
2017-11-21,33134
2017-11-22,33134
2017-11-23,32705
2017-11-24,32705
2017-11-25,33096
2017-11-26,33096
2017-11-27,33085
2017-11-28,33085
2017-11-29,33080
2017-11-30,33080
2017-12-01,32824
2017-12-02,32824
2017-12-03,32957
2017-12-04,32957
2017-12-05,33529
2017-12-06,33529
2017-12-07,33872
2017-12-08,33872
2017-12-09,33599
2017-12-10,33599
2017-12-11,34236
2017-12-12,34236
2017-12-13,33822
2017-12-14,33822
2017-12-15,33619
2017-12-16,33619
2017-12-17,33477
2017-12-18,33204
2017-12-19,33204
2017-12-20,33131
2017-12-21,32957
2017-12-22,32957
2017-12-23,33907
2017-12-24,33907
2017-12-25,33264
2017-12-26,33264
2017-12-27,33583
2017-12-28,33583
2017-12-29,33978
2017-12-30,34112
2017-12-31,34112
2018-01-01,34432
2018-01-02,34432
2018-01-03,34551
2018-01-04,34551
2018-01-05,34101
2018-01-06,34101
2018-01-07,34207
2018-01-08,34207
2018-01-09,33882
2018-01-10,33882
2018-01-11,34216
2018-01-12,34216
2018-01-13,34158
2018-01-14,34158
2018-01-15,34134
2018-01-16,34134
2018-01-17,34030
2018-01-18,34030
2018-01-19,34440
2018-01-20,34440
2018-01-21,34371
2018-01-22,33405
2018-01-23,32748
2018-01-25,33187
2018-01-26,33101
2018-01-27,32868
2018-01-28,32955
2018-01-29,32867
2018-01-30,32805
2018-01-31,32501
2018-02-01,32851
2018-02-02,33192
2018-02-03,32791
2018-02-04,32755
2018-02-05,32957
2018-02-06,33506
2018-02-07,34248
2018-02-08,34248
2018-02-09,34712
2018-02-10,34712
2018-02-11,34024
2018-02-12,33031
2018-02-13,33203
2018-02-14,33993
2018-02-15,34920
2018-02-16,34930
2018-02-17,34040
2018-02-18,33913
2018-02-19,34116
2018-02-20,34092
2018-02-21,33926
2018-02-22,33926
2018-02-23,34274
2018-02-24,34274
2018-02-25,33909
2018-02-26,33961
2018-02-27,34277
2018-02-28,34277
2018-03-01,33786
2018-03-02,33486
2018-03-03,34189
2018-03-04,34189
2018-03-05,34671
2018-03-06,35041
2018-03-07,34884
2018-03-08,34884
2018-03-09,34991
2018-03-10,34113
2018-03-11,33651
2018-03-12,33547
2018-03-13,33941
2018-03-14,33757
2018-03-15,33757
2018-03-16,33026
2018-03-17,33062
2018-03-18,33366
2018-03-19,33366
2018-03-20,33046
2018-03-21,32888
2018-03-23,33302
2018-03-24,33323
2018-03-25,32944
2018-03-26,32804
2018-03-27,32699
2018-03-28,33164
2018-03-29,32640
2018-03-30,32731
2018-03-31,32819
2018-04-01,33572
2018-04-02,33047
2018-04-03,33213
2018-04-04,33111
2018-04-05,33111
2018-04-06,33113
2018-04-07,33113
2018-04-08,33238
2018-04-09,33019
2018-04-10,33150
2018-04-11,33888
2018-04-12,34340
2018-04-13,33803
2018-04-14,32811
2018-04-15,33574
2018-04-16,33574
2018-04-17,33589
2018-04-18,33589
2018-04-19,33937
2018-04-20,33986
2018-04-21,33483
2018-04-22,33483
2018-04-23,33159
2018-04-24,32724
2018-04-25,33125
2018-04-26,33125
2018-04-27,33124
2018-04-28,33418
2018-04-29,33481
2018-04-30,33382
2018-05-01,33438
2018-05-03,33603
2018-05-04,33603
2018-05-05,33944
2018-05-06,33944
2018-05-07,33682
2018-05-08,33682
2018-05-09,33941
2018-05-10,33788
2018-05-11,33806
2018-05-12,33821
2018-05-13,33821
2018-05-14,33799
2018-05-15,33799
2018-05-16,33990
2018-05-17,34646
2018-05-18,34856
2018-05-19,35045
2018-05-20,35139
2018-05-21,35587
2018-05-22,35587
2018-05-23,36573
2018-05-24,36573
2018-05-25,37679
2018-05-26,39242
2018-05-27,39242
2018-05-28,40553
2018-05-29,42392
2018-05-30,43669
2018-05-31,45714
2018-06-01,47445
2018-06-02,48404
2018-06-03,46795
2018-06-04,44527
2018-06-05,42300
2018-06-06,40185
2018-06-07,38741
2018-06-08,36878
2018-06-09,35034
2018-06-10,34741
2018-06-11,34005
2018-06-12,33611
2018-06-13,34063
2018-06-14,33932
2018-06-15,33436
2018-06-16,33577
2018-06-17,33331
2018-06-18,33510
2018-06-19,34089
2018-06-20,34089
2018-06-21,33717
2018-06-22,34072
2018-06-23,34072
2018-06-24,34130
2018-06-25,33627
2018-06-26,32847
2018-06-27,32598
2018-06-28,33000
2018-06-29,33051
2018-06-30,32990
2018-07-01,33395
2018-07-02,33395
2018-07-03,33581
2018-07-04,33663
2018-07-05,33663
2018-07-06,33457
2018-07-07,33595
2018-07-08,33916
2018-07-09,33900
2018-07-10,33555
2018-07-11,34425
2018-07-12,34757
2018-07-13,34797
2018-07-14,34568
2018-07-15,34568
2018-07-16,34627
2018-07-17,33790
2018-07-18,33434
2018-07-19,33434
2018-07-20,34476
2018-07-21,35166
2018-07-22,35198
2018-07-23,34527
2018-07-24,34160
2018-07-25,33897
2018-07-26,34286
2018-07-27,34124
2018-07-28,34124
2018-07-29,34164
2018-07-30,34308
2018-07-31,35087
2018-08-01,35087
2018-08-02,35093
2018-08-03,35104
2018-08-04,34810
2018-08-05,34561
2018-08-06,35072
2018-08-07,35567
2018-08-08,35460
2018-08-09,35460
2018-08-10,36268
2018-08-11,36639
2018-08-12,36007
2018-08-14,36925
2018-08-16,37294
2018-08-17,37249
2018-08-18,37249
2018-08-19,37273
2018-08-20,37500
2018-08-21,37500
2018-08-22,38336
2018-08-23,38010
2018-08-24,37012
2018-08-25,36232
2018-08-26,35291
2018-08-27,35394
2018-08-28,36120
2018-08-29,36453
2018-08-30,36374
2018-08-31,35767
2018-09-01,35549
2018-09-02,36145
2018-09-03,35982
2018-09-04,36217
2018-09-05,36345
2018-09-06,36345
2018-09-07,36353
2018-09-08,36135
2018-09-09,35713
2018-09-10,35550
2018-09-11,35550
2018-09-12,35508
2018-09-13,35473
2018-09-14,35875
2018-09-15,35545
2018-09-16,35545
2018-09-17,36334
2018-09-18,36501
2018-09-19,36816
2018-09-20,36796
2018-09-21,37043
2018-09-22,37002
2018-09-23,37495
2018-09-24,37300
2018-09-25,37300
2018-09-26,37680
2018-09-27,37680
2018-09-28,37634
2018-09-29,38366
2018-09-30,38814
2018-10-01,39368
2018-10-02,39338
2018-10-03,40462
2018-10-04,40462
2018-10-05,40695
2018-10-06,40665
2018-10-07,40665
2018-10-08,40216
2018-10-09,40767
2018-10-10,40817
2018-10-11,40324
2018-10-12,40324
2018-10-13,40600
2018-10-14,40920
2018-10-15,40080
2018-10-16,40853
2018-10-17,40317
2018-10-18,39561
2018-10-19,39282
2018-10-20,39282
2018-10-21,39211
2018-10-22,38677
2018-10-23,38685
2018-10-24,38425
2018-10-25,37767
2018-10-26,36393
2018-10-27,35938
2018-10-28,35643
2018-10-29,35643
2018-10-30,35676
2018-10-31,36179
2018-11-01,37158
2018-11-03,38558
2018-11-04,39524
2018-11-05,41252
2018-11-06,43009
2018-11-07,45008
2018-11-08,46717
2018-11-09,49000
2018-11-10,51429
2018-11-11,54001
2018-11-12,56261
2018-11-13,58926
2018-11-14,61561
2018-11-15,63840
2018-11-16,66544
2018-11-17,69871
2018-11-18,72234
2018-11-19,75310
2018-11-20,78463
2018-11-21,82033
2018-11-22,85636
2018-11-23,87844
2018-11-24,89499
2018-11-25,89539
2018-11-26,87530
2018-11-27,84689
2018-11-28,81862
2018-11-29,79881
2018-12-01,74572
2018-12-02,73708
2018-12-03,70545
2018-12-04,68336
2018-12-05,65774
2018-12-07,59548
2018-12-09,55978
2018-12-10,54904
2018-12-11,55297
2018-12-13,54598
2018-12-14,54303
2018-12-15,54257
2018-12-16,54836
2018-12-17,55291
2018-12-18,56657
2018-12-19,57423
2018-12-20,57049
2018-12-21,57199
2018-12-22,57802
2018-12-23,56360
2018-12-24,56807
2018-12-25,57804
2018-12-26,58456
2018-12-27,58769
2018-12-28,59546
2018-12-29,59494
2018-12-30,59816
2018-12-31,59900
2019-01-01,59210
2019-01-02,58843
2019-01-03,58477
2019-01-04,57144
2019-01-05,55812
2019-01-06,53865
2019-01-08,50633
2019-01-10,46334
2019-01-11,44302
2019-01-12,42236
2019-01-13,40781
2019-01-14,39843
2019-01-15,39985
2019-01-16,40724
2019-01-17,41136
2019-01-18,40813
2019-01-19,40678
2019-01-20,40853
2019-01-21,40747
2019-01-22,40314
2019-01-23,39901
2019-01-24,39153
2019-01-25,39225
2019-01-26,38615
2019-01-27,37869
2019-01-28,36968
2019-01-29,36894
2019-01-30,36214
2019-01-31,35987
2019-02-01,36613
2019-02-02,37004
2019-02-03,37738
2019-02-04,38248
2019-02-05,38428
2019-02-06,37988
2019-02-07,37895
2019-02-08,38316
2019-02-09,38323
2019-02-10,39268
2019-02-11,39433
2019-02-12,39408
2019-02-13,39499
2019-02-14,39499
2019-02-15,39460
2019-02-16,38800
2019-02-17,38493
2019-02-18,38027
2019-02-19,37837
2019-02-20,37459
2019-02-21,37018
2019-02-22,37451
2019-02-23,38135
2019-02-24,38851
2019-02-25,39193
2019-02-26,39616
2019-02-27,39959
2019-02-28,39562
2019-03-01,39683
2019-03-02,39850
2019-03-03,40362
2019-03-04,40848
2019-03-05,41724
2019-03-06,42251
2019-03-07,41954
2019-03-08,41954
2019-03-09,41013
2019-03-10,40010
2019-03-11,38835
2019-03-12,38474
2019-03-13,37895
2019-03-14,37348
2019-03-15,36842
2019-03-16,36345
2019-03-17,36642
2019-03-18,36642
2019-03-19,37635
2019-03-20,37921
2019-03-21,37824
2019-03-22,37238
2019-03-23,36789
2019-03-24,36880
2019-03-25,36930
2019-03-26,37569
