date_obj,Bullseye%20lantern%20(unf) price
2015-07-24,2727
2015-07-25,2727
2015-07-26,2619
2015-07-27,2619
2015-07-28,2619
2015-07-29,2619
2015-07-30,2619
2015-07-31,2502
2015-08-01,2502
2015-08-02,2502
2015-08-03,2502
2015-08-04,2379
2015-08-05,2379
2015-08-06,2379
2015-08-07,2379
2015-08-08,2379
2015-08-09,2271
2015-08-10,2271
2015-08-11,2271
2015-08-12,2271
2015-08-13,2271
2015-08-14,2159
2015-08-15,2159
2015-08-16,2159
2015-08-17,2159
2015-08-18,2159
2015-08-19,2054
2015-08-20,2054
2015-08-21,2054
2015-08-22,2054
2015-08-23,2054
2015-08-24,1954
2015-08-25,1954
2015-08-26,1954
2015-08-27,1954
2015-08-28,1954
2015-08-29,1863
2015-08-30,1863
2015-09-02,1863
2015-09-07,1777
2015-09-08,1777
2015-09-10,1691
2015-09-14,1691
2015-09-16,1691
2015-09-22,1608
2015-09-23,1608
2015-09-24,1539
2015-09-25,1539
2015-09-27,1539
2015-09-28,1539
2015-09-29,1539
2015-09-30,1539
2015-10-05,1472
2015-10-06,1472
2015-10-07,1472
2015-10-08,1472
2015-10-09,1409
2015-10-10,1409
2015-10-11,1409
2015-10-12,1409
2015-10-13,1409
2015-10-14,1409
2015-10-15,1409
2015-10-16,1409
2015-10-17,1340
2015-10-18,1340
2015-10-19,1340
2015-10-20,1340
2015-10-22,1340
2015-10-23,1340
2015-10-24,1340
2015-10-25,1276
2015-10-26,1276
2015-10-27,1276
2015-10-29,1276
2015-10-30,1276
2015-10-31,1276
2015-11-01,1276
2015-11-02,1224
2015-11-03,1224
2015-11-04,1224
2015-11-05,1224
2015-11-06,1224
2015-11-07,1224
2015-11-08,1224
2015-11-09,1224
2015-11-10,1224
2015-11-11,1224
2015-11-12,1224
2015-11-13,1224
2015-11-14,1164
2015-11-15,1164
2015-11-16,1164
2015-11-17,1164
2015-11-18,1164
2015-11-19,1164
2015-11-20,1164
2015-11-21,1164
2015-11-22,1164
2015-11-23,1164
2015-11-24,1117
2015-11-25,1117
2015-11-26,1117
2015-11-27,1117
2015-11-28,1117
2015-11-29,1117
2015-11-30,1117
2015-12-01,1117
2015-12-02,1117
2015-12-03,1117
2015-12-04,1088
2015-12-05,1088
2015-12-06,1088
2015-12-07,1088
2015-12-08,1088
2015-12-09,1034
2015-12-10,1034
2015-12-11,1034
2015-12-12,1034
2015-12-13,1034
2015-12-14,1034
2015-12-15,984
2015-12-16,984
2015-12-17,984
2015-12-18,984
2015-12-19,984
2015-12-20,936
2015-12-21,936
2015-12-22,936
2015-12-23,936
2015-12-24,936
2015-12-25,936
2015-12-26,891
2015-12-27,891
2015-12-28,891
2015-12-29,891
2015-12-30,847
2015-12-31,847
2016-01-01,847
2016-01-02,847
2016-01-03,847
2016-01-04,804
2016-01-05,804
2016-01-06,804
2016-01-07,804
2016-01-08,804
2016-01-09,765
2016-01-10,765
2016-01-11,765
2016-01-12,765
2016-01-13,765
2016-01-14,726
2016-01-15,726
2016-01-16,726
2016-01-17,726
2016-01-18,726
2016-01-19,726
2016-01-20,726
2016-01-21,726
2016-01-22,690
2016-01-23,690
2016-01-24,690
2016-01-25,690
2016-01-26,690
2016-01-27,690
2016-01-28,690
2016-01-29,690
2016-01-30,690
2016-01-31,657
2016-02-01,657
2016-02-02,657
2016-02-03,657
2016-02-04,657
2016-02-05,657
2016-02-06,657
2016-02-07,657
2016-02-08,657
2016-02-09,657
2016-02-10,625
2016-02-11,625
2016-02-12,625
2016-02-13,625
2016-02-14,625
2016-02-15,625
2016-02-16,625
2016-02-17,625
2016-02-18,625
2016-02-19,599
2016-02-20,599
2016-02-21,599
2016-02-22,599
2016-02-23,599
2016-02-24,599
2016-02-25,599
2016-02-26,599
2016-02-27,599
2016-02-28,587
2016-02-29,587
2016-03-01,587
2016-03-02,587
2016-03-03,587
2016-03-04,587
2016-03-05,587
2016-03-06,587
2016-03-07,587
2016-03-08,587
2016-03-09,560
2016-03-10,560
2016-03-11,560
2016-03-12,560
2016-03-13,560
2016-03-14,560
2016-03-15,560
2016-03-16,560
2016-03-17,560
2016-03-18,560
2016-03-19,538
2016-03-20,538
2016-03-21,538
2016-03-22,538
2016-03-23,538
2016-03-24,538
2016-03-25,538
2016-03-26,538
2016-03-27,538
2016-03-28,559
2016-03-29,559
2016-03-30,559
2016-03-31,559
2016-04-01,559
2016-04-02,559
2016-04-03,559
2016-04-04,559
2016-04-05,559
2016-04-06,559
2016-04-07,533
2016-04-08,533
2016-04-09,533
2016-04-10,533
2016-04-11,533
2016-04-12,533
2016-04-13,533
2016-04-14,533
2016-04-15,533
2016-04-16,533
2016-04-17,508
2016-04-18,508
2016-04-19,508
2016-04-20,508
2016-04-21,508
2016-04-22,508
2016-04-23,508
2016-04-24,508
2016-04-25,508
2016-04-26,508
2016-04-27,488
2016-04-28,488
2016-04-29,488
2016-04-30,488
2016-05-01,488
2016-05-02,488
2016-05-03,488
2016-05-04,488
2016-05-05,488
2016-05-06,488
2016-05-07,491
2016-05-08,491
2016-05-09,491
2016-05-10,491
2016-05-11,491
2016-05-12,491
2016-05-13,491
2016-05-14,491
2016-05-15,491
2016-05-16,489
2016-05-17,489
2016-05-18,489
2016-05-19,489
2016-05-22,489
2016-05-23,489
2016-05-24,489
2016-05-25,491
2016-05-26,491
2016-05-27,491
2016-05-28,491
2016-05-29,491
2016-05-30,491
2016-05-31,491
2016-06-01,491
2016-06-02,491
2016-06-03,483
2016-06-04,483
2016-06-05,483
2016-06-06,483
2016-06-07,483
2016-06-08,483
2016-06-09,483
2016-06-10,483
2016-06-11,483
2016-06-12,461
2016-06-13,461
2016-06-14,461
2016-06-15,461
2016-06-16,461
2016-06-17,461
2016-06-18,461
2016-06-19,461
2016-06-20,441
2016-06-21,441
2016-06-22,441
2016-06-23,441
2016-06-24,441
2016-06-25,441
2016-06-26,441
2016-06-27,441
2016-06-28,435
2016-06-29,435
2016-06-30,435
2016-07-01,435
2016-07-02,435
2016-07-03,435
2016-07-04,435
2016-07-05,435
2016-07-06,435
2016-07-07,420
2016-07-08,420
2016-07-09,420
2016-07-10,420
2016-07-11,420
2016-07-12,420
2016-07-13,420
2016-07-14,420
2016-07-15,420
2016-07-16,416
2016-07-17,416
2016-07-18,416
2016-07-23,416
2016-07-24,416
2016-07-25,416
2016-07-26,416
2016-07-27,407
2016-07-28,407
2016-07-29,407
2016-07-30,407
2016-07-31,407
2016-08-01,407
2016-08-02,407
2016-08-03,407
2016-08-04,407
2016-08-05,407
2016-08-06,407
2016-08-07,407
2016-08-08,393
2016-08-09,393
2016-08-10,393
2016-08-11,393
2016-08-12,393
2016-08-13,393
2016-08-14,393
2016-08-15,393
2016-08-16,393
2016-08-17,393
2016-08-18,393
2016-08-19,393
2016-08-20,376
2016-08-21,376
2016-08-22,376
2016-08-23,376
2016-08-24,376
2016-08-25,376
2016-08-26,376
2016-08-28,376
2016-08-31,376
2016-09-01,364
2016-09-02,364
2016-09-03,364
2016-09-04,364
2016-09-05,364
2016-09-06,364
2016-09-07,364
2016-09-08,364
2016-09-09,364
2016-09-10,364
2016-09-11,364
2016-09-12,364
2016-09-13,349
2016-09-14,349
2016-09-15,349
2016-09-16,349
2016-09-17,349
2016-09-18,349
2016-09-19,349
2016-09-20,349
2016-09-21,349
2016-09-22,349
2016-09-23,349
2016-09-24,349
2016-09-25,334
2016-09-26,334
2016-09-27,334
2016-09-28,334
2016-09-29,334
2016-09-30,334
2016-10-01,334
2016-10-02,334
2016-10-03,334
2016-10-04,334
2016-10-05,334
2016-10-06,334
2016-10-07,334
2016-10-08,321
2016-10-09,321
2016-10-10,321
2016-10-11,321
2016-10-12,321
2016-10-13,321
2016-10-14,321
2016-10-15,321
2016-10-16,321
2016-10-17,321
2016-10-18,321
2016-10-19,320
2016-10-20,320
2016-10-21,320
2016-10-22,320
2016-10-23,320
2016-10-24,320
2016-10-25,320
2016-10-26,320
2016-10-27,320
2016-10-28,320
2016-10-29,320
2016-10-30,313
2016-10-31,313
2016-11-01,313
2016-11-02,313
2016-11-03,313
2016-11-04,313
2016-11-05,313
2016-11-06,313
2016-11-07,313
2016-11-08,313
2016-11-09,313
2016-11-10,309
2016-11-11,309
2016-11-12,309
2016-11-13,309
2016-11-14,309
2016-11-15,309
2016-12-07,281
2016-12-08,277
2016-12-09,277
2016-12-10,277
2016-12-11,277
2016-12-12,277
2016-12-13,277
2016-12-14,277
2016-12-15,277
2016-12-16,277
2016-12-17,280
2016-12-18,280
2016-12-19,280
2016-12-20,280
2016-12-21,280
2016-12-22,280
2016-12-23,280
2016-12-24,280
2016-12-25,286
2016-12-26,286
2016-12-27,286
2016-12-28,286
2016-12-29,286
2016-12-30,286
2016-12-31,286
2017-01-01,286
2017-01-02,280
2017-01-03,280
2017-01-04,280
2017-01-05,280
2017-01-06,280
2017-01-07,280
2017-01-08,287
2017-01-09,287
2017-01-10,287
2017-01-11,287
2017-01-12,287
2017-01-13,287
2017-01-14,287
2017-01-15,277
2017-01-16,277
2017-01-17,277
2017-01-18,277
2017-01-19,277
2017-01-20,277
2017-01-21,281
2017-01-22,281
2017-01-23,281
2017-01-27,281
2017-01-28,288
2017-01-29,288
2017-01-30,288
2017-01-31,288
2017-02-01,288
2017-02-02,288
2017-02-03,288
2017-02-04,294
2017-02-05,294
2017-02-06,294
2017-02-07,294
2017-02-08,294
2017-02-09,294
2017-02-10,305
2017-02-11,305
2017-02-12,305
2017-02-13,305
2017-02-14,305
2017-02-15,313
2017-02-16,313
2017-02-18,313
2017-02-19,313
2017-02-20,311
2017-02-21,311
2017-02-22,311
2017-02-23,311
2017-02-24,311
2017-02-25,311
2017-02-26,306
2017-02-27,306
2017-02-28,306
2017-03-01,306
2017-03-02,306
2017-03-03,300
2017-03-04,300
2017-03-05,300
2017-03-06,300
2017-03-07,300
2017-03-08,300
2017-03-09,300
2017-03-10,300
2017-03-11,300
2017-03-12,300
2017-03-13,308
2017-03-14,308
2017-03-15,308
2017-03-16,308
2017-03-17,308
2017-03-18,308
2017-03-19,316
2017-03-20,316
2017-03-21,316
2017-03-22,316
2017-03-23,316
2017-03-24,302
2017-03-25,302
2017-03-26,302
2017-03-27,302
2017-03-28,302
2017-03-29,292
2017-03-30,292
2017-03-31,292
2017-04-01,292
2017-04-02,292
2017-04-03,289
2017-04-04,289
2017-04-12,278
2017-04-13,278
2017-04-14,278
2017-04-15,279
2017-04-16,279
2017-04-17,279
2017-04-18,279
2017-04-19,279
2017-04-20,285
2017-04-21,285
2017-04-22,285
2017-04-23,285
2017-04-24,285
2017-04-25,271
2017-04-26,271
2017-04-27,271
2017-04-28,271
2017-04-29,271
2017-04-30,271
2017-05-01,258
2017-05-02,258
2017-05-03,258
2017-05-04,258
2017-05-05,258
2017-05-06,258
2017-05-07,264
2017-05-08,264
2017-05-09,264
2017-05-10,264
2017-05-11,264
2017-05-12,264
2017-05-13,278
2017-05-14,278
2017-05-15,278
2017-05-16,278
2017-05-17,278
2017-05-18,278
2017-05-19,278
2017-05-20,292
2017-05-21,292
2017-05-22,292
2017-05-23,292
2017-05-24,292
2017-05-25,292
2017-05-26,292
2017-05-27,293
2017-05-28,293
2017-05-29,293
2017-05-30,293
2017-05-31,293
2017-06-01,293
2017-06-02,293
2017-06-03,286
2017-06-04,286
2017-06-05,286
2017-06-06,286
2017-06-07,286
2017-06-08,286
2017-06-09,275
2017-06-10,275
2017-06-11,275
2017-06-12,275
2017-06-13,275
2017-06-14,281
2017-06-15,281
2017-06-16,281
2017-06-17,281
2017-06-18,281
2017-06-19,281
2017-06-20,281
2017-06-21,280
2017-06-22,280
2017-06-23,280
2017-06-24,280
2017-06-25,280
2017-06-26,280
2017-06-27,276
2017-06-28,276
2017-06-29,276
2017-06-30,276
2017-07-01,276
2017-07-02,276
2017-07-03,262
2017-07-04,262
2017-07-05,262
2017-07-06,262
2017-07-07,262
2017-07-08,262
2017-07-13,250
2017-07-14,250
2017-07-15,239
2017-07-16,239
2017-07-17,239
2017-07-18,239
2017-07-19,239
2017-07-20,239
2017-07-21,241
2017-07-22,241
2017-07-23,241
2017-07-24,241
2017-07-25,241
2017-07-26,241
2017-07-27,237
2017-07-28,237
2017-07-29,237
2017-07-30,237
2017-07-31,237
2017-08-01,237
2017-08-02,229
2017-08-03,229
2017-08-04,229
2017-08-05,229
2017-08-06,229
2017-08-09,231
2017-08-10,231
2017-08-11,231
2017-08-12,231
2017-08-13,231
2017-08-14,232
2017-08-15,232
2017-08-16,232
2017-08-17,232
2017-08-18,232
2017-08-19,232
2017-08-20,244
2017-08-21,244
2017-08-22,244
2017-08-23,244
2017-08-24,244
2017-08-25,244
2017-08-26,253
2017-08-27,253
2017-08-28,253
2017-08-29,253
2017-08-30,253
2017-08-31,253
2017-09-01,253
2017-09-02,261
2017-09-03,261
2017-09-04,261
2017-09-05,261
2017-09-06,261
2017-09-07,261
2017-09-08,261
2017-09-09,272
2017-09-10,272
2017-09-11,272
2017-09-12,272
2017-09-13,272
2017-09-14,272
2017-09-15,272
2017-09-16,274
2017-09-17,274
2017-09-18,274
2017-09-19,274
2017-09-20,274
2017-09-21,274
2017-09-22,272
2017-09-23,272
2017-09-24,272
2017-09-25,272
2017-09-26,272
2017-09-27,272
2017-09-28,272
2017-09-29,277
2017-09-30,277
2017-10-01,277
2017-10-02,277
2017-10-03,277
2017-10-04,277
2017-10-05,277
2017-10-06,277
2017-10-07,263
2017-10-08,263
2017-10-09,263
2017-10-11,263
2017-10-12,263
2017-10-13,253
2017-10-14,253
2017-10-15,253
2017-10-16,253
2017-10-17,253
2017-10-18,253
2017-10-19,265
2017-10-20,265
2017-10-21,265
2017-10-22,265
2017-10-23,265
2017-10-24,265
2017-10-25,266
2017-10-26,266
2017-10-27,266
2017-10-28,266
2017-10-29,266
2017-10-30,266
2017-10-31,253
2017-11-01,253
2017-11-02,253
2017-11-03,253
2017-11-04,253
2017-11-05,253
2017-11-06,241
2017-11-07,241
2017-11-08,241
2017-11-09,241
2017-11-10,241
2017-11-11,241
2017-11-12,241
2017-11-13,234
2017-11-14,234
2017-11-15,234
2017-11-16,234
2017-11-17,234
2017-11-18,234
2017-11-19,228
2017-11-20,228
2017-11-21,228
2017-11-22,228
2017-11-23,228
2017-11-24,228
2017-11-25,225
2017-11-26,225
2017-11-27,225
2017-11-28,225
2017-11-29,225
2017-11-30,225
2017-12-01,230
2017-12-02,230
2017-12-03,230
2017-12-04,230
2017-12-05,230
2017-12-06,230
2017-12-07,231
2017-12-08,231
2017-12-09,231
2017-12-10,231
2017-12-11,231
2017-12-12,231
2017-12-13,225
2017-12-14,225
2017-12-15,225
2017-12-16,225
2017-12-17,225
2017-12-18,233
2017-12-19,233
2017-12-20,233
2017-12-21,233
2017-12-22,233
2017-12-23,233
2017-12-24,233
2017-12-25,230
2017-12-26,230
2017-12-27,230
2017-12-28,230
2017-12-29,230
2017-12-30,228
2017-12-31,228
2018-01-01,228
2018-01-02,228
2018-01-03,228
2018-01-04,228
2018-01-05,234
2018-01-06,234
2018-01-07,234
2018-01-08,234
2018-01-09,234
2018-01-10,241
2018-01-11,241
2018-01-12,241
2018-01-13,241
2018-01-14,241
2018-01-15,247
2018-01-16,247
2018-01-17,247
2018-01-18,247
2018-01-19,247
2018-01-20,238
2018-01-21,238
2018-01-22,238
2018-01-23,238
2018-01-24,238
2018-01-25,238
2018-01-26,238
2018-01-27,238
2018-01-28,229
2018-01-29,229
2018-01-30,229
2018-01-31,229
2018-02-01,217
2018-02-02,217
2018-02-03,217
2018-02-04,212
2018-02-05,212
2018-02-06,212
2018-02-07,204
2018-02-08,204
2018-02-09,204
2018-02-10,204
2018-02-11,198
2018-02-12,198
2018-02-13,198
2018-02-14,198
2018-02-15,197
2018-02-16,197
2018-02-17,197
2018-02-18,202
2018-02-19,202
2018-02-20,202
2018-02-21,204
2018-02-22,204
2018-02-23,204
2018-02-24,204
2018-02-25,207
2018-02-26,207
2018-02-27,207
2018-02-28,207
2018-03-01,203
2018-03-02,203
2018-03-03,194
2018-03-04,194
2018-03-05,194
2018-03-06,194
2018-03-07,184
2018-03-08,184
2018-03-09,184
2018-03-10,175
2018-03-11,175
2018-03-12,175
2018-03-13,175
2018-03-14,169
2018-03-15,169
2018-03-16,169
2018-03-17,169
2018-03-18,175
2018-03-19,175
2018-03-20,175
2018-03-21,175
2018-03-23,171
2018-03-24,171
2018-03-25,171
2018-03-26,175
2018-03-27,175
2018-03-28,175
2018-03-29,177
2018-03-30,177
2018-03-31,177
2018-04-01,177
2018-04-02,177
2018-04-03,177
2018-04-04,177
2018-04-05,177
2018-04-06,179
2018-04-07,179
2018-04-08,179
2018-04-09,179
2018-04-10,179
2018-04-11,179
2018-04-12,179
2018-04-13,179
2018-04-14,179
2018-04-15,179
2018-04-16,179
2018-04-17,182
2018-04-18,182
2018-04-19,182
2018-04-20,182
2018-04-21,182
2018-04-22,182
2018-04-23,182
2018-04-24,182
2018-04-25,192
2018-04-26,192
2018-04-27,192
2018-04-28,192
2018-04-29,191
2018-04-30,191
2018-05-01,191
2018-05-02,191
2018-05-03,200
2018-05-04,200
2018-05-05,200
2018-05-06,200
2018-05-07,202
2018-05-08,202
2018-05-09,202
2018-05-10,202
2018-05-11,208
2018-05-12,208
2018-05-13,208
2018-05-14,208
2018-05-15,218
2018-05-16,218
2018-05-17,218
2018-05-18,219
2018-05-19,219
2018-05-20,219
2018-05-21,228
2018-05-22,228
2018-05-23,228
2018-05-24,228
2018-05-25,217
2018-05-26,217
2018-05-27,217
2018-05-28,224
2018-05-29,224
2018-05-30,224
2018-05-31,224
2018-06-01,231
2018-06-02,231
2018-06-03,231
2018-06-04,228
2018-06-05,228
2018-06-06,228
2018-06-07,239
2018-06-08,239
2018-06-09,239
2018-06-10,246
2018-06-11,246
2018-06-12,246
2018-06-13,239
2018-06-14,239
2018-06-15,239
2018-06-16,239
2018-06-17,238
2018-06-18,238
2018-06-19,238
2018-06-20,238
2018-06-21,237
2018-06-22,237
2018-06-23,237
2018-06-24,237
2018-06-25,226
2018-06-26,226
2018-06-27,226
2018-06-28,226
2018-06-29,224
2018-06-30,224
2018-07-01,224
2018-07-02,223
2018-07-03,223
2018-07-04,223
2018-07-05,233
2018-07-06,233
2018-07-07,233
2018-07-08,233
2018-07-09,233
2018-07-10,233
2018-07-11,243
2018-07-12,243
2018-07-13,243
2018-07-14,244
2018-07-15,244
2018-07-16,244
2018-07-17,232
2018-07-18,232
2018-07-19,232
2018-07-20,232
2018-07-21,227
2018-07-22,227
2018-07-23,223
2018-07-24,223
2018-07-25,223
2018-07-26,213
2018-07-27,213
2018-07-28,213
2018-07-29,216
2018-07-30,216
2018-07-31,227
2018-08-01,227
2018-08-02,227
2018-08-03,239
2018-08-04,239
2018-08-05,244
2018-08-06,244
2018-08-07,244
2018-08-08,245
2018-08-09,245
2018-08-10,245
2018-08-11,245
2018-08-12,242
2018-08-14,242
2018-08-16,241
2018-08-17,241
2018-08-18,246
2018-08-19,246
2018-08-20,234
2018-08-21,234
2018-08-22,234
2018-08-23,222
2018-08-24,222
2018-08-25,218
2018-08-26,218
2018-08-27,218
2018-08-28,213
2018-08-29,213
2018-08-30,213
2018-08-31,219
2018-09-01,219
2018-09-02,219
2018-09-03,230
2018-09-04,230
2018-09-05,230
2018-09-06,237
2018-09-07,237
2018-09-08,245
2018-09-09,245
2018-09-10,245
2018-09-11,245
2018-09-12,252
2018-09-13,252
2018-09-14,252
2018-09-15,265
2018-09-16,265
2018-09-17,265
2018-09-18,276
2018-09-19,276
2018-09-20,276
2018-09-21,279
2018-09-22,279
2018-09-23,281
2018-09-24,281
2018-09-25,281
2018-09-26,280
2018-09-27,280
2018-09-28,280
2018-09-29,280
2018-09-30,282
2018-10-01,282
2018-10-02,282
2018-10-03,289
2018-10-04,289
2018-10-05,289
2018-10-06,287
2018-10-07,287
2018-10-08,287
2018-10-09,290
2018-10-10,290
2018-10-11,290
2018-10-12,284
2018-10-13,284
2018-10-14,285
2018-10-15,285
2018-10-16,285
2018-10-17,300
2018-10-18,300
2018-10-19,300
2018-10-20,303
2018-10-21,303
2018-10-22,303
2018-10-23,309
2018-10-24,309
2018-10-25,309
2018-10-26,320
2018-10-27,320
2018-10-28,316
2018-10-29,316
2018-10-30,316
2018-10-31,325
2018-11-01,325
2018-11-03,308
2018-11-04,308
2018-11-05,294
2018-11-06,294
2018-11-07,296
2018-11-08,296
2018-11-09,296
2018-11-10,283
2018-11-11,283
2018-11-12,285
2018-11-13,285
2018-11-15,282
2018-11-16,282
2018-11-17,292
2018-11-18,292
2018-11-19,307
2018-11-20,307
2018-11-21,322
2018-11-22,322
2018-11-23,332
2018-11-24,332
2018-11-25,342
2018-11-26,342
2018-11-27,342
2018-11-28,351
2018-11-29,351
2018-12-01,359
2018-12-02,357
2018-12-03,357
2018-12-04,367
2018-12-05,367
2018-12-07,385
2018-12-09,389
2018-12-10,391
2018-12-11,391
2018-12-12,405
2018-12-13,405
2018-12-14,385
2018-12-15,385
2018-12-16,365
2018-12-17,365
2018-12-18,347
2018-12-19,347
2018-12-20,331
2018-12-21,331
2018-12-22,322
2018-12-23,324
2018-12-24,324
2018-12-25,315
2018-12-26,315
2018-12-27,321
2018-12-28,321
2018-12-29,336
2018-12-30,336
2018-12-31,350
2019-01-01,350
2019-01-02,362
2019-01-03,362
2019-01-04,368
2019-01-05,366
2019-01-06,378
2019-01-08,385
2019-01-10,398
2019-01-11,398
2019-01-12,406
2019-01-13,406
2019-01-14,408
2019-01-15,408
2019-01-16,422
2019-01-17,422
2019-01-18,442
2019-01-19,442
2019-01-20,441
2019-01-21,441
2019-01-22,428
2019-01-23,428
2019-01-24,436
2019-01-25,436
2019-01-26,448
2019-01-27,426
2019-01-28,412
2019-01-29,412
2019-01-30,413
2019-01-31,413
2019-02-01,392
2019-02-02,392
2019-02-03,382
2019-02-04,382
2019-02-05,363
2019-02-06,363
2019-02-07,376
2019-02-08,376
2019-02-09,382
2019-02-10,382
2019-02-11,379
2019-02-12,379
2019-02-13,379
2019-02-14,379
2019-02-15,361
2019-02-16,361
2019-02-17,346
2019-02-18,346
2019-02-19,335
2019-02-20,335
2019-02-21,321
2019-02-22,321
2019-02-23,304
2019-02-24,296
2019-02-25,284
2019-02-26,284
2019-02-27,288
2019-02-28,288
2019-03-01,295
2019-03-02,295
2019-03-03,310
2019-03-04,310
2019-03-05,326
2019-03-06,326
2019-03-07,342
2019-03-08,342
2019-03-09,342
2019-03-10,324
2019-03-11,324
2019-03-12,307
2019-03-13,307
2019-03-14,294
2019-03-15,294
2019-03-16,280
2019-03-17,267
2019-03-18,267
2019-03-19,255
2019-03-20,246
2019-03-21,246
2019-03-22,246
2019-03-23,250
2019-03-24,250
2019-03-25,250
2019-03-26,260
2019-03-27,260
2019-03-28,260
2019-03-29,273
2019-03-30,273
2019-03-31,273
2019-04-01,282
2019-04-02,282
2019-04-03,270
2019-04-04,270
2019-04-05,262
2019-04-06,262
2019-04-07,252
2019-04-08,252
2019-04-09,240
2019-04-10,240
2019-04-11,228
2019-04-12,227
2019-04-13,227
2019-04-14,217
2019-04-15,217
2019-04-16,210
2019-04-17,210
2019-04-18,210
2019-04-19,203
2019-04-20,203
2019-04-21,192
2019-04-22,192
2019-04-23,186
2019-04-24,186
2019-04-25,183
2019-04-26,183
2019-04-27,175
2019-04-28,175
2019-04-29,169
2019-04-30,169
2019-05-01,177
2019-05-02,177
2019-05-03,178
2019-05-04,178
2019-05-05,176
2019-05-06,176
2019-05-07,176
2019-05-08,174
2019-05-09,174
2019-05-10,174
2019-05-11,165
2019-05-12,165
2019-05-13,160
2019-05-14,160
2019-05-15,160
2019-05-16,153
2019-05-17,153
2019-05-18,147
2019-05-19,147
2019-05-20,149
2019-05-21,149
2019-05-22,149
2019-05-23,142
2019-05-24,142
2019-05-25,135
2019-05-26,135
2019-05-27,131
2019-05-28,131
2019-05-29,125
2019-05-30,125
2019-05-31,125
2019-06-01,125
2019-06-02,125
2019-06-03,122
2019-06-04,122
2019-06-05,119
2019-06-06,119
2019-06-07,119
2019-06-08,119
2019-06-09,119
2019-06-10,119
2019-06-11,125
2019-06-12,125
2019-06-13,131
2019-06-14,131
2019-06-15,131
2019-06-16,137
2019-06-17,137
2019-06-18,137
2019-06-19,143
2019-06-20,143
2019-06-21,143
2019-06-22,150
2019-06-23,150
2019-06-24,154
2019-06-25,154
2019-06-26,154
2019-06-27,148
2019-06-28,148
2019-06-29,148
2019-06-30,148
2019-07-01,148
2019-07-02,148
2019-07-03,147
2019-07-04,147
2019-07-05,147
2019-07-06,144
2019-07-07,144
2019-07-08,141
2019-07-09,141
2019-07-10,137
2019-07-11,137
2019-07-12,135
2019-07-13,135
2019-07-14,140
2019-07-15,140
2019-07-16,140
2019-07-17,141
2019-07-18,141
2019-07-19,141
2019-07-20,142
2019-07-21,142
2019-07-22,147
