date_obj,Rune%20full%20helm%20(t) price
2016-01-13,28670
2016-01-14,28235
2016-01-15,28235
2016-01-16,28079
2016-01-17,28079
2016-01-18,27563
2016-01-19,27563
2016-01-20,27074
2016-01-21,27074
2016-01-22,26528
2016-01-23,26528
2016-01-24,25770
2016-01-25,25427
2016-01-26,25427
2016-01-27,24599
2016-01-28,24599
2016-01-29,23715
2016-01-30,23715
2016-01-31,23602
2016-02-01,23058
2016-02-02,23058
2016-02-03,22262
2016-02-04,22262
2016-02-05,22126
2016-02-06,22320
2016-02-07,22320
2016-02-08,22045
2016-02-09,22045
2016-02-10,22590
2016-02-11,22590
2016-02-12,22981
2016-02-13,23414
2016-02-14,23414
2016-02-15,23809
2016-02-16,23809
2016-02-17,23540
2016-02-18,23540
2016-02-19,24133
2016-02-20,24133
2016-02-21,24156
2016-02-22,24156
2016-02-23,23845
2016-02-24,23845
2016-02-25,23766
2016-02-26,23766
2016-02-27,23882
2016-02-28,23882
2016-02-29,24003
2016-03-01,24003
2016-03-02,24053
2016-03-03,24053
2016-03-04,24415
2016-03-05,24415
2016-03-06,24831
2016-03-07,24831
2016-03-08,25198
2016-03-09,25198
2016-03-10,25962
2016-03-11,25962
2016-03-12,26549
2016-03-13,26549
2016-03-14,26323
2016-03-15,26323
2016-03-16,26269
2016-03-17,26269
2016-03-18,27071
2016-03-19,27071
2016-03-20,26773
2016-03-21,26773
2016-03-22,26771
2016-03-23,26655
2016-03-24,26655
2016-03-25,26383
2016-03-26,26383
2016-03-27,26547
2016-03-28,26780
2016-03-29,26780
2016-03-30,27012
2016-03-31,27012
2016-04-01,27186
2016-04-02,27186
2016-04-03,27224
2016-04-04,27224
2016-04-05,26954
2016-04-06,26954
2016-04-07,26928
2016-04-08,26928
2016-04-09,26851
2016-04-10,26989
2016-04-11,26989
2016-04-12,26765
2016-04-13,26765
2016-04-14,26868
2016-04-15,26758
2016-04-16,26758
2016-04-17,26775
2016-04-18,26711
2016-04-19,26711
2016-04-20,26495
2016-04-21,26495
2016-04-22,26495
2016-04-23,26584
2016-04-24,26584
2016-04-25,26324
2016-04-26,26324
2016-04-27,26920
2016-04-28,26920
2016-04-29,27035
2016-04-30,27035
2016-05-01,26914
2016-05-02,26914
2016-05-03,27468
2016-05-04,27468
2016-05-05,27632
2016-05-06,27632
2016-05-07,27524
2016-05-08,27524
2016-05-09,27835
2016-05-10,27835
2016-05-11,27599
2016-05-12,27599
2016-05-13,26639
2016-05-14,26639
2016-05-15,26751
2016-05-16,26751
2016-05-17,27107
2016-05-18,27107
2016-05-19,27397
2016-05-22,27231
2016-05-23,26787
2016-05-24,26799
2016-05-25,26799
2016-05-26,26676
2016-05-27,26742
2016-05-28,26742
2016-05-29,26101
2016-05-30,26101
2016-05-31,26230
2016-06-01,26228
2016-06-02,26228
2016-06-03,25408
2016-06-04,24618
2016-06-05,24618
2016-06-06,24086
2016-06-07,24086
2016-06-08,24001
2016-06-09,24001
2016-06-10,23946
2016-06-11,23946
2016-06-12,23382
2016-06-13,23382
2016-06-14,23365
2016-06-15,23365
2016-06-16,23932
2016-06-17,24013
2016-06-18,24013
2016-06-19,24222
2016-06-20,24222
2016-06-21,24127
2016-06-22,24165
2016-06-23,24165
2016-06-24,24076
2016-06-25,23949
2016-06-26,23949
2016-06-27,23451
2016-06-28,23451
2016-06-29,23486
2016-06-30,23554
2016-07-01,22982
2016-07-02,22982
2016-07-03,22965
2016-07-04,22718
2016-07-05,22718
2016-07-06,22415
2016-07-07,22415
2016-07-08,22323
2016-07-09,22155
2016-07-10,22353
2016-07-11,22240
2016-07-12,22240
2016-07-13,22363
2016-07-14,22363
2016-07-15,22493
2016-07-16,22493
2016-07-17,22333
2016-07-18,21873
2016-07-23,21631
2016-07-24,21366
2016-07-25,21366
2016-07-26,21148
2016-07-27,21148
2016-07-28,21330
2016-07-29,21200
2016-07-30,21166
2016-07-31,21166
2016-08-01,21396
2016-08-02,21596
2016-08-03,21874
2016-08-04,21874
2016-08-05,21742
2016-08-06,21742
2016-08-07,21682
2016-08-08,21682
2016-08-09,21540
2016-08-10,21540
2016-08-11,21664
2016-08-12,21664
2016-08-13,21390
2016-08-14,21390
2016-08-15,21391
2016-08-16,21391
2016-08-17,21299
2016-08-18,21299
2016-08-19,21435
2016-08-20,21435
2016-08-21,21559
2016-08-22,21559
2016-08-23,21534
2016-08-24,21534
2016-08-25,21569
2016-08-26,21569
2016-08-28,21702
2016-08-31,21630
2016-09-01,21732
2016-09-02,21732
2016-09-03,22092
2016-09-04,22335
2016-09-05,22460
2016-09-06,22460
2016-09-07,22623
2016-09-08,22623
2016-09-09,22708
2016-09-10,22356
2016-09-11,22356
2016-09-12,22622
2016-09-13,22645
2016-09-14,22645
2016-09-15,22476
2016-09-16,22476
2016-09-17,22295
2016-09-18,22295
2016-09-19,22097
2016-09-20,22097
2016-09-21,21846
2016-09-22,22267
2016-09-23,22267
2016-09-24,22267
2016-09-25,22364
2016-09-26,22364
2016-09-27,22785
2016-09-28,22785
2016-09-29,22735
2016-09-30,22738
2016-10-01,22738
2016-10-02,22847
2016-10-03,22847
2016-10-04,23107
2016-10-05,23107
2016-10-06,23329
2016-10-07,23329
2016-10-08,22753
2016-10-09,22753
2016-10-10,22499
2016-10-11,22499
2016-10-12,22115
2016-10-13,21841
2016-10-14,21841
2016-10-15,22227
2016-10-16,22227
2016-10-17,22119
2016-10-18,22119
2016-10-19,22171
2016-10-20,22171
2016-10-21,22233
2016-10-22,22233
2016-10-23,22228
2016-10-24,22228
2016-10-25,22437
2016-10-26,22777
2016-10-27,22777
2016-10-28,22777
2016-10-29,22656
2016-10-30,22656
2016-10-31,22743
2016-11-01,22743
2016-11-02,22930
2016-11-03,22930
2016-11-04,22956
2016-11-05,22956
2016-11-06,22885
2016-11-07,22885
2016-11-08,22695
2016-11-09,22695
2016-11-10,22576
2016-11-11,22576
2016-11-12,22664
2016-11-13,22664
2016-11-14,22214
2016-12-08,24053
2016-12-09,24053
2016-12-10,23680
2016-12-11,23680
2016-12-12,23674
2016-12-13,23674
2016-12-14,23596
2016-12-15,23596
2016-12-16,24386
2016-12-17,24337
2016-12-18,24337
2016-12-19,24315
2016-12-20,24315
2016-12-21,24068
2016-12-22,24068
2016-12-23,23765
2016-12-24,23765
2016-12-25,23871
2016-12-26,23871
2016-12-27,23847
2016-12-28,23847
2016-12-29,23705
2016-12-30,23705
2016-12-31,23716
2017-01-01,23716
2017-01-02,23906
2017-01-03,23906
2017-01-04,23865
2017-01-05,23865
2017-01-06,23739
2017-01-07,23608
2017-01-08,23608
2017-01-09,23557
2017-01-10,23557
2017-01-11,24067
2017-01-12,23840
2017-01-13,23840
2017-01-14,24253
2017-01-15,24183
2017-01-16,24183
2017-01-17,24382
2017-01-18,24382
2017-01-19,24135
2017-01-20,24135
2017-01-21,23820
2017-01-22,23820
2017-01-27,23018
2017-01-28,22614
2017-01-29,22404
2017-01-30,22404
2017-01-31,22137
2017-02-01,21973
2017-02-02,21973
2017-02-03,21790
2017-02-04,21778
2017-02-05,21778
2017-02-06,21703
2017-02-07,21703
2017-02-08,21764
2017-02-09,21764
2017-02-10,22045
2017-02-11,22532
2017-02-12,22532
2017-02-13,22566
2017-02-14,22445
2017-02-15,22445
2017-02-16,22722
2017-02-18,23161
2017-02-19,23743
2017-02-20,23743
2017-02-21,23751
2017-02-22,23751
2017-02-23,23813
2017-02-24,23813
2017-02-25,23856
2017-02-26,23856
2017-02-27,23504
2017-02-28,23324
2017-03-01,23324
2017-03-02,22955
2017-03-03,22955
2017-03-04,22892
2017-03-05,22892
2017-03-06,23216
2017-03-07,23216
2017-03-08,22766
2017-03-09,22766
2017-03-10,22642
2017-03-11,22171
2017-03-12,22171
2017-03-13,22338
2017-03-14,22450
2017-03-15,22450
2017-03-16,22453
2017-03-17,22453
2017-03-18,22499
2017-03-19,22258
2017-03-20,22295
2017-03-21,22261
2017-03-22,22261
2017-03-23,22617
2017-03-24,22574
2017-03-25,22574
2017-03-26,22319
2017-03-27,22434
2017-03-28,22434
2017-03-29,22149
2017-03-30,22149
2017-03-31,22262
2017-04-01,22262
2017-04-02,22305
2017-04-03,22137
2017-04-04,22137
2017-04-12,22124
2017-04-13,22051
2017-04-14,22051
2017-04-15,22355
2017-04-16,22826
2017-04-17,23247
2017-04-18,23247
2017-04-19,23901
2017-04-20,23901
2017-04-21,24198
2017-04-22,24198
2017-04-23,24360
2017-04-24,24360
2017-04-25,24525
2017-04-26,24525
2017-04-27,24874
2017-04-28,24874
2017-04-29,25202
2017-04-30,25202
2017-05-01,25586
2017-05-02,25679
2017-05-03,25679
2017-05-04,25548
2017-05-05,25548
2017-05-06,25098
2017-05-07,25098
2017-05-08,24415
2017-05-09,24155
2017-05-10,24155
2017-05-11,24200
2017-05-12,24200
2017-05-13,24351
2017-05-14,24351
2017-05-15,24168
2017-05-16,24455
2017-05-17,24455
2017-05-18,24326
2017-05-19,24326
2017-05-20,23869
2017-05-21,23869
2017-05-22,23986
2017-05-23,23986
2017-05-24,23871
2017-05-25,23871
2017-05-26,23164
2017-05-27,23164
2017-05-28,22623
2017-05-29,22623
2017-05-30,22353
2017-05-31,22353
2017-06-01,22253
2017-06-02,21909
2017-06-03,21909
2017-06-06,21478
2017-06-07,21774
2017-06-08,21774
2017-06-09,21869
2017-06-10,21660
2017-06-11,21690
2017-06-12,21690
2017-06-13,21950
2017-06-14,21950
2017-06-15,22228
2017-06-16,22228
2017-06-17,22506
2017-06-18,22403
2017-06-19,22403
2017-06-20,22386
2017-06-21,22386
2017-06-22,22181
2017-06-23,22181
2017-06-24,21790
2017-06-25,21790
2017-06-26,21574
2017-06-27,21574
2017-06-28,21519
2017-06-29,21519
2017-06-30,21357
2017-07-01,21357
2017-07-02,21269
2017-07-03,21262
2017-07-04,21570
2017-07-05,21570
2017-07-06,21754
2017-07-07,21754
2017-07-08,21754
2017-07-13,22198
2017-07-14,22143
2017-07-15,22143
2017-07-16,21776
2017-07-17,21776
2017-07-18,21566
2017-07-19,21566
2017-07-20,21356
2017-07-21,21356
2017-07-22,21278
2017-07-23,21278
2017-07-24,21479
2017-07-25,21479
2017-07-26,21618
2017-07-27,21618
2017-07-28,21789
2017-07-29,21789
2017-07-30,21873
2017-07-31,21873
2017-08-01,22489
2017-08-02,23023
2017-08-03,23023
2017-08-04,23399
2017-08-05,23577
2017-08-06,23577
2017-08-09,23705
2017-08-10,23636
2017-08-11,23636
2017-08-12,23462
2017-08-13,23462
2017-08-14,23358
2017-08-15,23098
2017-08-17,23216
2017-08-18,23216
2017-08-19,23590
2017-08-20,23007
2017-08-21,23007
2017-08-22,22832
2017-08-23,22832
2017-08-24,22597
2017-08-25,22597
2017-08-26,22609
2017-08-27,22609
2017-08-28,22332
2017-08-29,22332
2017-08-30,22091
2017-08-31,22091
2017-09-01,22502
2017-09-02,22277
2017-09-03,22277
2017-09-04,22495
2017-09-05,22259
2017-09-06,22259
2017-09-07,22338
2017-09-08,22338
2017-09-09,22477
2017-09-10,22477
2017-09-11,22664
2017-09-12,22664
2017-09-13,22486
2017-09-14,22653
2017-09-15,22653
2017-09-16,22582
2017-09-17,22680
2017-09-19,22816
2017-09-20,22942
2017-09-21,22942
2017-09-22,22700
2017-09-23,22700
2017-09-24,22658
2017-09-25,22658
2017-09-26,22623
2017-09-27,22623
2017-09-28,22547
2017-09-29,22321
2017-09-30,22321
2017-10-01,22369
2017-10-02,22369
2017-10-03,22044
2017-10-04,22044
2017-10-05,21882
2017-10-06,21882
2017-10-07,21738
2017-10-08,21738
2017-10-09,21492
2017-10-10,21670
2017-10-11,21670
2017-10-12,21407
2017-10-13,21407
2017-10-14,21483
2017-10-15,21483
2017-10-16,21594
2017-10-17,21594
2017-10-18,21752
2017-10-19,21752
2017-10-20,22498
2017-10-21,22498
2017-10-22,22796
2017-10-23,22796
2017-10-24,23002
2017-10-25,22693
2017-10-26,22693
2017-10-27,22626
2017-10-28,22626
2017-10-29,22665
2017-10-30,22665
2017-10-31,22879
2017-11-01,22879
2017-11-02,23212
2017-11-03,23212
2017-11-04,23063
2017-11-05,23063
2017-11-06,23207
2017-11-07,23207
2017-11-08,23006
2017-11-09,23006
2017-11-10,22997
2017-11-11,22997
2017-11-12,23645
2017-11-13,23645
2017-11-14,23996
2017-11-15,23996
2017-11-16,24006
2017-11-17,24006
2017-11-18,24095
2017-11-19,24095
2017-11-20,24408
2017-11-21,24408
2017-11-22,24739
2017-11-23,24739
2017-11-24,24562
2017-11-25,24562
2017-11-26,24535
2017-11-27,24535
2017-11-28,24349
2017-11-29,24349
2017-11-30,24889
2017-12-01,24680
2017-12-02,24680
2017-12-03,24532
2017-12-04,24532
2017-12-05,24881
2017-12-06,24881
2017-12-07,24853
2017-12-08,24853
2017-12-09,24768
2017-12-10,24989
2017-12-11,24989
2017-12-12,24598
2017-12-13,24598
2017-12-14,24545
2017-12-15,24341
2017-12-16,24341
2017-12-17,24194
2017-12-18,24579
2017-12-19,24579
2017-12-20,24775
2017-12-21,24775
2017-12-22,24775
2017-12-23,24997
2017-12-24,24997
2017-12-25,24902
2017-12-26,24897
2017-12-27,24992
2017-12-28,24992
2017-12-29,24993
2017-12-30,25176
2017-12-31,25176
2018-01-01,25075
2018-01-02,25075
2018-01-03,25039
2018-01-04,25039
2018-01-05,24997
2018-01-06,24935
2018-01-07,24935
2018-01-08,25412
2018-01-09,25421
2018-01-10,25421
2018-01-11,25016
2018-01-12,25016
2018-01-13,24646
2018-01-14,24261
2018-01-15,23876
2018-01-16,24141
2018-01-17,24411
2018-01-18,24871
2018-01-19,24871
2018-01-20,24888
2018-01-21,24888
2018-01-22,25013
2018-01-23,25398
2018-01-24,25505
2018-01-25,25394
2018-01-26,25448
2018-01-27,25154
2018-01-28,24953
2018-01-29,24615
2018-01-30,24945
2018-01-31,25143
2018-02-01,25357
2018-02-02,25470
2018-02-03,25115
2018-02-04,25247
2018-02-05,25155
2018-02-06,25462
2018-02-07,25535
2018-02-08,25535
2018-02-09,25521
2018-02-10,24968
2018-02-11,25253
2018-02-12,25089
2018-02-13,25118
2018-02-14,25326
2018-02-15,24959
2018-02-16,24924
2018-02-17,24995
2018-02-18,25043
2018-02-19,25169
2018-02-20,25266
2018-02-21,24736
2018-02-22,25092
2018-02-23,25332
2018-02-24,25436
2018-02-25,25225
2018-02-26,25203
2018-02-27,25185
2018-02-28,24378
2018-03-01,24299
2018-03-02,24553
2018-03-03,24850
2018-03-04,24850
2018-03-05,24757
2018-03-06,24284
2018-03-07,24639
2018-03-08,24853
2018-03-09,25051
2018-03-10,25274
2018-03-11,25179
2018-03-12,25268
2018-03-13,25259
2018-03-14,25723
2018-03-15,25618
2018-03-16,25512
2018-03-17,25315
2018-03-18,24975
2018-03-19,24975
2018-03-20,25353
2018-03-21,25223
2018-03-23,25293
2018-03-24,25107
2018-03-26,25426
2018-03-27,25371
2018-03-28,25270
2018-03-29,25151
2018-03-30,25070
2018-03-31,24954
2018-04-01,24732
2018-04-02,24584
2018-04-03,24817
2018-04-04,24672
2018-04-05,24670
2018-04-06,24641
2018-04-08,25299
2018-04-09,25440
2018-04-10,26130
2018-04-11,26378
2018-04-12,26239
2018-04-13,26153
2018-04-14,26138
2018-04-15,26091
2018-04-16,26000
2018-04-17,26005
2018-04-18,25842
2018-04-19,26418
2018-04-20,26619
2018-04-21,26311
2018-04-22,26024
2018-04-23,26197
2018-04-24,26689
2018-04-25,26674
2018-04-26,26699
2018-04-27,26635
2018-04-28,26312
2018-04-29,26000
2018-04-30,26159
2018-05-01,26032
2018-05-02,26382
2018-05-03,26070
2018-05-04,26036
2018-05-05,25915
2018-05-06,25915
2018-05-07,26134
2018-05-08,26559
2018-05-09,27064
2018-05-10,27174
2018-05-11,27630
2018-05-12,27716
2018-05-13,27716
2018-05-14,27746
2018-05-15,27642
2018-05-16,27487
2018-05-17,28229
2018-05-18,28103
2018-05-19,28199
2018-05-20,27777
2018-05-21,28014
2018-05-22,28014
2018-05-23,27675
2018-05-24,27636
2018-05-25,26942
2018-05-26,26638
2018-05-27,26638
2018-05-28,26907
2018-05-29,26701
2018-05-30,26479
2018-05-31,26105
2018-06-01,26138
2018-06-02,26428
2018-06-03,26740
2018-06-04,27187
2018-06-05,27373
2018-06-06,27731
2018-06-07,27731
2018-06-08,27220
2018-06-09,27311
2018-06-10,27071
2018-06-11,26946
2018-06-12,27179
2018-06-13,27958
2018-06-14,28298
2018-06-15,28238
2018-06-16,28160
2018-06-17,27505
2018-06-18,27451
2018-06-19,27117
2018-06-20,27117
2018-06-21,26416
2018-06-22,26284
2018-06-23,26284
2018-06-24,25804
2018-06-25,25742
2018-06-26,25979
2018-06-27,25950
2018-06-28,25955
2018-06-29,25567
2018-06-30,25714
2018-07-01,26043
2018-07-02,25631
2018-07-03,26027
2018-07-04,26247
2018-07-05,26362
2018-07-06,26051
2018-07-07,25401
2018-07-08,24894
2018-07-09,24272
2018-07-10,23871
2018-07-11,23802
2018-07-12,23624
2018-07-13,23963
2018-07-14,23795
2018-07-15,23795
2018-07-16,24003
2018-07-17,23898
2018-07-18,23885
2018-07-19,23551
2018-07-20,23425
2018-07-21,23338
2018-07-22,23577
2018-07-23,24040
2018-07-24,24597
2018-07-25,24280
2018-07-26,23940
2018-07-27,23753
2018-07-28,23631
2018-07-29,23674
2018-07-30,24454
2018-07-31,25494
2018-08-01,25494
2018-08-02,25394
2018-08-03,25485
2018-08-04,25877
2018-08-05,26024
2018-08-06,26144
2018-08-07,26464
2018-08-08,27052
2018-08-09,26696
2018-08-10,26632
2018-08-11,26235
2018-08-12,26047
2018-08-14,26690
2018-08-16,26575
2018-08-17,26419
2018-08-18,26439
2018-08-19,26200
2018-08-20,25078
2018-08-21,25047
2018-08-22,24888
2018-08-23,25428
2018-08-24,25537
2018-08-25,25651
2018-08-26,25166
2018-08-27,25427
2018-08-28,24883
2018-08-29,24976
2018-08-30,25212
2018-08-31,25072
2018-09-01,25400
2018-09-02,25255
2018-09-03,25187
2018-09-04,25145
2018-09-05,25231
2018-09-06,25231
2018-09-07,24829
2018-09-08,25079
2018-09-09,25601
2018-09-10,26349
2018-09-11,26534
2018-09-12,27049
2018-09-13,27281
2018-09-14,27338
2018-09-15,27547
2018-09-16,27425
2018-09-17,27423
2018-09-18,27234
2018-09-19,27463
2018-09-20,27488
2018-09-21,27715
2018-09-22,28392
2018-09-23,29185
2018-09-24,29044
2018-09-25,28548
2018-09-26,29049
2018-09-27,29110
2018-09-28,30015
2018-09-29,30873
2018-09-30,31909
2018-10-02,34105
2018-10-03,34648
2018-10-04,34648
2018-10-05,34771
2018-10-06,34062
2018-10-07,33034
2018-10-08,32626
2018-10-09,32648
2018-10-10,32736
2018-10-11,32008
2018-10-12,32097
2018-10-13,31585
2018-10-14,32037
2018-10-15,32762
2018-10-16,33220
2018-10-17,32815
2018-10-18,32468
2018-10-19,32600
2018-10-20,31828
2018-10-21,31251
2018-10-22,30043
2018-10-23,29507
2018-10-24,29948
2018-10-25,30614
2018-10-26,31040
2018-10-27,31801
2018-10-28,32460
2018-10-29,32810
2018-10-30,33324
2018-10-31,33629
2018-11-01,35059
2018-11-03,35668
2018-11-04,36361
2018-11-05,37988
2018-11-06,39844
2018-11-07,41485
2018-11-08,43105
2018-11-09,45170
2018-11-10,47155
2018-11-11,49513
2018-11-12,51937
2018-11-13,54534
2018-11-14,57099
2018-11-15,59626
2018-11-16,62260
2018-11-17,64643
2018-11-18,67061
2018-11-19,70347
2018-11-20,73732
2018-11-21,75502
2018-11-22,78567
2018-11-23,79893
2018-11-24,81479
2018-11-25,81336
2018-11-26,81025
2018-11-27,82117
2018-11-28,82915
2018-11-29,82424
2018-12-01,77217
2018-12-02,75231
2018-12-03,73422
2018-12-04,71035
2018-12-05,68789
2018-12-07,63669
2018-12-09,60232
2018-12-10,58555
2018-12-11,57661
2018-12-12,56332
2018-12-13,54666
2018-12-14,52860
2018-12-15,51435
2018-12-16,51289
2018-12-17,51421
2018-12-18,51466
2018-12-19,51826
2018-12-20,51063
2018-12-21,49868
2018-12-22,49596
2018-12-23,49957
2018-12-24,50427
2018-12-25,50393
2018-12-26,49836
2018-12-27,50190
2018-12-28,50161
2018-12-29,50235
2018-12-30,49060
2018-12-31,48930
2019-01-01,48549
2019-01-02,48463
2019-01-03,48130
2019-01-04,48039
2019-01-05,46857
2019-01-06,46114
2019-01-08,44856
2019-01-10,43823
2019-01-11,43847
2019-01-12,43447
2019-01-13,43229
2019-01-14,42060
2019-01-15,40993
2019-01-16,40552
2019-01-17,39892
2019-01-18,39341
2019-01-19,38414
2019-01-20,37376
2019-01-21,36165
2019-01-22,35664
2019-01-23,35466
2019-01-24,35266
2019-01-25,34887
2019-01-26,34423
2019-01-27,33919
2019-01-28,33447
2019-01-29,32825
2019-01-30,31939
2019-01-31,31196
2019-02-01,30519
2019-02-02,29246
2019-02-03,28894
2019-02-04,28865
2019-02-05,28981
2019-02-06,28839
2019-02-07,28618
2019-02-08,28719
2019-02-09,29238
2019-02-10,29593
2019-02-11,30081
2019-02-12,30297
2019-02-13,30695
2019-02-14,30533
2019-02-15,30750
2019-02-16,30752
2019-02-17,30709
2019-02-18,30625
2019-02-19,31058
2019-02-20,30351
2019-02-21,30133
2019-02-22,29852
2019-02-23,29286
2019-02-24,28746
2019-02-25,28235
2019-02-26,28230
2019-02-27,28381
2019-02-28,27709
2019-03-01,27587
2019-03-02,27665
2019-03-03,27590
2019-03-04,27925
2019-03-05,28508
2019-03-06,29058
2019-03-07,29445
2019-03-08,29445
2019-03-09,29790
2019-03-10,29866
2019-03-11,29201
2019-03-12,29402
2019-03-13,29684
2019-03-14,29813
2019-03-15,30107
2019-03-16,30001
2019-03-17,30081
2019-03-18,30004
2019-03-19,29982
2019-03-20,30270
2019-03-21,30432
2019-03-22,30127
2019-03-23,30470
2019-03-24,30723
2019-03-25,30550
2019-03-26,30425
2019-03-27,30322
2019-03-28,29319
2019-03-29,28502
2019-03-30,28502
2019-03-31,28162
2019-04-01,28524
