date_obj,Zamorakian%20spear price
2016-03-23,7315168
2016-03-24,7423778
2016-03-25,7495499
2016-03-26,7431435
2016-03-27,7468881
2016-03-28,7385087
2016-03-29,7212143
2016-03-30,7212143
2016-03-31,6918226
2016-04-01,6765360
2016-04-02,6830547
2016-04-03,7033349
2016-04-04,7006682
2016-04-05,6898122
2016-04-06,6924042
2016-04-07,6949451
2016-04-08,7010213
2016-04-09,6961964
2016-04-10,6932088
2016-04-11,6932088
2016-04-12,6810529
2016-04-13,6803255
2016-04-14,6767001
2016-04-15,7015857
2016-04-16,7034165
2016-04-17,7078418
2016-04-18,6939827
2016-04-19,6993293
2016-04-20,6968659
2016-04-21,7023058
2016-04-22,6958326
2016-04-23,6979145
2016-04-24,7039161
2016-04-25,7154506
2016-04-26,7120819
2016-04-27,7355705
2016-04-28,7700949
2016-04-29,7873314
2016-04-30,8214975
2016-05-01,8483156
2016-05-02,8148807
2016-05-03,7897215
2016-05-04,7719759
2016-05-05,7525089
2016-05-06,7525089
2016-05-07,7199764
2016-05-08,7136080
2016-05-09,7227880
2016-05-10,7243290
2016-05-11,7167537
2016-05-12,7057693
2016-05-13,7059092
2016-05-14,7181187
2016-05-15,7173872
2016-05-16,7304700
2016-05-17,7517811
2016-05-18,7813617
2016-05-19,7717544
2016-05-22,8281075
2016-05-23,8252679
2016-05-24,8205693
2016-05-25,8182649
2016-05-26,8161336
2016-05-27,8360143
2016-05-28,8375255
2016-05-29,8507533
2016-05-30,8568706
2016-05-31,8582209
2016-06-01,8552169
2016-06-02,8485477
2016-06-03,8508545
2016-06-04,8499327
2016-06-05,8698750
2016-06-06,8530412
2016-06-07,8305688
2016-06-08,8131441
2016-06-09,8004854
2016-06-10,8063719
2016-06-11,8050033
2016-06-12,8004745
2016-06-13,7874591
2016-06-14,7811347
2016-06-15,7889692
2016-06-16,7858657
2016-06-17,7822939
2016-06-18,7740801
2016-06-19,7588508
2016-06-20,7495744
2016-06-21,7711583
2016-06-22,7558941
2016-06-23,7568188
2016-06-24,7535296
2016-06-25,7475515
2016-06-26,7422919
2016-06-27,7429964
2016-06-28,7429905
2016-06-29,7405729
2016-06-30,7423246
2016-07-01,7370469
2016-07-02,7309819
2016-07-03,7441793
2016-07-04,7462884
2016-07-05,7548725
2016-07-06,7471050
2016-07-07,7345050
2016-07-08,7282605
2016-07-09,7266005
2016-07-10,7189374
2016-07-11,7068014
2016-07-12,7081787
2016-07-13,7065560
2016-07-14,7108073
2016-07-15,7135015
2016-07-16,7173672
2016-07-17,7506410
2016-07-18,7744180
2016-07-24,7313866
2016-07-25,7192467
2016-07-26,7406095
2016-07-27,7200175
2016-07-28,7134282
2016-07-29,7124628
2016-07-30,7079964
2016-07-31,7112031
2016-08-01,7077950
2016-08-02,7059417
2016-08-03,7085309
2016-08-04,7083749
2016-08-05,7139658
2016-08-06,7238387
2016-08-07,7266058
2016-08-08,7355730
2016-08-09,7234728
2016-08-10,7162376
2016-08-11,7208771
2016-08-12,7143301
2016-08-13,7146537
2016-08-14,7201678
2016-08-15,7355715
2016-08-16,7282265
2016-08-17,7259024
2016-08-18,7067592
2016-08-19,6969203
2016-08-20,7079315
2016-08-21,7200736
2016-08-22,7165845
2016-08-23,7098739
2016-08-24,7064001
2016-08-25,6997867
2016-08-26,7033015
2016-08-28,7365136
2016-08-31,7397588
2016-09-01,7433359
2016-09-02,7409480
2016-09-03,7344661
2016-09-04,7330054
2016-09-05,7304161
2016-09-06,7276169
2016-09-07,7180600
2016-09-08,7145614
2016-09-09,7129407
2016-09-10,7020406
2016-09-11,6978010
2016-09-12,6925805
2016-09-13,6948993
2016-09-14,6934747
2016-09-15,6941840
2016-09-16,7012794
2016-09-17,6997804
2016-09-18,7263807
2016-09-19,7436608
2016-09-20,7385922
2016-09-21,7375064
2016-09-22,7341946
2016-09-23,7441314
2016-09-24,7302158
2016-09-25,7261029
2016-09-26,7228927
2016-09-27,7118514
2016-09-28,7048207
2016-09-29,7056539
2016-09-30,7026761
2016-10-01,7092583
2016-10-02,7025319
2016-10-03,6993913
2016-10-04,6991713
2016-10-05,6933061
2016-10-06,6885010
2016-10-07,6987819
2016-10-08,6975528
2016-10-09,6960169
2016-10-10,6913477
2016-10-11,6917302
2016-10-12,6921358
2016-10-13,6905345
2016-10-14,6908545
2016-10-15,6988392
2016-10-16,7035441
2016-10-17,6963573
2016-10-18,6954196
2016-10-19,6969469
2016-10-20,6941451
2016-10-21,6909070
2016-10-22,6944602
2016-10-23,6940106
2016-10-24,6931742
2016-10-25,6982726
2016-10-26,6964101
2016-10-27,6937960
2016-10-28,6935807
2016-10-29,6918237
2016-10-30,6926254
2016-10-31,6914348
2016-11-01,6926703
2016-11-02,6855097
2016-11-03,6668230
2016-11-04,6721290
2016-11-05,6789648
2016-11-06,6733689
2016-11-07,6747430
2016-11-08,6739104
2016-11-09,6658539
2016-11-10,6461758
2016-11-11,6204249
2016-11-12,6173105
2016-11-13,6168061
2016-11-14,6214888
2016-12-08,6157160
2016-12-09,6163669
2016-12-10,6217062
2016-12-11,6160823
2016-12-12,6168583
2016-12-13,6195300
2016-12-14,6087894
2016-12-15,6036032
2016-12-16,6041697
2016-12-17,6198808
2016-12-18,6276265
2016-12-19,6242737
2016-12-20,6346793
2016-12-21,6350938
2016-12-22,6414936
2016-12-23,6687001
2016-12-24,6709055
2016-12-25,6662234
2016-12-26,6951486
2016-12-27,6891568
2016-12-28,6888156
2016-12-29,6802217
2016-12-30,6859059
2016-12-31,7140931
2017-01-01,7339611
2017-01-02,7572581
2017-01-03,7526788
2017-01-04,7377772
2017-01-05,7746661
2017-01-06,8133995
2017-01-07,8316822
2017-01-08,7900980
2017-01-09,7562540
2017-01-10,7708128
2017-01-11,7838329
2017-01-12,7872954
2017-01-13,8091498
2017-01-14,8273256
2017-01-15,8481748
2017-01-16,8345738
2017-01-17,8258644
2017-01-18,7958969
2017-01-19,7735471
2017-01-20,7506664
2017-01-21,7597550
2017-01-22,7589600
2017-01-27,6750755
2017-01-28,6738345
2017-01-29,6806465
2017-01-30,6807290
2017-01-31,6768879
2017-02-01,6607979
2017-02-02,6558458
2017-02-03,6634794
2017-02-04,6698283
2017-02-05,6985026
2017-02-06,6991823
2017-02-07,6868272
2017-02-08,6721545
2017-02-09,6668593
2017-02-10,6686210
2017-02-11,6867916
2017-02-12,6778325
2017-02-13,6706703
2017-02-14,6625128
2017-02-15,6605776
2017-02-16,6598251
2017-02-18,6745282
2017-02-19,6668054
2017-02-20,6550747
2017-02-21,6519167
2017-02-22,6381447
2017-02-23,6116278
2017-02-24,6079525
2017-02-25,6187444
2017-02-26,6274188
2017-02-27,6315463
2017-02-28,6266038
2017-03-01,6194640
2017-03-02,6218992
2017-03-03,6213685
2017-03-04,6166909
2017-03-05,6181646
2017-03-06,6244360
2017-03-07,6201108
2017-03-08,6160101
2017-03-09,6098123
2017-03-10,5917882
2017-03-11,5665767
2017-03-12,5604382
2017-03-13,5656898
2017-03-14,5455304
2017-03-15,5364998
2017-03-16,5421817
2017-03-17,5379461
2017-03-18,5359168
2017-03-19,5280709
2017-03-20,5246950
2017-03-21,5234510
2017-03-22,5180902
2017-03-23,5171790
2017-03-24,5385498
2017-03-25,5385498
2017-03-26,5420538
2017-03-27,5389639
2017-03-28,5379663
2017-03-29,5357277
2017-03-30,5319956
2017-03-31,5424774
2017-04-01,5617904
2017-04-02,5485111
2017-04-03,5509260
2017-04-04,5526463
2017-04-12,5670713
2017-04-13,5741771
2017-04-14,5775357
2017-04-15,5834299
2017-04-16,6037775
2017-04-17,6054327
2017-04-18,6025051
2017-04-19,5969566
2017-04-20,6074816
2017-04-21,6264705
2017-04-22,6313469
2017-04-23,6317539
2017-04-24,6326633
2017-04-25,6294245
2017-04-26,6294245
2017-04-27,6180483
2017-04-28,5959454
2017-04-29,6087076
2017-04-30,6120147
2017-05-01,6046717
2017-05-02,6071688
2017-05-03,6084725
2017-05-04,6075162
2017-05-05,6180628
2017-05-06,6462342
2017-05-07,6645543
2017-05-08,6834241
2017-05-09,6916175
2017-05-10,6821872
2017-05-11,6532623
2017-05-12,6462054
2017-05-13,6480489
2017-05-14,6320698
2017-05-15,6279040
2017-05-16,6361801
2017-05-17,6362558
2017-05-18,6383930
2017-05-19,6377327
2017-05-20,6489549
2017-05-21,6425411
2017-05-22,6443035
2017-05-23,6379314
2017-05-24,6328505
2017-05-25,6118165
2017-05-26,5921174
2017-05-27,5982495
2017-05-28,6281086
2017-05-29,6584392
2017-05-30,6763090
2017-05-31,6902612
2017-06-01,6642564
2017-06-02,6559893
2017-06-03,6713940
2017-06-06,7069182
2017-06-07,7010343
2017-06-08,6954045
2017-06-09,6927666
2017-06-10,6858212
2017-06-11,6626759
2017-06-12,6295961
2017-06-13,6154216
2017-06-14,6420912
2017-06-15,6408320
2017-06-16,6475953
2017-06-17,6640975
2017-06-18,6761466
2017-06-19,6761466
2017-06-20,6589975
2017-06-21,6473313
2017-06-22,6446041
2017-06-23,6528489
2017-06-24,6561699
2017-06-25,6548549
2017-06-26,6500820
2017-06-27,6317823
2017-06-28,6410984
2017-06-29,6296558
2017-06-30,6269353
2017-07-01,6269353
2017-07-02,6278606
2017-07-03,6402315
2017-07-04,6397882
2017-07-05,6397882
2017-07-06,6405752
2017-07-07,6405752
2017-07-08,6472499
2017-07-13,6609823
2017-07-14,6693056
2017-07-15,6899835
2017-07-16,6905650
2017-07-17,6842629
2017-07-18,6912853
2017-07-19,6843135
2017-07-20,6950582
2017-07-21,7238026
2017-07-22,7576379
2017-07-23,7807373
2017-07-24,7732650
2017-07-25,7792371
2017-07-26,7615567
2017-07-27,7493145
2017-07-28,7560527
2017-07-29,7523989
2017-07-30,7461630
2017-07-31,7416995
2017-08-01,7551810
2017-08-02,7504094
2017-08-03,7615715
2017-08-04,7722837
2017-08-05,7769284
2017-08-06,7735619
2017-08-09,7349423
2017-08-10,7264853
2017-08-11,7288962
2017-08-12,7316539
2017-08-13,7286533
2017-08-14,7193775
2017-08-15,7212231
2017-08-16,7111309
2017-08-17,7048195
2017-08-18,7048195
2017-08-19,7088321
2017-08-20,7266385
2017-08-21,7249824
2017-08-22,7186808
2017-08-23,7095956
2017-08-24,6937378
2017-08-25,6831628
2017-08-26,6685199
2017-08-27,6653547
2017-08-28,6565160
2017-08-29,6509306
2017-08-30,6605197
2017-08-31,6634908
2017-09-01,6639081
2017-09-02,6769451
2017-09-03,6787428
2017-09-04,6869055
2017-09-05,6900115
2017-09-06,6838806
2017-09-07,6853084
2017-09-08,6902217
2017-09-09,6881560
2017-09-10,6929174
2017-09-11,6824074
2017-09-12,6824074
2017-09-13,6789393
2017-09-14,6715635
2017-09-15,6715635
2017-09-16,6742005
2017-09-17,6865248
2017-09-18,6794868
2017-09-19,6769646
2017-09-20,6762241
2017-09-21,6732980
2017-09-22,6733570
2017-09-23,6742553
2017-09-24,6764683
2017-09-25,6789842
2017-09-26,6791500
2017-09-27,6791500
2017-09-28,6744484
2017-09-29,6857089
2017-09-30,6945145
2017-10-01,7078840
2017-10-02,6969837
2017-10-03,6911327
2017-10-04,6905592
2017-10-05,7012194
2017-10-06,7119481
2017-10-07,7241816
2017-10-08,7431532
2017-10-09,7621353
2017-10-10,7580221
2017-10-11,7580221
2017-10-12,7723780
2017-10-13,7997940
2017-10-14,8175506
2017-10-15,8397342
2017-10-16,8527479
2017-10-17,8648733
2017-10-18,8483140
2017-10-19,8135750
2017-10-20,7943021
2017-10-21,8006122
2017-10-22,7961352
2017-10-23,7935997
2017-10-24,7915380
2017-10-25,7914405
2017-10-26,7890127
2017-10-27,7685923
2017-10-28,7685923
2017-10-29,7763823
2017-10-30,7716847
2017-10-31,7590399
2017-11-01,7590399
2017-11-02,7520130
2017-11-03,7348515
2017-11-04,7215989
2017-11-05,7291052
2017-11-06,7218540
2017-11-07,7156401
2017-11-08,7053514
2017-11-09,7090213
2017-11-10,7181300
2017-11-11,7274792
2017-11-12,7367632
2017-11-13,7454265
2017-11-14,7347531
2017-11-15,7340113
2017-11-16,7432002
2017-11-17,7548070
2017-11-18,7813759
2017-11-19,7925184
2017-11-20,7895115
2017-11-21,7809372
2017-11-22,7628265
2017-11-23,7489336
2017-11-24,7332825
2017-11-25,7335524
2017-11-26,7255299
2017-11-27,7255299
2017-11-28,7073559
2017-11-29,6941901
2017-11-30,7022186
2017-12-01,7174095
2017-12-02,7238309
2017-12-03,7210373
2017-12-04,7184567
2017-12-05,7159288
2017-12-06,7248967
2017-12-07,7176681
2017-12-08,7183729
2017-12-09,7210825
2017-12-10,7248560
2017-12-11,7178722
2017-12-12,7170925
2017-12-13,7153321
2017-12-14,7149116
2017-12-15,7282538
2017-12-16,7377288
2017-12-17,7312631
2017-12-18,7507596
2017-12-19,7869640
2017-12-20,8210228
2017-12-21,8582685
2017-12-22,8954743
2017-12-23,9222356
2017-12-24,8973943
2017-12-25,8654571
2017-12-26,8679238
2017-12-27,8874975
2017-12-28,9188594
2017-12-29,9348596
2017-12-30,9320999
2017-12-31,9073665
2018-01-01,8877390
2018-01-02,8853812
2018-01-03,9010072
2018-01-04,8560392
2018-01-05,8768210
2018-01-06,9206195
2018-01-07,9661034
2018-01-08,9761983
2018-01-09,9349068
2018-01-10,9320266
2018-01-11,9489866
2018-01-12,9733285
2018-01-13,10063585
2018-01-14,9964453
2018-01-15,9981055
2018-01-16,9839349
2018-01-17,9671913
2018-01-18,9605580
2018-01-19,9850520
2018-01-20,9891287
2018-01-21,10248558
2018-01-22,10143134
2018-01-23,9989060
2018-01-24,10010282
2018-01-25,9917038
2018-01-26,9842348
2018-01-27,9918389
2018-01-28,9832506
2018-01-29,9678128
2018-01-30,9618794
2018-02-01,9698072
2018-02-02,10037692
2018-02-03,10124799
2018-02-04,10189865
2018-02-05,10007361
2018-02-06,10020310
2018-02-07,9946448
2018-02-08,9892567
2018-02-09,9645479
2018-02-10,9674950
2018-02-11,9465930
2018-02-12,9033152
2018-02-13,8677549
2018-02-14,8308522
2018-02-15,8148959
2018-02-16,8315921
2018-02-17,8653725
2018-02-18,8799238
2018-02-19,8597888
2018-02-20,8462069
2018-02-21,8340256
2018-02-22,8605561
2018-02-23,8892056
2018-02-24,9257588
2018-02-25,9576678
2018-02-26,9870440
2018-02-27,9879272
2018-02-28,9920210
2018-03-01,9912384
2018-03-02,10006158
2018-03-03,9969788
2018-03-04,9939724
2018-03-05,9897507
2018-03-06,9996973
2018-03-07,9711798
2018-03-08,9558208
2018-03-09,9537627
2018-03-10,9547212
2018-03-11,9492970
2018-03-12,9420419
2018-03-13,9480910
2018-03-14,9393839
2018-03-15,9272858
2018-03-16,9154525
2018-03-17,9127390
2018-03-18,9223027
2018-03-20,9095917
2018-03-21,9059806
2018-03-23,9160970
2018-03-24,9251378
2018-03-26,9577958
2018-03-27,9515081
2018-03-28,9487336
2018-03-29,9529746
2018-03-30,9756358
2018-03-31,9917427
2018-04-01,9987128
2018-04-02,9909805
2018-04-03,10038291
2018-04-04,10015630
2018-04-05,9914813
2018-04-06,9810818
2018-04-08,9674141
2018-04-09,9693778
2018-04-10,9781156
2018-04-11,9695855
2018-04-12,9616816
2018-04-13,9636047
2018-04-14,9731159
2018-04-16,9742822
2018-04-17,9700764
2018-04-18,9680223
2018-04-19,9765689
2018-04-20,9840198
2018-04-21,10041334
2018-04-22,9992899
2018-04-23,10104624
2018-04-24,10004296
2018-04-25,9987186
2018-04-26,10005350
2018-04-27,10210212
2018-04-28,10460197
2018-04-29,10531021
2018-04-30,10522121
2018-05-02,10566350
2018-05-03,10565337
2018-05-04,10575884
2018-05-05,10875188
2018-05-06,10799717
2018-05-07,10657246
2018-05-08,10556931
2018-05-09,10211528
2018-05-10,9811465
2018-05-11,9577264
2018-05-12,9782373
2018-05-13,9875097
2018-05-14,9902114
2018-05-15,9822272
2018-05-16,9752472
2018-05-17,9763151
2018-05-18,9942841
2018-05-19,9920526
2018-05-20,9968605
2018-05-21,9916352
2018-05-22,9910940
2018-05-23,9885090
2018-05-24,9820660
2018-05-25,9872656
2018-05-26,10133331
2018-05-27,10104724
2018-05-28,10110651
2018-05-29,10139901
2018-05-30,10009509
2018-05-31,9937365
2018-06-01,9870189
2018-06-02,9892387
2018-06-03,9840063
2018-06-04,9790440
2018-06-05,9775345
2018-06-06,9546510
2018-06-07,9069184
2018-06-08,8631052
2018-06-09,8512040
2018-06-10,8338103
2018-06-11,8194478
2018-06-12,7874527
2018-06-13,7635150
2018-06-14,7551675
2018-06-15,7579553
2018-06-16,7794319
2018-06-17,7932179
2018-06-18,7928254
2018-06-19,8033841
2018-06-20,8126925
2018-06-21,8190314
2018-06-22,8236695
2018-06-23,8286125
2018-06-24,8139543
2018-06-25,8114992
2018-06-26,8114152
2018-06-27,8006470
2018-06-28,7912588
2018-06-29,7832387
2018-06-30,7907634
2018-07-01,8118590
2018-07-02,8207763
2018-07-03,8150718
2018-07-04,8129278
2018-07-05,8079430
2018-07-06,8071831
2018-07-07,8057586
2018-07-08,8233566
2018-07-09,8185487
2018-07-10,8176204
2018-07-11,8092416
2018-07-12,8010762
2018-07-13,7934235
2018-07-14,7950494
2018-07-15,8035311
2018-07-16,8006995
2018-07-17,7949061
2018-07-18,7911190
2018-07-19,7929589
2018-07-20,8002476
2018-07-21,8144055
2018-07-22,8195849
2018-07-23,8226320
2018-07-24,8207447
2018-07-25,8156339
2018-07-26,8081262
2018-07-27,8026568
2018-07-28,8142489
2018-07-29,8076393
2018-07-30,8021652
2018-07-31,8063919
2018-08-01,8087037
2018-08-02,8084279
2018-08-03,7992175
2018-08-04,8095862
2018-08-05,8067995
2018-08-06,8010071
2018-08-07,7987761
2018-08-08,7904525
2018-08-09,7747390
2018-08-10,7507901
2018-08-11,7492234
2018-08-12,7506596
2018-08-14,7587759
2018-08-16,7551603
2018-08-17,7614161
2018-08-18,7695907
2018-08-19,8014039
2018-08-20,8159788
2018-08-21,8084474
2018-08-22,7974476
2018-08-23,7884834
2018-08-24,8005980
2018-08-25,8229829
2018-08-26,8160527
2018-08-27,8219300
2018-08-28,8165184
2018-08-29,8165861
2018-08-30,8177522
2018-08-31,8204784
2018-09-01,8318918
2018-09-02,8402701
2018-09-03,8501597
2018-09-04,8477938
2018-09-05,8387984
2018-09-06,8340393
2018-09-07,8301477
2018-09-08,8225211
2018-09-09,8230073
2018-09-10,8147132
2018-09-11,8117044
2018-09-12,8135128
2018-09-13,8027898
2018-09-14,8039985
2018-09-15,8238925
2018-09-16,8553408
2018-09-17,8400389
2018-09-18,8306918
2018-09-19,8300541
2018-09-20,8318979
2018-09-21,8502802
2018-09-22,8557877
2018-09-23,8765060
2018-09-24,8666706
2018-09-25,8741284
2018-09-26,8727409
2018-09-27,8716750
2018-09-28,8677671
2018-09-29,8779427
2018-09-30,8851028
2018-10-02,8648744
2018-10-03,8701367
2018-10-04,8679409
2018-10-05,8717527
2018-10-06,9017182
2018-10-07,9468042
2018-10-08,9941267
2018-10-09,10425562
2018-10-10,10922331
2018-10-11,11436838
2018-10-12,12008680
2018-10-13,12608941
2018-10-14,13009655
2018-10-15,12934940
2018-10-16,12975657
2018-10-17,12713313
2018-10-18,12128113
2018-10-19,11804221
2018-10-20,11783150
2018-10-21,11785342
2018-10-22,11748908
2018-10-23,11597251
2018-10-24,11444968
2018-10-25,11357682
2018-10-26,11641372
2018-10-27,11711595
2018-10-28,12131479
2018-10-29,11892691
2018-10-30,11850995
2018-10-31,11707018
2018-11-01,11418095
2018-11-03,11245546
2018-11-04,11312837
2018-11-05,11339774
2018-11-06,11209903
2018-11-07,11080002
2018-11-08,11043655
2018-11-09,10982766
2018-11-10,11105915
2018-11-11,11636190
2018-11-12,11908278
2018-11-13,11852655
2018-11-14,12280889
2018-11-15,12286536
2018-11-16,12351150
2018-11-17,12496586
2018-11-18,12307755
2018-11-19,12018145
2018-11-20,11908499
2018-11-21,11921379
2018-11-22,11720994
2018-11-23,11681773
2018-11-24,11878490
2018-11-25,12055708
2018-11-26,11962315
