date_obj,Steel%20kiteshield price
2016-02-27,341
2016-02-28,339
2016-02-29,339
2016-03-01,330
2016-03-02,342
2016-03-03,349
2016-03-04,341
2016-03-05,336
2016-03-06,337
2016-03-07,335
2016-03-08,327
2016-03-09,317
2016-03-10,322
2016-03-11,319
2016-03-12,329
2016-03-13,328
2016-03-14,329
2016-03-15,338
2016-03-16,334
2016-03-17,340
2016-03-18,339
2016-03-19,344
2016-03-20,343
2016-03-21,345
2016-03-22,338
2016-03-23,337
2016-03-24,333
2016-03-25,338
2016-03-26,349
2016-03-27,353
2016-03-28,356
2016-03-29,351
2016-03-30,351
2016-03-31,339
2016-04-01,331
2016-04-02,332
2016-04-03,344
2016-04-04,347
2016-04-05,343
2016-04-06,341
2016-04-07,340
2016-04-08,345
2016-04-09,337
2016-04-10,331
2016-04-11,331
2016-04-12,330
2016-04-13,331
2016-04-14,332
2016-04-15,341
2016-04-16,342
2016-04-17,342
2016-04-18,343
2016-04-19,347
2016-04-20,352
2016-04-21,351
2016-04-22,351
2016-04-23,350
2016-04-24,345
2016-04-25,343
2016-04-26,331
2016-04-27,329
2016-04-28,336
2016-04-29,338
2016-04-30,334
2016-05-01,330
2016-05-02,339
2016-05-03,340
2016-05-04,341
2016-05-05,343
2016-05-06,343
2016-05-07,341
2016-05-08,338
2016-05-09,338
2016-05-10,339
2016-05-11,330
2016-05-12,321
2016-05-13,321
2016-05-14,313
2016-05-15,322
2016-05-16,328
2016-05-17,332
2016-05-18,333
2016-05-19,327
2016-05-22,329
2016-05-23,336
2016-05-24,337
2016-05-25,340
2016-05-26,348
2016-05-27,341
2016-05-28,341
2016-05-29,340
2016-05-30,340
2016-05-31,337
2016-06-01,334
2016-06-02,330
2016-06-03,332
2016-06-04,336
2016-06-05,339
2016-06-06,335
2016-06-07,327
2016-06-08,327
2016-06-09,324
2016-06-10,334
2016-06-11,339
2016-06-12,346
2016-06-13,346
2016-06-14,349
2016-06-15,349
2016-06-16,348
2016-06-17,349
2016-06-18,345
2016-06-19,339
2016-06-20,341
2016-06-21,331
2016-06-22,333
2016-06-23,341
2016-06-24,337
2016-06-25,347
2016-06-26,348
2016-06-27,351
2016-06-28,339
2016-06-29,338
2016-06-30,338
2016-07-01,348
2016-07-02,349
2016-07-03,350
2016-07-04,356
2016-07-05,367
2016-07-06,364
2016-07-07,379
2016-07-08,376
2016-07-09,378
2016-07-10,369
2016-07-11,370
2016-07-12,379
2016-07-13,369
2016-07-14,372
2016-07-15,378
2016-07-16,378
2016-07-17,377
2016-07-18,374
2016-07-24,373
2016-07-25,371
2016-07-26,371
2016-07-27,369
2016-07-28,373
2016-07-29,366
2016-07-30,355
2016-07-31,355
2016-08-01,353
2016-08-02,350
2016-08-04,358
2016-08-05,367
2016-08-06,354
2016-08-07,347
2016-08-08,347
2016-08-09,338
2016-08-10,340
2016-08-11,340
2016-08-12,337
2016-08-13,338
2016-08-14,341
2016-08-15,343
2016-08-16,339
2016-08-17,333
2016-08-18,334
2016-08-19,332
2016-08-20,339
2016-08-21,343
2016-08-22,346
2016-08-23,348
2016-08-24,351
2016-08-25,349
2016-08-26,349
2016-08-28,352
2016-08-31,350
2016-09-01,345
2016-09-02,345
2016-09-03,347
2016-09-04,350
2016-09-05,348
2016-09-06,348
2016-09-07,348
2016-09-08,355
2016-09-09,355
2016-09-10,347
2016-09-11,347
2016-09-12,351
2016-09-13,351
2016-09-14,351
2016-09-15,343
2016-09-16,343
2016-09-17,345
2016-09-18,342
2016-09-19,343
2016-09-20,343
2016-09-21,345
2016-09-22,343
2016-09-23,338
2016-09-24,338
2016-09-25,342
2016-09-26,342
2016-09-27,340
2016-09-28,344
2016-09-29,344
2016-09-30,345
2016-10-01,337
2016-10-02,337
2016-10-03,331
2016-10-04,336
2016-10-05,350
2016-10-06,346
2016-10-07,346
2016-10-08,344
2016-10-09,344
2016-10-10,335
2016-10-11,333
2016-10-12,333
2016-10-13,332
2016-10-14,331
2016-10-15,328
2016-10-16,327
2016-10-17,328
2016-10-18,334
2016-10-19,339
2016-10-20,341
2016-10-21,339
2016-10-22,339
2016-10-23,337
2016-10-24,343
2016-10-25,343
2016-10-26,340
2016-10-27,340
2016-10-28,338
2016-10-29,340
2016-10-30,335
2016-10-31,332
2016-11-01,332
2016-11-02,333
2016-11-03,333
2016-11-04,330
2016-11-05,330
2016-11-06,330
2016-11-07,336
2016-11-08,337
2016-11-09,339
2016-11-10,341
2016-11-11,341
2016-11-12,343
2016-11-13,342
2016-11-14,340
2016-12-08,334
2016-12-09,332
2016-12-10,333
2016-12-11,334
2016-12-12,341
2016-12-13,339
2016-12-14,332
2016-12-15,332
2016-12-16,335
2016-12-17,330
2016-12-18,339
2016-12-19,337
2016-12-20,326
2016-12-21,327
2016-12-22,328
2016-12-23,334
2016-12-24,335
2016-12-25,340
2016-12-26,334
2016-12-27,334
2016-12-28,338
2016-12-29,336
2016-12-30,347
2016-12-31,342
2017-01-01,336
2017-01-02,330
2017-01-03,323
2017-01-04,321
2017-01-05,319
2017-01-06,326
2017-01-07,333
2017-01-08,330
2017-01-09,336
2017-01-10,340
2017-01-11,335
2017-01-12,340
2017-01-13,337
2017-01-14,338
2017-01-15,340
2017-01-16,336
2017-01-17,339
2017-01-18,336
2017-01-19,329
2017-01-20,322
2017-01-21,332
2017-01-22,333
2017-01-27,325
2017-01-28,327
2017-01-29,329
2017-01-30,325
2017-01-31,322
2017-02-01,319
2017-02-02,318
2017-02-03,325
2017-02-04,320
2017-02-05,320
2017-02-06,318
2017-02-07,316
2017-02-08,324
2017-02-09,324
2017-02-10,328
2017-02-11,326
2017-02-12,333
2017-02-13,336
2017-02-14,338
2017-02-15,326
2017-02-16,331
2017-02-18,325
2017-02-19,321
2017-02-20,323
2017-02-21,329
2017-02-22,335
2017-02-23,333
2017-02-24,334
2017-02-25,329
2017-02-26,326
2017-02-27,321
2017-02-28,315
2017-03-01,311
2017-03-02,313
2017-03-03,316
2017-03-04,321
2017-03-05,327
2017-03-06,323
2017-03-07,318
2017-03-08,319
2017-03-09,316
2017-03-10,315
2017-03-11,319
2017-03-12,315
2017-03-13,319
2017-03-14,325
2017-03-15,323
2017-03-16,321
2017-03-17,325
2017-03-18,320
2017-03-19,322
2017-03-20,324
2017-03-21,329
2017-03-22,326
2017-03-23,320
2017-03-24,314
2017-03-25,323
2017-03-26,324
2017-03-27,324
2017-03-28,329
2017-03-29,328
2017-03-30,331
2017-03-31,331
2017-04-01,331
2017-04-02,336
2017-04-03,332
2017-04-04,335
2017-04-12,337
2017-04-13,339
2017-04-14,335
2017-04-15,337
2017-04-16,339
2017-04-17,342
2017-04-18,328
2017-04-19,336
2017-04-20,331
2017-04-21,335
2017-04-22,336
2017-04-23,341
2017-04-24,341
2017-04-25,341
2017-04-26,341
2017-04-27,336
2017-04-28,337
2017-04-29,333
2017-04-30,331
2017-05-01,328
2017-05-02,327
2017-05-03,337
2017-05-04,337
2017-05-05,343
2017-05-06,333
2017-05-07,328
2017-05-08,333
2017-05-09,332
2017-05-10,334
2017-05-11,331
2017-05-12,327
2017-05-13,327
2017-05-14,333
2017-05-15,338
2017-05-16,336
2017-05-17,330
2017-05-18,341
2017-05-19,334
2017-05-20,335
2017-05-21,335
2017-05-22,336
2017-05-23,334
2017-05-24,338
2017-05-25,343
2017-05-26,330
2017-05-27,322
2017-05-28,320
2017-05-29,314
2017-05-30,318
2017-05-31,321
2017-06-01,324
2017-06-02,322
2017-06-03,318
2017-06-06,322
2017-06-07,327
2017-06-08,327
2017-06-09,325
2017-06-10,324
2017-06-11,321
2017-06-12,326
2017-06-13,324
2017-06-14,325
2017-06-15,329
2017-06-16,328
2017-06-17,323
2017-06-18,323
2017-06-19,323
2017-06-20,325
2017-06-21,326
2017-06-22,326
2017-06-23,330
2017-06-24,324
2017-06-25,321
2017-06-26,323
2017-06-27,323
2017-06-28,322
2017-06-29,318
2017-06-30,318
2017-07-01,318
2017-07-02,312
2017-07-03,311
2017-07-04,317
2017-07-05,317
2017-07-06,322
2017-07-07,322
2017-07-08,325
2017-07-13,318
2017-07-14,316
2017-07-15,316
2017-07-16,320
2017-07-17,319
2017-07-18,319
2017-07-19,318
2017-07-20,318
2017-07-21,313
2017-07-22,318
2017-07-23,314
2017-07-24,320
2017-07-25,325
2017-07-26,322
2017-07-27,318
2017-07-28,321
2017-07-29,327
2017-07-30,323
2017-07-31,323
2017-08-01,330
2017-08-02,330
2017-08-03,328
2017-08-04,321
2017-08-05,316
2017-08-06,320
2017-08-09,323
2017-08-10,320
2017-08-11,322
2017-08-12,320
2017-08-13,323
2017-08-14,329
2017-08-15,337
2017-08-17,344
2017-08-18,344
2017-08-19,338
2017-08-20,336
2017-08-21,341
2017-08-22,340
2017-08-23,342
2017-08-24,337
2017-08-25,343
2017-08-26,337
2017-08-27,334
2017-08-28,326
2017-08-29,327
2017-08-30,331
2017-08-31,335
2017-09-01,326
2017-09-02,331
2017-09-03,331
2017-09-04,332
2017-09-05,329
2017-09-06,325
2017-09-07,327
2017-09-08,327
2017-09-09,325
2017-09-10,327
2017-09-11,327
2017-09-12,334
2017-09-13,337
2017-09-14,341
2017-09-15,341
2017-09-16,337
2017-09-17,339
2017-09-19,332
2017-09-20,330
2017-09-21,324
2017-09-22,317
2017-09-23,318
2017-09-24,322
2017-09-25,317
2017-09-26,316
2017-09-27,327
2017-09-28,329
2017-09-29,332
2017-09-30,325
2017-10-01,325
2017-10-02,327
2017-10-03,323
2017-10-04,328
2017-10-05,327
2017-10-06,324
2017-10-07,319
2017-10-08,317
2017-10-09,319
2017-10-10,331
2017-10-11,331
2017-10-12,336
2017-10-13,329
2017-10-14,333
2017-10-15,333
2017-10-16,331
2017-10-17,331
2017-10-18,327
2017-10-19,325
2017-10-20,322
2017-10-21,320
2017-10-22,327
2017-10-23,332
2017-10-24,329
2017-10-25,328
2017-10-26,332
2017-10-27,330
2017-10-28,330
2017-10-29,328
2017-10-30,324
2017-10-31,315
2017-11-01,315
2017-11-02,313
2017-11-03,320
2017-11-04,323
2017-11-05,315
2017-11-06,319
2017-11-07,314
2017-11-08,316
2017-11-09,321
2017-11-10,323
2017-11-11,322
2017-11-12,326
2017-11-13,325
2017-11-14,328
2017-11-15,324
2017-11-16,318
2017-11-17,318
2017-11-18,311
2017-11-19,307
2017-11-20,305
2017-11-21,315
2017-11-22,322
2017-11-23,324
2017-11-24,318
2017-11-25,318
2017-11-26,328
2017-11-27,328
2017-11-28,343
2017-11-29,344
2017-11-30,336
2017-12-01,333
2017-12-02,330
2017-12-03,328
2017-12-04,325
2017-12-05,332
2017-12-06,348
2017-12-07,341
2017-12-08,337
2017-12-09,336
2017-12-10,338
2017-12-11,337
2017-12-12,338
2017-12-13,339
2017-12-14,349
2017-12-15,358
2017-12-16,350
2017-12-17,339
2017-12-18,334
2017-12-19,335
2017-12-20,338
2017-12-21,336
2017-12-22,328
2017-12-23,320
2017-12-24,315
2017-12-25,311
2017-12-26,317
2017-12-27,318
2017-12-28,320
2017-12-29,319
2017-12-30,318
2017-12-31,319
2018-01-01,319
2018-01-02,318
2018-01-03,310
2018-01-04,310
2018-01-05,314
2018-01-06,316
2018-01-07,312
2018-01-08,312
2018-01-09,315
2018-01-10,315
2018-01-11,315
2018-01-12,313
2018-01-13,316
2018-01-14,314
2018-01-15,314
2018-01-16,314
2018-01-17,312
2018-01-18,305
2018-01-19,305
2018-01-20,305
2018-01-21,303
2018-01-22,307
2018-01-23,315
2018-01-24,322
2018-01-25,328
2018-01-26,328
2018-01-27,327
2018-01-28,323
2018-01-29,326
2018-01-30,325
2018-02-01,311
2018-02-02,307
2018-02-03,307
2018-02-04,313
2018-02-05,317
2018-02-06,321
2018-02-07,334
2018-02-08,333
2018-02-09,336
2018-02-10,325
2018-02-11,326
2018-02-12,327
2018-02-13,319
2018-02-14,320
2018-02-15,325
2018-02-16,326
2018-02-17,325
2018-02-18,328
2018-02-19,330
2018-02-20,326
2018-02-21,330
2018-02-22,334
2018-02-23,330
2018-02-24,326
2018-02-25,321
2018-02-26,329
2018-02-27,327
2018-02-28,322
2018-03-01,326
2018-03-02,325
2018-03-03,315
2018-03-04,324
2018-03-05,320
2018-03-06,314
2018-03-07,317
2018-03-08,319
2018-03-09,319
2018-03-10,328
2018-03-11,324
2018-03-12,325
2018-03-13,332
2018-03-14,327
2018-03-15,328
2018-03-16,328
2018-03-17,324
2018-03-18,319
2018-03-19,321
2018-03-20,320
2018-03-21,322
2018-03-23,325
2018-03-24,326
2018-03-26,326
2018-03-27,327
2018-03-28,325
2018-03-29,324
2018-03-30,327
2018-03-31,339
2018-04-01,333
2018-04-02,336
2018-04-03,338
2018-04-04,333
2018-04-05,334
2018-04-06,344
2018-04-08,338
2018-04-09,345
2018-04-10,339
2018-04-11,335
2018-04-12,334
2018-04-13,333
2018-04-14,329
2018-04-16,315
2018-04-17,328
2018-04-18,319
2018-04-19,319
2018-04-20,332
2018-04-21,329
2018-04-22,338
2018-04-23,333
2018-04-24,337
2018-04-25,333
2018-04-26,334
2018-04-27,327
2018-04-28,331
2018-04-29,335
2018-04-30,343
2018-05-01,334
2018-05-02,340
2018-05-03,342
2018-05-04,343
2018-05-05,337
2018-05-06,333
2018-05-07,324
2018-05-08,324
2018-05-09,325
2018-05-10,321
2018-05-11,317
2018-05-12,319
2018-05-13,316
2018-05-14,312
2018-05-15,314
2018-05-16,317
2018-05-17,329
2018-05-18,330
2018-05-19,326
2018-05-20,322
2018-05-21,328
2018-05-22,330
2018-05-23,341
2018-05-24,347
2018-05-25,334
2018-05-26,326
2018-05-27,316
2018-05-28,319
2018-05-29,332
2018-05-30,330
2018-05-31,334
2018-06-01,340
2018-06-02,337
2018-06-03,334
2018-06-04,328
2018-06-05,333
2018-06-06,336
2018-06-07,333
2018-06-08,344
2018-06-09,353
2018-06-10,354
2018-06-11,346
2018-06-12,342
2018-06-13,337
2018-06-14,329
2018-06-15,329
2018-06-16,323
2018-06-17,335
2018-06-18,335
2018-06-19,335
2018-06-20,329
2018-06-21,331
2018-06-22,331
2018-06-23,332
2018-06-24,335
2018-06-25,338
2018-06-26,342
2018-06-27,339
2018-06-28,336
2018-06-29,334
2018-06-30,334
2018-07-01,330
2018-07-02,330
2018-07-03,330
2018-07-04,325
2018-07-05,332
2018-07-06,332
2018-07-07,329
2018-07-08,324
2018-07-09,325
2018-07-10,322
2018-07-11,327
2018-07-12,318
2018-07-13,325
2018-07-14,327
2018-07-15,328
2018-07-16,331
2018-07-17,331
2018-07-18,337
2018-07-19,335
2018-07-20,331
2018-07-21,328
2018-07-22,324
2018-07-23,322
2018-07-24,321
2018-07-25,327
2018-07-26,319
2018-07-27,319
2018-07-28,323
2018-07-29,318
2018-07-30,320
2018-07-31,322
2018-08-01,322
2018-08-02,322
2018-08-03,317
2018-08-04,316
2018-08-05,316
2018-08-06,318
2018-08-07,315
2018-08-08,322
2018-08-09,330
2018-08-10,322
2018-08-11,325
2018-08-12,314
2018-08-14,307
2018-08-16,297
2018-08-17,297
2018-08-18,293
2018-08-19,287
2018-08-20,290
2018-08-21,290
2018-08-22,292
2018-08-23,288
2018-08-24,287
2018-08-25,287
2018-08-26,284
2018-08-27,283
2018-08-28,291
2018-08-29,295
2018-08-30,299
2018-08-31,301
2018-09-01,299
2018-09-02,299
2018-09-03,296
2018-09-04,299
2018-09-05,300
2018-09-06,300
2018-09-07,301
2018-09-08,299
2018-09-09,299
2018-09-10,306
2018-09-11,308
2018-09-12,310
2018-09-13,306
2018-09-14,302
2018-09-15,300
2018-09-16,301
2018-09-17,299
2018-09-18,296
2018-09-19,300
2018-09-20,299
2018-09-21,305
2018-09-22,302
2018-09-23,304
2018-09-24,294
2018-09-25,296
2018-09-26,304
2018-09-27,310
2018-09-28,314
2018-09-29,306
2018-09-30,311
2018-10-02,312
2018-10-03,309
2018-10-04,318
2018-10-05,320
2018-10-06,318
2018-10-07,323
2018-10-08,322
2018-10-09,309
2018-10-10,306
2018-10-11,305
2018-10-12,307
2018-10-13,299
2018-10-14,297
2018-10-15,291
2018-10-16,289
2018-10-17,297
2018-10-18,294
2018-10-19,291
2018-10-20,289
2018-10-21,291
2018-10-22,292
2018-10-23,292
2018-10-24,292
2018-10-25,293
2018-10-26,289
2018-10-27,289
2018-10-28,292
2018-10-29,296
2018-10-30,297
2018-10-31,303
2018-11-01,311
2018-11-03,311
2018-11-04,308
2018-11-05,310
2018-11-06,311
2018-11-07,312
2018-11-08,304
2018-11-09,302
2018-11-10,297
2018-11-11,289
2018-11-12,289
2018-11-13,289
2018-11-14,286
2018-11-15,288
2018-11-16,286
2018-11-17,277
2018-11-18,275
2018-11-19,278
2018-11-20,274
2018-11-21,269
2018-11-22,267
2018-11-23,266
2018-11-24,264
2018-11-25,262
2018-11-26,263
2018-11-27,263
2018-11-28,261
2018-11-29,263
2018-12-01,265
2018-12-02,263
2018-12-03,258
2018-12-04,260
2018-12-05,266
2018-12-07,266
2018-12-09,268
2018-12-10,272
2018-12-11,276
2018-12-12,270
2018-12-13,274
2018-12-14,279
2018-12-15,281
2018-12-16,281
2018-12-17,279
2018-12-18,284
2018-12-19,287
2018-12-20,289
2018-12-21,291
2018-12-22,292
2018-12-23,284
2018-12-24,288
2018-12-25,284
2018-12-26,290
2018-12-27,293
2018-12-28,289
2018-12-29,288
2018-12-30,283
2018-12-31,278
2019-01-01,272
2019-01-02,273
2019-01-03,272
2019-01-04,273
2019-01-05,272
2019-01-06,272
2019-01-08,275
2019-01-10,276
2019-01-11,276
2019-01-12,276
2019-01-13,279
2019-01-14,277
2019-01-15,279
2019-01-16,273
2019-01-17,278
2019-01-18,275
2019-01-19,269
2019-01-20,272
2019-01-21,271
2019-01-22,269
2019-01-23,272
2019-01-24,272
2019-01-25,268
2019-01-26,271
2019-01-27,271
2019-01-28,271
2019-01-29,268
2019-01-30,268
2019-01-31,267
2019-02-01,272
2019-02-02,277
2019-02-03,279
2019-02-04,278
2019-02-05,280
2019-02-06,280
2019-02-07,286
2019-02-08,289
2019-02-09,294
2019-02-10,295
2019-02-11,301
2019-02-12,302
2019-02-13,298
2019-02-14,302
2019-02-15,297
2019-02-16,298
2019-02-17,297
2019-02-18,302
2019-02-19,303
2019-02-20,303
2019-02-21,306
2019-02-22,311
2019-02-23,311
2019-02-24,312
2019-02-25,309
2019-02-26,309
2019-02-27,306
2019-02-28,303
2019-03-01,308
2019-03-02,307
2019-03-03,305
2019-03-04,310
2019-03-05,314
2019-03-06,315
2019-03-07,315
2019-03-08,307
2019-03-09,307
2019-03-10,301
2019-03-11,293
2019-03-12,289
2019-03-13,299
2019-03-14,305
2019-03-15,307
2019-03-16,308
2019-03-17,303
2019-03-18,307
2019-03-19,309
2019-03-20,309
2019-03-21,309
2019-03-22,304
2019-03-23,307
2019-03-24,306
2019-03-25,300
2019-03-26,300
2019-03-27,300
2019-03-28,298
2019-03-29,299
2019-03-30,299
2019-03-31,292
2019-04-01,296
2019-04-02,297
2019-04-03,298
2019-04-04,296
2019-04-05,294
2019-04-06,290
2019-04-07,289
2019-04-08,288
2019-04-09,289
2019-04-10,292
2019-04-11,284
2019-04-12,287
2019-04-13,288
2019-04-14,289
2019-04-15,284
2019-04-16,288
2019-04-17,291
2019-04-18,288
2019-04-19,297
2019-04-20,294
2019-04-21,293
2019-04-22,287
2019-04-23,287
2019-04-24,286
2019-04-25,295
2019-04-26,290
2019-04-27,289
2019-04-28,291
2019-04-29,297
2019-04-30,294
2019-05-01,296
2019-05-02,297
2019-05-03,288
2019-05-04,284
2019-05-05,292
2019-05-06,294
2019-05-07,298
2019-05-08,296
2019-05-09,297
2019-05-10,302
2019-05-11,295
2019-05-12,284
2019-05-13,292
2019-05-14,295
2019-05-15,292
2019-05-16,298
2019-05-17,292
2019-05-18,288
2019-05-19,286
2019-05-20,297
2019-05-21,294
2019-05-22,296
2019-05-23,297
2019-05-24,295
2019-05-25,300
2019-05-26,307
2019-05-27,308
2019-05-28,308
2019-05-29,312
2019-05-30,303
2019-05-31,309
2019-06-01,299
2019-06-02,302
2019-06-03,305
2019-06-04,305
2019-06-05,308
2019-06-06,308
2019-06-07,306
2019-06-08,309
2019-06-09,301
2019-06-10,300
2019-06-11,295
2019-06-12,301
2019-06-13,293
2019-06-14,296
2019-06-15,286
2019-06-16,280
2019-06-17,275
2019-06-18,275
2019-06-19,277
2019-06-20,284
2019-06-21,285
2019-06-22,289
2019-06-23,287
2019-06-24,280
2019-06-25,277
2019-06-26,276
2019-06-27,283
2019-06-28,289
2019-06-29,291
2019-06-30,298
2019-07-01,303
2019-07-02,310
2019-07-03,313
2019-07-04,317
2019-07-05,314
2019-07-06,306
2019-07-07,299
2019-07-08,295
2019-07-09,303
2019-07-10,309
2019-07-11,310
2019-07-12,311
2019-07-13,320
2019-07-14,321
2019-07-15,309
2019-07-16,301
2019-07-17,301
2019-07-18,297
2019-07-19,295
2019-07-20,290
2019-07-21,288
2019-07-22,289
2019-07-23,293
2019-07-24,298
2019-07-25,296
2019-07-26,290
2019-07-27,295
2019-07-28,292
2019-07-29,293
2019-07-30,297
2019-07-31,293
2019-08-01,296
2019-08-02,295
2019-08-03,294
2019-08-04,286
2019-08-05,284
2019-08-06,287
2019-08-07,291
2019-08-08,293
2019-08-09,289
2019-08-10,289
2019-08-11,280
2019-08-12,278
2019-08-13,278
2019-08-14,276
2019-08-15,274
2019-08-16,273
2019-08-17,275
2019-08-18,276
2019-08-19,283
2019-08-20,281
2019-08-21,282
2019-08-22,285
2019-08-23,281
2019-08-24,280
2019-08-24,280
2019-08-25,282
2019-08-25,282
2019-08-26,287
2019-08-26,287
2019-08-27,291
2019-08-27,291
2019-08-28,295
2019-08-29,294
2019-08-30,296
2019-08-31,299
2019-09-01,295
2019-09-02,295
2019-09-03,294
