date_obj,Zamorak%20page%204 price
2015-03-26,823054
2015-03-27,823054
2015-03-28,804543
2015-03-29,804543
2015-03-30,803960
2015-03-31,803960
2015-04-01,831645
2015-04-02,831645
2015-04-03,846278
2015-04-04,837842
2015-04-05,837842
2015-04-06,830208
2015-04-07,830208
2015-04-08,835102
2015-04-09,835102
2015-04-10,869714
2015-04-11,869714
2015-04-12,912112
2015-04-13,912112
2015-04-14,957718
2015-04-15,957718
2015-04-16,966471
2015-04-17,966471
2015-04-18,948468
2015-04-19,948468
2015-04-20,932468
2015-04-21,932468
2015-04-22,955976
2015-04-23,955976
2015-04-24,972567
2015-04-25,972567
2015-04-26,988208
2015-04-27,988208
2015-04-28,1021146
2015-04-29,1021146
2015-04-30,1038161
2015-05-01,1003449
2015-05-02,961456
2015-05-03,961456
2015-05-04,913416
2015-05-05,913416
2015-05-06,870225
2015-05-07,832827
2015-05-08,832827
2015-05-09,791185
2015-05-10,752814
2015-05-11,752814
2015-05-12,731157
2015-05-13,731157
2015-05-14,724628
2015-05-15,724628
2015-05-16,740501
2015-05-17,774736
2015-05-18,774736
2015-05-19,781952
2015-05-20,781952
2015-05-21,781952
2015-05-22,775172
2015-05-23,775172
2015-05-24,776309
2015-05-25,777375
2015-05-26,777375
2015-05-27,772739
2015-05-28,771761
2015-05-29,769880
2015-05-30,762038
2015-05-31,762038
2015-06-01,770683
2015-06-02,770683
2015-06-03,786287
2015-06-04,786287
2015-06-05,812847
2015-06-06,848063
2015-06-07,863952
2015-06-08,863952
2015-06-09,886737
2015-06-10,908479
2015-06-11,908479
2015-06-12,925121
2015-06-13,895808
2015-06-14,895808
2015-06-15,863414
2015-06-16,834591
2015-06-17,834591
2015-06-18,828649
2015-06-19,828649
2015-06-20,813149
2015-06-21,813149
2015-06-22,835107
2015-06-23,835107
2015-06-24,823285
2015-06-25,823285
2015-06-26,802861
2015-06-27,802861
2015-06-28,791121
2015-06-29,791121
2015-06-30,807105
2015-07-01,810222
2015-07-02,810222
2015-07-03,837819
2015-07-04,837819
2015-07-05,879654
2015-07-06,879654
2015-07-07,905472
2015-07-08,896042
2015-07-09,896042
2015-07-10,872406
2015-07-11,872406
2015-07-12,880750
2015-07-13,904327
2015-07-14,904327
2015-07-15,939944
2015-07-16,939944
2015-07-17,967840
2015-07-18,967840
2015-07-19,1015327
2015-07-20,1061451
2015-07-21,1061451
2015-07-22,1089123
2015-07-23,1089123
2015-07-24,1057668
2015-07-25,1057668
2015-07-26,1036934
2015-07-27,1036934
2015-07-28,1065210
2015-07-29,1036731
2015-07-30,1036731
2015-07-31,1048802
2015-08-01,1048802
2015-08-02,1065708
2015-08-03,1065708
2015-08-04,1068377
2015-08-05,1110064
2015-08-06,1110064
2015-08-07,1136417
2015-08-08,1136417
2015-08-09,1132497
2015-08-10,1132497
2015-08-11,1110596
2015-08-12,1110596
2015-08-13,1066597
2015-08-14,1049684
2015-08-15,1049684
2015-08-16,1006856
2015-08-17,970361
2015-08-18,970361
2015-08-19,947197
2015-08-20,947197
2015-08-21,924170
2015-08-22,893623
2015-08-23,893623
2015-08-24,895759
2015-08-25,895759
2015-08-26,897947
2015-08-27,892567
2015-08-28,892567
2015-08-29,882530
2015-08-30,882530
2015-08-31,896535
2015-09-01,896535
2015-09-02,900477
2015-09-03,900477
2015-09-04,928388
2015-09-05,928388
2015-09-06,964340
2015-09-07,964340
2015-09-08,1005202
2015-09-09,1005202
2015-09-10,1029631
2015-09-11,1029631
2015-09-12,989289
2015-09-13,985478
2015-09-14,985478
2015-09-15,956082
2015-09-16,956082
2015-09-17,960423
2015-09-18,960423
2015-09-19,949030
2015-09-20,949030
2015-09-21,927684
2015-09-22,927684
2015-09-23,920723
2015-09-24,920723
2015-09-25,900026
2015-09-27,901302
2015-09-28,901302
2015-09-29,886049
2015-09-30,885769
2015-10-05,876060
2015-10-06,862078
2015-10-07,862078
2015-10-08,827949
2015-10-09,827949
2015-10-10,822567
2015-10-11,837937
2015-10-12,837937
2015-10-13,857931
2015-10-14,857931
2015-10-15,861003
2015-10-16,861003
2015-10-17,882393
2015-10-18,882393
2015-10-19,877980
2015-10-20,877980
2015-10-22,847998
2015-10-23,873762
2015-10-24,873762
2015-10-25,872489
2015-10-26,872489
2015-10-27,847880
2015-10-29,830972
2015-10-30,830972
2015-10-31,814330
2015-11-01,814330
2015-11-02,795125
2015-11-03,795125
2015-11-05,775320
2015-11-06,752500
2015-11-07,742156
2015-11-08,742156
2015-11-09,748616
2015-11-10,748616
2015-11-11,778010
2015-11-12,778010
2015-11-13,812141
2015-11-14,812141
2015-11-15,852749
2015-11-16,852749
2015-11-17,895387
2015-11-18,895387
2015-11-19,939983
2015-11-20,939983
2015-11-21,976508
2015-11-22,995429
2015-11-23,995429
2015-11-24,1007357
2015-11-25,1025637
2015-11-26,1025637
2015-11-27,1038713
2015-11-28,1038713
2015-11-29,1030176
2015-11-30,1022123
2015-12-01,1022123
2015-12-02,1017638
2015-12-03,1017638
2015-12-04,1036910
2015-12-05,1036910
2015-12-06,1006497
2015-12-07,1006497
2015-12-08,990681
2015-12-09,997764
2015-12-10,997764
2015-12-11,1016563
2015-12-13,1004272
2015-12-14,1004272
2015-12-15,1043161
2015-12-16,1043161
2015-12-17,1073301
2015-12-18,1096733
2015-12-19,1096733
2015-12-20,1099106
2015-12-21,1099106
2015-12-22,1047811
2015-12-23,1007992
2015-12-24,1007992
2015-12-25,969907
2015-12-26,969907
2015-12-27,947133
2015-12-28,947133
2015-12-29,914082
2015-12-30,905146
2015-12-31,905146
2016-01-01,905351
2016-01-02,905351
2016-01-03,904323
2016-01-04,893200
2016-01-05,893200
2016-01-06,887444
2016-01-07,887444
2016-01-08,879888
2016-01-09,879888
2016-01-10,891381
2016-01-11,891381
2016-01-12,865560
2016-01-13,865560
2016-01-14,828160
2016-01-15,802347
2016-01-16,802347
2016-01-17,833623
2016-01-18,844273
2016-01-19,844273
2016-01-20,854640
2016-01-21,854640
2016-01-22,847122
2016-01-23,847122
2016-01-24,837022
2016-01-25,821558
2016-01-26,821558
2016-01-27,814662
2016-01-28,814662
2016-01-29,807372
2016-01-30,807372
2016-01-31,805094
2016-02-01,795472
2016-02-02,795472
2016-02-03,786654
2016-02-04,786654
2016-02-05,771751
2016-02-06,770972
2016-02-07,770972
2016-02-08,775026
2016-02-09,775026
2016-02-10,776010
2016-02-11,776010
2016-02-12,781239
2016-02-13,793815
2016-02-14,793815
2016-02-15,798951
2016-02-16,798951
2016-02-17,796958
2016-02-18,796958
2016-02-19,791722
2016-02-20,791722
2016-02-21,782252
2016-02-22,782252
2016-02-23,782928
2016-02-24,782928
2016-02-25,808396
2016-02-26,808396
2016-02-27,822298
2016-02-28,822298
2016-02-29,815880
2016-03-01,822582
2016-03-02,822582
2016-03-03,833814
2016-03-04,833814
2016-03-05,850145
2016-03-06,847865
2016-03-07,847865
2016-03-08,825081
2016-03-09,824101
2016-03-10,825176
2016-03-11,825176
2016-03-12,814245
2016-03-13,814245
2016-03-14,792552
2016-03-15,773135
2016-03-16,740152
2016-03-17,740152
2016-03-18,706953
2016-03-19,706953
2016-03-20,681004
2016-03-21,681004
2016-03-22,652617
2016-03-23,647584
2016-03-24,647584
2016-03-25,656037
2016-03-26,669811
2016-03-27,669811
2016-03-28,693109
2016-03-29,693109
2016-03-30,727078
2016-03-31,727078
2016-04-01,736416
2016-04-02,736416
2016-04-03,729221
2016-04-04,729221
2016-04-05,735129
2016-04-06,729719
2016-04-07,729719
2016-04-08,731872
2016-04-09,736162
2016-04-10,725526
2016-04-11,725526
2016-04-12,739090
2016-04-13,739090
2016-04-14,751537
2016-04-15,752277
2016-04-16,755802
2016-04-17,755802
2016-04-18,762946
2016-04-19,762946
2016-04-20,726792
2016-04-21,696312
2016-04-22,696312
2016-04-23,662552
2016-04-24,631811
2016-04-25,603057
2016-04-26,575085
2016-04-27,561626
2016-04-28,561626
2016-04-29,542385
2016-04-30,546679
2016-05-01,546679
2016-05-02,570156
2016-05-03,597448
2016-05-04,597448
2016-05-05,618478
2016-05-06,618478
2016-05-07,636601
2016-05-08,636601
2016-05-09,661091
2016-05-10,660606
2016-05-11,660606
2016-05-12,641564
2016-05-13,639133
2016-05-14,639133
2016-05-15,623884
2016-05-16,623884
2016-05-17,615446
2016-05-18,610714
2016-05-19,610714
2016-05-22,621340
2016-05-23,624943
2016-05-24,631901
2016-05-25,631901
2016-05-26,622038
2016-05-27,622505
2016-05-28,622505
2016-05-29,627615
2016-05-30,627615
2016-05-31,632085
2016-06-01,632738
2016-06-02,632738
2016-06-03,615788
2016-06-04,599089
2016-06-05,599089
2016-06-06,590332
2016-06-07,590332
2016-06-08,583527
2016-06-09,574078
2016-06-10,557054
2016-06-11,557054
2016-06-12,558338
2016-06-13,558338
2016-06-14,561676
2016-06-15,561676
2016-06-16,580580
2016-06-17,589698
2016-06-18,589698
2016-06-19,569778
2016-06-20,569778
2016-06-21,569917
2016-06-22,573205
2016-06-23,567550
2016-06-24,567550
2016-06-25,583922
2016-06-26,583922
2016-06-27,592047
2016-06-28,596264
2016-06-29,595398
2016-06-30,599358
2016-07-01,611881
2016-07-02,611881
2016-07-03,623816
2016-07-04,610895
2016-07-05,610895
2016-07-06,591066
2016-07-07,561512
2016-07-08,533436
2016-07-09,507040
2016-07-10,481739
2016-07-11,458095
2016-07-12,435278
2016-07-13,414031
2016-07-14,394802
2016-07-15,376021
2016-07-16,377898
2016-07-17,396146
2016-07-18,405473
2016-07-24,395306
2016-07-25,414409
2016-07-26,414409
2016-07-27,432849
2016-07-28,432849
2016-07-29,454139
2016-07-30,469285
2016-07-31,469285
2016-08-01,474145
2016-08-02,464989
2016-08-03,457505
2016-08-04,457505
2016-08-05,442149
