date_obj,Saradomin%20cloak price
2016-05-23,247478
2016-05-24,250864
2016-05-25,251523
2016-05-26,251363
2016-05-27,245551
2016-05-28,241725
2016-05-29,234802
2016-05-30,227415
2016-05-31,228743
2016-06-01,227358
2016-06-02,229282
2016-06-03,234770
2016-06-04,239772
2016-06-05,248717
2016-06-06,254739
2016-06-07,255579
2016-06-08,256173
2016-06-09,258215
2016-06-10,265122
2016-06-11,272475
2016-06-12,281195
2016-06-13,289943
2016-06-14,295798
2016-06-15,293234
2016-06-16,285297
2016-06-17,274574
2016-06-18,260884
2016-06-19,253489
2016-06-20,244069
2016-06-21,237484
2016-06-22,235957
2016-06-23,232712
2016-06-24,234843
2016-06-25,241816
2016-06-26,249477
2016-06-27,243956
2016-06-28,240400
2016-06-29,237696
2016-06-30,232147
2016-07-01,240046
2016-07-02,238252
2016-07-03,236214
2016-07-04,240739
2016-07-05,247204
2016-07-06,243810
2016-07-07,245306
2016-07-08,239792
2016-07-09,231613
2016-07-10,226922
2016-07-11,233283
2016-07-12,233362
2016-07-13,238838
2016-07-14,238783
2016-07-15,232958
2016-07-16,226715
2016-07-17,217554
2016-07-18,216099
2016-07-23,215213
2016-07-24,209357
2016-07-25,202631
2016-07-26,195674
2016-07-27,193767
2016-07-28,192634
2016-07-29,193801
2016-07-30,193624
2016-07-31,195625
2016-08-01,198884
2016-08-02,198576
2016-08-03,198810
2016-08-04,198585
2016-08-05,190526
2016-08-06,186324
2016-08-07,183396
2016-08-08,180008
2016-08-09,176321
2016-08-10,175075
2016-08-11,175235
2016-08-12,178121
2016-08-13,180234
2016-08-14,178039
2016-08-15,177701
2016-08-16,176215
2016-08-17,174661
2016-08-18,170934
2016-08-19,167491
2016-08-20,161622
2016-08-21,157728
2016-08-22,155221
2016-08-23,151266
2016-08-24,148023
2016-08-25,145904
2016-08-26,145904
2016-08-28,144007
2016-08-31,148560
2016-09-01,149528
2016-09-02,149528
2016-09-03,153997
2016-09-04,156960
2016-09-05,163316
2016-09-06,170321
2016-09-07,174281
2016-09-08,171027
2016-09-09,172736
2016-09-10,174781
2016-09-11,176825
2016-09-12,177230
2016-09-13,182426
2016-09-14,189335
2016-09-15,195226
2016-09-16,196878
2016-09-17,201050
2016-09-18,196481
2016-09-19,195965
2016-09-20,198172
2016-09-21,204159
2016-09-22,209396
2016-09-23,213815
2016-09-24,213815
2016-09-25,212025
2016-09-26,204968
2016-09-27,200624
2016-09-28,196297
2016-09-29,199087
2016-09-30,200203
2016-10-01,208414
2016-10-02,218667
2016-10-03,226354
2016-10-04,224212
2016-10-05,219391
2016-10-06,210766
2016-10-07,202398
2016-10-08,199101
2016-10-09,196877
2016-10-10,193529
2016-10-11,188051
2016-10-12,181546
2016-10-13,179861
2016-10-14,175509
2016-10-15,170950
2016-10-16,165524
2016-10-17,162219
2016-10-18,160017
2016-10-19,157030
2016-10-20,157649
2016-10-21,156508
2016-10-22,156619
2016-10-23,155765
2016-10-24,159872
2016-10-25,164095
2016-10-26,166943
2016-10-27,170724
2016-10-28,172958
2016-10-29,175158
2016-10-30,176798
2016-10-31,175860
2016-11-01,174509
2016-11-02,172595
2016-11-03,171040
2016-11-04,165673
2016-11-05,162739
2016-11-06,164721
2016-11-07,166256
2016-11-08,170389
2016-11-09,170065
2016-11-10,170897
2016-11-11,173901
2016-11-12,176871
2016-11-13,172033
2016-11-14,169598
2016-12-08,179205
2016-12-09,179858
2016-12-10,176176
2016-12-11,177922
2016-12-12,180151
2016-12-13,181942
2016-12-14,184385
2016-12-15,187932
2016-12-16,190195
2016-12-17,191025
2016-12-18,191540
2016-12-19,189055
2016-12-20,187115
2016-12-21,186660
2016-12-22,189025
2016-12-23,190454
2016-12-24,189972
2016-12-25,190587
2016-12-26,192374
2016-12-27,195375
2016-12-28,201909
2016-12-29,208625
2016-12-30,212176
2016-12-31,215817
2017-01-01,212917
2017-01-02,212961
2017-01-03,208965
2017-01-04,205610
2017-01-05,206963
2017-01-06,210034
2017-01-07,207640
2017-01-08,205413
2017-01-09,205988
2017-01-10,208448
2017-01-11,208830
2017-01-12,205041
2017-01-13,202343
2017-01-14,198566
2017-01-15,198486
2017-01-16,198883
2017-01-17,198386
2017-01-18,198727
2017-01-19,197800
2017-01-20,197002
2017-01-21,195948
2017-01-22,192385
2017-01-27,188785
2017-01-28,187247
2017-01-29,188896
2017-01-30,188551
2017-01-31,188279
2017-02-01,187352
2017-02-02,181914
2017-02-03,182415
2017-02-04,180389
2017-02-05,178004
2017-02-06,176527
2017-02-07,175241
2017-02-08,174839
2017-02-09,173294
2017-02-10,174966
2017-02-11,173565
2017-02-12,170969
2017-02-13,169276
2017-02-14,169281
2017-02-15,165439
2017-02-16,160927
2017-02-18,156731
2017-02-19,154663
2017-02-20,151524
2017-02-21,150161
2017-02-22,149667
2017-02-23,147348
2017-02-24,143359
2017-02-25,140139
2017-02-26,138666
2017-02-27,137093
2017-02-28,136908
2017-03-01,133522
2017-03-02,131042
2017-03-03,129822
2017-03-04,127754
2017-03-05,126123
2017-03-06,123706
2017-03-07,121531
2017-03-08,119748
2017-03-09,118698
2017-03-10,118184
2017-03-11,117106
2017-03-12,117118
2017-03-13,117559
2017-03-14,119982
2017-03-15,121322
2017-03-16,121214
2017-03-17,122232
2017-03-18,123757
2017-03-19,120651
2017-03-20,120532
2017-03-21,120985
2017-03-22,121343
2017-03-23,120562
2017-03-24,119530
2017-03-25,119445
2017-03-26,118895
2017-03-27,117070
2017-03-28,117159
2017-03-29,117110
2017-03-30,116343
2017-03-31,116666
2017-04-01,117240
2017-04-02,115132
2017-04-03,115689
2017-04-04,114281
2017-04-12,108648
2017-04-13,107459
2017-04-14,107542
2017-04-15,106464
2017-04-16,107621
2017-04-17,107642
2017-04-18,109925
2017-04-19,111585
2017-04-20,111781
2017-04-21,112503
2017-04-22,113061
2017-04-23,113950
2017-04-24,113612
2017-04-25,113779
2017-04-26,112601
2017-04-27,113003
2017-04-28,113086
2017-04-29,113888
2017-04-30,113065
2017-05-01,110574
2017-05-02,110586
2017-05-03,110293
2017-05-04,110120
2017-05-05,108980
2017-05-06,108535
2017-05-07,107023
2017-05-08,107066
2017-05-09,106710
2017-05-10,105670
2017-05-11,106238
2017-05-12,106270
2017-05-13,105998
2017-05-14,104623
2017-05-15,104582
2017-05-16,102923
2017-05-17,101907
2017-05-18,98970
2017-05-19,97033
2017-05-20,96418
2017-05-21,97180
2017-05-22,95872
2017-05-23,94131
2017-05-24,92767
2017-05-25,91491
2017-05-26,89772
2017-05-27,88723
2017-05-28,88035
2017-05-29,87806
2017-05-30,86973
2017-05-31,88017
2017-06-01,86833
2017-06-02,86302
2017-06-03,87013
2017-06-06,87628
2017-06-07,87767
2017-06-08,88512
2017-06-09,89724
2017-06-10,89534
2017-06-11,89234
2017-06-12,89481
2017-06-13,90186
2017-06-14,89997
2017-06-15,89086
2017-06-16,88932
2017-06-17,89752
2017-06-18,90092
2017-06-19,91357
2017-06-20,93167
2017-06-21,95173
2017-06-22,95868
2017-06-23,95372
2017-06-24,96439
2017-06-25,94565
2017-06-26,95438
2017-06-27,96907
2017-06-28,95813
2017-06-29,95842
2017-06-30,97400
2017-07-01,99935
2017-07-02,101524
2017-07-03,103650
2017-07-04,104146
2017-07-05,104954
2017-07-06,106435
2017-07-07,106264
2017-07-08,105519
2017-07-13,106399
2017-07-14,106361
2017-07-15,105075
2017-07-16,105077
2017-07-17,104385
2017-07-18,104462
2017-07-19,105409
2017-07-20,104337
2017-07-21,105295
2017-07-22,106147
2017-07-23,104262
2017-07-24,103117
2017-07-25,102487
2017-07-26,103239
2017-07-27,103022
2017-07-28,104665
2017-07-29,105515
2017-07-30,105754
2017-07-31,103522
2017-08-01,102765
2017-08-02,101373
2017-08-03,99678
2017-08-04,99961
2017-08-05,98676
2017-08-06,98419
2017-08-09,96125
2017-08-10,96680
2017-08-11,97585
2017-08-12,99460
2017-08-13,101879
2017-08-14,101678
2017-08-15,101467
2017-08-17,102257
2017-08-18,101017
2017-08-19,101943
2017-08-20,102186
2017-08-21,101830
2017-08-22,102308
2017-08-23,103060
2017-08-24,103073
2017-08-25,102238
2017-08-26,103731
2017-08-27,105024
2017-08-28,105830
2017-08-29,106624
2017-08-30,107254
2017-08-31,109211
2017-09-01,109084
2017-09-02,108933
2017-09-03,108784
2017-09-04,108786
2017-09-05,108510
2017-09-06,108018
2017-09-07,108608
2017-09-08,108307
2017-09-09,107407
2017-09-10,106652
2017-09-11,106359
2017-09-12,105351
2017-09-13,103840
2017-09-14,104415
2017-09-15,103383
2017-09-16,103828
2017-09-17,103776
2017-09-19,101016
2017-09-20,100460
2017-09-21,99014
2017-09-22,97850
2017-09-23,96433
2017-09-24,95379
2017-09-25,95315
2017-09-26,96547
2017-09-27,96822
2017-09-28,97497
2017-09-29,96982
2017-09-30,98293
2017-10-01,99227
2017-10-02,100613
2017-10-03,101909
2017-10-04,102736
2017-10-05,101937
2017-10-06,101281
2017-10-07,101196
2017-10-08,105077
2017-10-09,104669
2017-10-10,102061
2017-10-11,99466
2017-10-12,100264
2017-10-13,97731
2017-10-14,94342
2017-10-15,92045
2017-10-16,93090
2017-10-17,92213
2017-10-18,90241
2017-10-19,89997
2017-10-20,90325
2017-10-21,91751
2017-10-22,93166
2017-10-23,93413
2017-10-24,93017
2017-10-25,91420
2017-10-26,91765
2017-10-27,93007
2017-10-28,91002
2017-10-29,89424
2017-10-30,86735
2017-10-31,83897
2017-11-01,81488
2017-11-02,79714
2017-11-03,80497
2017-11-04,82988
2017-11-05,81966
2017-11-06,81317
2017-11-07,79932
2017-11-08,78226
2017-11-09,77656
2017-11-10,76866
2017-11-11,75839
2017-11-12,74748
2017-11-13,73351
2017-11-14,73441
2017-11-15,72652
2017-11-16,70402
2017-11-17,68333
2017-11-18,68249
2017-11-19,68472
2017-11-20,67594
2017-11-21,66236
2017-11-22,65308
2017-11-23,64898
2017-11-24,65849
2017-11-25,66178
2017-11-26,67060
2017-11-27,66388
2017-11-28,67762
2017-11-29,66780
2017-11-30,66426
2017-12-01,69263
2017-12-02,71649
2017-12-03,72410
2017-12-04,74249
2017-12-05,77814
2017-12-06,80919
2017-12-07,84074
2017-12-08,85255
2017-12-09,85595
2017-12-10,85352
2017-12-11,86561
2017-12-12,87736
2017-12-13,87866
2017-12-14,85733
2017-12-15,85663
2017-12-16,85012
2017-12-17,86029
2017-12-18,85785
2017-12-19,84825
2017-12-20,83522
2017-12-21,83599
2017-12-22,81548
2017-12-23,79436
2017-12-24,77477
2017-12-25,76152
2017-12-26,75525
2017-12-27,76645
2017-12-28,77917
2017-12-29,77721
2017-12-30,78669
2017-12-31,80230
2018-01-01,79502
2018-01-02,80183
2018-01-03,80191
2018-01-04,78918
2018-01-05,79024
2018-01-06,78439
2018-01-07,76144
2018-01-08,76041
2018-01-09,75471
2018-01-10,75354
2018-01-11,74063
2018-01-12,74109
2018-01-13,74646
2018-01-14,74080
2018-01-15,72198
2018-01-16,70480
2018-01-17,68994
2018-01-18,69220
2018-01-19,69333
2018-01-20,68491
2018-01-21,68504
2018-01-22,69771
2018-01-23,68975
2018-01-24,70220
2018-01-25,71452
2018-01-26,70703
2018-01-27,69101
2018-01-28,67051
2018-01-29,64601
2018-01-30,62500
2018-02-01,61329
2018-02-02,60195
2018-02-03,59924
2018-02-04,59894
2018-02-05,58148
2018-02-06,56665
2018-02-07,54546
2018-02-08,53105
2018-02-09,50683
2018-02-10,49446
2018-02-11,48021
2018-02-12,47577
2018-02-13,48638
2018-02-14,50296
2018-02-15,49864
2018-02-16,51640
2018-02-17,52472
2018-02-18,54047
2018-02-19,55342
2018-02-20,56259
2018-02-21,58030
2018-02-22,58922
2018-02-23,58548
2018-02-24,57628
2018-02-25,56871
2018-02-26,57112
2018-02-27,57424
2018-02-28,57446
2018-03-01,57520
2018-03-02,58534
2018-03-03,58976
2018-03-04,59309
2018-03-05,58008
2018-03-06,57139
2018-03-07,56754
2018-03-08,56482
2018-03-09,56298
2018-03-10,55418
2018-03-11,54338
2018-03-12,52992
2018-03-13,51354
2018-03-14,50512
2018-03-15,49195
2018-03-16,48132
2018-03-17,46801
2018-03-18,46559
2018-03-19,45695
2018-03-20,45690
2018-03-21,45508
2018-03-23,47729
2018-03-24,48994
2018-03-26,51755
2018-03-27,53832
2018-03-28,56026
2018-03-29,58652
2018-03-30,60750
2018-03-31,62793
2018-04-01,63437
2018-04-02,63352
2018-04-03,64016
2018-04-04,64566
2018-04-05,64546
2018-04-06,63639
2018-04-08,62439
2018-04-09,60860
2018-04-10,58897
2018-04-11,58589
2018-04-12,59443
2018-04-13,59660
2018-04-14,60853
2018-04-15,61837
2018-04-16,61404
2018-04-17,61677
2018-04-18,61689
2018-04-19,63213
2018-04-20,63067
2018-04-21,62666
2018-04-22,62298
2018-04-23,61081
2018-04-24,61886
2018-04-25,61911
2018-04-26,62988
2018-04-27,62647
2018-04-28,62502
2018-04-29,62145
2018-04-30,62107
2018-05-01,61626
2018-05-02,61386
2018-05-03,58687
2018-05-04,57277
2018-05-05,56671
2018-05-06,56543
2018-05-07,56416
2018-05-08,54680
2018-05-09,52328
2018-05-10,49870
2018-05-11,47554
2018-05-12,46104
2018-05-13,45246
2018-05-14,44926
2018-05-15,45085
2018-05-16,44764
2018-05-17,44564
2018-05-18,45994
2018-05-19,46988
2018-05-20,46640
2018-05-21,45938
2018-05-22,45702
2018-05-23,45826
2018-05-24,45541
2018-05-25,45442
2018-05-26,44607
2018-05-27,45030
2018-05-28,45583
2018-05-29,45952
2018-05-30,45974
2018-05-31,45448
2018-06-01,45034
2018-06-02,44406
2018-06-03,43009
2018-06-04,42135
2018-06-05,41381
2018-06-06,40657
2018-06-07,40071
2018-06-08,39219
2018-06-09,38435
2018-06-10,37929
2018-06-11,37201
2018-06-12,36915
2018-06-13,36731
2018-06-14,36173
2018-06-15,36691
2018-06-16,36760
2018-06-17,37696
2018-06-18,38611
2018-06-19,40295
2018-06-20,41152
2018-06-21,42028
2018-06-22,43866
2018-06-23,43649
2018-06-24,43498
2018-06-25,41328
2018-06-26,40093
2018-06-27,40012
2018-06-28,40333
2018-06-29,40546
2018-06-30,40989
2018-07-01,43003
2018-07-02,43584
2018-07-03,45428
2018-07-04,46462
2018-07-05,48051
2018-07-06,49857
2018-07-07,51819
2018-07-08,54060
2018-07-09,55745
2018-07-10,58263
2018-07-11,59313
2018-07-12,58595
2018-07-13,59317
2018-07-14,60858
2018-07-15,63874
2018-07-16,66211
2018-07-17,68681
2018-07-18,68695
2018-07-19,69540
2018-07-20,70709
2018-07-21,72220
2018-07-23,75780
2018-07-24,75978
2018-07-25,75008
2018-07-26,72896
2018-07-27,70231
2018-07-28,67738
2018-07-29,66772
2018-07-30,64911
2018-07-31,63530
2018-08-01,61915
2018-08-02,62004
2018-08-03,60653
2018-08-04,61337
2018-08-05,62687
2018-08-06,63785
2018-08-07,65511
2018-08-08,67452
2018-08-09,68492
2018-08-10,68790
2018-08-11,69080
2018-08-12,70110
2018-08-14,67643
2018-08-16,67179
2018-08-17,66835
2018-08-18,65672
2018-08-19,65354
2018-08-20,63795
2018-08-21,63063
2018-08-22,61634
2018-08-23,60418
2018-08-24,58924
2018-08-25,58330
2018-08-26,59659
2018-08-27,60617
2018-08-28,61518
2018-08-29,64340
2018-08-30,66405
2018-08-31,66624
2018-09-01,68302
2018-09-02,68420
2018-09-03,69721
2018-09-04,69780
2018-09-05,69900
2018-09-06,70811
2018-09-07,71198
2018-09-08,72052
2018-09-09,73406
2018-09-10,75525
2018-09-11,75532
2018-09-12,74984
2018-09-13,73326
2018-09-14,71261
2018-09-15,69366
2018-09-16,68721
2018-09-17,68253
2018-09-18,66725
2018-09-20,66113
2018-09-21,65939
2018-09-22,65274
2018-09-23,65722
2018-09-24,66552
2018-09-25,66988
2018-09-26,67541
2018-09-27,67844
2018-09-28,69304
2018-09-29,71021
2018-09-30,71631
2018-10-02,71072
2018-10-03,72352
2018-10-04,73946
2018-10-05,74517
2018-10-06,75974
2018-10-07,77392
2018-10-08,76916
2018-10-09,74800
2018-10-10,73589
2018-10-11,72180
2018-10-12,71061
2018-10-13,70628
2018-10-14,71317
2018-10-15,70603
2018-10-16,70888
2018-10-17,71833
2018-10-18,70603
2018-10-19,69104
2018-10-20,69052
2018-10-21,68895
2018-10-22,68312
2018-10-23,69285
2018-10-24,69237
2018-10-25,68676
2018-10-26,68206
2018-10-27,68348
2018-10-28,68283
2018-10-29,66992
2018-10-30,66702
2018-10-31,67635
2018-11-01,70070
2018-11-03,73957
2018-11-04,76778
2018-11-05,80349
2018-11-06,84367
2018-11-07,88122
2018-11-08,90714
2018-11-09,94626
2018-11-10,99120
2018-11-11,103601
2018-11-12,107545
2018-11-13,110484
2018-11-14,113203
2018-11-15,115525
2018-11-16,118774
2018-11-17,124214
2018-11-18,129254
2018-11-19,135435
2018-11-20,139588
2018-11-21,142270
2018-11-22,145437
2018-11-23,146067
2018-11-24,143859
2018-11-25,142363
2018-11-26,143469
2018-11-27,143180
2018-11-28,144100
2018-11-29,146373
2018-12-01,153169
2018-12-02,159360
2018-12-03,160722
2018-12-04,161781
2018-12-05,160815
2018-12-09,150965
2018-12-10,147754
2018-12-11,144019
2018-12-12,140951
2018-12-13,137347
2018-12-14,135124
2018-12-15,135317
2018-12-16,133699
2018-12-17,132879
2018-12-18,132968
2018-12-19,133205
2018-12-20,134760
2018-12-21,134362
2018-12-22,134275
2018-12-23,134689
2018-12-24,134708
2018-12-25,133374
2018-12-26,131000
2018-12-27,127570
2018-12-28,125104
2018-12-29,123242
2018-12-30,121709
2018-12-31,116381
2019-01-01,111560
2019-01-02,106586
2019-01-03,103818
2019-01-04,99963
2019-01-05,97169
2019-01-06,95987
2019-01-08,98160
2019-01-10,99197
2019-01-11,96867
2019-01-12,96196
2019-01-13,97567
2019-01-14,95113
2019-01-15,94156
2019-01-16,93711
2019-01-17,95820
2019-01-18,98068
2019-01-19,99643
2019-01-20,102130
2019-01-21,104565
2019-01-22,104479
2019-01-23,105785
2019-01-24,106258
2019-01-25,105382
2019-01-26,105153
2019-01-27,105361
2019-01-28,107255
2019-01-29,107849
2019-01-30,107154
2019-01-31,106820
2019-02-01,103535
2019-02-02,99894
2019-02-03,96604
2019-02-04,94903
2019-02-05,94037
2019-02-06,93419
2019-02-07,92887
2019-02-08,91387
2019-02-09,91109
2019-02-10,90179
2019-02-11,89413
2019-02-12,87803
2019-02-13,85837
2019-02-14,84168
2019-02-15,82518
2019-02-16,80252
2019-02-17,78999
2019-02-18,78154
2019-02-19,77238
2019-02-20,76461
2019-02-21,75859
2019-02-22,74725
2019-02-23,75007
2019-02-24,74760
2019-02-25,72982
2019-02-26,73047
2019-02-27,73485
2019-02-28,74206
2019-03-01,74607
2019-03-02,75890
2019-03-03,77228
2019-03-04,78184
2019-03-05,77540
2019-03-06,76702
2019-03-07,76641
2019-03-08,76045
2019-03-09,75938
2019-03-10,75665
2019-03-11,75881
2019-03-12,75148
2019-03-13,75278
2019-03-14,75739
2019-03-15,75644
2019-03-16,74779
2019-03-17,74612
2019-03-18,74646
2019-03-19,74423
2019-03-20,74312
2019-03-21,74524
2019-03-22,74746
2019-03-23,74967
2019-03-24,74685
2019-03-25,76016
2019-03-26,75620
2019-03-27,75274
2019-03-28,75565
2019-03-29,75170
2019-03-30,74230
2019-03-31,74700
2019-04-01,74395
2019-04-02,74492
2019-04-03,74469
2019-04-04,72884
2019-04-05,71969
2019-04-06,70680
