date_obj,Guthix%20page%204 price
2015-07-12,35797
2015-07-13,37385
2015-07-14,37385
2015-07-15,38803
2015-07-16,38803
2015-07-17,40092
2015-07-18,40092
2015-07-19,40353
2015-07-20,40444
2015-07-21,40444
2015-07-22,40849
2015-07-23,40849
2015-07-24,41905
2015-07-25,41905
2015-07-26,42738
2015-07-27,42738
2015-07-28,43669
2015-07-29,44507
2015-07-30,44507
2015-07-31,45753
2015-08-01,45753
2015-08-02,47288
2015-08-03,47288
2015-08-04,47453
2015-08-05,45914
2015-08-06,45914
2015-08-07,45337
2015-08-08,44453
2015-08-09,43195
2015-08-10,43195
2015-08-11,42170
2015-08-12,42170
2015-08-13,43540
2015-08-14,45487
2015-08-15,45487
2015-08-16,46669
2015-08-17,47403
2015-08-18,47403
2015-08-19,48064
2015-08-20,48064
2015-08-21,48190
2015-08-22,48190
2015-08-23,47887
2015-08-24,47887
2015-08-25,47705
2015-08-26,47705
2015-08-27,47466
2015-08-28,47466
2015-08-29,47204
2015-08-30,47204
2015-08-31,46846
2015-09-01,46846
2015-09-02,47212
2015-09-03,47212
2015-09-04,47308
2015-09-05,47308
2015-09-06,46259
2015-09-07,46259
2015-09-08,44470
2015-09-09,44470
2015-09-10,42759
2015-09-11,42759
2015-09-12,41042
2015-09-13,41042
2015-09-14,39433
2015-09-15,39433
2015-09-16,37607
2015-09-17,36044
2015-09-18,36044
2015-09-19,34504
2015-09-20,34504
2015-09-21,32778
2015-09-22,32778
2015-09-23,31139
2015-09-24,31139
2015-09-25,29707
2015-09-27,28384
2015-09-28,26964
2015-09-29,25700
2015-09-30,24558
2015-10-05,21370
2015-10-06,20372
2015-10-07,20372
2015-10-08,19542
2015-10-09,18707
2015-10-10,18707
2015-10-11,17908
2015-10-12,17908
2015-10-13,17363
2015-10-14,17363
2015-10-15,16651
2015-10-16,16651
2015-10-17,16112
2015-10-18,16112
2015-10-19,16150
2015-10-20,16150
2015-10-22,16730
2015-10-23,17037
2015-10-24,17037
2015-10-25,17811
2015-10-26,17811
2015-10-27,18666
2015-10-29,19587
2015-10-30,19587
2015-10-31,20437
2015-11-01,20437
2015-11-02,21301
2015-11-03,21301
2015-11-04,22068
2015-11-05,22068
2015-11-06,22787
2015-11-07,22787
2015-11-08,23765
2015-11-09,23765
2015-11-10,24724
2015-11-11,24724
2015-11-12,25866
2015-11-13,25866
2015-11-14,25866
2015-11-15,27016
2015-11-16,27016
2015-11-17,27680
2015-11-18,27680
2015-11-19,28762
2015-11-20,28762
2015-11-21,29856
2015-11-22,31219
2015-11-23,31219
2015-11-24,31219
2015-11-25,32584
2015-11-26,32584
2015-11-27,34188
2015-11-28,34188
2015-11-29,35755
2015-11-30,35755
2015-12-01,37213
2015-12-02,37213
2015-12-03,39001
2015-12-04,39001
2015-12-05,40924
2015-12-06,42764
2015-12-07,42764
2015-12-08,44332
2015-12-09,44332
2015-12-10,46030
2015-12-11,46030
2015-12-12,47654
2015-12-13,47654
2015-12-14,49796
2015-12-15,50070
2015-12-16,50070
2015-12-17,50121
2015-12-18,50121
2015-12-19,50793
2015-12-20,52383
2015-12-21,52383
2015-12-22,51731
2015-12-23,51731
2015-12-24,50710
2015-12-25,50710
2015-12-26,50293
2015-12-27,49644
2015-12-28,49644
2015-12-29,48724
2015-12-30,48724
2015-12-31,48943
2016-01-01,48943
2016-01-02,48316
2016-01-03,47713
2016-01-04,46740
2016-01-05,46740
2016-01-06,46545
2016-01-07,46545
2016-01-08,45646
2016-01-09,45646
2016-01-10,45270
2016-01-11,45270
2016-01-12,46003
2016-01-13,46003
2016-01-14,46386
2016-01-15,46386
2016-01-16,46711
2016-01-17,46711
2016-01-18,46178
2016-01-19,46178
2016-01-20,44493
2016-01-21,44493
2016-01-22,42699
2016-01-23,42699
2016-01-24,40630
2016-01-25,38794
2016-01-26,38794
2016-01-27,37045
2016-01-28,37045
2016-01-29,35821
2016-01-30,35821
2016-01-31,34582
2016-02-01,33286
2016-02-02,33286
2016-02-03,31631
2016-02-04,31631
2016-02-05,30586
2016-02-06,29430
2016-02-07,29430
2016-02-08,28226
2016-02-09,28226
2016-02-10,27735
2016-02-11,27735
2016-02-12,26777
2016-02-13,26333
2016-02-14,26333
2016-02-15,25860
2016-02-16,25860
2016-02-17,25204
2016-02-18,25204
2016-02-19,24453
2016-02-20,25346
2016-02-21,26584
2016-02-22,26584
2016-02-23,27885
2016-02-24,27885
2016-02-25,28768
2016-02-26,28768
2016-02-27,28455
2016-02-28,28455
2016-02-29,27771
2016-03-01,27031
2016-03-02,27031
2016-03-03,26879
2016-03-04,26879
2016-03-05,27704
2016-03-06,29056
2016-03-07,29056
2016-03-08,30502
2016-03-09,31944
2016-03-10,32984
2016-03-11,32984
2016-03-12,34257
2016-03-13,34257
2016-03-14,34276
2016-03-15,34013
2016-03-16,33569
2016-03-17,33569
2016-03-18,32995
2016-03-19,32995
2016-03-20,31887
2016-03-21,31887
2016-03-22,30578
2016-03-23,29495
2016-03-24,29495
2016-03-25,29285
2016-03-26,29285
2016-03-27,29541
2016-03-28,30758
2016-03-29,30758
2016-03-30,31599
2016-03-31,31599
2016-04-01,31709
2016-04-02,31709
2016-04-03,31493
2016-04-04,31493
2016-04-05,31417
2016-04-06,31137
2016-04-07,31137
2016-04-08,31242
2016-04-09,30958
2016-04-10,31194
2016-04-11,31194
2016-04-12,31218
2016-04-13,31218
2016-04-14,30885
2016-04-15,30885
2016-04-16,31260
2016-04-17,31260
2016-04-18,31032
2016-04-19,31032
2016-04-20,30237
2016-04-21,30237
2016-04-22,29542
2016-04-23,29090
2016-04-24,29090
2016-04-25,27954
2016-04-26,27954
2016-04-27,26583
2016-04-28,26583
2016-04-29,25253
2016-04-30,24508
2016-05-01,24508
2016-05-02,23436
2016-05-03,22355
2016-05-04,22355
2016-05-05,21373
2016-05-06,21373
2016-05-07,20687
2016-05-08,20687
2016-05-09,20037
2016-05-10,19598
2016-05-11,19598
2016-05-12,18658
2016-05-13,17848
2016-05-14,17848
2016-05-15,17276
2016-05-16,17276
2016-05-17,17165
2016-05-18,17088
2016-05-19,17088
2016-05-22,16801
2016-05-23,16643
2016-05-24,16643
2016-05-25,15983
2016-05-26,15715
2016-05-27,15771
2016-05-28,15771
2016-05-29,16415
2016-05-30,16415
2016-05-31,17236
2016-06-01,18083
2016-06-02,18083
2016-06-03,18950
2016-06-04,19894
2016-06-05,19894
2016-06-06,20640
2016-06-07,20640
2016-06-08,21158
2016-06-09,21401
2016-06-10,21479
2016-06-11,21479
2016-06-12,22257
2016-06-13,22257
2016-06-14,22026
2016-06-15,22026
2016-06-16,21233
2016-06-17,20724
2016-06-18,20724
2016-06-19,20095
2016-06-20,20095
2016-06-21,19493
2016-06-22,18725
2016-06-23,18725
2016-06-24,18121
2016-06-25,17929
2016-06-26,17929
2016-06-27,18192
2016-06-28,18259
2016-06-29,18259
2016-06-30,18805
2016-07-01,18953
2016-07-02,18953
2016-07-03,18947
2016-07-04,18559
2016-07-05,18559
2016-07-06,18598
2016-07-07,17698
2016-07-08,16905
2016-07-09,16184
2016-07-10,15388
2016-07-11,14818
2016-07-12,14121
2016-07-13,13450
2016-07-14,12777
2016-07-15,12182
2016-07-16,11572
2016-07-17,11572
2016-07-18,11283
2016-07-23,10500
2016-07-24,10005
2016-07-25,10005
2016-07-26,9552
2016-07-27,9552
2016-07-28,9095
2016-07-29,8723
2016-07-30,8439
2016-07-31,8439
2016-08-01,8243
2016-08-02,8335
2016-08-03,8335
2016-08-04,8519
2016-08-05,8519
2016-08-06,8480
2016-08-07,8561
2016-08-08,8561
2016-08-09,8281
2016-08-10,8281
2016-08-11,7981
2016-08-12,7981
2016-08-13,7721
2016-08-14,7721
2016-08-15,7537
2016-08-16,7537
2016-08-17,7339
2016-08-18,7339
2016-08-19,7011
2016-08-20,7011
2016-08-21,6964
2016-08-22,6964
2016-08-23,6740
2016-08-24,6740
2016-08-25,6743
2016-08-26,6743
2016-08-28,6619
2016-08-31,6545
2016-09-01,6545
2016-09-02,6630
2016-09-03,6630
2016-09-04,6467
2016-09-05,6467
2016-09-06,6528
2016-09-07,6528
2016-09-08,6528
2016-09-09,6616
2016-09-10,6616
2016-09-11,6842
2016-09-12,6842
2016-09-13,7027
2016-09-14,7027
2016-09-15,7111
2016-09-16,7111
2016-09-17,7023
2016-09-18,7023
2016-09-19,7033
2016-09-20,7033
2016-09-21,6997
2016-09-22,6664
2016-09-23,6664
2016-09-24,6664
2016-09-25,6349
2016-09-26,6349
2016-09-27,6396
2016-09-28,6396
2016-09-29,6450
2016-09-30,6450
2016-10-01,6467
2016-10-02,6467
2016-10-03,6467
2016-10-04,6495
2016-10-05,6495
2016-10-06,6563
2016-10-07,6563
2016-10-08,6606
2016-10-09,6606
2016-10-10,6606
2016-10-11,6833
2016-10-12,6833
2016-10-13,6949
2016-10-14,6949
2016-10-15,6965
2016-10-16,6965
2016-10-17,6874
2016-10-18,6874
2016-10-19,7103
2016-10-20,7103
2016-10-21,7369
2016-10-22,7369
2016-10-23,7587
2016-10-24,7587
2016-10-25,7669
2016-10-26,7677
2016-10-27,7677
2016-10-28,7677
2016-10-29,7454
2016-10-30,7454
2016-10-31,7148
2016-11-01,7148
2016-11-02,6930
2016-11-03,6930
2016-11-04,6621
2016-11-05,6621
2016-11-06,6546
2016-11-07,6546
2016-11-08,6427
2016-11-09,6427
2016-11-10,6537
2016-11-11,6537
2016-11-12,6673
2016-11-13,6673
2016-11-14,6916
2016-11-15,6916
2016-12-07,5383
2016-12-08,5383
2016-12-09,5378
2016-12-10,5378
2016-12-11,5194
2016-12-12,5194
2016-12-13,4940
2016-12-14,4796
2016-12-15,4796
2016-12-16,4676
2016-12-17,4566
2016-12-18,4566
2016-12-19,4591
2016-12-20,4693
2016-12-21,4693
2016-12-22,4828
2016-12-23,4970
2016-12-24,4970
2016-12-25,5139
2016-12-26,5139
2016-12-27,5296
2016-12-28,5296
2016-12-29,5314
2016-12-30,5314
2016-12-31,5503
2017-01-01,5503
2017-01-02,5699
2017-01-03,5699
2017-01-04,5724
2017-01-05,5724
2017-01-06,5619
2017-01-07,5605
2017-01-08,5605
2017-01-09,5524
2017-01-10,5524
2017-01-11,5338
2017-01-12,5153
2017-01-13,5153
2017-01-14,5002
2017-01-15,4867
2017-01-16,4867
2017-01-17,4811
2017-01-18,4639
2017-01-19,4639
2017-01-20,4529
2017-01-21,4476
2017-01-22,4476
2017-01-23,4333
2017-01-27,4459
2017-01-28,4579
2017-01-29,4612
2017-01-30,4612
2017-01-31,4622
2017-02-01,4647
2017-02-02,4647
2017-02-03,4727
2017-02-04,4804
2017-02-05,4804
2017-02-06,4896
2017-02-07,4896
2017-02-08,4841
2017-02-09,4841
2017-02-10,4997
2017-02-11,5138
2017-02-12,5138
2017-02-13,5337
2017-02-14,5458
2017-02-15,5458
2017-02-16,5684
2017-02-18,5911
2017-02-19,6073
2017-02-20,6073
2017-02-21,6335
2017-02-22,6335
2017-02-23,6523
2017-02-24,6523
2017-02-25,6489
2017-02-26,6489
2017-02-27,6494
2017-02-28,6589
2017-03-01,6589
2017-03-02,6784
2017-03-03,6784
2017-03-04,7006
2017-03-05,7006
2017-03-06,7272
2017-03-07,7272
2017-03-08,7452
2017-03-09,7452
2017-03-10,7665
2017-03-11,7773
2017-03-12,7773
2017-03-13,7768
2017-03-14,7582
2017-03-15,7636
2017-03-16,7636
2017-03-17,7516
2017-03-18,7516
2017-03-19,7284
2017-03-20,7205
2017-03-21,6934
2017-03-22,6934
2017-03-23,7002
2017-03-24,7117
2017-03-25,7117
2017-03-26,7106
2017-03-27,7109
2017-03-28,7109
2017-03-29,7133
2017-03-30,7133
2017-03-31,7080
2017-04-01,7080
2017-04-02,7106
2017-04-03,6918
2017-04-04,6918
2017-04-12,6450
2017-04-13,6266
2017-04-14,6266
2017-04-15,6049
2017-04-16,5918
2017-04-17,5802
2017-04-18,5802
2017-04-19,5827
2017-04-20,5827
2017-04-21,5823
2017-04-22,5823
2017-04-23,5700
2017-04-24,5759
2017-04-25,5740
2017-04-26,5740
2017-04-27,5637
2017-04-28,5547
2017-04-29,5601
2017-04-30,5601
2017-05-01,5660
2017-05-02,5711
2017-05-03,5711
2017-05-04,5569
2017-05-05,5507
2017-05-06,5507
2017-05-07,5458
2017-05-08,5458
2017-05-09,5536
2017-05-10,5536
2017-05-11,5546
2017-05-12,5583
2017-05-13,5693
2017-05-14,5693
2017-05-15,5686
2017-05-16,5601
2017-05-17,5601
2017-05-18,5661
2017-05-19,5661
2017-05-20,5686
2017-05-21,5686
2017-05-22,5806
2017-05-23,5806
2017-05-24,5959
2017-05-25,5959
2017-05-26,5866
2017-05-27,5866
2017-05-28,5727
2017-05-29,5727
2017-05-30,5568
2017-05-31,5395
2017-06-01,5395
2017-06-02,5138
2017-06-03,5138
2017-06-04,4903
2017-06-05,4903
2017-06-06,4665
2017-06-07,4446
2017-06-08,4446
2017-06-09,4241
2017-06-10,4067
2017-06-11,3988
2017-06-12,3988
2017-06-13,3863
2017-06-14,3863
2017-06-15,3809
2017-06-16,3809
2017-06-17,3732
2017-06-18,3664
2017-06-19,3664
2017-06-20,3660
2017-06-21,3660
2017-06-22,3799
2017-06-23,3799
2017-06-24,3986
2017-06-25,3986
2017-06-26,4186
2017-06-27,4186
2017-06-28,4379
2017-06-29,4454
2017-06-30,4454
2017-07-01,4528
2017-07-02,4528
2017-07-03,4673
2017-07-04,4673
2017-07-05,4660
2017-07-06,4702
2017-07-07,4702
2017-07-08,4717
2017-07-13,4579
2017-07-14,4556
2017-07-15,4556
2017-07-16,4333
2017-07-17,4325
2017-07-18,4325
2017-07-19,4312
2017-07-20,4317
2017-07-21,4317
2017-07-22,4232
2017-07-23,4134
2017-07-24,4134
2017-07-25,4054
2017-07-26,4054
2017-07-27,4067
2017-07-28,4067
2017-07-29,4134
2017-07-30,4266
2017-07-31,4266
2017-08-01,4419
2017-08-02,4597
2017-08-03,4597
2017-08-04,4720
2017-08-05,4783
2017-08-06,4783
2017-08-09,4809
2017-08-10,4643
2017-08-11,4643
2017-08-12,4587
2017-08-13,4587
2017-08-14,4588
2017-08-15,4588
2017-08-16,4549
2017-08-17,4574
2017-08-18,4574
2017-08-19,4468
2017-08-20,4559
2017-08-21,4559
2017-08-22,4493
2017-08-23,4493
2017-08-24,4426
2017-08-25,4426
2017-08-26,4469
2017-08-27,4469
2017-08-28,4310
2017-08-29,4310
2017-08-30,4256
2017-08-31,4256
2017-09-01,4125
2017-09-02,4014
2017-09-03,4014
2017-09-04,3813
2017-09-05,3673
2017-09-06,3673
2017-09-07,3552
2017-09-08,3552
2017-09-09,3413
2017-09-10,3413
2017-09-11,3269
2017-09-12,3269
2017-09-13,3223
2017-09-14,3166
2017-09-15,3166
2017-09-16,3030
2017-09-17,2903
2017-09-18,2903
2017-09-19,2800
2017-09-20,2684
2017-09-21,2684
2017-09-22,2557
2017-09-23,2557
2017-09-24,2488
2017-09-25,2488
2017-09-26,2467
2017-09-27,2467
2017-09-28,2490
2017-09-29,2490
2017-09-30,2567
2017-10-01,2567
2017-10-02,2601
2017-10-03,2601
2017-10-04,2631
2017-10-05,2631
2017-10-06,2662
2017-10-07,2662
2017-10-08,2684
2017-10-09,2684
2017-10-10,2759
2017-10-11,2759
2017-10-12,2757
2017-10-13,2757
2017-10-14,2644
2017-10-15,2644
2017-10-16,2555
2017-10-17,2555
2017-10-18,2504
2017-10-19,2504
2017-10-20,2508
2017-10-21,2508
2017-10-22,2541
2017-10-23,2541
2017-10-24,2563
2017-10-25,2588
2017-10-26,2588
2017-10-27,2591
2017-10-28,2591
2017-10-29,2602
2017-10-30,2602
2017-10-31,2666
2017-11-01,2666
2017-11-02,2714
2017-11-03,2714
2017-11-04,2731
2017-11-05,2731
2017-11-06,2769
2017-11-07,2769
2017-11-08,2810
2017-11-09,2810
2017-11-10,2809
2017-11-11,2809
2017-11-12,2807
2017-11-13,2807
2017-11-14,2792
2017-11-15,2792
2017-11-16,2818
2017-11-17,2818
2017-11-18,2944
2017-11-19,3033
2017-11-20,3033
2017-11-21,3119
2017-11-22,3119
2017-11-23,3156
2017-11-24,3156
2017-11-25,3108
2017-11-26,3108
2017-11-27,3107
2017-11-28,3107
2017-11-29,3069
2017-11-30,3069
2017-12-01,3058
2017-12-02,3058
2017-12-03,3026
2017-12-04,3026
2017-12-05,2989
2017-12-06,2989
2017-12-07,3063
2017-12-08,3063
2017-12-09,3138
2017-12-10,3238
2017-12-11,3238
2017-12-12,3284
2017-12-13,3284
2017-12-14,3400
2017-12-15,3491
2017-12-16,3491
2017-12-17,3542
2017-12-18,3681
2017-12-19,3681
2017-12-20,3840
2017-12-21,3840
2017-12-22,4011
2017-12-23,4011
2017-12-24,4172
2017-12-25,4172
2017-12-26,4272
2017-12-27,4446
2017-12-28,4446
2017-12-29,4509
2017-12-30,4560
2017-12-31,4560
2018-01-01,4460
2018-01-02,4460
2018-01-03,4317
2018-01-04,4317
2018-01-05,4119
2018-01-06,4001
2018-01-07,4001
2018-01-08,3982
2018-01-09,3996
2018-01-10,3996
2018-01-11,4066
2018-01-12,4066
2018-01-13,3992
2018-01-14,3992
2018-01-15,3792
2018-01-16,3653
2018-01-17,3638
2018-01-18,3638
2018-01-19,3631
2018-01-20,3559
2018-01-21,3559
2018-01-22,3507
2018-01-23,3474
2018-01-25,3328
2018-01-26,3161
2018-01-27,3085
2018-01-28,3013
2018-01-29,2913
2018-01-30,2785
2018-01-31,2646
2018-02-01,2540
2018-02-02,2449
2018-02-03,2327
2018-02-04,2218
2018-02-05,2172
2018-02-06,2130
2018-02-07,2120
2018-02-08,2120
2018-02-09,2089
2018-02-10,2049
2018-02-11,1975
2018-02-12,1929
2018-02-13,1914
2018-02-14,1923
2018-02-15,1922
2018-02-16,1945
2018-02-17,1954
2018-02-18,1940
2018-02-19,1920
2018-02-20,1903
2018-02-21,1894
2018-02-22,1906
2018-02-23,1933
2018-02-24,1952
2018-02-25,2021
2018-02-26,2099
2018-02-27,2192
2018-02-28,2133
2018-03-01,2109
2018-03-02,2093
2018-03-03,2107
2018-03-04,2107
2018-03-05,2138
2018-03-06,2191
2018-03-07,2161
2018-03-08,2146
2018-03-09,2116
2018-03-10,2022
2018-03-11,1984
2018-03-12,1929
2018-03-13,1853
2018-03-14,1884
2018-03-15,1976
2018-03-16,2046
2018-03-17,2070
2018-03-18,2127
2018-03-19,2127
2018-03-20,2177
2018-03-21,2102
2018-03-23,2098
2018-03-24,2152
2018-03-25,2233
2018-03-26,2321
2018-03-27,2409
2018-03-28,2503
2018-03-29,2531
2018-03-30,2497
2018-03-31,2452
2018-04-01,2448
2018-04-02,2423
2018-04-03,2433
2018-04-04,2423
2018-04-05,2423
2018-04-06,2420
2018-04-07,2420
2018-04-08,2367
2018-04-09,2310
2018-04-10,2310
2018-04-11,2291
2018-04-12,2183
2018-04-13,2091
2018-04-14,1996
2018-04-15,1920
2018-04-16,1920
2018-04-17,1825
2018-04-18,1765
2018-04-19,1718
2018-04-20,1710
2018-04-21,1710
2018-04-22,1713
2018-04-23,1732
2018-04-24,1742
2018-04-25,1735
2018-04-26,1735
2018-04-27,1732
2018-04-28,1686
2018-04-29,1664
2018-04-30,1683
2018-05-01,1710
2018-05-03,1694
2018-05-04,1679
2018-05-05,1711
2018-05-06,1711
2018-05-07,1707
2018-05-08,1684
2018-05-09,1648
2018-05-10,1594
2018-05-11,1572
2018-05-12,1558
2018-05-13,1558
2018-05-14,1577
2018-05-15,1498
2018-05-16,1469
2018-05-17,1440
2018-05-18,1437
2018-05-19,1440
2018-05-20,1430
2018-05-21,1430
2018-05-22,1430
2018-05-23,1396
2018-05-24,1394
2018-05-25,1410
2018-05-26,1426
2018-05-27,1431
2018-05-28,1397
2018-05-29,1422
2018-05-30,1475
2018-05-31,1514
2018-06-01,1534
2018-06-02,1535
2018-06-03,1532
2018-06-04,1567
2018-06-05,1614
2018-06-06,1608
2018-06-07,1608
2018-06-08,1600
2018-06-09,1544
2018-06-10,1489
2018-06-11,1453
2018-06-12,1403
2018-06-13,1399
2018-06-14,1360
2018-06-15,1341
2018-06-16,1335
2018-06-17,1315
2018-06-18,1311
2018-06-19,1334
2018-06-20,1334
2018-06-21,1363
2018-06-22,1403
2018-06-23,1403
2018-06-24,1435
2018-06-25,1442
2018-06-26,1477
2018-06-27,1510
2018-06-28,1549
2018-06-29,1562
2018-06-30,1574
2018-07-01,1576
2018-07-02,1576
2018-07-03,1574
2018-07-04,1595
2018-07-05,1576
2018-07-06,1555
2018-07-07,1546
2018-07-08,1521
2018-07-09,1536
2018-07-10,1561
2018-07-11,1516
2018-07-12,1551
2018-07-13,1557
2018-07-14,1543
2018-07-15,1568
2018-07-16,1562
2018-07-17,1578
2018-07-18,1625
2018-07-19,1644
2018-07-20,1692
2018-07-21,1737
2018-07-22,1778
2018-07-23,1846
2018-07-24,1929
2018-07-25,2004
2018-07-26,2027
2018-07-27,2039
2018-07-28,2006
2018-07-29,1960
2018-07-30,1956
2018-07-31,1973
2018-08-01,1973
2018-08-02,1937
2018-08-03,1855
2018-08-04,1776
2018-08-05,1715
2018-08-06,1693
2018-08-07,1695
2018-08-08,1721
2018-08-09,1762
2018-08-10,1791
2018-08-11,1783
2018-08-12,1783
2018-08-14,1844
2018-08-16,1958
2018-08-17,2003
2018-08-18,2003
2018-08-19,2023
2018-08-20,2022
2018-08-21,2066
2018-08-22,2111
2018-08-23,2188
2018-08-24,2251
2018-08-25,2248
2018-08-26,2192
2018-08-27,2152
2018-08-28,2056
2018-08-29,2068
2018-08-30,2092
2018-08-31,2097
2018-09-01,2085
2018-09-02,2085
2018-09-03,2041
2018-09-04,2051
2018-09-05,2053
2018-09-06,2053
2018-09-07,1983
2018-09-08,1918
2018-09-09,1886
2018-09-10,1860
2018-09-11,1860
2018-09-12,1875
2018-09-13,1938
2018-09-14,1995
2018-09-15,2025
2018-09-16,1958
2018-09-17,2008
2018-09-18,2058
2018-09-19,2137
2018-09-20,2221
2018-09-21,2254
2018-09-22,2315
2018-09-23,2358
2018-09-24,2402
2018-09-25,2431
2018-09-26,2459
2018-09-27,2482
2018-09-28,2511
2018-09-29,2518
2018-09-30,2534
2018-10-01,2502
2018-10-02,2620
2018-10-03,2658
2018-10-04,2686
2018-10-05,2771
2018-10-06,2838
2018-10-07,2934
2018-10-08,3071
2018-10-09,3209
2018-10-10,3354
2018-10-11,3521
2018-10-12,3698
2018-10-13,3863
2018-10-14,4033
2018-10-15,4201
2018-10-16,4347
2018-10-17,4408
2018-10-18,4562
2018-10-19,4739
2018-10-20,4739
2018-10-21,4714
2018-10-22,4754
2018-10-23,4831
2018-10-24,4665
2018-10-25,4685
2018-10-26,4681
2018-10-27,4725
2018-10-28,4704
2018-10-29,4596
2018-10-30,4566
2018-10-31,4678
2018-11-01,4698
2018-11-03,4616
2018-11-04,4554
2018-11-05,4648
2018-11-06,4593
2018-11-07,4636
2018-11-08,4554
2018-11-09,4471
2018-11-10,4399
2018-11-11,4308
2018-11-12,4249
2018-11-13,4344
2018-11-14,4459
2018-11-15,4484
2018-11-16,4593
2018-11-17,4782
2018-11-18,4797
2018-11-19,4691
2018-11-20,4836
2018-11-21,4999
2018-11-22,5080
2018-11-23,5241
2018-11-24,5316
2018-11-25,5452
2018-11-26,5637
2018-11-27,5793
2018-11-28,6035
2018-11-29,6170
2018-12-01,6170
2018-12-02,6247
2018-12-03,6356
2018-12-04,6377
2018-12-05,6378
2018-12-07,6297
2018-12-09,6193
2018-12-10,6317
2018-12-11,6361
2018-12-12,6436
2018-12-13,6630
2018-12-14,6829
2018-12-15,7012
2018-12-16,7223
2018-12-17,7268
2018-12-18,7508
2018-12-19,7694
2018-12-20,7659
2018-12-21,7777
2018-12-22,7808
2018-12-23,7555
2018-12-24,7380
2018-12-25,7386
2018-12-26,7311
2018-12-27,7402
2018-12-28,7368
2018-12-29,7358
2018-12-30,7364
2018-12-31,7184
2019-01-01,7209
2019-01-02,7019
2019-01-03,6675
2019-01-04,6444
2019-01-05,6446
2019-01-06,6286
2019-01-08,6085
2019-01-10,5781
2019-01-11,5534
2019-01-12,5289
2019-01-13,5025
2019-01-14,4801
2019-01-15,4600
2019-01-16,4525
2019-01-17,4547
2019-01-18,4484
2019-01-19,4470
2019-01-20,4394
2019-01-21,4196
2019-01-22,4036
2019-01-23,3901
2019-01-24,3752
2019-01-25,3682
2019-01-26,3584
2019-01-27,3473
2019-01-28,3391
2019-01-29,3387
2019-01-30,3340
2019-01-31,3289
2019-02-01,3265
2019-02-02,3220
2019-02-03,3208
2019-02-04,3192
2019-02-05,3143
2019-02-06,3078
2019-02-07,3090
2019-02-08,3082
2019-02-09,3095
2019-02-10,3162
2019-02-11,3173
2019-02-12,3180
2019-02-13,3264
2019-02-14,3307
2019-02-15,3327
2019-02-16,3396
2019-02-17,3476
2019-02-18,3603
2019-02-19,3724
2019-02-20,3846
2019-02-21,3895
2019-02-22,3953
2019-02-23,4039
2019-02-24,4021
2019-02-25,3954
2019-02-26,4021
2019-02-27,3941
2019-02-28,3836
2019-03-01,3976
2019-03-02,4113
2019-03-03,4124
2019-03-04,4085
2019-03-05,4090
2019-03-06,4093
2019-03-07,3941
2019-03-08,3905
2019-03-09,3856
2019-03-10,3843
2019-03-11,3996
2019-03-12,4055
2019-03-13,4181
2019-03-14,4317
2019-03-15,4462
2019-03-16,4620
2019-03-17,4789
2019-03-18,4853
2019-03-19,5016
2019-03-20,5130
2019-03-21,5330
2019-03-22,5457
2019-03-23,5594
2019-03-24,5626
2019-03-25,5689
