date_obj,Dragon%20spear price
2019-03-26,37780
2019-03-27,37954
2019-03-28,37334
2019-03-29,37433
2019-03-30,37379
2019-03-31,37645
2019-04-01,37299
2019-04-02,37415
2019-04-03,37420
2019-04-04,37312
2019-04-05,37553
2019-04-06,37711
2019-04-07,37605
2019-04-08,37510
2019-04-09,37729
2019-04-10,37743
2019-04-11,37884
2019-04-12,37851
2019-04-13,37535
2019-04-14,37375
2019-04-15,37308
2019-04-16,37704
2019-04-17,37533
2019-04-18,37581
2019-04-19,37677
2019-04-20,37868
2019-04-21,37812
2019-04-22,37673
2019-04-23,37876
2019-04-24,37685
2019-04-25,37339
2019-04-26,37380
2019-04-27,38236
2019-04-28,38239
2019-04-29,37451
2019-04-30,37415
2019-05-01,37819
2019-05-02,37728
2019-05-03,37431
2019-05-04,37782
2019-05-05,37685
2019-05-06,37566
2019-05-07,37373
2019-05-08,37422
2019-05-09,37772
2019-05-10,37374
2019-05-11,37576
2019-05-12,37407
2019-05-13,37562
2019-05-14,37474
2019-05-15,37763
2019-05-16,37857
2019-05-17,37513
2019-05-18,37550
2019-05-19,37562
2019-05-20,37198
2019-05-21,37303
2019-05-22,37968
2019-05-23,37755
2019-05-24,37956
2019-05-25,37843
2019-05-26,37507
2019-05-27,37639
2019-05-28,37729
2019-05-29,37289
2019-05-30,37244
2019-05-31,37367
2019-06-01,37485
2019-06-02,37248
2019-06-03,37406
2019-06-04,37522
2019-06-05,37631
2019-06-06,37272
2019-06-07,37410
2019-06-08,37264
2019-06-09,37336
2019-06-10,37290
2019-06-11,37914
2019-06-12,38406
2019-06-13,37429
2019-06-14,37256
2019-06-15,37556
2019-06-16,37492
2019-06-17,38244
2019-06-18,37725
2019-06-19,37591
2019-06-20,37673
2019-06-21,37352
2019-06-22,37690
2019-06-23,37287
2019-06-24,37267
2019-06-25,37740
2019-06-26,38238
2019-06-27,38393
2019-06-28,37790
2019-06-29,37251
2019-06-30,37442
2019-07-01,38283
2019-07-02,38753
2019-07-03,39177
2019-07-04,39531
2019-07-05,38243
2019-07-06,38310
2019-07-07,38339
2019-07-08,38298
2019-07-09,38249
2019-07-10,37967
2019-07-11,37646
2019-07-12,37474
2019-07-13,37361
2019-07-14,37357
2019-07-15,37108
2019-07-16,37170
2019-07-17,36993
2019-07-18,37639
2019-07-19,37717
2019-07-20,37747
2019-07-21,38927
2019-07-22,38935
2019-07-23,39513
2019-07-24,40412
2019-07-25,39068
2019-07-26,37729
2019-07-27,37640
2019-07-28,38416
2019-07-29,38346
2019-07-30,38090
2019-07-31,37574
2019-08-01,37441
2019-08-02,37396
2019-08-03,37464
2019-08-04,37554
2019-08-05,37762
2019-08-06,37850
2019-08-07,37930
2019-08-08,38062
2019-08-09,37474
2019-08-10,37505
2019-08-11,37501
2019-08-12,37308
2019-08-13,37213
2019-08-14,37431
2019-08-15,37515
2019-08-16,37395
2019-08-17,37567
2019-08-18,37309
2019-08-19,37310
2019-08-20,37323
2019-08-21,37090
2019-08-22,37266
2019-08-23,37144
2019-08-24,37033
2019-08-24,37033
2019-08-25,37102
2019-08-25,37102
2019-08-26,37151
2019-08-26,37151
2019-08-27,37677
2019-08-27,37677
2019-08-28,37867
2019-08-29,38057
2019-08-30,37746
2019-08-31,38996
2019-09-01,39657
2019-09-02,40052
2019-09-03,40667
2019-09-04,39584
2019-09-05,38578
2019-09-06,37564
2019-09-07,37758
2019-09-08,38699
2019-09-09,39563
2019-09-10,39466
2019-09-11,38671
2019-09-12,38407
2019-09-13,37749
2019-09-14,37413
2019-09-15,38134
2019-09-16,38791
2019-09-17,38093
2019-09-18,37869
2019-09-19,37752
2019-09-20,37665
2019-09-21,37695
2019-09-22,37590
2019-09-23,37677
2019-09-24,37549
2019-09-25,37605
2019-09-26,37645
2019-09-27,37826
2019-09-28,37877
2019-09-29,37630
2019-09-30,37728
2019-10-01,37986
2019-10-02,38286
2019-10-03,39301
2019-10-04,39108
2019-10-05,38206
2019-10-06,38085
2019-10-07,38072
2019-10-08,38029
2019-10-09,38216
2019-10-10,38203
2019-10-11,37883
2019-10-12,37989
2019-10-13,38732
2019-10-14,37871
2019-10-15,37954
2019-10-16,37749
2019-10-17,37946
2019-10-18,37464
2019-10-19,37903
2019-10-20,37534
2019-10-21,37764
2019-10-22,37709
2019-10-23,37722
2019-10-24,37640
2019-10-25,38032
2019-10-26,37652
2019-10-27,37554
2019-10-28,38197
2019-10-29,38009
2019-10-30,37761
2019-10-31,38029
2019-11-01,37905
2019-11-02,37972
2019-11-03,38164
2019-11-04,38030
2019-11-05,37751
2019-11-06,37753
2019-11-07,37564
2019-11-08,37565
2019-11-09,37443
2019-11-10,37817
2019-11-11,37528
2019-11-12,37736
2019-11-13,37514
2019-11-14,37509
2019-11-15,37932
2019-11-16,37967
2019-11-17,37818
2019-11-18,37679
2019-11-19,37759
2019-11-20,37510
2019-11-21,37755
2019-11-22,37575
2019-11-23,37790
2019-11-24,37712
2019-11-25,38054
2019-11-26,37767
2019-11-27,37360
2019-11-28,37206
2019-11-29,37367
2019-11-30,37256
2019-12-01,37777
2019-12-02,37399
2019-12-03,37351
2019-12-04,37442
2019-12-05,37246
2019-12-06,37381
2019-12-07,37370
2019-12-08,37387
2019-12-09,37230
2019-12-10,37244
2019-12-11,37362
2019-12-12,37429
2019-12-13,37508
2019-12-14,36901
2019-12-15,37671
2019-12-16,37745
2019-12-17,37563
2019-12-18,37800
2019-12-19,37128
2019-12-20,37877
2019-12-21,37811
2019-12-22,37914
2019-12-23,37634
2019-12-24,37684
2019-12-25,38740
2019-12-26,38345
2019-12-27,37813
2019-12-28,37575
2019-12-29,37567
2019-12-30,37864
2019-12-31,37622
2020-01-01,37504
2020-01-02,37820
2020-01-03,39286
2020-01-04,40945
2020-01-05,41782
2020-01-06,43286
2020-01-07,43687
2020-01-08,42031
2020-01-09,39962
2020-01-10,38360
2020-01-11,37752
2020-01-12,37324
2020-01-13,37545
2020-01-14,37535
2020-01-15,37428
2020-01-16,37460
2020-01-17,37554
2020-01-18,37476
2020-01-19,37363
2020-01-20,37270
2020-01-21,37209
2020-01-22,37334
2020-01-23,37319
2020-01-24,37344
2020-01-25,37230
2020-01-26,37214
2020-01-27,37332
2020-01-28,37326
2020-01-29,37114
2020-01-30,37230
2020-01-31,37310
2020-02-01,37185
2020-02-02,37336
2020-02-03,37323
2020-02-04,37314
2020-02-05,37336
2020-02-06,37010
2020-02-07,36821
2020-02-08,37037
2020-02-09,36772
2020-02-10,37089
2020-02-11,37151
2020-02-12,37384
2020-02-13,37714
2020-02-14,37432
2020-02-15,37431
2020-02-16,36963
2020-02-17,37049
2020-02-18,37492
2020-02-19,37638
2020-02-20,37712
2020-02-21,37479
2020-02-22,37389
2020-02-23,37600
2020-02-24,38025
2020-02-25,37341
2020-02-26,37730
2020-02-27,37371
2020-02-28,37899
2020-02-29,38087
2020-03-01,38404
2020-03-02,38487
2020-03-03,38801
2020-03-04,38733
2020-03-05,38183
2020-03-06,38247
2020-03-07,38381
2020-03-08,38920
2020-03-09,38418
2020-03-10,38932
2020-03-11,38345
2020-03-12,38537
2020-03-13,38717
2020-03-14,38423
2020-03-15,38677
2020-03-16,38442
2020-03-17,38512
2020-03-18,38787
2020-03-19,38501
2020-03-20,38426
2020-03-21,37937
2020-03-22,37653
2020-03-23,37528
2020-03-24,37837
2020-03-25,37667
2020-03-26,37574
2020-03-27,37308
2020-03-28,37592
2020-03-29,37774
2020-03-30,37445
2020-03-31,37569
2020-04-01,37669
2020-04-02,37579
2020-04-03,38024
2020-04-04,37805
2020-04-05,38066
2020-04-06,37763
2020-04-07,37652
2020-04-08,37681
2020-04-09,37634
2020-04-10,37747
2020-04-11,37536
2020-04-12,37758
2020-04-13,37453
2020-04-14,37412
2020-04-15,37495
2020-04-16,37375
2020-04-17,37458
2020-04-18,37435
2020-04-19,37510
2020-04-20,37485
2020-04-21,37503
2020-04-22,37574
2020-04-23,37285
2020-04-24,37110
2020-04-25,37330
2020-04-26,37337
2020-04-27,37412
2020-04-28,37354
2020-04-29,37325
2020-04-30,37227
2020-05-01,37081
2020-05-02,37162
2020-05-03,37232
2020-05-04,37295
2020-05-05,37342
2020-05-06,37386
2020-05-07,37366
2020-05-08,37395
2020-05-09,37588
2020-05-10,37644
2020-05-11,37731
2020-05-12,37720
2020-05-13,37639
