date_obj,Vyrewatch%20top price
2015-09-22,15665
2015-09-23,15665
2015-09-24,15665
2015-09-25,14911
2015-09-27,14911
2015-09-28,14911
2015-09-29,14253
2015-09-30,14253
2015-10-05,13662
2015-10-06,13662
2015-10-07,13662
2015-10-08,13662
2015-10-09,12980
2015-10-10,12980
2015-10-11,12980
2015-10-12,12980
2015-10-13,12980
2015-10-14,12980
2015-10-15,12532
2015-10-16,12532
2015-10-17,12532
2015-10-18,12532
2015-10-19,12532
2015-10-20,11926
2015-10-22,11926
2015-10-23,11926
2015-10-24,11926
2015-10-25,11336
2015-10-26,11336
2015-10-27,11336
2015-10-29,11336
2015-10-30,10790
2015-10-31,10790
2015-11-01,10790
2015-11-02,10790
2015-11-03,10790
2015-11-04,10286
2015-11-05,10286
2015-11-06,10286
2015-11-07,10286
2015-11-08,10286
2015-11-09,9777
2015-11-10,9777
2015-11-11,9777
2015-11-12,9777
2015-11-13,9777
2015-11-14,9777
2015-11-15,9301
2015-11-16,9301
2015-11-17,9301
2015-11-18,9301
2015-11-19,9301
2015-11-20,8847
2015-11-21,8847
2015-11-22,8847
2015-11-23,8847
2015-11-24,8847
2015-11-25,8413
2015-11-26,8413
2015-11-27,8413
2015-11-28,8413
2015-11-29,8413
2015-11-30,8001
2015-12-01,8001
2015-12-02,8001
2015-12-03,8001
2015-12-04,7858
2015-12-05,7858
2015-12-06,7858
2015-12-07,7858
2015-12-08,7858
2015-12-09,7473
2015-12-10,7473
2015-12-11,7473
2015-12-13,7473
2015-12-14,7473
2015-12-15,7109
2015-12-16,7109
2015-12-17,7109
2015-12-18,7109
2015-12-19,7109
2015-12-20,6760
2015-12-21,6760
2015-12-22,6760
2015-12-23,6760
2015-12-24,6760
2015-12-25,6441
2015-12-26,6441
2015-12-27,6441
2015-12-28,6441
2015-12-29,6345
2015-12-30,6345
2015-12-31,6345
2016-01-01,6345
2016-01-02,6345
2016-01-03,6064
2016-01-04,6064
2016-01-05,6064
2016-01-06,6064
2016-01-07,6064
2016-01-08,5764
2016-01-09,5764
2016-01-10,5764
2016-01-11,5764
2016-01-12,5764
2016-01-13,5481
2016-01-14,5481
2016-01-15,5481
2016-01-16,5481
2016-01-17,5231
2016-01-18,5231
2016-01-19,5231
2016-01-20,5231
2016-01-21,5231
2016-01-22,5033
2016-01-23,5033
2016-01-24,5033
2016-01-25,5033
2016-01-26,5033
2016-01-27,5111
2016-01-28,5111
2016-01-29,5111
2016-01-30,5111
2016-01-31,5111
2016-02-01,5119
2016-02-02,5119
2016-02-03,5119
2016-02-04,5119
2016-02-05,5119
2016-02-06,4915
2016-02-07,4915
2016-02-08,4915
2016-02-09,4915
2016-02-10,4915
2016-02-11,4818
2016-02-12,4818
2016-02-13,4818
2016-02-14,4818
2016-02-15,4818
2016-02-16,4580
2016-02-17,4580
2016-02-18,4580
2016-02-19,4580
2016-02-20,4580
2016-02-21,4351
2016-02-22,4351
2016-02-23,4351
2016-02-24,4351
2016-02-25,4151
2016-02-26,4151
2016-02-27,4151
2016-02-28,4151
2016-02-29,4004
2016-03-01,4004
2016-03-02,4004
2016-03-03,4004
2016-03-04,4004
2016-03-05,3994
2016-03-06,3994
2016-03-07,3994
2016-03-08,3994
2016-03-09,3994
2016-03-10,4059
2016-03-11,4059
2016-03-12,4059
2016-03-13,4059
2016-03-14,4059
2016-03-15,4169
2016-03-16,4169
2016-03-17,4169
2016-03-18,4169
2016-03-19,4169
2016-03-20,4131
2016-03-21,4131
2016-03-22,4131
2016-03-23,4131
2016-03-24,4131
2016-03-25,3925
2016-03-26,3925
2016-03-27,3925
2016-03-28,3925
2016-03-29,3733
2016-03-30,3733
2016-03-31,3733
2016-04-01,3733
2016-04-02,3733
2016-04-03,3602
2016-04-04,3602
2016-04-05,3602
2016-04-06,3602
2016-04-07,3602
2016-04-08,3700
2016-04-09,3700
2016-04-10,3700
2016-04-11,3700
2016-04-12,3623
2016-04-13,3623
2016-04-14,3623
2016-04-15,3623
2016-04-16,3555
2016-04-17,3555
2016-04-18,3555
2016-04-19,3555
2016-04-20,3585
2016-04-21,3585
2016-04-22,3585
2016-04-23,3585
2016-04-24,3585
2016-04-25,3534
2016-04-26,3534
2016-04-27,3534
2016-04-28,3534
2016-04-29,3461
2016-04-30,3461
2016-05-01,3461
2016-05-02,3461
2016-05-03,3468
2016-05-04,3468
2016-05-05,3468
2016-05-06,3468
2016-05-07,3429
2016-05-08,3429
2016-05-09,3429
2016-05-10,3429
2016-05-11,3429
2016-05-12,3501
2016-05-13,3501
2016-05-14,3501
2016-05-15,3573
2016-05-16,3573
2016-05-17,3573
2016-05-18,3573
2016-05-19,3586
2016-05-22,3586
2016-05-23,3562
2016-05-24,3562
2016-05-25,3562
2016-05-26,3562
2016-05-27,3574
2016-05-28,3574
2016-05-29,3574
2016-05-30,3574
2016-05-31,3574
2016-06-01,3574
2016-06-02,3574
2016-06-03,3574
2016-06-04,3585
2016-06-05,3585
2016-06-06,3585
2016-06-07,3585
2016-06-08,3621
2016-06-09,3621
2016-06-10,3621
2016-06-11,3621
2016-06-12,3571
2016-06-13,3571
2016-06-14,3571
2016-06-15,3571
2016-06-16,3467
2016-06-17,3467
2016-06-18,3467
2016-06-19,3321
2016-06-20,3321
2016-06-21,3321
2016-06-22,3321
2016-06-23,3170
2016-06-24,3170
2016-06-25,3170
2016-06-26,3170
2016-06-27,3209
2016-06-28,3209
2016-06-29,3209
2016-06-30,3209
2016-07-01,3151
2016-07-02,3151
2016-07-03,3151
2016-07-04,3151
2016-07-05,3151
2016-07-06,3081
2016-07-07,3081
2016-07-08,3081
2016-07-09,3081
2016-07-10,2954
2016-07-11,2954
2016-07-12,2954
2016-07-13,2954
2016-07-14,2966
2016-07-15,2966
2016-07-16,2966
2016-07-17,2966
2016-07-18,3000
2016-07-24,3068
2016-07-25,3068
2016-07-26,3068
2016-07-27,3065
2016-07-28,3065
2016-07-29,3065
2016-07-30,3065
2016-07-31,2960
2016-08-01,2960
2016-08-02,2960
2016-08-03,2960
2016-08-04,2960
2016-08-05,2883
2016-08-06,2883
2016-08-07,2883
2016-08-08,2883
2016-08-09,2850
2016-08-10,2850
2016-08-11,2850
2016-08-12,2850
2016-08-13,2850
2016-08-14,2834
2016-08-15,2834
2016-08-16,2834
2016-08-17,2834
2016-08-18,2834
2016-08-19,2874
2016-08-20,2874
2016-08-21,2874
2016-08-22,2874
2016-08-23,2875
2016-08-24,2875
2016-08-25,2875
2016-08-26,2875
2016-08-28,2796
2016-08-31,2796
2016-09-01,2796
2016-09-02,2833
2016-09-03,2833
2016-09-04,2833
2016-09-05,2833
2016-09-06,2917
2016-09-07,2917
2016-09-08,2917
2016-09-09,2917
2016-09-10,2917
2016-09-11,2917
2016-09-12,2923
2016-09-13,2923
2016-09-14,2923
2016-09-15,2923
2016-09-16,2923
2016-09-17,2953
2016-09-18,2953
2016-09-19,2953
2016-09-20,2953
2016-09-21,2953
2016-09-22,3091
2016-09-23,3091
2016-09-24,3091
2016-09-25,3091
2016-09-26,3091
2016-09-27,3034
2016-09-28,3034
2016-09-29,3034
2016-09-30,3034
2016-10-01,3034
2016-10-02,3034
2016-10-03,3066
2016-10-04,3066
2016-10-05,3066
2016-10-06,3066
2016-10-07,3066
2016-10-08,3082
2016-10-09,3082
2016-10-10,3082
2016-10-11,3082
2016-10-12,3082
2016-10-13,3082
2016-10-14,3091
2016-10-15,3091
2016-10-16,3091
2016-10-17,3091
2016-10-18,3179
2016-10-19,3179
2016-10-20,3179
2016-10-21,3179
2016-10-22,3179
2016-10-23,3078
2016-10-24,3078
2016-10-25,3078
2016-10-26,3078
2016-10-27,3078
2016-10-28,3039
2016-10-29,3039
2016-10-30,3039
2016-10-31,3039
2016-11-01,3039
2016-11-02,3104
2016-11-03,3104
2016-11-04,3104
2016-11-05,3104
2016-11-06,3104
2016-11-07,3143
2016-11-08,3143
2016-11-09,3143
2016-11-10,3143
2016-11-11,3143
2016-11-12,3098
2016-11-13,3098
2016-11-14,3098
2016-12-08,3018
2016-12-09,3027
2016-12-10,3027
2016-12-11,3027
2016-12-12,3027
2016-12-13,3033
2016-12-14,3033
2016-12-15,3033
2016-12-16,3033
2016-12-17,2990
2016-12-18,2990
2016-12-19,2990
2016-12-20,2990
2016-12-21,3030
2016-12-22,3030
2016-12-23,3030
2016-12-24,3030
2016-12-25,2965
2016-12-26,2965
2016-12-27,2965
2016-12-28,2965
2016-12-29,3052
2016-12-30,3052
2016-12-31,3052
2017-01-01,3052
2017-01-02,3035
2017-01-03,3035
2017-01-04,3035
2017-01-05,3035
2017-01-06,3035
2017-01-07,3004
2017-01-08,3004
2017-01-09,3004
2017-01-10,3004
2017-01-11,3065
2017-01-12,3065
2017-01-13,3065
2017-01-14,3065
2017-01-15,3030
2017-01-16,3030
2017-01-17,3030
2017-01-18,3069
2017-01-19,3069
2017-01-20,3069
2017-01-21,3069
2017-01-22,3050
2017-01-27,3080
2017-01-28,3049
2017-01-29,3049
2017-01-30,3049
2017-01-31,3049
2017-02-01,3057
2017-02-02,3057
2017-02-03,3057
2017-02-04,3057
2017-02-05,3101
2017-02-06,3101
2017-02-07,3101
2017-02-08,3101
2017-02-09,3022
2017-02-10,3022
2017-02-11,3022
2017-02-12,2870
2017-02-13,2870
2017-02-14,2870
2017-02-15,2755
2017-02-16,2755
2017-02-18,2755
2017-02-19,2703
2017-02-20,2703
2017-02-21,2703
2017-02-22,2703
2017-02-23,2703
2017-02-24,2703
2017-02-25,2703
2017-02-26,2703
2017-02-27,2633
2017-02-28,2633
2017-03-01,2633
2017-03-02,2596
2017-03-03,2596
2017-03-04,2596
2017-03-05,2596
2017-03-06,2519
2017-03-07,2519
2017-03-08,2519
2017-03-09,2519
2017-03-10,2455
2017-03-11,2455
2017-03-12,2455
2017-03-13,2368
2017-03-14,2368
2017-03-15,2368
2017-03-16,2315
2017-03-17,2315
2017-03-18,2315
2017-03-19,2315
2017-03-20,2375
2017-03-21,2375
2017-03-22,2375
2017-03-23,2375
2017-03-24,2451
2017-03-25,2451
2017-03-26,2451
2017-03-27,2451
2017-03-28,2451
2017-03-29,2461
2017-03-30,2461
2017-03-31,2461
2017-04-01,2461
2017-04-02,2461
2017-04-03,2580
2017-04-04,2580
2017-04-12,2691
2017-04-13,2691
2017-04-14,2691
2017-04-15,2691
2017-04-16,2728
2017-04-17,2728
2017-04-18,2728
2017-04-19,2728
2017-04-20,2810
2017-04-21,2810
2017-04-22,2810
2017-04-23,2810
2017-04-24,2884
2017-04-25,2884
2017-04-26,2884
2017-04-27,2884
2017-04-28,2927
2017-04-29,2927
2017-04-30,2927
2017-05-01,2927
2017-05-02,2905
2017-05-03,2905
2017-05-04,2905
2017-05-05,2905
2017-05-06,2967
2017-05-07,2967
2017-05-08,2967
2017-05-09,2967
2017-05-10,3035
2017-05-11,3035
2017-05-12,3035
2017-05-13,3035
2017-05-14,2993
2017-05-15,2993
2017-05-16,2993
2017-05-17,2993
2017-05-18,3007
2017-05-19,3007
2017-05-20,3007
2017-05-21,3007
2017-05-22,3007
2017-05-23,2976
2017-05-24,2976
2017-05-25,2976
2017-05-26,2976
2017-05-27,2976
2017-05-28,2914
2017-05-29,2914
2017-05-30,2914
2017-05-31,2914
2017-06-01,2914
2017-06-02,2869
2017-06-03,2869
2017-06-06,2758
2017-06-07,2758
2017-06-08,2758
2017-06-09,2758
2017-06-10,2691
2017-06-11,2691
2017-06-12,2691
2017-06-13,2691
2017-06-14,2574
2017-06-15,2574
2017-06-16,2574
2017-06-17,2574
2017-06-18,2448
2017-06-19,2448
2017-06-20,2448
2017-06-21,2448
2017-06-22,2431
2017-06-23,2431
2017-06-24,2431
2017-06-25,2431
2017-06-26,2470
2017-06-27,2470
2017-06-28,2470
2017-06-29,2470
2017-06-30,2420
2017-07-01,2420
2017-07-02,2420
2017-07-03,2420
2017-07-04,2359
2017-07-05,2359
2017-07-06,2359
2017-07-07,2359
2017-07-08,2359
2017-07-13,2250
2017-07-14,2237
2017-07-15,2237
2017-07-16,2237
2017-07-17,2237
2017-07-18,2237
2017-07-19,2263
2017-07-20,2263
2017-07-21,2263
2017-07-22,2263
2017-07-23,2292
2017-07-24,2292
2017-07-25,2292
2017-07-26,2292
2017-07-27,2283
2017-07-28,2283
2017-07-29,2283
2017-07-30,2283
2017-07-31,2283
2017-08-01,2339
2017-08-02,2339
2017-08-03,2339
2017-08-04,2339
2017-08-05,2340
2017-08-06,2340
2017-08-09,2340
2017-08-10,2274
2017-08-11,2274
2017-08-12,2274
2017-08-13,2274
2017-08-14,2274
2017-08-15,2257
2017-08-16,2257
2017-08-17,2257
2017-08-18,2257
2017-08-19,2257
2017-08-20,2344
2017-08-21,2344
2017-08-22,2344
2017-08-23,2344
2017-08-24,2460
2017-08-25,2460
2017-08-26,2460
2017-08-27,2460
2017-08-28,2460
2017-08-29,2559
2017-08-30,2559
2017-08-31,2559
2017-09-01,2559
2017-09-02,2578
2017-09-03,2578
2017-09-04,2578
2017-09-05,2578
2017-09-06,2611
2017-09-07,2611
2017-09-08,2611
2017-09-09,2611
2017-09-10,2596
2017-09-11,2596
2017-09-12,2596
2017-09-13,2596
2017-09-14,2645
2017-09-15,2645
2017-09-16,2645
2017-09-17,2645
2017-09-18,2651
2017-09-19,2651
2017-09-20,2651
2017-09-21,2651
2017-09-22,2651
2017-09-23,2651
2017-09-24,2651
2017-09-25,2651
2017-09-26,2651
2017-09-27,2728
2017-09-28,2728
2017-09-29,2728
2017-09-30,2728
2017-10-01,2737
2017-10-02,2737
2017-10-03,2737
2017-10-04,2737
2017-10-05,2737
2017-10-06,2693
2017-10-07,2693
2017-10-08,2693
2017-10-09,2693
2017-10-10,2693
2017-10-11,2735
2017-10-12,2735
2017-10-13,2735
2017-10-14,2735
2017-10-15,2665
2017-10-16,2665
2017-10-17,2665
2017-10-18,2665
2017-10-19,2726
2017-10-20,2726
2017-10-21,2726
2017-10-22,2726
2017-10-23,2726
2017-10-24,2667
2017-10-25,2667
2017-10-26,2667
2017-10-27,2667
2017-10-28,2667
2017-10-29,2579
2017-10-30,2579
2017-10-31,2579
2017-11-01,2579
2017-11-02,2579
2017-11-03,2603
2017-11-04,2603
2017-11-05,2603
2017-11-06,2603
2017-11-07,2555
2017-11-08,2555
2017-11-09,2555
2017-11-10,2555
2017-11-11,2555
2017-11-12,2538
2017-11-13,2538
2017-11-14,2538
2017-11-15,2538
2017-11-16,2538
2017-11-17,2599
2017-11-18,2599
2017-11-19,2599
2017-11-20,2599
2017-11-21,2599
2017-11-22,2611
2017-11-23,2611
2017-11-24,2611
2017-11-25,2611
2017-11-26,2611
2017-11-27,2611
2017-11-28,2561
2017-11-29,2561
2017-11-30,2561
2017-12-01,2561
2017-12-02,2561
2017-12-03,2621
2017-12-04,2621
2017-12-05,2621
2017-12-06,2621
2017-12-07,2621
2017-12-08,2621
2017-12-09,2622
2017-12-10,2622
2017-12-11,2622
2017-12-12,2622
2017-12-13,2630
2017-12-14,2630
2017-12-15,2630
2017-12-16,2630
2017-12-17,2630
2017-12-18,2658
2017-12-19,2658
2017-12-20,2658
2017-12-21,2658
2017-12-22,2658
2017-12-23,2638
2017-12-24,2638
2017-12-25,2638
2017-12-26,2638
2017-12-27,2638
2017-12-28,2601
2017-12-29,2601
2017-12-30,2601
2017-12-31,2601
2018-01-01,2622
2018-01-02,2622
2018-01-03,2622
2018-01-04,2622
2018-01-05,2622
2018-01-06,2624
2018-01-07,2624
2018-01-08,2624
2018-01-09,2624
2018-01-10,2624
2018-01-11,2611
2018-01-12,2611
2018-01-13,2611
2018-01-14,2611
2018-01-15,2587
2018-01-16,2587
2018-01-17,2587
2018-01-18,2587
2018-01-19,2519
2018-01-20,2519
2018-01-21,2519
2018-01-22,2519
2018-01-23,2575
2018-01-24,2575
2018-01-25,2575
2018-01-26,2637
2018-01-27,2637
2018-01-28,2612
2018-01-29,2612
2018-01-30,2742
2018-02-01,2742
2018-02-02,2742
2018-02-03,2802
2018-02-04,2802
2018-02-05,2802
2018-02-06,2799
2018-02-07,2799
2018-02-08,2799
2018-02-09,2823
2018-02-10,2823
2018-02-11,2823
2018-02-12,2890
2018-02-13,2890
2018-02-14,2890
2018-02-15,2855
2018-02-16,2855
2018-02-17,2855
2018-02-18,2810
2018-02-19,2810
2018-02-20,2810
2018-02-21,2743
2018-02-22,2743
2018-02-23,2743
2018-02-24,2608
2018-02-25,2608
2018-02-26,2599
2018-02-27,2599
2018-02-28,2599
2018-03-01,2474
2018-03-02,2474
2018-03-03,2374
2018-03-04,2374
2018-03-05,2374
2018-03-06,2413
2018-03-07,2413
2018-03-08,2413
2018-03-09,2339
2018-03-10,2339
2018-03-11,2339
2018-03-12,2269
2018-03-13,2269
2018-03-14,2269
2018-03-15,2173
2018-03-16,2173
2018-03-17,2173
2018-03-18,2086
2018-03-19,2086
2018-03-20,2086
2018-03-21,2142
2018-03-23,2142
2018-03-24,2142
2018-03-26,2097
2018-03-27,2097
2018-03-28,2143
2018-03-29,2143
2018-03-30,2143
2018-03-31,2121
2018-04-01,2121
2018-04-02,2121
2018-04-03,2057
2018-04-04,2057
2018-04-05,2057
2018-04-06,2057
2018-04-08,2072
2018-04-09,2072
2018-04-10,2035
2018-04-11,2035
2018-04-12,2035
2018-04-13,2035
2018-04-14,2052
2018-04-16,2052
2018-04-17,2036
2018-04-18,2036
2018-04-19,2036
2018-04-20,2036
2018-04-21,2045
2018-04-22,2045
2018-04-23,2045
2018-04-24,2045
2018-04-25,2081
2018-04-26,2081
2018-04-27,2081
2018-04-28,2081
2018-04-29,2119
2018-04-30,2119
2018-05-02,2118
2018-05-03,2118
2018-05-04,2118
2018-05-05,2220
2018-05-06,2220
2018-05-07,2220
2018-05-08,2220
2018-05-09,2167
2018-05-10,2167
2018-05-11,2167
2018-05-12,2144
2018-05-13,2144
2018-05-14,2144
2018-05-15,2166
2018-05-16,2166
2018-05-17,2166
2018-05-18,2225
2018-05-19,2225
2018-05-20,2225
2018-05-21,2262
2018-05-22,2262
2018-05-23,2297
2018-05-24,2297
2018-05-25,2280
2018-05-26,2280
2018-05-27,2194
2018-05-28,2194
2018-05-29,2163
2018-05-30,2163
2018-05-31,2182
2018-06-01,2182
2018-06-02,2239
2018-06-03,2239
2018-06-04,2239
2018-06-05,2241
2018-06-06,2269
2018-06-07,2269
2018-06-08,2269
2018-06-09,2201
2018-06-10,2201
2018-06-11,2201
2018-06-12,2219
2018-06-13,2219
2018-06-14,2190
2018-06-15,2190
2018-06-16,2190
2018-06-17,2233
2018-06-18,2233
2018-06-19,2318
2018-06-20,2318
2018-06-21,2318
2018-06-22,2250
2018-06-23,2250
2018-06-24,2250
2018-06-25,2214
2018-06-26,2214
2018-06-27,2214
2018-06-28,2203
2018-06-29,2203
2018-06-30,2203
2018-07-01,2253
2018-07-02,2253
2018-07-03,2253
2018-07-04,2320
2018-07-05,2320
2018-07-06,2320
2018-07-07,2324
2018-07-08,2324
2018-07-09,2324
2018-07-10,2365
2018-07-11,2365
2018-07-12,2365
2018-07-13,2365
2018-07-14,2385
2018-07-15,2385
2018-07-16,2385
2018-07-17,2332
2018-07-18,2332
2018-07-19,2332
2018-07-20,2332
2018-07-21,2341
2018-07-22,2341
2018-07-23,2338
2018-07-24,2338
2018-07-25,2338
2018-07-26,2276
2018-07-27,2276
2018-07-28,2276
2018-07-29,2235
2018-07-30,2235
2018-07-31,2266
2018-08-01,2266
2018-08-02,2266
2018-08-03,2350
2018-08-04,2350
2018-08-05,2438
2018-08-06,2438
2018-08-07,2438
2018-08-08,2316
2018-08-09,2316
2018-08-10,2316
2018-08-11,2200
2018-08-12,2200
2018-08-14,2090
2018-08-16,1987
2018-08-17,1987
2018-08-18,1987
2018-08-19,1943
2018-08-20,1943
2018-08-21,1943
2018-08-22,1924
2018-08-23,1924
2018-08-24,1924
2018-08-25,1940
2018-08-26,1940
2018-08-27,1940
2018-08-28,1966
2018-08-29,1966
2018-08-30,1966
2018-08-31,1913
2018-09-01,1913
2018-09-02,1908
2018-09-03,1908
2018-09-04,1948
2018-09-05,1948
2018-09-06,1948
2018-09-07,1976
2018-09-08,1976
2018-09-09,1976
2018-09-10,1966
2018-09-11,1966
2018-09-12,1966
2018-09-13,2025
2018-09-14,2025
2018-09-15,2005
2018-09-16,2005
2018-09-17,2005
2018-09-18,1925
2018-09-19,1925
2018-09-20,1925
2018-09-21,1906
2018-09-22,1906
2018-09-23,1816
2018-09-24,1816
2018-09-25,1816
2018-09-26,1741
2018-09-27,1741
2018-09-28,1741
2018-09-29,1654
2018-09-30,1654
2018-10-02,1704
2018-10-03,1704
2018-10-04,1704
2018-10-05,1740
2018-10-06,1740
2018-10-07,1826
2018-10-08,1826
2018-10-09,1909
2018-10-10,1909
2018-10-11,1909
2018-10-12,2004
2018-10-13,2004
2018-10-14,2004
2018-10-15,2094
2018-10-16,2094
2018-10-17,2094
2018-10-18,2127
2018-10-19,2127
2018-10-20,2127
2018-10-21,2162
2018-10-22,2162
2018-10-23,2162
2018-10-24,2204
2018-10-25,2204
2018-10-26,2204
2018-10-27,2248
2018-10-28,2248
2018-10-29,2248
2018-10-30,2232
2018-10-31,2232
2018-11-01,2181
2018-11-03,2082
2018-11-04,2082
2018-11-05,1977
2018-11-06,1977
2018-11-07,1883
2018-11-08,1883
2018-11-09,1898
2018-11-10,1898
2018-11-11,1888
2018-11-12,1888
2018-11-13,1981
2018-11-14,1981
2018-11-15,2008
2018-11-16,2008
2018-11-17,2053
2018-11-18,2053
2018-11-19,2097
2018-11-20,2097
2018-11-21,2048
2018-11-22,2048
2018-11-23,1988
2018-11-24,1988
2018-11-25,2044
2018-11-26,2044
2018-11-27,1990
2018-11-28,1990
2018-11-29,2064
2018-12-01,2123
2018-12-02,2123
2018-12-03,2208
2018-12-04,2208
2018-12-05,2177
2018-12-07,2097
2018-12-09,2042
2018-12-10,1945
2018-12-11,1945
2018-12-12,1876
2018-12-13,1876
2018-12-14,1835
2018-12-15,1835
2018-12-16,1753
2018-12-17,1753
2018-12-18,1670
2018-12-19,1670
2018-12-20,1665
2018-12-21,1665
2018-12-22,1613
2018-12-23,1545
2018-12-24,1545
2018-12-25,1476
2018-12-26,1476
2018-12-27,1402
2018-12-28,1402
2018-12-29,1332
2018-12-30,1332
2018-12-31,1364
2019-01-01,1364
2019-01-02,1425
2019-01-03,1425
2019-01-04,1494
2019-01-05,1494
2019-01-06,1534
2019-01-08,1611
2019-01-10,1661
2019-01-11,1661
2019-01-12,1651
2019-01-13,1651
2019-01-14,1714
2019-01-15,1714
2019-01-16,1793
2019-01-17,1793
2019-01-18,1883
2019-01-19,1883
2019-01-20,1925
2019-01-21,1925
2019-01-22,1976
2019-01-23,1976
2019-01-24,1905
2019-01-25,1905
2019-01-26,1846
2019-01-27,1846
2019-01-28,1848
2019-01-29,1913
2019-01-30,1913
2019-01-31,1949
2019-02-01,2038
2019-02-02,2038
2019-02-03,2104
2019-02-04,2104
2019-02-05,2210
2019-02-06,2210
2019-02-07,2304
2019-02-08,2304
2019-02-09,2368
2019-02-10,2368
2019-02-11,2385
2019-02-12,2385
2019-02-13,2274
2019-02-14,2274
2019-02-15,2192
2019-02-16,2192
2019-02-17,2205
2019-02-18,2205
2019-02-19,2201
2019-02-20,2201
2019-02-21,2200
2019-02-22,2200
2019-02-23,2106
2019-02-24,2106
2019-02-25,2109
2019-02-26,2109
2019-02-27,2117
2019-02-28,2117
2019-03-01,2013
2019-03-02,2013
2019-03-03,1969
2019-03-04,1969
2019-03-05,1943
2019-03-06,1943
2019-03-07,1921
2019-03-08,1921
2019-03-09,1973
2019-03-10,1973
2019-03-11,2047
2019-03-12,2031
2019-03-13,2031
2019-03-14,1986
2019-03-15,1986
2019-03-16,1923
2019-03-17,1922
2019-03-18,1922
2019-03-19,1922
2019-03-20,1867
2019-03-21,1867
2019-03-22,1848
2019-03-23,1922
2019-03-24,1922
2019-03-25,2000
2019-03-26,2000
2019-03-27,2100
2019-03-28,2100
2019-03-29,2205
2019-03-30,2205
2019-03-31,2251
2019-04-01,2251
2019-04-02,2218
2019-04-03,2218
2019-04-04,2174
2019-04-05,2174
