date_obj,Black%20platebody%20(h4) price
2019-04-11,48000
2019-04-11,48000
2019-04-12,48027
2019-04-13,48027
2019-04-14,46336
2019-04-15,46336
2019-04-16,44218
2019-04-17,44218
2019-04-18,42201
2019-04-19,42201
2019-04-20,40446
2019-04-21,40446
2019-04-22,38641
2019-04-23,38641
2019-04-24,36855
2019-04-25,36855
2019-04-26,35165
2019-04-27,35165
2019-04-28,33549
2019-04-29,32094
2019-04-30,30656
2019-05-01,30656
2019-05-02,29219
2019-05-03,27880
2019-05-04,26767
2019-05-05,26767
2019-05-06,26767
2019-05-07,25626
2019-05-08,25626
2019-05-09,24485
2019-05-10,24485
2019-05-11,23344
2019-05-12,23344
2019-05-13,22300
2019-05-14,22300
2019-05-15,22300
2019-05-16,21266
2019-05-17,21266
2019-05-18,20370
2019-05-19,20370
2019-05-20,20370
2019-05-21,19523
2019-05-22,19523
2019-05-23,19523
2019-05-24,18673
2019-05-25,18673
2019-05-26,18673
2019-05-27,17890
2019-05-28,17890
2019-05-29,17890
2019-05-30,17147
2019-05-31,17147
2019-06-01,17147
2019-06-02,16382
2019-06-03,16382
2019-06-04,16382
2019-06-05,15706
2019-06-06,15706
2019-06-07,15706
2019-06-08,15706
2019-06-09,15028
2019-06-10,15028
2019-06-11,15028
2019-06-12,15028
2019-06-13,14412
2019-06-14,14412
2019-06-15,14412
2019-06-16,14412
2019-06-17,13785
2019-06-18,13785
2019-06-19,13785
2019-06-20,13785
2019-06-21,13785
2019-06-22,13172
2019-06-23,13172
2019-06-24,13172
2019-06-25,13172
2019-06-26,12634
2019-06-27,12634
2019-06-28,12634
2019-06-29,12634
2019-06-30,12634
2019-07-01,12059
2019-07-02,12059
2019-07-03,12059
2019-07-04,12059
2019-07-05,12059
2019-07-06,12059
2019-07-07,11978
2019-07-08,11978
2019-07-09,11978
2019-07-10,11978
2019-07-11,11978
2019-07-12,11978
2019-07-13,11978
2019-07-14,11403
2019-07-15,11403
2019-07-16,11403
2019-07-17,11403
2019-07-18,11403
2019-07-19,11403
2019-07-20,10875
2019-07-21,10875
2019-07-22,10875
2019-07-23,10875
2019-07-24,10377
2019-07-25,10377
2019-07-26,10377
2019-07-27,10377
2019-07-28,10377
2019-07-29,9924
2019-07-30,9924
2019-07-31,9924
2019-08-01,9924
2019-08-02,9924
2019-08-03,9485
2019-08-04,9485
2019-08-05,9485
2019-08-06,9485
2019-08-07,9485
2019-08-08,9485
2019-08-09,9074
2019-08-10,9074
2019-08-11,9074
2019-08-12,9074
2019-08-13,8711
2019-08-14,8711
2019-08-15,8711
2019-08-16,8711
2019-08-17,8328
2019-08-18,8328
2019-08-19,8328
2019-08-20,8328
2019-08-21,8328
2019-08-22,7973
2019-08-23,7973
2019-08-24,7973
2019-08-24,7973
2019-08-25,7973
2019-08-25,7973
2019-08-26,7973
2019-08-26,7973
2019-08-27,7594
2019-08-27,7594
2019-08-28,7594
2019-08-29,7594
2019-08-30,7594
2019-08-31,7594
2019-09-01,7264
2019-09-02,7264
2019-09-03,7264
2019-09-04,7264
2019-09-05,6977
2019-09-06,6977
2019-09-07,6977
2019-09-08,6977
2019-09-09,6665
2019-09-10,6665
2019-09-11,6665
2019-09-12,6665
2019-09-13,6665
2019-09-14,6361
2019-09-15,6361
2019-09-16,6361
2019-09-17,6361
2019-09-18,6095
2019-09-19,6095
2019-09-20,6095
2019-09-21,6095
2019-09-22,6095
2019-09-23,5836
2019-09-24,5836
2019-09-25,5836
2019-09-26,5836
2019-09-27,5836
2019-09-28,5836
2019-09-29,5575
2019-09-30,5575
2019-10-01,5575
2019-10-02,5575
2019-10-03,5344
2019-10-04,5344
2019-10-05,5344
2019-10-06,5344
2019-10-07,5344
2019-10-08,5116
2019-10-09,5116
2019-10-10,5116
2019-10-11,5116
2019-10-12,5116
2019-10-13,4964
2019-10-14,4964
2019-10-15,4964
2019-10-16,4964
2019-10-17,4964
2019-10-18,4964
2019-10-19,4765
2019-10-20,4765
2019-10-21,4765
2019-10-22,4765
2019-10-23,4765
2019-10-24,4765
2019-10-25,4657
2019-10-26,4657
2019-10-27,4657
2019-10-28,4657
2019-10-29,4657
2019-10-30,4657
2019-10-31,4558
2019-11-01,4558
2019-11-02,4558
2019-11-03,4558
2019-11-04,4558
2019-11-05,4558
2019-11-06,4558
2019-11-07,4673
2019-11-08,4673
2019-11-09,4673
2019-11-10,4673
2019-11-11,4673
2019-11-12,4493
2019-11-13,4493
2019-11-14,4493
2019-11-15,4493
2019-11-16,4493
2019-11-17,4493
2019-11-18,4348
2019-11-19,4348
2019-11-20,4348
2019-11-21,4348
2019-11-22,4348
2019-11-23,4348
2019-11-24,4348
2019-11-25,4213
2019-11-26,4213
2019-11-27,4213
2019-11-28,4213
2019-11-29,4213
2019-11-30,4213
2019-12-01,4164
2019-12-02,4164
2019-12-03,4164
2019-12-04,4164
2019-12-05,4164
2019-12-06,4164
2019-12-07,4164
2019-12-08,4117
2019-12-09,4117
2019-12-10,4117
2019-12-11,4117
2019-12-12,4117
2019-12-13,4117
2019-12-14,4180
2019-12-15,4180
2019-12-16,4180
2019-12-17,4180
2019-12-18,4180
2019-12-19,4180
