date_obj,White%20headband price
2019-04-07,4240
2019-04-08,4241
2019-04-09,4307
2019-04-10,4377
2019-04-11,4280
2019-04-12,4066
2019-04-13,3862
2019-04-14,3701
2019-04-15,3600
2019-04-16,3533
2019-04-17,3480
2019-04-18,3471
2019-04-19,3447
2019-04-20,3423
2019-04-21,3327
2019-04-22,3262
2019-04-23,3127
2019-04-24,2989
2019-04-25,2844
2019-04-26,2701
2019-04-27,2580
2019-04-28,2451
2019-04-29,2328
2019-04-30,2263
2019-05-01,2216
2019-05-02,2176
2019-05-03,2155
2019-05-04,2121
2019-05-05,2090
2019-05-06,2005
2019-05-07,1940
2019-05-08,1907
2019-05-09,1907
2019-05-10,1953
2019-05-11,1947
2019-05-12,1944
2019-05-13,1933
2019-05-14,1986
2019-05-15,1986
2019-05-16,1959
2019-05-17,1959
2019-05-18,1935
2019-05-19,1935
2019-05-20,1982
2019-05-21,2042
2019-05-22,2095
2019-05-23,2072
2019-05-24,2096
2019-05-25,2041
2019-05-26,2041
2019-05-27,1938
2019-05-28,1855
2019-05-29,1785
2019-05-30,1743
2019-05-31,1743
2019-06-01,1677
2019-06-02,1638
2019-06-03,1568
2019-06-04,1510
2019-06-05,1491
2019-06-06,1482
2019-06-07,1469
2019-06-08,1504
2019-06-09,1579
2019-06-10,1579
2019-06-11,1658
2019-06-12,1713
2019-06-13,1797
2019-06-14,1887
2019-06-15,1981
2019-06-16,2081
2019-06-17,2183
2019-06-18,2183
2019-06-19,2269
2019-06-20,2267
2019-06-21,2267
2019-06-22,2296
2019-06-23,2221
2019-06-24,2221
2019-06-25,2171
2019-06-26,2143
2019-06-27,2047
2019-06-28,2047
2019-06-29,1957
2019-06-30,1890
2019-07-01,1890
2019-07-02,1826
2019-07-03,1781
2019-07-04,1781
2019-07-05,1715
2019-07-06,1715
2019-07-07,1635
2019-07-08,1590
2019-07-09,1546
2019-07-10,1546
2019-07-11,1474
2019-07-12,1408
2019-07-13,1408
2019-07-14,1396
2019-07-15,1396
2019-07-16,1378
2019-07-17,1352
2019-07-18,1352
2019-07-19,1321
2019-07-20,1321
2019-07-21,1310
2019-07-22,1320
2019-07-23,1338
2019-07-24,1338
2019-07-25,1333
2019-07-26,1333
2019-07-27,1351
2019-07-28,1365
2019-07-29,1375
2019-07-30,1384
2019-07-31,1393
2019-08-01,1430
2019-08-02,1464
2019-08-03,1457
2019-08-04,1457
2019-08-05,1422
2019-08-06,1422
2019-08-07,1426
2019-08-08,1426
2019-08-09,1430
2019-08-10,1436
2019-08-11,1436
2019-08-12,1448
2019-08-13,1441
2019-08-14,1419
2019-08-15,1385
2019-08-16,1395
2019-08-17,1395
2019-08-18,1355
2019-08-19,1396
2019-08-20,1396
2019-08-21,1417
2019-08-22,1442
2019-08-23,1442
2019-08-24,1479
2019-08-24,1479
2019-08-25,1479
2019-08-25,1479
2019-08-26,1458
2019-08-26,1458
2019-08-27,1485
2019-08-27,1485
2019-08-28,1546
2019-08-29,1546
2019-08-30,1591
2019-08-31,1591
2019-09-01,1588
2019-09-02,1588
2019-09-03,1531
2019-09-04,1531
2019-09-05,1478
2019-09-06,1478
2019-09-07,1461
2019-09-08,1483
2019-09-09,1483
2019-09-10,1486
2019-09-11,1501
2019-09-12,1501
2019-09-13,1499
2019-09-14,1516
2019-09-15,1510
2019-09-16,1553
2019-09-17,1561
2019-09-18,1592
2019-09-19,1592
2019-09-20,1647
2019-09-21,1706
2019-09-22,1706
2019-09-23,1713
2019-09-24,1713
2019-09-25,1785
2019-09-26,1812
2019-09-27,1812
2019-09-28,1807
2019-09-29,1807
2019-09-30,1737
2019-10-01,1685
2019-10-02,1685
2019-10-03,1656
2019-10-04,1656
2019-10-05,1656
2019-10-06,1677
2019-10-07,1677
2019-10-08,1722
2019-10-09,1722
2019-10-10,1657
2019-10-11,1657
2019-10-12,1666
2019-10-13,1650
2019-10-14,1569
2019-10-15,1569
2019-10-16,1543
2019-10-17,1543
2019-10-18,1537
2019-10-19,1546
2019-10-20,1546
2019-10-21,1534
2019-10-22,1534
2019-10-23,1544
2019-10-24,1544
2019-10-25,1511
2019-10-26,1491
2019-10-27,1491
2019-10-28,1489
2019-10-29,1489
2019-10-30,1493
2019-10-31,1517
2019-11-01,1517
2019-11-02,1550
2019-11-03,1579
2019-11-04,1587
2019-11-05,1587
2019-11-06,1597
2019-11-07,1597
2019-11-08,1552
2019-11-09,1506
2019-11-10,1516
2019-11-11,1547
2019-11-12,1547
2019-11-13,1575
2019-11-14,1575
2019-11-15,1620
2019-11-16,1620
2019-11-17,1652
2019-11-18,1624
2019-11-19,1624
2019-11-20,1550
2019-11-21,1550
2019-11-22,1612
2019-11-23,1685
2019-11-24,1745
2019-11-25,1745
2019-11-26,1798
2019-11-27,1798
2019-11-28,1869
2019-11-29,1869
2019-11-30,1922
2019-12-01,1922
2019-12-02,1950
2019-12-03,2009
2019-12-04,2009
2019-12-05,2009
2019-12-06,2042
2019-12-07,2042
2019-12-08,2028
2019-12-09,2028
2019-12-10,2072
2019-12-11,2072
2019-12-12,2101
2019-12-13,2101
2019-12-14,2138
2019-12-15,2142
2019-12-16,2142
2019-12-17,2163
2019-12-18,2163
2019-12-19,2145
2019-12-20,2145
2019-12-21,2130
2019-12-22,2130
2019-12-23,2059
2019-12-24,2059
2019-12-25,2064
2019-12-26,2064
2019-12-27,1964
2019-12-28,1895
2019-12-29,1895
2019-12-30,1853
2019-12-31,1853
2020-01-01,1817
2020-01-02,1850
2020-01-03,1850
2020-01-04,1799
2020-01-05,1797
2020-01-06,1797
2020-01-07,1771
2020-01-08,1771
2020-01-09,1797
2020-01-10,1805
2020-01-11,1822
2020-01-12,1822
2020-01-13,1869
2020-01-14,1869
2020-01-15,1890
2020-01-16,1890
2020-01-17,1905
2020-01-18,1905
2020-01-19,1954
2020-01-20,1977
2020-01-21,1977
2020-01-22,2017
2020-01-23,2027
2020-01-24,2052
2020-01-25,2052
2020-01-26,2055
2020-01-27,2035
2020-01-28,2035
2020-01-29,2020
2020-01-30,2075
2020-01-31,2073
2020-02-01,2070
2020-02-02,2056
2020-02-03,2056
2020-02-04,2098
2020-02-05,2098
2020-02-06,2058
2020-02-07,2058
2020-02-08,2032
2020-02-09,2057
2020-02-10,1987
2020-02-11,1987
2020-02-12,1938
2020-02-13,1938
2020-02-14,1971
2020-02-15,1971
2020-02-16,1985
2020-02-17,2047
2020-02-18,2077
2020-02-19,2077
2020-02-20,2058
2020-02-21,2058
2020-02-22,2093
2020-02-23,2072
2020-02-24,2094
2020-02-25,2121
2020-02-26,2121
2020-02-27,2130
2020-02-28,2118
2020-02-29,2118
2020-03-01,2110
2020-03-02,2147
2020-03-03,2145
2020-03-04,2145
2020-03-05,2102
2020-03-06,2087
2020-03-07,2087
2020-03-08,2027
2020-03-09,2001
2020-03-10,1953
2020-03-11,1953
2020-03-12,1909
2020-03-13,1909
2020-03-14,1869
2020-03-15,1869
2020-03-16,1850
2020-03-17,1851
2020-03-18,1796
2020-03-19,1876
2020-03-20,1943
2020-03-21,2038
2020-03-22,2133
2020-03-23,2214
2020-03-24,2287
2020-03-25,2351
2020-03-26,2451
2020-03-27,2549
2020-03-28,2632
2020-03-29,2690
2020-03-30,2760
2020-03-31,2858
2020-04-01,2931
2020-04-02,2986
2020-04-03,2986
2020-04-04,3057
2020-04-05,3026
2020-04-06,3007
2020-04-07,3001
2020-04-08,2987
2020-04-09,2962
2020-04-10,2962
2020-04-11,2959
2020-04-12,2936
2020-04-13,2879
2020-04-14,2812
2020-04-15,2793
2020-04-16,2750
2020-04-17,2725
2020-04-18,2695
2020-04-19,2706
2020-04-20,2703
2020-04-21,2681
2020-04-22,2653
2020-04-23,2560
2020-04-24,2467
2020-04-25,2398
2020-04-26,2351
2020-04-27,2331
2020-04-28,2316
2020-04-29,2291
2020-04-30,2262
2020-05-01,2236
2020-05-02,2190
2020-05-03,2186
2020-05-04,2219
2020-05-05,2230
2020-05-06,2224
2020-05-07,2261
2020-05-08,2279
2020-05-09,2235
2020-05-10,2311
2020-05-11,2426
2020-05-12,2515
2020-05-13,2598
