date_obj,Greenman's%20ale(m) price
2016-04-27,21830
2016-04-28,21830
2016-04-29,21830
2016-04-30,21830
2016-05-01,21830
2016-05-02,22845
2016-05-03,22845
2016-05-04,22845
2016-05-05,22845
2016-05-06,22845
2016-05-07,22845
2016-05-08,22845
2016-05-09,22845
2016-05-10,22845
2016-05-11,23877
2016-05-12,23877
2016-05-13,23877
2016-05-14,23877
2016-05-15,23877
2016-05-16,23877
2016-05-17,23877
2016-05-18,23877
2016-05-19,23877
2016-05-22,24987
2016-05-23,24987
2016-05-24,24987
2016-05-25,24987
2016-05-26,24987
2016-05-27,24987
2016-05-28,24987
2016-05-29,24987
2016-05-30,24987
2016-05-31,24987
2016-06-01,24987
2016-06-02,24987
2016-06-03,25897
2016-06-04,25897
2016-06-05,25897
2016-06-06,25897
2016-06-07,25897
2016-06-08,25897
2016-06-09,25897
2016-06-10,25897
2016-06-11,25897
2016-06-12,25897
2016-06-13,25897
2016-06-14,25897
2016-06-15,25897
2016-06-16,25897
2016-06-17,25897
2016-06-18,25897
2016-06-19,25897
2016-06-20,27024
2016-06-21,27024
2016-06-22,27024
2016-06-23,27024
2016-06-24,27024
2016-06-25,27024
2016-06-26,27024
2016-06-27,27024
2016-06-28,27024
2016-06-29,27024
2016-06-30,27024
2016-07-01,27024
2016-07-02,27024
2016-07-03,27024
2016-07-04,27024
2016-07-05,27024
2016-07-06,28311
2016-07-07,28311
2016-07-08,29715
2016-07-09,31177
2016-07-10,31177
2016-07-11,32736
2016-07-12,32736
2016-07-13,34307
2016-07-14,34307
2016-07-15,35938
2016-07-16,35938
2016-07-17,35938
2016-07-18,37735
2016-07-23,39622
2016-07-24,39622
2016-07-25,41599
2016-07-26,41599
2016-07-27,41599
2016-07-28,41599
2016-07-29,43679
2016-07-30,43679
2016-07-31,43679
2016-08-01,43679
2016-08-02,45863
2016-08-03,45863
2016-08-04,45863
2016-08-05,45863
2016-08-06,48084
2016-08-07,48084
2016-08-08,48084
2016-08-09,48084
2016-08-10,49858
2016-08-11,49858
2016-08-12,49858
2016-08-13,49858
2016-08-14,49858
2016-08-15,49858
2016-08-16,52284
2016-08-17,52284
2016-08-18,52284
2016-08-19,52284
2016-08-20,52284
2016-08-21,53912
2016-08-22,53912
2016-08-23,53912
2016-08-24,53912
2016-08-25,53912
2016-08-26,53912
2016-08-28,56476
2016-08-31,56476
2016-09-01,56476
2016-09-02,56476
2016-09-03,59133
2016-09-04,59133
2016-09-05,59133
2016-09-06,59133
2016-09-07,59133
2016-09-08,59133
2016-09-09,61970
2016-09-10,61970
2016-09-11,61970
2016-09-12,61970
2016-09-13,61970
2016-09-14,61970
2016-09-15,64511
2016-09-16,64511
2016-09-17,64511
2016-09-18,64511
2016-09-19,64511
2016-09-20,64511
2016-09-21,67353
2016-09-22,67353
2016-09-23,67353
2016-09-24,67353
2016-09-25,67353
2016-09-26,67353
2016-09-27,67353
2016-09-28,69825
2016-09-29,69825
2016-09-30,69825
2016-10-01,69825
2016-10-02,69825
2016-10-03,69825
2016-10-04,69825
2016-10-05,73040
2016-10-06,73040
2016-10-07,73040
2016-10-08,73040
2016-10-09,73040
2016-10-10,73040
2016-10-11,73040
2016-10-12,73040
2016-10-13,76517
2016-10-14,76517
2016-10-15,76517
2016-10-16,76517
2016-10-17,76517
2016-10-18,76517
2016-10-19,76517
2016-10-20,78437
2016-10-21,78437
2016-10-22,78437
2016-10-23,78437
2016-10-24,78437
2016-10-25,78437
2016-10-26,78437
2016-10-27,76605
2016-10-28,76605
2016-10-29,76605
2016-10-30,76605
2016-10-31,76605
2016-11-01,76605
2016-11-02,76605
2016-11-03,73977
2016-11-04,73977
2016-11-05,73977
2016-11-06,73977
2016-11-07,73977
2016-11-08,73977
2016-11-09,73977
2016-11-10,75209
2016-11-11,75209
2016-11-12,75209
2016-11-13,75209
2016-11-14,75209
2016-11-15,75209
2016-12-07,71633
2016-12-08,71633
2016-12-09,71633
2016-12-10,71633
2016-12-11,71733
2016-12-12,71733
2016-12-13,71733
2016-12-14,71733
2016-12-15,71733
2016-12-16,71733
2016-12-17,72857
2016-12-18,72857
2016-12-19,72857
2016-12-20,72857
2016-12-21,72857
2016-12-22,72857
2016-12-23,73694
2016-12-24,73694
2016-12-25,73694
2016-12-26,73694
2016-12-27,73694
2016-12-28,73694
2016-12-29,72715
2016-12-30,72715
2016-12-31,72715
2017-01-01,72715
2017-01-02,72715
2017-01-03,73082
2017-01-04,73082
2017-01-05,73082
2017-01-06,73082
2017-01-07,73082
2017-01-08,71684
2017-01-09,71684
2017-01-10,71684
2017-01-11,71684
2017-01-12,71684
2017-01-13,68167
2017-01-14,68167
2017-01-15,68167
2017-01-16,68167
2017-01-17,68167
2017-01-18,64758
2017-01-19,64758
2017-01-20,64758
2017-01-21,64758
2017-01-22,64758
2017-01-23,61520
2017-01-27,61520
2017-01-28,58444
2017-01-29,58444
2017-01-30,58444
2017-01-31,58444
2017-02-01,58444
2017-02-02,55633
2017-02-03,55633
2017-02-04,55633
2017-02-05,55633
2017-02-06,55633
2017-02-07,55633
2017-02-08,52864
2017-02-09,52864
2017-02-10,52864
2017-02-11,52864
2017-02-12,52864
2017-02-13,50220
2017-02-14,50220
2017-02-15,50220
2017-02-16,50220
2017-02-18,50220
2017-02-19,48005
2017-02-20,48005
2017-02-21,48005
2017-02-22,48005
2017-02-23,48005
2017-02-24,48005
2017-02-25,47574
2017-02-26,47574
2017-02-27,47574
2017-02-28,47574
2017-03-01,47574
2017-03-02,47734
2017-03-03,47734
2017-03-04,47734
2017-03-05,47734
2017-03-06,47734
2017-03-07,48571
2017-03-08,48571
2017-03-09,48571
2017-03-10,48571
2017-03-11,48571
2017-03-12,47488
2017-03-13,47488
2017-03-14,47488
2017-03-15,47488
2017-03-16,47488
2017-03-17,47042
2017-03-18,47042
2017-03-19,47042
2017-03-20,47042
2017-03-21,47042
2017-03-22,48866
2017-03-23,48866
2017-03-24,48866
2017-03-25,48866
2017-03-26,48866
2017-03-27,51130
2017-03-28,51130
2017-03-29,51130
2017-03-30,53653
2017-03-31,53653
2017-04-01,53653
2017-04-02,53653
2017-04-03,56085
2017-04-04,56085
2017-04-12,58653
2017-04-13,58653
2017-04-14,58653
2017-04-15,58578
2017-04-16,58578
2017-04-17,58578
2017-04-18,58578
2017-04-19,58578
2017-04-20,58578
2017-04-21,55809
2017-04-22,55809
2017-04-23,55809
2017-04-24,55809
2017-04-25,55809
2017-04-26,55809
2017-04-27,53660
2017-04-28,53660
2017-04-29,53660
2017-04-30,53660
2017-05-01,53660
2017-05-02,53815
2017-05-03,53815
2017-05-04,53815
2017-05-05,56337
2017-05-06,56337
2017-05-07,56337
2017-05-08,56337
2017-05-09,59154
2017-05-10,59154
2017-05-11,59154
2017-05-12,59154
2017-05-13,59154
2017-05-14,59154
2017-05-15,60990
2017-05-16,60990
2017-05-17,60990
2017-05-18,60990
2017-05-19,60990
2017-05-20,60803
2017-05-21,60803
2017-05-22,60803
2017-05-23,60803
2017-05-24,60803
2017-05-25,60803
2017-05-26,59212
2017-05-27,59212
2017-05-28,59212
2017-05-29,59212
2017-05-30,59212
2017-05-31,56870
2017-06-01,56870
2017-06-02,56870
2017-06-03,56870
2017-06-04,56870
2017-06-05,56870
2017-06-06,54026
2017-06-07,54026
2017-06-08,54026
2017-06-09,54026
2017-06-10,54026
2017-06-11,54026
2017-06-12,51483
2017-06-13,51483
2017-06-14,51483
2017-06-15,51483
2017-06-16,51483
2017-06-17,49082
2017-06-18,49082
2017-06-19,49082
2017-06-20,49082
2017-06-21,49082
2017-06-22,49082
2017-06-23,49082
2017-06-24,46862
2017-06-25,46862
2017-06-26,46862
2017-06-27,46862
2017-06-28,46862
2017-06-29,46862
2017-06-30,44646
2017-07-01,44646
2017-07-02,44646
2017-07-03,44646
2017-07-04,44646
2017-07-05,44646
2017-07-06,44646
2017-07-07,42592
2017-07-08,42592
2017-07-13,42138
2017-07-14,42138
2017-07-15,42138
2017-07-16,42138
2017-07-17,42138
2017-07-18,43261
2017-07-19,43261
2017-07-20,43261
2017-07-21,43261
2017-07-22,43261
2017-07-23,44215
2017-07-24,44215
2017-07-25,44215
2017-07-26,44215
2017-07-27,44215
2017-07-28,44215
2017-07-29,44215
2017-07-30,43758
2017-07-31,43758
2017-08-01,43758
2017-08-02,43758
2017-08-03,43758
2017-08-04,43758
2017-08-05,41870
2017-08-06,41870
2017-08-09,41870
2017-08-10,39826
2017-08-11,39826
2017-08-12,39826
2017-08-13,39826
2017-08-14,39826
2017-08-15,38722
2017-08-16,38722
2017-08-17,38722
2017-08-18,38722
2017-08-19,38722
2017-08-20,37041
2017-08-21,37041
2017-08-22,37041
2017-08-23,37041
2017-08-24,37041
2017-08-25,37041
2017-08-26,35544
2017-08-27,35544
2017-08-28,35544
2017-08-29,35544
2017-08-30,35544
2017-08-31,35544
2017-09-01,35484
2017-09-02,35484
2017-09-03,35484
2017-09-04,35484
2017-09-05,35484
2017-09-06,36783
2017-09-07,36783
2017-09-08,36783
2017-09-09,36783
2017-09-10,38118
2017-09-11,38118
2017-09-12,38118
2017-09-13,38118
2017-09-14,38118
2017-09-15,38118
2017-09-16,39841
2017-09-17,39841
2017-09-18,39841
2017-09-19,39841
2017-09-20,39841
2017-09-21,39841
2017-09-22,38433
2017-09-23,38433
2017-09-24,38433
2017-09-25,38433
2017-09-26,38433
2017-09-27,38433
2017-09-28,37240
2017-09-29,37240
2017-09-30,37240
2017-10-01,37240
2017-10-02,37240
2017-10-03,37240
2017-10-04,37240
2017-10-05,36147
2017-10-06,36147
2017-10-07,36147
2017-10-08,36147
2017-10-09,36147
2017-10-10,34851
2017-10-11,34851
2017-10-12,34851
2017-10-13,34851
2017-10-14,34851
2017-10-15,34851
2017-10-16,33120
2017-10-17,33120
2017-10-18,33120
2017-10-19,33120
2017-10-20,33120
2017-10-21,31621
2017-10-22,31621
2017-10-23,31621
2017-10-24,31621
2017-10-25,30271
2017-10-26,30271
2017-10-27,30271
2017-10-28,30271
2017-10-29,30271
2017-10-30,28757
2017-10-31,28757
2017-11-01,28757
2017-11-02,28757
2017-11-03,28757
2017-11-04,27488
2017-11-05,27488
2017-11-06,27488
2017-11-07,27488
2017-11-08,27488
2017-11-09,27488
2017-11-10,26247
2017-11-11,26247
2017-11-12,26247
2017-11-13,26247
2017-11-14,26247
2017-11-15,26247
2017-11-16,24934
2017-11-17,24934
2017-11-18,24934
2017-11-19,24934
2017-11-20,24934
2017-11-21,23757
2017-11-22,23757
2017-11-23,23757
2017-11-24,23757
2017-11-25,23757
2017-11-26,23757
2017-11-27,23757
2017-11-28,22569
2017-11-29,22569
2017-11-30,22569
2017-12-01,22569
2017-12-02,22569
2017-12-03,21499
2017-12-04,21499
2017-12-05,21499
2017-12-06,21499
2017-12-07,21499
2017-12-08,21499
2017-12-09,20424
2017-12-10,20424
2017-12-11,20424
2017-12-12,20424
2017-12-13,20424
2017-12-14,20424
2017-12-15,19402
2017-12-16,19402
2017-12-17,19402
2017-12-18,19402
2017-12-19,19402
2017-12-20,19402
2017-12-21,18431
2017-12-22,18431
2017-12-23,18431
2017-12-24,18431
2017-12-25,18431
2017-12-26,18431
2017-12-27,17577
2017-12-28,17577
2017-12-29,17577
2017-12-30,17577
2017-12-31,17577
2018-01-01,16752
2018-01-02,16752
2018-01-03,16752
2018-01-04,16752
2018-01-05,16752
2018-01-06,15914
2018-01-07,15914
2018-01-08,15914
2018-01-09,15914
2018-01-10,15914
2018-01-11,15367
2018-01-12,15367
2018-01-13,15367
2018-01-14,15367
2018-01-15,15367
2018-01-16,14729
2018-01-17,14729
2018-01-18,14729
2018-01-19,14729
2018-01-20,14729
2018-01-21,14729
2018-01-22,14420
2018-01-23,14420
2018-01-25,14853
2018-01-26,14853
2018-01-27,15155
2018-01-28,15155
2018-01-29,15236
2018-01-30,15236
2018-01-31,15236
2018-02-01,15371
2018-02-02,15371
2018-02-03,15786
2018-02-04,15786
2018-02-05,15786
2018-02-06,16013
2018-02-07,16013
2018-02-08,16013
2018-02-09,16263
2018-02-10,16263
2018-02-11,16263
2018-02-12,16071
2018-02-13,16071
2018-02-14,16071
2018-02-15,16144
2018-02-16,16144
2018-02-17,16144
2018-02-18,16540
2018-02-19,16540
2018-02-20,16540
2018-02-21,16218
2018-02-22,16218
2018-02-23,16218
2018-02-24,16644
2018-02-25,16644
2018-02-26,17350
2018-02-27,17350
2018-02-28,17463
2018-03-01,17463
2018-03-02,17850
2018-03-03,17850
2018-03-04,17850
2018-03-05,18500
2018-03-06,18500
2018-03-07,18500
2018-03-08,18444
2018-03-09,18444
2018-03-10,18444
2018-03-11,18484
2018-03-12,18484
2018-03-13,18484
2018-03-14,19220
2018-03-15,19220
2018-03-16,19220
2018-03-17,19995
2018-03-18,19995
2018-03-19,19995
2018-03-20,20705
2018-03-21,20705
2018-03-23,21739
2018-03-24,21739
2018-03-25,21739
2018-03-26,22320
2018-03-27,22320
2018-03-28,22320
2018-03-29,23302
2018-03-30,23302
2018-03-31,23302
2018-04-01,23713
2018-04-02,23713
2018-04-03,23720
2018-04-04,23720
2018-04-05,23720
2018-04-06,24154
2018-04-07,24154
2018-04-08,24154
2018-04-09,24076
2018-04-10,24076
2018-04-11,24076
2018-04-12,24501
2018-04-13,24501
2018-04-14,24501
2018-04-15,25703
2018-04-16,25703
2018-04-17,25703
2018-04-18,25953
2018-04-19,25953
2018-04-20,25953
2018-04-21,27166
2018-04-22,27166
2018-04-23,27166
2018-04-24,28525
2018-04-25,28525
2018-04-26,28525
2018-04-27,29952
2018-04-28,29952
2018-04-29,31013
2018-04-30,31013
2018-05-01,31013
2018-05-03,32343
2018-05-04,32343
2018-05-05,32531
2018-05-06,32531
2018-05-07,32531
2018-05-08,34093
2018-05-09,34093
2018-05-10,34093
2018-05-11,34738
2018-05-12,34738
2018-05-13,34738
2018-05-14,35635
2018-05-15,35635
2018-05-16,35635
2018-05-17,36067
2018-05-18,36067
2018-05-19,37061
2018-05-20,37061
2018-05-21,37061
2018-05-22,37757
2018-05-23,37757
2018-05-24,37757
2018-05-25,37384
2018-05-26,37384
2018-05-27,37384
2018-05-28,37529
2018-05-29,37529
2018-05-30,37529
2018-05-31,36740
2018-06-01,36740
2018-06-02,35107
2018-06-03,35107
2018-06-04,35107
2018-06-05,33904
2018-06-06,33904
2018-06-07,33904
2018-06-08,33103
2018-06-09,33103
2018-06-10,33103
2018-06-11,33449
2018-06-12,33449
2018-06-13,32225
2018-06-14,32225
2018-06-15,32225
2018-06-16,30935
2018-06-17,30935
2018-06-18,29665
2018-06-19,29665
2018-06-20,29665
2018-06-21,28195
2018-06-22,28195
2018-06-23,28195
2018-06-24,26785
2018-06-25,26785
2018-06-26,26785
2018-06-27,25717
2018-06-28,25717
2018-06-29,25444
2018-06-30,25444
2018-07-01,24453
2018-07-02,24453
2018-07-03,24453
2018-07-04,23351
2018-07-05,23351
2018-07-06,23406
2018-07-07,23406
2018-07-08,23406
2018-07-09,23296
2018-07-10,23296
2018-07-11,23296
2018-07-12,23296
2018-07-13,23296
2018-07-14,22764
2018-07-15,22764
2018-07-16,22764
2018-07-17,22070
2018-07-18,22070
2018-07-19,22070
2018-07-20,21475
2018-07-21,21475
2018-07-22,21308
2018-07-23,21308
2018-07-24,21889
2018-07-25,21889
2018-07-26,21889
2018-07-27,22029
2018-07-28,22029
2018-07-29,22029
2018-07-30,21754
2018-07-31,21754
2018-08-01,21754
2018-08-02,22577
2018-08-03,22577
2018-08-04,23181
2018-08-05,23181
2018-08-06,23181
2018-08-07,23633
2018-08-08,23633
2018-08-09,23633
2018-08-10,23333
2018-08-11,23333
2018-08-12,23655
2018-08-14,24334
2018-08-16,24334
2018-08-17,24716
2018-08-18,24716
2018-08-19,24716
2018-08-20,24549
2018-08-21,24549
2018-08-22,24549
2018-08-23,25094
2018-08-24,25094
2018-08-25,25251
2018-08-26,25251
2018-08-27,25251
2018-08-28,25826
2018-08-29,25826
2018-08-30,25826
2018-08-31,26738
2018-09-01,26738
2018-09-02,27279
2018-09-03,27279
2018-09-04,27842
2018-09-05,27842
2018-09-06,27842
2018-09-07,28337
2018-09-08,28337
2018-09-09,28337
2018-09-10,29152
2018-09-11,29152
2018-09-12,29152
2018-09-13,30512
2018-09-14,30512
2018-09-15,31881
2018-09-16,31881
2018-09-17,31881
2018-09-18,33476
2018-09-19,33476
2018-09-20,35150
2018-09-21,35150
2018-09-22,36871
2018-09-23,36871
2018-09-24,36871
2018-09-25,38511
2018-09-26,38511
2018-09-27,40385
2018-09-28,40385
2018-09-29,40385
2018-09-30,40893
2018-10-01,40893
2018-10-02,41726
2018-10-03,41726
2018-10-04,43468
2018-10-05,43468
2018-10-06,43352
2018-10-07,43352
2018-10-08,43352
2018-10-09,41365
2018-10-10,41365
2018-10-11,39344
2018-10-12,39344
2018-10-13,37376
2018-10-14,37376
2018-10-15,35560
2018-10-16,35560
2018-10-17,34407
2018-10-18,34407
2018-10-19,32686
2018-10-20,32686
2018-10-21,31461
2018-10-22,31461
2018-10-23,29909
2018-10-24,29909
2018-10-25,28914
2018-10-26,28914
2018-10-27,27844
2018-10-28,27844
2018-10-29,26451
2018-10-30,26451
2018-10-31,25304
2018-11-01,25304
2018-11-03,24729
2018-11-04,24729
2018-11-05,24564
2018-11-06,24564
2018-11-07,24554
2018-11-08,24554
2018-11-09,24973
2018-11-10,24973
2018-11-11,24835
2018-11-12,24835
2018-11-13,25005
2018-11-14,25005
2018-11-15,24767
2018-11-16,24767
2018-11-17,24292
2018-11-18,24292
2018-11-19,23492
2018-11-20,23492
2018-11-21,23335
2018-11-22,23335
2018-11-23,23766
2018-11-24,23766
2018-11-25,24920
2018-11-26,24920
2018-11-27,26088
2018-11-28,26088
2018-11-29,27393
2018-12-01,28749
2018-12-02,28749
2018-12-03,29845
2018-12-04,29845
2018-12-05,31069
2018-12-07,31069
2018-12-09,32162
2018-12-10,31293
2018-12-11,31293
2018-12-13,30765
2018-12-14,29858
2018-12-15,29858
2018-12-16,29255
2018-12-17,29255
2018-12-18,28548
2018-12-19,28548
2018-12-20,28519
2018-12-21,28519
2018-12-22,28250
2018-12-23,28250
2018-12-24,27395
2018-12-25,27395
2018-12-26,27395
2018-12-27,26279
2018-12-28,26279
2018-12-29,25236
2018-12-30,25236
2018-12-31,24859
2019-01-01,24859
2019-01-02,24471
2019-01-03,24471
2019-01-04,25317
2019-01-05,26338
2019-01-06,27630
2019-01-08,28995
2019-01-10,30414
2019-01-11,30414
2019-01-12,29972
2019-01-13,29972
2019-01-14,28758
2019-01-15,28758
2019-01-16,27996
2019-01-17,27996
2019-01-18,26893
2019-01-19,26706
2019-01-20,27320
2019-01-21,27320
2019-01-22,27846
2019-01-23,27846
2019-01-24,28675
2019-01-25,28675
2019-01-26,29040
2019-01-27,29040
2019-01-28,28840
2019-01-29,28840
2019-01-30,28745
2019-01-31,28745
2019-02-01,28532
2019-02-02,28532
2019-02-03,28887
2019-02-04,28887
2019-02-05,29214
2019-02-06,29214
2019-02-07,30431
2019-02-08,30431
2019-02-09,31899
2019-02-10,31899
2019-02-11,32606
2019-02-12,32606
2019-02-13,31455
2019-02-14,31455
2019-02-15,31813
2019-02-16,31813
2019-02-17,32201
2019-02-18,32201
2019-02-19,33653
2019-02-20,33653
2019-02-21,35336
2019-02-22,35336
2019-02-23,37090
2019-02-24,37090
2019-02-25,38945
2019-02-26,38945
2019-02-27,40893
2019-02-28,40893
2019-03-01,42374
2019-03-02,42374
2019-03-03,43001
2019-03-04,43001
2019-03-05,42650
2019-03-06,42650
2019-03-07,43087
2019-03-08,43087
2019-03-09,43341
2019-03-10,43341
2019-03-11,43497
2019-03-12,43281
2019-03-13,43281
2019-03-14,42625
2019-03-15,42625
2019-03-16,42339
2019-03-17,40691
2019-03-18,40691
2019-03-19,40691
2019-03-20,38677
