date_obj,Chaos%20talisman price
2016-08-31,340
2016-09-01,340
2016-09-02,357
2016-09-03,357
2016-09-04,375
2016-09-05,375
2016-09-06,394
2016-09-07,394
2016-09-08,394
2016-09-09,399
2016-09-10,399
2016-09-11,389
2016-09-12,389
2016-09-13,387
2016-09-14,387
2016-09-15,392
2016-09-16,392
2016-09-17,397
2016-09-18,397
2016-09-19,417
2016-09-20,417
2016-09-21,417
2016-09-22,408
2016-09-23,408
2016-09-24,408
2016-09-25,417
2016-09-26,417
2016-09-27,398
2016-09-28,398
2016-09-29,403
2016-09-30,403
2016-10-01,398
2016-10-02,398
2016-10-03,398
2016-10-04,379
2016-10-05,379
2016-10-06,361
2016-10-07,361
2016-10-08,342
2016-10-09,342
2016-10-10,325
2016-10-11,309
2016-10-12,309
2016-10-13,294
2016-10-14,294
2016-10-15,279
2016-10-16,279
2016-10-17,270
2016-10-18,270
2016-10-19,275
2016-10-20,275
2016-10-21,262
2016-10-22,262
2016-10-23,249
2016-10-24,249
2016-10-25,249
2016-10-26,237
2016-10-27,237
2016-10-28,237
2016-10-29,227
2016-10-30,227
2016-10-31,216
2016-11-01,216
2016-11-02,206
2016-11-03,206
2016-11-04,195
2016-11-05,195
2016-11-06,186
2016-11-07,186
2016-11-08,184
2016-11-09,184
2016-11-10,177
2016-11-11,177
2016-11-12,169
2016-11-13,169
2016-11-14,170
2016-11-15,170
2016-12-07,249
2016-12-08,254
2016-12-09,254
2016-12-10,264
2016-12-11,278
2016-12-12,278
2016-12-13,291
2016-12-14,305
2016-12-15,305
2016-12-16,321
2016-12-17,338
2016-12-18,338
2016-12-19,355
2016-12-20,373
2016-12-21,392
2016-12-22,392
2016-12-23,412
2016-12-24,412
2016-12-25,430
2016-12-26,430
2016-12-27,448
2016-12-28,466
2016-12-29,474
2016-12-30,474
2016-12-31,492
2017-01-01,515
2017-01-02,538
2017-01-03,538
2017-01-04,565
2017-01-05,565
2017-01-06,572
2017-01-07,543
2017-01-08,518
2017-01-09,528
2017-01-10,528
2017-01-11,504
2017-01-12,516
2017-01-13,516
2017-01-14,532
2017-01-15,537
2017-01-16,546
2017-01-17,519
2017-01-18,544
2017-01-19,544
2017-01-20,572
2017-01-21,596
2017-01-22,568
2017-01-23,539
2017-01-27,470
2017-01-28,449
2017-01-29,434
2017-01-30,434
2017-01-31,446
2017-02-01,461
2017-02-02,461
2017-02-03,445
2017-02-04,451
2017-02-05,458
2017-02-06,458
2017-02-07,443
2017-02-08,436
2017-02-09,436
2017-02-10,417
2017-02-11,396
2017-02-12,396
2017-02-13,376
2017-02-14,357
2017-02-15,357
2017-02-16,339
2017-02-18,324
2017-02-19,316
2017-02-20,316
2017-02-21,303
2017-02-22,303
2017-02-23,287
2017-02-24,287
2017-02-25,272
2017-02-26,272
2017-02-27,262
2017-02-28,250
2017-03-01,250
2017-03-02,241
2017-03-03,241
2017-03-04,241
2017-03-05,241
2017-03-06,237
2017-03-07,237
2017-03-08,237
2017-03-09,237
2017-03-10,239
2017-03-11,238
2017-03-12,238
2017-03-13,248
2017-03-14,252
2017-03-15,247
2017-03-16,247
2017-03-17,235
2017-03-18,235
2017-03-19,227
2017-03-20,216
2017-03-21,227
2017-03-22,227
2017-03-23,226
2017-03-24,225
2017-03-25,225
2017-03-26,227
2017-03-27,226
2017-03-28,226
2017-03-29,238
2017-03-30,250
2017-03-31,263
2017-04-01,277
2017-04-02,277
2017-04-03,291
2017-04-04,305
2017-04-12,412
2017-04-13,433
2017-04-14,455
2017-04-15,478
2017-04-16,502
2017-04-17,518
2017-04-18,518
2017-04-19,492
2017-04-20,510
2017-04-21,500
2017-04-22,500
2017-04-23,481
2017-04-24,477
2017-04-25,474
2017-04-26,474
2017-04-27,472
2017-04-28,496
2017-04-29,502
2017-04-30,502
2017-05-01,506
2017-05-02,500
2017-05-03,500
2017-05-04,503
2017-05-05,501
2017-05-06,501
2017-05-07,503
2017-05-08,483
2017-05-09,493
2017-05-10,493
2017-05-11,486
2017-05-12,467
2017-05-13,473
2017-05-14,473
2017-05-15,455
2017-05-16,459
2017-05-17,459
2017-05-18,450
2017-05-19,450
2017-05-20,433
2017-05-21,433
2017-05-22,440
2017-05-23,421
2017-05-24,401
2017-05-25,401
2017-05-26,382
2017-05-27,364
2017-05-28,364
2017-05-29,357
2017-05-30,350
2017-05-31,337
2017-06-01,337
2017-06-02,327
2017-06-03,327
2017-06-04,344
2017-06-05,344
2017-06-06,352
2017-06-07,346
2017-06-08,346
2017-06-09,352
2017-06-10,337
2017-06-11,320
2017-06-12,320
2017-06-13,305
2017-06-14,305
2017-06-15,291
2017-06-16,291
2017-06-17,278
2017-06-18,268
2017-06-19,268
2017-06-20,254
2017-06-21,254
2017-06-22,241
2017-06-23,241
2017-06-24,237
2017-06-25,237
2017-06-26,227
2017-06-27,216
2017-06-28,216
2017-06-29,217
2017-06-30,217
2017-07-01,216
2017-07-02,216
2017-07-03,210
2017-07-04,201
2017-07-05,201
2017-07-06,196
2017-07-07,196
2017-07-08,187
2017-07-13,195
2017-07-14,195
2017-07-15,195
2017-07-16,186
2017-07-17,189
2017-07-18,189
2017-07-19,199
2017-07-20,209
2017-07-21,220
2017-07-22,231
2017-07-23,241
2017-07-24,241
2017-07-25,230
2017-07-26,227
2017-07-27,227
2017-07-28,219
2017-07-29,219
2017-07-30,223
2017-07-31,223
2017-08-01,223
2017-08-02,225
2017-08-03,225
2017-08-04,225
2017-08-05,226
2017-08-06,226
2017-08-09,237
2017-08-10,243
2017-08-11,243
2017-08-12,240
2017-08-13,240
2017-08-14,250
2017-08-15,260
2017-08-16,260
2017-08-17,252
2017-08-18,252
2017-08-19,247
2017-08-20,235
2017-08-21,244
2017-08-22,256
2017-08-23,256
2017-08-24,269
2017-08-25,269
2017-08-26,283
2017-08-27,298
2017-08-28,313
2017-08-29,313
2017-08-30,329
2017-08-31,344
2017-09-01,344
2017-09-02,362
2017-09-03,362
2017-09-04,381
2017-09-05,401
2017-09-06,422
2017-09-07,434
2017-09-08,434
2017-09-09,437
2017-09-10,437
2017-09-11,453
2017-09-12,453
2017-09-13,443
2017-09-14,442
2017-09-15,442
2017-09-16,442
2017-09-17,451
2017-09-18,451
2017-09-19,466
2017-09-20,447
2017-09-21,447
2017-09-22,446
2017-09-23,446
2017-09-24,449
2017-09-25,442
2017-09-26,442
2017-09-27,441
2017-09-28,443
2017-09-29,445
2017-09-30,445
2017-10-01,445
2017-10-02,459
2017-10-03,459
2017-10-04,443
2017-10-05,441
2017-10-06,441
2017-10-07,453
2017-10-08,453
2017-10-09,451
2017-10-10,443
2017-10-11,443
2017-10-12,456
2017-10-13,462
2017-10-14,461
2017-10-15,461
2017-10-16,481
2017-10-17,481
2017-10-18,468
2017-10-19,468
2017-10-20,445
2017-10-21,445
2017-10-22,442
2017-10-23,442
2017-10-24,443
2017-10-25,441
2017-10-26,441
2017-10-27,445
2017-10-28,445
2017-10-29,452
2017-10-30,475
2017-10-31,477
2017-11-01,477
2017-11-02,465
2017-11-03,465
2017-11-04,454
2017-11-05,454
2017-11-06,457
2017-11-07,457
2017-11-08,439
2017-11-09,425
2017-11-10,425
2017-11-11,431
2017-11-12,453
2017-11-13,453
2017-11-14,453
2017-11-15,453
2017-11-16,430
2017-11-17,430
2017-11-18,423
2017-11-19,426
2017-11-20,430
2017-11-21,424
2017-11-22,424
2017-11-23,418
2017-11-24,418
2017-11-25,397
2017-11-26,379
2017-11-27,379
2017-11-28,362
2017-11-29,370
2017-11-30,370
2017-12-01,352
2017-12-02,352
2017-12-03,337
2017-12-04,337
2017-12-05,338
2017-12-06,338
2017-12-07,355
2017-12-08,355
2017-12-09,373
2017-12-10,392
2017-12-11,412
2017-12-12,412
2017-12-13,403
2017-12-14,403
2017-12-15,403
2017-12-16,403
2017-12-17,421
2017-12-18,437
2017-12-19,437
2017-12-20,424
2017-12-21,430
2017-12-22,430
2017-12-23,422
2017-12-24,422
2017-12-25,402
2017-12-26,383
2017-12-27,365
2017-12-28,356
2017-12-29,356
2017-12-30,341
2017-12-31,341
2018-01-01,325
2018-01-02,312
2018-01-03,308
2018-01-04,308
2018-01-05,292
2018-01-06,277
2018-01-07,263
2018-01-08,249
2018-01-09,239
2018-01-10,239
2018-01-11,241
2018-01-12,228
2018-01-13,227
2018-01-14,239
2018-01-15,239
2018-01-16,228
2018-01-17,228
2018-01-18,220
2018-01-19,220
2018-01-20,215
2018-01-21,211
2018-01-22,218
2018-01-23,220
2018-01-24,224
2018-01-25,212
2018-01-26,220
2018-01-27,221
2018-01-28,230
2018-01-29,241
2018-01-30,235
2018-01-31,238
2018-02-01,249
2018-02-02,262
2018-02-03,276
2018-02-04,262
2018-02-05,270
2018-02-06,262
2018-02-07,267
2018-02-08,267
2018-02-09,262
2018-02-10,260
2018-02-11,260
2018-02-12,262
2018-02-13,268
2018-02-14,269
2018-02-15,262
2018-02-16,267
2018-02-17,273
2018-02-18,277
2018-02-19,279
2018-02-20,265
2018-02-21,269
2018-02-22,257
2018-02-23,246
2018-02-24,253
2018-02-25,242
2018-02-26,230
2018-02-27,221
2018-02-28,220
2018-03-01,221
2018-03-02,219
2018-03-03,211
2018-03-04,211
2018-03-05,217
2018-03-06,216
2018-03-07,211
2018-03-08,211
2018-03-09,200
2018-03-10,191
2018-03-11,188
2018-03-12,196
2018-03-13,197
2018-03-14,188
2018-03-15,183
2018-03-16,182
2018-03-17,178
2018-03-18,175
2018-03-20,165
2018-03-21,164
2018-03-23,170
2018-03-24,179
2018-03-25,188
2018-03-26,198
2018-03-27,208
2018-03-28,208
2018-03-29,219
2018-03-30,229
2018-03-31,236
2018-04-01,235
2018-04-02,239
2018-04-03,237
2018-04-04,246
2018-04-05,246
2018-04-06,250
2018-04-07,250
2018-04-08,244
2018-04-09,244
2018-04-10,250
2018-04-11,255
2018-04-12,243
2018-04-13,236
2018-04-14,245
2018-04-15,237
2018-04-16,234
2018-04-17,231
2018-04-18,231
2018-04-19,232
2018-04-20,233
2018-04-21,230
2018-04-22,234
2018-04-23,227
2018-04-24,216
2018-04-25,207
2018-04-26,206
2018-04-27,196
2018-04-28,193
2018-04-29,185
2018-04-30,193
2018-05-01,201
2018-05-02,201
2018-05-03,209
2018-05-04,198
2018-05-05,190
2018-05-07,185
2018-05-08,190
2018-05-09,192
2018-05-10,187
2018-05-11,183
2018-05-12,188
2018-05-13,188
2018-05-14,181
2018-05-15,182
2018-05-16,173
2018-05-17,167
2018-05-18,164
2018-05-19,173
2018-05-20,182
2018-05-21,192
2018-05-22,201
2018-05-23,212
2018-05-24,223
2018-05-25,229
2018-05-26,241
2018-05-27,241
2018-05-28,254
2018-05-29,267
2018-05-30,261
2018-05-31,250
2018-06-01,263
2018-06-02,277
2018-06-03,291
2018-06-04,306
2018-06-05,322
2018-06-06,331
2018-06-07,331
2018-06-08,346
2018-06-09,346
2018-06-10,361
2018-06-11,372
2018-06-12,377
2018-06-13,384
2018-06-14,367
2018-06-15,351
2018-06-16,354
2018-06-17,365
2018-06-18,384
2018-06-19,374
2018-06-20,374
2018-06-21,391
2018-06-22,411
2018-06-23,432
2018-06-24,454
2018-06-25,477
2018-06-26,494
2018-06-27,471
2018-06-28,447
2018-06-29,444
2018-06-30,466
2018-07-01,490
2018-07-02,515
2018-07-03,541
2018-07-04,569
2018-07-05,598
2018-07-06,628
2018-07-07,660
2018-07-08,693
2018-07-09,728
2018-07-10,765
2018-07-11,800
2018-07-12,784
2018-07-13,744
2018-07-14,720
2018-07-15,685
2018-07-16,650
2018-07-17,620
2018-07-18,597
2018-07-19,569
2018-07-20,540
2018-07-21,529
2018-07-22,506
2018-07-23,480
2018-07-24,456
2018-07-25,440
2018-07-26,424
2018-07-27,403
2018-07-28,382
2018-07-29,370
2018-07-30,386
2018-07-31,403
2018-08-01,424
2018-08-02,438
2018-08-03,419
2018-08-04,400
2018-08-05,401
2018-08-06,418
2018-08-07,434
2018-08-08,425
2018-08-09,404
2018-08-10,395
2018-08-11,395
2018-08-12,406
2018-08-14,374
2018-08-16,409
2018-08-17,421
2018-08-18,417
2018-08-19,437
2018-08-20,459
2018-08-21,478
2018-08-22,502
2018-08-23,528
2018-08-24,555
2018-08-25,583
2018-08-26,611
2018-08-27,607
2018-08-28,633
2018-08-29,665
2018-08-30,699
2018-08-31,714
2018-09-01,723
2018-09-02,686
2018-09-03,664
2018-09-04,695
2018-09-05,724
2018-09-06,687
2018-09-07,657
2018-09-08,635
2018-09-09,645
2018-09-10,674
2018-09-11,708
2018-09-12,738
2018-09-13,714
2018-09-14,732
2018-09-15,742
2018-09-16,754
2018-09-17,785
2018-09-18,765
2018-09-19,750
2018-09-20,748
2018-09-21,753
2018-09-22,789
2018-09-23,821
2018-09-24,790
2018-09-25,750
2018-09-26,730
2018-09-27,767
2018-09-28,806
2018-09-29,847
2018-09-30,889
2018-10-01,857
2018-10-02,815
2018-10-03,791
2018-10-04,753
2018-10-05,715
2018-10-06,699
2018-10-07,681
2018-10-08,700
2018-10-09,684
2018-10-10,693
2018-10-11,688
2018-10-12,690
2018-10-13,671
2018-10-14,644
2018-10-15,646
2018-10-16,678
2018-10-17,712
2018-10-18,713
2018-10-19,718
2018-10-20,717
2018-10-21,746
2018-10-22,749
2018-10-23,752
2018-10-24,733
2018-10-25,696
2018-10-26,667
2018-10-27,651
2018-10-28,618
2018-10-29,613
2018-10-30,598
2018-10-31,576
2018-11-01,547
2018-11-03,503
2018-11-04,491
2018-11-05,510
2018-11-06,536
2018-11-07,563
2018-11-08,591
2018-11-09,587
2018-11-10,581
2018-11-11,584
2018-11-12,612
2018-11-13,620
2018-11-14,620
2018-11-15,613
2018-11-16,643
2018-11-17,676
2018-11-18,710
2018-11-19,745
2018-11-20,783
2018-11-21,823
2018-11-22,865
2018-11-23,909
2018-11-24,955
2018-11-25,1003
2018-11-26,1053
2018-11-27,1096
2018-11-28,1151
2018-11-29,1209
2018-12-01,1239
2018-12-02,1200
2018-12-03,1200
2018-12-04,1242
2018-12-05,1295
2018-12-07,1168
2018-12-09,1143
2018-12-10,1087
2018-12-11,1032
2018-12-12,980
2018-12-13,954
2018-12-14,914
2018-12-15,944
2018-12-16,990
2018-12-17,976
2018-12-18,928
2018-12-19,940
2018-12-20,937
2018-12-21,927
2018-12-22,920
2018-12-23,910
2018-12-24,898
2018-12-25,853
2018-12-26,811
2018-12-27,773
2018-12-28,734
2018-12-29,697
2018-12-30,662
2018-12-31,628
2019-01-01,598
2019-01-02,568
2019-01-03,539
2019-01-04,512
2019-01-05,489
2019-01-06,467
2019-01-08,495
2019-01-10,451
2019-01-11,434
2019-01-12,413
2019-01-13,415
2019-01-14,425
2019-01-15,440
2019-01-16,429
2019-01-17,439
2019-01-18,457
2019-01-19,465
2019-01-20,458
2019-01-21,453
2019-01-22,462
2019-01-23,451
2019-01-24,464
2019-01-25,453
2019-01-26,447
2019-01-27,446
2019-01-28,455
2019-01-29,465
2019-01-30,479
2019-01-31,465
2019-02-01,480
2019-02-02,504
2019-02-03,503
2019-02-04,526
2019-02-05,515
2019-02-06,489
2019-02-07,469
2019-02-08,470
2019-02-09,480
2019-02-10,491
2019-02-11,512
2019-02-12,538
2019-02-13,541
2019-02-14,513
2019-02-15,533
2019-02-16,532
2019-02-17,559
2019-02-18,575
2019-02-19,601
2019-02-20,594
2019-02-21,604
2019-02-22,623
2019-02-23,633
2019-02-24,628
2019-02-25,596
2019-02-26,592
2019-02-27,607
2019-02-28,628
2019-03-01,599
2019-03-02,590
2019-03-03,620
2019-03-04,634
2019-03-05,650
2019-03-06,672
2019-03-07,638
2019-03-08,606
2019-03-09,576
2019-03-10,547
2019-03-11,524
2019-03-12,526
2019-03-13,501
2019-03-14,493
2019-03-15,491
2019-03-16,477
2019-03-17,477
2019-03-18,455
2019-03-19,434
2019-03-20,455
2019-03-21,470
2019-03-22,459
2019-03-23,462
2019-03-24,456
2019-03-25,456
2019-03-26,459
2019-03-27,443
2019-03-28,458
2019-03-29,470
2019-03-30,494
2019-03-31,519
2019-04-01,545
2019-04-02,573
2019-04-03,585
2019-04-04,596
2019-04-05,582
2019-04-06,552
2019-04-07,524
2019-04-08,514
2019-04-09,507
2019-04-10,502
2019-04-11,482
2019-04-12,499
2019-04-13,522
2019-04-14,549
2019-04-15,565
2019-04-16,594
2019-04-17,623
2019-04-18,654
2019-04-19,679
2019-04-20,685
2019-04-21,650
2019-04-22,661
2019-04-23,690
2019-04-24,725
2019-04-25,695
2019-04-26,660
2019-04-27,627
2019-04-28,595
2019-04-29,565
2019-04-30,536
2019-05-01,512
2019-05-02,528
2019-05-03,538
2019-05-04,528
2019-05-05,530
2019-05-06,503
2019-05-07,479
2019-05-08,455
2019-05-09,432
2019-05-10,410
2019-05-11,389
2019-05-12,369
2019-05-13,360
2019-05-14,371
2019-05-15,372
2019-05-16,381
2019-05-17,372
2019-05-18,390
2019-05-19,407
2019-05-20,412
2019-05-21,427
2019-05-22,435
2019-05-23,441
2019-05-24,452
2019-05-25,439
2019-05-26,435
2019-05-27,451
2019-05-28,474
2019-05-29,465
2019-05-30,455
2019-05-31,442
2019-06-01,440
2019-06-02,443
2019-06-03,437
2019-06-04,429
2019-06-05,436
2019-06-06,435
2019-06-07,441
2019-06-08,431
2019-06-09,432
2019-06-10,436
2019-06-11,455
2019-06-12,455
2019-06-13,448
2019-06-14,466
2019-06-15,468
2019-06-16,459
2019-06-17,437
2019-06-18,439
2019-06-19,424
2019-06-20,413
2019-06-21,432
2019-06-22,445
2019-06-23,440
2019-06-24,441
2019-06-25,436
2019-06-26,422
2019-06-27,421
2019-06-28,400
2019-06-29,409
2019-06-30,417
2019-07-01,435
2019-07-02,425
2019-07-03,413
2019-07-04,411
2019-07-05,415
2019-07-06,422
2019-07-07,426
2019-07-08,412
2019-07-09,424
2019-07-10,441
2019-07-11,444
2019-07-12,457
2019-07-13,450
2019-07-14,459
2019-07-15,482
2019-07-16,496
2019-07-17,515
2019-07-18,541
2019-07-19,569
2019-07-20,598
2019-07-21,584
2019-07-22,574
2019-07-23,603
2019-07-24,622
2019-07-25,624
2019-07-26,592
2019-07-27,567
2019-07-28,538
2019-07-29,511
2019-07-30,486
2019-07-31,467
2019-08-01,453
2019-08-02,434
2019-08-03,425
2019-08-04,434
2019-08-05,434
2019-08-06,444
2019-08-07,437
2019-08-08,446
2019-08-09,437
2019-08-10,434
2019-08-11,437
2019-08-12,443
2019-08-13,434
2019-08-14,423
2019-08-15,403
2019-08-16,397
2019-08-17,417
2019-08-18,438
2019-08-19,456
2019-08-20,461
2019-08-21,445
2019-08-22,448
2019-08-23,471
2019-08-24,479
2019-08-24,479
